Name	Lung
RP11-767L7.2	0
RP11-18H7.1	0.756566
RN7SL762P	0
RN7SL397P	0
GPR156	0.137457
Y_RNA	0
RP11-174O3.1	0.0399033
RP11-174O3.3	0.195662
RP11-174O3.6	0
RP11-174O3.4	0
RP11-359H3.4	0
RP11-359H3.1	0
HGD	1.04239
MTCO1P29	0
MTCO2P29	0
NAP1L1P3	0.210678
LINC02049	0
STXBP5L	0.0109083
RP11-500K19.2	0
MIR5682	0
RP11-678L1.1	0
RP11-10G15.4	0
POLQ	0.347388
RPL7AP11	0.558557
ARGFX	0
FBXO40	0.0925106
RN7SL172P	0.40202
RNU4-62P	0.476378
EAF2	3.35845
ILDR1	2.19942
Y_RNA	0
CASR	0.012183
HNRNPA1P23	0
RP11-299J3.8	1.80013
RP11-299J3.6	0
RP11-592P9.3	0
EIF4BP8	0
SEMA5B	0.995839
RP11-797D24.3	0.406875
MYLK-AS1	1.60189
MYLK-AS2	0.0971687
RP11-9N20.3	1.05866
SNORA5	0
ROPN1	0
KALRN	4.45589
MIR5002	0
RPL7P15	0.120364
MIR6083	0
RNU6-143P	0
MIR544B	0
RP11-71H17.1	0
ITGB5-AS1	0.116358
RP11-71H17.8	0.346071
ENO1P3	0
MUC13	0.311049
RNA5SP137	0
SLC12A8	3.36964
RNU6-230P	0
MIR5092	0
DUTP1	0.186469
RP11-775J23.2	0
RNU6-232P	0
Y_RNA	0
Y_RNA	1.53609
GS1-388B5.2	0
GS1-388B5.1	0
OR7E130P	0
OR7E29P	0.107949
OR7E93P	0
OR7E53P	0
OR7E97P	0
GS1-388B5.8	0
RP11-379B18.6	0
RP11-379B18.1	0.890536
MIR548I1	0
RPS3AP14	0.132103
SNRPCP11	0
RP11-379B18.5	1.53305
ENPP7P4	0.415169
RP11-666A20.4	0.884394
FAM86JP	0.810202
ALG1L	0.83964
RP11-666A20.3	0
ROPN1B	0.108519
RP11-158I23.1	0
RP11-124N2.1	0.445722
ALDH1L1	2.43239
ALDH1L1-AS1	0
RNU1-30P	0
ALDH1L1-AS2	0.19157
RP11-71E19.1	0.985797
RP11-71E19.2	0
CCDC37-AS1	0
CFAP100	2.85392
RP11-203H19.2	1.51691
UROC1	0.0492059
CHST13	0.909664
C3orf22	0
RNA5SP138	0
TXNRD3NB	0
RP11-390G14.1	1.10268
NUP210P1	0
RP11-605F14.2	0
RCC2P4	0
RP11-61K12.2	0.058814
C3orf56	0
Y_RNA	0
RP11-305F5.2	0
RNU6-1047P	0
RP11-88I21.1	0
LINC02016	1.43917
LINC01471	0
RP11-59J16.2	0
LINC02034	0
RP11-153F10.2	0.522078
MIR6825	0
MIR7976	0
PODXL2	4.43758
KBTBD12	0.385094
RNA5SP139	0
RNU2-37P	0
RUVBL1-AS1	0
RNU6-823P	0
DNAJB8	0.0117389
DNAJB8-AS1	0
TMED10P2	2.67061
LINC01565	0.0777654
Metazoa_SRP	0
POU5F1P6	0.0511684
SNORA24	0
MARK2P8	0.338357
FTH1P4	0.980081
RN7SL698P	0
RPS15AP16	0.485789
MARK2P17	0
MARK3P3	0
MARK2P6	0
RP11-723O4.9	0.849238
RP11-723O4.2	0.826659
RP11-723O4.3	0.328315
KIAA1257	0.791244
RP11-723O4.7	1.31915
RP11-723O4.6	1.02503
RP11-434H6.2	0.184316
GP9	3.65609
RP11-434H6.6	2.12501
RPS27P12	0
MIR6826	0
NUP210P3	0.361275
RP13-685P2.8	0
RP13-685P2.7	0.107722
RP11-529F4.1	1.05266
SNORA7B	0.86559
EFCAB12	2.62682
RHO	0.0405986
H1FOO	0
RN7SL752P	0.104564
RP11-263I1.1	0
RNY3P13	0
U6	0
TMCC1-AS1	0.827079
RP11-93K22.6	0
TRH	0.292198
RP11-93K22.1	0
RP11-93K22.7	0
OR7E129P	0
OR7E21P	0
RP11-77P16.3	0
ALG1L2	0.20934
LINC02014	0.187144
FAM86HP	1.93119
LINC02021	0.892497
ENPP7P3	0
SNRPCP8	0
COL6A4P2	0.49789
RP11-77P16.1	0
RN7SKP212	0
GSTO3P	0
RP11-39E3.6	0.157457
RP11-39E3.3	0
Y_RNA	0
RP11-39E3.4	0
RP11-39E3.5	0
ASTE1	4.01577
NEK11	3.78003
RP11-265F19.1	0
RNU6-726P	0
RP11-933H2.4	0.597869
RP11-517B11.7	1.11668
SNORA58	0
RP11-517B11.4	0.121559
BCL2L12P1	0
CPNE4	0.0865697
RP11-517B11.6	0
MIR5704	0
RP11-64K7.1	0.0373911
RPL7P16	0
ACPP	2.41442
RP11-65E22.2	0.0484818
NIP7P2	0
ACKR4	4.21562
HSPA8P19	0
NPHP3-AS1	0.0388493
RP11-469L4.1	0
TMEM108-AS1	0.0317855
BFSP2	0.0412445
RP11-503I22.2	0
BFSP2-AS1	0.058405
RP11-91K8.4	0.0471028
RP11-91K8.5	0.475603
RP11-91K8.2	0
SNORA33	0
TFP1	0.52432
RNU6-678P	0
RNA5SP140	0
TF	1.7339
RP11-404G16.2	0
RAB6B	4.24131
LINC02000	0
HMGB3P14	0.368286
LINC02004	0.401701
RP11-375I20.6	1.5026
RPL39P5	0.75764
MIR6827	0
HMGN1P9	0
HMGB3P13	0
RP11-445J14.1	0
EPHB1	0.350419
KY	0.0786269
RNU6-1174P	0
RNA5SP141	0
RP11-657O9.1	0
RP11-237P21.1	0
NDUFS6P1	0
PPP2R3A	3.43203
RP11-305O4.2	0
RP11-305O4.3	0.324974
TDGF1P6	0.125904
RP11-463H24.1	0
RNU6-1284P	0
HMGN1P10	0
RNU6-789P	0
RP11-102M11.1	0.371106
RP11-102M11.2	0.02203
RP11-731C17.1	0
RP11-731C17.2	2.78489
NCK1-AS1	2.74231
RAD51AP1P1	0
IL20RB	1.66253
IL20RB-AS1	0
RNA5SP142	0
RP11-575C1.1	0
NPM1P17	0
SOX14	0
LINC01210	0
RP11-2A4.4	0
HSPA8P9	0.067903
RP11-461M2.2	0.287465
KRT8P36	1.44928
A4GNT	0.323883
NME9	1.35609
RP11-79L9.2	0.109593
GAPDHP39	0
RPL23AP40	0
EEF1A1P25	0.185108
ATP5G1P3	0
LINC01391	0
FOXL2	0
FOXL2NB	0
PRR23A	0
PRR23B	0
PRR23C	0
RPL7L1P7	0
BPESC1	0
PISRT1	0
RP11-219D15.3	1.53629
U6	0
RP11-319G6.1	0.828963
RBP2	2.6259
RP11-319G6.3	0
ACTG1P1	0.529556
NMNAT3	3.10236
RP11-553K23.2	0.218764
RN7SKP124	0
RN7SL724P	0
RP11-442N1.2	0
RP11-442N1.1	0
RP11-166D18.1	0
TRMT112P5	0
CLSTN2	1.81747
RP11-68L1.2	0
RP11-68L1.1	0
CLSTN2-AS1	0
RP11-13L2.1	0
TRIM42	0
RP11-691G17.1	0
RPL23AP41	0
RP11-231L11.3	1.12639
SPSB4	0.939634
RP11-231L11.1	0
PXYLP1	2.90372
RP11-764I5.1	0
RP11-438D8.2	0
RP11-789L4.1	0
KRT18P35	0
RASA2-IT1	0.0415001
YWHAQP6	0.336474
RP11-340E6.1	0.10481
TPT1P3	0
RP11-144C9.1	0
GRK7	0.104223
HMGN2P25	0
RNU6-509P	0
ATP1B3-AS1	4.77622
RP11-271K21.12	0.022824
RP11-343B5.1	0.471553
RNU6-425P	0
RNU6-1294P	0
RNU1-100P	0.312449
RP11-383G6.3	0.248799
RPL6P9	0
RNA5SP143	0
PLS1-AS1	0
RN7SKP25	0
RNU7-47P	0
RP11-372E1.1	0.993617
RP11-372E1.4	0
PAQR9	0
RP11-372E1.7	0
PAQR9-AS1	0
RP11-91G21.1	0
RP11-80H8.3	0
RP11-80H8.4	1.99775
PBX2P1	0.411742
RP13-635I23.3	0
SLC9A9-AS1	0
SLC9A9-AS2	0
GAPDHP47	0
ST13P15	0.298064
RP11-501M7.1	0
RP11-8J23.1	0
RNA5SP144	0
RP11-42F12.1	0
LARP7P4	0
GM2AP1	0
RPL21P39	0.127704
RP11-88H10.2	0
RP11-88H10.3	0
RP11-274H2.5	1.4066
RP11-274H2.2	0.210556
LNCSRLR	0.370905
RP11-758I14.2	0
RP11-758I14.3	0
PLSCR2	0.144417
RP11-329N15.3	1.96884
RNU6-428P	0
PLSCR5	0
PLSCR5-AS1	0
RP11-649A16.1	0
LINC02010	0
RNU6-505P	0
RPL21P71	0
ZIC4	0.0121667
ZIC1	0.0435153
NPM1P28	0
RP11-78O22.1	0
RP11-71N10.1	0
LINC02032	0
RP11-501O2.1	0
RP11-501O2.3	0
HNRNPA1P20	0
LINC02045	0
LINC02046	0
RPL38P1	0
CPB1	0.675411
HMGB1P30	0
RP11-680B3.2	0
UBQLN4P1	0.203412
Y_RNA	0
MED28P2	0
HLTF-AS1	0
CPHL1P	0.0995665
RP11-206M11.7	0
TM4SF18	4.83977
RP11-2G17.1	0
TM4SF1-AS1	0.219236
RP11-278L15.2	0.0717372
RP11-167H9.1	0
RP11-278L15.3	0
FKBP1AP4	0
RP11-278L15.4	0
TM4SF4	0.372039
RP11-278L15.6	0
RNU6-1098P	0.463808
WWTR1-IT1	0.489336
WWTR1-AS1	0.372656
ANKUB1	0.209659
RNU6-507P	0
RNU6-720P	0
NPM1P29	0.209621
RP11-651P23.5	0.304068
RP11-651P23.4	0.958148
RP11-651P23.2	0.176499
HNRNPA1P24	0
RP11-167H9.4	0
RP11-63E16.1	0
LINC01998	0
RPL32P9	0
RP11-167H9.5	0
LINC01213	0
U2	0
LINC01214	0
RP11-392O18.2	0.24023
ERICH6	0.0494069
ERICH6-AS1	2.59688
SNRPCP3	0.729776
SIAH2-AS1	0.279771
CLRN1-AS1	0.028433
MINDY4B	0
RP11-166N6.2	0.181719
CLRN1	0
MED12L	0.259668
RNA5SP145	0
SETP11	0
GPR87	0.136082
P2RY12	1.72858
MRPL42P6	0
RP11-312P21.2	0
MIR5186	0
LINC02066	0.0249306
AADACL2	0.0424076
AADACL2-AS1	0
RP11-64D22.1	0
AADACP1	0.202467
RP11-64D22.5	0
AADAC	1.61231
SUCNR1	1.31654
RP11-246A10.1	0
MBNL1-AS1	3.53545
TMEM14EP	0.337722
Y_RNA	1.27996
RP11-788A4.1	0
ATP5LP5	0
HMGN2P13	0
RP11-529G21.3	0
RP11-529G21.2	0
RN7SL300P	0
RP11-292E2.1	0.121807
RP11-292E2.2	0
LINC02006	0.245628
LINC02083	0
RNU6-901P	0
C3orf79	0
Y_RNA	0
RP11-217E22.5	0
U8	0
RPL21P42	0
ARHGEF26-AS1	1.89168
snoU13	0
RP11-316N24.2	0.0758528
GPR149	0
DDX50P2	0.0399468
RP11-656A15.1	0
CTD-2501O3.2	0
DYNLL1P5	0
RPL9P15	0
RP11-439C8.1	0
RP11-439C8.2	0
MME-AS1	0.33014
LINC01487	0
RP11-451G4.2	0.317976
RP11-451G4.3	0
PABPC1P10	0
PLCH1	2.69957
RP11-639F1.2	0
RP11-639F1.3	0
RN7SL715P	0
PLCH1-AS1	0
PLCH1-AS2	0
RPL6P7	0
RP11-674E16.4	0.0163198
RP11-674E16.1	0
C3orf33	4.4217
SETP14	0.784077
VN2R1P	0
KCNAB1	2.26133
ALG1L15P	0.0457983
MRE11P1	0
RP11-118D22.3	0
KCNAB1-AS2	0
KCNAB1-AS1	0
TIPARP-AS1	0.983449
METTL15P1	0.614634
LINC00886	1.13937
PA2G4P4	0.679756
LEKR1	0.268134
KLF3P2	0
RP11-6F2.3	0
RN7SKP177	0
LINC00880	0.134779
LINC02029	0
LINC00881	0.260521
Y_RNA	0
KRT18P34	0.660992
RP11-555M1.3	0.439359
RNA5SP146	0
RP11-550I24.2	0.474428
RP11-550I24.3	0.172262
PQLC2L	4.17719
RN7SKP46	0
RP11-290K4.1	0
RP11-290K4.2	0
SHOX2	0.304194
RP11-113A11.1	0
RP11-113A11.3	0
RP11-538P18.1	0
RP11-538P18.2	0
MTAPP1	0
RP11-79M21.3	0
RP11-379F4.7	3.28615
RP11-379F4.6	1.29578
RP11-379F4.4	1.37665
RP11-379F4.1	0.57962
RP11-379F4.8	2.05421
RP11-379F4.9	0.337081
GPR79	0.116418
RP11-170K4.2	0.539785
IQCJ-SCHIP1	3.48147
IQCJ	0
MIR3919	0
RP11-441M10.1	0
RP11-564C24.1	0.0764064
IQCJ-SCHIP1-AS1	0.103556
RNU2-31P	0
SCHIP1	0.876163
IL12A-AS1	0.0459277
IL12A	2.92953
LINC01100	0
BRD7P2	0.222126
C3orf80	0.494663
RP11-432B6.1	0
MIR15B	0
MIR16-2	0
TRIM59	1.55447
B3GAT3P1	0.0639749
RNU7-136P	0
SCARNA7	0.491865
RPL6P8	0
ARL14	0
SNORA72	0
RP11-16N11.2	1.1821
RP11-479I16.2	0
EEF1GP4	0
PSMC1P7	0
SPTSSB	0.11187
LINC02067	0.0667206
RP11-3P17.5	0
OTOL1	0
RP11-774I5.1	0
TOMM22P6	0
RP13-526J3.1	0
RP11-10O22.1	0
RPS6P4	0
LINC01192	0
RNU7-82P	0
RP11-418B12.1	0
RP11-208P4.1	0
MIR1263	0
LINC01323	0
LINC01324	0
SI	0
Y_RNA	0
LINC02023	0
SLITRK3	0.243495
LINC01322	0
MTND4P17	0
MTND4LP10	0
MTND3P7	0
MTCO3P38	0
RP11-12N13.2	0
RP11-12N13.1	0
LINC01326	0
RP11-450H5.4	0
RN7SKP298	0
PSAT1P4	0
RP11-450H5.3	0
CBX1P5	0
RP11-12K11.2	0
RP11-12K11.1	0
RP11-440K22.1	0.113743
ZBBX	1.64249
LINC01327	0
SERPINI2	0.757517
WDR49	0.838285
HMGN1P8	0.671416
SERPINI1	4.36856
LRRC77P	0.0491322
RP11-298O21.3	0
MEMO1P3	0
RP11-603B13.1	0
HMGN2P26	0
EGFEM1P	0.387324
RP11-637O11.2	0
RNU2-20P	0
MIR551B	0
RPSAP33	0
RPL21P43	0
LINC02082	0.467277
RP11-368I23.3	0.353125
RP11-368I23.4	0.0675018
LINC01997	0
RP11-641D5.2	0.122314
RP11-641D5.1	4.00372
RP11-3K16.2	0.0821353
RP11-3K16.1	0
RNU6-637P	0
TERC	0
ACTRT3	1.4723
RP11-816J6.3	0.114428
RP11-362K14.5	0.796519
LRRC34	2.14916
RP11-362K14.7	0.408739
RP11-362K14.6	2.83063
LRRIQ4	0.0878779
LRRC31	0.141175
KRT18P43	0
SAMD7	0
RP11-379K17.2	0
RP11-379K17.4	0.03181
SEC62-AS1	1.17632
RNU4-38P	0
RP11-379K17.9	0
RNU6-315P	0
Y_RNA	0
RP11-543D10.2	0
RP11-469J4.3	0.392384
MIR6828	0
SLC7A14	0.0200169
KRT8P13	0.0510437
RP11-373E16.1	0
RP11-373E16.3	0
RP11-373E16.4	0
EIF5A2	2.66401
KLF7P1	0
RNU1-70P	0
SLC2A2	0
MIR569	0
Y_RNA	0
RP11-185E8.2	0.862484
RP11-185E8.1	0.190217
RNU6-348P	0
RP11-263C16.2	0
PLD1	3.76575
TMEM212	0.323549
TMEM212-AS1	0
TMEM212-IT1	0
RPS27AP8	0.0952914
RN7SL141P	0
RP11-423E7.2	0.962587
BZW1P1	0
GHSR	0
AC007919.18	0.485261
LINC02068	0.0556914
SLC31A1P1	0.465432
AC007919.19	0
RNU6-547P	0
SNORA72	0
RNU4-4P	0
ATP5G1P4	0.907619
RP11-816B4.1	0
SPATA16	0
RP11-324C10.1	0
NLGN1	0.24573
RP11-521A24.1	0
NLGN1-AS1	0
RN7SKP234	0
RP11-393N4.1	0
RP11-393N4.2	0.233285
NAALADL2	0.89647
RN7SKP40	0
EEF1B2P8	0
NAALADL2-AS3	0
NAALADL2-AS2	0
MIR4789	0
RNU6-1233P	0
RNU4-91P	0
RP11-744O11.2	0
UBE2V1P2	0.184686
RNU6-1317P	0
NAALADL2-AS1	0
RP11-809F4.3	0
ACTG1P23	0.0623584
EI24P1	0
RP11-809F4.4	0
RP11-78E6.1	0
MIR7977	0
LINC01208	0
RP11-644C3.1	0
RNA5SP147	0
LINC01209	0
MTND5P15	0
TBL1XR1-AS1	0.194126
Y_RNA	0
RNU6-681P	0
LINC00501	0.016483
ASS1P7	0
RP11-706D8.3	0
LINC00578	1.35795
RN7SKP52	0
RP11-114M1.2	0
SNORA18	0
RP11-114M1.1	0.545798
RP11-114M1.3	0.0876749
LINC02015	0.0981966
RP11-2L8.1	0.0753949
RP11-2L8.2	0
RNU6-1120P	0
RP11-33A14.1	0.201415
KCNMB2	0.479288
LINC01014	0
RNA5SP148	0
RP11-33A14.3	0
KCNMB2-AS1	0.0563283
Y_RNA	0
RP11-360P21.2	0
SNORA25	0
KCNMB3	1.10974
LRRFIP1P1	1.77585
RP11-255C15.3	0.27872
RP11-145M9.5	0.509409
RP11-145M9.2	0
MTHFD2P7	0
RP11-15L13.4	0.805593
RP11-145M9.6	0.537449
snoU13	0
RP11-473P24.2	0
PEX5L	0.260717
RP11-494H4.3	0.615346
PEX5L-AS1	0
PEX5L-AS2	0
RNA5SP149	0
RP11-657G5.2	0
GAPDHP36	0
RP11-420J11.1	0
LINC02053	0
U8	0
RP11-496B10.3	0
RNU6-486P	0
RP11-496B10.1	0
CCDC39	3.57976
CCDC39-AS1	0
RN7SL229P	0
RP11-259P15.4	0.378261
RP11-259P15.3	0
FLYWCH1P1	0
RP11-259P15.1	0
SOX2-OT	0.0549017
RP11-262M14.2	0
RNU6-4P	0
FAUP2	0
RP11-275H4.1	0
RPL7AP25	0
RP11-4B14.3	0
SOX2	0.63625
RN7SL703P	0
RNA5SP150	0
RP11-252O18.2	0
RP11-252O18.3	0
LINC01206	0
RN7SKP265	0
RP11-416O18.2	0
RP11-338L18.1	0
LINC01994	0
EIF4EP3	0
LINC01995	0
RPL7L1P8	0
LINC02031	0
RP11-646E18.3	0
RP11-646E18.4	0
RP11-225N10.1	0
RP11-225N10.3	0.474893
RP11-531F16.3	0.0771313
MCCC1-AS1	4.42417
MCF2L2	0.509561
RNA5SP151	0
LINC00888	4.72072
SNORA63	0
SNORA81	0.522446
SNORA63	0.651983
SNORA4	0
RP11-393B14.2	0
KLHL6-AS1	0.095263
RP11-14I2.2	0.0427232
YEATS2-AS1	2.72021
MAP6D1	1.86324
RPSAP31	0
MIR4448	0
CYP2AB1P	0
ABCC5-AS1	0.0619395
EEF1A1P8	0.271334
HTR3D	0
HTR3C	2.80729
RP11-778D9.9	0
Y_RNA	0
HTR3E-AS1	0
HTR3E	0.0147965
HSP90AA5P	0.0562911
RP11-778D9.13	0.227235
RP11-778D9.12	0.277703
RP11-778D9.4	2.79448
VWA5B2	0.392287
MIR1224	0
ECE2	1.24159
CAMK2N2	0.195995
SNORD66	0
CLCN2	2.72215
THPO	1.30859
LINC02054	0.0649159
RP11-433C9.3	0
LINC01839	0
LINC01840	0
RP11-329B9.4	1.57019
RP11-329B9.3	1.19638
RP11-329B9.5	0.628303
LINC02069	0
C3orf70	2.11835
EHHADH-AS1	0
EHHADH	3.13269
EIF2S2P2	0
MIR5588	0
RP11-537I16.2	0.446745
IGF2BP2-AS1	0.0355264
MIR548AQ	0
NMRAL2P	1.45247
Metazoa_SRP	0
ETV5-AS1	0.620763
LINC02020	0
LINC02052	0
LINC02051	0
RP11-573D15.8	0.285002
RP11-134F2.7	2.85222
AHSG	0.0645742
Metazoa_SRP	0
FETUB	0
HRG	0.0404568
RP11-795A2.2	0
RP11-795A2.3	0
KNG1	0.0373729
PSMD10P2	0
RNU6-1105P	0
GPS2P2	0
RP11-573D15.9	1.50781
SNORD2	0
MIR1248	0
SNORA81	0
RP11-573D15.3	0
LINC02043	0.0674284
RP11-573D15.1	0.152257
ADIPOQ	0.11935
ADIPOQ-AS1	0
RPS20P14	3.37025
RP11-42D20.1	0
RP11-208N14.4	0
RTP1	0
MASP1	3.84812
RP11-208N14.5	0.748144
RP11-560F18.1	0
snoU13	0
LINC02041	0.176719
SST	0.126616
RTP2	0
RP11-211G3.3	1.61253
RP11-30O15.1	0.0450686
RP11-44H4.1	0
LINC01991	0
RP11-132N15.1	0
RP11-132N15.2	0
RP11-430L16.1	0
LPP-AS2	1.69157
FLJ42393	0.0842915
LPP-AS1	0
MIR28	0
TPRG1-AS1	0.68998
TPRG1	2.44585
RP11-297K7.1	0.316169
TPRG1-AS2	0
TP63	0.610725
RP11-600G3.1	0
MIR944	0
MTAPP2	0.0775683
P3H2-AS1	0.348204
RNU6-1109P	0
NMNAT1P3	0
CLDN16	0.168054
TMEM207	0
GCNT1P3	0.327611
RN7SKP296	1.67458
LINC02013	0
CCT6P4	0
RP11-332P22.2	0
GMNC	0
OSTN	0.108532
OSTN-AS1	0
UTS2B	0.242935
PYDC2	0
RP11-197K6.1	0
Y_RNA	0
RP11-655G22.2	0
RP11-655G22.1	0
RN7SKP222	0
FGF12	0.675659
FGF12-AS1	0
FGF12-AS2	0
FGF12-AS3	0
snoU13	0
RNU1-20P	0
RP11-143P4.2	0
VEZF1P1	0
HRASLS	0.273925
ATP13A5	0.557077
ATP13A5-AS1	0
ATP13A4-AS1	2.20462
RP11-175P19.2	0.145645
OPA1-AS1	0.148838
Y_RNA	0
RN7SL447P	0
RP11-528A4.3	0
LINC02038	0.0756967
LINC02026	0.206102
RP11-699L21.2	0
DPPA2P3	0
LINC02028	0.0250651
RP11-407B7.3	0
RP11-135A1.3	0
RP11-135A1.2	0.716014
RN7SL215P	0
LINC02036	0.140149
LINC02037	0
LINC02048	0
LINC00887	0.0303783
CPN2	0.0222867
LRRC15	0.756736
GP5	0.24788
RP11-384A12.1	0
LINC00884	0.699871
AC108676.1	0.117004
RNU6-1101P	0
RPL23AP93	0
AC046143.3	3.59661
RP11-534C12.1	1.03918
AC106706.1	0
LINC01968	0
AC090505.5	0
LINC01972	0
AC090505.1	0
XXYLT1-AS1	0
MIR3137	0
RN7SL36P	0
XXYLT1-AS2	0.952214
RNU6-25P	0
ACAP2-IT1	1.61709
AC069213.4	0
Y_RNA	0
RNU6ATAC24P	0.896631
AC091633.3	0.164703
RN7SL73P	0
AC091633.2	0.104979
AC090018.1	0
MUC20P1	2.19329
RP11-141C7.5	0
RP11-141C7.3	0.515066
AC069513.4	0.201145
MIR570	2.7713
MUC4	2.26112
LINC01983	0
KIF3AP1	0
MIR6829	0
TNK2-AS1	0.412276
AC124944.3	0.146283
RP11-352G9.1	0.251708
RNU2-11P	0.235327
AC024937.6	1.69106
RP11-480A16.1	2.3153
AC024937.4	0.156212
AC024937.2	0.373402
RNU7-18P	0
LINC00885	0.285643
ZDHHC19	1.62808
Y_RNA	0
SLC51A	2.43108
AC069257.8	0.451834
AC069257.6	0.647041
TM4SF19-AS1	0.946608
TM4SF19	1.87307
RNU6-910P	0
RNU6-1279P	0
RN7SL434P	0
RN7SL738P	0.360332
AC083822.2	0
UBXN7-AS1	0
AC117490.2	0
CTD-2002J20.1	0.472298
SMCO1	0.0428823
AC092933.4	0
RPS29P3	0.208302
FBXO45	4.63825
LINC01063	0.398901
CEP19	3.28907
RNU6-646P	0
RNU4-89P	0.230167
RNU6-42P	0
AC127904.2	0.596092
NCBP2-AS1	1.05336
RPSAP69	0.116597
MELTF	2.59474
MIR4797	0
DLG1-AS1	0.0739157
AC128709.3	0.204895
AC128709.4	0.0527542
AC128709.2	0.216321
LINC02012	0.185971
BDH1	3.27951
AC132008.1	2.29511
RP11-496H1.1	2.05379
RP11-496H1.2	0.828748
AC024560.2	0.137568
RP11-803P9.1	0.964045
AC055764.1	0.125417
AC144530.1	1.0384
RNU6-858P	0
LMLN	4.36707
RNU6-621P	0
LMLN-AS1	0
ANKRD18DP	0.053093
RNU6-821P	0
FRG2FP	0
TUBB8P8	0
FAM166AP10	0
FAM157A	1.40017
RNU6-860P	0
CICP6	0
SEPT14P3	0
BNIP3P41	0
Z95704.3	0
ZNF718	3.4861
CH17-262A2.1	1.66769
RP11-1365D11.1	0.541068
ZNF876P	1.43296
RP11-478C6.6	1.89091
RP11-478C6.5	0.180819
ZNF732	0.397594
RP11-478C6.1	0.173126
RP11-478C6.2	0.307957
RP11-478C6.4	0.63579
MIR571	0
RP11-2H3.7	0.313991
ZNF519P4	0
RP11-2H3.6	0.623618
ABCA11P	3.12855
RP11-1263C18.1	0
RP11-1263C18.2	0
PDE6B	2.96466
RP11-1191J2.2	0.34943
RP11-1191J2.5	3.89323
RP11-1191J2.4	0.0820999
RP11-440L14.4	1.75215
RP11-440L14.1	3.66382
AC139887.4	0.607015
RP11-440L14.3	0
SLC26A1	2.80573
RP11-460I19.2	0
RNF212	2.13713
RP11-20I20.1	0.277639
RP11-20I20.2	0.0608265
TMED11P	0.0615997
SNORA48	0
AC092535.3	0.186269
AC078852.1	0.277294
AC078852.2	0.18934
NKX1-1	0
RP13-1016M1.2	4.02788
RP11-1398P2.1	4.20365
FAM53A	0.864334
Y_RNA	0
SCARNA22	0.37282
MIR943	0
NAT8L	0.192909
POLN	0.862851
RP11-317B7.2	0.0536397
RP11-317B7.3	0
COX6B1P5	0.610322
RP11-478C1.7	0
RN7SL589P	0.286487
RP11-478C1.8	0.0628733
CFAP99	0.531259
RP11-503N18.4	1.07441
RP11-503N18.5	0.419191
WI2-89927D4.1	0
Y_RNA	0
GRK4	2.66978
RNU6-204P	0
HTT-AS	0
MSANTD1	0.42177
RP11-357G3.2	0.256327
RP11-357G3.1	0
HGFAC	0.727233
DOK7	2.81247
RP11-529E10.6	3.12353
RP11-529E10.7	0
LINC00955	0
RP3-368B9.2	0
LINC02171	0
AC141928.1	1.0675
OR7E163P	0
OR7E162P	0
RP11-718M20.5	0
AC226119.4	0.353165
ALG1L7P	0
FAM86EP	1.29423
ENPP7P9	0
RP11-489M13.1	0.0736831
RP11-489M13.3	0
RP11-489M13.2	0
OR4D12P	0
UNC93B4	0
OR7E99P	0
OR7E43P	0
OTOP1	0
RP11-265O12.1	0
NSG1	0.736305
STX18-IT1	0
RPS7P15	0
STX18-AS1	0.49193
RP11-326I19.2	0.265175
LINC01396	0
LDHAP1	0
RN7SKP113	0
CYTL1	3.32039
STK32B	1.36333
Y_RNA	0
RN7SKP275	0.107377
LINC01587	0.0540355
EVC2	3.69468
C4orf50	0.0456977
MIR378D1	0
JAKMIP1	1.03224
RP11-586D19.1	0.0244079
RP11-586D19.2	0
PPP2R2C	0.13039
RP11-539L10.3	3.07089
RP11-539L10.2	1.07236
RP11-539L10.4	0.0550967
RP11-539L10.5	0.0582766
AC097382.5	0.425692
RN7SKP292	0.352743
RP11-367J11.2	0.155807
CCDC96	1.6853
RP11-367J11.3	0.32235
RN7SKP36	0
SORCS2	2.77561
MIR4798	0
PSAPL1	0.147278
MIR4274	0
AFAP1-AS1	0.231465
AC097381.1	0.0869225
MIR95	0
RP11-338K13.1	0.0889148
RP11-1258F18.1	0
GMPSP1	0.238354
RP11-774O3.2	0
RP11-774O3.1	0
RNA5SP152	0
TRMT44	4.89533
RP11-689P11.3	0.081558
RP11-689P11.2	2.44497
GPR78	0.017991
CPZ	1.15637
RP11-1338A24.1	0
HMX1	0
RP13-582L3.4	0
RP11-747H12.1	0
UNC93B8	0
RP11-747H12.3	0
RP11-747H12.4	0
RP11-747H12.7	0
RP11-747H12.5	0.0126766
SNRPCP16	0
ENPP7P10	0.314199
FAM86KP	0
ALG1L14P	0
FAM90A26	0
USP17L10	0
USP17L11	0
USP17L12	0
USP17L13	0
USP17L14P	0
USP17L15	0
USP17L16P	0
USP17L17	0
USP17L18	0
USP17L19	0
USP17L20	0
USP17L21	0
USP17L22	0
USP17L23	0
USP17L24	0
USP17L25	0
USP17L26	0
USP17L5	0
USP17L27	0
USP17L28	0
USP17L29	0
USP17L9P	0
USP17L30	0
USP17L6P	0
RP11-1396O13.13	0
RP11-1396O13.14	0
RNA5SP153	0
RP11-1396O13.15	0
DEFB131	0
OR7E86P	0
OR7E85P	0
UNC93B7	0
OR7E83P	0
RP11-1396O13.22	0
RP11-1396O13.1	0.302305
