Name	Brain - Nucleus accumbens (basal ganglia)
RP11-353K11.1	1.24876
ANKRD23	3.62164
FAM178B	1.13349
Metazoa_SRP	0
RNA5SP101	0
RP11-219H23.1	0
RP11-219H23.2	0
AC079395.1	0
TRIM43CP	0
AC018892.8	0
AC018892.3	0
IGKV2OR2-1	0
IGKV2OR2-2	0
IGKV1OR2-3	0
GPAT2P2	0.187331
RP11-499E14.1	0.177326
RN7SL313P	0.181363
ANKRD36	1.78399
RP11-734K23.9	0.0571576
AC159540.3	0
IGKV1OR2-9	0
IGKV2OR2-10	0
IGKV2OR2-7D	0
IGKV3OR2-5	0
IGKV1OR2-6	0
IGKV2OR2-7	0
IGKV2OR2-8	0
IGKV1OR2-11	0
AC159540.1	0.621833
AC159540.2	0
ANKRD36B	0.520426
AC159540.14	0
UBTFL6	0.241753
LINC01125	0.94769
RNU4-8P	0
ZAP70	0.624515
HMGN1P36	0
RNU7-96P	0
VWA3B	0.218093
ATP5BP1	0
AC092675.3	0.0275467
CNGA3	0.0728793
AC092675.4	0
YWHAQP5	0.0141995
AC109826.1	0.333813
RNU4-84P	0
RNU7-46P	0
TSGA10	1.40577
AC019097.7	0.469523
C2orf15	1.80293
LIPT1	3.76501
LYG2	0.28691
LYG1	1.67604
RP11-111H13.1	0.590535
RP11-527J8.1	1.41862
AFF3	2.8371
AC092667.2	0.389594
LINC01104	0
RP11-292K15.2	0
RP11-292K15.1	0
AC012493.1	0
NMS	0
AC068538.2	0
HMGN2P22	0
LINC01849	0.263844
NANOGNBP1	0
LINC01868	0
AC092168.4	0
AC092168.2	0.0600604
AC016738.3	0.0314382
AC016738.4	1.08594
TBC1D8	3.45191
BBIP1P1	0
TBC1D8-AS1	0.312966
SNORD89	2.82156
MIR5696	0
AC092570.1	0
RFX8	0.421295
LINC01870	0
AC092570.3	0
AC092570.4	0
LINC01127	0.0691948
IL1R2	0.189409
IL1R1	1.71012
AC007271.3	0
IL1RL2	0.800051
FAM183DP	0
IL1RL1	0.581297
IL18R1	0.513244
SDR42E1P5	0
IL18RAP	0.164762
MIR4772	0
AC007278.2	0
AC007278.3	0.0361851
SLC9A4	0
SLC9A2	0.727146
MFSD9	1.17269
TMEM182	0.58815
LINC01796	0
LINC01935	0
AC108051.2	0
AC073987.1	0
AC073987.2	0
AC092568.1	0
AC018880.1	0
AC018880.2	0
AC013727.1	0
AC013727.2	0
LINC01965	0.013212
DAOA-AS1_2	0
AC096554.1	0
AHCYP3	0.0382164
AC068535.2	1.15891
LINC01831	0.0909202
LINC01102	1.5092
LINC01103	0.0466751
AC013402.4	0
AC013402.3	0
AC013402.5	0.101005
RPL23AP27	0
AC068057.1	2.03182
CTD-2015C24.1	1.70473
SNORA72	0
LINC01114	1.79117
HMGB3P11	0
RP11-13J10.1	4.02972
AC018730.4	0
LINC01159	0.503286
AC010884.1	2.64279
UTAT33	0
LINC01918	0.548495
GPR45	0.874285
RP11-332H14.1	1.53558
AC012360.4	0.419689
RP11-332H14.2	2.4252
FHL2	1.21838
AC012360.6	0.0401899
AC009505.2	0
AC009505.4	0
C2orf40	4.81756
AC018878.3	0
RP11-707E21.1	0
AC092106.2	0
AC092106.1	0
AC114755.2	0
AC114755.4	0
AC114755.3	0
AC114755.5	0
AC114755.7	0
PLGLA	0
RGPD3	0.136712
AC108868.3	0
CD8BP	1.03146
AC108868.5	0
AC108868.6	0.0547004
EEF1A1P12	0.370433
ST6GAL2	2.05673
ST6GAL2-IT1	0.0678131
AC016994.2	0
PPP1R2P5	0
AC005040.3	0
LINC01789	0
AC096669.1	0
LINC01885	0
LINC01886	0
GACAT1	0
RGPD4-AS1	0
RGPD4	0.0149235
AC009963.3	0
AC009963.4	0
AC009963.5	0
AC009963.6	0
SLC5A7	0.535954
LINC01593	0
ACTP1	0
LINC01594	0
SETD6P1	0
SULT1C3	0
WASF1P1	0
SULT1C2	0.0948517
SULT1C2P2	0
SULT1C2P1	0
GMCL1P2	0
SMIM12P1	0
GCC2-AS1	0.286792
LIMS1	3.7471
LIMS1-AS1	0
AC010095.6	0
RPL10P5	0
CCDC138	0.831155
AC073415.2	0.117841
EDAR	0.056142
Metazoa_SRP	0
SH3RF3-AS1	0.442845
SH3RF3	2.7325
MIR4265	0
SNRPGP9	0
MIR4266	0
RP11-537E18.1	0
AC011753.5	0
SOWAHC	1.88113
AC011753.6	0
BMS1P19	0
AC109815.2	0
RPL22P11	0
RP11-506F3.1	0.564
RGPD5	0.00661785
LIMS3	0
AC013271.3	0
GPAA1P1	0
ZBTB45P1	0
LINC01123	4.84008
AC013268.3	0
AC013268.4	0
RP11-1223D19.4	0
RP11-1223D19.5	0
MIR4267	0
MALL	0.0762143
MIR4436B1	0
NPHP1	3.29166
AC092664.1	0
RP11-1223D19.1	0
RP11-1223D19.2	0
MIR4436B2	0
RP11-1223D19.6	0
AC112229.6	0
AC112229.1	0.0261817
LINC01106	3.99568
ZBTB45P2	0
GPAA1P2	0.04652
RP13-1039J1.2	0
LIMS4	0
RP13-1039J1.3	0
AC108938.3	0
RGPD6	0.00361993
AC123886.2	0.136669
AC114776.1	0
BUB1	0.217908
AC114776.3	0
ACOXL	0.0211564
RPL5P9	0.0465987
ACOXL-AS1	0.0404638
BCL2L11	1.27179
AC108463.1	0.0749695
MIR4435-2HG	0.759513
AC108463.2	0.106568
RP11-181E10.3	0.0602153
AC068491.2	0
RP11-803D5.4	0
RPS14P4	0
MIR4435-2	0
RP11-803D5.1	0.0222283
AC068491.3	0
RP11-68E19.2	0
AC017002.1	0
AC017002.2	0
RP11-68E19.1	0
AC017002.4	0
AC093166.1	0
AC093166.2	0
AC093166.3	0
ANAPC1	2.27048
MIR4771-2	0
AC093166.4	0
EEF1E1P1	0.211781
RN7SL297P	0
AC104651.2	0
AC104651.3	0
TMEM87B	4.14083
FBLN7	0.314715
RP11-399B17.1	0.211364
ZC3H6	3.25032
NDUFB4P6	0
AC115115.4	0
RGPD8	0.426731
RP11-606M12.1	0
POLR1B	2.79025
Y_RNA	0.287684
CHCHD5	4.48224
AC012442.6	0.28496
AC012442.5	2.9797
AC079922.2	0.233154
AC079922.3	3.3747
NT5DC4	0.0243707
CKAP2L	0.0400178
IL1A	0.147562
IL1B	0.446866
RP11-67L14.1	0
XIAPP3	0
IL37	0
CDK8P2	0
IL36G	0
HMGN2P23	0
AC016724.6	0
IL36A	0
IL36B	0
IL36RN	0
IL1F10	0
RNU6-1180P	0
IL1RN	0.125853
PSD4	2.01009
AC016683.5	0
PAX8-AS1	1.57912
PAX8	0.533848
IGKV1OR2-108	0
AC016745.3	0.093987
RP11-480C16.1	0.033501
FOXD4L1	0.3128
LINC01961	0
PGM5P4-AS1	0.0253529
PGM5P4	0.507179
FAM138B	0.0850839
MIR1302-3	0.187311
DDX11L2	0.771893
RP11-395L14.18	1.25028
RPL23AP7	1.87345
RP11-395L14.17	0.0251228
RP11-395L14.13	0.039755
AC017074.1	0
AC017074.2	0.101051
RNU6-744P	0
SLC35F5	4.77648
MIR4782	0
AC024704.2	1.37952
AC104653.1	1.6024
RP11-141B14.1	0.122176
RP11-141B14.2	0
LINC01191	0.0447016
AC110769.3	0
U3	0
AC010982.2	0
SEPHS1P7	0
RNU2-41P	0
DPP10	3.37042
DPP10-AS3	0
DPP10-AS2	0
DPP10-AS1	2.0268
RPSAP23	0
RP11-338I24.1	0
AC062016.1	0
MTCYBP39	0
AC062016.3	0
MTND1P28	0
MTND2P21	0
MTCO1P43	0
RNU7-190P	0
AC092170.1	0
AC009312.1	0
AC009404.2	0.801298
HTR5BP	0.0283496
AC009303.3	0
AC009303.1	0
RP11-98C1.2	0
AC009303.2	1.3637
RN7SL111P	0
AC093901.1	0.0561315
LINC01956	0
EN1	0.0148148
MARCO	0.240282
RP11-77A13.1	0
RN7SL468P	0
STEAP3	0.845827
STEAP3-AS1	0.192767
TMEM37	0.311424
SCTR	0.030783
AC013275.2	0.0209207
CFAP221	1.49819
AC069154.4	0
PTPN4	3.06287
AC016691.2	0
Y_RNA	0
MTATP6P26	0.338585
MTCO3P43	0.179091
MTND3P10	0.0674397
MTND4LP14	0
MTND4P26	0.0932015
MTND5P28	0.0795108
AC012363.4	0
AC012363.13	0
INHBB	4.31575
LINC01101	0
AC073257.2	0
AC073257.1	0
Y_RNA	0
AC018866.1	0
GLI2	1.32953
RP11-297J22.1	0.413395
Y_RNA	0
AC067960.1	0
AC079988.3	0
TFCP2L1	0.510702
AC013399.3	0
RP11-204L24.2	0.270718
RNU4ATAC	0.723571
Y_RNA	0
RPL12P15	0
RP11-416H1.2	0.0770184
NPM1P32	0
RP11-416H1.1	0
LINC01823	0
AC062020.2	0
LINC01826	0
AC073409.1	0
AC092646.1	0
AC092646.2	0
RP11-329A6.1	0
RN7SKP102	0
AC079154.1	0.150721
CNTNAP5	0.38706
MTND5P22	0
RP11-56O18.1	0
RNA5SP102	0
RNU6-259P	0
LINC01889	0
AC097499.2	0
LINC01941	0
AC023347.1	0
AC023347.2	0
YWHAZP2	0.110004
GYPC	3.12016
AC013474.4	0
RNU6-675P	0
AC114783.1	0
RNU7-182P	0
RP11-521O16.1	1.86949
RP11-521O16.2	0.708652
NIFKP9	0
CYP27C1	0.0959644
AC110926.4	0
MAP3K2	4.94218
RNU6-1147P	0
AC068282.3	1.80915
PROC	0.616952
MIR4783	0
AC010976.2	0.412996
RNU4-48P	0
MYO7B	0.354083
RP11-286H15.1	1.90065
RNY4P7	0
Y_RNA	0
RP5-935K16.2	0.0394
Metazoa_SRP	0
RP11-395A13.2	4.6497
AC012306.2	0
AC108059.1	0
Y_RNA	0
AC108059.4	0
AC108059.2	0
DYNLT3P2	0.137036
AC017079.3	0
AC017079.4	0.108273
Y_RNA	0
RNA5SP103	0
ISCA1P6	0
AC012451.1	0
AC068483.1	0
LINC01854	0
AC019050.1	0
AC079776.1	0.09299
PLAC9P1	0.994296
LINC01856	0.325353
AC079776.4	0
RAB6C-AS1	1.6919
RAB6C	1.18821
FAR2P1	0.223348
AC079776.6	0
AC018865.5	0.052526
ARHGAP42P2	0.0117382
KLF2P1	0.0829977
CYP4F27P	0
POTEF	0.00770578
AC018865.11	0
AC018804.3	0
RNU6-1049P	0
MED15P9	0
CCDC74B	3.75319
TUBA3E	0.0522184
AC018804.6	0.200881
RHOQP3	0.0345821
NOC2LP1	0.387071
AC134915.1	0
MED15P5	0.129011
MTND1P29	0
MTND2P22	0
MTCO1P7	0
MTCO2P7	0
MTATP6P7	0
MTCO3P7	0
RP11-803A13.2	0
RP11-803A13.3	0
MTND4P27	0
MTND5P29	0
MTND6P8	0
MTCYBP8	0
AC068137.13	0
RP11-803A13.1	0
AC132479.4	0
FAR2P2	3.69625
KLF2P2	0.166776
CYP4F62P	0.0112084
POTEI	0.00661272
RNU6-473P	0
AC013269.3	0
Metazoa_SRP	0
CFC1B	0
AC013269.4	0
AC013269.5	0
TISP43	0
AC140481.4	0
CFC1	1.0201
Metazoa_SRP	0
POTEJ	0.0328223
RNU6-848P	0
CYP4F30P	0
FAR2P3	0.547937
KLF2P3	0
GPR148	0.0865948
AC140481.8	0.113141
AMER3	3.85999
CYCSP8	1.15879
AC133785.1	0.396255
NEK2P4	0
AC009477.7	0
NF1P8	0
MED15P8	0
POTEE	0.0290441
RNU6-127P	0
FAR2P4	0
KLF2P4	0
ARHGAP42P1	0
AC073869.2	0.43445
WTH3DI	0.721789
RP11-109E12.5	0
MTCYBP10	0
MTND6P10	0
MTND5P23	0
MTND4P21	0
RP11-109E12.7	0
RP11-109E12.6	0
MTCO3P18	0
MTATP6P4	0
MTCO2P18	0
MTCO1P18	0
MTND2P18	0
MTND1P26	0
MED15P3	0
RP11-109E12.4	0
LINC01120	0
GNAQP1	0.0884707
NOC2LP2	0.0279492
RHOQP2	0.0969375
RP11-109E12.1	0.51672
TUBA3D	0.471055
MIR4784	0
MED15P4	0
POTEKP	0.0120014
RNU6-617P	0
RP11-433A19.2	0
LINC01087	0
GRAMD4P8	0
C2orf27A	1.74134
AC093724.2	0.554087
C2orf27B	0.0298116
RP11-788A1.1	3.13675
AC103564.7	0.395934
AC103564.6	0.0539236
AJ239322.3	0
AJ239322.1	1.88835
LINC01945	1.5493
AC093787.1	0.985802
RP11-629P16.1	0.0601578
AC098826.4	0
AC098826.5	1.70731
ANKRD30BL	1.34332
RNA5-8SP5	0
MIR663B	0
CDC27P1	0
AC097532.2	0
ZNF806	0.0651618
RP11-725P16.2	0.176454
FAM201B	0.668694
RNU6-175P	0
GPR39	0.499834
YBX1P7	0
RN7SKP103	0
AC010974.3	0
NCKAP5	0.982763
AC016909.2	0
AC016909.1	0
RP11-575M22.1	0
AC010890.1	0.229731
RNU6-579P	0
RN7SKP154	0
NCKAP5-IT1	0
AC011243.1	0
RN7SKP93	0
MIR3679	0
RNA5SP104	0
EDDM3CP	0
CCNT2-AS1	0.692179
VDAC2P4	0
AC110620.1	0
ACMSD	0
MIR5590	0
MAP3K19	0.146417
SNORA40	0
ZRANB3	0.949399
AC064850.4	0.0555385
RNU6-512P	0
MIR128-1	0
LCT	0.00852898
Y_RNA	0
AC011893.3	0
AC011999.1	0
DARS-AS1	0.134753
AC068492.1	0.148715
CXCR4	4.72116
HNRNPKP2	0.111216
RP11-1193F23.1	0
UBBP1	0.115289
RN7SKP141	0
SMC4P1	0
THSD7B	0.235392
RNA5SP105	0
Y_RNA	0
LINC01832	0
AC097523.1	0.0321159
YWHAEP5	0.14221
AC097523.3	0
AC097721.1	0
AC097721.2	0.0476722
AC114763.1	0
SPOPL	4.08395
AC092620.2	0
RP11-231E19.1	0
AC092620.3	0.0864307
NXPH2	0.300685
RN7SKP286	0
YY1P2	0
AHCYP4	0
AC062021.1	1.53339
AC016710.1	0
SNORA72	0
MRPS18BP2	0
AC012497.2	0
AC078851.1	0
RN7SL283P	0
LINC01853	0
MTCO1P44	0
MTND2P19	0
MTND1P27	0
LRP1B	3.22968
uc_338	0
MIR7157	0
AC117947.1	0
AC010740.1	0
Y_RNA	0
RNU6-904P	0
AC068287.1	0
AC078882.1	0
UBE2V1P14	0
AC013444.1	0
KYNU	0.063005
RP11-470B22.1	0
ARHGAP15	0.230856
MTCYBP11	0
MTND6P11	0
MTND5P24	0
MTND4P22	0
MTND4LP12	0
MTND3P9	0
MTCO3P5	0
RP11-190J23.2	0
MTCO2P5	0
RP11-190J23.1	0
AC096558.1	0
RP11-570L15.2	0
RP11-570L15.1	0
AC079584.3	0
AC092652.1	0.0608635
RP11-434H14.1	0
CTD-2252P21.1	0
AC079584.2	0
Y_RNA	0
AC016910.1	0.0880985
GTDC1	3.76475
RP11-107E5.4	0
RP11-107E5.3	0.02712
ZEB2-AS1	0.260391
LINC01412	0
TEX41	0.0100796
AC023128.1	0
VIS1	0
AC023128.2	0
LINC01966	0
AC064865.1	0
RPL6P5	0
AC092484.1	0
AC079163.1	0
AC079248.1	0
RP11-24J11.1	0
AC062031.1	0
RNU7-2P	0
RPL17P12	0
AC093084.1	0
PABPC1P2	0
RP11-638D14.1	0
LINC01911	0
AC062032.1	0
RNU6-692P	0
Y_RNA	0
RNU6-715P	0
RNA5SP106	0
AC009480.4	0
ACVR2A	3.17882
RNU6-1275P	0
AC009480.3	0
MBD5	1.33396
RP11-567F11.1	0.138168
RP11-567F11.2	0.0694037
SNORA48	0
AC019070.1	0
RPS29P8	0
RNU2-9P	0
UBBP3	0
AC105402.4	0.0164373
AC105402.2	0.0823765
AC105402.3	0.0454484
LYPD6B	0.129752
TXNP5	0
FAM8A3P	0
LYPD6	2.32211
AC007394.3	0
AC144449.1	0.743873
RNU6-601P	0
LINC01931	0.0166219
LINC01818	0
LINC01817	0
LINC01920	0
AC104777.3	0
AC104777.1	0
AC104777.4	0
AC023469.2	0
AC023469.1	0
AC018731.3	0
FABP5P10	0
RBM43	2.15313
NMI	2.78902
TNFAIP6	1.07643
RN7SL124P	0
RIF1	3.88221
NEB	0.43267
AC079790.2	0
RPL30P2	0
Y_RNA	0
AC012066.1	0.430973
RP11-17G11.1	0
AC009969.1	0
UBQLN4P2	0
ATP5F1P4	0
AC011901.2	0
AC079150.2	0
LINC01850	0
RPL23AP29	0
AC012501.3	0
AC012501.2	0
SNORD56	0
RPRM	4.76251
DNAJA1P2	0
PHBP4	0.144438
AC009227.2	0.0468419
AC009227.3	0
RNA5SP107	0
AC061961.2	0.0701127
KCNJ3	0.914544
CBX3P6	0
AC092625.1	0
RNU6-1001P	0
MTCO1P45	0
MTND2P20	0
ATP5A1P2	0.0493899
MTND4P28	0
MTND5P30	0
MTND6P9	0
MTCYBP9	0
RNU6-546P	0
LINC01876	0.0111331
AC073551.1	0
RP11-605B16.1	0
NR4A2	1.5916
LINC01958	0
RPLP0P7	0
CDK7P1	0
GALNT5	0.00753481
RN7SKP281	0
FAM133DP	0.0750979
CYTIP	0.491041
ACVR1C	4.87491
AC019186.1	0.538964
UPP2	2.48234
RP11-546J1.1	2.43953
RNU6-436P	0
RP11-1152H14.1	1.03841
AC005539.2	0
RNU6-932P	0
PTP4A1P1	0.25525
UPP2-IT1	0.523513
CCDC148-AS1	0
CCDC148	0.923497
HNRNPDLP2	0
RN7SL393P	0
AC005042.2	0.033946
PKP4-AS1	0.315178
AC005042.5	0
AC005042.3	0
DAPL1	0.995818
OR7E89P	0
OR7E28P	0.122889
OR7E90P	0
RNU2-21P	0
TANC1	3.95112
BTF3L4P2	0.1633
RNU6-580P	0
GSTM3P2	0
MIR6888	0
BAZ2B	4.19591
AC008277.1	0.0149956
RP11-311B14.1	0
Y_RNA	0
AC009506.1	3.60803
AC009961.3	0.0974709
AC009961.2	0.0245075
CD302	4.35241
LY75	0.376149
AC009961.5	0
PLA2R1	0.248223
ITGB6	0.0443415
RP11-20F18.1	0
RN7SL423P	0
AC009313.2	0
AC009313.1	0
AC009299.2	0.023905
LINC01806	0
AC009299.4	0
AC009299.5	0.941558
RNA5SP108	0
TBR1	0.0461545
AC009487.4	0
AC009487.5	0
RP11-334E15.1	0
AC009487.6	0.0555105
snoU13	0
AC062022.1	0
KRT18P46	0
RPEP5	0
DPP4	0.0552416
AC008063.2	0
TIMM8AP1	0
EIF3EP2	0
AC008063.3	0
GCG	0
AC007750.5	0.0159923
FAP	0.360462
IFIH1	1.96252
KCNH7	0.0767517
RNA5SP109	0
AC007740.1	0
RPL7P61	0
RNU6-627P	0
FIGN	1.22004
AC092684.1	0
PRPS1P1	0
CYP2C56P	0
GRB14	0.955341
RP11-452N17.1	0.445094
COBLL1	1.77956
AC019181.3	0.25611
SNORA70F	0
AC013463.2	0.117846
RNA5SP110	0
RNA5SP111	0.368885
SLC38A11	2.27408
MAPRE1P3	0
GALNT3	0.584548
AC009495.2	0.0410469
AC009495.4	0
AC009495.3	0.0554023
TTC21B	4.46701
TTC21B-AS1	0.00994472
AC010127.3	0.0341064
SCN1A	4.64918
Y_RNA	0
RN7SKP152	0
SCN9A	1.99219
SCN7A	0.5036
RP11-646I19.1	0
XIRP2	0.024456
AC092601.1	0
XIRP2-AS1	0
AC074363.1	0.146138
RNU7-148P	0
CTAGE14P	0
AC016723.4	0.0347271
AC067940.1	0
RN7SL813P	0
CERS6	4.26228
MIR4774	0
RNU6-766P	0
CERS6-AS1	0.0474952
NOSTRIN	2.38421
SPC25	0.255717
G6PC2	0.0266435
ABCB11	0.0121207
DHRS9	0.589732
AC007556.3	0
UBE2V1P6	0
LRP2	0.366114
KLHL41	2.27446
AC093899.3	0.150284
CCDC173	1.87322
AC016772.4	0
PHOSPHO2	1.50561
SNORA51	0
PTCHD3P2	0.0527751
AC009967.3	0.134867
AC092641.2	0.171341
RNU6-1006P	0
MYO3B	0.0536411
AC012594.1	0
HMGB1P4	0
AC007277.3	0.172201
uc_338	0
LINC01124	0.103141
SP5	0.308026
AC007405.4	0.37085
EIF2S2P4	0.200031
Y_RNA	0
ERICH2	4.51101
AC007405.8	0.870897
METTL8	3.44324
AC008065.1	0
DCAF17	4.31018
DAP3P2	0.0544098
AC007969.4	0
RPL21P38	0
RNU6-182P	0
METAP1D	3.06604
DLX1	2.29084
DLX2	0.634557
DLX2-AS1	0
AC104088.1	0.0950907
RP11-227L6.1	0.222356
AC078883.4	0
AC078883.3	0.246446
AC093818.1	0.581346
PDK1	0.940736
Y_RNA	0
AC018712.2	0.632927
RAPGEF4-AS1	0.916254
snoU13	0
ALDH7A1P2	0
MAP3K20	3.46975
MAP3K20-AS1	0.0309899
RP11-1O7.1	0
AC092573.2	0
CDCA7	0.70553
AC073465.1	0
AC073465.2	0
AC073465.3	0
AC013410.1	0
AC013410.2	0
RP11-796E10.1	0
RPL5P7	0
AC106900.6	0
RP11-394I13.2	0.300067
RP11-394I13.3	0.0686781
LINC01960	0
RPSAP24	0
RP11-451F14.1	0
RN7SL65P	0
Y_RNA	0
AC013467.1	0
HNRNPA1P39	0
LINC01305	0.755555
RP11-572N21.1	0.0915145
AC010894.3	1.42781
AC010894.4	0
RP11-483E17.1	0
AC018890.6	0.190647
RNU6-5P	0
WIPF1	3.72561
AC010894.5	0
H3F3AP4	4.7107
CHRNA1	0.0861984
RNU6-763P	0
RNU6-1290P	0
RP11-6C10.1	0
uc_338	0
MIR933	0
AC096649.2	0
AC096649.3	0
EXTL2P1	0
AC016751.3	0
AC016751.2	0
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	0
HOXD-AS2	0
HOXD9	0
HOXD8	0
HOXD3	0.0285151
MIR10B	0
HOXD4	0
RP11-387A1.5	0
HAGLR	0.64077
HAGLROS	0.202538
HOXD1	0.136408
RP11-387A1.6	0
AC016739.2	4.76896
RPSAP25	0
AC073069.2	0.256643
AC017048.1	0
AC017048.2	0
MIR1246	0
RP11-324L17.1	0.919391
LINC01116	0.679522
LINC01117	0.201578
RNU6ATAC14P	0
AC092162.1	0.0250468
FUCA1P1	0.0475333
AC092162.2	0.0164254
RP11-632P5.1	2.2547
AC073636.1	0
RNU6-187P	0
AC079305.11	0.208122
RNA5SP112	0
AC079305.8	0
AC079305.5	0
Y_RNA	0
KRT8P40	0
DNAJC19P5	0.579622
MIR3128	0
AC079305.10	0.243705
AC074286.1	0.569865
RP11-337N6.2	0.196427
RP11-337N6.1	0
MIR6512	0
RP11-337N6.3	1.22006
AC019080.1	0
snoU13	0
AGPS	4.11442
TTC30B	1.71081
AC073834.3	0
TTC30A	2.01744
PDE11A	0.299144
AC012499.1	0
AC011998.1	0
API5P2	0
AC011998.2	0
RNU6-629P	0
CYCTP	0
AC011998.4	0
RBM45	3.72226
RNU5E-9P	0
OSBPL6	4.10685
AC009948.5	2.6742
DFNB59	4.16135
AC009948.7	0.950881
FKBP7	1.04955
PLEKHA3	3.63276
TTN-AS1	0.693034
TTN	0.207545
RP11-65L3.4	0
RP11-65L3.2	0.0651564
RP11-65L3.3	0
RP11-171I2.5	0
RP11-171I2.2	0.0876121
RP11-171I2.4	0
RP11-171I2.3	0.204759
RP11-171I2.1	0.0992336
CCDC141	0.0959891
RNU7-104P	0
RPS6P2	0
AC093911.1	0
AC068042.1	0
ZNF385B	1.51985
AC092642.1	0
MIR1258	0
SNORA43	0
RP11-512G4.1	0
AC009478.1	0
SCHLAP1	0
RP11-739A13.1	0
FTH1P20	2.16702
AC104076.2	0
AC104076.3	0.190805
AC068196.1	0.0978924
LINC01934	0
MIR4437	0
AC020595.1	0
ITGA4	0.144727
CERKL	0.188676
NEUROD1	0.0258734
AC013733.3	0
AC013733.4	0
SAP18P2	0
RNU6ATAC19P	0
RP11-366L5.1	0.0854575
PPP1R1C	0.185191
KRT18P29	0
RNA5SP113	0
PDE1A	1.40732
RN7SL267P	0
Y_RNA	0
RNU6-1122P	0
Y_RNA	0
SNORA77	0
KRT8P10	0
DUSP19	2.5655
AC064871.3	0
NUP35	4.22767
RP11-438L19.1	1.42913
LIN28AP1	0
CACYBPP2	0.840421
AC093639.1	0
MIR548AE1	0
RP11-363K21.1	1.87397
ZNF804A	3.94245
RPL23AP33	0
AC080125.1	0
U8	0
AC007966.1	0.386132
FSIP2	0.0970108
FSIP2-AS1	0.429356
RPL21P32	0
LINC01473	0.537382
AC104058.1	0
RPL23AP35	0
RP11-410E4.1	0.109407
MED28P3	0.0361592
DPRXP1	0
AC017101.10	0
ZSWIM2	0.177672
AC018735.1	0
RN7SKP42	0
AC007319.1	0.09626
RNU6-989P	0
CALCRL	1.79497
GAPDHP59	0
TFPI	0.800669
LINC01090	0.0360096
ST13P2	0
AC104131.1	0.102325
RNA5SP114	0
GULP1	1.55636
MIR561	0
AC079613.1	0
DIRC1	0
COL3A1	0.757836
MIR3606	0
COL5A2	1.64235
AC133106.2	0
MIR3129	0
KRT18P19	0
AC013439.4	0
RP11-88L20.1	0
ANKAR	0.58203
OSGEPL1	4.27161
RP11-455J20.3	1.9389
OSGEPL1-AS1	1.06434
PMS1	4.25863
C2orf88	2.695
AC019178.3	0
HNRNPCP2	1.95956
AC019178.2	0
MSTN	0.695114
RP11-647K16.1	0.320618
NEMP2	0.868087
AC093388.3	1.75603
RN7SKP179	0
RP11-284E5.1	0.265456
AC006460.2	0
AC005540.3	0
AC067945.3	0
AC067945.2	0
AC067945.4	0.280092
RNU6-959P	0
RP11-317J9.1	0.0643711
HMGB1P27	0
AC092614.2	0.101409
MYO1B	4.87193
RNU6-1045P	0
NABP1	0.399964
uc_338	0
AC098872.3	0
DNAJB1P1	0
AC098617.1	0.00459272
AC013401.1	0
AC013401.2	0
PCGEM1	0
RPS17P8	0
AC092638.1	0
AC092638.2	0
AC074290.1	0
RP11-764E7.1	0
AC068135.1	0
GLULP6	0
HNRNPA1P47	0
LINC01821	0
AC106883.1	0
Metazoa_SRP	0
SNORD59	0
LINC01790	0
AC010983.1	0
AC064834.1	0
RP11-762E8.1	0
RNU6-169P	0
LINC01825	0
LINC01827	0
AHCYP5	0
RNU6-915P	0
DNAH7	1.94078
E2F3P2	0.0404189
AC114760.1	0
STK17B	1.76051
RP11-347P5.1	0
HECW2	2.66022
AC020571.3	0
RN7SL820P	0
RP11-369J9.1	0
CCDC150	0.158227
SCARNA16	0
GTF3C3	4.44958
C2orf66	0.494079
RP11-84A12.1	0.325678
ANKRD44	1.52461
HNRNPA3P15	0
AC017035.2	0
AC013264.2	0
ANKRD44-IT1	0
ATP5G2P3	0
AC010746.3	0
NPM1P46	0.03461
SNORA4	0
RNU6-1029P	0
AC020550.7	0
AC011997.1	0
MARS2	1.98169
BOLL	0
AC109589.1	0
LINC01923	0
AC019330.1	0
AC018717.1	0
AC018717.2	0
RNU7-147P	0
SATB2	0.60495
RP11-486F17.1	0
SATB2-AS1	0.00577841
LINC01877	0.233498
SEPHS1P6	3.36295
FTCDNL1	1.72302
AC073043.1	0.0189723
AC108032.1	0
RN7SL717P	0
TYW5	3.74674
RNY4P34	0
SGO2	0.493549
AOX1	0.349718
AOX3P	0.0395537
LINC01792	1.17052
AOX2P	0
RNU1-133P	0
AC007163.6	0
RNU6-31P	0
BICD1P1	0
RNA5SP115	0
Y_RNA	0
RNU6-312P	1.20521
RNU6-762P	0
ORC2	4.91411
AC005037.3	0
HNRNPA1P35	0.131087
RPL23AP30	0
RNU6-1206P	0
Metazoa_SRP	0
RP11-13J8.1	0
RPL17P10	0
IMPDH1P10	0
CFLAR-AS1	0.13847
RNU7-45P	0
AC007283.4	0.182242
CASP10	1.19354
MTND5P25	0
MTND4P23	0.0205171
MTND4LP13	0
CASP8	0.67548
ALS2CR12	1.12274
AC007256.5	0.0263585
Y_RNA	0
ALS2CR11	0.112078
MTCO2P16	0.106217
MTATP6P16	0.119387
MTCO3P16	0
MTND3P16	0
MTND4LP16	0
MTND4P29	0.0170486
MTND5P31	0
MPP4	0.254364
RNU6-651P	0
AC007279.2	0
CDK15	0.0368145
Y_RNA	0
