Name	Kidney - Cortex
LSM3P4	0
RP11-223C24.2	0
RP11-223C24.1	0
RP11-284M14.1	0.378406
RP11-54P19.1	0
USP38	4.02979
RP11-364L4.3	0
Y_RNA	0
GAB1	3.4153
MIR3139	0
RP11-364L4.1	0.470115
RPSAP36	0.377624
RP11-58H15.3	0
SMARCA5-AS1	0
GUSBP5	0.440423
FREM3	0.0160582
RP13-578N3.3	0.156198
RP11-780M14.1	0
GYPE	0.397205
RP11-673E1.3	0.867312
RP11-673E1.1	0.185691
RP11-673E1.4	0.0337265
GYPB	0.0376867
GYPA	0.345581
RP11-361D14.2	0
KRT18P51	0
HHIP-AS1	1.46783
HHIP	0.292268
HSPD1P5	0.0229612
RP13-539F13.3	0
RP13-539F13.2	0
ANAPC10	3.81884
RN7SKP235	0
Y_RNA	0
RPS23P4	0
RP11-142A22.4	0
RTN3P1	0.058673
RP11-142A22.3	0.0198548
NMNAT1P4	0
SMAD1	2.79248
SMAD1-AS2	0
SMAD1-AS1	0
RP11-557J10.5	0
MMAA	2.29224
NCOA4P3	0
RP11-557J10.4	0.133346
C4orf51	0.0463803
ZNF827	4.10125
RP11-181K12.1	0.048412
RP11-181K12.2	0
Y_RNA	0
RP11-203B7.2	0
RP11-203B7.1	0
LINC01095	0
LSM6	3.85374
RP11-6L6.4	0.608565
RP11-6L6.2	0.734782
RP11-6L6.6	0
RP11-6L6.7	0
SLC10A7	1.33618
MIR7849	0
RNU1-44P	0
POU4F2	0
TTC29	0.118527
RP11-292D4.2	0
RP11-292D4.1	0
RP11-292D4.3	0
RP11-292D4.4	0
MIR548G	0
RP11-364M6.1	0
PRMT5P1	0
EDNRA	2.69036
RP11-752L20.3	0.153695
GTF2F2P1	0.0532585
RP11-752L20.5	0.0148809
RP11-425A23.1	0.0388788
RNA5SP165	0
MIR4799	0
RN7SL254P	0
RP11-315D13.1	0
RP11-76G10.1	0
ASS1P8	0
RNA5SP166	0
RP11-503L19.1	0
ATP5LP4	0
RP11-360A10.1	0
CTB-191D16.1	0
RNU7-197P	0
RP11-563M4.1	0.070637
RP11-342A1.1	0
RP11-24I21.1	0.0158995
RP11-526A4.1	0
RP11-707F2.1	0
AKIRIN2P1	0
RNA5SP167	0
RNU6-1230P	0
RP11-423J7.1	0
DCLK2	3.29434
RNU7-194P	0
RP11-174F8.1	0
RP11-1336O20.2	0.0167294
MAB21L2	0.0325804
ZBTB8OSP1	0
RNA5SP168	0
AK4P6	0
SNORD73B	0
SNORD73A	0
RP11-372K14.2	0.745157
RP11-731D1.1	0
PRSS48	0
RP11-731D1.3	0
RNU6-1282P	0
RP11-731D1.4	0.0772528
RP11-610P16.1	0.141356
FAM160A1	0.874781
RN7SKP35	0
RP11-164P12.4	0.305005
RP11-164P12.3	0.543659
RP11-424M21.1	0
RP11-503L23.1	0
RP11-73G16.3	0
RP11-73G16.2	0
RP11-73G16.1	0
RNA5SP169	0
RP11-18H21.1	0.0490834
RP11-18H21.2	0
RP11-18H21.3	0.302531
RN7SL446P	0
RP11-461L13.4	0
RP11-461L13.5	0
RP11-461L13.3	0.132543
FBXW7	3.3479
FBXW7-AS1	0
MIR3140	0
DKFZP434I0714	3.09215
RP11-555K12.1	0.0618501
RP11-555K12.2	0
TMEM154	0.186482
RP11-768B22.2	0
TIGD4	0.342934
RP11-529H22.1	0
FAM192BP	0.331939
FHDC1	1.41369
RP11-285C1.2	0
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.207521
MND1	0.255663
RN7SL419P	0
KIAA0922	2.44055
RP11-153M7.3	0.195426
WDR45P1	0.0623565
TLR2	3.93851
RNF175	0.107786
RP11-153M7.5	0
SFRP2	0.622885
RP11-290O12.2	0.0605305
DCHS2	0.0566542
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGA	1.74498
FGG	0.774262
LRAT	0.145199
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0.0163684
RNU2-66P	0
RNU2-44P	0
AC097467.2	0
RP11-92A5.2	0.0303846
NPY2R	0.0158547
RP11-27G13.1	0
MAP9	2.49376
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0
GUCY1A3	3.63738
ASIC5	0
TDO2	0.13731
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
PDGFC	4.87935
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
GLRB	0.748792
RNU6-582P	0
GRIA2	0.0584951
RP11-392C20.1	0
RP11-364P22.1	0
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0.0761357
FAM198B	3.22685
RP11-597D13.9	0.257256
NUDT19P5	0
TMEM144	0.763511
RP11-597D13.7	0.091749
RXFP1	1.03801
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
C4orf46	1.52046
U3	0.528356
RNU6-128P	0
C4orf45	0.0307137
SNORD39	0
RP11-815N9.2	0.178104
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0.0274501
RPS14P7	0
RP11-234O6.2	0
FSTL5	0.0131678
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.0437276
NAF1	3.13022
RP11-719L21.1	0
NPY5R	1.00656
RPL35AP12	0
TKTL2	0.0166414
MARCH1	0.908702
RP11-218F10.3	1.42615
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0277552
ANP32C	0
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0
RNU6-668P	0
APELA	0.0249653
TRIM60P14	0
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0
NACA3P	0.514257
RP11-366M4.8	0
TRIM61	0.0957529
FAM218A	0.733405
RP11-366M4.11	0.227264
RP11-366M4.12	0
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0.072501
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0
TRIM75P	0
TMEM192	4.27527
RNU4-87P	0
GK3P	0.0377457
MIR578	0
HADHAP1	0.0938949
SCGB1D5P	0
NOL8P1	0
RP11-511B7.1	0
LINC01179	0.011523
TLL1	0.717535
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
SPOCK3	0.0501731
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
RN7SKP188	0
RP11-521F1.1	0
RP11-310I9.1	0
ANXA10	0.0116484
DDX60	3.52338
DDX60L	1.49213
SNORA51	0
BTF3L4P4	0
RP11-610J23.1	0
RNU6-1336P	0
RPL9P16	0
RP11-635L1.3	0.135458
RP11-635L1.2	1.02929
RNU6-853P	0
RNY4P17	0
RP11-483A20.3	0
RPL6P12	0
RP11-327O17.2	0
NEK1	2.77862
PTGES3P3	0.653194
RP11-205M3.1	0
RP11-205M3.3	0.909865
RP11-6E9.5	0
RP11-6E9.4	0
AADAT	3.27601
APOBEC3AP1	0
RP11-654F3.1	0
LINC01612	2.29775
RP11-789C1.2	0.695803
RP11-796L2.1	0
HSP90AA6P	0.0319748
RP11-322J23.1	0
RP11-213L8.1	0
RNU6ATAC13P	0
RP11-344G13.1	0
RP11-344G13.2	0
RP11-384D10.1	0
MIR6082	0
RP11-717H13.1	0
RP11-97E7.1	0
LINC02174	0
GALNTL6	0.0273972
RP11-485C11.1	0
RP11-10K16.1	0.418663
RN7SL253P	0
GALNT7	3.88868
MIR548T	0
RP11-798M19.3	0
RP11-798M19.6	0.686201
SAP30	4.13575
SCRG1	0.0843652
RPL5P11	0.0365948
RNU6-1096P	0
RP11-489G11.3	0.00768959
HAND2	0.100873
HAND2-AS1	0.0321211
RP11-475B2.1	0
MORF4	0.0397104
RANP6	0
RP11-161D15.2	0
RP11-161D15.1	0
RP11-161D15.3	0
RP11-148L24.1	0.0113912
RP11-248N22.1	0
RP11-248N22.2	0
CEP44	3.15377
RP11-51M24.1	0
MIR4276	0
RP11-440I14.2	0.0593954
RP11-440I14.3	0.101072
RP11-440I14.4	0
GLRA3	0.00667306
ADAM29	0.0093389
RP13-577H12.3	0
RP13-577H12.2	0
RP11-391J13.1	0
RP11-287F9.1	0
RP11-287F9.2	0
RP11-598D14.1	0
TSEN2P1	0
ADAM20P2	0
GPM6A	0.789782
RP11-806K15.1	0
RP11-598O12.1	0
MARK2P4	0
WDR17	0.832896
SNORA51	0
SPATA4	0.392296
ASB5	0.13439
RP11-87F15.2	0.269481
RP11-313E19.1	0
RP11-313E19.2	0
VEGFC	3.45621
RP11-624A4.1	0
RP11-765K14.1	0
RN7SKP136	0
RP11-487E13.1	0
NEIL3	0.0188199
RP11-376O6.2	0
RP11-130F10.1	0.258019
RNA5SP172	0
RP11-140M13.1	0
LINC01098	0
LINC01099	0.136233
RNU1-45P	0
RP11-84H6.1	0
RNA5SP173	0
SNORD65	0
RP11-296L20.1	0
RP11-404J23.1	0
RP11-774G5.1	0
NDUFB5P1	0
RP11-460H9.1	0
LINC00290	0
RP11-665C14.1	0
RP11-665C14.2	0
RP11-433O3.1	0.147373
RP11-540E16.2	0
RN7SKP13	0
AC108142.1	0.253009
CCNHP1	0
TENM3	0.622293
RP11-402C9.1	0
MIR1305	0
RNU2-34P	0
RN7SKP67	0
RP11-18D7.3	0
RP11-18D7.2	0
RP11-188P17.2	0.300022
RP11-335L23.2	0
FAM92A1P2	0
RP11-335L23.4	0.0797226
RP11-335L23.5	0.455469
WWC2-AS2	0.562294
WWC2-AS1	0
CLDN24	0.07313
RP11-451F20.1	0
RP11-692E14.1	0
VTI1BP2	0.0516515
RP11-367N14.2	0.150593
RP11-367N14.3	0.49248
RNU6-479P	0
RNU6-335P	0
RNU6-1053P	0.240026
RP11-499F19.3	0.175391
STOX2	1.58674
RP11-739P1.2	0.0530731
RP11-739P1.3	0.117874
RP11-616K6.1	0.0840972
ENPP6	4.07158
RP11-162O12.1	0
RN7SL28P	0
MYL12BP2	0
RP11-290F5.2	0.0843663
RP11-290F5.1	0.108565
SNORD79	0
RP11-326I11.5	1.20865
RP11-326I11.3	2.30393
RP11-326I11.4	0.13328
RP11-326I11.1	0
RP11-242J7.1	0.151065
PRIMPOL	3.67335
CENPU	0.786278
SLED1	1.31963
RP11-701P16.2	0.0579255
MIR3945HG	0.0368937
MIR3945	0
LINC01093	0.0904389
RP11-701P16.3	0
MIR4455	0
RP11-517M22.1	0.0825477
RP11-386B13.4	1.82284
HELT	0.338533
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	1.35438
RP11-714G18.1	0.935268
Y_RNA	0
C4orf47	2.06326
CCDC110	0.471883
RP11-279O9.4	0.650891
PDLIM3	3.3145
RP11-301L8.2	0.484401
RP11-626E13.1	0.0682886
Y_RNA	0
RP11-45I20.1	0
RNU4-64P	0
TLR3	1.66605
SNORA31	0
RPSAP70	4.67915
ORAOV1P1	1.55616
FLJ38576	0.458318
KLKB1	4.57369
F11	2.41622
F11-AS1	0.413899
SLC25A5P6	0
RNU6-1055P	0
MTNR1A	0.306181
RP11-11N5.1	0
RP11-11N5.3	0
MRPS36P2	0
RP11-217E13.1	0
RP11-696F12.1	0.0430359
RP11-308K2.1	0
RP11-138B4.1	0.00785289
RP11-91J3.2	0
RP11-91J3.3	0
RP11-91J3.1	0
RP11-237D3.1	0
RP11-565A3.2	0
RP11-565A3.1	0
ADAM20P3	0
RP11-713C19.2	0
ZFP42	0.0290353
TRIML2	0
RP11-713C19.1	0
RNU6-173P	0
TRIML1	0
RP11-366H4.3	0
RP11-366H4.1	0
RP11-219G10.1	0.0124621
ICE2P1	0
LINC01060	0.405232
RP11-756P10.1	0
RP11-756P10.7	0
RNU7-192P	0
RP11-756P10.3	0.299609
RP11-756P10.6	3.49964
RP11-756P10.4	0
RP11-756P10.5	0
RP11-756P10.2	0
RP11-818C3.1	0
RP11-706F1.1	0
RP11-706F1.2	0
HSP90AA4P	0.0177211
LINC01262	0
RP11-462G22.2	0
RNU1-51P	0
AF146191.4	0.16294
LINC01596	0
MLLT10P2	0
AF146191.8	0
TUBB7P	0.0507908
RNA5SP174	0
RNA5SP175	0
DUX4L9	0
FRG2	0
RARRES2P4	0
AGGF1P1	0.0253926
CLUHP4	0
DBET	0
DUX4L8	0
DUX4L7	0
DUX4L6	0
DUX4L5	0
DUX4L4	0
DUX4L1	0
DUX4L3	0
DUX4L2	0
DUX4	0
RPL23AP84	0
RP11-811I15.1	0
PLEKHG4B	0.0966982
Y_RNA	0
LRRC14B	0.0643386
CTD-2083E4.7	0.124951
CCDC127	2.03167
CTD-2083E4.6	0.508998
CTD-2083E4.5	0.153376
AHRR	0.529191
CTD-2228K2.2	0
CTD-2228K2.1	0
EXOC3-AS1	3.71885
RP11-310P5.2	0.188763
MIR4456	0
RP11-310P5.1	0
CEP72	1.08222
TPPP	4.26813
CTD-2589H19.6	0.689833
ZDHHC11B	4.02997
BRD9P2	0.472939
ZDHHC11	2.38192
SPCS2P3	0
TRIP13	0.954065
RP11-661C8.2	0
RP11-661C8.3	0
RP11-43F13.3	0.730927
RP11-43F13.4	0.335162
MIR4635	0
SLC6A18	0.599974
TERT	0
MIR4457	0
LINC01511	0
MTCO2P32	0
RP11-325I22.3	0.0610624
SLC6A3	0.100611
MIR6075	0
CTD-2245E15.3	0.895029
CTD-2012J19.3	0.32496
CTD-2012J19.2	0.435357
RP11-43F13.1	4.99135
CTD-2012J19.1	0.182719
MIR4277	0
CTD-2587M23.1	0
CTD-2194D22.1	0
LINC02116	0
CTD-2194D22.5	0
IRX4	0.0153896
CTD-2194D22.3	0
CTD-2194D22.4	0
RP11-259O2.1	0.0638719
RP11-259O2.2	0
RP11-259O2.3	0
Y_RNA	0
RP11-24P24.1	0
LSINCT5	0.0174265
RP11-129I19.2	0.25291
IRX2	4.06782
C5orf38	1.87346
RP11-692C23.1	0
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0
LINC01019	0
LINC02162	0
LINC01017	0
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0.0337801
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0.312129
CTD-2247C11.4	0
LINC02121	0.674955
RN7SKP73	0
CTD-2297D10.2	4.28161
ADAMTS16	2.86341
CTD-2297D10.1	0.224489
ALG3P1	0
MTCO1P30	0
MTCO2P30	0
MTCO1P31	0
CTC-471C19.1	0.0894063
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	0.49483
UBE2QL1	2.9347
CTD-2195M18.2	0
LINC01018	0.271615
SRD5A1	3.11984
LINC02102	0.12043
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
ADCY2	0.136088
RP11-711G10.1	0
C5orf49	2.40043
FASTKD3	4.76668
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0
RP11-480D4.5	0
RP11-480D4.2	0.222043
RP11-480D4.6	0.417592
MIR4458HG	3.60377
RP11-480D4.4	0
RP11-480D4.7	0.313362
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0
RP11-315A16.4	0
LINC02199	0
RP11-143A12.1	0
CTD-2215L10.1	0
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0
CTD-2201E9.2	0
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.423695
CTD-2256P15.1	0.0817621
CTD-2256P15.4	0.89086
CTD-2256P15.5	0.39503
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0
CTD-2256P15.2	1.83912
ROPN1L-AS1	0
ROPN1L	0.498138
MIR6131	0
LINC01513	0.0698445
RPL30P7	0.222597
RP11-1C1.6	2.9581
LINC02212	2.11941
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B-AS1	0
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0
CTD-2154B17.1	0
CTNND2	0.06582
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0
DNAH5	0.512945
CTB-51A17.1	0.00993933
FAM105A	1.16185
CTD-2165H16.3	0
CCT6P2	0.0156461
EEF1A1P13	1.85123
CTD-2165H16.4	0.579375
OTULIN	3.7583
RBBP4P1	0.10883
MIR4637	0
CTB-40H15.4	0.260471
UQCRBP3	0
HNRNPKP5	0
SEPHS2P1	0
U8	0
RP1-251I12.1	0.0633075
LINC02149	0.22113
MARK2P5	0.0798754
CTD-2313D3.1	0
FBXL7	3.14655
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0.0448324
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0
RP1-167G20.2	0
RP11-260E18.1	0.413436
CTC-461F20.1	0.280975
Y_RNA	0
RNA5SP179	0
RPS26P28	0
RNU6-660P	0
CTD-2228A4.1	0
Y_RNA	0
AC091878.1	0.0123009
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	1.09973
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0
RPL36AP21	0
SNORD81	0
RN7SL58P	0
LINC02100	0
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0.00657842
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0.00965863
GUSBP1	1.16201
RP11-823P9.3	0.0301226
RP11-823P9.4	0
RP11-360I2.1	0.142981
RP11-804N13.1	0
CDH12	0.0515649
HSPD1P1	0.223554
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
CTD-2234B20.1	0
CTD-2272G21.3	0
Y_RNA	0
CTD-2272G21.2	0
CTD-2272G21.1	0
PRDM9	0
CTD-2351A8.1	0
RP11-197O8.1	0
C5orf17	0.0589461
SNORA40	0
CTD-2138O14.1	0
Y_RNA	0
CTD-2015B23.2	0.0640915
CTD-2074D8.1	0
Metazoa_SRP	0
CDH10	0.0720157
RP11-116O11.1	0
RP11-116O11.2	0
RP11-12P19.2	0
BTG4P1	0
SNORD29	0
RP11-730N24.1	0
RP11-730N24.2	0
Y_RNA	0
RP11-549K20.1	0
LINC02211	0
RP11-192H6.2	0
RP11-184E9.2	0
RP11-184E9.3	0
CTD-2306M5.1	0
RP11-184E9.4	0
RNU6-374P	0
CTD-2026A21.1	0
MSNP1	0.0481715
RNU4-43P	0
RP11-351N6.1	0
CTD-2533K21.3	0
CTD-2533K21.2	0
CTD-2533K21.1	0
CTD-2533K21.4	0
CCNB3P1	0
CDH9	0.863728
RNU6-738P	0
CTD-3007L5.1	0
LINC01021	0.0943227
RP11-560A7.1	0
LINC02103	0
RNU6-909P	0
CTD-2134P3.1	0
CTD-2134P3.2	0
CTD-2269E23.3	0
LSP1P3	0
CTD-2269E23.2	0
CTD-2269E23.4	0
SUCLG2P4	0
SNORA18	0
RP11-42L13.2	0
RP11-42L13.3	0
LINC02109	0
LINC02064	0
CTD-2345H1.1	0
UBL5P1	0
CTD-2011G17.1	0
CTD-2057J6.2	0
CTD-2057J6.1	0
RN7SKP207	0
CTD-2351A16.1	0
HPRT1P2	0
RP11-136H13.2	0
RPL19P11	0
CTD-2127O16.2	0
RP11-152K4.2	0
DUX4L51	0.317895
Y_RNA	0
CTD-2008E3.1	0.304572
RNU6-363P	0
PDZD2	2.04923
RP11-5N11.2	0
RP11-5N11.1	0
RP11-5N11.3	0
RP11-5N11.4	0
RP11-5N11.5	0
RP11-5N11.6	0
RP11-5N11.7	0
RNU6-358P	0
CTD-2290C23.1	0.0949763
RNU6-760P	0
CTD-2290C23.2	0
RPL5P14	0.0314886
TPT1P5	0.0955912
CTD-2206G10.2	0
MIR4279	0
CTD-2152M20.2	0.65521
Y_RNA	0
CTD-2186M15.3	4.73669
CTD-2186M15.1	0
RNU6-1079P	0
RNU6-378P	0
MIR579	0
CTD-2290P7.1	0
LINC02061	0.545108
CTD-2218G20.1	0.0980615
CTD-2066L21.3	0
LINC02120	0
CTD-2066L21.1	0
CTD-2066L21.2	0
CTD-2017D15.1	0
RP11-36C20.1	2.39077
LINC02160	0
CTD-2203K17.1	1.18984
CTD-2233C11.3	0
CTD-2233C11.2	0
ADAMTS12	0.394997
RNU6-923P	0
RXFP3	0
SLC45A2	0.240042
RP11-1084J3.1	0
RP11-1084J3.3	0.191663
C1QTNF3	3.16264
RP11-1250I15.2	0
RP11-1250I15.1	0
RP11-1250I15.3	0
RP11-1023L17.1	0.440252
RP11-1023L17.2	0.0707728
RP11-1325J9.1	0
CTD-2024P10.2	0.298015
CTD-2024P10.1	0
CTD-2517O10.6	2.1656
TTC23L	0.252459
CTD-2517O10.5	0
RPL21P54	0
RAD1	4.30389
PRLR	2.31715
CTD-2046J7.1	0
U3	0
SPEF2	2.17538
RNU7-130P	0
CTD-2113L7.1	0
IL7R	0.963102
RP11-79C6.2	0
RP11-79C6.1	0
CAPSL	0.32271
RP11-79C6.3	0
UGT3A2	0.668665
CTD-2197M16.1	0
LMBRD2	1.96614
MIR580	0
SKP2	2.306
RNU6-1305P	0
NADK2-AS1	0.198238
RANBP3L	2.58953
RNA5SP181	0
CTD-2282P23.1	0
SLC1A3	0.698231
CTD-2282P23.2	0
CTD-2353F22.1	0.0411613
CTD-2353F22.2	0.0305751
CTD-2653M23.3	0.151679
KRT18P31	0.10519
RPS4XP6	0.213402
C5orf42	2.6614
C8orf59P2	0
OFD1P17	0.0545437
RN7SL37P	0
CTD-2124B8.2	1.77433
NUP155	2.19203
RNU7-75P	0
RP11-648M2.1	0
KCTD9P5	0
RNU6-1190P	0
RNU6-484P	0
GDNF-AS1	0.623641
GDNF	0.445301
LINC02117	0
CTD-2194L12.3	0
LINC02110	0.152808
CTD-2130F23.1	0
LINC02107	0
LINC02119	0
CTD-2007F2.1	0
EGFLAM	1.88075
EGFLAM-AS4	0
EGFLAM-AS3	0
EGFLAM-AS2	0
EGFLAM-AS1	0
CTD-2108O9.4	0
CTD-2263F21.1	0.147617
LIFR-AS1	0.878676
CTD-2196P11.2	0.0510074
OSMR-AS1	0.418717
RP11-122C5.2	0
RP11-122C5.3	0.26534
RICTOR	4.40793
AIG1P1	0
FYB	2.10597
GOLGA5P1	0
C9	0.621379
LINC02104	0.473238
CCDC11P1	0
INTS6P1	0
GCSHP1	0
LINC00603	0
KRT18P56	0
LINC00604	0
RNU1-150P	0
RP11-386E5.1	0
TTC33	1.84826
SNORA63	0
SNORA57	0
SNORD72	0
CARD6	2.59077
RNU7-161P	0
RP11-301A5.2	0
MROH2B	0.0129163
C6	2.19691
PLCXD3	2.92611
CTD-2122P11.1	0
OXCT1-AS1	0.295933
CTD-2062O1.1	0
FBXO4	2.97246
RPSAP38	0
Y_RNA	0
MTHFD2P6	0
RP11-112L7.1	0
GHR	3.48531
SERBP1P6	0.0669125
CTD-2265D6.2	0.0138128
RP11-116B13.1	0.130494
CCDC152	1.19266
CTD-2325A15.5	4.45965
CTD-2325A15.3	0.0996992
PRELID3BP4	0
PRELID3BP5	0
PRELID3BP6	0
PRELID3BP7	0
CTD-2201E18.5	0.527548
CTD-2201E18.3	0.63392
CTD-2035E11.3	0
CTD-2035E11.4	0.415025
ANXA2R	0.904497
AC025171.1	0.758518
CTD-2035E11.5	0.764098
ZNF131	4.16437
RP11-447H19.4	0
NIM1K	0.218177
RP11-447H19.3	0
RP11-447H19.2	0
RP11-447H19.1	0
CTD-2636A23.2	0.402008
RP11-159F24.2	0
CCL28	1.12004
TMEM267	3.58971
RP11-159F24.3	0.344644
C5orf34	0.633587
EEF1A1P19	0.862405
RP11-159F24.6	0.354771
RP11-159F24.5	0.194336
NNT-AS1	4.00208
CTD-2210P15.3	0.13719
AMD1P3	0.11336
RPL29P12	0.162544
RP11-8L21.1	0
RNU6-381P	0
FGF10	0.117887
FGF10-AS1	0
RP11-473L15.3	0
RP11-503D12.1	0
RN7SL383P	0
RP11-53O19.1	0.571436
RP11-53O19.2	0
RP11-357F12.1	0
HCN1	0.00334346
RP11-484L7.1	0
RP11-484L7.2	0
CTD-2013M15.1	0
EMB	1.68622
RP11-269M20.2	0
RP11-269M20.1	0
RP11-269M20.3	0.12412
PARP8	2.73507
RP11-317O24.1	0
RP11-317O24.3	0
RP11-317O24.2	0
CTD-2089N3.1	0
LINC02106	0
CTD-2089N3.3	0
RNU6-480P	0
CTD-2054H24.1	0
RNU6-1296P	0
CTD-2312P21.1	0
CTD-2314G24.2	0
ISL1	0
HMGB1P47	0
CTD-2335O3.2	0
CTD-2335O3.3	0
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0
B3GNTL1P1	0
CTD-2207L17.1	0.481592
CTD-2175A23.1	0.193912
CTD-2366F13.2	0.982646
CTD-2366F13.1	1.24442
RP11-94D20.1	0
RP11-289K10.1	0
FST	1.22887
LINC02105	0
ASS1P9	0.0412289
CTD-2081C10.7	2.12609
