Name	Minor Salivary Gland
LINC01396	0
LDHAP1	0
RN7SKP113	0
CYTL1	4.76459
STK32B	1.26196
Y_RNA	0
RN7SKP275	0.143437
LINC01587	0.38602
EVC2	4.0954
CRMP1	4.6879
C4orf50	0.00909663
MIR378D1	0
JAKMIP1	0.23479
RP11-586D19.1	0.0956276
RP11-586D19.2	0.0325083
PPP2R2C	0.378131
RP11-539L10.3	4.19882
RP11-539L10.2	0.630859
RP11-539L10.4	0.0564477
RP11-539L10.5	0.0759597
AC097382.5	0.152942
RN7SKP292	0.157685
RP11-367J11.2	0.118447
CCDC96	1.48569
RP11-367J11.3	0.312625
RN7SKP36	0
SORCS2	1.25462
MIR4798	0
PSAPL1	0.0255721
MIR4274	0
AFAP1-AS1	0.25546
AC097381.1	0.0772891
ABLIM2	3.10723
MIR95	0
RP11-338K13.1	0.228014
RP11-1258F18.1	0
GMPSP1	0.1403
RP11-774O3.2	0
RP11-774O3.1	0
RNA5SP152	0
TRMT44	4.98041
RP11-689P11.3	0.0704552
RP11-689P11.2	1.70467
GPR78	0.0180649
CPZ	0.240972
RP11-1338A24.1	0
HMX1	0.0858803
RP13-582L3.4	0
RP11-747H12.1	0
UNC93B8	0
RP11-747H12.3	0
RP11-747H12.4	0
RP11-747H12.7	0
RP11-747H12.5	0
SNRPCP16	0.126556
ENPP7P10	0.323951
FAM86KP	0
ALG1L14P	0
FAM90A26	0
USP17L10	0
USP17L11	0
USP17L12	0
USP17L13	0
USP17L14P	0
USP17L15	0
USP17L16P	0
USP17L17	0
USP17L18	0
USP17L19	0
USP17L20	0
USP17L21	0
USP17L22	0
USP17L23	0
USP17L24	0
USP17L25	0
USP17L26	0
USP17L5	0
USP17L27	0
USP17L28	0
USP17L29	0
USP17L9P	0
USP17L30	0
USP17L6P	0
RP11-1396O13.13	0
RP11-1396O13.14	0
RNA5SP153	0
RP11-1396O13.15	0
DEFB131	0
OR7E86P	0
OR7E85P	0
UNC93B7	0
OR7E83P	0
RP11-1396O13.22	0
RP11-1396O13.1	0.102474
MIR548I2	0
RP11-1396O13.2	0
SNRPCP13	0
ENPP7P11	0.904474
FAM86MP	0
ALG1L3P	0.0372935
Metazoa_SRP	0
RP11-751L19.1	0
OR7E35P	0.0738487
SLC2A9	3.26076
DRD5	0.058095
RNA5SP154	0
RP13-560N11.1	0
RP11-448G15.1	0.741544
MIR3138	0
RNA5SP155	0.199066
RP11-480G3.1	0
AC006499.7	0
AC006499.6	0
AC006499.9	0
RAF1P1	0
AC006499.5	0
AC006499.4	0
AC006499.3	0
AC006499.2	0
AC006499.1	0
RP11-136I13.1	0
ZNF518B	4.38672
RP11-136I13.2	0
CLNK	0.596689
RP11-61G19.1	0
RP11-61G19.2	0
MIR572	0
RNPS1P1	0.400076
HS3ST1	3.22276
RNA5SP156	0
RP11-281P23.1	0.317524
RP11-281P23.2	0.166879
RP11-74M11.2	0
RP11-1J7.1	0
RP11-168E17.1	0
RNU6-578P	0
ECM1P2	0
RP11-352E6.2	0.331221
RP11-22A3.2	0.0351554
RP11-22A3.1	0
U6	0
HSP90AB2P	0.147503
LINC01097	0
NKX3-2	0.0926546
LINC01096	0
MIR5091	0
AC006445.7	0.176011
AC006445.6	0
LINC01182	0
AC007126.1	0
RP11-341G5.2	0
LINC01085	0.0201868
KLF17P2	0
RP11-669M16.2	0
RP11-669M16.1	0
AC006296.1	0
AC006296.2	0
LINC00504	0.0943763
MTND2P31	0
SNORA63	0
CPEB2-AS1	0.0705952
RP11-665G4.1	0.263036
RN7SKP170	0
C1QTNF7	2.40261
RP11-484O2.1	0.0654401
CC2D2A	2.70927
AC007016.3	0
RP11-799M12.2	0.383268
BST1	2.51697
RP11-115L11.1	0.387081
RP11-442P12.2	0
CD38	2.02951
HPRT1P1	0
RP11-452J21.2	0.372648
TAPT1-AS1	3.49225
AC006427.2	0
ZEB2P1	0
RP11-446J8.1	0
RP11-141E13.1	0
MTND5P4	0
RP11-576E20.1	0
SNORA75	0
RPS7P6	0
CLRN2	0
NACAP5	0
AC006160.8	0
AC006160.5	0.281255
FAM184B	0.152364
NCAPG	0.621491
LCORL	1.51279
KRT18P63	0.236353
RP11-608B3.1	0
AC006840.1	0
RP11-3J1.1	0
RNA5SP157	0
RP11-84N19.1	0
RP11-608O21.1	0
RP11-94H6.1	0
RP13-585F24.1	0.197407
RP11-339D20.1	0
SLIT2-IT1	0
MIR218-1	0
KCNIP4	0.554962
RP11-362J17.1	0.223186
RP11-120A1.1	0
MIR7978	0
RP11-556G22.3	0
RP11-556G22.1	0
RP11-556G22.2	0
KCNIP4-IT1	0
RP11-17E2.2	0.112849
RNU6-420P	0
RP11-10G12.1	0.219025
RP11-10G12.2	0
GBA3	0.17013
CDC42P6	0.678433
RP11-412P11.1	0
RP11-552M14.1	0
RP11-453O5.1	0
RFPL4AP3	0
RP11-380P13.1	0.209945
ERVH-1	0.0491299
RP13-497K6.1	0.0821321
MIR573	0.855244
RN7SL16P	0
ATP5LP3	0
RP11-496D24.2	0.70265
AC006390.4	0
HNRNPA1P65	0
LGI2	0.510111
SEPSECS-AS1	0.876222
RP11-660M5.1	0.126652
U2	0
ZCCHC4	4.66013
RP11-206P5.1	0
RP11-206P5.2	0
RNU7-126P	0
RP11-302F12.3	0
RP11-302F12.2	0
RPS29P11	0.447571
RP11-302F12.4	0
MTND4P9	0.199776
MTND4LP22	0
MTND3P5	0
MTCO3P44	0.0666142
RP11-302F12.10	0.318304
RP13-494C23.1	0.107823
RP11-263J14.1	0
RP11-324H7.1	0
CCKAR	0.0630063
TBC1D19	3.66291
SNORD74	0
RP11-293A21.1	0.869282
RP11-293A21.2	0
RP11-415C15.1	0
AC024132.1	0
RP11-415C15.2	0
Y_RNA	0
RP11-415C15.3	0
IGBP1P5	0
AC007106.1	0
RP11-180C1.1	0
RP11-123O22.1	0
RN7SL101P	0
MIR4275	0
MESTP3	0
RP11-292B1.2	0
RP11-769N22.2	0
RP11-769N22.1	0
RP11-472K22.1	0
RP11-472K22.2	0
RP11-68D16.1	0
RP11-68D16.2	0
U6	0
EEF1A1P21	0
RP11-390C19.1	0
RPS3AP17	0
RP11-174E22.2	0
PCDH7	0.473729
RP11-619J20.1	0
MTCYBP43	0
RP11-617I14.1	0
RP11-315A17.1	0
RP11-665I14.1	0
RP11-734I18.1	0
RP11-240A16.1	0
RP11-141P6.1	0
RP11-638O6.1	0
RP11-802H3.1	0
RP11-802H3.2	0
RP11-79E3.3	0
RP11-79E3.2	0
RP11-79E3.1	0
RP11-548L20.1	0
RP11-725M22.1	0
RP11-768G3.1	0
snoU13	0
SEC63P2	0
RNU6-573P	0
ARAP2	4.79554
RP11-640B6.1	0
RP11-431M7.3	0
DTHD1	0.122139
RP11-431M7.2	0
MIR1255B1	0
RP11-722M1.1	0
RP11-698E18.1	0
RP11-103J17.2	0
RP11-103J17.1	0
MIR4801	0
NWD2	0.042295
RP11-36B15.1	1.41315
RELL1	4.35524
Y_RNA	0
RP11-9D8.1	0
RP11-177C12.5	0.627443
RP11-177C12.1	0.844564
PTTG2	0.115425
RP11-177C12.4	0
MRPS33P2	0
RP11-600L4.1	0
RP11-83C7.1	0
RP11-83C7.3	0
LINC01258	0.0772794
LINC01259	0
RP11-213G21.2	0
KLF3-AS1	4.29572
RP11-617D20.2	0
RNA5SP158	0
TLR10	0.426915
TLR6	2.58902
MIR574	0
TMEM156	0.9391
RP11-360F5.1	0.29944
RP11-360F5.3	1.39217
RNU6-32P	0
RNU6-887P	0
KLB	0.261021
MIR5591	0
Y_RNA	0
LIAS	2.49984
RP11-472B18.1	0.371119
UGDH-AS1	1.54714
RNU7-11P	0
RP11-539G18.3	0.273091
Y_RNA	0
RP11-539G18.1	0
RN7SL558P	0.180758
ZBTB12BP	0.630475
ELOCP33	0
RNA5SP159	0
RP11-333E13.2	0.429532
PABPC1P1	0.101835
KRT18P25	0.0436576
RP11-333E13.4	0.0546563
N4BP2	4.31879
RNU6-1112P	0
SNORA51	0
RP11-395I6.1	0
RHOH	1.76629
RP11-395I6.2	0
AC195454.1	0.0511461
CHRNA9	0.0807106
RNU7-74P	0
RP11-588L15.2	1.79311
RP11-588L15.1	0
MIR4802	0
ARL4AP2	1.20677
RP11-632F7.3	0.528914
Y_RNA	0
RNA5SP160	0
RNU6-836P	0
RNU6-1195P	0
UCHL1-AS1	0
Y_RNA	0
RPL12P20	0
RP11-227F19.5	0.919538
OR5M14P	0
PHOX2B	0
RP11-227F19.1	0
RP11-227F19.2	0
RNU1-49P	0
HMGB1P28	0
LINC00682	0
RP11-457P14.5	0
RP11-457P14.6	0
DCAF4L1	0.372534
RP11-814H16.2	0.218811
ATP1B1P1	0.282775
BEND4	0.0271566
RP11-63A11.1	0
SHISA3	0.5417
ATP8A1	4.9703
RPS7P7	0
CCNL2P1	0.0442825
RP11-109E24.2	0
RP11-109E24.1	0
RN7SKP82	0
GRXCR1	0
RP11-395F4.1	0
RP11-1E6.1	0
RP11-324J13.3	0
RP11-324J13.1	0
RP11-324J13.2	0
RP11-466J24.1	0
RN7SL691P	0
RN7SL193P	0
NDUFB4P12	0
RP11-663P9.1	0
LVCAT1	0
KCTD8	0.253365
RP11-500G9.1	0
YIPF7	0.086775
RP11-700J17.1	3.06814
RP11-55C6.1	0
PRDX4P1	0
RP11-362I1.2	0
RP11-362I1.1	0
THAP12P9	0
RP11-270L13.1	0
RNU6-931P	0
RN7SKP199	0
GABRG1	0.00247222
RP11-320H14.1	0.046274
GABRA2	0.0527599
RP11-436F23.1	0
RNU6-412P	0
RAC1P2	1.72243
COX7B2	0
GABRA4	0.0075164
GABRB1	0.0610989
RP11-731J8.2	0.0528501
RP11-731J8.3	0
RP11-731J8.1	0
AC092597.3	0.426356
CORIN	0.378508
MIR8053	0
RP11-100N21.1	0.320725
RP11-121C2.3	0
RP11-121C2.2	1.78591
NIPAL1	2.70926
CNGA1	2.11491
TXK	1.06127
RNU6-838P	0
U6	0
TEC	3.29719
Y_RNA	0
SLC10A4	0.780171
ZAR1	0.108702
RNU5E-3P	0
OCIAD1-AS1	0
RNU6-158P	0
RP11-317G22.2	0
CWH43	0.176722
TPI1P4	0
RP11-1281K21.2	0
RP11-1281K21.3	0
RP11-1281K21.8	0
SNX18P23	0
RP11-1281K21.1	0
MTCO3P39	0
MTND3P22	0
RP11-241F15.1	0.0849099
ANKRD20A17P	0.0527089
RP11-241F15.3	0
RP11-241F15.5	0
RP11-1281K21.9	0
RP11-1281K21.10	0
MTCO3P42	0
RP11-241F15.7	0
RP11-241F15.9	0
SNX18P24	0
RP11-241F15.10	0
SNX18P25	0
DUTP7	0.0970359
RP11-365H22.2	1.07675
RP11-61F5.1	0
LRRC66	0.582832
RP11-535C7.1	0
RP11-588F10.1	0
RNU6-1252P	0
USP46-AS1	4.21903
RP11-177B4.2	0
MIR4449	0
SNORA26	2.46358
RP11-177B4.1	0.292764
ERVMER34-1	0.487909
SNORA26	0
Y_RNA	0
LINC01618	0
RASL11B	1.80323
RP11-752D24.2	0.0581805
RNU6-310P	0
LNX1-AS1	0.0250344
RP11-18M17.1	0.103349
LNX1-AS2	0.199988
RP11-317M11.1	0.0371767
RP11-89B16.1	0.0447219
RP11-89B16.2	0
RPL21P44	0.508342
RP11-571I18.4	1.35843
RP11-571I18.5	0.0674774
RP11-571I18.2	0
MORF4L2P1	0
GSX2	0
RPL22P13	0
RP11-231C18.1	0
RP11-231C18.2	0
RP11-545H22.1	0
AC006552.1	0
RP11-273B19.2	0
RP11-273B19.1	0
RP11-463H12.2	0
RPL38P3	0
RNU6-410P	0
RP11-530I17.1	0
RN7SL424P	0
RN7SL822P	0
RP11-530I17.2	0
RNU6-746P	0
LRRC34P2	0
FCF1P8	0
SRD5A3-AS1	0.337972
RP11-177J6.1	0.513441
Y_RNA	0.995687
Y_RNA	0
RN7SKP30	0.292147
RP11-528I4.2	0.228556
PDCL2	0
NMU	0.576435
RNU6-276P	0
RP11-345F18.1	0
RNU6-652P	0.620552
CEP135	2.21236
KIAA1211	0.199843
RNA5SP161	0
RNU6-197P	0
MRPL22P1	0
RPL7AP31	0.234591
RP11-646I6.5	1.256
PPAT	4.34972
RP11-646I6.6	1.35341
RP11-646I6.3	0.119314
ARL9	0.595789
THEGL	0.0541111
GLDCP1	0
RP11-630A13.4	0.162721
RPL17P20	0
RP11-533F5.2	0
RN7SL492P	0
RN7SL357P	0
SPINK2	1.90645
Metazoa_SRP	0
Y_RNA	0
RP11-738E22.3	0.532517
RNU6-998P	0
UBE2CP3	0
IGFBP7-AS1	0.153713
RP11-300M6.1	0
RPS26P24	0
RP11-319E12.1	0
RP11-319E12.2	0
RP11-685F15.1	0
RP11-4O3.1	0
RP11-4O3.2	0
SRIP1	0
RP11-25L5.2	0
RP11-577G20.1	0
RP11-577G20.2	0
RP11-506N2.1	0
RP11-340A13.2	0
RP11-340A13.1	0
RP11-340A13.3	0
RP11-622J8.1	0
Y_RNA	0
RP11-725D20.1	0
RP11-525J21.1	0
Y_RNA	0
RNU6-1325P	0
RP11-284H12.1	0
RP11-593F5.2	0
RP11-593F5.1	0
MIR548AG1	0
RP11-16N2.1	0
ADGRL3	0.473491
RPL17P19	0
RP11-798L4.1	0.0229
RP11-621K7.1	0.154282
Y_RNA	0
ADGRL3-AS1	0
RPS15AP17	0
RPL21P47	0
RP11-30P21.2	0
RP11-26C10.1	0
HMGN1P11	0
EXOC5P1	0.017015
RP11-257A22.1	0
LARP1BP1	0
RP11-12K22.1	0
TECRL	0.0130555
RNU6-191P	0
DPP3P1	0
MTCO3P27	0
MTCYBP16	0
MTND6P16	0
MTND5P13	0
MTND4LP31	0
MTND3P24	0
MTCO3P28	0
RP11-158O16.1	0
RP11-707A18.1	0
RP11-633G11.1	0
EFTUD1P2	0
RP11-498E11.2	0
EPHA5	0.328077
RP11-408P14.1	2.40024
EPHA5-AS1	0.739066
RP11-807H7.2	0.415079
RNU2-40P	0
RP11-51P8.1	0
RP11-25H12.1	0
RP11-19C24.1	0
RP11-396M11.1	0.0974017
MIR1269A	0
RPS23P3	0
RNU6-699P	0
RP11-584P21.2	0.12946
RNU1-63P	0
5S_rRNA	0.294852
RP11-584P21.4	0.119454
STAP1	0.920836
RP11-17P16.1	0.41262
RP11-17P16.2	1.14766
UBA6-AS1	3.9376
ST3GAL1P1	0.154355
RP11-453E17.3	0.143852
RP11-453E17.4	0.178652
GNRHR	0.249239
SNORA62	0
TMPRSS11CP	0.164687
TMPRSS11D	0.32003
TMPRSS11A	0.0757143
TMPRSS11GP	0
RNU6-95P	0
GCOM2	0.142379
MTND2P41	0
TMPRSS11F	0.0590036
SYT14P1	0
FTLP10	0
TMPRSS11BNL	0.0296504
TMPRSS11B	0.516578
RP11-642E20.5	0
RP11-642E20.2	0
RP11-642E20.3	0
APOOP4	0
MT2P1	0.952134
UGT2B29P	0
UGT2B17	0.211761
RP11-1267H10.2	0
RP11-1267H10.1	0
RP11-1267H10.3	0
UGT2B15	0.115431
RP11-1267H10.4	0
CTD-2005D20.1	0
RP11-468N14.1	0
UGT2B10	0
RP11-468N14.3	0
RP11-468N14.4	0
RP11-468N14.5	0
RP11-468N14.6	0
RP11-468N14.7	0
RP11-468N14.13	0.150968
RP11-468N14.8	0
RP11-468N14.09	0
UGT2A3	0
RP11-468N14.10	0
RP11-468N14.12	0
RP11-468N14.11	0
UGT2B27P	0
RP11-813N20.2	0
UGT2B26P	0
UGT2B7	3.12125
RP13-644M16.5	0.213331
RP13-644M16.1	0
RP13-644M16.3	0
RP13-644M16.2	0
RP13-644M16.4	0
RP11-704M14.1	0
UGT2B11	0
RP11-618I10.1	0
UGT2B28	0.132223
RP11-618I10.4	0
RP11-618I10.2	0
RP11-618I10.3	0
UGT2B25P	0
RP11-790I12.6	0
UGT2B24P	0
RP11-790I12.3	0
RP11-790I12.4	0
UGT2B4	0.0214458
UGT2A3P7	0
RP11-401E5.2	0
UGT2A1	0.0164057
UGT2A2	0
SULT1B1	0.243918
SULT1D1P	0
RP11-736K12.1	0
CSN1S1	0.0746824
CSN2	0.534271
HTN3	0.0388481
HTN1	2.92049
CSN1S2AP	0
CABS1	2.42242
SMR3A	0.562538
AMTN	2.99148
AMBN	0.0285995
ENAM	0.126225
RNU6-520P	0
RNU6-784P	0
RP11-46J23.1	0.823209
U6	0
RNU6-891P	0
SLC4A4	0.967828
RP11-1J11.1	0
LDHAL6EP	0
GC	0.0305182
RNA5SP163	0
RP11-545L5.1	0
NPFFR2	0.0567834
ADAMTS3	0.704738
RP11-373J21.1	0
HNRNPA1P67	0
RNU4ATAC9P	0
RNU6ATAC5P	0
COX18	4.93911
HMGA1P2	2.22935
RP11-692D12.1	0.685026
SNORA3	0.266717
RP11-580P21.1	0
ALB	1.06201
AFP	0
AFM	0
RP11-622A1.2	0
RP11-622A1.1	0
AC112518.3	0
RP11-447E20.1	0
CXCL6	2.49601
PF4V1	0.565926
HNRNPA1P55	0
CXCL1P1	0
PF4	0.295118
PPBP	0.420351
RN7SL218P	0
CXCL3	4.94578
PPBPP2	0
RP11-629B11.4	0
MTHFD2L	3.28786
RP11-629B11.5	0.273099
EPGN	0.0647407
EREG	0.185698
RP11-727M10.1	0
AC142293.3	0
HSPE1P23	0
RP11-44F21.3	0.0987176
RP11-44F21.2	0
RP11-44F21.5	3.18402
RP11-44F21.4	0.0722711
RP11-598G2.1	0
RP11-542G1.1	0
RP11-542G1.2	0
RP11-542G1.3	0
RP11-567N4.2	0
RP11-567N4.3	0
C4orf26	0.0726507
CDKL2	0.441632
Y_RNA	0
RNU2-16P	0
RP11-556N4.1	0
PPEF2	0.0636839
RP11-630D6.5	0
CXCL9	1.57109
ART3	0.78542
CXCL10	1.15605
CXCL11	0.143375
RP11-630D6.1	0
FAM47E	2.8043
CCDC158	0.439484
SNX5P1	0.0466141
RNU6-1000P	0
RP11-356M17.1	0
SNORD50	0
RP11-688H10.1	0
RNU6-145P	0
MIR4450	0
MIR548AH	0
AC107072.2	0.215645
RP11-359D14.2	0.363338
RP11-359D14.3	0
RP11-123J14.4	0.089865
RP11-123J14.1	0
SOWAHB	3.1587
TXNP6	0.319663
RPL7P17	0.166347
RP11-1E1.2	0
RNU6-1187P	0
CTB-179I1.3	0
CTB-179I1.1	0
CTB-179I1.2	0
RP11-625I7.1	0
CXCL13	0.45209
SNORD75	0
RP13-488H8.1	0
RP11-777B9.1	0
HMGB1P44	0
HNRNPA1P56	0
RP11-777B9.4	0
RP11-777B9.5	0
FRAS1	1.29575
SERBP1P5	0.287869
MINOS1P4	0
Y_RNA	0
LINC01094	0.756969
HIGD1AP13	0
RP11-109G23.1	0
RP11-109G23.3	0
MIR5096	0
PAQR3	4.05819
RN7SL127P	0.0677083
LINC01088	1.07749
NAA11	0.0551095
GK2	0
LINC00989	0.410183
OR7E94P	0.152284
RP11-234K19.1	0.196068
RP11-452C8.1	0.043533
PCAT4	0
SNORA75	0
KPNA2P1	0
RPSAP39	0
RP11-377G16.2	0.0482987
PRDM8	1.83832
FGF5	0
C4orf22	0.00875925
RP11-395C17.1	0
BMP3	1.91104
PRKG2	0.468555
RP11-100N20.1	0
RNU5A-2P	0
RASGEF1B	4.77433
MTCYBP44	0
COX5BP1	0
SNORA31	0
NPM1P41	0
HNRNPA3P13	0
RNU6-499P	0
BIN2P1	0
RP11-429B11.2	0
RP11-127B20.2	1.33648
RP11-127B20.3	1.75876
IGBP1P4	0
SNORD42	0
RPL7AP26	0.403581
RP11-791G16.2	0.30118
RP11-791G16.5	0
RP11-791G16.4	0
LINC00575	0
RP11-57B24.1	0.208202
MIR575	0
RP11-57B24.2	0
THAP9	3.08845
LIN54	4.01614
Y_RNA	0
RNU6-615P	0
PLAC8	1.11898
RP11-576N17.5	0.127881
RP11-576N17.2	0.293729
RP11-576N17.3	0.125219
RP11-576N17.6	0
RP11-576N17.4	0
FAM175A	2.1413
SLC25A14P1	0.1094
RPL30P5	0
GPAT3	4.70884
Y_RNA	0
RP11-767N15.1	0
RP11-8L2.1	0
RNU6-774P	0
RP11-274J2.1	0
RP11-42A4.1	0
NKX6-1	0.0338622
RPL3P13	0.243638
RN7SL552P	0.125899
WDFY3-AS1	0
RNU6-469P	0
WDFY3-AS2	0.709227
RN7SKP48	0
RP11-218C23.1	0
ARHGAP24	4.30735
MIR4451	0
RP13-514E23.2	0.270338
MAPK10	0.362154
RP11-778J15.1	0
RN7SKP96	0
MIR4452	0
SLC10A6	1.12704
RP11-397E7.1	0.0488868
C4orf36	1.74426
RP11-397E7.2	0
RP11-397E7.4	0.830406
TECRP1	2.43229
KLHL8	4.46424
RP11-476C8.2	0.182985
GAPDHP60	0.177424
RP11-529H2.1	0
MIR5705	0
HSD17B13	0.319094
RN7SL681P	0
RP11-710E1.1	0
RP11-710E1.2	0.193785
RP11-742B18.1	0.01896
DSPP	0
DMP1	0
Y_RNA	0
CHCHD2P7	0
IBSP	0.0586645
MEPE	0
HSP90AB3P	0.538357
RNU1-36P	0
ABCG2	1.28446
RP11-147K6.1	0
RNU6-818P	0
RNU6ATAC31P	0
RP11-147K6.2	0
RNU6-1298P	0
RP11-10L7.1	0.237592
Y_RNA	0
HERC5	4.34989
NCOA4P2	0
PYURF	1.95233
RP11-466G12.2	0.330607
RN7SKP244	0
RNU6-33P	0.327341
NAP1L5	3.75812
RP11-84C13.2	1.73444
RNU6-907P	0
GPRIN3	1.60296
RP11-115D19.1	0.122987
SNCA	4.96804
RP11-115D19.3	0.0696899
RP11-115D19.4	0
RP11-115D19.2	0.0671238
SNCA-AS1	0.0299057
MMRN1	3.55056
CCSER1	1.17062
RN7SKP248	0
RP11-11N6.1	0
TMSB4XP8	3.71151
AC004054.1	0
RP11-763F8.1	0
RP11-254A24.2	0.380496
KRT19P6	0
RP11-354O24.1	0
PMPCAP1	0
RP11-562F9.3	0
LNCPRESS2	0
RP11-9B6.1	0
GRID2	0.0149506
MTND1P19	0
RP11-428L21.2	0
RP11-428L21.1	0
RP11-131K17.1	0
RP11-703C10.1	0
RNA5SP164	0
ATOH1	0
RP11-363G15.2	0
HMGB3P15	0
HPGDS	2.06685
RP11-398J16.1	0
RP11-554D13.1	0
BMPR1B-AS1	0
BMPR1B	1.16585
UNC5C	2.34771
RP11-710C12.1	1.50105
RPL30P6	0
PDHA2	0
RNU6-1059P	0
RNU6-34P	0
RP11-61G24.1	0
RP11-145G20.1	0
RN7SKP28	0
COX7A2P2	0
RP11-431J17.1	0
STPG2	0.0868609
RP11-681L8.1	0
STPG2-AS1	0.063283
CRYZP2	0
RPL5P12	0.420039
DUTP8	0
RP11-323J4.1	0
RP11-810D13.1	0
RP11-724M22.1	0
RP11-1299A16.3	0.656536
RP11-1299A16.1	0
BTF3P13	0
EIF4E	3.64777
TBCAP3	0.160618
RP11-571L19.7	0
FAM177A1P1	0
RNU7-149P	0
NDUFS5P4	0
MIR3684	0
ABT1P1	0
RP11-571L19.8	2.14985
RP11-696N14.1	1.89684
ADH4	2.80711
PCNAP1	0
ADH6	0.217421
ADH1A	0.270191
ADH7	0.200861
RP11-696N14.3	0
C4orf17	0
TRMT10A	2.75179
MTTP	0.0360296
RP11-766F14.1	0
RP11-766F14.2	0.0631753
AP001962.3	0.119887
RP11-15B17.4	0.149089
RP11-15B17.1	0.338143
RP11-15B17.2	0
DYNLL1P6	0
RP11-588P8.1	0
LINC01216	0
LINC01217	0
LINC01218	0
MIR8066	0
MIR1255A	0
BANK1	1.34941
RNU6-462P	0
MTND5P5	0
RP11-498M5.2	0
RN7SL728P	0
RP11-499E18.1	1.09657
AF213884.1	0
AF213884.2	0.402891
AF224669.3	0
LRRC37A15P	0.445742
KRT8P46	0.33737
RP11-10L12.1	0.257323
RP11-10L12.2	0.0639426
RP11-10L12.4	2.16551
RNU7-151P	0
SLC9B1	0.253469
PABPC1P7	0.123169
ACTR3BP4	0
SLC9B2	2.95002
CENPE	0.323464
RP11-328K4.1	0.27172
RP11-297P16.3	0
RP11-297P16.4	0
DDX3P3	0
TACR3	0
RNU6-635P	0
RP11-703G6.1	0
RP11-729M20.1	0
CXXC4	2.49827
AC004063.1	0
CXXC4-AS1	0.0249106
RP11-556I14.2	0
RP11-395M19.1	0
RP11-556I14.1	0
RNU6-351P	0
RP11-556I14.3	0
AC004069.1	0
SNORA31	0
AC004069.2	0.878545
TET2-AS1	0.126823
RN7SL89P	0
RNU6-553P	0.390621
EEF1A1P9	1.09308
AC004066.2	0
ATP5EP1	0
AC004066.3	0.267886
ARHGEF38	4.00786
ARHGEF38-IT1	1.19172
GSTCD	2.80358
RP11-45L9.1	0.0504812
RP11-710F7.2	0.171506
RP11-710F7.3	0.0485459
GIMD1	0
LINC02173	0
ACTR6P1	0
DKK2	1.49132
RAC1P5	0
RP11-713M6.2	0
RNU6-551P	0
RP11-286E11.1	0.117404
RNU6-733P	0
RP11-286E11.2	0.102397
LEF1	1.30149
LEF1-AS1	0.0777706
RPSAP34	0
ZACNP1	0
EXOC7P1	0
RPL34-AS1	0.107287
RNU6-431P	0.318617
ETNPPL	0.0406125
RP11-75N20.2	0
RCC2P8	0
COL25A1	0.422136
AC004051.2	0.0168402
RBMXP4	0.271882
SEC24B-AS1	0.868063
RN7SL55P	0
MIR576	0
SETP20	0.331889
CDC42P4	0.238783
HIGD1AP14	0.268151
AC004067.5	1.35842
RP11-602N24.3	0.248088
RRH	0.270666
LRIT3	0.41959
KRT19P3	0
RNU6-35P	0
ELOVL6	2.45963
RN7SL275P	0
RP11-115A14.1	0
HSBP1P2	0
RP11-433B3.1	0
RNU6-205P	0
ZBED1P1	0
ENPEP	1.44875
RPL7L1P13	0
ZNF969P	0
snoU2_19	0
RP11-380D23.1	0.0867995
PANCR	0.332213
PITX2	4.33341
LINC01438	0
MIR297	0
LYPLA1P2	0
AC004062.2	0
RNU6-289P	0
RP11-255I10.1	0
RP11-255I10.2	0
RP11-269F21.1	0
RP11-269F21.2	0
RP11-269F21.3	0
CCDC34P1	0
TUBB8P3	0
RP11-477G18.1	0
C4orf32	4.77808
RP11-477G18.2	0.2777
RP11-73K9.2	1.08991
RP11-73K9.3	0.964235
RTEL1P1	0.0552421
TOX4P1	0.036252
NEUROG2	0
RP11-402J6.1	0
RPL23AP94	0
ZGRF1	1.79456
RP11-402J6.3	0.742404
RP11-148B6.1	0.177205
MIR367	0
MIR302D	0
MIR302A	0
MIR302C	0
MIR302B	0
OSTCP4	0
RP11-148B6.2	0
WRBP1	0
RP11-119H12.1	0
Y_RNA	0
RPL7AP30	1.33826
RP11-119H12.3	0
ANK2	3.30598
RP11-119H12.4	0
RP11-119H12.6	0
RP11-119H12.5	0
RP11-650J17.1	0
RP11-650J17.2	0
MIR1243	0
MIR8082	0
AC004057.1	0.607225
RN7SL184P	0
RNU1-138P	0
RP11-397D21.1	0
RP11-26P13.2	0.238058
RP11-362M19.1	0
MIR577	0
CIR1P2	0.137887
RN7SL808P	0
NDST4	0.0570165
MRPS33P3	0
RPF2P2	0
PGAM4P2	0
KRT18P21	0
RP11-659O3.1	0
EIF3KP3	0
RP11-166J5.1	0
TTC39CP1	0
MTRNR2L13	0
TRMT112P1	0
CUL4AP1	0
RP11-55L3.1	0
ACTN4P1	0.10453
RNU6-119P	0
RP11-97F8.1	0
TRAM1L1	2.33862
AC107399.1	0
AC107399.2	0
AC113617.1	0
LINC01378	0
RPSAP35	0
NT5C3AP1	0.187235
AC108056.1	0
NDST3	0.083184
FKBP4P1	0
PRSS12	4.02316
NDUFS5P5	0
RP11-586D5.3	0
CEP170P1	0.0330517
RNU6-1054P	0
CICP16	0.694288
SEPT14P4	0.838732
RP11-384K6.8	0.0984613
RP11-358D17.1	0
RP11-358D17.2	0.280056
MYOZ2	0.453953
RP11-455G16.1	0.091176
FABP2	0.0181165
