Name	Cells - EBV-transformed lymphocytes
TRIM2	0.428042
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.0544897
RN7SL419P	0
RP11-153M7.3	0.0196013
WDR45P1	0
TLR2	0.938664
RNF175	0.0133678
RP11-153M7.5	0
SFRP2	0.178531
RP11-290O12.2	0
DCHS2	0.360693
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGB	0.0482451
FGA	0.0319537
FGG	0.0580468
LRAT	0.00687588
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0
RNU2-66P	0
RNU2-44P	0
AC097467.2	0.00677845
RP11-92A5.2	0
NPY2R	0
RP11-27G13.1	0
MAP9	2.74215
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0
GUCY1A3	2.24228
RP11-588K22.2	1.18109
ASIC5	0
TDO2	0.0575732
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
PDGFC	0.0330563
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
GLRB	0.0167942
RNU6-582P	0
GRIA2	0.0147799
RP11-392C20.1	0
RP11-364P22.1	0
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0
FAM198B	0.134973
RP11-597D13.9	0.0714002
NUDT19P5	0
TMEM144	0.696139
RP11-597D13.7	0.0421908
RXFP1	0.0048947
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
U3	1.44276
RNU6-128P	0
C4orf45	0.0629709
SNORD39	0
RP11-815N9.2	1.16188
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0
RPS14P7	0
RP11-234O6.2	0
FSTL5	0.019214
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.262576
RP11-719L21.1	0
NPY1R	0.0296027
NPY5R	0
RPL35AP12	0
TKTL2	0.0243788
RP11-218F10.3	3.95972
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0879677
ANP32C	0.159711
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0
RNU6-668P	0
APELA	3.58807
TRIM60P14	0.0509885
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0.111243
NACA3P	2.45188
RP11-366M4.8	1.33455
TRIM61	3.74263
FAM218A	3.00142
RP11-366M4.12	0
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0.194996
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0.0879709
TRIM75P	0
RNU4-87P	0
GK3P	0.0441726
CPE	0.486433
MIR578	0
HADHAP1	0.0272086
SCGB1D5P	0
NOL8P1	0
RP11-511B7.1	0
LINC01179	0
TLL1	0.00821492
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
SPOCK3	0.0132195
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
RN7SKP188	0
RP11-521F1.1	0
RP11-310I9.1	0
ANXA10	0
DDX60L	4.7163
SNORA51	0
PALLD	0.412059
BTF3L4P4	0
RP11-610J23.1	0
RNU6-1336P	0
RPL9P16	0
RP11-635L1.3	0
RP11-635L1.2	0
RNU6-853P	0
RNY4P17	0
RP11-483A20.3	0
RPL6P12	0
RP11-327O17.2	0
PTGES3P3	2.40119
RP11-205M3.1	0
RP11-205M3.3	0
RP11-6E9.5	0
RP11-6E9.4	0
MFAP3L	0.0297648
AADAT	0.0197358
APOBEC3AP1	0
RP11-654F3.1	0
LINC01612	0
RP11-789C1.2	0
RP11-796L2.1	0
HSP90AA6P	0.143998
RP11-322J23.1	0
RP11-213L8.1	0
RNU6ATAC13P	0
RP11-344G13.1	0
RP11-344G13.2	0
RP11-384D10.1	0
MIR6082	0
RP11-717H13.1	0
RP11-97E7.1	0
LINC02174	0
GALNTL6	0.0854801
RP11-485C11.1	0
RP11-10K16.1	1.93544
RN7SL253P	0
MIR548T	0
RP11-798M19.3	0.717787
SCRG1	0.0743776
RPL5P11	0.115139
RNU6-1096P	0
RP11-489G11.3	0.0779882
HAND2	0.0380891
HAND2-AS1	0.0139206
RP11-475B2.1	0
MORF4	0.151207
RANP6	0.249726
RP11-161D15.2	0
RP11-161D15.1	0
RP11-161D15.3	0
RP11-148L24.1	0
RP11-248N22.1	0
RP11-248N22.2	0
RP11-51M24.1	0
MIR4276	0
HPGD	0.0630607
RP11-440I14.2	0
RP11-440I14.3	0
RP11-440I14.4	0
GLRA3	0
ADAM29	0.00808654
RP13-577H12.3	0
RP13-577H12.2	0
RP11-391J13.1	0
RP11-287F9.1	0
RP11-287F9.2	0
RP11-598D14.1	0
TSEN2P1	0
ADAM20P2	0
GPM6A	0.325446
RP11-806K15.1	0
RP11-598O12.1	0
MARK2P4	0.0238931
WDR17	0.80559
SNORA51	0
SPATA4	0.0156404
ASB5	0.025631
RP11-87F15.2	1.08848
RP11-313E19.1	0
RP11-313E19.2	0
VEGFC	0.042173
RP11-624A4.1	0
RP11-765K14.1	0
RN7SKP136	0
RP11-487E13.1	0
RP11-376O6.2	0.142878
RP11-130F10.1	0.390653
RNA5SP172	0
RP11-140M13.1	0
LINC01098	0
LINC01099	0
RNU1-45P	0
RP11-84H6.1	0
RNA5SP173	0
SNORD65	0
RP11-296L20.1	0
RP11-404J23.1	0
RP11-774G5.1	0
NDUFB5P1	0
RP11-460H9.1	0
LINC00290	0
RP11-665C14.1	0
RP11-665C14.2	0
RP11-433O3.1	0
RP11-540E16.2	0
RN7SKP13	0
AC108142.1	0
CCNHP1	0
TENM3	0.0219584
RP11-402C9.1	0
MIR1305	0
RNU2-34P	0
RN7SKP67	0
RP11-18D7.3	0
RP11-18D7.2	0
RP11-188P17.2	0.253319
RP11-335L23.2	0
FAM92A1P2	0
RP11-335L23.4	0
RP11-335L23.5	0
WWC2-AS2	0
WWC2	0.0944972
WWC2-AS1	0
CLDN24	0
RP11-451F20.1	0
RP11-692E14.1	0
VTI1BP2	0.104696
RP11-367N14.2	0.797696
RP11-367N14.3	0.198006
RNU6-479P	0
RNU6-335P	0
RNU6-1053P	0.943148
RP11-499F19.3	0
STOX2	0.0265845
RP11-739P1.2	0
RP11-739P1.3	0
RP11-616K6.1	0
ENPP6	0.25202
RP11-162O12.1	0
RN7SL28P	0
SNORD79	0
RP11-326I11.5	4.31265
RP11-326I11.4	0.473181
RP11-326I11.1	0
RP11-242J7.1	0.0639685
SLED1	0.141456
RP11-701P16.2	0.0846201
MIR3945HG	1.11127
MIR3945	0
LINC01093	0.0425717
RP11-701P16.3	0
MIR4455	0
RP11-517M22.1	0
RP11-386B13.4	0
HELT	0
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	4.74752
RP11-714G18.1	2.52992
Y_RNA	0.373203
C4orf47	2.15833
CCDC110	0.4266
RP11-279O9.4	4.33378
PDLIM3	0.505738
SORBS2	1.18303
RP11-301L8.2	0.154942
RP11-626E13.1	0
Y_RNA	0
RP11-45I20.1	0
RNU4-64P	0
TLR3	0.0556618
FAM149A	0.740413
SNORA31	0
RPSAP70	0.310033
ORAOV1P1	0.0925914
FLJ38576	0.255102
CYP4V2	3.29264
KLKB1	0.0384976
F11	0
F11-AS1	0
SLC25A5P6	0
RNU6-1055P	0
MTNR1A	0
FAT1	0.0706157
RP11-11N5.1	0
RP11-11N5.3	0
MRPS36P2	0
RP11-217E13.1	0
RP11-696F12.1	0
RP11-308K2.1	0
RP11-138B4.1	0
RP11-91J3.2	0
RP11-91J3.3	0
RP11-91J3.1	0
RP11-237D3.1	0
RP11-565A3.2	0
RP11-565A3.1	0
ADAM20P3	0
RP11-713C19.2	0
ZFP42	0
TRIML2	0
RP11-713C19.1	0
RNU6-173P	0
TRIML1	0
RP11-366H4.3	0
RP11-366H4.1	0
RP11-219G10.1	0.215125
ICE2P1	0
LINC01060	0
RP11-756P10.1	0
RP11-756P10.7	0
RNU7-192P	0
RP11-756P10.3	0.812259
RP11-756P10.6	4.2733
RP11-756P10.4	0.145034
RP11-756P10.5	0
RP11-756P10.2	0.17695
RP11-818C3.1	0
RP11-706F1.1	0
RP11-706F1.2	0
HSP90AA4P	0.0632222
LINC01262	0
RP11-462G22.2	0
RNU1-51P	0
AF146191.4	0.323487
LINC01596	0.692306
MLLT10P2	0
AF146191.8	0
TUBB7P	0.0261653
RNA5SP174	0
RNA5SP175	0
DUX4L9	0.149259
FRG2	0.0297856
RARRES2P4	0
AGGF1P1	0.127569
CLUHP4	0
DBET	0
DUX4L8	0
DUX4L7	0
DUX4L6	0
DUX4L5	0
DUX4L4	0
DUX4L1	0
DUX4L3	0
DUX4L2	0
DUX4	0
RPL23AP84	0
RP11-811I15.1	0
PLEKHG4B	0.0199532
Y_RNA	0
LRRC14B	0.525068
CTD-2083E4.7	0.554502
CCDC127	4.59816
CTD-2083E4.6	0.317031
CTD-2083E4.5	0.724056
CTD-2228K2.2	0.290426
CTD-2228K2.1	2.55235
SLC9A3	4.28599
RP11-310P5.2	0
MIR4456	0
RP11-310P5.1	0.0592888
TPPP	1.08245
CTD-2589H19.6	0.870762
ZDHHC11B	0.225548
BRD9P2	0
ZDHHC11	0.740476
SPCS2P3	0
RP11-661C8.2	0
RP11-661C8.3	0
RP11-43F13.3	0.0975861
RP11-43F13.4	0.0326192
NKD2	1.65923
MIR4635	0
CTD-3080P12.3	0
SLC6A19	0.00858317
SLC6A18	0
TERT	0.366475
MIR4457	0
LINC01511	0
MTCO2P32	0
RP11-325I22.3	0.0512534
SLC6A3	0.0388134
MIR6075	0
CTD-2245E15.3	0.10552
CTD-2012J19.3	1.1481
CTD-2012J19.2	0.505254
CTD-2012J19.1	0.499797
MIR4277	0
CTD-2587M23.1	0.0178556
CTD-2194D22.1	0
LINC02116	0
CTD-2194D22.5	0
IRX4	0.010137
CTD-2194D22.3	0
CTD-2194D22.4	0
RP11-259O2.1	0
RP11-259O2.2	0
RP11-259O2.3	0
Y_RNA	0
RP11-24P24.1	0
LSINCT5	0
RP11-129I19.2	0
IRX2	0.0165028
C5orf38	0
RP11-692C23.1	0
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0
LINC01019	0
LINC02162	0
LINC01017	0
IRX1	0
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0.0323963
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0.0666235
ADAMTS16	0.220044
CTD-2297D10.1	0
ALG3P1	0.0594802
MTCO1P30	0.325052
MTCO2P30	0.231676
MTCO1P31	0.244331
CTC-471C19.1	0
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	0.0959467
UBE2QL1	2.53013
CTD-2195M18.2	0
LINC01018	0.01763
LINC02102	0.0700553
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
ADCY2	0.033707
RP11-711G10.1	0
C5orf49	0
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0
RP11-480D4.5	0
RP11-480D4.2	0.458702
RP11-480D4.6	0.744298
MIR4458HG	1.508
RP11-480D4.4	0
RP11-480D4.7	0.172998
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0
RP11-315A16.4	0
LINC02199	0
RP11-143A12.1	0
CTD-2215L10.1	0
SEMA5A	0.0447303
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0
CTD-2201E9.2	0
SNHG18	0.0640469
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.583849
CTD-2256P15.1	0.238934
CTD-2256P15.4	0.0381616
CTD-2256P15.5	0
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0
CTD-2256P15.2	2.4566
ROPN1L-AS1	0
ROPN1L	0.0730939
MIR6131	0
LINC01513	0
RPL30P7	0
RP11-1C1.6	0
LINC02212	0
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B-AS1	0.140595
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0
CTD-2154B17.1	0
CTNND2	0.0609882
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0.0819097
DNAH5	0.00719171
CTB-51A17.1	0
FAM105A	0.361173
CTD-2165H16.3	0
CCT6P2	0.0681851
CTD-2165H16.4	1.12951
RBBP4P1	0.549168
MIR4637	0
CTB-40H15.4	0
UQCRBP3	0
HNRNPKP5	0
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0.0315937
FBXL7	0.0433876
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0
RP1-167G20.2	0
FAM134B	1.06477
RP11-260E18.1	0.0408103
CTC-461F20.1	0
Y_RNA	0
MYO10	0.0993261
RNA5SP179	0
RPS26P28	0.18615
RNU6-660P	0
CTD-2228A4.1	0
Y_RNA	0
AC091878.1	0.0716613
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	0.803394
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0
RPL36AP21	0.0948673
SNORD81	0
RN7SL58P	0
LINC02100	4.13304
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0
GUSBP1	2.18267
RP11-823P9.3	0.115602
RP11-823P9.4	0
RP11-360I2.1	0.124573
RP11-804N13.1	0
CDH12	0
HSPD1P1	1.02947
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
CTD-2234B20.1	0
CTD-2272G21.3	0
Y_RNA	0
CTD-2272G21.2	0
CTD-2272G21.1	0
PRDM9	0
CTD-2351A8.1	0
RP11-197O8.1	0
C5orf17	0
SNORA40	0
CTD-2138O14.1	0
Y_RNA	0
CTD-2015B23.2	0.0631091
CTD-2074D8.1	0
Metazoa_SRP	0
CDH10	0
RP11-116O11.1	0
RP11-116O11.2	0
RP11-12P19.2	0
BTG4P1	0
SNORD29	0
RP11-730N24.1	0
RP11-730N24.2	0
Y_RNA	0
RP11-549K20.1	0
LINC02211	0
RP11-192H6.2	0
RP11-184E9.2	0
RP11-184E9.3	0
CTD-2306M5.1	0
RP11-184E9.4	0
RNU6-374P	0
CTD-2026A21.1	0
MSNP1	0.464828
RNU4-43P	0
RP11-351N6.1	0
CTD-2533K21.3	0
CTD-2533K21.2	0
CTD-2533K21.1	0
CTD-2533K21.4	0
CCNB3P1	0
CDH9	0
RNU6-738P	0
CTD-3007L5.1	0
LINC01021	2.84891
RP11-560A7.1	0
LINC02103	0
RNU6-909P	0
CTD-2134P3.1	0
CTD-2134P3.2	0
CTD-2269E23.3	0
LSP1P3	0
CTD-2269E23.2	0
CTD-2269E23.4	0
SUCLG2P4	0
SNORA18	0
RP11-42L13.2	0
RP11-42L13.3	0
LINC02109	0
LINC02064	0
CTD-2345H1.1	0
UBL5P1	0
CTD-2011G17.1	0
CTD-2057J6.2	0
CTD-2057J6.1	0
RN7SKP207	0
CTD-2351A16.1	0
HPRT1P2	0
RP11-136H13.2	0
RPL19P11	0
CTD-2127O16.2	0
RP11-152K4.2	0
CDH6	0.00587455
DUX4L51	0
Y_RNA	0
CTD-2008E3.1	0.253617
RNU6-363P	0
PDZD2	0.36882
RP11-5N11.2	0
RP11-5N11.1	0
RP11-5N11.3	0
RP11-5N11.4	0
RP11-5N11.5	0
RP11-5N11.6	0
RP11-5N11.7	0
RNU6-358P	0
CTD-2290C23.1	0.0956454
RNU6-760P	0
CTD-2290C23.2	0
RPL5P14	0
TPT1P5	0.123348
CTD-2206G10.2	0.170184
MIR4279	0
CTD-2152M20.2	0.873823
Y_RNA	0
CTD-2186M15.3	2.91789
CTD-2186M15.1	0
RNU6-1079P	0
RNU6-378P	0
MIR579	0
CTD-2290P7.1	0.127152
LINC02061	0
NPR3	0.0465167
CTD-2218G20.1	0.399244
CTD-2066L21.3	0
LINC02120	0
CTD-2066L21.1	0
CTD-2066L21.2	0
CTD-2017D15.1	0
LINC02160	0
CTD-2203K17.1	3.98807
CTD-2233C11.3	0
CTD-2233C11.2	0
ADAMTS12	4.15173
RNU6-923P	0
RXFP3	0
SLC45A2	0.0191659
RP11-1084J3.1	0
RP11-1084J3.3	0
C1QTNF3	2.18041
RP11-1250I15.2	0
RP11-1250I15.1	0
RP11-1250I15.3	0
RP11-1023L17.1	1.64198
RP11-1023L17.2	0.179767
RP11-1325J9.1	0
CTD-2024P10.2	0
RAI14	0.155715
CTD-2024P10.1	0
CTD-2517O10.6	0.0661664
TTC23L	0.0214477
CTD-2517O10.5	0
RPL21P54	0
AGXT2	0
PRLR	0.698703
CTD-2046J7.1	0
U3	0
SPEF2	0.162411
RNU7-130P	0
CTD-2113L7.1	0
IL7R	0.377473
RP11-79C6.2	0
RP11-79C6.1	0
CAPSL	0
RP11-79C6.3	0
UGT3A1	0
UGT3A2	0.0276217
CTD-2197M16.1	0
MIR580	0
RNU6-1305P	0
NADK2-AS1	0.646401
RANBP3L	0.0402241
RNA5SP181	0
CTD-2282P23.1	0
SLC1A3	0.355953
CTD-2282P23.2	0
CTD-2353F22.2	0.182624
CTD-2653M23.3	0.116808
KRT18P31	0.211963
RPS4XP6	0.658384
C5orf42	4.04328
C8orf59P2	0
OFD1P17	0.0503319
RN7SL37P	0
CTD-2124B8.2	0.754567
RNU7-75P	0
RP11-648M2.1	0
KCTD9P5	0
RNU6-1190P	0
RNU6-484P	0
GDNF-AS1	0.0207379
GDNF	0.041419
LINC02117	0
CTD-2194L12.3	0
LINC02110	0
CTD-2130F23.1	0
LINC02107	0
LINC02119	0
CTD-2007F2.1	0
EGFLAM	0.0155244
EGFLAM-AS4	0
EGFLAM-AS3	0
EGFLAM-AS2	0
EGFLAM-AS1	0
CTD-2108O9.4	0
CTD-2263F21.1	0
LIFR	0.0574107
LIFR-AS1	0
CTD-2196P11.2	0
OSMR-AS1	0.0260295
RP11-122C5.2	0
RP11-122C5.3	0
OSMR	0.130009
AIG1P1	0
FYB	0.662121
GOLGA5P1	0
C9	0
DAB2	0.151811
LINC02104	0
CCDC11P1	0
INTS6P1	0.0371041
GCSHP1	0
LINC00603	0
KRT18P56	0
LINC00604	0
RNU1-150P	0
RP11-386E5.1	0
SNORA63	0
PTGER4	1.29431
SNORA57	0
SNORD72	0
CARD6	3.76905
C7	0.382875
RNU7-161P	0
RP11-301A5.2	0
MROH2B	0
C6	0.0170518
PLCXD3	0.0159706
CTD-2122P11.1	0
OXCT1-AS1	0.218301
CTD-2062O1.1	0
RPSAP38	0
Y_RNA	0
MTHFD2P6	0
RP11-112L7.1	0
GHR	0.0634009
SERBP1P6	0.323349
CTD-2265D6.2	0
RP11-116B13.1	0
SELENOP	0.40527
CTD-2325A15.5	0.978268
CTD-2325A15.3	0
PRELID3BP4	0
PRELID3BP5	0
PRELID3BP6	0
PRELID3BP7	0
CTD-2201E18.5	1.1555
CTD-2201E18.3	4.17576
CTD-2035E11.3	0.56487
CTD-2035E11.4	0.495664
ANXA2R	2.11083
AC025171.1	1.75154
CTD-2035E11.5	0.489368
RP11-447H19.4	0
NIM1K	2.00023
RP11-447H19.3	0.0913112
RP11-447H19.2	0
RP11-447H19.1	0.0620895
CTD-2636A23.2	0.751752
RP11-159F24.2	0
RP11-159F24.3	1.23032
RP11-159F24.6	0.513206
RP11-159F24.5	0.314767
CTD-2210P15.3	0.554833
AMD1P3	0.581846
RPL29P12	0.835899
RP11-8L21.1	0
RNU6-381P	0
FGF10	0
FGF10-AS1	0
RP11-473L15.3	0
RP11-503D12.1	0
RN7SL383P	0
RP11-53O19.1	1.72576
RP11-53O19.2	0
RP11-53O19.3	4.88006
RP11-357F12.1	0
HCN1	0
RP11-484L7.1	0
RP11-484L7.2	0
CTD-2013M15.1	0
RP11-269M20.2	0
RP11-269M20.1	0
RP11-269M20.3	0.160048
RP11-317O24.1	0
RP11-317O24.3	0
RP11-317O24.2	0
CTD-2089N3.1	0
LINC02106	0
CTD-2089N3.3	0
RNU6-480P	0
CTD-2054H24.1	0
RNU6-1296P	0
CTD-2312P21.1	0
CTD-2314G24.2	0
ISL1	0
HMGB1P47	0
CTD-2335O3.2	0
CTD-2335O3.3	0
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0
ITGA1	1.46608
B3GNTL1P1	0
CTD-2207L17.1	0.108462
CTD-2175A23.1	0
ITGA2	0.107623
CTD-2366F13.2	0.110979
CTD-2366F13.1	2.72505
RP11-94D20.1	0
RP11-289K10.1	0
FST	0.0441815
LINC02105	0.0545024
ASS1P9	0
CTD-2081C10.7	0.0779517
ARL15	2.46238
RNU6-272P	0
MIR581	0
RN7SL801P	0
MIR4459	0
CTD-2081C10.5	0
LINC01033	0.510991
RPL37P25	0
HSPB3	0.0583368
SNX18	0.658393
CTD-2591A1.1	0
AC112198.1	0
RP11-45H22.1	0
RP11-45H22.2	0
RP11-45H22.3	0
ESM1	0
CTD-2313F11.1	0
GZMK	0.117747
Y_RNA	0
CTD-2313F11.2	0
CTD-2313F11.3	0
GZMAP1	0
GZMA	0.206676
CDC20B	0
GPX8	0.0373689
MIR449A	0
MIR449B	0
MIR449C	0
MCIDAS	0.0152049
CCNO	0.0357055
RP11-506H20.1	0.0844603
RP11-506H20.2	0.0484313
CTD-2315M5.2	0
MIR5687	0
RNF138P1	0.0808185
AK4P2	0
SLC38A9	4.64259
DDX4	0.0398282
RP11-175M2.1	0
RNA5SP183	0
HNRNPH1P3	0.0403442
IL31RA	0.0210276
CTD-2031P19.4	0.363764
FLJ31104	0.312018
snoU13	0
CTD-2227I18.1	0
ANKRD55	0.0133699
RNU6-299P	0
RPL17P22	0.10278
RNA5SP184	0
C1GALT1P2	0
RNA5SP185	0
PSMC1P4	0
RNU6ATAC2P	0
RP11-155L15.1	0
HMGN1P17	0
LINC01948	0
C5orf67	0
AC022431.3	0
AC008940.1	0
AC008937.2	0
AC008937.3	0.234818
SETD9	2.86822
CTD-2310F14.1	0.568116
AC016644.1	0.104291
AC114973.1	0
RP11-101B14.4	0
RP11-101B14.1	0
Y_RNA	0
CTD-2516K3.3	0
CTD-2023N9.1	0
SALL4P1	0
ACTBL2	0
CTD-2023N9.2	0
CTD-2023N9.3	0
RP11-772C9.1	0
RP11-478P10.1	0
LINC02101	0
PGAM1P1	0
PLK2	1.97272
GAPT	0.932874
CTD-2117L12.3	0
MIR548AE2	0
LINC02108	0
RAB3C	0.027336
RP11-479O16.1	0
RPL5P15	0
CTD-2176I21.2	0
PDE4D	1.09279
RP11-266N13.2	0
CTD-2146O16.1	0
NDUFB4P2	0
MIR582	0
CTD-2254N19.1	0
RNU6-806P	0
RP11-546M4.1	0.0726534
SETP21	0.423518
PART1	0.371469
CAB39P1	0.435183
KRT8P31	0
ELOVL7	1.00067
RP11-231G3.1	0.845128
GNL3LP1	0.535389
AC104113.3	0
CTC-436P18.4	0.0208746
CTC-436P18.5	0.561718
SMIM15-AS1	0.205483
LINC02057	0
ZSWIM6	3.9304
RP11-631M6.3	0.0711839
RP11-631M6.2	0.160924
RPL3P6	0.217615
C5orf64	0
RP11-2O17.2	0
RNU6-913P	0
C5orf64-AS1	0
CTD-2244C20.1	0
CTD-2244C20.2	0
RN7SKP157	0
RNU6-661P	0
CKS1BP3	0.218183
RP11-95I19.2	0
RP11-95I19.1	0.170864
LRRC70	0.501093
ISCA1P1	0.0969276
RP11-586E1.1	0
CTD-2049O17.1	0
RP11-158J3.2	0
HTR1A	0
RNF180	0.172247
AC016561.1	0
RGS7BP	0
RN7SL169P	0
RNU6-294P	0
MRPL49P1	0
FAM159B	0.0359454
RP11-307L14.1	0.37325
RP11-307L14.2	0.12771
Y_RNA	0
ADAMTS6	1.53893
CTD-2194F4.2	0
RPEP1	0
CTD-2375G15.1	0.265276
CTD-2116N20.1	2.42785
TRIM23	3.9819
RNU6-540P	0
CTC-534A2.2	4.38646
CTD-2353N24.1	0
CTD-2033C11.1	0.856876
SNORA76	0
AC025442.3	0.137924
LINC02065	0
RP11-305P14.1	0
RP11-5P22.3	0
RP11-5P22.1	0
MAST4	0.285145
RP11-287J9.1	0
MAST4-IT1	0
MAST4-AS1	0
CTD-2187J20.1	0
RP11-434D9.1	0
RP11-357D18.1	0
RP11-83M16.1	0
RP11-83M16.5	0
BCL9P1	0
RP11-83M16.3	0
RP11-83M16.4	0
RP11-83M16.6	0
CTD-3066C23.1	0
RP11-434D9.2	0
CTD-2060F24.1	0
RNU6-1232P	0
EEF1B2P2	0.251357
LINC02219	0
CTD-2582M21.1	0
CTC-537E7.3	0.151876
CTC-537E7.1	0
