Name	Vagina
Y_RNA	0
LINC01618	0
RP11-752D24.2	0.0729856
RNU6-310P	0
LNX1-AS1	0.033273
RP11-18M17.1	0.174817
LNX1-AS2	0.0830204
RP11-317M11.1	0.0604257
RP11-89B16.1	0.399654
RP11-89B16.2	0.0833438
RPL21P44	0.492188
RP11-571I18.4	1.73485
RP11-571I18.5	0.0920509
RP11-571I18.2	0
MORF4L2P1	0
GSX2	0
RPL22P13	0
RP11-231C18.1	0
RP11-231C18.2	0
RP11-545H22.1	0
AC006552.1	0
RP11-273B19.2	0
RP11-273B19.1	0
RP11-463H12.2	0
RPL38P3	0
RNU6-410P	0
RP11-530I17.1	0
RN7SL424P	0
RN7SL822P	0
RP11-530I17.2	0
RNU6-746P	0
LRRC34P2	0
FCF1P8	0
SRD5A3-AS1	0.627307
RP11-177J6.1	0.702311
Y_RNA	1.48057
Y_RNA	0
RN7SKP30	0.659605
RP11-528I4.2	0.341303
PDCL2	0.145001
RNU6-276P	0
RP11-345F18.1	0
RNU6-652P	0.289609
CEP135	4.46875
KIAA1211	1.61051
RNA5SP161	0
RNU6-197P	0
MRPL22P1	0
RPL7AP31	0.294998
RP11-646I6.5	1.257
RP11-646I6.6	1.74781
RP11-646I6.3	0.103301
ARL9	2.14648
THEGL	0.264827
GLDCP1	0
RP11-630A13.4	2.53744
RPL17P20	0
RP11-533F5.2	0
RN7SL492P	0
RN7SL357P	0
SPINK2	3.95871
Metazoa_SRP	0
Y_RNA	0
RP11-738E22.3	0.558062
RNU6-998P	0
UBE2CP3	0.0761373
IGFBP7-AS1	0.478525
RP11-300M6.1	0
RPS26P24	0
RP11-319E12.1	0
RP11-319E12.2	0
RP11-685F15.1	0
RP11-4O3.1	0
RP11-4O3.2	0
SRIP1	0
RP11-25L5.2	0
RP11-577G20.1	0
RP11-577G20.2	0
RP11-506N2.1	0
RP11-340A13.2	0
RP11-340A13.1	0
RP11-340A13.3	0
RP11-622J8.1	0
Y_RNA	0
RP11-725D20.1	0
RP11-525J21.1	0
Y_RNA	0
RNU6-1325P	0
RP11-284H12.1	0
RP11-593F5.2	0
RP11-593F5.1	0
MIR548AG1	0
RP11-16N2.1	0
ADGRL3	2.18845
RPL17P19	0
RP11-798L4.1	0.0175775
RP11-621K7.1	0.24456
Y_RNA	0
ADGRL3-AS1	0
RPS15AP17	0
RPL21P47	0
RP11-30P21.2	0
RP11-26C10.1	0
HMGN1P11	0
EXOC5P1	0.02495
RP11-257A22.1	0
LARP1BP1	0
RP11-12K22.1	0
TECRL	0.020274
RNU6-191P	0
DPP3P1	0
MTCO3P27	0
MTCYBP16	0
MTND6P16	0
MTND5P13	0
MTND4LP31	0
MTND3P24	0
MTCO3P28	0
RP11-158O16.1	0
RP11-707A18.1	0
RP11-633G11.1	0
EFTUD1P2	0
RP11-498E11.2	0
EPHA5	0.638468
RP11-408P14.1	3.81062
EPHA5-AS1	0.415613
RP11-807H7.2	0.274274
RNU2-40P	0
RP11-51P8.1	0
RP11-25H12.1	0
RP11-19C24.1	0
RP11-396M11.1	0.248825
MIR1269A	0
RPS23P3	0
RNU6-699P	0
RP11-584P21.2	0.219159
RNU1-63P	0
5S_rRNA	0.360161
RP11-584P21.4	0.16633
STAP1	0.428701
RP11-17P16.1	0.670131
RP11-17P16.2	1.68655
UBA6-AS1	4.11551
ST3GAL1P1	0.0617097
RP11-453E17.3	0.0505036
RP11-453E17.4	0.177434
GNRHR	0.503062
SNORA62	0
TMPRSS11CP	0.162895
TMPRSS11GP	3.70478
RNU6-95P	0
GCOM2	2.99788
MTND2P41	0
SYT14P1	0.389858
FTLP10	1.04045
RP11-642E20.5	0
RP11-642E20.2	0
RP11-642E20.3	0
APOOP4	0
MT2P1	0.920191
UGT2B29P	0
UGT2B17	0.0662261
RP11-1267H10.2	0
RP11-1267H10.1	0
RP11-1267H10.3	0
UGT2B15	0
RP11-1267H10.4	0
CTD-2005D20.1	0
RP11-468N14.1	0
UGT2B10	0
RP11-468N14.3	0
RP11-468N14.4	0
RP11-468N14.5	0
RP11-468N14.6	0
RP11-468N14.7	0
RP11-468N14.13	0
RP11-468N14.8	0
RP11-468N14.09	0
UGT2A3	0
RP11-468N14.10	0
RP11-468N14.12	0
RP11-468N14.11	0
UGT2B27P	0
RP11-813N20.2	0
UGT2B26P	0
UGT2B7	0.0452508
RP13-644M16.5	0
RP13-644M16.1	0
RP13-644M16.3	0
RP13-644M16.2	0
RP13-644M16.4	0
RP11-704M14.1	0
UGT2B11	0
RP11-618I10.1	0
UGT2B28	0
RP11-618I10.4	0
RP11-618I10.2	0
RP11-618I10.3	0
UGT2B25P	0
RP11-790I12.6	0
UGT2B24P	0
RP11-790I12.3	0
RP11-790I12.4	0
UGT2B4	0
UGT2A3P7	0
RP11-401E5.2	0
UGT2A1	0.0148649
UGT2A2	0
SULT1B1	0.979142
SULT1D1P	0
RP11-736K12.1	0
CSN1S1	0
CSN2	0
STATH	0
HTN3	0
HTN1	0
CSN1S2AP	0
PRR27	0
ODAM	0
FDCSP	0
CSN3	0
CABS1	0
SMR3A	0
SMR3B	0
OPRPN	0
MUC7	0.0579375
AMTN	0.01661
AMBN	0
ENAM	0.0235394
RNU6-520P	0
RNU6-784P	0
RP11-46J23.1	0.92946
U6	0
RNU6-891P	0
SLC4A4	0.607035
RP11-1J11.1	0
LDHAL6EP	0
GC	0.0341419
RNA5SP163	0
RP11-545L5.1	0
NPFFR2	0
ADAMTS3	0.609499
RP11-373J21.1	0
HNRNPA1P67	0
RNU4ATAC9P	0
RNU6ATAC5P	0
HMGA1P2	1.93659
RP11-692D12.1	0.666187
SNORA3	0
RP11-580P21.1	0
ALB	1.42115
AFP	0
AFM	0
RP11-622A1.2	0
RP11-622A1.1	0
RASSF6	2.83421
AC112518.3	0
CXCL8	1.3215
RP11-447E20.1	0
CXCL6	2.33264
PF4V1	0.252752
CXCL1	4.63785
HNRNPA1P55	0
CXCL1P1	0
PF4	0.160395
PPBP	0.170592
CXCL5	0.0809263
RN7SL218P	0
CXCL3	0.437526
PPBPP2	0
RP11-629B11.4	0
CXCL2	2.87175
MTHFD2L	2.85669
RP11-629B11.5	0.144473
EPGN	3.98896
EREG	4.05669
RP11-727M10.1	0
AC142293.3	0
BTC	3.48079
HSPE1P23	0
RP11-44F21.3	0.0563832
RP11-44F21.2	0
RP11-44F21.5	4.98442
RP11-44F21.4	0
RP11-598G2.1	0
RP11-542G1.1	0
RP11-542G1.2	0
RP11-542G1.3	0
RP11-567N4.2	0
RP11-567N4.3	0
C4orf26	0.0865846
CDKL2	0.483727
Y_RNA	0
RNU2-16P	0
RP11-556N4.1	0
PPEF2	0.127957
RP11-630D6.5	0
CXCL9	1.26168
ART3	1.05448
CXCL10	2.04009
CXCL11	0.241773
RP11-630D6.1	0
FAM47E	0.576378
CCDC158	0.164708
SNX5P1	0
RNU6-1000P	0
RP11-356M17.1	0
SNORD50	0
SHROOM3	3.54256
RP11-688H10.1	0
RNU6-145P	0
MIR4450	0
MIR548AH	0
AC107072.2	0
RP11-359D14.2	0.359875
RP11-359D14.3	0
RP11-123J14.4	0
RP11-123J14.1	0
SOWAHB	3.42487
TXNP6	0.632998
RPL7P17	0.2597
RP11-1E1.2	0
RNU6-1187P	0
CTB-179I1.3	0
CTB-179I1.1	0
CTB-179I1.2	0
RP11-625I7.1	0
CXCL13	0.310819
SNORD75	0
RP13-488H8.1	0
RP11-777B9.1	0
HMGB1P44	0
HNRNPA1P56	0
RP11-777B9.4	0
RP11-777B9.5	0
FRAS1	2.22925
SERBP1P5	0.446382
MINOS1P4	0
Y_RNA	0
LINC01094	1.13401
HIGD1AP13	0
RP11-109G23.1	0
RP11-109G23.3	0
MIR5096	0
RN7SL127P	0
LINC01088	1.69039
NAA11	0.0568837
GK2	0
LINC00989	1.71761
OR7E94P	0.391344
RP11-234K19.1	0.974806
RP11-452C8.1	0.220786
PCAT4	0
SNORA75	0
KPNA2P1	0
RPSAP39	0
RP11-377G16.2	0.422466
FGF5	0.0144559
C4orf22	0
RP11-395C17.1	0
BMP3	0.135025
PRKG2	1.02842
RP11-100N20.1	0
RNU5A-2P	0
RASGEF1B	3.16277
MTCYBP44	0
COX5BP1	0
SNORA31	0
NPM1P41	0
HNRNPA3P13	0
RNU6-499P	0
BIN2P1	0
RP11-429B11.2	0
RP11-127B20.2	2.65765
RP11-127B20.3	2.62913
IGBP1P4	0
SNORD42	0
RPL7AP26	0.26729
RP11-791G16.2	0.180423
RP11-791G16.5	0
RP11-791G16.4	0
LINC00575	0
RP11-57B24.1	0.179558
MIR575	0
RP11-57B24.2	0
THAP9	3.19391
Y_RNA	0
RNU6-615P	0
PLAC8	0.880575
RP11-576N17.5	0.0959509
RP11-576N17.2	0
RP11-576N17.3	0
HPSE	4.37745
RP11-576N17.6	0
RP11-576N17.4	0
FAM175A	3.9629
SLC25A14P1	0.198167
RPL30P5	0
Y_RNA	0
RP11-767N15.1	0
RP11-8L2.1	0
RNU6-774P	0
RP11-274J2.1	0
RP11-42A4.1	0
NKX6-1	0.0720445
RPL3P13	0
RN7SL552P	0.254089
WDFY3-AS1	0
RNU6-469P	0
WDFY3-AS2	1.87153
RN7SKP48	0
RP11-218C23.1	0
ARHGAP24	4.93628
MIR4451	0
RP13-514E23.2	0.734837
RP11-778J15.1	0.0557279
RN7SKP96	0
MIR4452	0
RP11-397E7.1	0
C4orf36	2.49884
RP11-397E7.2	0
RP11-397E7.4	0.973442
TECRP1	2.9682
RP11-476C8.2	0.266848
GAPDHP60	0.239926
RP11-529H2.1	0
MIR5705	0
RN7SL681P	0
RP11-710E1.1	0
RP11-710E1.2	0.435831
RP11-742B18.1	0
DSPP	0
DMP1	0
Y_RNA	0
CHCHD2P7	0
IBSP	0
MEPE	0
HSP90AB3P	0.892159
SPP1	4.77483
RNU1-36P	0
RP11-147K6.1	0
RNU6-818P	0
RNU6ATAC31P	0
RP11-147K6.2	0
RNU6-1298P	0
RP11-10L7.1	0.505136
Y_RNA	0
NCOA4P2	0
PYURF	2.79926
RP11-466G12.2	0.287113
RN7SKP244	0
RNU6-33P	0.362216
TIGD2	4.83636
RP11-84C13.2	0.737916
RNU6-907P	0
GPRIN3	1.89337
RP11-115D19.1	0.13225
RP11-115D19.3	0.132274
RP11-115D19.4	0
RP11-115D19.2	0.121247
SNCA-AS1	0.0421022
CCSER1	0.563935
RN7SKP248	0
RP11-11N6.1	0
AC004054.1	0
RP11-763F8.1	0
RP11-254A24.2	0.0945944
KRT19P6	0
RP11-354O24.1	0
PMPCAP1	0
RP11-562F9.3	0
LNCPRESS2	0
RP11-9B6.1	0
GRID2	0.0663336
MTND1P19	0
RP11-428L21.2	0
RP11-428L21.1	0
RP11-131K17.1	0
RP11-703C10.1	0
RNA5SP164	0
ATOH1	0
RP11-363G15.2	0
HMGB3P15	0
HPGDS	2.2223
RP11-398J16.1	0
RP11-554D13.1	0
BMPR1B-AS1	0
BMPR1B	0.511275
UNC5C	1.9601
RP11-710C12.1	1.01097
RPL30P6	0
PDHA2	0
RNU6-1059P	0
RNU6-34P	0
RP11-61G24.1	0
RP11-145G20.1	0
RN7SKP28	0
COX7A2P2	0
RP11-431J17.1	0
STPG2	0.0723962
RP11-681L8.1	0
STPG2-AS1	0
CRYZP2	0
RPL5P12	0.495747
DUTP8	0
RP11-323J4.1	0
RP11-810D13.1	0
RP11-724M22.1	0
RP11-1299A16.3	0.456283
RP11-1299A16.1	0
BTF3P13	0
TBCAP3	0.250009
RP11-571L19.7	0
FAM177A1P1	0
RNU7-149P	0
NDUFS5P4	0
MIR3684	0
ABT1P1	0
RP11-571L19.8	3.56267
RP11-696N14.1	3.52864
ADH4	2.59195
PCNAP1	0
ADH6	0.414877
ADH1A	0.330423
ADH1C	2.79651
ADH7	1.76207
RP11-696N14.3	0
C4orf17	0
TRMT10A	2.69173
MTTP	0.0224625
RP11-766F14.1	0
RP11-766F14.2	0.00590519
AP001962.3	0.252317
RP11-15B17.4	0.147326
RP11-15B17.1	0.466883
RP11-15B17.2	0
DYNLL1P6	0
DDIT4L	3.45702
RP11-588P8.1	0
LINC01216	0
LINC01217	0
LINC01218	0
MIR8066	0
MIR1255A	0
BANK1	0.878916
RNU6-462P	0
MTND5P5	0
RP11-498M5.2	0
RN7SL728P	0
RP11-499E18.1	2.34115
AF213884.1	0
AF213884.2	0.54465
AF224669.3	0
LRRC37A15P	0.577064
KRT8P46	0.416143
RP11-10L12.1	0.21798
RP11-10L12.2	0.0791136
RP11-10L12.4	3.44674
RNU7-151P	0
SLC9B1	0.495367
PABPC1P7	0.292344
ACTR3BP4	0
CENPE	0.993813
RP11-328K4.1	0
RP11-297P16.3	0
RP11-297P16.4	0
DDX3P3	0
TACR3	0
RNU6-635P	0
RP11-703G6.1	0
RP11-729M20.1	0
CXXC4	0.515991
AC004063.1	0
CXXC4-AS1	0
RP11-556I14.2	0
RP11-395M19.1	0
RP11-556I14.1	0
RNU6-351P	0
RP11-556I14.3	0
AC004069.1	0
SNORA31	0
AC004069.2	1.54831
TET2-AS1	0.176729
RN7SL89P	0
RNU6-553P	0
EEF1A1P9	1.36561
AC004066.2	0
ATP5EP1	0
AC004066.3	0
ARHGEF38	0.0300462
ARHGEF38-IT1	0
RP11-311D14.1	0
GSTCD	3.73948
RP11-45L9.1	0.0893251
RP11-710F7.2	0.402052
RP11-710F7.3	0.0759775
GIMD1	0
LINC02173	0
ACTR6P1	0
DKK2	1.04306
RAC1P5	0
RP11-713M6.2	0
RNU6-551P	0
RP11-286E11.1	0.0735459
RNU6-733P	0
RP11-286E11.2	0.0873322
LEF1-AS1	0.131896
RPSAP34	0
ZACNP1	0
EXOC7P1	0
RPL34-AS1	0.0604178
RNU6-431P	0.429201
ETNPPL	0.0450308
RP11-75N20.2	0
RCC2P8	0
COL25A1	1.03425
AC004051.2	0.0228014
RBMXP4	0.501648
SEC24B-AS1	1.0545
RN7SL55P	0
MIR576	0
SETP20	0.60585
CDC42P4	0.422311
HIGD1AP14	0.427123
AC004067.5	1.42153
RP11-602N24.3	0.235397
RRH	0.232004
LRIT3	0.516825
KRT19P3	0
EGF	0.266241
RNU6-35P	0
RN7SL275P	0
RP11-115A14.1	0
HSBP1P2	0
RP11-433B3.1	0
RNU6-205P	0
ZBED1P1	0
ENPEP	2.27131
RPL7L1P13	0
ZNF969P	0
snoU2_19	0
RP11-380D23.1	0.0347292
PANCR	0
PITX2	2.47749
LINC01438	0
MIR297	0
LYPLA1P2	0
AC004062.2	0
RNU6-289P	0
RP11-255I10.1	0
RP11-255I10.2	0
RP11-269F21.1	0
RP11-269F21.2	0
RP11-269F21.3	0
CCDC34P1	0
TUBB8P3	0
RP11-477G18.1	0
RP11-477G18.2	0.32023
RP11-73K9.2	1.34249
RP11-73K9.3	0.795576
RTEL1P1	0.11234
TOX4P1	0.0325514
NEUROG2	0
RP11-402J6.1	0
RPL23AP94	0
ZGRF1	2.56879
RP11-402J6.3	1.27497
RP11-148B6.1	0.225751
MIR367	0
MIR302D	0
MIR302A	0
MIR302C	0
MIR302B	0
OSTCP4	0
RP11-148B6.2	0
WRBP1	0
RP11-119H12.1	0
Y_RNA	0
RPL7AP30	2.35163
RP11-119H12.3	0
RP11-119H12.4	0.041933
RP11-119H12.6	0.231891
RP11-119H12.5	0
RP11-650J17.1	0
RP11-650J17.2	0
MIR1243	0
MIR8082	0
AC004057.1	1.06655
RN7SL184P	0
RNU1-138P	0
RP11-397D21.1	0
ARSJ	4.92883
RP11-26P13.2	0.107915
RP11-362M19.1	0
UGT8	0.765691
MIR577	0
CIR1P2	0
RN7SL808P	0
NDST4	0.0248742
MRPS33P3	0
RPF2P2	0
PGAM4P2	0
KRT18P21	0
RP11-659O3.1	0
EIF3KP3	0
RP11-166J5.1	0
TTC39CP1	0
MTRNR2L13	0
TRMT112P1	0
CUL4AP1	0
RP11-55L3.1	0
ACTN4P1	0.176103
RNU6-119P	0
RP11-97F8.1	0
TRAM1L1	1.57496
AC107399.1	0
AC107399.2	0
AC113617.1	0
LINC01378	0
RPSAP35	0
NT5C3AP1	0.426964
AC108056.1	0
NDST3	0.208586
FKBP4P1	0
NDUFS5P5	0
RP11-586D5.3	0
CEP170P1	0.0449335
RNU6-1054P	0
CICP16	0.470615
SEPT14P4	0.692432
RP11-384K6.8	0.0757373
RP11-358D17.1	0
RP11-358D17.2	0.891714
MYOZ2	0.801102
RP11-455G16.1	0.104398
FABP2	0
KLHL2P1	0.957159
RNU4-33P	0
RP11-548H18.2	0.196266
GTF2IP12	2.25373
RP11-33B1.4	0
RNU6-1217P	0
RP11-33B1.3	0.19326
SNORA11	0
LINC01365	0
RP11-96A1.4	0
RP11-700N1.1	0.0778277
Y_RNA	0
RP11-96A1.5	0
MAD2L1	2.21633
RP11-679C8.2	0.0380652
LTV1P1	0
SAR1P3	0
RP11-501E14.1	0
PRDM5	4.02504
RNU6-550P	0
SETP12	0.21085
NDNF	2.44781
RN7SKP137	0
RP11-647P12.1	0
RP11-647P12.2	0
TNIP3	0.0604259
RNU6-948P	0
Y_RNA	0
QRFPR	0
RP11-364P2.2	0
TUBB4BP5	0
TMEM155	0.179062
PP12613	0
RP11-63B13.1	0
TRPC3	1.17783
AC097533.1	0
RN7SL335P	0
ADAD1	0
IL2	0.121856
IL21	0
IL21-AS1	0.377978
CETN4P	0.124417
BBS12	3.05011
RP11-170N16.1	0
RP11-170N16.2	0
RP11-170N16.3	1.48344
NUDT6	2.70082
SPATA5	3.19362
CTB-51E13.1	0
RP11-381N20.2	0
RP11-381N20.1	0
LINC01091	0.0388089
AC096732.2	0
RPL21P50	0
RP11-107E21.1	0
RP11-728C8.1	0
CTD-2325B11.1	0
RP11-93I21.2	0
TECRP2	0
RP11-93I21.3	0.165001
FAT4	3.85401
Y_RNA	0
MIR2054	0
RP11-399F2.2	0
NUP58P1	0
TMEM248P1	0
RP11-318I4.1	0
RP11-318I4.2	0
RBM48P1	0
Y_RNA	0
RP11-810P8.1	0
RP11-125O18.1	0
RP11-18O11.1	0
RP11-18O11.2	0
SLC25A31	0
RP11-50D9.4	2.42609
RP11-50D9.1	0.662556
RP11-50D9.3	0.150232
PLK4	2.23215
RNU6-583P	0
RP11-214O14.1	0
FOSL1P1	0.0556987
RP11-420A23.1	4.38256
RP11-130C6.1	0
RP11-184M15.1	0.219892
RP11-184M15.2	0
JADRR	0
SCLT1	3.8146
RP11-209D20.2	0
AC093826.1	0
C4orf33	3.04692
RP11-392L5.2	0
ZSWIM5P3	0
RP11-378N18.1	0
RP11-419L4.1	0
RP11-519M16.1	0
RP11-422J15.1	0
EEF1GP8	0
RP11-521E5.1	0
PGBD4P4	0
GAPDHP56	0
RP11-401I19.2	0
RP11-401I19.1	0
RP11-488I4.2	0
RNU6-224P	0
RP11-314N14.1	0
RP11-758B24.1	0
RN7SL205P	0
SNORA70	0
RP11-614F17.1	0
RP11-614F17.2	0.0509271
RPL7AP28	0.826595
RP11-745L13.2	0
RP11-789C2.1	0
RP11-1E22.1	0
ELL2P2	0
RP11-62N21.1	0
LINC01256	0
AARSP1	0
RP11-404I7.2	0
RP11-404I7.1	0
RP11-9G1.3	0.212951
R3HDM2P1	0
PCDH10	2.85204
RP11-285A15.1	0
RP11-427M20.1	0.236858
PABPC4L	1.58708
RP11-400D2.2	0
PES1P1	0
RP11-400D2.3	0
CTD-2012I17.1	0
RP11-192C21.2	0
RP11-192C21.3	0
RP11-192C21.1	0
RP11-553P9.1	0.303105
RP11-553P9.2	0
RP11-553P9.3	0
U6	0
KRT18P54	0
TARS2P1	0
RP11-780O17.1	0
LINC00613	0
RNU1-89P	0
RP11-782E2.2	0
RP11-775H9.3	0
RP11-775H9.2	0
RP11-775H9.1	0
TERF1P3	0
RP11-625B21.1	0
RP11-138I17.1	0.0326634
RP11-785F11.1	0
SERF1AP1	0
STMN1P2	0
RPS23P2	0
LINC02172	0.0325298
RP13-884E18.2	0
RP13-884E18.4	0
RP11-793B23.1	0
LINC00616	0
SLC7A11-AS1	0.023808
SLC7A11	0.294899
RP11-733C7.1	0
LINC00498	0
LINC00499	0
LINC00500	0
RP11-310A13.2	0
RP11-173E2.1	0.0668033
RP11-173E2.2	0
RP11-98O2.1	0
RP11-371F15.3	0.0579638
RP11-577B7.1	0
NOCT	1.97107
RNU6-531P	0
RN7SL382P	0.208417
Metazoa_SRP	0
RN7SL311P	0
Y_RNA	0
RNU6-506P	0
RNU6-1074P	0
MGARP	3.76531
RNU6-1214P	0
RP11-83A24.2	1.723
RP11-83A24.1	0.220237
ACA64	0
FTH1P24	0.120878
RP11-342I1.2	0.54339
RP11-308D13.3	1.69074
RN7SKP237	0.130729
H3F3AP6	1.1003
RN7SKP253	0
RP11-392B6.1	0
SCOC-AS1	0.549966
NDUFB4P9	0
RPL14P3	0.68746
CLGN	0.188572
MGAT4D	0
RP11-542P2.2	0
UCP1	0
RN7SL152P	0
RP11-5K16.3	0
TNRC18P1	0.280144
RNY1P14	0
RP11-102N12.2	0
RP11-102N12.3	1.07242
Y_RNA	0
RP11-586L23.1	0
RP11-362F19.1	0.217559
RP11-362F19.2	0
RP11-362F19.3	0.128413
RP11-208N20.1	0
IL15	3.88546
RPL5P13	0.107658
LSM3P4	0
RP11-223C24.2	0
RP11-223C24.1	0
RP11-284M14.1	0.660208
RP11-54P19.1	0
RP11-364L4.3	0
Y_RNA	0
MIR3139	0
RP11-364L4.1	1.59475
RPSAP36	1.06791
RP11-58H15.3	0
SMARCA5-AS1	0
GUSBP5	0.515177
FREM3	0.0047832
RP13-578N3.3	0.22019
RP11-780M14.1	0
GYPE	0.454752
RP11-673E1.3	1.06704
RP11-673E1.1	0.189425
RP11-673E1.4	0
GYPB	0
GYPA	0
RP11-361D14.2	0
KRT18P51	0
HHIP-AS1	1.50791
HHIP	0.0880492
HSPD1P5	0.0279938
RP13-539F13.3	0
RP13-539F13.2	0
RN7SKP235	0
Y_RNA	0
RPS23P4	0
RP11-142A22.4	0
RTN3P1	0.130206
RP11-142A22.3	0.0307066
NMNAT1P4	0
SMAD1-AS2	0.0535337
SMAD1-AS1	0
RP11-557J10.5	0
MMAA	2.74459
NCOA4P3	0.01439
RP11-557J10.4	0.356966
C4orf51	0
RP11-181K12.1	0.179619
RP11-181K12.2	0.0737547
Y_RNA	0
RP11-203B7.2	0
RP11-203B7.1	0
LINC01095	0
RP11-6L6.4	1.78636
RP11-6L6.2	0.691442
RP11-6L6.6	0
RP11-6L6.7	0
SLC10A7	4.65656
MIR7849	0
RNU1-44P	0
POU4F2	0
TTC29	0.0253373
RP11-292D4.2	0
RP11-292D4.1	0
RP11-292D4.3	0
RP11-292D4.4	0
MIR548G	0
RP11-364M6.1	0
PRMT5P1	0
RP11-752L20.3	1.11345
GTF2F2P1	0.345266
RP11-752L20.5	0.139081
RP11-425A23.1	0
RNA5SP165	0
MIR4799	0
RN7SL254P	0
RP11-315D13.1	0.186257
RP11-76G10.1	0
ASS1P8	0
RNA5SP166	0
RP11-503L19.1	0
ATP5LP4	0
RP11-360A10.1	0
CTB-191D16.1	0
RNU7-197P	0
RP11-563M4.1	0
RP11-342A1.1	0
RP11-24I21.1	0
RP11-526A4.1	0
RP11-707F2.1	0
AKIRIN2P1	0
RNA5SP167	0
RNU6-1230P	0
RP11-423J7.1	0
RNU7-194P	0
RP11-174F8.1	0.072867
RP11-1336O20.2	0.0553704
MAB21L2	0.203378
ZBTB8OSP1	0
RNA5SP168	0
AK4P6	0
SNORD73B	0
SNORD73A	0
RP11-372K14.2	1.48035
RP11-731D1.1	0.1037
PRSS48	0
RP11-731D1.3	0
RNU6-1282P	0
RP11-731D1.4	0.21397
RP11-610P16.1	0.372623
RN7SKP35	0
RP11-164P12.4	1.3677
RP11-164P12.3	1.50158
RP11-424M21.1	0
RP11-503L23.1	0
RP11-73G16.3	0
RP11-73G16.2	0
RP11-73G16.1	0
RNA5SP169	0
RP11-18H21.1	0.115674
RP11-18H21.2	0
RP11-18H21.3	0
RN7SL446P	0
RP11-461L13.4	0
RP11-461L13.5	0
RP11-461L13.3	0.414542
FBXW7-AS1	0
MIR3140	0
RP11-555K12.1	0.334513
RP11-555K12.2	0
RP11-768B22.2	0.0589461
TIGD4	0.341208
RP11-529H22.1	0.0170255
FAM192BP	0.579243
RP11-285C1.2	0
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.599774
MND1	1.22474
RN7SL419P	0
RP11-153M7.3	0.138014
WDR45P1	0.0666259
RNF175	1.50858
RP11-153M7.5	0
RP11-290O12.2	0.355045
DCHS2	0.101774
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGB	0.226368
FGA	0.156049
FGG	0.181562
LRAT	0.170406
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0
RNU2-66P	0
RNU2-44P	0
AC097467.2	0.00975986
RP11-92A5.2	0
NPY2R	0
RP11-27G13.1	0
MAP9	2.44931
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0
ASIC5	0
TDO2	0.0512598
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
GLRB	2.0783
RNU6-582P	0
GRIA2	0.270515
RP11-392C20.1	0
RP11-364P22.1	0
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0.180936
RP11-597D13.9	1.77552
NUDT19P5	0
TMEM144	2.34146
RP11-597D13.7	0.259481
RXFP1	1.37305
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
C4orf46	4.51775
U3	2.30069
RNU6-128P	0
C4orf45	0.0679517
SNORD39	0
RP11-815N9.2	0.238205
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0
RPS14P7	0
RP11-234O6.2	0
FSTL5	0.0133158
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.247944
RP11-719L21.1	0
NPY1R	3.77868
NPY5R	0.288026
RPL35AP12	0
TKTL2	0.0297992
MARCH1	4.62572
RP11-218F10.3	4.38595
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0467556
ANP32C	0
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0
RNU6-668P	0
APELA	0.0387265
TRIM60P14	0
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0
NACA3P	1.42765
RP11-366M4.8	0
TRIM61	0.252482
FAM218A	1.09473
RP11-366M4.11	0.970939
RP11-366M4.12	0
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0.160798
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0
TRIM75P	0
TMEM192	4.80813
RNU4-87P	0
GK3P	0.0984105
MIR578	0
HADHAP1	0.260116
SCGB1D5P	0
NOL8P1	0
RP11-511B7.1	0
LINC01179	0
TLL1	2.48323
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
SPOCK3	0.0733553
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
