Name	Brain - Hypothalamus
RP11-5N11.1	0
RP11-5N11.3	0
RP11-5N11.4	0
RP11-5N11.5	0
RP11-5N11.6	0
RP11-5N11.7	0
RNU6-358P	0
CTD-2290C23.1	0.0677617
RNU6-760P	0
CTD-2290C23.2	0
RPL5P14	0
TPT1P5	0.140782
CTD-2206G10.2	0.156763
MIR4279	0
CTD-2152M20.2	0.561947
Y_RNA	0
CTD-2186M15.3	4.54118
CTD-2186M15.1	0
RNU6-1079P	0
RNU6-378P	0
MIR579	0
CTD-2290P7.1	0
LINC02061	0
NPR3	0.300315
CTD-2218G20.1	0
CTD-2066L21.3	0
LINC02120	0
CTD-2066L21.1	0
CTD-2066L21.2	0
CTD-2017D15.1	0
RP11-36C20.1	1.83513
LINC02160	0
CTD-2203K17.1	0.67487
CTD-2233C11.3	0
CTD-2233C11.2	0
ADAMTS12	0.133549
RNU6-923P	0
RXFP3	0.11885
SLC45A2	0.285596
RP11-1084J3.1	0
RP11-1084J3.3	0
RP11-1250I15.2	0
RP11-1250I15.1	0
RP11-1250I15.3	0
RP11-1023L17.1	0.441502
RP11-1023L17.2	0.098757
RP11-1325J9.1	0
CTD-2024P10.2	0.121339
RAI14	3.48512
CTD-2024P10.1	0
CTD-2517O10.6	2.46145
TTC23L	0.73532
CTD-2517O10.5	0.136108
RPL21P54	0.211696
AGXT2	0.0211661
PRLR	1.05126
CTD-2046J7.1	0
U3	0
SPEF2	2.43673
RNU7-130P	0
CTD-2113L7.1	0
IL7R	0.288568
RP11-79C6.2	1.14373
RP11-79C6.1	0.285682
CAPSL	2.04635
RP11-79C6.3	0
UGT3A1	0
UGT3A2	0.226879
CTD-2197M16.1	0
MIR580	0
SKP2	3.74012
RNU6-1305P	0
NADK2-AS1	0.0691719
RNA5SP181	0
CTD-2282P23.1	0
CTD-2282P23.2	0.0773254
CTD-2353F22.1	0.146191
CTD-2353F22.2	0.835437
CTD-2653M23.3	0.531618
KRT18P31	0.0509926
RPS4XP6	0.182901
C5orf42	4.41252
C8orf59P2	0
OFD1P17	0.0209043
RN7SL37P	0
CTD-2124B8.2	3.35567
NUP155	2.61241
RNU7-75P	0
RP11-648M2.1	0
KCTD9P5	0
RNU6-1190P	0
RNU6-484P	0
GDNF-AS1	0.448229
GDNF	0.244145
LINC02117	0
CTD-2194L12.3	0
LINC02110	0.163805
CTD-2130F23.1	0
LINC02107	0
LINC02119	0
CTD-2007F2.1	0
EGFLAM	0.609467
EGFLAM-AS4	0
EGFLAM-AS3	0
EGFLAM-AS2	0
EGFLAM-AS1	0
CTD-2108O9.4	0
CTD-2263F21.1	0.0545197
LIFR-AS1	2.07096
CTD-2196P11.2	0.151196
OSMR-AS1	0.180713
RP11-122C5.2	0
RP11-122C5.3	0.110896
OSMR	3.29104
AIG1P1	0
FYB	2.60421
GOLGA5P1	0
C9	0.0205599
DAB2	4.55849
LINC02104	0
CCDC11P1	0
INTS6P1	0
GCSHP1	0
LINC00603	0
KRT18P56	0
LINC00604	0
RNU1-150P	0
RP11-386E5.1	0
TTC33	2.8774
SNORA63	0
PTGER4	0.929762
SNORA57	0
SNORD72	0
CARD6	1.22787
C7	1.22592
RNU7-161P	0
RP11-301A5.2	0
MROH2B	0
C6	0.0902027
CTD-2122P11.1	0
OXCT1-AS1	1.78934
CTD-2062O1.1	0
FBXO4	3.2786
RPSAP38	0
Y_RNA	0
MTHFD2P6	0
RP11-112L7.1	0
GHR	1.4502
SERBP1P6	0.0322577
CTD-2265D6.2	0
RP11-116B13.1	0.077853
CCDC152	4.50401
CTD-2325A15.5	4.02875
CTD-2325A15.3	0.163973
PRELID3BP4	0
PRELID3BP5	0
PRELID3BP6	0
PRELID3BP7	0
CTD-2201E18.5	1.21765
CTD-2201E18.3	0.654966
CTD-2035E11.3	0
CTD-2035E11.4	0.261911
ANXA2R	0.626791
AC025171.1	0.503645
CTD-2035E11.5	0.710613
ZNF131	4.84015
RP11-447H19.4	0
RP11-447H19.3	0.0795611
RP11-447H19.2	0
RP11-447H19.1	0.034987
CTD-2636A23.2	3.60295
RP11-159F24.2	0
CCL28	0.63386
TMEM267	4.77296
RP11-159F24.3	0.338403
C5orf34	0.898059
EEF1A1P19	0.605988
RP11-159F24.6	0.309123
RP11-159F24.5	0.29387
CTD-2210P15.3	0.0849609
AMD1P3	0.0806981
RPL29P12	0.0899935
RP11-8L21.1	0
RNU6-381P	0
FGF10	0.239647
FGF10-AS1	0
RP11-473L15.3	0.0981262
RP11-503D12.1	0
RN7SL383P	0
RP11-53O19.1	1.44445
RP11-53O19.2	0
RP11-357F12.1	0
HCN1	1.38642
RP11-484L7.1	0
RP11-484L7.2	0
CTD-2013M15.1	0
EMB	4.46048
RP11-269M20.2	0
RP11-269M20.1	0
RP11-269M20.3	0.320989
PARP8	4.52848
RP11-317O24.1	0
RP11-317O24.3	0
RP11-317O24.2	0
CTD-2089N3.1	0.478576
LINC02106	0.214008
CTD-2089N3.3	0
RNU6-480P	0
CTD-2054H24.1	0
RNU6-1296P	0
CTD-2312P21.1	0
CTD-2314G24.2	0.590602
ISL1	3.91711
HMGB1P47	0
CTD-2335O3.2	0
CTD-2335O3.3	0
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0
ITGA1	2.29602
B3GNTL1P1	0
CTD-2207L17.1	0
CTD-2175A23.1	0.0981696
ITGA2	1.90011
CTD-2366F13.2	2.83327
CTD-2366F13.1	2.56263
RP11-94D20.1	0
RP11-289K10.1	0
FST	0.974279
LINC02105	0
ASS1P9	0
CTD-2081C10.7	0.965088
RNU6-272P	0
MIR581	0
RN7SL801P	0
MIR4459	0
CTD-2081C10.5	0
LINC01033	0
RPL37P25	0
HSPB3	0.397616
CTD-2591A1.1	0.233536
AC112198.1	0.00558939
RP11-45H22.1	0
RP11-45H22.2	0
RP11-45H22.3	0
ESM1	0.595865
CTD-2313F11.1	0
GZMK	0.198682
Y_RNA	0
CTD-2313F11.2	0
CTD-2313F11.3	0
GZMAP1	0
GZMA	0.534036
CDC20B	0.00973668
GPX8	0.373081
MIR449A	0
MIR449B	0
MIR449C	0
MCIDAS	0.0196496
CCNO	3.60309
RP11-506H20.1	0.184895
RP11-506H20.2	0
CTD-2315M5.2	0
MIR5687	0
RNF138P1	0.159176
AK4P2	0
SLC38A9	1.97979
DDX4	0.201321
RP11-175M2.1	0
RNA5SP183	0
HNRNPH1P3	0
IL31RA	0.00882495
CTD-2031P19.4	0
FLJ31104	0.4095
snoU13	0
CTD-2227I18.1	0
ANKRD55	3.27956
RNU6-299P	0
RPL17P22	0
RNA5SP184	0
C1GALT1P2	0
RNA5SP185	0
PSMC1P4	0
RNU6ATAC2P	0
RP11-155L15.1	0
HMGN1P17	0
LINC01948	0.255146
RPL26P19	1.88556
C5orf67	0.0786034
AC022431.3	0
AC008940.1	0
MAP3K1	2.73477
AC008937.2	0
AC008937.3	0.0304967
SETD9	2.86017
MIER3	4.18473
CTD-2310F14.1	0.214807
AC016644.1	0
AC114973.1	0
RP11-101B14.4	0
RP11-101B14.1	0
Y_RNA	0
CTD-2516K3.3	0
CTD-2023N9.1	0
SALL4P1	0
ACTBL2	0
CTD-2023N9.2	0
CTD-2023N9.3	0.188432
RP11-772C9.1	0
RP11-478P10.1	0
LINC02101	0
PGAM1P1	0
GAPT	0.402405
CTD-2117L12.3	0
MIR548AE2	0
LINC02108	0
RP11-479O16.1	0.0941422
RPL5P15	0.0381401
CTD-2176I21.2	0
PDE4D	2.64732
RP11-266N13.2	0.0287255
CTD-2146O16.1	0
NDUFB4P2	0
MIR582	0
CTD-2254N19.1	0
RNU6-806P	0
RP11-546M4.1	0
SETP21	0
PART1	0.138809
DEPDC1B	0.26355
CAB39P1	0
KRT8P31	0
RP11-231G3.1	1.06989
ERCC8	3.61839
GNL3LP1	0
AC104113.3	0
CTC-436P18.4	0
CTC-436P18.5	0.107677
SMIM15-AS1	0.116355
LINC02057	0
RP11-631M6.3	0.0392851
RP11-631M6.2	0.338686
RPL3P6	0.0590604
C5orf64	1.64847
RP11-2O17.2	0.0225227
RNU6-913P	0
C5orf64-AS1	1.01888
CTD-2244C20.1	0
CTD-2244C20.2	0
RN7SKP157	0
IPO11	4.12513
RNU6-661P	0
CKS1BP3	0
RP11-95I19.2	0
RP11-95I19.1	0
LRRC70	0.470572
ISCA1P1	0.131884
RP11-586E1.1	0
CTD-2049O17.1	0
RP11-158J3.2	1.30026
HTR1A	0.450271
RNF180	4.66282
AC016561.1	0
RGS7BP	1.86476
RN7SL169P	0
RNU6-294P	0
MRPL49P1	0
FAM159B	1.42324
SREK1IP1	4.323
RP11-307L14.1	1.1831
RP11-307L14.2	0.355262
Y_RNA	0
ADAMTS6	0.471194
CTD-2194F4.2	0
RPEP1	0
CTD-2375G15.1	0
CTD-2116N20.1	0
CENPK	0.219724
RNU6-540P	0
CTC-534A2.2	2.36857
NLN	4.09612
CTD-2353N24.1	0
CTD-2033C11.1	1.97699
SNORA76	0
AC025442.3	0
LINC02065	0
RP11-305P14.1	0
RP11-5P22.3	0
RP11-5P22.1	0
MAST4	4.12269
RP11-287J9.1	0
MAST4-IT1	0
MAST4-AS1	0.364743
CD180	0.174153
CTD-2187J20.1	0
RP11-434D9.1	0.0391971
RP11-357D18.1	0
RP11-83M16.1	0
RP11-83M16.5	0
BCL9P1	0
RP11-83M16.3	0
RP11-83M16.4	0
RP11-83M16.6	0
CTD-3066C23.1	0
RP11-434D9.2	0
CTD-2060F24.1	0
RNU6-1232P	0
EEF1B2P2	0.0488978
LINC02219	0
CTD-2582M21.1	0
CTC-537E7.3	0
CTC-537E7.1	0
CTC-537E7.2	0
CTC-340D7.1	0.109407
VWA8P1	0
U8	0
RP11-141O11.1	0
RN7SKP251	0
LINC02198	0.0454457
CTC-498J12.1	0.227971
SUMO2P4	0
CTC-498J12.3	0
SNORA50	0
CCNB1	3.52427
CTC-351M12.1	2.08744
CENPH	2.23628
CCDC125	3.99477
CFL1P5	0.561086
CHCHD2P2	0.602452
NDUFB9P1	0
MARVELD2	0.586528
RPS27P14	0
RP11-241G9.3	0
RN7SL616P	0
OCLN	0.559052
RNU6-724P	0
GTF2H2C	0.528329
RP11-848G14.2	0.0373637
RP11-848G14.5	0.300443
GUSBP3	0.0961303
RP11-974F13.5	0
RP11-98J23.2	0.235765
RP11-98J23.1	0
CDH12P2	0
SERF1B	0.468048
SMN2	2.32338
RP11-1319K7.1	0.287828
CDH12P3	0
RP11-1415C14.4	0.529855
RP11-1415C14.3	1.46402
GTF2H2B	0.16682
RP11-497H16.9	0.0511836
RP11-497H16.7	0.104033
RP11-497H16.8	0
RP11-497H16.5	0
RP11-589F5.4	0
CDH12P1	0
SERF1A	0.0642174
SMN1	3.05413
NAIP	0.24362
GTF2H2	0.63084
RP11-195E2.1	0.720677
RP11-1280N14.3	0.3664
CDH12P4	0
GUSBP9	0.241068
RP11-1198D22.1	0.0979708
LINC02197	0.02973
RP11-136K7.3	0
PMCHL2	0
RP11-136K7.1	0
BDP1	4.26209
RP11-1174L13.2	0
HMGN1P12	0
RP11-1315F8.2	0
MIR4803	0
RN7SL153P	0
PTCD2	1.89859
RP11-389C8.1	0.0767505
YBX1P5	0
RP11-389C8.2	3.2103
ZNF366	0.685598
LINC02056	0.113822
CTC-347C20.1	0.066419
RPL7P22	0
AC063979.1	0
Y_RNA	0
CTD-2631K10.1	0.399701
MIR4804	0
CTD-2339M3.1	0
CTD-2376I4.1	0.219491
CTD-2376I4.2	0.233099
FCHO2	4.84393
CTC-250P20.2	0
CTC-250P20.1	0
TMEM171	0.472666
RP11-232L2.2	0
RP11-232L2.1	0
TMEM174	0
RP11-60A8.1	0.0557378
RP11-60A8.2	0
RP11-79P5.3	0.0355274
FOXD1	1.37034
LINC01385	0.0361331
LINC01386	0
RP11-79P5.9	2.74756
FUNDC2P1	0.218769
UTP15	2.20194
ARHGEF28	1.78305
CTC-575I10.1	0
CTD-2372A4.1	0
RNU7-196P	0
RP11-428C6.2	0
LINC02122	0
LINC01335	0
RN7SL814P	0
CTD-2275D24.1	0
LINC01333	0
LINC01332	0
LINC01331	0
RNU6-658P	0
FAM169A	4.75975
CTD-2060C23.1	0.0293801
CTD-2377O17.1	2.10124
SNORA40	0
CTD-2503O16.4	0
CTD-2503O16.3	0
CTD-2503O16.1	0
RPL27AP5	0
RP11-229C3.4	0
GCNT4	0.291259
LINC01336	0.0636256
ANKRD31	0.116486
SUMO2P5	0
CTD-2235C13.2	0
CTD-2235C13.3	1.38639
CTD-2235C13.1	0.722888
POLK	3.95967
RNU7-175P	0
CTC-366B18.4	2.18204
ANKDD1B	0.78508
POC5	4.89787
RNU6-680P	0
SLC25A5P9	0
RP11-524L6.4	0
RP11-524L6.3	0
BIN2P2	0
RP11-524L6.2	0
SAP18P1	0
CTC-235G5.2	0.0187521
CTC-235G5.3	0.594914
RNA5SP186	0
AC113404.1	0.140613
RP11-466P24.5	0
HMGN2P4	0.43415
PDCD5P2	0
RP11-466P24.6	0
SNRPCP2	0
IQGAP2	0.493888
CTD-2275D10.2	0
CTD-2236F14.1	0
F2RL2	1.55884
CTD-2384B11.2	0
NCRUPAR_1	0
NCRUPAR_2	0
F2R	0.991448
F2RL1	0.550833
RN7SL208P	0
S100Z	0.212808
RNU6ATAC36P	0
ZBED3	3.47654
SNORA47	0.190998
ZBED3-AS1	0.76074
HMGB1P35	0
ALDH7A1P1	0.133901
RPS2P24	0
RPL7P23	0.243049
ACTBP2	0.212216
RP11-107N7.1	0
CTD-2179L22.1	0.0224317
ATP6V1G1P6	0
CTD-2037K23.1	0
RNU6-183P	0
Y_RNA	0
LHFPL2	4.09099
HMGB1P21	0
CTD-2073O6.1	0.0408624
CTD-2045M21.1	0
ARSB	2.1178
DMGDH	1.4473
CTD-2299I21.1	0
BHMT	0.381148
RNY3P1	0
CTC-422A18.1	0
SNORA18	0
CTC-422A18.2	0
CTC-451P13.1	0.583388
HOMER1	3.07105
RP11-342F17.1	0
RP11-342F17.2	0
Y_RNA	0
Y_RNA	0
CMYA5	1.71813
CTC-431G16.2	0
CTC-431G16.3	0
LINC01455	0
RP11-168A11.4	4.19162
TRMT112P2	0
CTD-2201I18.1	0.246863
CTC-458I2.2	0.0463231
KRT18P45	0
CTC-512J14.7	0.0359241
SNORA31	0
CTC-512J14.1	0
SPZ1	0
RBMX2P5	0.0185039
CTC-512J14.5	0.0702471
HNRNPA1P12	0.0434263
RNU6-211P	0
FAM151B	0.716843
RPS27AP9	0
RPL7P24	0.0318362
ANKRD34B	1.79674
DBIP2	0
LINC01337	0.186412
CTC-325J23.2	0.0788675
MTRNR2L2	0.228402
MSH3	3.54353
RP11-241J12.3	0
RP11-241J12.1	0
RASGRF2-AS1	1.11533
CTD-2193P3.1	0
CTD-2193P3.2	0
CKMT2-AS1	2.78184
CKMT2	4.00853
CTD-2248H3.1	0.609255
ZCCHC9	3.98805
ACOT12	0.2459
CTD-2249K22.1	0.13336
SEM1P1	0.119931
ATG10	1.77702
ATG10-IT1	0
PPIAP11	0.128815
ATG10-AS1	0
RN7SL378P	0
RPS23P5	0
ATP6AP1L	1.95409
CTD-2015A6.1	0
CTD-2015A6.2	0
CTD-2218K11.2	0
RPL5P16	0
CTD-2218K11.3	0
MIR3977	0
RP11-78C3.1	0.039888
CTD-2227C6.3	0
ST13P12	0
CTD-2227C6.2	0.111104
RP11-343L5.2	0.708584
SCARNA18	0
XRCC4	2.40674
CTD-2110K23.1	0
COQ10BP2	0
FTH1P9	0
VCAN-AS1	0
HAPLN1	0.293799
RN7SKP295	0
RNU6-620P	0
CTC-484M2.1	0.0296862
RNU4-11P	0
RP11-456A14.1	0
RNU6-448P	0
CTD-2269F5.1	0.746425
RP11-509M23.1	0
CTC-384G19.1	0
RBBP4P6	0
RP11-1072N2.2	0
RP11-1072N2.3	0
RP11-1072N2.4	0
CTD-2331D11.2	0
CTD-2331D11.3	0
CTD-2331D11.4	0
RPL5P17	0.0931649
CTC-534B23.1	0
CTC-480C2.1	0
RPS2P25	0
CTD-2036A18.2	0
PTP4A1P4	0
NBPF22P	0
CTD-2123J17.2	0
CTC-261N6.3	0
CTC-261N6.1	0
CTC-261N6.2	0
CTD-2299E8.1	0
RNU6-804P	0
LINC02059	0
CTC-493L21.2	0
CTD-2161E19.1	0.137717
RP11-72L22.1	0.0383351
RN7SKP34	0
MIR4280	0
LINC01949	0
RN7SL629P	0
RNU6-606P	0
CTC-428H11.2	1.27278
RNU6-727P	0
CTD-2316B1.1	0
LINC02144	0.0356655
TMEM161B	2.00095
RNA5SP187	0
RPS3AP22	0
SNORA70	0
CTC-498M16.3	0
LINC02060	0.29418
CTC-498M16.4	1.08083
CTC-470C15.1	0
CTC-467M3.3	0.088445
CTC-467M3.1	0
MEF2C	4.49923
MEF2C-AS1	0.481478
CTD-2232E5.2	0.173745
LINC02161	0
AC113167.1	0
AC113167.2	0
MIR3660	0
LINC01339	0
RP11-61G23.2	0
CTD-2373J6.1	1.64779
CTD-2373J6.2	0.193705
MBLAC2	4.84647
POLR3G	3.52628
ADGRV1	0.81239
TMEM251P1	0
RP11-414H23.2	0
RP11-414H23.3	0
RNU4-90P	0
RP11-213H15.1	0.165909
LUCAT1	0.0574918
Metazoa_SRP	0
CTD-2061E19.1	0
CTD-2061E19.6	0
ARRDC3-AS1	0.158482
RAB5CP2	0
PCBP2P3	0
RP11-348J24.2	0.027083
RP11-348J24.1	0
RP11-133F8.2	0.466884
CTC-529L17.1	0
CTC-529L17.2	0.164835
CTC-458G6.4	0
LDHBP3	0
CCT7P2	0.0995456
LINC02058	0.350777
CTD-2091N23.1	0
POLD2P1	0
RP11-65F13.3	0.0236556
NPM1P27	2.16366
POU5F2	0.0219684
RP11-185E12.2	0
RP11-549J18.1	0.433827
KIAA0825	0.560957
MTND5P12	0.0917709
MTND6P3	0.0827456
MTCYBP35	0.0683537
CTC-303L1.1	0.0492292
CTC-303L1.2	0.158417
SLF1	3.45934
MCTP1	2.63588
CTC-484P3.3	0
RPL7P18	0.114429
uc_338	0
CTC-558O19.1	0
FAM81B	0.975653
CTD-2538A21.1	0
RNU6-308P	0
ARSK	2.19741
GPR150	0.770159
RFESD	0.434165
SPATA9	0.400175
CTD-2154I11.2	0.277645
HSPD1P11	0.0174824
AC008592.3	0.136806
AC008592.4	0
AC008592.8	0.174705
LINC01554	0.911758
AC008592.5	0
AC008592.7	0
FABP5P5	0
MIR583HG	0
MIR583	0
RNU6-524P	0
RP11-254I22.3	0
RP11-254I22.2	0
CTD-2337A12.1	0.0240375
CTC-506B8.1	0.0867637
ERAP1	3.78883
CTD-2260A17.1	0.484898
CTD-2260A17.3	0.0593751
CTD-2260A17.2	2.22177
ERAP2	1.40131
AC008850.3	0
Y_RNA	0
SETP22	0
LIX1-AS1	0.0524504
RIOK2	4.30256
RNU1-73P	0
CTD-2215E18.2	0
CTD-2215E18.3	0
CTD-2278B20.1	0
YTHDF1P1	0
RP11-155G15.3	0
LINC01340	0.0344992
MTCYBP40	0
RP11-72K17.1	0
RP11-455B3.1	0.0926874
AC008834.2	0
LINC01846	0
RP11-274E7.1	0
RP11-274E7.2	0.799796
CH17-12M21.1	0
KRT8P32	0
MRPS35P2	0
MTCO2P24	0
MTCO1P24	0
CTBP2P4	0.0140258
DDX18P4	0
RGMB-AS1	0.465518
CTC-463N11.4	0.274682
CSNK1A1P3	0
CHD1	3.80114
RNU6-402P	0
LINC02062	1.10524
Y_RNA	0
CTD-2007H13.1	0.0366664
RP11-93O17.1	0
RP11-93O17.2	0
GUSBP8	0
LINC02113	0
CTD-2151A2.2	0
CTD-2151A2.3	0
CTD-2160D9.1	0
EEF1A1P20	0
Y_RNA	0
MTCYBP22	0
MTND6P22	0.185431
MTND5P10	0.0175813
MTND4P35	0.867959
MTND4LP5	0
MTND3P19	0
MTCO3P22	0.0368235
MTATP6P2	0.744758
MTCO2P22	0.573552
MTCO1P22	0.227852
CTD-2012B7.1	0
RNU6-1119P	0
RP11-346J10.2	0.0650571
RP11-346J10.3	0
RP11-346J10.1	0
CTD-2001C12.1	0
CTC-293G12.1	0
RN7SKP62	0
ST8SIA4	2.59724
MIR548P	0
RN7SL802P	0
OR7H2P	0
RP11-1152B5.1	0
RNA5SP188	0
CTD-2333K2.1	0
SLCO4C1	0.123905
RN7SKP68	0
SLCO6A1	0
RP11-58B2.1	0
LINC00492	0
CTD-2340E1.2	0
LINC00491	0
EIF3KP1	0.446511
GIN1	3.08046
PPIP5K2	3.3436
CTC-503K11.2	0
CTD-2154H6.1	0
PDZPH1P	0.0110813
LINC02115	0.0873412
CTC-445B21.1	0.576893
LINC02163	0
RNU1-140P	0
RN7SL255P	0
RP11-6N13.1	0
RP11-313L6.2	0
RNU6-334P	0
RP11-6N13.4	0
CTD-2374C24.1	0
RAB9BP1	0
RNA5SP189	0
CTC-278L1.1	0
CTD-2285G11.1	0
SNORA31	0
LINC01950	0
PSMC1P5	0
EFNA5	4.34663
RP11-252I13.2	0
RP11-252I13.1	0
RN7SL782P	0
RN7SKP122	0
RP11-120B7.1	0.184256
LINC01023	3.35379
FER	2.67115
CTC-329H14.1	0
CTD-2197I11.1	0
Y_RNA	0
RP11-47F1.1	0
RNU6-47P	0
GJA1P1	0.0464997
CTD-2587M2.1	0.0933239
CTD-2128F4.1	0
RP11-231G15.2	0
RP11-231G15.3	0
RP11-231G15.1	0
KRT18P42	0
CTC-332L22.1	1.22083
MAN2A1	2.12146
RN7SKP230	0
CTC-287O8.1	0
LINC01848	0
PGAM5P1	0
TMEM232	1.20472
MIR548F3	0
SNORA51	0
CTD-2026D23.1	0
BCLAF1P1	0
CTC-551A13.1	0
CTD-2089O24.2	0
TSLP	0.160734
CTC-551A13.2	0
WDR36	4.08679
AC010468.3	0
AC010468.1	0.247946
CAMK4	3.13089
AC010468.2	0
CTC-499J9.1	0
STARD4-AS1	0.562447
HMGN1P13	0
CTD-2367A17.1	0
RN7SKP57	0
HMGN1P14	0
NREP-AS1	0
EPB41L4A	1.39295
SNORA13	0.462031
CTC-459M5.1	0
CTC-459M5.2	0.0385011
RP11-526F3.1	0
CTC-470E21.1	0
EPB41L4A-AS2	0.672387
HMGB3P16	0
RP11-159K7.1	0
LINC02200	0.358517
CBX3P3	0
RNU6-482P	0
XBP1P1	0.603717
ZRSR1	2.1986
CTC-487M23.5	3.69764
CTC-487M23.6	1.27637
CTC-487M23.7	0.699245
CTD-2201G3.1	0.140441
TSSK1B	0
RNU4ATAC13P	0
RP11-371M22.1	0.0551876
RN7SKP89	0
KCNN2	2.07885
RP11-492A10.1	0
LINC01957	0
RP11-438C19.2	0
RP11-438C19.1	0
TRIM36-IT1	0
CTC-428G20.2	0.0726433
PGGT1B	2.69221
CTC-428G20.6	0.2782
CTC-428G20.1	0.257929
HMGN1P15	0
CTNNA1P1	0
AK3P4	0
CTB-161J7.1	0
CTB-161J7.2	0
CCT5P1	0
TICAM2	1.83191
AC010226.4	2.6098
CTC-505O3.3	0
CTC-505O3.2	0
CTC-505O3.1	0
RNU2-49P	0
LVRN	0.115874
DDX43P1	0
ARL14EPL	0
CTD-2287O16.1	3.79965
CTD-2287O16.4	0.550061
CTD-2287O16.5	2.84584
RNU6-644P	0
HMGN2P27	0
CTC-339F2.2	0
SEMA6A-AS1	0.395932
RPS14P8	0.365045
SEMA6A-AS2	0.522588
RPS17P2	0.164487
LINC02214	0
CTC-472C24.1	0.178721
RP11-492L8.1	0
RP11-492L8.2	0
RPL35AP15	0
LINC00992	0.0504038
RP11-74D3.2	0
RPL7L1P4	0
LINC02147	0.178474
LINC02148	0.0622931
LINC02208	0.0387022
LINC02216	0
LINC02215	0
RNU7-34P	0
CTC-448D22.1	0
DTWD2	1.61811
PTMAP2	2.18578
MIR1244-2	1.37719
CTB-161M19.4	0.135024
RNU6-373P	0
CTB-161M19.1	0.11158
CTB-161M19.2	0
DMXL1	4.54365
RP11-950K24.2	0
LAMTOR3P2	0
RNU6-701P	0
MIR5706	0
TNFAIP8	0.350423
RN7SL174P	0
RNA5SP190	0
CTD-2158P22.1	0.161048
FABP5P6	0
FAM170A	0.0557697
CTD-2158P22.4	0
CTC-507E12.1	0
CTC-552D5.1	0
RNU6-718P	0
RP11-574H6.1	0
PRR16	2.16034
PRELID3BP8	0
RNU4-69P	0
CTD-2334D19.1	0.525778
AC008565.1	0
CTD-2613O8.1	0
CTD-2020P22.1	0
CTC-546K23.1	0
CTC-546K23.2	0
RPL23AP44	0
RP11-510I6.2	0
RP11-510I6.3	0
FTMT	0
SRFBP1	2.40441
LOX	1.03003
CTC-441N14.2	0.117851
ZNF474	0.289863
CTC-441N14.1	0
CTC-441N14.4	0.0166279
CTD-2544H17.2	0
SNCAIP	1.85846
CTD-2544H17.1	0.222001
CTD-2280E9.1	0
MGC32805	0
LINC02201	0
ARGFXP1	0
CTB-36H16.2	2.86911
RN7SL689P	0.300003
PPIC	3.33797
RP11-359P5.1	0.0729436
RN7SL711P	0
AC106786.1	0.0891075
PRDM6	0.211652
CTD-2347I17.1	0
KRT8P33	0.167006
HMGB3P17	0
CTD-2169H9.1	0
KRT18P16	0
LINC01170	0.664558
HMGB1P29	0
CTC-369A16.2	0
CTD-2308B18.4	0
CTD-2308B18.1	0
CTD-2308B18.2	0
CTD-2308B18.3	0
RP11-43D2.2	0
RP11-436H11.5	0
RP11-436H11.1	0.166621
RP11-284A20.3	0
RP11-284A20.2	0
RP11-284A20.1	0
RP11-257I8.2	0
RP11-257I8.1	0
RP11-508M8.1	0
HMGB1P22	0
RP11-395P13.7	0
RN7SKP117	0
RP11-395P13.4	0
RP11-756H20.1	0
CTC-394G3.1	0
CTC-394G3.2	0
RPSAP37	0
RP11-114J13.1	0
LINC02039	0
RP11-517I3.1	0.325387
RNU6-290P	0
RP11-395C3.1	0.171862
TEX43	0
BOLA3P3	0
HSPE1P10	0
RP11-434D11.4	0
RNU6-752P	0
LMNB1	2.32579
MARCH3	3.10515
C5orf63	1.10066
AC005915.1	0
MRPS5P3	0
CTB-88F18.2	0
CTB-88F18.4	0
CTB-88F18.3	0
CTB-88F18.5	0.312424
MEGF10	4.88408
CTD-2195M15.1	1.61776
CTD-2195M15.3	0.071653
HNRNPKP1	0.0848853
PRRC1	3.51107
CTD-2195M15.4	0
CTXN3	2.56252
CTC-548H10.2	0
CCDC192	0.128397
CUL1P1	0
CTC-228N24.2	0
KDELC1P1	0.0340099
FBN2	0.26627
Y_RNA	0
CTC-573M9.1	0
SLC27A6	1.63854
MIR4633	0
MIR4460	0
ADAMTS19-AS1	0.0729457
ADAMTS19	0.465551
CTC-575N7.1	0.0619847
KIAA1024L	0.211614
CHSY3	0.90922
RNU6ATAC10P	0
RNA5SP191	0
HSPA8P4	0.0521104
RNU7-53P	0
ARL2BPP4	0
AC005741.2	0
RP11-114H7.1	0
RP11-114H7.2	0
RP11-114H7.3	0
RP1-247F3.1	0.140847
RAPGEF6	4.85249
uc_338	0
FNIP1	4.97472
AC005593.2	0.261868
MEIKIN	0.241113
AC034228.4	0
AC034228.3	1.42708
AC034228.2	0
IL3	0
CSF2	0
snoZ6	0
AC063976.1	0
AC063976.2	0
AC063976.3	0
P4HA2-AS1	0
P4HA2	3.26664
AC063976.7	0.0742719
MIR6830	0
SLC22A4	3.16774
AC034220.3	3.6027
MIR3936	1.6232
C5orf56	1.88813
AC116366.5	0
Y_RNA	0.316493
AC116366.6	0.716924
IRF1	2.90528
IL5	0.0760496
TH2LCRR	0.18308
IL13	0.111471
IL4	0.0330552
AC004237.1	0.169294
CCNI2	2.14898
AC004775.5	0.19237
RNA5SP192	0
GDF9	1.07766
LEAP2	1.10156
AC010240.2	0.0259743
Y_RNA	0
