Name	Pancreas
MALL	0.241491
MIR4436B1	0
NPHP1	1.21619
AC092664.1	0
LINC00116	4.53994
RP11-1223D19.1	0
RP11-1223D19.2	0
MIR4436B2	0
RP11-1223D19.6	0.0138924
AC112229.6	0
AC112229.1	0.408609
LINC01106	1.84794
ZBTB45P2	0.0249047
GPAA1P2	0.533499
RP13-1039J1.2	0.030709
LIMS4	0.0582904
RP13-1039J1.3	0
AC108938.3	0
RGPD6	0.00368337
AC123886.2	0
AC114776.1	0
BUB1	0.0940469
AC114776.3	0
ACOXL	0.0343905
RPL5P9	0.133726
ACOXL-AS1	0.0269179
BCL2L11	4.21239
AC108463.1	0.0596938
MIR4435-2HG	0.691897
AC108463.2	0.146882
RP11-181E10.3	0.155291
AC068491.2	0
RP11-803D5.4	0
RPS14P4	0
MIR4435-2	0
RP11-803D5.1	0.0355728
AC068491.3	0
RP11-68E19.2	0
AC017002.1	0
AC017002.2	0.0297923
RP11-68E19.1	0
AC017002.4	0
AC093166.1	0
AC093166.2	0
AC093166.3	0
ANAPC1	2.00511
MIR4771-2	0
AC093166.4	0
EEF1E1P1	0.165834
RN7SL297P	0
AC104651.2	0
AC104651.3	0
FBLN7	0.266139
RP11-399B17.1	0.119356
ZC3H8	2.85934
ZC3H6	1.73423
NDUFB4P6	0.0713755
AC115115.4	0
RGPD8	0.540832
RP11-606M12.1	0
TTL	1.91429
POLR1B	4.04006
Y_RNA	0.527224
AC012442.6	0.406256
AC012442.5	0.880832
AC079922.2	0.265368
AC079922.3	1.09145
NT5DC4	0
CKAP2L	0.0267809
IL1A	0.0241518
IL1B	0.366828
RP11-67L14.1	0
XIAPP3	0
IL37	0
CDK8P2	0
IL36G	0
HMGN2P23	0
AC016724.6	0
IL36A	0
IL36B	0
IL36RN	0.0064873
IL1F10	0
RNU6-1180P	0
IL1RN	0.392051
AC016683.5	0
PAX8-AS1	1.71136
PAX8	0.396289
IGKV1OR2-108	0
AC016745.3	0
RP11-480C16.1	0
FOXD4L1	0.0461152
LINC01961	0
PGM5P4-AS1	0.163122
PGM5P4	1.04054
FAM138B	0.0875254
MIR1302-3	0
WASH2P	4.19408
DDX11L2	1.1951
RP11-395L14.18	0.407835
RPL23AP7	0.762685
RABL2A	2.38635
RP11-395L14.17	0.0442723
RP11-395L14.13	0
AC017074.1	0
AC017074.2	0.44128
RNU6-744P	0
MIR4782	0
AC024704.2	0
AC104653.1	0.0402707
RP11-141B14.1	0.0710892
RP11-141B14.2	0
LINC01191	0.204122
AC110769.3	0
U3	0
AC010982.2	0
SEPHS1P7	0
RNU2-41P	0
DPP10	1.68928
DPP10-AS3	0
DPP10-AS2	0
RPSAP23	0
RP11-338I24.1	0
AC062016.1	0
MTCYBP39	0
AC062016.3	0
MTND1P28	0
MTND2P21	0
MTCO1P43	0
RNU7-190P	0
AC092170.1	0
AC009312.1	0
AC009404.2	0.777243
HTR5BP	0.0418221
AC009303.3	0.0682442
AC009303.1	0.00759281
RP11-98C1.2	0
AC009303.2	0.291317
RN7SL111P	0
AC093901.1	0.165574
LINC01956	0.0497755
EN1	0.0152861
MARCO	0.232533
RP11-77A13.1	0
C1QL2	0.0292485
RN7SL468P	0
STEAP3-AS1	0.149118
C2orf76	3.0102
CFAP221	1.94665
TMEM177	2.08222
AC069154.4	0.0115941
PTPN4	1.45892
AC016691.2	0
Y_RNA	0
MTATP6P26	0.108564
MTCO3P43	0.0929103
MTND3P10	0
MTND4LP14	0
MTND4P26	0.0653893
MTND5P28	0.0684214
AC012363.4	0
AC012363.13	0
INHBB	1.81285
LINC01101	0
AC073257.2	0.128754
AC073257.1	0
Y_RNA	0
AC018866.1	0
GLI2	0.215374
RP11-297J22.1	0
Y_RNA	0
AC067960.1	0
AC079988.3	0
TFCP2L1	2.94682
AC013399.3	0
RP11-204L24.2	0.175598
RNU4ATAC	0.220906
Y_RNA	0
NIFK-AS1	1.5769
RPL12P15	0.0583674
RP11-416H1.2	0
NPM1P32	0.135684
RP11-416H1.1	0
LINC01823	0
AC062020.2	0
LINC01826	0
AC073409.1	0
AC092646.1	0
AC092646.2	0
RP11-329A6.1	0
RN7SKP102	0
AC079154.1	0
CNTNAP5	0.00972003
MTND5P22	0
RP11-56O18.1	0
RNA5SP102	0
RNU6-259P	0
LINC01889	0
AC097499.2	0
LINC01941	0
AC023347.1	0
AC023347.2	0
YWHAZP2	0.0223865
AC013474.4	0.0857943
RNU6-675P	0
AC114783.1	0
RNU7-182P	0
RP11-521O16.1	0.0322441
RP11-521O16.2	0
NIFKP9	0
CYP27C1	0.0690555
AC110926.4	0
MAP3K2	4.82135
RNU6-1147P	0
AC068282.3	0.0478506
PROC	0.154394
MIR4783	0
AC010976.2	0.296208
RNU4-48P	0
MYO7B	0.300966
RP11-286H15.1	1.88458
LIMS2	4.38319
GPR17	0.732592
RNY4P7	0
Y_RNA	0
RP5-935K16.2	0.0324558
POLR2D	4.34176
Metazoa_SRP	0.116132
RP11-395A13.2	2.54562
AC012306.2	0
AC108059.1	0
Y_RNA	0
AC108059.4	0
AC108059.2	0
DYNLT3P2	0.0679095
AC017079.3	0
AC017079.4	0
Y_RNA	0
RNA5SP103	0
ISCA1P6	0
AC012451.1	0
AC068483.1	0
LINC01854	0
AC019050.1	0
AC079776.1	0.09109
PLAC9P1	0.0912772
LINC01856	0
AC079776.4	0
RAB6C-AS1	0.0370705
RAB6C	0.0239663
FAR2P1	0.213622
AC079776.6	0
AC018865.5	0
ARHGAP42P2	0
KLF2P1	0.233082
CYP4F27P	0
POTEF	0.00536627
AC018865.11	0
AC018804.3	0
RNU6-1049P	0
MED15P9	0
CCDC74B	0.356123
TUBA3E	0.0347873
AC018804.6	0.214793
RHOQP3	0
NOC2LP1	0.149065
AC134915.1	0
MED15P5	0
MTND1P29	0
MTND2P22	0
MTCO1P7	0
MTCO2P7	0
MTATP6P7	0
MTCO3P7	0
RP11-803A13.2	0
RP11-803A13.3	0
MTND4P27	0
MTND5P29	0
MTND6P8	0
MTCYBP8	0
AC068137.13	0
RP11-803A13.1	0
AC132479.4	0
FAR2P2	1.0014
KLF2P2	0.105628
CYP4F62P	0.0181795
POTEI	0.013465
RNU6-473P	0
AC013269.3	0
Metazoa_SRP	0
CFC1B	0
AC013269.4	0
AC013269.5	0
TISP43	0
AC140481.4	0
CFC1	1.54256
Metazoa_SRP	0
POTEJ	0.0183763
RNU6-848P	0
CYP4F30P	0.0150964
FAR2P3	0.271697
KLF2P3	0.0386722
GPR148	0.0848038
AC140481.8	0
AMER3	0.461095
CYCSP8	0
AC133785.1	0.460964
NEK2P4	0
AC009477.7	0
NF1P8	0
MED15P8	0
POTEE	0.0134475
RNU6-127P	0
FAR2P4	0.0107746
KLF2P4	0.0926913
ARHGAP42P1	0
AC073869.2	0
WTH3DI	0.0197513
RP11-109E12.5	0
MTCYBP10	0
MTND6P10	0
MTND5P23	0
MTND4P21	0
RP11-109E12.7	0
RP11-109E12.6	0
MTCO3P18	0
MTATP6P4	0
MTCO2P18	0
MTCO1P18	0
MTND2P18	0
MTND1P26	0
MED15P3	0
RP11-109E12.4	0
LINC01120	0
GNAQP1	0
NOC2LP2	0.0281882
RHOQP2	0
RP11-109E12.1	0.104194
TUBA3D	0.222054
MIR4784	0
CCDC74A	1.02029
MED15P4	0
POTEKP	0.0542332
RNU6-617P	0
RP11-433A19.2	0
LINC01087	0.0447481
GRAMD4P8	0
C2orf27A	1.172
AC093724.2	1.11547
C2orf27B	0.669099
RP11-788A1.1	0
AC103564.7	0
AC103564.6	0
AJ239322.3	0
AJ239322.1	0
LINC01945	0
AC093787.1	0
RP11-629P16.1	0
AC098826.4	0
AC098826.5	0
ANKRD30BL	0
RNA5-8SP5	0
MIR663B	0
CDC27P1	0
AC097532.2	0
ZNF806	0
RP11-725P16.2	0.0350762
FAM201B	0
RNU6-175P	0
GPR39	1.27392
YBX1P7	0
RN7SKP103	0
LYPD1	0.894593
AC010974.3	0
NCKAP5	0.0929243
AC016909.2	0
AC016909.1	0
RP11-575M22.1	0
AC010890.1	0
RNU6-579P	0
RN7SKP154	0
NCKAP5-IT1	0
AC011243.1	0
RN7SKP93	0
MIR3679	0
RNA5SP104	0
EDDM3CP	0
CCNT2-AS1	0.878172
VDAC2P4	0
AC110620.1	0
ACMSD	0.230628
MIR5590	0
MAP3K19	0.00962122
SNORA40	0
ZRANB3	0.706201
AC064850.4	0
R3HDM1	3.99636
RNU6-512P	0
MIR128-1	0
LCT	0.00431005
Y_RNA	0
AC011893.3	0
MCM6	2.72103
AC011999.1	0
DARS-AS1	0.136908
AC068492.1	0
CXCR4	3.17112
HNRNPKP2	0.0743419
RP11-1193F23.1	0
UBBP1	0.0735175
RN7SKP141	0
SMC4P1	0
THSD7B	0.0171034
RNA5SP105	0
Y_RNA	0
LINC01832	0
AC097523.1	0.05929
YWHAEP5	0.0370739
AC097523.3	0
AC097721.1	0
AC097721.2	0.132646
AC114763.1	0
SPOPL	3.24167
AC092620.2	0
RP11-231E19.1	0.0233681
AC092620.3	0
NXPH2	0
RN7SKP286	0
YY1P2	0
AHCYP4	0
AC062021.1	0
AC016710.1	0
SNORA72	0
MRPS18BP2	0
AC012497.2	0
AC078851.1	0
RN7SL283P	0
LINC01853	0
MTCO1P44	0
MTND2P19	0
MTND1P27	0
LRP1B	0.0394997
uc_338	0
MIR7157	0
AC117947.1	0
AC010740.1	0
Y_RNA	0
RNU6-904P	0
AC068287.1	0
AC078882.1	0
UBE2V1P14	0
AC013444.1	0
KYNU	0.0480282
RP11-470B22.1	0
ARHGAP15	0.223205
MTCYBP11	0
MTND6P11	0
MTND5P24	0
MTND4P22	0
MTND4LP12	0
MTND3P9	0
MTCO3P5	0
RP11-190J23.2	0
MTCO2P5	0
RP11-190J23.1	0
AC096558.1	0
RP11-570L15.2	0
RP11-570L15.1	0
AC079584.3	0
AC092652.1	0
RP11-434H14.1	0
CTD-2252P21.1	0
AC079584.2	0
Y_RNA	0
AC016910.1	0.0285829
GTDC1	0.829635
ZEB2	0.867627
RP11-107E5.4	0
RP11-107E5.3	0
ZEB2-AS1	0.0312208
LINC01412	0
TEX41	0.0120764
AC023128.1	0
VIS1	0
AC023128.2	0
LINC01966	0
AC064865.1	0
RPL6P5	0
AC092484.1	0
AC079163.1	0
AC079248.1	0
RP11-24J11.1	0
AC062031.1	0
RNU7-2P	0
RPL17P12	0
AC093084.1	0
PABPC1P2	0
RP11-638D14.1	0
LINC01911	0
AC062032.1	0
RNU6-692P	0
Y_RNA	0
RNU6-715P	0
RNA5SP106	0
AC009480.4	0
ACVR2A	2.69029
RNU6-1275P	0
AC009480.3	0
ORC4	3.14433
MBD5	0.42445
RP11-567F11.1	0.308858
RP11-567F11.2	0.0702712
SNORA48	0
AC019070.1	0
RPS29P8	0
EPC2	4.17552
RNU2-9P	0
UBBP3	0
AC105402.4	0
AC105402.2	0
AC105402.3	0
KIF5C	0.82577
LYPD6B	2.03954
TXNP5	0
FAM8A3P	0
LYPD6	0.882363
AC007394.3	0
AC144449.1	0
RNU6-601P	0
LINC01931	0
LINC01818	0
LINC01817	0
RND3	2.75232
LINC01920	0
AC104777.3	0
AC104777.1	0
AC104777.4	0
AC023469.2	0
AC023469.1	0
AC018731.3	0
FABP5P10	0
RBM43	1.80007
NMI	4.63805
TNFAIP6	0.15365
RN7SL124P	0
RIF1	3.06974
NEB	0.141978
ARL5A	4.0687
CACNB4	0.143204
AC079790.2	0
RPL30P2	0.137585
Y_RNA	0
AC012066.1	0.0360896
RP11-17G11.1	0
ARL6IP6	2.94821
AC009969.1	0
UBQLN4P2	0
ATP5F1P4	0
AC011901.2	0
AC079150.2	0
LINC01850	0
RPL23AP29	0
AC012501.3	0
AC012501.2	0
SNORD56	0
RPRM	0.0410393
DNAJA1P2	0
GALNT13	0.0927482
PHBP4	0
AC009227.2	0
AC009227.3	0
RNA5SP107	0
AC061961.2	0.230938
KCNJ3	0.515077
CBX3P6	0
AC092625.1	0
RNU6-1001P	0
MTCO1P45	0
MTND2P20	0
ATP5A1P2	0
MTND4P28	0
MTND5P30	0
MTND6P9	0
MTCYBP9	0
RNU6-546P	0
LINC01876	0.406926
AC073551.1	0
RP11-605B16.1	0.217044
NR4A2	3.58974
GPD2	3.71009
LINC01958	0
RPLP0P7	0
CDK7P1	0
GALNT5	0.0234175
RN7SKP281	0
ERMN	0.124943
FAM133DP	0.0373154
CYTIP	1.15313
ACVR1C	0.456699
AC019186.1	0.201642
ACVR1	4.8914
UPP2	0.0150714
RP11-546J1.1	0.385704
RNU6-436P	0
RP11-1152H14.1	0.183514
AC005539.2	0
RNU6-932P	0
PTP4A1P1	0
UPP2-IT1	0
CCDC148-AS1	0
CCDC148	0.154137
HNRNPDLP2	0
RN7SL393P	0
AC005042.2	0
PKP4-AS1	0.213075
AC005042.5	0
AC005042.3	0
DAPL1	3.4754
OR7E89P	0
OR7E28P	0.119788
OR7E90P	0
RNU2-21P	0
BTF3L4P2	0.221901
RNU6-580P	0
GSTM3P2	0
MIR6888	0
WDSUB1	4.67549
BAZ2B	3.62366
AC008277.1	0.0304994
RP11-311B14.1	0
Y_RNA	0
AC009506.1	1.66998
AC009961.3	0.141727
AC009961.2	0.0433599
LY75	0.598469
AC009961.5	0
PLA2R1	0.271769
ITGB6	2.17419
RBMS1	4.80343
RP11-20F18.1	0
RN7SL423P	0
AC009313.2	0
AC009313.1	0
TANK	4.78264
AC009299.2	0.0795999
LINC01806	0.771839
AC009299.4	0
AC009299.5	0.252112
RNA5SP108	0
TBR1	0
AC009487.4	0
SLC4A10	0.183514
AC009487.5	0
RP11-334E15.1	0
AC009487.6	0.0458302
snoU13	0
AC062022.1	0
KRT18P46	0
RPEP5	0
DPP4	1.14088
AC008063.2	0
TIMM8AP1	0
EIF3EP2	0
AC008063.3	0
AC007750.5	0.0661105
FAP	0.981811
IFIH1	4.27637
KCNH7	0.0153732
RNA5SP109	0
AC007740.1	0
RPL7P61	0
RNU6-627P	0
FIGN	2.00951
AC092684.1	0
PRPS1P1	0
CYP2C56P	0
RP11-452N17.1	0.762579
AC019181.3	1.24235
SNORA70F	0.746666
AC013463.2	0.328531
RNA5SP110	0
RNA5SP111	0.256247
SLC38A11	1.17207
SCN3A	0.15283
SCN2A	0.055169
MAPRE1P3	0
CSRNP3	0.441482
AC009495.2	0.523203
AC009495.4	0.369442
AC009495.3	0.481456
TTC21B	3.51095
TTC21B-AS1	0.0186977
AC010127.3	0.0163553
SCN1A	0.0131317
Y_RNA	0
RN7SKP152	0
SCN9A	1.28396
SCN7A	1.83414
RP11-646I19.1	0
XIRP2	0.017974
AC092601.1	0
XIRP2-AS1	0
AC074363.1	0
RNU7-148P	0
CTAGE14P	0
AC016723.4	0
B3GALT1	0.212739
AC067940.1	0
RN7SL813P	0
CERS6	2.49161
MIR4774	0
RNU6-766P	0
CERS6-AS1	0
SPC25	0.545275
ABCB11	0.00652129
DHRS9	0.0588064
AC007556.3	0
UBE2V1P6	0
LRP2	0.00254352
BBS5	3.48692
KLHL41	0.625339
FASTKD1	4.06737
AC093899.3	0
CCDC173	0.325011
AC016772.4	0
PHOSPHO2	2.64969
SNORA51	0
KLHL23	1.52991
PTCHD3P2	0
AC009967.3	0
AC092641.2	0.234708
RNU6-1006P	0
MYO3B	0.211727
AC012594.1	0
HMGB1P4	0
AC007277.3	0.0210893
uc_338	0
LINC01124	0.169069
SP5	0.236119
AC007405.4	0.146984
EIF2S2P4	0.222012
AC007405.6	2.10721
Y_RNA	0
ERICH2	2.11765
GAD1	0.116501
AC007405.8	0
METTL8	1.01046
AC008065.1	0
DCAF17	3.34164
DAP3P2	0.0364719
AC007969.4	0
RPL21P38	0
SLC25A12	2.39953
RNU6-182P	0
METAP1D	4.79142
DLX1	0.0388266
DLX2	0
DLX2-AS1	0
AC104088.1	0.138711
RP11-227L6.1	0
AC078883.4	0
AC078883.3	0.084881
AC093818.1	1.543
PDK1	1.08793
Y_RNA	0
AC018712.2	0
RAPGEF4-AS1	0
snoU13	0
RAPGEF4	1.92566
ALDH7A1P2	0
MAP3K20	2.40681
MAP3K20-AS1	0.0542504
RP11-1O7.1	0
AC092573.2	0
CDCA7	1.06879
AC073465.1	0
AC073465.2	0
AC073465.3	0
AC013410.1	0
AC013410.2	0
RP11-796E10.1	0
RPL5P7	0
AC106900.6	0
RP11-394I13.2	0.481092
RP11-394I13.3	0
LINC01960	0
RPSAP24	0
RP11-451F14.1	0
RN7SL65P	0
Y_RNA	0
AC013467.1	0
HNRNPA1P39	0
LINC01305	0.0173296
RP11-572N21.1	0
SP9	0
SCRN3	3.67394
AC010894.3	0.375966
AC010894.4	0
RP11-483E17.1	0
AC018890.6	0.00987124
RNU6-5P	0
WIPF1	1.79025
AC010894.5	0
CHRNA1	0.0140255
CHN1	1.09159
RNU6-763P	0
RNU6-1290P	0
RP11-6C10.1	0
uc_338	0.142247
MIR933	0
AC096649.2	0
AC096649.3	0
EXTL2P1	0
AC016751.3	0
AC016751.2	0
LNPK	2.08355
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	0
HOXD-AS2	0.0418743
HOXD9	0.203766
HOXD8	0.364749
HOXD3	0.125957
MIR10B	0
HOXD4	0.429115
RP11-387A1.5	0
HAGLR	0.430347
HAGLROS	0.207429
HOXD1	0.0879744
RP11-387A1.6	0
RPSAP25	0
AC073069.2	0
AC017048.1	0
AC017048.2	0
MIR1246	0
RP11-324L17.1	0.0399308
LINC01116	0.254259
LINC01117	0
RNU6ATAC14P	0
AC092162.1	0
FUCA1P1	0
AC092162.2	0
RP11-632P5.1	0.0284795
AC073636.1	0
RNU6-187P	0
AC079305.11	0
RNA5SP112	0
AC079305.8	0
AC079305.5	0
Y_RNA	0
KRT8P40	0
DNAJC19P5	0.811666
MIR3128	0
AC079305.10	0.195736
AC074286.1	0.3577
RP11-337N6.2	0.0590185
RP11-337N6.1	0.0520273
MIR6512	0
RP11-337N6.3	0.60318
AC019080.1	0
snoU13	0
TTC30B	1.45887
AC073834.3	0
TTC30A	1.32053
PDE11A	0.587145
AC012499.1	0
AC011998.1	0
API5P2	0
AC011998.2	0
RNU6-629P	0
CYCTP	0
AC011998.4	0
RBM45	2.5708
RNU5E-9P	0
OSBPL6	0.250511
AC009948.5	2.76786
DFNB59	1.27274
AC009948.7	0.200875
FKBP7	1.27884
PLEKHA3	1.26844
TTN-AS1	0.448253
TTN	0.550986
RP11-65L3.4	0.190854
RP11-65L3.2	0.311907
RP11-65L3.3	0.0137976
RP11-171I2.5	0
RP11-171I2.2	0.34979
RP11-171I2.4	0.561816
RP11-171I2.3	0.256376
RP11-171I2.1	0.00987152
CCDC141	0.725584
RNU7-104P	0
RPS6P2	0
SESTD1	2.95426
AC093911.1	0
AC068042.1	0
ZNF385B	0.0950487
AC092642.1	0
MIR1258	0
SNORA43	0
RP11-512G4.1	0
AC009478.1	0
SCHLAP1	0
RP11-739A13.1	0
FTH1P20	1.57981
AC104076.2	0
AC104076.3	0
AC068196.1	0
LINC01934	0
MIR4437	0
AC020595.1	0
ITGA4	0.31735
CERKL	0.416087
NEUROD1	1.69207
AC013733.3	0
AC013733.4	0
SAP18P2	0
RNU6ATAC19P	0
RP11-366L5.1	1.0406
PPP1R1C	0.139198
KRT18P29	0
RNA5SP113	0
PDE1A	0.549234
RN7SL267P	0
Y_RNA	0
FRZB	1.571
RNU6-1122P	0
Y_RNA	0
SNORA77	0
KRT8P10	0.0459971
DUSP19	0.641728
AC064871.3	0
NUP35	4.70346
RP11-438L19.1	0.541587
LIN28AP1	0
CACYBPP2	0.172803
AC093639.1	0
MIR548AE1	0
RP11-363K21.1	0.0208716
ZNF804A	0.0155474
RPL23AP33	0
AC080125.1	0
U8	0
AC007966.1	0.0723551
FSIP2	0.105173
FSIP2-AS1	0.19132
RPL21P32	0.122259
LINC01473	0.32709
AC104058.1	0
RPL23AP35	0
RP11-410E4.1	0.110638
MED28P3	0.0653811
DPRXP1	0
AC017101.10	0
FAM171B	0.469977
ZSWIM2	0
AC018735.1	0
RN7SKP42	0
AC007319.1	0.348978
RNU6-989P	0
CALCRL	1.43695
GAPDHP59	0
TFPI	4.91944
LINC01090	0.0292004
ST13P2	0
AC104131.1	0
RNA5SP114	0
GULP1	2.53051
MIR561	0
AC079613.1	0
DIRC1	0
MIR3606	0
COL5A2	3.29449
AC133106.2	0
MIR3129	0
KRT18P19	0
AC013439.4	0
RP11-88L20.1	0
ANKAR	1.10584
OSGEPL1	2.43
RP11-455J20.3	0.407567
OSGEPL1-AS1	0.631752
PMS1	3.87864
C2orf88	3.88307
AC019178.3	0
HNRNPCP2	1.09044
AC019178.2	0
MSTN	0.166998
RP11-647K16.1	0.176612
NEMP2	0.703004
AC093388.3	0.243876
RN7SKP179	0
RP11-284E5.1	0.0848359
AC006460.2	0
AC005540.3	0.0910941
AC067945.3	0
AC067945.2	0
AC067945.4	0
STAT4	0.903685
RNU6-959P	0
RP11-317J9.1	0.196696
HMGB1P27	0.0361821
AC092614.2	0.411085
RNU6-1045P	0
NABP1	1.15557
uc_338	0
AC098872.3	0
SDPR	3.64935
DNAJB1P1	0
AC098617.1	0
TMEFF2	0.0120713
AC013401.1	0
AC013401.2	0
PCGEM1	0
RPS17P8	0
AC092638.1	0
AC092638.2	0
AC074290.1	0
RP11-764E7.1	0
AC068135.1	0
GLULP6	0
HNRNPA1P47	0
LINC01821	0
AC106883.1	0
Metazoa_SRP	0
SNORD59	0
LINC01790	0
AC010983.1	0
AC064834.1	0
RP11-762E8.1	0
RNU6-169P	0
LINC01825	0
LINC01827	0
SLC39A10	3.20635
AHCYP5	0
RNU6-915P	0
DNAH7	0.610671
E2F3P2	0.092051
AC114760.1	0
STK17B	2.55947
RP11-347P5.1	0.0773884
HECW2	0.387393
AC020571.3	0.0364621
RN7SL820P	0
RP11-369J9.1	0
CCDC150	0.0992325
SCARNA16	0
C2orf66	0.259894
RP11-84A12.1	0
PGAP1	2.6933
ANKRD44	1.03713
HNRNPA3P15	0
AC017035.2	0
AC013264.2	0
ANKRD44-IT1	0
ATP5G2P3	0
AC010746.3	0
NPM1P46	0.089317
SNORA4	0
RNU6-1029P	0
AC020550.7	0
RFTN2	0.625547
AC011997.1	0
MARS2	3.26631
BOLL	0
PLCL1	0.224232
AC109589.1	0
LINC01923	0
AC019330.1	0
AC018717.1	0
AC018717.2	0
RNU7-147P	0
SATB2	1.46804
RP11-486F17.1	0
SATB2-AS1	0.0100038
LINC01877	0
SEPHS1P6	0.0160365
FTCDNL1	0.730439
AC073043.1	0.00536628
AC108032.1	0
RN7SL717P	0
C2orf69	4.14398
TYW5	3.10758
RNY4P34	0
SGO2	0.25067
AOX3P	0.0919069
LINC01792	0
AOX2P	0
RNU1-133P	0
AC007163.6	0
RNU6-31P	0
BICD1P1	0
RNA5SP115	0
Y_RNA	0.480414
RNU6-312P	1.02394
RNU6-762P	0.22792
AC005037.3	0
FAM126B	2.24612
HNRNPA1P35	0.101276
RPL23AP30	0
RNU6-1206P	0
Metazoa_SRP	0
RP11-13J8.1	0.0316139
RPL17P10	0
IMPDH1P10	0
CFLAR-AS1	0.167761
RNU7-45P	0
AC007283.4	0.198805
CASP10	2.74546
MTND5P25	0.0495672
MTND4P23	0.0917639
MTND4LP13	0
CASP8	2.12447
ALS2CR12	0.316562
AC007256.5	0.0452001
Y_RNA	0
ALS2CR11	0.0372791
MTCO2P16	0
MTATP6P16	0
MTCO3P16	0
MTND3P16	0
MTND4LP16	0
MTND4P29	0
MTND5P31	0
TMEM237	1.91895
MPP4	0.0369845
RNU6-651P	0
ALS2	2.93055
AC007279.2	0.16933
CDK15	0.0576553
Y_RNA	0
UBE2V1P11	0
RNU6-440P	0
RP11-107N15.1	0.0831379
FZD7	1.06637
KIAA2012	0.00743793
AC079354.3	0
AC079354.5	0
PSMA2P3	0
DAZAP2P1	0
AC079354.6	0
SNORD70	0
SNORD70	0
SNORD11B	0
SNORD11	0
RN7SL753P	0
AC064836.3	0.219808
RP11-686O6.1	0.19675
RN7SL40P	0.0964945
RP11-686O6.2	0.974441
BMPR2	3.63464
RP11-27M5.1	0
AC073410.1	0.117659
MTCO1P17	0
MTCO2P17	0
MTATP6P17	0
MTCO3P17	0
MTND3P17	0
MTND4LP17	0
MTND4P30	0
MTCO1P54	0
FAM117B	2.59181
ICA1L	1.11961
KRT8P15	0.0255977
WDR12	2.12424
CARF	1.59958
AC010900.2	0
RP11-544H14.1	0
NBEAL1	0.969372
RPL7P14	0
SNORA1	0
AC023271.1	0.0554303
RPL23AP36	0
CYP20A1	4.32716
RN7SL670P	0
MRPL50P2	0
ABI2	2.10751
RP11-363J17.1	0
RAPH1	0.964481
AC125238.2	0
AC125238.3	0
CD28	0.0462957
KRT18P39	0
NPM1P33	0
RNU6-474P	0
CTLA4	0.0538942
ICOS	0.0272217
AC009965.1	0
AC009965.2	0
AC009498.1	0
DSTNP5	0
AC106901.1	0
AC016903.1	0
AC016903.2	0
PARD3B	1.65716
AC008171.1	0
NRP2	0.440761
AC007362.3	0
RN7SKP178	0
AC007679.1	0
AC007679.3	0
INO80D	2.95521
Vault	0
Y_RNA	0
AC007679.4	0
AC007383.3	1.12385
uc_338	2.13726
snoZ196	0
SNORD51	0
SNORA41	2.08619
GPR1	0.0142548
GPR1-AS	0
RN7SKP200	0
AC007383.6	0
HMGN1P6	0
RN7SKP260	0
ZDBF2	3.55041
AC017081.2	0
HNRNPA1P51	0
ADAM23	0.207981
AC010731.2	0
AC010731.3	0
AC010731.4	0
DYTN	0
AC010731.6	0
Y_RNA	0
MDH1B	0.743492
RP11-95H11.1	0
AC008269.2	0.0581812
CPO	0.437566
KLF7	2.1202
MIR2355	0
KLF7-IT1	0.0882389
MIR7845	0
AC007879.1	0
AC007879.2	0.0469778
AC007879.4	0
AC007879.3	0
MYOSLID	0.0337615
AC007879.5	0
LINC01802	0
MIR1302-4	0
CREB1	3.6041
METTL21A	1.29837
RPS29P9	0
LINC01857	0
RNU6-664P	0
PPP1R14BP2	0
Y_RNA	0
PLEKHM3	1.55134
AC083900.1	0.163001
RNU6-360P	0
AC093698.1	0
RNA5SP116	0
RPL12P17	0.0683947
CRYGEP	0
CRYGD	0
CRYGC	0
AC093698.4	0
CRYGB	0
CRYGA	0
C2orf80	0
RPSAP27	0
TPT1P2	0
IDH1-AS1	0.419563
MYL6BP1	0
PTH2R	0.287694
AC012362.3	0
AC019185.2	0
AC019185.4	0
AC019185.3	0
RNA5SP117	0
HSPA8P6	0
CRYGFP	0
MEAF6P1	0
PKP4P1	0.0241088
MAP2	3.05984
RNA5SP118	0.225623
UNC80	0.392902
SNAI1P1	0
RP11-260M2.1	1.34704
AC007038.7	1.20122
AC006994.1	0.23055
AC006994.2	0.323137
Y_RNA	0
MYL1	0.157564
LANCL1-AS1	0.116461
CPS1	0.46675
CPS1-IT1	0
RP11-212J19.1	0
AC013404.1	0
ERBB4	0.323239
RNA5SP119	0
MTND2P23	0
MTCO1P46	0
MIR548F2	0
AC079610.1	0
LINC01878	0
PCED1CP	0
AC108066.1	0
IKZF2	0.77859
RP11-105N14.1	0.509
LINC01953	0
RP11-105N14.2	0
AC079610.2	0.0479722
SPAG16	1.56217
MIR4438	0
AC107218.3	0
RPL5P8	0
VWC2L	0.0150613
VWC2L-IT1	0
ENSAP3	0
BARD1	0.995864
AC072062.1	0.0301953
SNORA70	0
RPL10P6	2.51123
ABCA12	0.00742049
AC072062.3	0
AC073284.4	0
AC012462.1	0
AC012462.2	0
AC012462.3	0
AC012668.1	0
AC012668.2	0
AC012668.3	0
LINC00607	0.0161396
LINC01614	0
AC093850.1	0
AC122136.2	0
AC093382.1	0
MREG	1.2105
PECR	1.8109
TMEM169	0.164094
POLHP1	0
