Name	Cells - Cultured fibroblasts
HELT	0
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	0.870013
RP11-714G18.1	0.432368
Y_RNA	0
C4orf47	1.56287
CCDC110	0.209246
RP11-279O9.4	0.564443
PDLIM3	0.547847
SORBS2	1.03522
RP11-301L8.2	0.0723786
RP11-626E13.1	0
Y_RNA	0
RP11-45I20.1	0
RNU4-64P	0
TLR3	3.64136
FAM149A	0.798752
SNORA31	0
RPSAP70	0.749719
ORAOV1P1	0
FLJ38576	0.144026
KLKB1	0.12256
F11	0
F11-AS1	0.0207661
SLC25A5P6	0
RNU6-1055P	0
MTNR1A	0
RP11-11N5.1	0.937497
RP11-11N5.3	0.655852
MRPS36P2	0
RP11-217E13.1	0
RP11-696F12.1	0.0909698
RP11-308K2.1	0
RP11-138B4.1	0
RP11-91J3.2	0
RP11-91J3.3	0
RP11-91J3.1	0
RP11-237D3.1	0
RP11-565A3.2	0
RP11-565A3.1	0
ADAM20P3	0
RP11-713C19.2	0
ZFP42	0
TRIML2	0.0370758
RP11-713C19.1	0
RNU6-173P	0
TRIML1	0
RP11-366H4.3	0
RP11-366H4.1	0
RP11-219G10.1	0.183658
ICE2P1	0
LINC01060	0.25431
RP11-756P10.1	0
RP11-756P10.7	0
RNU7-192P	0
RP11-756P10.3	0.989448
RP11-756P10.6	4.67004
RP11-756P10.4	0
RP11-756P10.5	0
RP11-756P10.2	0
RP11-818C3.1	0
RP11-706F1.1	0
RP11-706F1.2	0
HSP90AA4P	0.0493723
LINC01262	0
RP11-462G22.2	0
RNU1-51P	0
AF146191.4	0.216053
LINC01596	0
MLLT10P2	0
AF146191.8	0
TUBB7P	0
RNA5SP174	0
RNA5SP175	0
DUX4L9	0
FRG2	0
RARRES2P4	0
AGGF1P1	0
CLUHP4	0
DBET	0
DUX4L8	0
DUX4L7	0
DUX4L6	0
DUX4L5	0
DUX4L4	0
DUX4L1	0
DUX4L3	0
DUX4L2	0
DUX4	0
RPL23AP84	0
RP11-811I15.1	0
PLEKHG4B	0.113834
Y_RNA	0
LRRC14B	0
CTD-2083E4.7	0
CTD-2083E4.6	0.87227
CTD-2083E4.5	0.639123
CTD-2228K2.2	0
CTD-2228K2.1	1.00621
SLC9A3	0.733537
RP11-310P5.2	0
MIR4456	0
RP11-310P5.1	0
CEP72	2.51264
TPPP	0.250049
CTD-2589H19.6	0.3815
ZDHHC11B	0.0365233
BRD9P2	0
ZDHHC11	0.21764
SPCS2P3	0
RP11-661C8.2	0
RP11-661C8.3	0
RP11-43F13.3	0.132841
RP11-43F13.4	0.0412995
NKD2	0.244166
MIR4635	0
CTD-3080P12.3	0
SLC6A19	0
SLC6A18	0
TERT	0
MIR4457	0
LINC01511	0
MTCO2P32	0
RP11-325I22.3	0
SLC6A3	0
MIR6075	0
CTD-2245E15.3	0
CTD-2012J19.3	0.840141
CTD-2012J19.2	0.517852
CTD-2012J19.1	0.450714
MIR4277	0
CTD-2587M23.1	0
CTD-2194D22.1	0
LINC02116	0
CTD-2194D22.5	0
IRX4	0.068349
CTD-2194D22.3	0
CTD-2194D22.4	0
RP11-259O2.1	0
RP11-259O2.2	0
RP11-259O2.3	0
Y_RNA	0
RP11-24P24.1	0
LSINCT5	0
RP11-129I19.2	0
RP11-692C23.1	0
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0
LINC01019	0
LINC02162	0
LINC01017	0
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0
ADAMTS16	0.0901447
CTD-2297D10.1	0
ALG3P1	0
MTCO1P30	0.101141
MTCO2P30	0
MTCO1P31	0.0845895
CTC-471C19.1	0
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	0.0108792
UBE2QL1	0.0326923
CTD-2195M18.2	0
LINC01018	0
LINC02102	0.166373
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
ADCY2	0.0257036
RP11-711G10.1	0
C5orf49	0.103654
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0
RP11-480D4.5	0
RP11-480D4.2	0.0806552
RP11-480D4.6	0.117991
MIR4458HG	2.64861
RP11-480D4.4	0
RP11-480D4.7	0.318423
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0
RP11-315A16.4	0
LINC02199	0.0518076
RP11-143A12.1	0
CTD-2215L10.1	0
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0
CTD-2201E9.2	0
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.267104
CTD-2256P15.1	0.110055
CTD-2256P15.4	0.100459
CTD-2256P15.5	0
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0
CTD-2256P15.2	1.78285
ROPN1L-AS1	0
ROPN1L	0.291825
MIR6131	0
LINC01513	0
RPL30P7	0
RP11-1C1.6	0
LINC02212	0
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B-AS1	0
RP11-215G15.4	0.0617427
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0
CTD-2154B17.1	0
CTNND2	0.036081
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0
DNAH5	0.311886
CTB-51A17.1	0
FAM105A	0.348001
CTD-2165H16.3	0
CCT6P2	0.0505811
CTD-2165H16.4	0.4527
RBBP4P1	0.270974
MIR4637	0
CTB-40H15.4	0.280193
UQCRBP3	0.101394
HNRNPKP5	0.130781
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0.0339146
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0
RP1-167G20.2	0
FAM134B	0.846353
RP11-260E18.1	0
CTC-461F20.1	0
Y_RNA	0
RNA5SP179	0
RPS26P28	0.10577
RNU6-660P	0
CTD-2228A4.1	0
Y_RNA	0
AC091878.1	0.121115
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	2.06178
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0
RPL36AP21	0.0489905
SNORD81	0
RN7SL58P	0
LINC02100	0
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0.210788
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0
GUSBP1	2.0189
RP11-823P9.3	0.0580401
RP11-823P9.4	0
RP11-360I2.1	0.138712
RP11-804N13.1	0
CDH12	0
HSPD1P1	0.433017
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
CTD-2234B20.1	0
CTD-2272G21.3	0
Y_RNA	0
CTD-2272G21.2	0
CTD-2272G21.1	0
PRDM9	0
CTD-2351A8.1	0
RP11-197O8.1	0
C5orf17	0.162122
SNORA40	0
CTD-2138O14.1	0
Y_RNA	0
CTD-2015B23.2	0.0777952
CTD-2074D8.1	0
Metazoa_SRP	0
CDH10	0.3474
RP11-116O11.1	0
RP11-116O11.2	0
RP11-12P19.2	0
BTG4P1	0
SNORD29	0
RP11-730N24.1	0
RP11-730N24.2	0
Y_RNA	0
RP11-549K20.1	0
LINC02211	0
RP11-192H6.2	0
RP11-184E9.2	0
RP11-184E9.3	0
CTD-2306M5.1	0
RP11-184E9.4	0
RNU6-374P	0
CTD-2026A21.1	0
MSNP1	0.378898
RNU4-43P	0
RP11-351N6.1	0
CTD-2533K21.3	0
CTD-2533K21.2	0
CTD-2533K21.1	0
CTD-2533K21.4	0
CCNB3P1	0
CDH9	0
RNU6-738P	0
CTD-3007L5.1	0
LINC01021	1.31262
RP11-560A7.1	0
LINC02103	0
RNU6-909P	0
CTD-2134P3.1	0
CTD-2134P3.2	0
CTD-2269E23.3	0
LSP1P3	0
CTD-2269E23.2	0
CTD-2269E23.4	0
SUCLG2P4	0
SNORA18	0
RP11-42L13.2	0
RP11-42L13.3	0
LINC02109	0
LINC02064	0
CTD-2345H1.1	0
UBL5P1	0
CTD-2011G17.1	0
CTD-2057J6.2	0
CTD-2057J6.1	0
RN7SKP207	0
CTD-2351A16.1	0
HPRT1P2	0
RP11-136H13.2	0
RPL19P11	0
CTD-2127O16.2	0
RP11-152K4.2	0
CDH6	0.0231632
DUX4L51	0
Y_RNA	0
CTD-2008E3.1	0.371949
RNU6-363P	0
PDZD2	0.150955
RP11-5N11.2	0
RP11-5N11.1	0
RP11-5N11.3	0
RP11-5N11.4	0
RP11-5N11.5	0
RP11-5N11.6	0
RP11-5N11.7	0
RNU6-358P	0
CTD-2290C23.1	0
RNU6-760P	0
CTD-2290C23.2	0
RPL5P14	0
TPT1P5	0.131363
CTD-2206G10.2	0
MIR4279	0
CTD-2152M20.2	0.754726
Y_RNA	0
CTD-2186M15.1	0
RNU6-1079P	0
RNU6-378P	0
MIR579	0
CTD-2290P7.1	0.0504594
LINC02061	0
CTD-2218G20.1	0.413566
CTD-2066L21.3	0.252988
LINC02120	0
CTD-2066L21.1	0
CTD-2066L21.2	0.122263
CTD-2017D15.1	0
LINC02160	0
CTD-2203K17.1	2.73328
CTD-2233C11.3	0
CTD-2233C11.2	0
RNU6-923P	0
RXFP3	0
SLC45A2	0.0174893
RP11-1084J3.1	0
RP11-1084J3.3	0
C1QTNF3	1.04024
RP11-1250I15.2	0
RP11-1250I15.1	0
RP11-1250I15.3	0
RP11-1023L17.1	0.897647
RP11-1023L17.2	0.0791579
RP11-1325J9.1	0
CTD-2024P10.2	0.550032
CTD-2024P10.1	0.247529
CTD-2517O10.6	0.406704
TTC23L	0.0641086
CTD-2517O10.5	0
RPL21P54	0
AGXT2	0
PRLR	0.12448
CTD-2046J7.1	0
U3	0
SPEF2	1.84569
RNU7-130P	0
CTD-2113L7.1	0
RP11-79C6.2	0
RP11-79C6.1	0
CAPSL	0.765452
RP11-79C6.3	0
UGT3A1	0
UGT3A2	0
CTD-2197M16.1	0
MIR580	0
RNU6-1305P	0
NADK2-AS1	1.55034
RANBP3L	0.704506
RNA5SP181	0
CTD-2282P23.1	0
CTD-2282P23.2	0
CTD-2353F22.1	0.13694
CTD-2353F22.2	1.23208
CTD-2653M23.3	0.180371
KRT18P31	0.0742138
RPS4XP6	0.649696
C8orf59P2	0
OFD1P17	0.0414625
RN7SL37P	0
CTD-2124B8.2	1.35376
RNU7-75P	0
RP11-648M2.1	0
KCTD9P5	0
RNU6-1190P	0
RNU6-484P	0
GDNF-AS1	1.54331
LINC02117	0
CTD-2194L12.3	0
LINC02110	0
CTD-2130F23.1	0
LINC02107	0
LINC02119	0
CTD-2007F2.1	0
EGFLAM	1.44641
EGFLAM-AS4	0
EGFLAM-AS3	0
EGFLAM-AS2	0
EGFLAM-AS1	0
CTD-2108O9.4	0
CTD-2263F21.1	0.355835
LIFR-AS1	0.235509
CTD-2196P11.2	0
OSMR-AS1	1.01854
RP11-122C5.2	0
RP11-122C5.3	0.296836
AIG1P1	0
FYB	0.0898444
GOLGA5P1	0
C9	0.0903304
LINC02104	1.86661
CCDC11P1	0
INTS6P1	0.0329057
GCSHP1	0
LINC00603	0
KRT18P56	0
LINC00604	0
RNU1-150P	0
RP11-386E5.1	0
TTC33	4.42247
SNORA63	0
PTGER4	4.9311
SNORA57	0
SNORD72	0.436268
C7	1.36561
RNU7-161P	0
RP11-301A5.2	0
MROH2B	0
C6	0.130757
PLCXD3	0.0507304
CTD-2122P11.1	0
OXCT1-AS1	0.393964
CTD-2062O1.1	0
RPSAP38	0
Y_RNA	0
MTHFD2P6	0
RP11-112L7.1	0
SERBP1P6	0.229428
CTD-2265D6.2	0
RP11-116B13.1	0
CTD-2325A15.5	1.70406
CTD-2325A15.3	0
PRELID3BP4	0
PRELID3BP5	0
PRELID3BP6	0
PRELID3BP7	0
CTD-2201E18.5	1.21219
CTD-2201E18.3	3.74399
CTD-2035E11.3	0.269357
CTD-2035E11.4	0.38075
ANXA2R	2.18773
AC025171.1	3.00615
CTD-2035E11.5	1.04059
RP11-447H19.4	0
NIM1K	0.633773
RP11-447H19.3	0.0524372
RP11-447H19.2	0
RP11-447H19.1	0.0320754
CTD-2636A23.2	0.151743
RP11-159F24.2	0
CCL28	1.74313
RP11-159F24.3	0.900192
C5orf34	4.16437
EEF1A1P19	3.88419
RP11-159F24.6	0.492446
RP11-159F24.5	0.260244
NNT-AS1	4.25038
CTD-2210P15.3	0.128537
AMD1P3	0.147051
RPL29P12	0.52771
RP11-8L21.1	0
RNU6-381P	0
FGF10	0.121729
FGF10-AS1	0
RP11-473L15.3	0
RP11-503D12.1	0
RN7SL383P	0
RP11-53O19.1	0.723331
RP11-53O19.2	0
RP11-357F12.1	0
HCN1	0
RP11-484L7.1	0
RP11-484L7.2	0
CTD-2013M15.1	0
EMB	1.35796
RP11-269M20.2	0
RP11-269M20.1	0
RP11-269M20.3	0
PARP8	4.03399
RP11-317O24.1	0
RP11-317O24.3	0
RP11-317O24.2	0
CTD-2089N3.1	0
LINC02106	0
CTD-2089N3.3	0
RNU6-480P	0
CTD-2054H24.1	0
RNU6-1296P	0
CTD-2312P21.1	0
CTD-2314G24.2	0
ISL1	0
HMGB1P47	0
CTD-2335O3.2	0
CTD-2335O3.3	0
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0.0755419
B3GNTL1P1	0
CTD-2207L17.1	0.893283
CTD-2175A23.1	0.100228
CTD-2366F13.2	0.417637
CTD-2366F13.1	3.57713
RP11-94D20.1	0
RP11-289K10.1	0
LINC02105	0
ASS1P9	0
CTD-2081C10.7	0.174717
RNU6-272P	0
MIR581	0
RN7SL801P	0
MIR4459	0
CTD-2081C10.5	0
LINC01033	0
RPL37P25	0
HSPB3	4.26805
CTD-2591A1.1	0.144829
AC112198.1	0.0313399
RP11-45H22.1	0
RP11-45H22.2	0
RP11-45H22.3	0
ESM1	1.34428
CTD-2313F11.1	0
GZMK	0
Y_RNA	0
CTD-2313F11.2	0
CTD-2313F11.3	0
GZMAP1	0
GZMA	0
CDC20B	0.0223018
MIR449A	0
MIR449B	0
MIR449C	0
MCIDAS	0.0145488
CCNO	0.501347
RP11-506H20.1	0.180521
RP11-506H20.2	0
CTD-2315M5.2	0
MIR5687	0
RNF138P1	0.0954708
AK4P2	0
DDX4	0.0254954
RP11-175M2.1	0
RNA5SP183	0
HNRNPH1P3	0.0420882
IL31RA	0.804963
CTD-2031P19.4	0
FLJ31104	0.18082
snoU13	0
CTD-2227I18.1	0
ANKRD55	0.117921
RNU6-299P	0
RPL17P22	0.169386
RNA5SP184	0
C1GALT1P2	0.120214
RNA5SP185	0
PSMC1P4	0
RNU6ATAC2P	0
RP11-155L15.1	0
HMGN1P17	0
LINC01948	0
C5orf67	0
AC022431.3	0
AC008940.1	0
MAP3K1	3.9736
AC008937.2	0
AC008937.3	0.192857
SETD9	4.75323
CTD-2310F14.1	0.765288
AC016644.1	0.121568
AC114973.1	0
RP11-101B14.4	0
RP11-101B14.1	0
Y_RNA	0
CTD-2516K3.3	0
CTD-2023N9.1	0.209312
SALL4P1	0
ACTBL2	0.107143
CTD-2023N9.2	0
CTD-2023N9.3	0
RP11-772C9.1	0
RP11-478P10.1	0
LINC02101	0
PGAM1P1	0
GAPT	0
CTD-2117L12.3	0
MIR548AE2	0
LINC02108	0
RAB3C	0.0064038
RP11-479O16.1	0
RPL5P15	0
CTD-2176I21.2	0
RP11-266N13.2	0.106711
CTD-2146O16.1	0
NDUFB4P2	0
MIR582	0
CTD-2254N19.1	0
RNU6-806P	0
RP11-546M4.1	0
SETP21	0
PART1	0.0182673
DEPDC1B	3.50246
CAB39P1	0
KRT8P31	0
ELOVL7	0.106787
RP11-231G3.1	0.858714
GNL3LP1	0.515892
AC104113.3	0
CTC-436P18.4	0
CTC-436P18.5	0.523605
SMIM15-AS1	0.299399
LINC02057	0.230936
RP11-631M6.3	0
RP11-631M6.2	0.152783
RPL3P6	0.189526
C5orf64	0
RP11-2O17.2	0
RNU6-913P	0
C5orf64-AS1	0
CTD-2244C20.1	0
CTD-2244C20.2	0
RN7SKP157	0
RNU6-661P	0
CKS1BP3	0
RP11-95I19.2	0
RP11-95I19.1	0
LRRC70	0.147508
ISCA1P1	0.153466
RP11-586E1.1	0
CTD-2049O17.1	0
RP11-158J3.2	0
HTR1A	0
RNF180	0.781713
AC016561.1	0
RGS7BP	0
RN7SL169P	0
RNU6-294P	0
MRPL49P1	0
FAM159B	0.0349281
RP11-307L14.1	0.866817
RP11-307L14.2	0.231346
Y_RNA	0
CTD-2194F4.2	0.0763218
RPEP1	0
CTD-2375G15.1	0.311932
CTD-2116N20.1	1.01704
RNU6-540P	0
CTC-534A2.2	3.09543
CTD-2353N24.1	0
CTD-2033C11.1	1.1331
SNORA76	0
AC025442.3	0
LINC02065	0
RP11-305P14.1	0
RP11-5P22.3	0
RP11-5P22.1	0
MAST4	3.72909
RP11-287J9.1	0
MAST4-IT1	0
MAST4-AS1	0.413406
CD180	0
CTD-2187J20.1	0.11527
RP11-434D9.1	0.132043
RP11-357D18.1	0.449764
RP11-83M16.1	0
RP11-83M16.5	0.0979809
BCL9P1	0
RP11-83M16.3	0
RP11-83M16.4	0
RP11-83M16.6	0
CTD-3066C23.1	0
RP11-434D9.2	0
CTD-2060F24.1	0
RNU6-1232P	0
EEF1B2P2	0.195193
LINC02219	0
CTD-2582M21.1	0
CTC-537E7.3	0
CTC-537E7.1	0
CTC-537E7.2	0
CTC-340D7.1	0
VWA8P1	0
U8	0
RP11-141O11.1	0
RN7SKP251	0
LINC02198	0
CTC-498J12.1	0
SUMO2P4	0
CTC-498J12.3	0.0985001
SNORA50	0
CTC-351M12.1	2.77103
CCDC125	4.26416
CFL1P5	0.439876
CHCHD2P2	1.12654
NDUFB9P1	0
MARVELD2	0.95282
RPS27P14	0
RP11-241G9.3	0
RN7SL616P	0
OCLN	0.127481
RNU6-724P	0
GTF2H2C	3.37035
RP11-848G14.2	0
RP11-848G14.5	0.071827
GUSBP3	0.0312413
RP11-974F13.5	0
RP11-98J23.2	0.794378
RP11-98J23.1	0
CDH12P2	0
SERF1B	0.332347
SMN2	3.47812
RP11-1319K7.1	0.402024
CDH12P3	0
RP11-1415C14.4	1.20704
RP11-1415C14.3	4.04441
GTF2H2B	0.629878
RP11-497H16.9	0.0851667
RP11-497H16.7	0
RP11-497H16.8	0
RP11-497H16.5	0
RP11-589F5.4	0
CDH12P1	0
SERF1A	0.0532027
NAIP	0.132797
GTF2H2	2.64261
RP11-195E2.1	0.567928
RP11-1280N14.3	0.339035
CDH12P4	0
GUSBP9	0.495801
RP11-1198D22.1	0.16089
LINC02197	0
RP11-136K7.3	0
PMCHL2	0
RP11-136K7.1	0
RP11-1174L13.2	0
HMGN1P12	0
CARTPT	0
RP11-1315F8.2	0
MIR4803	0
RN7SL153P	0
RP11-389C8.1	0
YBX1P5	0
RP11-389C8.2	0.0256847
ZNF366	0.0208689
LINC02056	1.9894
CTC-347C20.1	0
RPL7P22	0.0608089
AC063979.1	0
Y_RNA	0
CTD-2631K10.1	0.12489
MIR4804	0
CTD-2339M3.1	0
CTD-2376I4.1	0.302792
CTD-2376I4.2	0.717004
CTC-250P20.2	0.103892
CTC-250P20.1	0
RP11-232L2.2	0
RP11-232L2.1	0
TMEM174	0
RP11-60A8.1	0
RP11-60A8.2	0
RP11-79P5.3	0
LINC01385	0
LINC01386	0
RP11-79P5.9	1.30351
FUNDC2P1	0.341969
CTC-575I10.1	0
CTD-2372A4.1	0.210681
RNU7-196P	0
RP11-428C6.2	0
LINC02122	0
LINC01335	0
RN7SL814P	0
CTD-2275D24.1	0
LINC01333	0
LINC01332	0
LINC01331	0
RNU6-658P	0
FAM169A	0.362272
CTD-2060C23.1	0
CTD-2377O17.1	0
SNORA40	0
CTD-2503O16.4	0
CTD-2503O16.3	0
CTD-2503O16.1	0
RPL27AP5	0.17314
RP11-229C3.4	0
GCNT4	2.365
LINC01336	0.901761
ANKRD31	0.106419
SUMO2P5	0
CTD-2235C13.2	0
CTD-2235C13.3	0.321742
CTD-2235C13.1	2.00357
RNU7-175P	0
CTC-366B18.4	2.02729
ANKDD1B	0.326451
RNU6-680P	0
SLC25A5P9	0
RP11-524L6.4	0
RP11-524L6.3	0
BIN2P2	0
RP11-524L6.2	0
SAP18P1	0
CTC-235G5.2	0
CTC-235G5.3	0
SV2C	0
RNA5SP186	0
AC113404.1	0.51891
RP11-466P24.5	0
HMGN2P4	1.31426
PDCD5P2	0
RP11-466P24.6	0
SNRPCP2	0
IQGAP2	0.0736536
CTD-2275D10.2	0
CTD-2236F14.1	0
F2RL2	1.68688
CTD-2384B11.2	0
NCRUPAR_1	0
NCRUPAR_2	0
F2RL1	0.484357
RN7SL208P	0
S100Z	0
RNU6ATAC36P	0
CRHBP	0
ZBED3	2.43417
SNORA47	0
ZBED3-AS1	0.062405
HMGB1P35	0
PDE8B	1.18919
ALDH7A1P1	0.183944
RPS2P24	0
RPL7P23	0.898199
OTP	0
ACTBP2	1.46966
RP11-107N7.1	0
CTD-2179L22.1	0.0644912
ATP6V1G1P6	0
CTD-2037K23.1	0
RNU6-183P	0
Y_RNA	0
HMGB1P21	0.0573041
CTD-2073O6.1	0.214557
CTD-2045M21.1	0
DMGDH	0.512051
CTD-2299I21.1	0
BHMT2	4.08988
BHMT	0.059522
RNY3P1	0
CTC-422A18.1	0
SNORA18	0
CTC-422A18.2	0
CTC-451P13.1	1.80762
HOMER1	4.35929
RP11-342F17.1	0.0644361
RP11-342F17.2	0
Y_RNA	0
Y_RNA	0
CMYA5	1.04354
CTC-431G16.2	0
CTC-431G16.3	0
LINC01455	0
THBS4	0.689615
RP11-168A11.4	2.06415
TRMT112P2	0
CTD-2201I18.1	0.0334729
CTC-458I2.2	0
KRT18P45	0
CTC-512J14.7	0.136962
SNORA31	0
CTC-512J14.1	0
SPZ1	0
RBMX2P5	0
CTC-512J14.5	0.161971
HNRNPA1P12	0.135783
RNU6-211P	0
FAM151B	1.71744
RPS27AP9	0
RPL7P24	0.0809404
ANKRD34B	0
DBIP2	0
LINC01337	0.180713
CTC-325J23.2	0.371458
MTRNR2L2	0
RP11-241J12.3	0
RP11-241J12.1	0
RASGRF2-AS1	0
RASGRF2	0.320577
CTD-2193P3.1	0
CTD-2193P3.2	0
CKMT2-AS1	3.92472
CKMT2	0.549911
CTD-2248H3.1	1.51658
ACOT12	0.0475348
CTD-2249K22.1	0
SEM1P1	0
ATG10	3.73358
ATG10-IT1	0
PPIAP11	0.465608
ATG10-AS1	0
RN7SL378P	0
RPS23P5	0
ATP6AP1L	2.78552
CTD-2015A6.1	0
CTD-2015A6.2	0
CTD-2218K11.2	0
RPL5P16	0
CTD-2218K11.3	0
MIR3977	0
LINC01338	0
RP11-78C3.1	0
CTD-2227C6.3	0
ST13P12	0
CTD-2227C6.2	0.164188
RP11-343L5.2	1.84296
SCARNA18	0
CTD-2110K23.1	0
COQ10BP2	0
FTH1P9	0
VCAN-AS1	0
HAPLN1	0.117641
RN7SKP295	0
RNU6-620P	0
CTC-484M2.1	0.171658
RNU4-11P	0
RP11-456A14.1	0
EDIL3	2.38274
RNU6-448P	0
CTD-2269F5.1	0.0740294
RP11-509M23.1	0
CTC-384G19.1	0
RBBP4P6	0
RP11-1072N2.2	0
RP11-1072N2.3	0
RP11-1072N2.4	0
CTD-2331D11.2	0
CTD-2331D11.3	0
CTD-2331D11.4	0
RPL5P17	0.385138
CTC-534B23.1	0.138131
CTC-480C2.1	0
RPS2P25	0
CTD-2036A18.2	0
PTP4A1P4	0
NBPF22P	0
CTD-2123J17.2	0
CTC-261N6.3	0
CTC-261N6.1	0
CTC-261N6.2	0
CTD-2299E8.1	0
RNU6-804P	0
LINC02059	0
CTC-493L21.2	0
CTD-2161E19.1	0.560001
RP11-72L22.1	0
RN7SKP34	0
MIR4280	0
LINC01949	0
RN7SL629P	0
RNU6-606P	0
CTC-428H11.2	0.815215
RNU6-727P	0
CTD-2316B1.1	0
LINC02144	0
TMEM161B-AS1	3.7502
RNA5SP187	0.970009
RPS3AP22	0
SNORA70	0
CTC-498M16.3	0
LINC02060	0.0447533
CTC-498M16.4	0
LINC00461	0
CTC-470C15.1	0
CTC-467M3.3	0
CTC-467M3.1	0
MEF2C	0.880509
MEF2C-AS1	0.0776628
CTD-2232E5.2	0
LINC02161	0
AC113167.1	0
AC113167.2	0
MIR3660	0
LINC01339	0
RP11-61G23.2	0
CTD-2373J6.1	0.187405
CTD-2373J6.2	0.164065
ADGRV1	0.0123125
TMEM251P1	0
RP11-414H23.2	0
RP11-414H23.3	0
RNU4-90P	0
RP11-213H15.1	0.156357
LUCAT1	0.714824
Metazoa_SRP	0
CTD-2061E19.1	0
CTD-2061E19.6	0
ARRDC3-AS1	0.48738
RAB5CP2	0
PCBP2P3	0
RP11-348J24.2	0.131198
RP11-348J24.1	0
RP11-133F8.2	0.903978
CTC-529L17.1	0
CTC-529L17.2	0.441906
CTC-458G6.4	0
LDHBP3	0
CCT7P2	0
LINC02058	0
CTD-2091N23.1	0.186639
POLD2P1	0
NR2F1-AS1	4.81703
RP11-65F13.3	0
POU5F2	0.0110879
RP11-185E12.2	0
RP11-549J18.1	0.237355
KIAA0825	1.13313
MTND5P12	0
MTND6P3	0
MTCYBP35	0
