Name	Esophagus - Mucosa
CTB-108O6.2	0
JAKMIP2-AS1	0
JAKMIP2	0.139571
SPINK1	0.440092
CTC-327F10.1	0
SCGB3A2	0.0714729
C5orf46	0.0741972
CTC-327F10.5	0
CTC-327F10.4	0
EEF1GP2	0.0202108
SPINK14	0
SPINK6	0.48814
HMGN1P16	0
CTC-295J13.3	0
SPINK13	0.0482282
RP11-373N22.3	0.218951
PGBD4P3	0
SPINK9	0.0581792
RP11-373N22.4	0
Metazoa_SRP	0
CTD-2283N19.1	0.448062
HTR4	0.0404336
CTB-160O22.1	0
SH3TC2	1.34147
RP11-44B19.1	0.904021
RNU6-732P	0
MIR584	0
CTC-529P8.1	0.10347
RN7SKP145	0
RP11-331K21.1	0
AC012613.2	0.179379
GRPEL2-AS1	0.958877
IL17B	0.706434
RP11-394O4.3	0.290324
MIR145	1.10304
RPL29P14	0.961618
RNU6-588P	0
U3	0
RN7SL868P	0
MIR378A	0
PDE6A	1.53598
AC008427.2	0.0324624
Y_RNA	0
TIGD6	2.11875
AC011406.2	0
RPS20P4	0.295183
RPL7P1	4.49256
Y_RNA	0
CDX1	0.0878833
SLC6A7	0.0297497
CAMK2A	0.192388
ARSI	2.31913
NDST1-AS1	0.35112
CTB-140J7.2	0
MYOZ3	0.130724
IRGM	0.0565822
ZNF300P1	2.79216
CTC-311G1.1	0
CTC-311G1.2	0
CTB-17P3.4	0
SLC36A3	0.0158659
SLC36A2	0.0145583
CTC-224D3.1	0
CTB-23I7.1	0
CTB-23I7.2	0
CTB-23I7.3	0
RNA5SP197	0
CTC-251D13.1	3.39281
MIR6499	0
CTB-113P19.1	0.0283477
RN7SKP232	0
CTB-113P19.5	1.6649
CTB-113P19.3	0.129674
RPLP1P6	1.22777
RP11-54C4.3	2.10047
GLRA1	0
RP11-54C4.2	0
RNA5SP198	0
LINC01933	0.0771973
NMUR2	0.0611964
CTC-550M4.1	0
LINC01470	0
GRIA1	0.0869792
RN7SL177P	0
LINC01861	0
RP11-461L18.1	0
GALNT10	4.0484
SAP30L-AS1	0.566064
HNRNPA3P7	0
MIR1294	0
RN7SL655P	0
HAND1	0
CTB-158E9.1	0
CTB-158E9.2	0
CIR1P1	0
MIR3141	0
MIR1303	0
Y_RNA	0
RN7SL803P	0
CTC-209L16.1	0
Metazoa_SRP	0.321966
MIR378H	0
CTC-280C13.1	0
KIF4B	0
CTD-2311A18.1	0
CTC-447K7.1	0
CTB-95D12.1	0
RNA5SP199	0
SGCD	1.00587
CTB-56J15.1	0
CTC-340I23.2	0
RNU6-556P	0
PPP1R2P3	0.0277027
TIMD4	0.0549132
APOOP1	0
HAVCR1	0.0218363
HAVCR2	1.40664
CTB-120L21.1	0
FAM71B	0
ITK	1.09406
CTB-4E7.1	0
CTC-248O19.1	0
CYFIP2	1.59271
FNDC9	0.0134801
CTB-109A12.1	0.0733933
CTB-47B11.3	0.0867646
CTB-47B11.1	0
AC106801.1	0.0325419
RNU6-390P	0
AC008694.2	0
SOX30	0.124785
C5orf52	0
AC008694.3	0
LSM11	3.15124
CTC-370J7.1	0
RNU6-260P	0
CTB-47B8.1	0
RNU2-48P	0
MARK2P11	0
CTB-47B8.5	0
CTB-47B8.4	0
CTC-436K13.5	0
CTC-436K13.1	0
CTC-436K13.4	0
CTC-436K13.6	0
CTC-436K13.3	0
CTC-436K13.2	0
RP11-524N5.1	0
RP11-542A14.1	0
RP11-542A14.2	0
RP11-32D16.1	0
EBF1	3.2059
CTD-2363C16.1	0
CTD-2363C16.2	0
LINC02202	0.534504
RP11-175K6.2	0.606895
CTB-11I22.1	0.114114
LINC01932	0.457859
SNORA68	0
AC008697.1	0.0122257
IL12B	0.0168067
RNU4ATAC2P	0
LINC01845	0
CTB-76P12.1	0
AC008691.1	0
LINC01847	0
ADRA1B	0.282536
GAPDHP40	0.172699
Y_RNA	0
AC068657.2	0.0851811
FABP6	0.973043
CTB-127C13.1	0.0252019
RP11-34P1.1	0
CCNJL	0.768625
RP11-34P1.2	0.251386
RP11-34P1.4	0
C1QTNF2	1.48428
ZBED8	2.64755
MIR3142HG	0.372221
MIR3142	0
CTC-348L5.1	0.133868
CTC-529G1.1	0
LINC02159	0.280601
GABRB2	0.0265959
GABRA6	0
RP11-348M17.2	0
GLRXP3	0
GABRA1	0
LINC01202	0
GABRG2	0
RP11-96G10.1	0
RNU6-164P	0
RP11-167P20.1	0
ARL2BPP5	0
RP11-541P9.3	0
MRPL57P6	0
CTB-95B16.1	0
HMMR	4.46556
HMMR-AS1	0
RP11-756G12.1	0
RNU6-168P	0
CTC-320C6.1	0
LSM1P2	0
CTC-207P7.1	0
CTB-32P11.1	0
CTC-340A15.2	0
LINC02143	0
RNU6-209P	0
LINC01938	0
CTC-535M15.2	0
RN7SKP60	0
CTC-535M15.1	0
CTC-425K20.1	0
RPL7P20	0
RP11-67M9.1	0
LINC01947	0
CTC-264O10.2	0
CTC-264O10.1	0
TENM2	2.51457
CTB-180C19.1	0
CTC-286N12.1	0
CTB-105L4.2	0
CTB-78F1.1	0
CTB-78F1.2	0
CTC-353G13.1	0
CTB-77H17.1	0
SNORA40	0
CTB-178M22.1	0
CTB-105N12.2	0
CTB-178M22.2	0.321129
FBLL1	0.158182
MIR103A1	0
RPL10P9	4.80281
CTC-558O2.2	0.0747351
CTC-558O2.1	0.0171935
MIR218-2	0
Y_RNA	0
CTB-174D11.2	0
CTB-174D11.3	0
CTB-174D11.1	0
MIR585	0
RNU6-477P	0
DOCK2	1.89033
CTB-37A13.1	0
FAM196B	0.0276302
MIR378E	0
FOXI1	0
KRT18P41	0
LINC01187	0
C5orf58	0.193952
LCP2	3.12266
CTB-114C7.4	0
LINC01366	0.069434
KCNIP1	0.0672912
CTD-2270F17.1	0.0786921
CTB-147C13.1	0
CTC-265N9.1	0
CTC-455F18.1	0.0412317
RANBP17	0.233836
RN7SL623P	0
CTC-455F18.3	0
RP11-546B8.3	0
RP11-546B8.6	0
TLX3	0
RP11-546B8.1	0
RN7SL339P	0
RPSAP71	0
SNORA70	0
RPL10P8	0.190206
MIR3912	0
FGF18	0.418912
CTB-78H18.1	0
SMIM23	0
EFCAB9	0
SNORA57	0
KLF3P1	0
LINC01944	0
CTB-79E8.4	0
CTB-79E8.3	3.10092
MIR5003	0
CTB-79E8.2	0
RP11-779O18.1	0
RP11-779O18.2	0.0670225
RP11-779O18.3	0.114172
Y_RNA	0
RP11-779O18.4	0
RP11-536N17.1	0
CTC-308K20.1	0.346913
CTC-308K20.2	0
CTC-308K20.3	0.24864
CTC-308K20.4	0
SNORA74B	0
Y_RNA	0
CDC42P5	0.192122
CTC-209H22.3	0
RPL7AP33	0
NKX2-5	0.0244166
Y_RNA	0
RNA5SP200	0
STC2	1.51109
MIR8056	0
RNU6-500P	0
CTB-32H22.1	0
CTB-164N12.1	0
CTB-33O18.1	0.0872422
CTB-33O18.2	0
CTB-33O18.3	0.114797
LINC01863	0
LINC01942	0
LINC01484	0
LINC01485	0.0475965
C5orf47	0
RPL12P22	0
HMP19	0.0387562
RP11-619L12.3	0
RP11-619L12.4	0
CTC-229L21.1	0
CTC-430J12.2	0
LINC01411	0
GAPDHP71	0.0417202
SUMO2P6	0
RP11-267A15.3	0
HIGD1AP3	0
MSX2	0.505425
CTD-2532K18.1	0
MIR4634	0
CTD-2532K18.2	0
LINC01951	0
NIFKP2	0
CTC-281M20.3	0
CTC-281M20.4	0
ARL2BPP6	0
DRD1	0.157945
CTC-571O20.1	0
RN7SKP148	0
HRH2	1.07843
RNU6-226P	0
CPLX2	0.0650833
RP11-91H12.1	0.130812
RP11-91H12.4	0
RP11-91H12.3	0
OR1X1P	0
RP11-826N14.1	0
RP11-826N14.2	0
FAM153B	0.0856152
RP11-844P9.1	0
RP11-826N14.4	0
RP11-844P9.2	0.0302554
RP11-844P9.5	0
RP11-844P9.6	0.0142289
RP11-844P9.4	0
SIMC1	3.39012
BRCC3P1	0.150637
RP11-843P14.2	1.25826
RP11-843P14.1	2.04233
ARL10	4.17076
MIR1271	0
CTB-162J7.1	0
CDHR2	0.0958401
RN7SL684P	0.139393
Y_RNA	0
GPRIN1	1.02005
SNCB	0.071809
MIR4281	0
EIF4E1B	0
RP11-375B1.1	0
RP11-375B1.2	0
LINC01574	0
UNC5A	0.112817
HK3	1.24286
ZNF346-IT1	0.663245
FGFR4	3.58861
CTD-2301A4.3	0.0884422
PRMT1P1	0.149011
CTD-2301A4.1	0
SLC34A1	0.283168
PFN3	0
PRR7-AS1	0.350403
PRR7	3.33874
RP11-1334A24.5	1.39803
RP11-1334A24.6	1.31636
DOK3	4.03111
RP11-1277A3.3	0.9236
RP11-1277A3.1	3.21804
RP11-1277A3.2	2.0265
RP11-1101H11.1	0
FAM153A	0.350262
RP11-1026M7.2	0.050855
RP11-1026M7.3	0
OR1X5P	0
RP11-423H2.5	0
RP11-1252I4.2	0.776206
RP11-423H2.3	4.48971
RP11-423H2.4	0.537475
SUDS3P1	1.7708
PROP1	0
FAM153C	0.498996
RP11-889L3.4	0.218516
GMCL1P1	0
COL23A1	1.33229
RP11-1259L22.2	0
RP11-1259L22.1	0
RN7SL646P	0
CTB-26E19.1	0
RN7SKP70	0.908007
AACSP1	0.281541
RP11-21I4.3	0
RP11-21I4.2	0
RP11-21I4.4	0
ZFP2	1.14564
RP11-281O15.2	0.048591
PIGFP1	0.0378133
RP11-281O15.8	0.108393
ZNF454	0.445119
RP11-281O15.4	0.253965
GRM6	0.0782273
RP11-281O15.5	0
ZNF879	1.71013
ZNF354C	1.9294
ADAMTS2	4.22379
RP11-443C10.2	0
RP11-443C10.1	0.0795627
RP11-443C10.3	0
RP11-798K23.1	0
U4	0
RP11-798K23.4	0
RP11-798K23.3	0
RP11-798K23.5	1.69327
PRDX2P3	0.14172
RP11-1379J22.2	1.03256
Metazoa_SRP	0
C5orf60	0
RP11-1379J22.7	0
RP11-1379J22.5	0.174232
CBY3	0.280708
HMGB3P22	0.49775
MIR1229	0
RN7SKP150	0.332456
Y_RNA	0
CTC-241N9.1	1.40331
RPS15AP18	0
CTC-563A5.4	0
CTC-563A5.2	0.181693
MIR340	0
RP11-39H3.2	0.15122
RP11-39H3.1	0
RASGEF1C	0.277768
RP11-252I14.1	0
RP11-252I14.2	0.129859
CTB-129O4.1	1.57147
GFPT2	4.78236
CTC-573N18.1	0
RNU6-525P	0
RP11-451H23.1	0
SCGB3A1	0.705292
RP11-451H23.2	0
RP11-451H23.3	0
OR2AI1P	0
RNU1-17P	0
OR2Y1	0
CTC-205M6.1	0.855644
BTNL8	0.0669623
Y_RNA	0
RPS29P12	0
CTD-2593A12.3	0
CTD-2593A12.2	0
CTD-2593A12.4	0
BTNL3	0.0271677
RNU6-1036P	0
MIR8089	0
CTB-14A14.1	0
FOXO1B	0
CTB-14A14.2	0
OR2V1	0
OR2V2	0
LINC01962	0
CTC-338M12.5	0.433772
CTC-338M12.6	0.335551
CTC-338M12.1	1.79584
CTC-338M12.7	0.16361
SNORD96A	0.954306
CTC-338M12.4	2.60885
CTC-338M12.9	0.0751279
CTC-338M12.13	0.265367
RNU6-705P	0
AC138035.2	0.25408
AC138035.3	0
AC138035.1	0
OR4F3	0
WBP1LP4	0
RPL23AP45	0
WBP1LP12	0
OR4F1P	0
LINC00266-3	0
CICP18	0
RP3-416J7.1	0
RP3-416J7.4	0
RP3-416J7.5	0
IRF4	0.989356
RP1-20B11.2	0.217171
HUS1B	0.638761
RP11-532F6.2	0
RP11-532F6.3	0.446008
RP11-532F6.4	0.206285
RP11-532F6.5	0.0371837
RP11-284J1.1	0.0422166
RP5-1077H22.2	0
RP5-1077H22.1	0
RP5-856G1.1	0
RP5-856G1.2	0
LINC01394	0.127698
RP4-668J24.2	0.539969
RN7SL352P	0
RP11-157J24.1	0.0943465
RP11-157J24.2	0.88232
FOXCUT	0.0958038
GMDS-AS1	0.368301
HMGN2P28	0
RP1-136B1.1	0.180461
RP11-299J5.1	0
LINC01600	0.0520363
RP11-145H9.3	0
MYLK4	1.49871
MIR4645	0
SERPINB9P1	4.00622
RP1-90J20.10	0
RP1-90J20.2	0
LINC01011	2.2163
RP1-90J20.8	0
RP1-90J20.14	0
FAM136BP	0
SERPINB8P1	0
RP1-40E16.2	0
RP1-40E16.12	0.900826
RNA5SP201	0.351181
RP1-40E16.11	1.02254
TUBB2BP1	0.0876597
RP1-40E16.9	0
TUBB2B	2.55755
PSMG4	3.9811
RP11-506K6.4	0.92382
RP1-223B1.1	0
RP1-72E17.2	0
RP11-420L9.5	2.35504
RP11-420L9.2	0.170216
RP11-420L9.4	0
RP1-140K8.1	0
RP1-140K8.5	0.00606927
RP1-140K8.2	0
RP1-140K8.3	0
TDGF1P4	0
GLRX3P2	0.0867627
RP3-406P24.5	1.98911
RP3-406P24.4	0.122954
RP3-406P24.3	0.163369
FAM217A	0.056128
C6orf201	0.480068
RP3-400B16.1	0.100363
RP3-400B16.4	0
RP3-400B16.3	0
RP3-400B16.2	0
RP3-527G5.1	0
RNA5SP202	0
RP11-274H24.1	0.0126657
RP1-21P18.1	0
RP4-529N6.2	0
RP4-529N6.1	0
PSMC1P11	0
RP3-430A16.1	0
RP11-428J1.2	0
RP11-428J1.5	2.11598
RP11-428J1.4	0.498739
RP11-530A18.1	0.0857928
PPP1R3G	2.20467
LYRM4	3.12864
MIR3691	0
RP3-520B18.1	0
RP1-232P20.1	1.81639
HNRNPA1P37	0
RP1-256G22.2	0
RP1-182O16.1	0.108522
RP1-182O16.2	0.0813792
RP3-380B8.4	0
RN7SL221P	0
PKMP5	0.0169873
MIR7853	0
LY86-AS1	0.00906968
CNN3P1	0
LY86	1.19594
RP1-80N2.3	0.531987
RP1-80N2.4	0.321793
RP1-80N2.2	2.59987
RP3-470L22.1	0.103349
BTF3P7	2.26149
RP3-429O6.1	0
RN7SL554P	0
RP11-556O15.1	0
RP11-405O10.2	0.147451
Y_RNA	0
RP11-69L16.4	0.122367
CAGE1	0.0299729
RP11-69L16.3	0
RP11-69L16.5	1.64016
RP11-69L16.6	0
HNRNPLP1	0.0558805
RP11-288G3.3	0
RP11-288G3.4	0
RP3-336K20__B.2	0.111775
BMP6	2.06624
RP1-303A1.1	0
PIP5K1P1	0.0189638
RP11-203H2.1	0
RP11-203H2.2	0
HULC	0
RP11-314C16.1	0.644726
RP11-354I10.1	0
OFCC1	0
RP3-486D24.1	0
RP11-339A7.1	0.0569786
RNU6ATAC21P	0
RP1-290I10.2	0
TFAP2A-AS1	1.27635
RP1-290I10.3	0
LINC00518	0
MIR5689	0
MIR5689HG	0
MRPL48P1	0
RP1-290I10.5	0
GCNT2	2.92499
RP11-360O19.4	0.0700704
RP11-360O19.1	0
RP11-360O19.5	0.157816
GCNT6	0.0494861
C6orf52	0.632959
Y_RNA	0
RP11-421M1.8	0.32432
RNA5SP203	0.334299
MAK	0.173133
GCM2	0
RP11-637O19.2	0
SYCP2L	0.251672
ELOVL2	0.264697
RP1-62D2.4	0
ELOVL2-AS1	0
ERVFRD-1	0.251748
RP4-761I2.5	0
RP3-510L9.1	0
NEDD9	3.37985
RP11-716O23.1	0
RP11-716O23.2	0
RNU1-64P	0
THAP12P5	0
TMEM170B	0.757304
RP11-679B17.2	0
Metazoa_SRP	0
SNORA67	0
ADTRP	0.460557
RP3-413H6.2	0
AMD1P4	0
RP11-456H18.1	0
RP11-456H18.2	0.18907
SUMO2P12	0
RN7SKP293	0
RP11-125M16.1	0
PHACTR1	0.693224
RNU1-11P	0
RP1-257A7.4	0.503027
TBC1D7	3.72587
RP1-257A7.5	0
GFOD1-AS1	0.308651
RPS4XP7	0.121289
RN7SKP204	0
RP3-500L14.2	0.136871
RNF182	0.219404
MRPL35P1	0
RP3-380E11.2	0
CD83	2.74326
RNU7-133P	0
RP11-359N11.1	0
LINC01108	0
RP3-448I9.2	0
RP3-448I9.1	0
RP11-330A16.1	0
RNU6-793P	0
RP11-146I2.1	0.0976589
RP1-190J20.2	0
RN7SL332P	0
RP11-560J1.2	0.58708
JARID2-AS1	0.392534
RNU6-522P	0
RNU6-645P	0
5S_rRNA	0
ARPC3P5	0.067275
RP11-401E14.2	0
RP11-401E14.3	0
RP1-13D10.5	0
MIR4639	0
RP1-13D10.2	0.273196
RP1-13D10.3	0.267289
MRPL42P2	0
RNU6-1114P	0
Y_RNA	0
GMPR	2.45648
RP3-467D16.3	0
RP1-151F17.1	2.25349
RP1-151F17.2	3.07111
STMND1	0
RBM24	0.887331
RP1-273P12.1	0
RPL7P26	0.20485
SUMO2P13	0
RNU6-190P	0
RP11-500C11.3	2.00785
RNA5SP204	0
Y_RNA	0
RP3-525L6.2	0.290947
NHLRC1	1.71448
Y_RNA	0
RP11-14J16.1	0
RNU6-263P	0
DDX18P3	0
RP11-528A10.1	0
RP1-242N11.1	0
MIR548A1	0
RP11-254A17.1	0
RP11-686D16.1	0
RP4-625H18.2	0.229356
RPL5P20	0
RNA5SP205	0
KRT18P38	0
UQCRFS1P3	0
RNU6-801P	0
RP1-130G2.1	0.329378
RP11-239H6.2	0
RN7SL128P	0
E2F3-IT1	0
RNU6-141P	0
Y_RNA	0
RP3-348I23.3	0
RP3-348I23.2	0
RNU6-150P	0
RP1-135L22.1	0
LINC00581	0
RP11-204E9.1	0
RP11-204E9.3	0
BOLA2P3	0
CASC15	0.226124
RP4-551N11.1	0
RN7SKP240	0
NBAT1	0.0308388
RP11-524C21.1	0
RP11-524C21.2	0.0503982
PRL	1.47202
HDGFL1	0
RP1-309H15.2	0
RP1-209A6.1	0
RP11-108N13.1	0
RNU6-1060P	0
RP11-439H9.1	0
RP4-810F7.1	0
RP11-440J4.2	0
SPTLC1P2	0
RP1-59B16.1	0
HNRNPA1P58	0
NRSN1	0
SNORD46	0
DCDC2	0.0210043
KAAG1	0
RNU6-391P	0
GPLD1	0.492393
KIAA0319	0.0384262
KRT8P43	0
RP1-30M3.5	2.7249
RP1-30M3.6	1.63231
RP3-369A17.4	0
RP3-369A17.2	0
C6orf229	0
FAM65B	1.35805
MTCO2P33	0
PPIAP29	2.31886
RP11-367G6.3	0.23032
ASS1P1	0.0580838
RN7SL334P	0
RP3-425P12.5	0
RP3-425P12.1	0
RP3-425P12.2	0
CMAHP	4.30529
RP3-425P12.4	0.0842803
RP11-191A15.1	0
RP11-191A15.2	0
RP11-191A15.4	0
RP3-522P13.3	0
KATNBL1P5	0
RP3-522P13.1	0
RP3-522P13.2	0
Y_RNA	0
RNU6-987P	0
SCGN	0.0373796
PRELID1P2	0
HIST1H2AA	0
HIST1H2BA	0
HIST1H2BPS1	0
HIST1H2APS1	0
SLC17A4	0
SLC17A1	0
SLC17A3	0
HIST1H2APS2	0
RP1-139G21.4	0
SLC17A2	0
U91328.19	1.65354
U91328.22	0.64559
HIST1H1PS2	0
HIST1H1A	0
HIST1H3A	0.146783
HIST1H4A	0
HIST1H4B	0
HIST1H3B	0.082254
HIST1H2AB	0
HIST1H2BB	0
HIST1H2APS5	0
HIST1H3C	0.219483
HFE	3.61023
HIST1H4C	0.162015
HIST1H1T	0
HIST1H1E	0.962869
RP1-221C16.8	0.279342
LARP1P1	0
HIST1H2BE	0.428008
HIST1H4D	0.544092
HIST1H1PS1	2.34438
HIST1H2BF	2.51582
RP1-34B20.4	3.01717
HIST1H4E	1.92826
RP1-34B20.19	0
HIST1H3E	3.79417
HIST1H2APS3	0
HIST1H1D	0.470686
HIST1H4F	0
HIST1H4G	0
HIST1H3F	0.211299
HIST1H2BH	3.02868
HIST1H3G	0.289666
HIST1H2APS4	0.0599241
HIST1H2BI	0.153342
HIST1H4H	3.60655
HIST1H3PS1	0
BTN2A2	3.37454
BTN2A3P	2.12225
BTN1A1	0.0255454
RNU6-502P	0
RP11-457M11.7	0.0186624
RP11-457M11.6	0
ZNF322	1.92109
RP11-457M11.5	0.0311375
GUSBP2	0.596018
POM121L6P	0
LINC00240	0.224083
RP11-239L20.6	0
VN1R12P	0
VN1R13P	0
VN1R11P	0
RNU2-62P	0
RP1-86C11.7	0.884367
HIST1H2BJ	3.33968
HIST1H2AG	0.879143
HIST1H4I	2.80156
HIST1H2AH	0.154888
MIR3143	0
RPL10P2	0
XXbac-BPGBPG24O18.1	0
POM121L2	0
VN1R10P	0
ZNF391	1.46196
RP1-153G14.4	0.202395
MCFD2P1	0.074685
ZNF184	4.15309
XXbac-BPGBPG34I8.2	0
XXbac-BPGBPG34I8.1	0
HNRNPA1P1	0
CD83P1	0
RNU6-471P	0
RP1-15D7.1	0
LINC01012	0.242121
GPR89P	0.0385166
RSL24D1P1	0
HIST1H4PS1	0
HIST1H2BL	0.222622
HIST1H2AI	0.521341
HIST1H3H	3.17984
HIST1H2AJ	0.181107
HIST1H2BM	0.154478
HIST1H4J	0.179104
HIST1H4K	0.149194
HIST1H2BN	0.195634
HIST1H2BPS2	0
HIST1H2AL	0.226876
HIST1H1B	0.111616
HIST1H3I	0.0382568
HIST1H4L	0
HIST1H3J	0.0982905
HIST1H2AM	0
HIST1H2BO	0.343504
RNU7-26P	0
OR2B2	0
OR2W6P	0
OR2B6	0.0913901
RPLP2P1	0
OR2W4P	0
IQCB2P	0
U3	0
OR2W2P	0
OR2B7P	0
OR2B8P	0
OR1F12	0
RP1-313I6.12	2.78373
ZNF165	3.60486
ZSCAN12P1	0.542846
ZNF602P	0.120558
ZSCAN16-AS1	3.1018
RP1-265C24.8	0.034366
ZNF192P1	0.672338
AL022393.9	0.273904
ZNF603P	0.0600482
ZNF192P2	0
TOB2P1	0.203538
ZSCAN9	4.90325
ZKSCAN4	4.02241
NKAPL	0.751241
PGBD1	3.39317
RP5-874C20.7	0.0961824
RP5-874C20.6	0.142708
ZSCAN31	4.78097
ZKSCAN3	2.51716
ZSCAN12	2.09345
RNU2-45P	0
ZSCAN23	0.277031
COX11P1	0
OR2E1P	0
GPX6	0
GPX5	0
ZBED9	0.319061
RP5-1186N24.3	0
RP11-373N24.2	0
LINC00533	0
RPSAP2	0
NOP56P1	0.206541
XXbac-BPG308K3.5	0
LINC01623	0
RPL13P	0
ZNF90P2	0
HCG14	0
RNU6-930P	0
LINC01556	0
KRT18P1	0
RN7SL471P	0
HCG15	0.176895
HCG16	0.375803
ZNF311	1.53711
OR2AD1P	0
XXbac-BPG258E24.10	0
OR2W1	0
OR2P1P	0
SAR1P1	0
OR2B3	0
OR2J1	0
OR2J3	0
XXbac-BCX196D17.5	0
OR2N1P	0
OR2J2	0
OR2J4P	0
OR2H4P	0
XXbac-BPG308J9.3	0
OR2G1P	0
OR2U1P	0
OR2U2P	0
OR2B4P	0
OR14J1	0
DDX6P1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR12D1	0
OR11A1	0
OR10C1	0
XXbac-BPG13B8.11	0
OR2H1	0
UBDP1	0
MAS1LP1	0.100744
MAS1L	0.174008
RPS17P1	0.160454
XXbac-BPG13B8.10	0.395482
LINC01015	0
GPR53P	0
OR2I1P	0.533755
UBD	0.97959
OR2H5P	0
TMEM183AP1	0
SNORD32B	0
RPL13AP	0
OR2H2	0.108284
SUMO2P1	0.590537
MOG	0.0198742
ZFP57	0.0698395
ZDHHC20P1	0.287832
HCG4P11	0.079836
RPL23AP1	3.86854
HLA-F-AS1	0.882625
MICE	0.647623
HCG9P5	0.160947
Y_RNA	0
IFITM4P	0.457213
XXbac-BPG170G13.32	0.189021
XXbac-BPG170G13.31	0
HLA-V	0.405494
HCG4	1.01205
HLA-P	0
RPL7AP7	0
MICG	0
HLA-G	1.61232
HCG4P8	0
MICF	0
HCP5B	0.131558
HCG4P7	1.21605
HLA-T	0.190409
DDX39BP1	0
MCCD1P1	0
HCG4B	0.608895
HLA-U	3.75565
HCG4P5	0.275616
HLA-W	0.442066
MICD	0.0530293
HCG9	0.0609929
DDX39BP2	0
MCCD1P2	0
ZNRD1ASP	1.22372
HLA-J	2.08558
HCG4P3	0.924267
ETF1P1	0.0775931
TRIM31	0.197624
TRIM31-AS1	0.188888
SNORA48	0
TRIM40	0
TRIM10	0.00518279
TRIM15	0.0152969
PAIP1P1	1.6304
HCG17	0.304043
TRIM26BP	0
HLA-L	1.37327
HLA-N	0
HCG19P	0
UBQLN1P1	0
MICC	0
TMPOP1	0
SUCLA2P1	0
RANP1	0.648685
XXbac-BPG249D20.9	0.0990582
MIR877	0
PTMAP1	0.358064
RPL7P4	0
MDC1-AS1	0
XXbac-BPG252P9.9	3.2064
Y_RNA	0.331956
XXbac-BPG252P9.10	0.286235
RN7SL353P	0
HCG20	0.0663581
LINC00243	0.0891922
XXbac-BPG27H4.8	0.157721
RN7SKP186	0
DDR1-AS1	0.0100266
MIR4640	0.832867
Y_RNA	0
HCG21	0.139971
XXbac-BPG118E17.10	0
MUC22	1.72579
RNU6-1133P	0
C6orf15	0.0255362
PSORS1C1	1.06703
CDSN	0
PSORS1C2	2.14907
POLR2LP1	0
POU5F1	1.1969
PSORS1C3	0.384159
XXbac-BPG299F13.17	1.70688
HCG27	1.3227
XXbac-BPG299F13.14	0
XXbac-BPG299F13.15	0
XXbac-BPG299F13.16	0
USP8P1	0.0176342
RPL3P2	1.0768
WASF5P	0
XXbac-BPG248L24.13	0
XXbac-BPG248L24.10	0
MIR6891	1.62129
XXbac-BPG248L24.12	0.130187
DHFRP2	0
RNU6-283P	0
FGFR3P1	0
ZDHHC20P2	0
HLA-S	0.582686
XXbac-BPG181B23.7	2.76493
Y_RNA	0.671557
LINC01149	0
XXbac-BPG181B23.6	0
MICB	1.97393
Y_RNA	0
XXbac-BPG16N22.5	0
PPIAP9	0.0712507
RPL15P4	0
MCCD1	0
SNORD117	0
SNORD84	0
DDX39B-AS1	0.157066
ATP6V1G2	0.952303
LTA	0.261116
TNF	0.697906
LTB	3.15497
LST1	3.12595
NCR3	0.218322
UQCRHP1	0
SNORA38	0
MIR6832	0
APOM	2.96371
Y_RNA	0.450545
LY6G5C	1.14892
MIR4646	0
LY6G6F	0.184655
LY6G6E	0.216824
LY6G6D	0.539518
MPIG6B	2.09182
RNU6-850P	1.13814
SAPCD1-AS1	0.401731
VWA7	0.706895
Y_RNA	0.48026
HSPA1L	1.03098
SNORD48	0
SLC44A4	0.550876
EHMT2-AS1	0.316407
C2	3.67712
ZBTB12	3.75933
C2-AS1	0.0880593
MIR1236	0
C4A	0.808537
C4A-AS1	0
CYP21A1P	0.317471
TNXA	0.105738
STK19B	0.276642
C4B	0.629342
C4B-AS1	0
CYP21A2	0.370594
RNA5SP206	0
PRRT1	4.05149
MIR6721	0
MIR6833	0
XXbac-BPG300A18.13	0
XXbac-BPG154L12.5	0
XXbac-BPG154L12.4	0.061489
C6orf10	0
HNRNPA1P2	0.041532
RNU6-603P	0
HCG23	0.376493
BTNL2	0.0395597
HLA-DRB9	0.266366
RNU1-61P	0
HLA-DQB1-AS1	2.97594
MTCO3P1	0
XXbac-BPG254F23.7	0
HLA-DQB3	0
HLA-DQA2	3.06845
MIR3135B	0
HLA-DOB	3.91556
PPP1R2P1	0
HLA-Z	0
XXbac-BPG181M17.4	0
HLA-DOA	2.6702
RPL32P1	0.411279
HLA-DPA2	0
COL11A2P1	0
HLA-DPB2	0.0819493
HLA-DPA3	0
HCG24	0
COL11A2	0.846892
RNY4P10	1.20319
MIR219A1	0
ZNF70P1	0
HTATSF1P1	0
XXbac-BPG157A10.21	1.80935
HCG25	0.740825
MIR6873	0
MIR6834	0
MYL8P	0
LYPLA2P1	0.160594
RPL35AP4	0
RPL12P1	0.464788
XXbac-BPG294E21.9	0
MIR5004	0
ZBTB9	0
GGNBP1	0
RN7SL26P	0
Metazoa_SRP	0
LINC00336	0
MIR3934	0.69145
IP6K3	2.02154
MLN	0
LINC01016	0.00858876
RP3-468B3.4	0
RP3-468B3.2	0.00307508
MIR7159	0
MIR1275	0
GRM4	0.0232065
