Name	Colon - Sigmoid
Y_RNA	0
RNA5SP200	0
MIR8056	0
RNU6-500P	0
CTB-32H22.1	0
CTB-164N12.1	0
CTB-33O18.1	0.0823131
CTB-33O18.2	0.286591
CTB-33O18.3	0.496299
LINC01863	0
LINC01942	0
LINC01484	0
LINC01485	0.0654233
C5orf47	0
RPL12P22	0
RP11-619L12.3	0
RP11-619L12.4	0
CTC-229L21.1	0
CTC-430J12.2	0
LINC01411	0.0200036
GAPDHP71	0.0281985
SUMO2P6	0
RP11-267A15.3	0
HIGD1AP3	0
MSX2	1.15473
CTD-2532K18.1	0
MIR4634	0
CTD-2532K18.2	0
LINC01951	0
NIFKP2	0
CTC-281M20.3	0
CTC-281M20.4	0
ARL2BPP6	0
DRD1	0.173863
CTC-571O20.1	0
RN7SKP148	0
HRH2	1.41818
RNU6-226P	0
CPLX2	3.7712
RP11-91H12.1	0
RP11-91H12.4	0
THOC3	3.15776
RP11-91H12.3	0
OR1X1P	0
RP11-826N14.1	0
RP11-826N14.2	0
FAM153B	0.112811
RP11-844P9.1	0
RP11-826N14.4	0
RP11-844P9.2	0.0543474
RP11-844P9.5	0
RP11-844P9.6	0.0343187
RP11-844P9.4	0
BRCC3P1	0.17246
RP11-843P14.2	1.30971
RP11-843P14.1	2.04576
MIR1271	0
CTB-162J7.1	0
CDHR2	0.167138
RN7SL684P	0
Y_RNA	0
GPRIN1	1.03267
SNCB	1.26036
MIR4281	0
EIF4E1B	0
RP11-375B1.1	0
RP11-375B1.2	0
LINC01574	0
UNC5A	0.184286
HK3	4.36234
ZNF346-IT1	1.15111
FGFR4	4.03655
CTD-2301A4.3	0.149904
PRMT1P1	0.179517
CTD-2301A4.1	0
SLC34A1	0
PFN3	0
F12	0.519961
PRR7-AS1	0.227768
PRR7	1.13751
RP11-1334A24.6	2.01433
RP11-1277A3.3	1.08694
RP11-1277A3.1	4.02926
RP11-1277A3.2	3.35248
RP11-1101H11.1	0
FAM153A	0.375348
RP11-1026M7.2	0
RP11-1026M7.3	0
RP11-423H2.1	2.74712
OR1X5P	0
RP11-423H2.5	0
RP11-1252I4.2	0
RP11-423H2.3	0.36529
RP11-423H2.4	0
SUDS3P1	0.607479
PROP1	0
FAM153C	0.15376
N4BP3	2.7148
RP11-889L3.4	0
GMCL1P1	0
COL23A1	2.07512
RP11-1259L22.2	0
RP11-1259L22.1	0
RN7SL646P	0
CTB-26E19.1	0
RN7SKP70	2.24756
AACSP1	0
RP11-21I4.3	0
RP11-21I4.2	0
RP11-21I4.4	0
RP11-281O15.2	0.418362
PIGFP1	0.142137
RP11-281O15.8	0.420697
ZNF454	1.8104
RP11-281O15.4	1.29009
GRM6	0.323475
RP11-281O15.5	0
ZNF879	2.85554
RP11-443C10.2	0
RP11-443C10.1	0.0844581
RP11-443C10.3	0
RP11-798K23.1	0
U4	0
RP11-798K23.4	0
RP11-798K23.3	0
PRDX2P3	0.156643
Metazoa_SRP	0
C5orf60	0.0197568
RP11-1379J22.7	0
RP11-1379J22.5	0.343704
CBY3	0.765646
HMGB3P22	2.51552
MIR1229	0
RN7SKP150	0.653862
Y_RNA	0.356552
CTC-241N9.1	4.19142
RPS15AP18	0
CTC-563A5.4	0
CTC-563A5.2	0.696736
MIR340	0
RP11-39H3.2	0.144764
RP11-39H3.1	0
RASGEF1C	3.53198
RP11-252I14.1	0
RP11-252I14.2	0.118885
CTB-129O4.1	3.21978
CTC-573N18.1	0
RNU6-525P	0
RP11-451H23.1	0
SCGB3A1	0.560853
RP11-451H23.2	0
RP11-451H23.3	0
OR2AI1P	0
RNU1-17P	0
OR2Y1	0
CTC-205M6.1	0.983818
BTNL8	0.13915
Y_RNA	0
RPS29P12	0
CTD-2593A12.3	0
CTD-2593A12.2	0
CTD-2593A12.4	0
BTNL3	0.12919
RNU6-1036P	0
MIR8089	0
CTB-14A14.1	0
FOXO1B	0
CTB-14A14.2	0
OR2V1	0
OR2V2	0
LINC01962	0
CTC-338M12.5	1.29146
TRIM7	0.941501
CTC-338M12.6	0.192533
CTC-338M12.1	0.39852
CTC-338M12.7	0.107107
SNORD96A	0.47634
CTC-338M12.4	3.77919
CTC-338M12.9	0.447202
CTC-338M12.13	0.859671
RNU6-705P	0
AC138035.2	0.29962
AC138035.3	0
AC138035.1	0
OR4F3	0
WBP1LP4	0
RPL23AP45	0
WBP1LP12	0
OR4F1P	0
LINC00266-3	0
CICP18	0
RP3-416J7.1	0
RP3-416J7.4	0
RP3-416J7.5	0
IRF4	0.396354
RP1-20B11.2	0.170835
HUS1B	0.576829
RP11-532F6.2	0
RP11-532F6.4	0.129138
RP11-532F6.5	0.0332221
RP11-284J1.1	0.0360559
RP5-1077H22.2	0
RP5-1077H22.1	0
RP5-856G1.1	0
RP5-856G1.2	0
FOXQ1	0.310971
LINC01394	0.626808
RP4-668J24.2	1.32846
RN7SL352P	0
RP11-157J24.1	0.0963657
RP11-157J24.2	1.20056
FOXCUT	0
FOXC1	2.82279
GMDS	4.20706
GMDS-AS1	0.827114
HMGN2P28	0.113362
RP1-136B1.1	0.320261
RP11-299J5.1	0
LINC01600	0.0817288
RP11-145H9.3	0
MYLK4	0.790809
MIR4645	0
SERPINB9P1	1.09139
RP1-90J20.10	0
RP1-90J20.2	0
LINC01011	3.35868
RP1-90J20.8	0
RP1-90J20.14	0
FAM136BP	0
SERPINB8P1	0
RP1-40E16.2	0
RP1-40E16.12	1.59101
RNA5SP201	0.209922
RP1-40E16.11	1.32084
TUBB2BP1	0.10456
RP1-40E16.9	0.053168
PSMG4	4.97131
RP11-506K6.4	1.46707
RP1-223B1.1	0.284541
RP1-72E17.2	0
RP11-420L9.5	4.98227
RP11-420L9.2	0.404121
RP11-420L9.4	0
RP1-140K8.1	0
RP1-140K8.5	0.0818099
RP1-140K8.2	0
RP1-140K8.3	0
TDGF1P4	0
GLRX3P2	0.0770884
RP3-406P24.5	3.53596
RP3-406P24.4	0.107472
RP3-406P24.3	0.175516
FAM217A	0.0783603
C6orf201	1.27402
RP3-400B16.1	0.139593
RP3-400B16.4	0
RP3-400B16.3	0
RP3-400B16.2	0
RP3-527G5.1	0
RNA5SP202	0
RP11-274H24.1	0
RP1-21P18.1	0
RP4-529N6.2	0
RP4-529N6.1	0.107683
PSMC1P11	0
RP3-430A16.1	0
RP11-428J1.2	0
RPP40	4.4467
RP11-428J1.5	2.90944
RP11-428J1.4	0.458676
RP11-530A18.1	0.349384
PPP1R3G	3.34971
LYRM4	4.89439
MIR3691	0
RP3-520B18.1	0
RP1-232P20.1	0
HNRNPA1P37	0
RP1-256G22.2	0
RP1-182O16.1	0.131095
RP1-182O16.2	0.284782
RP3-380B8.4	0.12792
RN7SL221P	0
PKMP5	0
MIR7853	0
LY86-AS1	0.00711651
CNN3P1	0
LY86	2.10182
RP1-80N2.3	0.0702375
RP1-80N2.4	0.0355301
RP1-80N2.2	0
RP3-470L22.1	0
BTF3P7	0
RP3-429O6.1	0
RN7SL554P	0
RP11-556O15.1	0
RP11-405O10.2	0.0509962
Y_RNA	0
RP11-69L16.4	0.102462
CAGE1	0
RP11-69L16.3	0
RP11-69L16.5	1.22966
RP11-69L16.6	0
HNRNPLP1	0.0303371
RP11-288G3.3	0
RP11-288G3.4	0
RP3-512B11.3	0.464435
DSP	2.85678
RP3-336K20__B.2	0.190751
BMP6	3.73165
RP1-303A1.1	0
PIP5K1P1	0
RP11-203H2.1	0
RP11-203H2.2	0
HULC	0
RP11-314C16.1	1.45224
RP11-354I10.1	0
OFCC1	0
RP3-486D24.1	0
RP11-339A7.1	0.0795717
RNU6ATAC21P	0
RP1-290I10.2	0
TFAP2A	1.00693
TFAP2A-AS1	0.70442
RP1-290I10.3	0
LINC00518	0
MIR5689	0
MIR5689HG	0
MRPL48P1	0
RP1-290I10.5	0
GCNT2	4.21178
RP11-360O19.4	0
RP11-360O19.1	0
RP11-360O19.5	0.167451
GCNT6	0.135219
C6orf52	0.763109
Y_RNA	0
RP11-421M1.8	0.424008
RNA5SP203	0.3368
MAK	0.294486
GCM2	0
RP11-637O19.2	0.0830031
SYCP2L	0.781418
ELOVL2	0.891587
RP1-62D2.4	0
ELOVL2-AS1	0
ERVFRD-1	0.314237
RP4-761I2.5	0
RP3-510L9.1	0
RP11-716O23.1	0
RP11-716O23.2	0
RNU1-64P	0
THAP12P5	0
TMEM170B	4.93719
RP11-679B17.2	0
Metazoa_SRP	0
SNORA67	0
ADTRP	0.190135
RP3-413H6.2	0
AMD1P4	0
RP11-456H18.1	0
RP11-456H18.2	0.214932
SUMO2P12	0
RN7SKP293	0
RP11-125M16.1	0
PHACTR1	0.817226
RNU1-11P	0
RP1-257A7.4	0.820956
TBC1D7	2.68056
RP1-257A7.5	0
GFOD1-AS1	0.271684
RPS4XP7	0.192
RN7SKP204	0
RP3-500L14.2	0.491349
RNF182	0.289451
MRPL35P1	0
RP3-380E11.2	0
CD83	3.88724
RNU7-133P	0
RP11-359N11.1	0
LINC01108	0
RP3-448I9.2	0
RP3-448I9.1	0
RP11-330A16.1	0
RNU6-793P	0
RP11-146I2.1	0
RP1-190J20.2	0
RN7SL332P	0
RP11-560J1.2	0.248692
JARID2-AS1	0.206087
RNU6-522P	0
RNU6-645P	0
5S_rRNA	0
ARPC3P5	0
RP11-401E14.2	0
RP11-401E14.3	0
RP1-13D10.5	0
MIR4639	0
RP1-13D10.2	0.24867
RP1-13D10.3	0.287001
MRPL42P2	0
RNU6-1114P	0
Y_RNA	0
RP3-467D16.3	0.096103
RP1-151F17.1	4.27293
STMND1	0.121249
RP1-273P12.1	0
RPL7P26	0.271819
SUMO2P13	0
RNU6-190P	0
RP11-500C11.3	1.49287
RNA5SP204	0
Y_RNA	0
RP3-525L6.2	0.173275
NHLRC1	1.24556
Y_RNA	0
RP11-14J16.1	0
RNU6-263P	0
DDX18P3	0
RP11-528A10.1	0
RP1-242N11.1	0
MIR548A1	0
RP11-254A17.1	0
RP11-686D16.1	0
RP4-625H18.2	0.125492
RPL5P20	0
RNA5SP205	0
KRT18P38	0
UQCRFS1P3	0
RNU6-801P	0
RP1-130G2.1	0.613482
RP11-239H6.2	0
E2F3	4.54745
RN7SL128P	0
E2F3-IT1	0
RNU6-141P	0
Y_RNA	0
RP3-348I23.3	0
RP3-348I23.2	0
RNU6-150P	0
RP1-135L22.1	0
LINC00581	0
RP11-204E9.1	0.0325067
RP11-204E9.3	0
BOLA2P3	0
CASC15	1.744
RP4-551N11.1	0
RN7SKP240	0
NBAT1	0.217757
RP11-524C21.1	0.180522
RP11-524C21.2	0.788408
PRL	0.442787
HDGFL1	0.03149
RP1-309H15.2	0
RP1-209A6.1	0
RP11-108N13.1	0
RNU6-1060P	0
RP11-439H9.1	0
RP4-810F7.1	0
RP11-440J4.2	0
SPTLC1P2	0
RP1-59B16.1	0
HNRNPA1P58	0
NRSN1	1.21974
SNORD46	0
DCDC2	0.0311166
KAAG1	0
RNU6-391P	0
GPLD1	2.26508
ALDH5A1	4.97796
KIAA0319	0.566579
KRT8P43	0
RP1-30M3.5	1.89813
RP1-30M3.6	2.22469
RP3-369A17.4	0
RP3-369A17.2	0
C6orf229	0
FAM65B	3.12375
MTCO2P33	0
PPIAP29	1.33202
RP11-367G6.3	0.107423
ASS1P1	0.0272858
RN7SL334P	0
RP3-425P12.5	0
RP3-425P12.1	0
RP3-425P12.2	0
RP3-425P12.4	0.072031
RP11-191A15.1	0
RP11-191A15.2	0
RP11-191A15.4	0
RP3-522P13.3	0
KATNBL1P5	0
RP3-522P13.1	0
RP3-522P13.2	0
CARMIL1	2.10798
Y_RNA	0
RNU6-987P	0
PRELID1P2	0
HIST1H2AA	0
HIST1H2BA	0
HIST1H2BPS1	0
HIST1H2APS1	0
SLC17A4	0.0469093
SLC17A1	0
SLC17A3	0.0163037
HIST1H2APS2	0
RP1-139G21.4	0
SLC17A2	0
U91328.22	2.06786
HIST1H1PS2	0
HIST1H1A	0
HIST1H3A	0.157327
HIST1H4A	0
HIST1H4B	0
HIST1H3B	0
HIST1H2AB	0
HIST1H2BB	0
HIST1H2APS5	0
HIST1H3C	0
HIST1H4C	0.111536
HIST1H1T	0
HIST1H2BC	1.5001
HIST1H1E	0.837255
RP1-221C16.8	0.13689
LARP1P1	0
HIST1H2BE	0.161905
HIST1H4D	0
HIST1H1PS1	0.548602
HIST1H3D	1.28527
HIST1H2AD	0.538416
HIST1H2BF	0.238831
RP1-34B20.4	0.288293
HIST1H4E	0.913972
HIST1H2BG	1.69418
HIST1H2AE	2.05201
RP1-34B20.19	0
HIST1H3E	1.42651
HIST1H2APS3	0
HIST1H1D	0.351503
HIST1H4F	0
HIST1H4G	0
HIST1H3F	0
HIST1H2BH	0.229923
HIST1H3G	0.0331803
HIST1H2APS4	0
HIST1H2BI	0
HIST1H4H	2.84808
HIST1H3PS1	0
BTN2A3P	3.34876
BTN1A1	0.0496762
RNU6-502P	0
RP11-457M11.7	0.0167881
RP11-457M11.6	0
ZNF322	4.09302
RP11-457M11.5	0.0595643
GUSBP2	0.797812
POM121L6P	0
LINC00240	0.377345
RP11-239L20.6	0.316961
VN1R12P	0
VN1R13P	0
VN1R11P	0
RNU2-62P	0
RP1-86C11.7	0.791555
HIST1H2BJ	1.46619
HIST1H2AG	0.493982
HIST1H4I	1.91171
HIST1H2AH	0.1232
MIR3143	0
RPL10P2	0
PRSS16	0.09379
XXbac-BPGBPG24O18.1	0
POM121L2	0.0297892
VN1R10P	0
ZNF391	2.60662
RP1-153G14.4	0.990948
MCFD2P1	0.358441
ZNF184	4.28643
XXbac-BPGBPG34I8.2	0
XXbac-BPGBPG34I8.1	0
HNRNPA1P1	0
CD83P1	0
RNU6-471P	0
RP1-15D7.1	0
LINC01012	0.0356479
GPR89P	0
RSL24D1P1	0
HIST1H4PS1	0
HIST1H2BL	0
HIST1H2AI	0
HIST1H3H	1.08894
HIST1H2AJ	0
HIST1H2BM	0
HIST1H4J	0.121785
HIST1H4K	0.1331
HIST1H2BN	0.187041
HIST1H2BPS2	0
HIST1H2AL	0
HIST1H1B	0
HIST1H3I	0
HIST1H4L	0
HIST1H3J	0
HIST1H2AM	0
HIST1H2BO	0
RNU7-26P	0
OR2B2	0
OR2W6P	0
OR2B6	0
RPLP2P1	0
OR2W4P	0
IQCB2P	0
U3	0
OR2W2P	0
OR2B7P	0
OR2B8P	0
OR1F12	0
RP1-313I6.12	1.52504
ZNF165	1.43878
ZSCAN12P1	0.994513
ZNF602P	0.611448
RP1-265C24.8	0.125677
ZNF192P1	2.27107
AL022393.9	0.87881
ZNF603P	0.680831
ZNF192P2	0
TOB2P1	0.310158
NKAPL	3.91349
RP5-874C20.7	0.835776
RP5-874C20.6	0.547283
ZSCAN12	4.73243
RNU2-45P	0
ZSCAN23	0.945522
COX11P1	0
OR2E1P	0
GPX6	0
GPX5	0
ZBED9	0.0866269
RP5-1186N24.3	0
RP11-373N24.2	0
LINC00533	0
RPSAP2	0
NOP56P1	0.222611
XXbac-BPG308K3.5	0
LINC01623	0
RPL13P	0
ZNF90P2	0
HCG14	0.202778
RNU6-930P	0
LINC01556	0
KRT18P1	0
RN7SL471P	0
HCG15	0.272757
HCG16	0.479183
ZNF311	2.27282
OR2AD1P	0
XXbac-BPG258E24.10	0
OR2W1	0
OR2P1P	0
SAR1P1	0
OR2B3	0
OR2J1	0
OR2J3	0
XXbac-BCX196D17.5	0
OR2N1P	0
OR2J2	0
OR2J4P	0
OR2H4P	0
XXbac-BPG308J9.3	0
OR2G1P	0
OR2U1P	0
OR2U2P	0
OR2B4P	0
OR14J1	0
DDX6P1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR12D1	0
OR11A1	0
OR10C1	0
XXbac-BPG13B8.11	0
OR2H1	0
UBDP1	0
MAS1LP1	0.0668226
MAS1L	0.164863
RPS17P1	0.130081
XXbac-BPG13B8.10	0.456984
LINC01015	0
GPR53P	0
OR2I1P	0.172122
UBD	0.438454
OR2H5P	0
TMEM183AP1	0
SNORD32B	0
RPL13AP	0
OR2H2	0.211662
SUMO2P1	0.588903
MOG	0.117681
ZFP57	0.0935137
ZDHHC20P1	0.49225
HCG4P11	0
HLA-F-AS1	2.16115
MICE	1.11221
HCG9P5	0.287385
Y_RNA	0
IFITM4P	1.3602
XXbac-BPG170G13.32	0.537561
XXbac-BPG170G13.31	0
HLA-V	0.0728741
HCG4	0.305335
HLA-P	0
RPL7AP7	0
MICG	0
HLA-G	1.88755
HCG4P8	0
MICF	0.430622
HCP5B	0.352025
HCG4P7	2.81134
HLA-T	0.345154
DDX39BP1	0
MCCD1P1	0.124237
HCG4B	0.686102
HLA-U	4.41137
HCG4P5	0.405397
HLA-W	0.910899
MICD	0.109088
HCG9	0.187393
DDX39BP2	0.117106
MCCD1P2	0.0978916
ZNRD1ASP	2.02587
HLA-J	3.51906
HCG4P3	2.04629
ETF1P1	0.0911894
RNF39	0.820239
TRIM31	0.136603
TRIM31-AS1	0
SNORA48	0
TRIM40	0
TRIM10	0.195277
TRIM15	0.242171
PAIP1P1	1.13708
HCG17	0.72016
TRIM26BP	0.0597218
HLA-L	2.29797
HLA-N	0
HCG19P	0
UBQLN1P1	0
MICC	0
TMPOP1	0
SUCLA2P1	0
RANP1	0.382216
XXbac-BPG249D20.9	0.228921
MIR877	0
PTMAP1	0.161918
RPL7P4	0
MDC1-AS1	0
XXbac-BPG252P9.9	3.37213
Y_RNA	0.597641
XXbac-BPG252P9.10	1.03039
RN7SL353P	0
HCG20	0.184238
LINC00243	0.0463716
XXbac-BPG27H4.8	0
RN7SKP186	0
DDR1-AS1	0
MIR4640	0
SFTA2	0.11077
Y_RNA	0
DPCR1	0.0438242
HCG21	0
XXbac-BPG118E17.10	0
MUC21	0.0831532
MUC22	0
HCG22	0.101137
RNU6-1133P	0
C6orf15	0
PSORS1C1	1.91947
CDSN	0
PSORS1C2	0.59409
POLR2LP1	0
POU5F1	1.01969
PSORS1C3	0.613923
HCG27	2.69895
XXbac-BPG299F13.14	0
XXbac-BPG299F13.15	0
XXbac-BPG299F13.16	0
USP8P1	0.0156258
RPL3P2	1.14881
WASF5P	0
XXbac-BPG248L24.13	0
XXbac-BPG248L24.10	0
MIR6891	1.68996
XXbac-BPG248L24.12	0.14589
DHFRP2	0
RNU6-283P	0
FGFR3P1	0
ZDHHC20P2	0
HLA-S	0.938311
Y_RNA	2.61103
LINC01149	0.0351526
XXbac-BPG181B23.6	0
MICB	1.55572
Y_RNA	0
XXbac-BPG16N22.5	0
PPIAP9	0
RPL15P4	0
MCCD1	0
SNORD117	0
SNORD84	0
DDX39B-AS1	0.208751
LTA	0.217543
TNF	0.497202
LTB	1.35393
LST1	4.27619
NCR3	0.0983664
UQCRHP1	0
SNORA38	0
MIR6832	0
APOM	3.34368
Y_RNA	0.575328
LY6G5C	2.12861
MIR4646	0
LY6G6F	0
LY6G6E	0
LY6G6C	0.486079
MPIG6B	0.517544
RNU6-850P	1.04256
SAPCD1-AS1	0.382542
VWA7	0.890712
Y_RNA	0.379242
HSPA1L	3.28279
SNORD48	0
SLC44A4	0.63512
EHMT2-AS1	0.373254
ZBTB12	4.56548
C2-AS1	0.131381
MIR1236	0
C4A-AS1	0.0180416
CYP21A1P	3.39804
TNXA	0.410832
STK19B	2.17732
C4B-AS1	0.0205258
CYP21A2	2.38598
RNA5SP206	0
MIR6721	0
MIR6833	0
XXbac-BPG300A18.13	0
XXbac-BPG154L12.5	0.0818864
XXbac-BPG154L12.4	0.0741221
C6orf10	0.0113508
HNRNPA1P2	0.0347255
RNU6-603P	0
HCG23	0.920503
BTNL2	0.0752438
HLA-DRB9	0.174582
RNU1-61P	0
HLA-DQB1-AS1	2.57069
MTCO3P1	0
XXbac-BPG254F23.7	0
HLA-DQB3	0
HLA-DQA2	1.98723
MIR3135B	0
HLA-DQB2	1.42856
HLA-DOB	1.69693
PPP1R2P1	0.143121
HLA-Z	0
XXbac-BPG181M17.4	0
HLA-DOA	2.91128
RPL32P1	0.364218
HLA-DPA2	0
COL11A2P1	0
HLA-DPB2	0.0587857
HLA-DPA3	0
HCG24	0
COL11A2	1.15533
RNY4P10	1.32761
MIR219A1	0
ZNF70P1	0
HTATSF1P1	0
XXbac-BPG157A10.21	1.00388
HCG25	0.695766
MIR6873	0
MIR6834	0
MYL8P	0
LYPLA2P1	0.0622436
RPL35AP4	0
KIFC1	0.536372
RPL12P1	0.331789
XXbac-BPG294E21.9	0.285897
MIR5004	0
ZBTB9	0
GGNBP1	0
RN7SL26P	0
Metazoa_SRP	0
LINC00336	0
MIR3934	0.910335
MLN	0
LINC01016	0.0212918
RP3-468B3.4	0
RP3-468B3.2	0.00355428
MIR7159	0
MIR1275	0
GRM4	0.0503657
KRT18P9	0
CYCSP55	0
MIR6835	0
RP11-513I15.6	0.331472
RPL35P2	0
PACSIN1	1.40436
SPDEF	0.331048
RP3-391O22.3	0.163552
RPL7P25	0
RN7SL200P	0
RP3-391O22.1	0
RP11-140K17.2	0
RP3-375P9.2	1.47541
Y_RNA	0
HSPE1P11	0.336867
RP11-174N3.4	1.04032
TCP11	0.111125
RP3-329A5.8	3.72112
RP3-329A5.1	0
DEF6	4.23328
MKRNP2	0
MIR7111	0
TULP1	0.391566
RP3-340B19.3	0.0844374
RP3-340B19.2	1.1691
RP3-340B19.5	0
SNORA40	0
MIR5690	0
RP3-510O8.4	0.601031
ARMC12	2.29547
RP3-510O8.3	0
CLPSL2	0
CLPSL1	0
CLPS	0.832025
LHFPL5	0.055988
SLC26A8	0.0848108
DPRXP2	0
RP1-179N16.3	0.394273
MAPK13	3.94404
RP1-179N16.6	1.86938
PNPLA1	0.0634896
C6orf222	0.0288038
ETV7	0.839202
RP1-50J22.4	0
PXT1	0.0765612
RN7SL502P	0
RN7SL748P	0.0982009
MIR3925	0
RNU1-88P	0
Y_RNA	0
PANDAR	0
LAP3P2	0
RAB44	0.440378
RP3-431A14.4	0
CPNE5	3.15988
RP1-90K10.4	0
COX6A1P2	2.81259
RPL12P2	0
TMEM217	0.211535
RP4-744I24.4	0
RN7SL273P	0
RP1-153P14.8	0
RP1-153P14.3	0
RP1-153P14.5	0
MIR4462	0
RP1-153P14.7	0
MDGA1	3.40606
RP3-441A12.1	0
RN7SL285P	0
RNU1-87P	0
RP11-420A21.1	0
SNORD45	0
BTBD9-AS1	0
Y_RNA	0
RP1-319M7.2	0
RP3-503A6.2	0
DNAH8	0.00683628
RN7SL465P	0
RP1-217P22.2	0
SNORA8	0
RP1-207H1.3	0
RP1-207H1.2	0
RP1-202I21.3	0
GLP1R	0.0156974
ANKRD18EP	2.48804
KCNK17	0.855976
KCNK16	0
KIF6	0.0946857
RP1-137F1.3	0
E2F4P1	0
RNU1-54P	0
XXyac-YR38GF2.1	0.247606
RP11-61I13.3	1.14563
RP1-278E11.3	1.78314
TUBBP9	0
RP11-552E20.1	0
TDRG1	0.0186849
LINC00951	0
RP11-552E20.4	0
LRFN2	0.101882
RNU6-250P	0
RP11-121P10.1	0
RP3-462C17.1	0
RP11-570K4.1	0
UNC5CL	2.72869
TSPO2	0.166785
APOBEC2	1.14714
ADCY10P1	2.37198
TREML1	0.193673
TREM2	1.12344
TREML2	0.05097
TREML3P	0
TREML4	0
RNA5SP207	0
TREML5P	0
RP1-229K20.8	0
RP1-229K20.9	0
TREM1	0.356961
RP1-229K20.5	0
RNU6-643P	0
RP13-235E23.1	0
NCR2	0
RP1-149M18.3	0
RP1-149M18.4	0
FOXP4-AS1	0.176553
LINC01276	0
MIR4641	0
MDFI	1.84851
NPM1P51	0
RP11-298J23.5	0
PGC	0.831126
RP11-298J23.8	0
PRICKLE4	1.61489
USP49	3.78379
SNORA8	0
RP5-973N23.4	0
Y_RNA	0
RNU6-761P	0
RP11-533O20.2	0
RP11-7K24.3	0.121966
C6orf132	0.465927
GUCA1A	0.0484076
GUCA1B	2.48133
RP11-256G5.1	0
RNU6-890P	0
PRPH2	4.15001
ATP6V0CP3	1.24083
PTCRA	0
RP3-475N16.1	2.70603
GNMT	1.41657
RP1-20C7.6	1.33209
RN7SL403P	0.157357
RP11-387M24.5	0.802542
RP3-330M21.5	2.95011
TTBK1	0.391879
SLC22A7	0.0360613
CRIP3	1.08345
RPL12P47	0
RP11-480N24.4	1.16419
RPS2P28	0.094465
RP11-213N20.1	0
MIR6780B	0
DLK2	0.706429
RNU6-1113P	0
LRRC73	0.82438
RP3-337H4.9	1.53106
RP3-337H4.6	0.597001
SCARNA15	0
RP3-337H4.10	0.801477
RP3-337H4.8	0.205087
RSPH9	1.1794
RP1-261G23.4	0
RP1-261G23.5	0
RP11-344J7.3	0
RP11-344J7.4	0
RP11-344J7.2	0
RP5-1120P11.1	0.185943
C6orf223	0.102085
RP5-1120P11.3	0
RP5-1120P11.4	0.0657931
CAPN11	0.291778
RN7SL811P	0
RP1-302G2.5	0.293267
TMEM151B	1.14227
TCTE1	0.284956
SPATS1	0.0511211
MIR4642	0
RP3-449H6.1	0
RP3-449H6.2	0
NUDT19P4	0
RP11-491H9.4	0
RBM22P4	0
RP11-491H9.3	0
MIR586	0
RUNX2	3.73801
RP1-244F24.1	2.26802
RP1-166H4.2	0
CLIC5	2.36572
RNU6-754P	0
RP1-8B1.4	0.352617
ENPP5	0.545823
ACTG1P9	0.0341679
RP11-795J1.2	0
RP11-795J1.1	0
CYP39A1	2.62281
RP11-446F17.3	0.160456
TDRD6	1.43694
PLA2G7	0.286362
ANKRD66	0
RP11-268F1.3	0
MEP1A	0.10383
RP3-365O12.2	0
ADGRF1	0.00510109
B3GNTL1P2	0
RP11-385F7.1	0.965914
Y_RNA	0
RP11-812I20.2	0
ADGRF2	0.0252172
ADGRF4	0.123313
RN7SKP116	0
RP11-550C4.6	0
RP11-550C4.4	0
OPN5	0
RNU1-105P	0
PTCHD4	0.335866
HNRNPA3P4	0
RBMXP1	0
RP1-281E18.1	0
RP1-57E3.1	0
RP4-724P12.1	0
RP4-724P12.2	0
RP1-142O9.2	0
RNU7-65P	0
EEF1A1P42	0
CENPQ	4.93992
GLYATL3	0
C6orf141	1.66434
CYP2AC1P	0
RHAG	0.589714
CRISP2	0.0347926
RP3-442L6.4	0.0470892
CRISP3	0.0592372
PGK2	0
RP3-417L20.4	0
RP11-719J20.1	0
CRISP1	0
DEFB133	0
DEFB114	0
DEFB113	0
DEFB110	0
DEFB112	0
RP11-397G17.1	0
RP11-524K22.1	0
RP1-28O17.1	0
TFAP2D	0
TFAP2B	0.120779
RPS17P5	0
RP4-753D5.3	0
FTH1P5	0.340607
RP3-437C15.2	0
RP3-437C15.1	0.0573183
SNORD66	0
RP11-793K1.1	0
RP3-335N17.2	0
PKHD1	0.0208589
RN7SL580P	0
MIR206	0
LINCMD1	0
MIR133B	0
IL17A	0
IL17F	0
SLC25A20P1	0
RP1-152L7.9	0
RP1-152L7.5	2.6892
GSTA8P	0
RP1-152L7.8	0
GSTA7P	0
GSTA2	0
GSTA12P	0
GSTA1	0.146545
GSTA6P	0
GSTA5	0
GSTA11P	0
GSTA10P	0
GSTA3	0
GSTA9P	0
7SK	0
RN7SL244P	1.52893
RP11-506E9.3	0
GCM1	0.0242511
RNU6-464P	0
SOD1P1	0
RP1-34L19.1	0
RNU1-136P	0
HMGB1P20	0
MIR5685	0
RPS16P5	0
RP3-483K16.4	0.309261
RPL31P28	0
RPL31P33	0
RP11-96J19.1	0
RP11-96J19.4	0
RN7SKP256	0
NANOGP3	0
RP1-27K12.4	1.19952
RP1-27K12.2	0
LINC01564	0
KLHL31	0.123672
RP11-79N23.1	0.208327
RP13-476E20.1	0.0942773
RP3-523E19.2	2.92137
MLIP	0.146728
MLIP-AS1	0
RP11-411K7.1	0.153175
MLIP-IT1	0.05557
ERHP2	0
TINAG	0.024354
RP11-124I4.2	0
