Name	Artery - Aorta
RP11-293A21.2	0
RP11-415C15.1	0
AC024132.1	0
RP11-415C15.2	0
Y_RNA	0
RP11-415C15.3	0
IGBP1P5	0
AC007106.1	0
RP11-180C1.1	0
RP11-123O22.1	0
RN7SL101P	0
MIR4275	0
MESTP3	0
RP11-292B1.2	0
RP11-769N22.2	0
RP11-769N22.1	0
RP11-472K22.1	0
RP11-472K22.2	0
RP11-68D16.1	0
RP11-68D16.2	0
U6	0
EEF1A1P21	0
RP11-390C19.1	0
RPS3AP17	0
RP11-174E22.2	0
RP11-619J20.1	0
MTCYBP43	0.0909244
RP11-617I14.1	0.0731716
RP11-315A17.1	0
RP11-665I14.1	0
RP11-734I18.1	0
RP11-240A16.1	0
RP11-141P6.1	0
RP11-638O6.1	0
RP11-802H3.1	0
RP11-802H3.2	0
RP11-79E3.3	0
RP11-79E3.2	0
RP11-79E3.1	0
RP11-548L20.1	0
RP11-725M22.1	0
RP11-768G3.1	0
snoU13	0
SEC63P2	0
RNU6-573P	0
ARAP2	0.939774
RP11-640B6.1	0
RP11-431M7.3	0
DTHD1	0.0961373
RP11-431M7.2	0
MIR1255B1	0
RP11-722M1.1	0
RP11-698E18.1	0
RP11-103J17.2	0
RP11-103J17.1	0
MIR4801	0
NWD2	0
C4orf19	0.17666
RP11-36B15.1	0.745367
Y_RNA	0
RP11-9D8.1	0
RP11-177C12.5	0.744961
RP11-177C12.1	1.14503
PTTG2	1.59306
RP11-177C12.4	0.184225
MRPS33P2	0
RP11-600L4.1	0
RP11-83C7.1	0
RP11-83C7.3	0
LINC01258	0
LINC01259	0
RP11-213G21.2	0
RP11-617D20.2	0
RNA5SP158	0
TLR10	0.120324
TLR1	3.42045
TLR6	0.880629
MIR574	0
TMEM156	0.175612
RP11-360F5.1	0.30564
RP11-360F5.3	0.920601
RNU6-32P	0
RNU6-887P	0
KLB	0.104669
MIR5591	0
Y_RNA	0
LIAS	2.06572
RP11-472B18.1	0.3252
UGDH-AS1	2.22627
RNU7-11P	0
RP11-539G18.3	0.532984
Y_RNA	0
RP11-539G18.1	0
RN7SL558P	0.150811
ZBTB12BP	0.325493
ELOCP33	0
RNA5SP159	0
RP11-333E13.2	0.181074
PABPC1P1	0
KRT18P25	0
RP11-333E13.4	0.0322582
N4BP2	2.59533
RNU6-1112P	0
SNORA51	0
RP11-395I6.1	0
RP11-395I6.3	3.39127
RHOH	0.461222
RP11-395I6.2	0
AC195454.1	0
CHRNA9	0
RNU7-74P	0
RBM47	2.02531
RP11-588L15.2	0.06225
RP11-588L15.1	0
MIR4802	0
ARL4AP2	1.39196
RP11-632F7.3	1.81741
Y_RNA	0.774399
RNA5SP160	0
RNU6-836P	0
RNU6-1195P	0
UCHL1-AS1	0
Y_RNA	0
RPL12P20	0
RP11-227F19.5	0.934639
OR5M14P	0
PHOX2B	0
RP11-227F19.1	0
RP11-227F19.2	0
RNU1-49P	0
HMGB1P28	0
LINC00682	0
RP11-457P14.5	0
RP11-457P14.6	0
DCAF4L1	0.529796
RP11-814H16.2	0.303486
ATP1B1P1	0.492114
BEND4	0.0353477
RP11-63A11.1	0
ATP8A1	4.2081
RPS7P7	0
CCNL2P1	0
RP11-109E24.2	0
RP11-109E24.1	0
RN7SKP82	0
GRXCR1	0
RP11-395F4.1	0
RP11-1E6.1	0
RP11-324J13.3	0
RP11-324J13.1	0
RP11-324J13.2	0
RP11-466J24.1	0
RN7SL691P	0
RN7SL193P	0
NDUFB4P12	0.0250704
RP11-663P9.1	0
LVCAT1	0
KCTD8	0.631666
RP11-500G9.1	0
YIPF7	0.148935
RP11-700J17.1	2.37838
RP11-55C6.1	0
PRDX4P1	0
RP11-362I1.2	0
RP11-362I1.1	0
THAP12P9	0
RP11-270L13.1	0
RNU6-931P	0
RN7SKP199	0
GABRG1	0
RP11-320H14.1	0.103753
GABRA2	0.137812
RP11-436F23.1	0
RNU6-412P	0
RAC1P2	2.66451
COX7B2	0
GABRA4	0.141206
GABRB1	0.0903841
RP11-731J8.2	0.0706376
RP11-731J8.3	0
RP11-731J8.1	0
AC092597.3	3.34913
CORIN	1.16175
MIR8053	0
RP11-100N21.1	0.409584
RP11-121C2.3	0
RP11-121C2.2	2.32281
NIPAL1	0.162757
CNGA1	0.248544
TXK	0.83127
RNU6-838P	0
U6	0
TEC	2.97259
Y_RNA	0
SLC10A4	2.69534
ZAR1	0.27073
RNU5E-3P	0
OCIAD1-AS1	0
RNU6-158P	0
RP11-317G22.2	0
CWH43	0
TPI1P4	0
RP11-1281K21.2	0
RP11-1281K21.3	0
RP11-1281K21.8	0
SNX18P23	0
RP11-1281K21.1	0
MTCO3P39	0
MTND3P22	0
RP11-241F15.1	0.0954276
ANKRD20A17P	0
RP11-241F15.3	0
RP11-241F15.5	0
RP11-1281K21.9	0
RP11-1281K21.10	0
MTCO3P42	0
RP11-241F15.7	0
RP11-241F15.9	0
SNX18P24	0
RP11-241F15.10	0
SNX18P25	0
DUTP7	0.0757635
RP11-365H22.2	1.85163
RP11-61F5.1	0
LRRC66	1.58646
RP11-535C7.1	0
RP11-588F10.1	0
RNU6-1252P	0
RP11-177B4.2	0
MIR4449	0
SNORA26	2.31904
RP11-177B4.1	0.413453
ERVMER34-1	0.0639184
SNORA26	0
Y_RNA	0
LINC01618	0
RP11-752D24.2	0.0426315
RNU6-310P	0
LNX1-AS1	0
RP11-18M17.1	0
LNX1-AS2	0
RP11-317M11.1	0.0353984
RP11-89B16.1	0.790005
RP11-89B16.2	0.0804772
RPL21P44	0.486087
RP11-571I18.4	1.45584
RP11-571I18.5	0.122571
RP11-571I18.2	0
MORF4L2P1	0
GSX2	0
RPL22P13	0
RP11-231C18.1	0
RP11-231C18.2	0
RP11-545H22.1	0
AC006552.1	0
RP11-273B19.2	0
RP11-273B19.1	0
RP11-463H12.2	0
RPL38P3	0
RNU6-410P	0
RP11-530I17.1	0
RN7SL424P	0
RN7SL822P	0
RP11-530I17.2	0
RNU6-746P	0
LRRC34P2	0
FCF1P8	0
SRD5A3-AS1	0.962605
RP11-177J6.1	0.782071
Y_RNA	1.45214
Y_RNA	0
RN7SKP30	0.361716
RP11-528I4.2	0.524612
PDCL2	0
NMU	0.0897363
RNU6-276P	0
RP11-345F18.1	0
RNU6-652P	0
CEP135	4.41041
KIAA1211	1.12378
RNA5SP161	0
RNU6-197P	0
MRPL22P1	0
RPL7AP31	0.185343
RP11-646I6.5	1.87864
PPAT	4.20927
RP11-646I6.6	1.67447
RP11-646I6.3	0.235311
ARL9	0.68035
THEGL	0.136211
GLDCP1	0
HOPX	1.6274
RP11-630A13.4	0.0234417
RPL17P20	0
RP11-533F5.2	0
RN7SL492P	0
RN7SL357P	0
SPINK2	0.147318
Metazoa_SRP	0
Y_RNA	0
RP11-738E22.3	0.401036
RNU6-998P	0
UBE2CP3	0.275388
IGFBP7-AS1	2.61507
RP11-300M6.1	0.0709446
RPS26P24	0
RP11-319E12.1	0
RP11-319E12.2	0
RP11-685F15.1	0
RP11-4O3.1	0
RP11-4O3.2	0
SRIP1	0
RP11-25L5.2	0
RP11-577G20.1	0
RP11-577G20.2	0
RP11-506N2.1	0
RP11-340A13.2	0
RP11-340A13.1	0
RP11-340A13.3	0
RP11-622J8.1	0
Y_RNA	0
RP11-725D20.1	0
RP11-525J21.1	0
Y_RNA	0
RNU6-1325P	0
RP11-284H12.1	0
RP11-593F5.2	0
RP11-593F5.1	0
MIR548AG1	0
RP11-16N2.1	0
ADGRL3	2.26206
RPL17P19	0
RP11-798L4.1	0
RP11-621K7.1	0.14125
Y_RNA	0
ADGRL3-AS1	0
RPS15AP17	0
RPL21P47	0
RP11-30P21.2	0
RP11-26C10.1	0
HMGN1P11	0
EXOC5P1	0.0271091
RP11-257A22.1	0
LARP1BP1	0
RP11-12K22.1	0
TECRL	0.0205464
RNU6-191P	0
DPP3P1	0
MTCO3P27	0
MTCYBP16	0
MTND6P16	0
MTND5P13	0
MTND4LP31	0
MTND3P24	0
MTCO3P28	0
RP11-158O16.1	0
RP11-707A18.1	0.0102947
RP11-633G11.1	0
EFTUD1P2	0
RP11-498E11.2	0
EPHA5	0.0999575
RP11-408P14.1	2.95197
EPHA5-AS1	0
RP11-807H7.2	0
RNU2-40P	0
RP11-51P8.1	0
RP11-25H12.1	0
RP11-19C24.1	0
RP11-396M11.1	0.557355
MIR1269A	0
RPS23P3	0
RNU6-699P	0
RP11-584P21.2	0.144819
RNU1-63P	0
5S_rRNA	0
RP11-584P21.4	0
STAP1	0.239591
RP11-17P16.1	0.471588
RP11-17P16.2	0.868587
UBA6-AS1	3.80472
ST3GAL1P1	0.096091
RP11-453E17.3	0.0576709
RP11-453E17.4	0.0816764
GNRHR	0.153266
SNORA62	0
TMPRSS11CP	0.0680413
TMPRSS11D	0.0277935
TMPRSS11A	0.0215789
TMPRSS11GP	0
RNU6-95P	0
GCOM2	0.193108
MTND2P41	0
TMPRSS11F	0
SYT14P1	0
FTLP10	0
TMPRSS11BNL	0
TMPRSS11B	0.0428751
RP11-642E20.5	0
RP11-642E20.2	0
RP11-642E20.3	0
APOOP4	0
MT2P1	1.47508
TMPRSS11E	0.0346337
UGT2B29P	0
UGT2B17	0
RP11-1267H10.2	0
RP11-1267H10.1	0
RP11-1267H10.3	0
UGT2B15	0
RP11-1267H10.4	0
CTD-2005D20.1	0
RP11-468N14.1	0
UGT2B10	0
RP11-468N14.3	0
RP11-468N14.4	0
RP11-468N14.5	0
RP11-468N14.6	0
RP11-468N14.7	0
RP11-468N14.13	0
RP11-468N14.8	0
RP11-468N14.09	0
UGT2A3	0
RP11-468N14.10	0
RP11-468N14.12	0
RP11-468N14.11	0
UGT2B27P	0
RP11-813N20.2	0
UGT2B26P	0
UGT2B7	0
RP13-644M16.5	0
RP13-644M16.1	0
RP13-644M16.3	0
RP13-644M16.2	0
RP13-644M16.4	0
RP11-704M14.1	0
UGT2B11	0
RP11-618I10.1	0
UGT2B28	0
RP11-618I10.4	0
RP11-618I10.2	0
RP11-618I10.3	0
UGT2B25P	0
RP11-790I12.6	0
UGT2B24P	0
RP11-790I12.3	0
RP11-790I12.4	0
UGT2B4	0
UGT2A3P7	0
RP11-401E5.2	0
UGT2A1	0
UGT2A2	0
SULT1B1	0.395093
SULT1D1P	0
SULT1E1	0.111553
RP11-736K12.1	0
CSN1S1	0
CSN2	0
STATH	0
HTN3	0
HTN1	0
CSN1S2AP	0
PRR27	0
ODAM	0
FDCSP	0
CSN3	0.0670879
CABS1	0
SMR3A	0
SMR3B	0
OPRPN	0
MUC7	0
AMTN	0
AMBN	0
ENAM	0.103559
RNU6-520P	0
RNU6-784P	0
RP11-46J23.1	0.819914
U6	0
RNU6-891P	0
SLC4A4	1.25982
RP11-1J11.1	0
LDHAL6EP	0
GC	0.0313918
RNA5SP163	0
RP11-545L5.1	0
NPFFR2	0.0562826
ADAMTS3	2.16725
RP11-373J21.1	0
HNRNPA1P67	0
RNU4ATAC9P	0
RNU6ATAC5P	0
COX18	4.18986
HMGA1P2	1.22861
RP11-692D12.1	0.861491
SNORA3	0
RP11-580P21.1	0
ALB	1.60199
AFP	0.167391
AFM	0
RP11-622A1.2	0
RP11-622A1.1	0
RASSF6	0.0190906
AC112518.3	0
CXCL8	4.11786
RP11-447E20.1	0
CXCL6	0.123523
PF4V1	0
CXCL1	1.40398
HNRNPA1P55	0
CXCL1P1	0
PF4	0.316354
PPBP	0.23886
CXCL5	0.110435
RN7SL218P	0
CXCL3	1.64756
PPBPP2	0
RP11-629B11.4	0
MTHFD2L	3.19026
RP11-629B11.5	0.16774
EPGN	0.0539467
EREG	0.656851
RP11-727M10.1	0
AC142293.3	0
HSPE1P23	0
RP11-44F21.3	0.0871385
RP11-44F21.2	0
RP11-44F21.5	0
RP11-44F21.4	0
RP11-598G2.1	0
RP11-542G1.1	0
RP11-542G1.2	0
RP11-542G1.3	0
RP11-567N4.2	0
RP11-567N4.3	0
C4orf26	0.0632344
CDKL2	1.47854
Y_RNA	0
RNU2-16P	0
RP11-556N4.1	0
PPEF2	0.158642
RP11-630D6.5	0
CXCL9	2.53978
ART3	0.197568
CXCL10	1.60073
CXCL11	0.173293
RP11-630D6.1	0
FAM47E	1.14699
CCDC158	1.24686
SNX5P1	0.0466938
RNU6-1000P	0
RP11-356M17.1	0
SNORD50	0
RP11-688H10.1	0
RNU6-145P	0
MIR4450	0
MIR548AH	0
AC107072.2	0.47444
RP11-359D14.2	0.564838
RP11-359D14.3	0
RP11-123J14.4	0
RP11-123J14.1	0
SOWAHB	0.13661
TXNP6	0.555166
RPL7P17	0.233481
RP11-1E1.2	0.0862378
RNU6-1187P	0
CTB-179I1.3	0
CTB-179I1.1	0
CTB-179I1.2	0
RP11-625I7.1	0
CXCL13	0.210791
SNORD75	0
RP13-488H8.1	0
RP11-777B9.1	0
HMGB1P44	0
HNRNPA1P56	0
RP11-777B9.4	0
RP11-777B9.5	0
FRAS1	1.2904
SERBP1P5	0.338101
MINOS1P4	0
Y_RNA	0
LINC01094	0.962317
HIGD1AP13	0
RP11-109G23.1	0
RP11-109G23.3	0
MIR5096	0
RN7SL127P	0
LINC01088	4.7483
NAA11	0.0839496
GK2	0
LINC00989	0.811268
OR7E94P	0.163573
RP11-234K19.1	0.307566
RP11-452C8.1	0.0939139
PCAT4	0
SNORA75	0
KPNA2P1	0
RPSAP39	0
RP11-377G16.2	0.0769162
PRDM8	2.86063
FGF5	0.0204234
C4orf22	0
RP11-395C17.1	0
BMP3	0.128267
PRKG2	0.119702
RP11-100N20.1	0
RNU5A-2P	0
RASGEF1B	2.70025
MTCYBP44	0
COX5BP1	0
SNORA31	0
NPM1P41	0
HNRNPA3P13	0
RNU6-499P	0
BIN2P1	0
RP11-429B11.2	0
RP11-127B20.2	2.98793
RP11-127B20.3	2.98333
IGBP1P4	0
SNORD42	0
TMEM150C	1.81323
RPL7AP26	0
RP11-791G16.2	0.0446837
RP11-791G16.5	0
RP11-791G16.4	0
LINC00575	0
RP11-57B24.1	0.0734118
MIR575	0
RP11-57B24.2	0
THAP9	2.09887
LIN54	3.95468
Y_RNA	0
RNU6-615P	0
PLAC8	0.337813
RP11-576N17.5	0
RP11-576N17.2	0
RP11-576N17.3	0
COQ2	4.06577
HPSE	3.87595
RP11-576N17.6	0
RP11-576N17.4	0
FAM175A	3.70641
SLC25A14P1	0.200014
RPL30P5	0
GPAT3	3.16138
Y_RNA	0
RP11-767N15.1	0
RP11-8L2.1	0
RNU6-774P	0
RP11-274J2.1	0
RP11-42A4.1	0
NKX6-1	0.471509
RPL3P13	0
CDS1	0.276751
RN7SL552P	0.23296
WDFY3-AS1	0
RNU6-469P	0
WDFY3-AS2	3.44174
RN7SKP48	0
RP11-218C23.1	0
MIR4451	0
RP13-514E23.2	0.825304
MAPK10	3.31691
RP11-778J15.1	0.0716787
RN7SKP96	0
MIR4452	0
SLC10A6	0.612133
RP11-397E7.1	0
C4orf36	1.56399
RP11-397E7.2	0
RP11-397E7.4	1.13654
TECRP1	1.17567
KLHL8	4.6576
RP11-476C8.2	0.131622
GAPDHP60	0.262072
RP11-529H2.1	0
MIR5705	0
HSD17B13	0.733992
RN7SL681P	0
RP11-710E1.1	0
RP11-710E1.2	1.50877
RP11-742B18.1	0.124752
DSPP	0.043095
DMP1	0.174895
Y_RNA	0
CHCHD2P7	0
IBSP	0.0845099
MEPE	0
HSP90AB3P	0.999624
ABCG2	1.64407
RP11-147K6.1	0
RNU6-818P	0
RNU6ATAC31P	0
RP11-147K6.2	0
RNU6-1298P	0
RP11-10L7.1	0.550975
Y_RNA	0
NCOA4P2	0.0272191
PYURF	3.20182
RP11-466G12.2	0.423753
RN7SKP244	0
RNU6-33P	0.349107
FAM13A-AS1	4.0787
TIGD2	1.77587
RP11-84C13.2	0.137154
RNU6-907P	0
GPRIN3	1.61165
RP11-115D19.1	0
SNCA	2.23665
RP11-115D19.3	0
RP11-115D19.4	0
RP11-115D19.2	0
SNCA-AS1	0
CCSER1	0.146112
RN7SKP248	0
RP11-11N6.1	0
AC004054.1	0
RP11-763F8.1	0
RP11-254A24.2	0
KRT19P6	0
RP11-354O24.1	0
PMPCAP1	0
RP11-562F9.3	0
LNCPRESS2	0
RP11-9B6.1	0
GRID2	0.0273274
MTND1P19	0
RP11-428L21.2	0
RP11-428L21.1	0
RP11-131K17.1	0
RP11-703C10.1	0
RNA5SP164	0
ATOH1	0
RP11-363G15.2	0
HMGB3P15	0
HPGDS	2.51967
RP11-398J16.1	0
RP11-554D13.1	0
BMPR1B-AS1	0.352853
RP11-710C12.1	2.96831
RPL30P6	0
PDHA2	0
RNU6-1059P	0
RNU6-34P	0
RP11-61G24.1	0
RP11-145G20.1	0
RN7SKP28	0
COX7A2P2	0
RP11-431J17.1	0
STPG2	0.036075
RP11-681L8.1	0
STPG2-AS1	0
CRYZP2	0
RPL5P12	0.424866
DUTP8	0
RP11-323J4.1	0.0725002
RP11-810D13.1	0
RP11-724M22.1	0
RP11-1299A16.3	0.580781
RP11-1299A16.1	0
BTF3P13	0
TBCAP3	0
RP11-571L19.7	0.0821816
FAM177A1P1	0
RNU7-149P	0
NDUFS5P4	0
MIR3684	0
ABT1P1	0
ADH4	2.04944
PCNAP1	0
ADH6	1.25908
ADH1A	1.9577
ADH1C	3.16466
ADH7	0.0441038
RP11-696N14.3	0
C4orf17	0
TRMT10A	2.64809
MTTP	0.514084
RP11-766F14.1	0
RP11-766F14.2	0.0636037
DAPP1	0.913999
AP001962.3	0
RP11-15B17.4	0.15222
RP11-15B17.1	0.599204
RP11-15B17.2	0
DYNLL1P6	0
DDIT4L	3.38716
RP11-588P8.1	0
LINC01216	0
LINC01217	0
LINC01218	0
MIR8066	0
MIR1255A	0
BANK1	0.394846
RNU6-462P	0
MTND5P5	0
RP11-498M5.2	0
SLC39A8	4.01807
RN7SL728P	0
RP11-499E18.1	1.22208
AF213884.1	0
AF213884.2	0.52992
AF224669.3	0
LRRC37A15P	0.735752
KRT8P46	0.545857
RP11-10L12.1	0.222276
RP11-10L12.2	0.0906461
RP11-10L12.4	3.71628
RNU7-151P	0
SLC9B1	0.376717
PABPC1P7	0.125357
ACTR3BP4	0
CENPE	0.361086
RP11-328K4.1	0
RP11-297P16.3	0
RP11-297P16.4	0
DDX3P3	0
TACR3	0
RNU6-635P	0
RP11-703G6.1	0
RP11-729M20.1	0
CXXC4	1.52851
AC004063.1	0
CXXC4-AS1	0
RP11-556I14.2	0
RP11-395M19.1	0
RP11-556I14.1	0
RNU6-351P	0
RP11-556I14.3	0
AC004069.1	0
SNORA31	0
AC004069.2	1.20853
TET2-AS1	0.390003
RN7SL89P	0
RNU6-553P	0
EEF1A1P9	1.30361
AC004066.2	0
ATP5EP1	0
AC004066.3	0
ARHGEF38	0.0229859
ARHGEF38-IT1	0
RP11-311D14.1	0
GSTCD	2.84662
RP11-45L9.1	0.130089
RP11-710F7.2	2.75801
RP11-710F7.3	0.0995976
GIMD1	0
LINC02173	0
ACTR6P1	0
DKK2	1.12455
RAC1P5	0
RP11-713M6.2	0
RNU6-551P	0
RP11-286E11.1	0.106415
RNU6-733P	0
RP11-286E11.2	0.160085
LEF1	0.624746
LEF1-AS1	0.0562284
RPSAP34	0
ZACNP1	0
EXOC7P1	0
RPL34-AS1	0.0451641
RNU6-431P	0
ETNPPL	0.0455017
RP11-75N20.2	0
RCC2P8	0
COL25A1	0.631206
AC004051.2	0
RBMXP4	0.242392
SEC24B-AS1	0.995645
RN7SL55P	0
MIR576	0
SETP20	0.212928
CDC42P4	0.170663
HIGD1AP14	0.166267
AC004067.5	0.87571
RP11-602N24.3	0.312854
RRH	0.201324
LRIT3	0.418296
KRT19P3	0
EGF	0.0427473
RNU6-35P	0
ELOVL6	2.301
RN7SL275P	0
RP11-115A14.1	0
HSBP1P2	0
RP11-433B3.1	0
RNU6-205P	0
ZBED1P1	0
ENPEP	1.32187
RPL7L1P13	0
ZNF969P	0
snoU2_19	0
RP11-380D23.1	0
PANCR	0
PITX2	0.0202759
LINC01438	0
MIR297	0
LYPLA1P2	0
AC004062.2	0
RNU6-289P	0
RP11-255I10.1	0
RP11-255I10.2	0
RP11-269F21.1	0
RP11-269F21.2	0
RP11-269F21.3	0
CCDC34P1	0
TUBB8P3	0
RP11-477G18.1	0
C4orf32	4.95577
RP11-477G18.2	0
RP11-73K9.2	1.2887
RP11-73K9.3	0.684939
RTEL1P1	0.0715034
TOX4P1	0.0288219
NEUROG2	0
RP11-402J6.1	0
RPL23AP94	0
ZGRF1	1.56482
RP11-402J6.3	1.02108
RP11-148B6.1	0.133212
MIR367	0
MIR302D	0
MIR302A	0
MIR302C	0
MIR302B	0
OSTCP4	0
RP11-148B6.2	0
WRBP1	0
RP11-119H12.1	0
Y_RNA	0
RPL7AP30	1.45109
RP11-119H12.3	0
ANK2	4.63679
RP11-119H12.4	0.0496823
RP11-119H12.6	0
RP11-119H12.5	0
RP11-650J17.1	0
RP11-650J17.2	0
MIR1243	0
MIR8082	0
AC004057.1	0.920863
RN7SL184P	0
RNU1-138P	0
RP11-397D21.1	0
RP11-26P13.2	0.223801
RP11-362M19.1	0
UGT8	0.211855
MIR577	0
CIR1P2	0
RN7SL808P	0
NDST4	0
MRPS33P3	0
RPF2P2	0
PGAM4P2	0
KRT18P21	0
RP11-659O3.1	0
EIF3KP3	0
RP11-166J5.1	0
TTC39CP1	0
MTRNR2L13	0
TRMT112P1	0
CUL4AP1	0
RP11-55L3.1	0
ACTN4P1	0.374139
RNU6-119P	0
RP11-97F8.1	0
TRAM1L1	1.92338
AC107399.1	0
AC107399.2	0
AC113617.1	0
LINC01378	0
RPSAP35	0
NT5C3AP1	0.198974
AC108056.1	0
NDST3	0.00999996
FKBP4P1	0
PRSS12	0.152904
NDUFS5P5	0
RP11-586D5.3	0
CEP170P1	0.0807448
RNU6-1054P	0
CICP16	0.305288
SEPT14P4	0.305988
RP11-384K6.8	0.0836696
RP11-358D17.1	0.280807
RP11-358D17.2	2.79447
RP11-455G16.1	0.233792
FABP2	0.0366175
KLHL2P1	0.575685
RNU4-33P	0
RP11-548H18.2	0.182943
GTF2IP12	1.26319
RP11-33B1.4	0
RNU6-1217P	0
RP11-33B1.3	0.199206
SNORA11	0
LINC01365	0
RP11-96A1.4	0
RP11-700N1.1	0.280813
Y_RNA	0
RP11-96A1.5	0.126098
MAD2L1	1.00904
RP11-679C8.2	0.0789589
LTV1P1	0
SAR1P3	0
RP11-501E14.1	0
PRDM5	4.71608
RNU6-550P	0
SETP12	0.231603
NDNF	1.05379
RN7SKP137	0
RP11-647P12.1	0
RP11-647P12.2	0
TNIP3	0.0520085
RNU6-948P	0
Y_RNA	0
QRFPR	0.0559713
RP11-364P2.2	0
TUBB4BP5	0
TMEM155	0.112163
PP12613	0
CCNA2	2.87665
RP11-63B13.1	0
TRPC3	0.161011
AC097533.1	0
RN7SL335P	0
ADAD1	0
IL2	0
IL21	0
IL21-AS1	0
CETN4P	0.250274
BBS12	3.74811
RP11-170N16.1	0
RP11-170N16.2	0
RP11-170N16.3	1.10336
NUDT6	2.68262
SPATA5	2.40539
CTB-51E13.1	0
RP11-381N20.2	0
RP11-381N20.1	0
LINC01091	0.276114
AC096732.2	0
RPL21P50	0
RP11-107E21.1	0
RP11-728C8.1	0
CTD-2325B11.1	0
RP11-93I21.2	0
TECRP2	0
RP11-93I21.3	0.235808
Y_RNA	0
MIR2054	0
RP11-399F2.2	0
NUP58P1	0
TMEM248P1	0
RP11-318I4.1	0
RP11-318I4.2	0
RBM48P1	0
Y_RNA	0
RP11-810P8.1	0
RP11-125O18.1	0
RP11-18O11.1	0
RP11-18O11.2	0
SLC25A31	0
RP11-50D9.4	2.13676
RP11-50D9.1	0.66753
RP11-50D9.3	0.10326
PLK4	0.539527
RNU6-583P	0
RP11-214O14.1	0
FOSL1P1	0
RP11-420A23.1	0.959503
RP11-130C6.1	0.152785
RP11-184M15.1	0.330183
RP11-184M15.2	0
JADRR	0
SCLT1	2.93165
RP11-209D20.2	0
AC093826.1	0
C4orf33	2.87875
RP11-392L5.2	0
ZSWIM5P3	0
RP11-378N18.1	0
RP11-419L4.1	0
RP11-519M16.1	0
RP11-422J15.1	0
EEF1GP8	0
RP11-521E5.1	0
PGBD4P4	0
GAPDHP56	0
RP11-401I19.2	0
RP11-401I19.1	0
RP11-488I4.2	0
RNU6-224P	0
RP11-314N14.1	0
RP11-758B24.1	0
RN7SL205P	0
SNORA70	0
RP11-614F17.1	0
RP11-614F17.2	0
RPL7AP28	0.878721
RP11-745L13.2	0
RP11-789C2.1	0
RP11-1E22.1	0
ELL2P2	0
RP11-62N21.1	0
LINC01256	0
AARSP1	0
RP11-404I7.2	0.199125
RP11-404I7.1	0.0907972
RP11-9G1.3	2.30983
R3HDM2P1	0.0408934
RP11-285A15.1	0
RP11-427M20.1	0.201881
PABPC4L	2.38799
RP11-400D2.2	0
PES1P1	0
RP11-400D2.3	0
CTD-2012I17.1	0
RP11-192C21.2	0
RP11-192C21.3	0
RP11-192C21.1	0
RP11-553P9.1	0.303862
RP11-553P9.2	0
RP11-553P9.3	0
U6	0
KRT18P54	0
TARS2P1	0
RP11-780O17.1	0
LINC00613	0
RNU1-89P	0
RP11-782E2.2	0
RP11-775H9.3	0
RP11-775H9.2	0
RP11-775H9.1	0
TERF1P3	0
RP11-625B21.1	0
RP11-138I17.1	0.0342079
RP11-785F11.1	0
SERF1AP1	0
STMN1P2	0
RPS23P2	0
LINC02172	0.0569761
RP13-884E18.2	0.170491
RP13-884E18.4	0
RP11-793B23.1	0
LINC00616	0
SLC7A11-AS1	0.0378582
SLC7A11	1.17988
RP11-733C7.1	0
LINC00498	0
LINC00499	0
LINC00500	0
RP11-310A13.2	0
RP11-173E2.1	0.0434066
RP11-173E2.2	0
RP11-98O2.1	0
RP11-371F15.3	0.0956516
RP11-577B7.1	0
NOCT	2.12006
RNU6-531P	0
RN7SL382P	0.218766
PPP1R14BP3	4.85105
Metazoa_SRP	0
RN7SL311P	0
Y_RNA	0
RNU6-506P	0
RNU6-1074P	0
RNU6-1214P	0
RP11-83A24.2	1.34039
RP11-83A24.1	0.0559126
ACA64	0
FTH1P24	0
RP11-342I1.2	0.501883
RP11-308D13.3	0
RN7SKP237	0
H3F3AP6	0.620376
RN7SKP253	0
RP11-392B6.1	0
SCOC-AS1	0.486632
NDUFB4P9	0
RPL14P3	0.514948
CLGN	0.138472
MGAT4D	0
RP11-542P2.2	0
UCP1	0
RN7SL152P	0
RP11-5K16.3	0
TNRC18P1	0.224386
RNY1P14	0
RP11-102N12.2	0
RP11-102N12.3	0.859893
Y_RNA	0
RP11-586L23.1	0
RP11-362F19.1	0.552401
RP11-362F19.2	0
RP11-362F19.3	0.283349
RP11-208N20.1	0
RPL5P13	0
LSM3P4	0
RP11-223C24.2	0
RP11-223C24.1	0
RP11-284M14.1	0.777722
RP11-54P19.1	0
RP11-364L4.3	0
Y_RNA	0
MIR3139	0
RP11-364L4.1	1.05011
RPSAP36	0.486862
RP11-58H15.3	0
SMARCA5-AS1	0
GUSBP5	1.43853
FREM3	0.0609292
RP13-578N3.3	0.711909
RP11-780M14.1	0.0501939
GYPE	2.9812
RP11-673E1.1	0.510906
RP11-673E1.4	0.101946
GYPB	0
GYPA	0.0169453
RP11-361D14.2	0
KRT18P51	0
HHIP-AS1	1.62972
HHIP	0.171965
HSPD1P5	0
RP13-539F13.3	0
RP13-539F13.2	0
RN7SKP235	0
Y_RNA	0
RPS23P4	0
RP11-142A22.4	0
RTN3P1	0.163907
RP11-142A22.3	0.0407018
NMNAT1P4	0
SMAD1-AS2	0
SMAD1-AS1	0
RP11-557J10.5	0
MMAA	2.65475
NCOA4P3	0
RP11-557J10.4	0.182356
C4orf51	0
