Name	Esophagus - Muscularis
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0
B3GNTL1P1	0.108386
CTD-2207L17.1	3.31761
CTD-2175A23.1	1.29738
ITGA2	4.31798
CTD-2366F13.2	2.5162
CTD-2366F13.1	1.35926
RP11-94D20.1	0
RP11-289K10.1	0
LINC02105	0
ASS1P9	0
CTD-2081C10.7	1.18998
RNU6-272P	0
MIR581	0
RN7SL801P	0
MIR4459	0
CTD-2081C10.5	0
LINC01033	0
RPL37P25	0
CTD-2591A1.1	0.256025
AC112198.1	0.00503689
RP11-45H22.1	0
RP11-45H22.2	0
RP11-45H22.3	0
ESM1	0.0939515
CTD-2313F11.1	0
GZMK	0.342116
Y_RNA	0
CTD-2313F11.2	0
CTD-2313F11.3	0
GZMAP1	0
GZMA	1.19589
CDC20B	0
MIR449A	0
MIR449B	0
MIR449C	0
MCIDAS	0
CCNO	0.123582
RP11-506H20.1	0.0996376
RP11-506H20.2	0.0687289
CTD-2315M5.2	0
MIR5687	0
RNF138P1	0.348543
AK4P2	0
SLC38A9	2.7015
DDX4	0.0164094
RP11-175M2.1	0
RNA5SP183	0
HNRNPH1P3	0
IL31RA	0.0288607
CTD-2031P19.4	0
FLJ31104	0.18187
snoU13	0
CTD-2227I18.1	0
ANKRD55	0.0839542
RNU6-299P	0
RPL17P22	0
RNA5SP184	0
C1GALT1P2	0
RNA5SP185	0
PSMC1P4	0
RNU6ATAC2P	0
RP11-155L15.1	0
HMGN1P17	0
LINC01948	0.231485
RPL26P19	4.30404
C5orf67	0.0597568
AC022431.3	0
AC008940.1	0
MAP3K1	4.91314
AC008937.2	0
AC008937.3	0
SETD9	3.49205
CTD-2310F14.1	0.819013
AC016644.1	0.113112
AC114973.1	0
RP11-101B14.4	0
RP11-101B14.1	0
Y_RNA	0
CTD-2516K3.3	0
CTD-2023N9.1	0.0284631
SALL4P1	0
ACTBL2	0
CTD-2023N9.2	0
CTD-2023N9.3	0
RP11-772C9.1	0
RP11-478P10.1	0
LINC02101	0
PGAM1P1	0
GAPT	0.503767
CTD-2117L12.3	0
MIR548AE2	0
LINC02108	0
RAB3C	0.841526
RP11-479O16.1	0
RPL5P15	0
CTD-2176I21.2	0
RP11-266N13.2	0.0375495
CTD-2146O16.1	0
NDUFB4P2	0
MIR582	0
CTD-2254N19.1	0
RNU6-806P	0
RP11-546M4.1	0
SETP21	0
PART1	3.50894
DEPDC1B	0.14356
CAB39P1	0
KRT8P31	0
ELOVL7	3.77225
RP11-231G3.1	0.884296
ERCC8	3.97232
GNL3LP1	0
AC104113.3	0
CTC-436P18.4	0.0203038
CTC-436P18.5	0.446982
SMIM15-AS1	0.154787
LINC02057	0
RP11-631M6.3	0.124776
RP11-631M6.2	0.162782
RPL3P6	0.134461
C5orf64	0.114594
RP11-2O17.2	0
RNU6-913P	0
C5orf64-AS1	0
CTD-2244C20.1	0
CTD-2244C20.2	0
RN7SKP157	0
RNU6-661P	0
CKS1BP3	0
RP11-95I19.2	0
RP11-95I19.1	0.101504
LRRC70	1.73108
ISCA1P1	0.138436
RP11-586E1.1	0
CTD-2049O17.1	0
RP11-158J3.2	0
HTR1A	0
AC016561.1	0
RGS7BP	1.14551
RN7SL169P	0
RNU6-294P	0
MRPL49P1	0
FAM159B	0
RP11-307L14.1	1.51302
RP11-307L14.2	0.504267
Y_RNA	0
ADAMTS6	0.812475
CTD-2194F4.2	0
RPEP1	0
CTD-2375G15.1	0
CTD-2116N20.1	0
CENPK	0.270402
RNU6-540P	0
CTC-534A2.2	2.20139
NLN	2.80101
CTD-2353N24.1	0
CTD-2033C11.1	0.858311
SNORA76	0
AC025442.3	0
LINC02065	0
RP11-305P14.1	0
RP11-5P22.3	0
RP11-5P22.1	0
RP11-287J9.1	0
MAST4-IT1	0
MAST4-AS1	1.30209
CD180	0.316766
CTD-2187J20.1	0.112709
RP11-434D9.1	0.263148
RP11-83M16.1	0
RP11-83M16.5	0.187447
BCL9P1	0.0278695
RP11-83M16.3	0.483206
RP11-83M16.4	0.634661
RP11-83M16.6	0.100072
CTD-3066C23.1	0
RP11-434D9.2	0
CTD-2060F24.1	0
RNU6-1232P	0
EEF1B2P2	0.0875385
LINC02219	0
CTD-2582M21.1	0
CTC-537E7.3	0
CTC-537E7.1	0
CTC-537E7.2	0
CTC-340D7.1	0
VWA8P1	0
U8	0
RP11-141O11.1	0
RN7SKP251	0
LINC02198	0
CTC-498J12.1	0
SUMO2P4	0
CTC-498J12.3	0
SNORA50	0
CCNB1	2.098
CTC-351M12.1	0.809916
CENPH	2.92462
CCDC125	3.5543
CFL1P5	0.600411
CHCHD2P2	0.7578
NDUFB9P1	0
MARVELD2	0.301245
RPS27P14	0
RP11-241G9.3	0
RN7SL616P	0
OCLN	0.0966303
RNU6-724P	0
GTF2H2C	0.982018
RP11-848G14.2	0.0342467
RP11-848G14.5	0.666637
GUSBP3	0.0365749
RP11-974F13.5	0
RP11-98J23.2	0.588803
RP11-98J23.1	0
CDH12P2	0
SERF1B	0.757413
SMN2	2.64532
RP11-1319K7.1	0.524787
CDH12P3	0
RP11-1415C14.4	1.21434
RP11-1415C14.3	3.67412
GTF2H2B	0.28105
RP11-497H16.9	0.0744508
RP11-497H16.7	0.123324
RP11-497H16.8	0
RP11-497H16.5	0
RP11-589F5.4	0
CDH12P1	0
SERF1A	0.0626343
SMN1	3.65982
NAIP	0.339086
GTF2H2	1.28656
RP11-195E2.1	0.945857
RP11-1280N14.3	0.590542
CDH12P4	0
GUSBP9	0.765208
RP11-1198D22.1	0.304733
LINC02197	0.0111456
RP11-136K7.3	0
PMCHL2	0
RP11-136K7.1	0
RP11-1174L13.2	0
HMGN1P12	0
RP11-1315F8.2	0
MIR4803	0
RN7SL153P	0
PTCD2	2.47014
RP11-389C8.1	0.156344
YBX1P5	0
ZNF366	2.40876
LINC02056	0
CTC-347C20.1	0
RPL7P22	0
AC063979.1	0
Y_RNA	0
CTD-2631K10.1	0
MIR4804	0
CTD-2339M3.1	0
CTD-2376I4.1	0.214357
CTD-2376I4.2	0.360483
CTC-250P20.2	0.0796153
CTC-250P20.1	0
TMEM171	0.0610909
RP11-232L2.2	0
RP11-232L2.1	0
TMEM174	0
RP11-60A8.1	0.124866
RP11-60A8.2	0
RP11-79P5.3	0
FOXD1	4.33948
LINC01385	0
LINC01386	0
RP11-79P5.9	2.12328
FUNDC2P1	0.72188
UTP15	4.91064
CTC-575I10.1	0.0516223
CTD-2372A4.1	0
RNU7-196P	0
RP11-428C6.2	0
LINC02122	0
LINC01335	0
RN7SL814P	0
CTD-2275D24.1	0
LINC01333	0
LINC01332	0
LINC01331	0
ENC1	4.68371
RNU6-658P	0
FAM169A	0.350819
CTD-2060C23.1	0
CTD-2377O17.1	0.0447914
SNORA40	0
CTD-2503O16.4	0.0384845
CTD-2503O16.3	0
CTD-2503O16.1	0
RPL27AP5	0.0725677
RP11-229C3.4	0
GCNT4	3.72147
LINC01336	0.736801
ANKRD31	0.0826924
SUMO2P5	0
CTD-2235C13.2	0
CTD-2235C13.3	0.285721
CTD-2235C13.1	1.66244
RNU7-175P	0
CTC-366B18.4	3.81698
ANKDD1B	0.470447
RNU6-680P	0
SLC25A5P9	0
RP11-524L6.4	0
RP11-524L6.3	0
BIN2P2	0
RP11-524L6.2	0
SAP18P1	0
CTC-235G5.2	0
CTC-235G5.3	0
SV2C	0.189756
RNA5SP186	0
AC113404.1	0.299265
RP11-466P24.5	0
HMGN2P4	0.534477
PDCD5P2	0
RP11-466P24.6	0
SNRPCP2	0
CTD-2275D10.2	0
CTD-2236F14.1	0.0601424
CTD-2384B11.2	0.0793577
NCRUPAR_1	0
NCRUPAR_2	0
F2RL1	0.217141
RN7SL208P	0
S100Z	0.034048
RNU6ATAC36P	0
CRHBP	0.737634
SNORA47	0.252625
ZBED3-AS1	0.249306
HMGB1P35	0
PDE8B	1.49221
ALDH7A1P1	0.06974
RPS2P24	0
RPL7P23	0.643851
OTP	0
ACTBP2	1.72433
RP11-107N7.1	0
CTD-2179L22.1	0.0444531
ATP6V1G1P6	0
CTD-2037K23.1	0
RNU6-183P	0
Y_RNA	0
HMGB1P21	0
CTD-2073O6.1	0.121127
CTD-2045M21.1	0
DMGDH	3.34156
CTD-2299I21.1	0.0620175
BHMT	4.76482
RNY3P1	0
CTC-422A18.1	0
SNORA18	0
CTC-422A18.2	0
CTC-451P13.1	1.33849
HOMER1	3.40912
RP11-342F17.1	0
RP11-342F17.2	0
Y_RNA	0
Y_RNA	0
CMYA5	3.77352
CTC-431G16.2	0
CTC-431G16.3	0
LINC01455	0
RP11-168A11.4	1.53939
TRMT112P2	0
CTD-2201I18.1	0.299081
SERINC5	4.45271
CTC-458I2.2	0
KRT18P45	0
CTC-512J14.7	0.26381
SNORA31	0
CTC-512J14.1	0
SPZ1	0
RBMX2P5	0
CTC-512J14.5	0.137716
HNRNPA1P12	0.0596452
RNU6-211P	0
CTD-2015H6.3	1.82838
FAM151B	0.521267
RPS27AP9	0
RPL7P24	0
ANKRD34B	0
DBIP2	0
LINC01337	0.107994
DHFR	4.55177
CTC-325J23.2	0.158743
MTRNR2L2	0
MSH3	4.54515
RP11-241J12.3	0
RP11-241J12.1	0
RASGRF2-AS1	0.389851
RASGRF2	2.92736
CTD-2193P3.1	0
CTD-2193P3.2	0
CTD-2248H3.1	1.07461
ACOT12	0.0317023
CTD-2249K22.1	0
SEM1P1	0
ATG10	2.75049
ATG10-IT1	0
PPIAP11	0.169003
ATG10-AS1	0
RN7SL378P	0
RPS23P5	0
ATP6AP1L	1.9932
CTD-2015A6.1	0
CTD-2015A6.2	0
CTD-2218K11.2	0
RPL5P16	0
CTD-2218K11.3	0
MIR3977	0
LINC01338	0
RP11-78C3.1	0
CTD-2227C6.3	0
ST13P12	0
CTD-2227C6.2	0.126202
RP11-343L5.2	1.04066
SCARNA18	0
XRCC4	3.79073
CTD-2110K23.1	0
COQ10BP2	0
FTH1P9	0
VCAN-AS1	0
HAPLN1	0.263077
RN7SKP295	0
RNU6-620P	0
CTC-484M2.1	0.110713
RNU4-11P	0
RP11-456A14.1	0
RNU6-448P	0
CTD-2269F5.1	0.362186
RP11-509M23.1	0
CTC-384G19.1	0
RBBP4P6	0
RP11-1072N2.2	0
RP11-1072N2.3	0
RP11-1072N2.4	0
CTD-2331D11.2	0
CTD-2331D11.3	0
CTD-2331D11.4	0
RPL5P17	0.27492
CTC-534B23.1	0.059895
CTC-480C2.1	0
RPS2P25	0
CTD-2036A18.2	0
PTP4A1P4	0
NBPF22P	0
CTD-2123J17.2	0
CTC-261N6.3	0
CTC-261N6.1	0
CTC-261N6.2	0
CTD-2299E8.1	0
RNU6-804P	0
LINC02059	0
CTC-493L21.2	0
CTD-2161E19.1	0.381707
RP11-72L22.1	0
RN7SKP34	0
MIR4280	0
LINC01949	0
RN7SL629P	0
RNU6-606P	0
CTC-428H11.2	1.23997
RNU6-727P	0
CTD-2316B1.1	0
LINC02144	0
TMEM161B	4.56163
TMEM161B-AS1	4.38352
RNA5SP187	0.677434
RPS3AP22	0
SNORA70	0
CTC-498M16.3	0
LINC02060	0.0936778
CTC-498M16.4	0.108878
LINC00461	0.303335
CTC-470C15.1	0
CTC-467M3.3	0
CTC-467M3.1	0
MEF2C-AS1	0.801965
CTD-2232E5.2	0
LINC02161	0
AC113167.1	0
AC113167.2	0
MIR3660	0
LINC01339	0
RP11-61G23.2	0
CTD-2373J6.1	0.713821
CTD-2373J6.2	0.0560139
MBLAC2	2.63243
POLR3G	1.25023
ADGRV1	0.0168977
TMEM251P1	0
RP11-414H23.2	0
RP11-414H23.3	0
RNU4-90P	0
RP11-213H15.1	0.0769798
LUCAT1	0.0853138
Metazoa_SRP	0
CTD-2061E19.1	0
CTD-2061E19.6	0
ARRDC3-AS1	0.388875
RAB5CP2	0
PCBP2P3	0
RP11-348J24.2	0
RP11-348J24.1	0
RP11-133F8.2	0
CTC-529L17.1	0
CTC-529L17.2	0
CTC-458G6.4	0
LDHBP3	0
CCT7P2	0
LINC02058	0
CTD-2091N23.1	0
POLD2P1	0
NR2F1-AS1	2.51233
RP11-65F13.3	0.0178841
NPM1P27	4.29407
POU5F2	0.0351243
RP11-185E12.2	0
RP11-549J18.1	0.85857
KIAA0825	0.437697
MTND5P12	0
MTND6P3	0
MTCYBP35	0
CTC-303L1.1	0.0199879
CTC-303L1.2	0.34994
SLF1	1.40276
MCTP1	2.5206
CTC-484P3.3	0.0157196
RPL7P18	0.0669264
uc_338	0
CTC-558O19.1	0
FAM81B	0.0300836
CTD-2538A21.1	0
RNU6-308P	0
ARSK	3.50345
GPR150	0.380355
RFESD	0.45273
SPATA9	0.314472
CTD-2154I11.2	0.228862
HSPD1P11	0.431673
AC008592.3	0.283183
AC008592.4	0
AC008592.8	0.186017
LINC01554	0.55861
AC008592.5	0
AC008592.7	0
FABP5P5	0
MIR583HG	0.0762334
MIR583	0
RNU6-524P	0
RP11-254I22.3	0
RP11-254I22.2	0
CTD-2337A12.1	0.119052
PCSK1	0.249489
CTC-506B8.1	0.38279
CTD-2260A17.1	2.16483
CTD-2260A17.3	0.266807
CTD-2260A17.2	1.74658
AC008850.3	0
Y_RNA	0
SETP22	0
LIX1-AS1	0.0251121
LIX1	0.374189
RNU1-73P	0
CTD-2215E18.2	0
CTD-2215E18.3	0
CTD-2278B20.1	0
YTHDF1P1	0
RP11-155G15.3	0
LINC01340	0.0544759
MTCYBP40	0
RP11-72K17.1	0
RP11-455B3.1	0.113837
AC008834.2	0
LINC01846	0
RP11-274E7.1	0
RP11-274E7.2	1.10883
CH17-12M21.1	0
KRT8P32	0
MRPS35P2	0
MTCO2P24	0
MTCO1P24	0
CTBP2P4	0.0882103
DDX18P4	0
RGMB-AS1	4.54216
CTC-463N11.4	1.96645
CSNK1A1P3	0
RNU6-402P	0
LINC02062	1.28408
Y_RNA	0
CTD-2007H13.1	0.0780887
RP11-93O17.1	0
RP11-93O17.2	0
GUSBP8	0
LINC02113	0
CTD-2151A2.2	0
CTD-2151A2.3	0
CTD-2160D9.1	0
EEF1A1P20	0
Y_RNA	0
MTCYBP22	0
MTND6P22	0.122318
MTND5P10	0
MTND4P35	0.550259
MTND4LP5	0
MTND3P19	0
MTCO3P22	0
MTATP6P2	0.429044
MTCO2P22	0.339157
MTCO1P22	0.0884563
CTD-2012B7.1	0
RNU6-1119P	0
RP11-346J10.2	0
RP11-346J10.3	0
RP11-346J10.1	0
CTD-2001C12.1	0
CTC-293G12.1	0
RN7SKP62	0
ST8SIA4	0.933583
MIR548P	0
RN7SL802P	0
OR7H2P	0
RP11-1152B5.1	0
RNA5SP188	0
CTD-2333K2.1	0
SLCO4C1	0.0321265
RN7SKP68	0
SLCO6A1	0
RP11-58B2.1	0
LINC00492	0
CTD-2340E1.2	0
LINC00491	0
EIF3KP1	0.277794
GIN1	4.36167
PPIP5K2	4.29627
CTC-503K11.2	0
CTD-2154H6.1	0
PDZPH1P	0.0466918
LINC02115	0.0968524
CTC-445B21.1	0
LINC02163	0
RNU1-140P	0
RN7SL255P	0
RP11-6N13.1	0
RP11-313L6.2	0
RNU6-334P	0
RP11-6N13.4	0
CTD-2374C24.1	0
RAB9BP1	0
RNA5SP189	0
CTC-278L1.1	0
CTD-2285G11.1	0
SNORA31	0
LINC01950	0
PSMC1P5	0
EFNA5	2.23351
RP11-252I13.2	0
RP11-252I13.1	0
RN7SL782P	0
RN7SKP122	0
RP11-120B7.1	0.519032
CTC-329H14.1	0
CTD-2197I11.1	0
Y_RNA	0
RP11-47F1.1	0
RNU6-47P	0
GJA1P1	0.130324
CTD-2587M2.1	0.50725
CTD-2128F4.1	0
RP11-231G15.2	0
RP11-231G15.3	0
RP11-231G15.1	0
KRT18P42	0
CTC-332L22.1	0.532579
RN7SKP230	0
CTC-287O8.1	0
LINC01848	0
PGAM5P1	0
TMEM232	0.286964
MIR548F3	0
SNORA51	0
CTD-2026D23.1	0
BCLAF1P1	0
CTC-551A13.1	0
CTD-2089O24.2	0
TSLP	1.83826
CTC-551A13.2	0
AC010468.3	0
AC010468.1	0.556715
CAMK4	0.416137
AC010468.2	0
CTC-499J9.1	0
STARD4-AS1	2.1556
HMGN1P13	0
CTD-2367A17.1	0
NREP	4.37531
RN7SKP57	0
HMGN1P14	0
NREP-AS1	0
EPB41L4A	3.33611
SNORA13	0.874673
CTC-459M5.1	0.0985401
CTC-459M5.2	0.117019
RP11-526F3.1	0
CTC-470E21.1	0
EPB41L4A-AS2	1.41337
HMGB3P16	0
RP11-159K7.1	0
LINC02200	0
CBX3P3	0
RNU6-482P	0
XBP1P1	0.792412
ZRSR1	1.89427
CTC-487M23.5	2.6492
CTC-487M23.6	1.19013
CTC-487M23.7	0.988761
CTD-2201G3.1	0.03256
TSSK1B	0
RNU4ATAC13P	0
RP11-371M22.1	0.873573
RN7SKP89	0
KCNN2	2.18192
RP11-492A10.1	0
LINC01957	0
RP11-438C19.2	0
RP11-438C19.1	0
TRIM36	0.6793
TRIM36-IT1	0
CTC-428G20.2	0.169316
CTC-428G20.6	0.216672
CTC-428G20.1	0.134899
HMGN1P15	0
CTNNA1P1	0.0240881
AK3P4	0
CTB-161J7.1	0
CTB-161J7.2	0
CCT5P1	0.0406788
AC010226.4	2.83116
CTC-505O3.3	0
CTC-505O3.2	0
CTC-505O3.1	0
RNU2-49P	0
LVRN	1.9105
DDX43P1	0
ARL14EPL	0
CTD-2287O16.4	0.551696
CTD-2287O16.5	4.43007
RNU6-644P	0
HMGN2P27	0
CTC-339F2.2	0.306106
SEMA6A-AS1	0.991848
RPS14P8	0.765129
SEMA6A-AS2	0.131406
RPS17P2	0.0876994
LINC02214	0
CTC-472C24.1	0
RP11-492L8.1	0
RP11-492L8.2	0
RPL35AP15	0
LINC00992	0
RP11-74D3.2	0
RPL7L1P4	0
LINC02147	0.627691
LINC02148	0.200296
LINC02208	0.0737583
LINC02216	0
LINC02215	0
RNU7-34P	0
CTC-448D22.1	0
DTWD2	1.93766
PTMAP2	3.36372
MIR1244-2	2.88561
CTB-161M19.4	0.0837075
RNU6-373P	0
CTB-161M19.1	0
CTB-161M19.2	0
RP11-950K24.2	0.0442079
LAMTOR3P2	0.166523
RNU6-701P	0
MIR5706	0
TNFAIP8	4.2771
RN7SL174P	0
RNA5SP190	0
CTD-2158P22.1	0
FABP5P6	0
FAM170A	0.0567206
CTD-2158P22.4	0
CTC-507E12.1	0
CTC-552D5.1	0
RNU6-718P	0
RP11-574H6.1	0
PRR16	4.76274
PRELID3BP8	0
RNU4-69P	0
CTD-2334D19.1	0.446452
AC008565.1	0
CTD-2613O8.1	0
CTD-2020P22.1	0
CTC-546K23.1	0
CTC-546K23.2	0
RPL23AP44	0
RP11-510I6.2	0
RP11-510I6.3	0
FTMT	0
CTC-441N14.2	0.170595
ZNF474	0.439554
CTC-441N14.1	0
CTC-441N14.4	0
CTD-2544H17.2	0
SNCAIP	0.949294
CTD-2544H17.1	0
CTD-2280E9.1	0
MGC32805	0
LINC02201	0
ARGFXP1	0
CTB-36H16.2	3.64146
RN7SL689P	3.89273
RP11-359P5.1	0.353538
RN7SL711P	0
AC106786.1	1.31315
PRDM6	1.13454
CTD-2347I17.1	0
KRT8P33	1.55015
HMGB3P17	0
CTD-2169H9.1	0
KRT18P16	0
LINC01170	0
HMGB1P29	0
CTC-369A16.2	0
CTD-2308B18.4	0
CTD-2308B18.1	0
CTD-2308B18.2	0
CTD-2308B18.3	0
RP11-43D2.2	0
RP11-436H11.5	0
RP11-436H11.1	0.305468
RP11-284A20.3	0
RP11-284A20.2	0
RP11-284A20.1	0
RP11-257I8.2	0
RP11-257I8.1	0
RP11-508M8.1	0
HMGB1P22	0
RP11-395P13.7	0
RN7SKP117	0
RP11-395P13.4	0
RP11-756H20.1	0
CTC-394G3.1	0
CTC-394G3.2	0
RPSAP37	0
RP11-114J13.1	0
LINC02039	0
RP11-517I3.1	0.410353
RNU6-290P	0
RP11-395C3.1	0.192577
TEX43	0
BOLA3P3	0
HSPE1P10	0
RP11-434D11.4	0
RNU6-752P	0
LMNB1	1.38939
MARCH3	1.85917
C5orf63	1.31777
AC005915.1	0
MRPS5P3	0
CTB-88F18.2	0
CTB-88F18.4	0
CTB-88F18.3	0
CTB-88F18.5	0.123662
MEGF10	0.479653
CTD-2195M15.1	0.245335
CTD-2195M15.3	0
HNRNPKP1	0.277672
CTD-2195M15.4	0
CTXN3	0.078705
CTC-548H10.2	0
CCDC192	0.856862
CUL1P1	0
CTC-228N24.2	0
KDELC1P1	0.0763653
FBN2	2.86086
Y_RNA	0
CTC-573M9.1	0
MIR4633	0
MIR4460	0
ADAMTS19-AS1	0.707387
ADAMTS19	2.61969
CTC-575N7.1	0
KIAA1024L	0.132009
CHSY3	1.0889
RNU6ATAC10P	0
RNA5SP191	0
HSPA8P4	0.0927362
RNU7-53P	0
ARL2BPP4	0
AC005741.2	0
RP11-114H7.1	0
RP11-114H7.2	0
RP11-114H7.3	0
RP1-247F3.1	0
uc_338	0
AC005593.2	0.102926
MEIKIN	0.024487
AC034228.4	0
ACSL6	0.730099
AC034228.3	0
AC034228.2	0
IL3	0
CSF2	0
snoZ6	0
AC063976.1	0
AC063976.2	0
AC063976.3	0
P4HA2-AS1	0
AC063976.7	0.527593
MIR6830	0
SLC22A4	1.07388
AC034220.3	2.51325
MIR3936	1.63846
AC116366.5	0.0399755
Y_RNA	2.21367
AC116366.6	3.66162
IL5	0.0778529
TH2LCRR	0.0991065
IL13	0.0536874
IL4	0.048696
AC004237.1	0.17432
CCNI2	0.485903
SOWAHA	0.181049
AC004775.5	0
RNA5SP192	0
GDF9	0.491842
LEAP2	2.67652
AC010240.2	0.0604828
Y_RNA	0
ATP6V0E1P1	0
CTC-350I8.1	0.0928216
AC010240.3	0
Y_RNA	0
RP11-485M7.1	0.488683
RP11-485M7.2	0
RP11-485M7.3	0
CTB-49A3.2	0
CTB-49A3.1	0
FSTL4	0.0931065
CTB-49A3.5	0
CTB-49A3.4	0
CTB-3M24.3	0
MIR1289-2	0
CTB-3M24.2	0
CTB-3M24.1	0
AC005178.1	0
WSPAR	0
CTB-113I20.2	4.72158
CTB-113I20.1	0
TCF7	1.25289
MIR3661	0
CTD-2410N18.3	0.303633
CTD-2410N18.1	0
CDKL3	2.14681
RP11-215P8.2	0.492271
RP11-215P8.3	0.364423
RP11-215P8.1	0.0731573
RP11-215P8.4	0
AC005355.1	0
RNU6-456P	0
LINC01843	0.14934
RN7SL541P	0
AC005355.3	0.240829
RNU6-1311P	0
RNU6-1164P	0
RNU6-757P	0
CTB-2L9.1	0
AC006077.4	0
PCBD2	2.87961
AC006077.3	3.2682
MTCYBP18	1.06916
MTND6P4	2.25656
MTND5P11	1.02348
MTND4LP30	2.56088
MTND3P25	0
CATSPER3	1.20954
C5orf66	4.67881
CTC-276P9.4	0.0433026
C5orf66-AS1	0.16843
CTC-276P9.2	0
CTC-276P9.3	0
C5orf66-AS2	0
CTC-203F4.2	2.17414
DCANP1	0
TIFAB	0.016768
CTB-138E5.1	0
NEUROG1	0
CTC-321K16.1	0
LINC01959	0
AC011431.1	0
MIR5692C1	0
RP11-119J18.1	0
SLC25A48	0.0462705
IL9	0
GS1-39E22.2	0
GS1-39E22.1	0
LECT2	0
FBXL21	0.0519044
VTRNA2-1	0
SMAD5-AS1	0
AC009014.3	0.0580102
TRPC7	0.0243863
TRPC7-AS1	0
TRPC7-AS2	0
AC063980.3	0
HSPD1P18	0
HNRNPA1P13	0
RP11-114H21.2	0
CTB-1I21.1	0
CTB-1I21.2	0
RNA5SP193	0
KLHL3	3.64685
MIR874	0
RP11-381K20.4	0.102249
NPY6R	0.282453
RP11-381K20.2	0.692745
PKD2L2	0.0908411
RP11-325L7.1	0.136082
RP11-325L7.2	0
RNU6-1148P	0
WNT8A	0
NME5	2.67444
RNU6-460P	0
RNU6-888P	0
KIF20A	0.182237
RPS27AP18	0
CDC25C	0.0491461
RP11-461O14.3	0
RPL7P19	0.102246
SNORD63	0
SNORD63	0
CTB-164L20.1	0
snoU13	0
AC034243.1	0.180273
LRRTM2	0.201255
RNA5SP194	0
CTB-46B19.2	0.0657071
RPL12P21	0
RNU6-572P	0
SNHG4	2.13222
SNORA74	0
SNORA74A	0
RNA5SP195	0
RN7SKP64	0
SLC23A1	0.321701
MZB1	0.218331
SPATA24	3.52774
RNU5B-4P	0.246609
AC138517.6	0
AC138517.5	0
NCOA4P4	0
Y_RNA	0
CTD-2062A1.2	0.131929
CTD-3224K15.3	0
CXXC5-AS1	0
CTB-35F21.1	0
RNU6-236P	0
PSD2-AS1	0
CTB-35F21.3	0
CTB-35F21.5	0
PSD2	0.262317
NRG2	2.03915
CTB-35F21.4	0.168701
Y_RNA	0
LINC01024	1.60262
CTB-131B5.5	0.934315
CTB-131B5.2	0.0619057
CTC-329D1.3	0
SLC4A9	0.0598067
CTC-329D1.2	0.584867
RNU4-14P	0
SNORD45	0
MIR6831	0
AC011380.8	0.19843
SNORA27	0
HAUS1P1	0.0612978
RP11-515C16.1	0
MIR3655	0
VTRNA1-1	0
VTRNA1-2	0
VTRNA1-3	0
RP11-515C16.7	0
AC005609.2	0
PCDHA1	0.0416194
PCDHA2	0.124985
AC005609.16	0
PCDHA3	0.256475
PCDHA4	0.0433455
PCDHA5	0.0489083
PCDHA6	0.0858125
PCDHA7	0.112617
PCDHA8	0.0265806
PCDHA9	0.0146218
PCDHA10	0.242519
PCDHA11	0.166432
PCDHA12	0.240585
AC005609.17	0
PCDHA13	0.258866
PCDHAC1	0.541978
CTC-270D5.2	0
PCDHAC2	2.48297
CTC-270D5.1	0
PCDHB1	0.0134255
CH17-140K24.1	0
PCDHB2	1.07008
AC005754.7	0
PCDHB3	0.845457
AC005754.8	0.474069
PCDHB4	3.43617
PCDHB5	2.33909
PCDHB6	1.12353
PCDHB17P	0.167678
CH17-140K24.3	0.0833879
PCDHB7	1.85562
PCDHB8	0.470289
PCDHB16	2.14965
CH17-140K24.5	0.284561
PCDHB9	1.02934
CH17-140K24.6	0.637892
PCDHB10	3.15108
PCDHB11	1.66759
PCDHB12	1.63188
PCDHB13	1.67756
PCDHB18P	0.977682
PCDHB19P	0.336557
CH17-140K24.2	0
AC005752.10	0.193748
SLC25A2	0.0748011
AC005618.6	1.29769
PCDHGA1	0.737288
PCDHGA2	1.60597
PCDHGA3	1.08755
PCDHGB1	0.790209
PCDHGA4	1.71048
PCDHGB2	1.65238
PCDHGA5	1.70126
PCDHGB3	1.41515
PCDHGA6	2.55107
PCDHGA7	1.76809
PCDHGB4	1.43357
PCDHGA8	0.218555
PCDHGB5	2.15414
PCDHGA9	1.85298
PCDHGB6	2.29157
PCDHGA10	1.00051
PCDHGA11	1.26932
PCDHGB8P	0.289866
PCDHGA12	4.04605
PCDHGB9P	0.161519
CTD-2024I7.18	0.133283
RN7SL68P	0.134525
PCDHGC4	0.807833
PCDHGC5	1.49046
CTD-2024I7.13	0.020405
RPS27AP10	0
AC008781.7	1.00975
RELL2	2.88349
AC005753.1	1.04028
AC005740.3	0.148865
PCDH12	3.91596
AC005740.6	1.53619
AC005740.5	0
AC005740.4	0
CTC-463A16.1	2.53402
SPRY4-IT1	0.259654
AC005592.2	0.106663
RPS12P10	0
FGF1	2.30933
AC005592.3	0.134911
LINC01844	0.286415
ARHGAP26-AS1	0
ARHGAP26-IT1	0
RPL7P21	0.0916804
RP11-278J6.5	0
RP11-278J6.4	0.0635611
CTD-2050E21.1	0
RNU7-156P	0
CTD-2050E21.2	0
CTB-57H20.1	0
MIR5197	0
CTB-70D19.1	0
HMHB1	0
RN7SL87P	0
KCTD16	0.0206201
CTC-218H9.1	0
