Name	Adipose - Subcutaneous
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0.108875
ARL4AP4	0.724747
LINC00691	0
RPL31P20	0
THRB-IT1	0.0490321
THRB-AS1	0.210136
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0
RN7SL216P	0
RNA5SP125	0
RARB	1.84327
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	1.09637
MIR4442	0
CRIP1P2	0
AC092798.2	0.539214
TAF9BP1	0.173941
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0
LRRC3B	0.028411
AC114877.3	0
NEK10	0.179002
MINOS1P3	0
RNU6-342P	0
RPS20P15	0.109515
AC099535.4	0
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	4.4295
RP11-222K16.1	1.3976
AC098614.3	0
LINC02084	0.354883
EOMES	0.549572
LINC01980	0
LINC01981	0
LINC01967	0
ZCWPW2	1.24197
FAM96AP1	0
AC093142.2	0
MESTP4	0
RBMS3-AS3	1.70656
RPS12P5	0
RBMS3-AS2	0.0976907
MTND4LP9	0
RBMS3-AS1	0.150446
LINC01985	1.97396
AC116035.2	0
AC096921.2	0.107727
GADL1	0.0199958
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10-AS1	0.043802
ZNF587P1	0
ZNF860	0.675854
RPL21P40	0
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0.786856
RPSAP11	0.0989957
RP11-384L8.1	3.34279
RP11-384L8.2	0
KRT18P15	0.247635
MIR548AY	0
AC104306.1	0
AC104306.4	0
IGBP1P3	0
RPL30P4	0.358116
CNOT10-AS1	0
SUGT1P2	0.191936
RPL23AP43	0.152316
TRIM71	0.00731276
CCR4	0.478261
SEC13P1	0.137858
SUMO2P10	0
TMPPE	0.853581
RN7SL296P	0
AC123900.2	0
FBXL2	3.58033
RNU7-110P	0
RNA5SP128	0
COX6CP10	0.247453
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	1.18392
RP11-10C24.3	1.61551
RP11-10C24.1	1.4666
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21	0.0358226
ARPP21-AS1	0
MIR128-2	0
AC104308.2	0
RFC3P1	0
STAC	3.95015
NBPF21P	0
RN7SKP227	0
DCLK3	0.619987
HSPD1P6	0.188652
LINC02033	0.146056
RP11-640L9.2	0.462591
AC011816.1	0
RNU6ATAC4P	0
RP11-129K12.1	0.554021
PRADC1P1	0.577307
RPL29P11	3.07772
Y_RNA	0
UBE2D3P2	0.0864122
RNU6-1301P	0
UBE2FP1	1.73625
RP11-285J16.1	1.0754
AC097359.2	0.177886
RP11-259K5.1	0.0537588
RP11-259K5.2	2.23212
TCEA1P2	1.06559
RNA5SP129	0
C3orf35	1.74824
RNU7-73P	0
ITGA9-AS1	1.31669
RPL21P135	0.322364
NDUFAF4P3	1.13453
MIR26A1	0
Y_RNA	0.139077
DLEC1	1.40606
PPP2R2DP1	0
Y_RNA	0.347737
SLC22A13	0.0637442
RP11-815I22.1	0
SLC22A14	0.18044
RNU6-235P	0
DLEC1P1	0
XYLB	1.49022
ACVR2B-AS1	1.81569
ACVR2B	2.34485
Y_RNA	0
DDTP1	0.196843
RPL18AP7	0.647614
SCN5A	0.248842
SCN10A	0
RP11-134J21.1	0
SCN11A	0.649094
RNU6-1227P	0
TTC21A	4.01631
MIR6822	0
RP11-331G2.7	0.145505
Metazoa_SRP	0
XIRP1	0.11586
DSTNP4	0
CX3CR1	0.796698
RP11-331G2.6	0
CCR8	0
HNRNPA1P21	0.0476651
RP11-241K18.2	0
EEF1A1P24	0.189078
SNORA62	4.46217
MOBP	0.101353
NFU1P1	0
RNU4-56P	0
EIF1B-AS1	0.581343
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	2.42811
PGAM1P3	0.0554975
ENTPD3	3.48324
ZNF619	2.95575
RNU5B-2P	1.11024
ZNF620	1.9029
RPL5P10	0
EEF1GP3	0.0749621
RP11-528N21.1	0.184464
HMGN2P24	0
RP11-761N21.2	4.32696
RP11-761N21.1	0.165837
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
ULK4	2.83417
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0
RNU4-78P	0.334478
CCK	0.0945684
RP11-333B11.1	0
SALL4P6	0
EIF4BP4	0
LYZL4	0
RP11-219I21.1	0
VIPR1-AS1	1.36522
RP4-613B23.1	2.66983
RN7SL567P	0
KLHL40	0.146565
HHATL	0.560046
HHATL-AS1	0.0656339
CCDC13	0.881883
CCDC13-AS1	0.754928
LINC02158	0.465336
RP11-70C1.3	0.162396
RP11-141M3.6	1.04843
CYP8B1	0.553779
HNRNPA1P22	0.132813
KRBOX1-AS1	0.0313971
KRBOX1	0.804806
RP11-136C24.1	0
RP11-136C24.2	0.296161
RN7SL517P	0
SNRK-AS1	1.78776
Y_RNA	0
RP11-353H3.1	0.065144
RP4-672N11.1	0
RP4-555D20.3	0
RP4-555D20.4	0
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	0.0564884
RP4-555D20.2	0.0736425
TOPAZ1	0
RP11-424N24.2	0.134934
LINC00694	1.16842
LINC01988	0.053208
ZNF852	2.83961
EI24P3	0
RP11-944L7.6	0
ZKSCAN7	2.26112
RP11-944L7.4	0.377203
ZNF660	1.56638
MPRIPP1	0.680652
ZNF197-AS1	0.209988
RP11-348P10.2	3.22741
SOCS5P3	0
ZNF501	3.08527
KIF15	0.422553
TGM4	0.0616142
RP11-272D20.2	0
RPL12P44	0.160823
RNU5B-3P	0.927974
CDCP1	0.95677
RPS24P8	0.996486
TMEM158	1.83521
U3	0
LARS2-AS1	0
LIMD1-AS1	0.217313
RN7SL145P	1.67988
RP11-697K23.3	0
SLC6A20	0.110959
RP11-852E15.1	0
CCR9	0.0332105
Y_RNA	0
CXCR6	0.479185
XCR1	0.0782749
NRBF2P2	0
FLT1P1	0
CCR3	0.0355987
UQCRC2P1	0
CCR2	0.801812
RP11-24F11.2	0.902571
CCR5	0.906702
LINC02009	0.261846
LTF	2.50751
RTP3	0.0303432
LRRC2	2.272
LRRC2-AS1	0.0211188
TDGF1	0.112239
RP11-509I21.2	0
SNORD77	0
TMIE	1.03807
PRSS46	0.107094
PRSS45	0.348418
RP11-427P5.2	0
PRSS44	0.145104
PRSS42	0.335606
RP11-427P5.3	0.584647
NRADDP	0.361441
MRPL57P3	0
KIF9-AS1	0.826528
KIF9	2.19113
SNORD13P3	0
RP11-447D11.3	0.760156
RP11-708J19.1	1.80775
RP11-708J19.3	0
BOLA2P2	0.507608
RN7SL870P	0
CSPG5	0.509249
RP11-717D12.1	0.0304795
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0
CDC25A	0.416507
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0
MIR4443	0
CAMP	0.617907
MRPS18AP1	1.68124
Y_RNA	0.31866
SPINK8	0
MIR2115	0
FBXW12	0.0562775
RN7SL321P	0
RP11-24C3.2	0.968575
PFKFB4	1.44059
MIR6823	0
UCN2	0.13921
COL7A1	2.55463
MIR711	0
TMEM89	0.2188
CELSR3	0.762852
MIR4793	0
CELSR3-AS1	0.191451
RP11-572O6.1	0.975173
PRKAR2A-AS1	1.05557
ARIH2OS	3.53097
RP13-131K19.1	0.730667
RP13-131K19.2	0.454256
MIR425	0
MIR191	0
RP13-131K19.6	2.48335
RN7SL182P	0
MIR6890	0
RP11-694I15.7	1.12513
C3orf84	0
CCDC36	2.27859
RP11-3B7.7	0
RP11-3B7.1	2.30473
MIR4271	0
RHOA-IT1	1.16237
RNA5SP130	0
BSN-AS2	0.02794
BSN	0.315211
BSN-AS1	0
AMIGO3	0
COX6CP14	0
RP13-1056D16.2	0
CDHR4	0.46687
MIR5193	0
TRAIP	2.63533
CAMKV	0.0293378
RN7SL217P	0
ACTBP13	0.00744144
MST1R	0.921873
CTD-2330K9.2	0
CTD-2330K9.3	0.0513905
RBM5-AS1	3.34717
MIR566	0
GNAT1	0.0145172
SLC38A3	0.220111
MIR5787	0
XXcos-LUCA16.1	0.726137
U73166.2	1.29085
SEMA3B-AS1	2.27301
LSMEM2	0.525516
HYAL3	2.35219
RASSF1-AS1	4.30091
ZMYND10-AS1	0
ZMYND10	0.717529
CACNA2D2	1.50188
CYB561D2	0.737818
RNA5SP131	0
HEMK1	3.95537
RP11-804H8.7	0
LINC02019	3.00228
MIR4787	0
DOCK3	1.40215
RP11-804H8.5	0
RP11-646D13.1	0
ZNF652P1	0
ST13P14	0
RNU6ATAC29P	0
RNA5SP132	0
GRM2	1.00829
IQCF6	0
IQCF4	0
IQCF3	0
IQCF2	0
RN7SL504P	0
IQCF5-AS1	0
IQCF5	0
IQCF1	0.0586609
RP11-155D18.13	0.143535
GPR62	0.186147
POC1A	2.24054
ALDOAP1	0
RP11-330H6.6	0.106405
TLR9	1.19122
RP5-1157M23.2	0.623034
MIRLET7G	0
GLYCTK-AS1	0.65726
MIR135A1	0.65713
RP11-168J18.6	0.836408
TNNC1	4.36052
RNU6-856P	0
RNU6ATAC16P	0.264696
SNORD19B	0
SNORD19	0
SNORD19B	0.528742
SNORD19	0
SNORD69	0
RP5-966M1.7	0.211486
RP5-966M1.5	0
RP5-966M1.4	0
ITIH1	0.419034
ITIH4-AS1	0
MIR8064	0
RP11-894J14.2	0.459755
SFMBT1	4.99019
RP11-5O17.1	0.336234
SERBP1P3	0.252038
Y_RNA	0
CACNA1D	0.0625685
SNORD38	0
SNORA26	0
RP11-72H11.1	0
SNORD63	0
RP11-884K10.6	0
CHDH	0.969509
IL17RB	1.87392
RP11-884K10.7	2.12001
CABYRP1	0
CACNA2D3	1.63946
RPS15P5	0.140177
ESRG	0.596413
CACNA2D3-AS1	0.0420955
LRTM1	0
RP11-889D3.1	0
LINC02017	0
LINC02030	0
RP11-875H7.1	0
RP11-875H7.2	0
WNT5A	0.644003
WNT5A-AS1	0.0674339
RP11-875H7.5	0
ERC2	0.0413327
RP11-58O15.1	0
ERC2-IT1	0
MIR3938	0
RN7SKP45	0
RNA5SP133	0
ARHGEF3-AS1	0
SPATA12	0.155448
RP11-157F20.3	0.0251072
IL17RD	2.68537
RP11-157F20.1	0
HESX1	1.55915
ASB14	1.56922
DNAH12	0.0582248
Y_RNA	0
RNU6-1181P	0
RNF7P1	0
RP11-229A12.2	0
RNU6-108P	0
RNU6-483P	0
ARF4-AS1	1.46453
RNU6ATAC26P	0
DENND6A-AS1	0.890207
RP11-755B10.3	0.0230338
PDHA1P1	0
PPIAP16	0
FLNB-AS1	3.5672
RP11-456N14.4	0.264254
RP11-456N14.6	0.165212
DNASE1L3	4.52405
RP11-80H18.3	0.283024
RP11-80H18.4	0.310551
RP11-802O23.4	0
RP11-802O23.3	2.61939
RP11-359I18.5	0.809952
RP11-359I18.1	0.115237
RP11-475O23.2	0.321049
FAM3D-AS1	0
FAM3D	0.0654095
C3orf67	0.224941
C3orf67-AS1	0
CTD-2185K10.1	0
RP11-285B24.1	0
RP11-719N22.2	0
RP11-719N22.1	0
Metazoa_SRP	0
FHIT	2.08499
RP11-641C17.4	0
RP11-641C17.2	0
RP11-641C17.3	0
RP11-641C17.1	0
U3	0
Y_RNA	0
RNU2-10P	0
RP11-154D3.1	0.0787605
PTPRG-AS1	0.495173
C3orf14	2.53674
FEZF2	0
CADPS	0.203163
RP11-1036F1.1	0
RN7SL863P	0
RNU6-139P	0
RP11-24H1.1	0
LINC00698	0
KRT8P35	0
UBL5P3	0
SYNPR	0
SYNPR-AS1	0
RNA5SP134	0
SNTN	0
AC136289.1	0.169106
C3orf49	0.132136
THOC7-AS1	0.0557568
SCAANT1	0.937742
PSMD6-AS2	2.84055
RP11-245J9.5	2.60832
PSMD6-AS1	4.43563
RP11-245J9.6	1.1528
PRICKLE2-AS1	0.606602
U3	0
LINC00994	0.117367
PRICKLE2-AS2	0.176219
PRDX3P4	0.169278
PRICKLE2-AS3	0.0546931
RP11-14D22.1	0
RNU6-739P	0
ADAMTS9-AS1	2.00892
ADAMTS9-AS2	2.2125
LINC02040	0
RP11-88H12.2	1.15662
ILF2P1	0.0910736
RPL17P17	0
MAGI1-IT1	0.274979
MAGI1-AS1	0
Y_RNA	0
RP11-320P11.1	0
RNU6-787P	0
RN7SL482P	0
RP11-814M22.2	0
RPL21P41	0
KBTBD8	0.342215
MIR4272	0
RP11-85I21.1	0
NDUFB4P1	0
SUCLG2-AS1	0.47636
FAM19A1	0.0669123
COPS8P2	0.122844
RP11-1008M1.1	0
RP11-436J20.1	0
PSMC1P1	0.974264
FAM19A4	0
RNA5SP135	0
CTD-2013N24.2	1.46398
MIR3136	0
LMOD3	0.194593
RBM43P1	0
RP11-62G11.1	0
RP11-62G11.2	0
RP11-444P10.1	0
RN7SL418P	0
SAMMSON	0
RP11-963H1.1	0
UQCRHP4	0
RP11-231I13.2	0
COX6CP6	0
HMGB1P36	0
RNU6-281P	0
RP11-298C2.1	0
FOXP1-AS1	0
MIR1284	0
RP11-154H23.5	0
FOXP1-IT1	0.0140785
RP11-154H23.3	0.196063
RP11-154H23.4	0.0533405
GPR27	0.557603
PROK2	0.533985
RN7SL271P	0
UBE2Q2P9	0
LINC00877	0.120892
RP11-398A8.4	0
RP11-398A8.5	0
RP11-398A8.2	0
RP11-398A8.1	0
LINC00870	0
RP11-433A10.3	0
RP11-433A10.2	0
RP11-447M4.1	0
RP11-654C22.2	0
RNU1-62P	0
RP11-654C22.1	0
RNA5SP136	0
RP11-624D20.1	0
PSMD12P	0
LAPTM4BP2	0
GXYLT2	2.81091
Metazoa_SRP	0
FTH1P23	2.17823
RNU7-19P	0
EBLN2	3.96844
RNU6-557P	0
RNU2-64P	0
CCDC75P1	0
RNU6-1270P	0
RNU7-119P	0
PDZRN3-AS1	0.173094
CTD-2006M22.2	1.50594
RP11-451J24.1	0
LINC02005	0.210643
Metazoa_SRP	0
LINC02047	0
RP11-781E19.1	0
AKR1B1P2	0
NIPA2P2	0
RN7SL294P	0
MIR4444-2	0
HNRNPA3P6	1.631
MYLKP1	0
OR7E66P	0
OR7E22P	0.0469614
OR7E55P	0
RP11-803B1.2	0
LSP1P2	0
RP11-803B1.3	0
ALG1L6P	0.437361
LINC02018	0.434987
ENPP7P2	0.228112
SNRPCP10	0
CTD-2026G6.3	0
RPS3AP15	0
RP11-413E6.2	0
OR7E121P	0
UNC93B3	0.127625
RPL23AP49	0.60531
RP11-413E6.11	0
CLUHP10	0
MIR1324	0
AGGF1P3	0
RARRES2P1	0
FRG2C	0
DUX4L26	0.247315
LINC00960	0.930665
ZNF717	2.33968
ROBO2	0.41016
Y_RNA	0
RP11-550F7.1	0.6002
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0.181803
RP11-564P9.1	0
RNU2-28P	0.321585
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0
RPL7AP23	0
CYP51A1P1	0
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
CADM2	1.01803
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0.0320378
THAP12P2	0
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
PPATP1	0
LINC00506	0.433905
MIR4795	0
POU1F1	0.0190822
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	1.28458
CBX5P1	0.0754946
ABCF2P1	0
RP11-249L12.1	0
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0
RNU6-488P	0
Y_RNA	0
RNU6-511P	0
HMGN1P7	0
STX19	0.292411
DHFR2	4.05564
NSUN3	4.2601
RBBP4P2	0.172287
ARMC10P1	0.0725438
RP11-118N24.2	0
WDR82P1	0
LINC00879	0
RPS18P6	0
MTHFD2P1	0.0327363
RP11-598F17.2	0
HNRNPKP4	1.05027
MIR8060	0
RP11-124D9.1	0
RNU6-1094P	0
MTRNR2L12	2.25449
RPL18AP8	0
RCC2P5	0
CDV3P1	0
EPHA6	0.0418886
RP11-529P9.1	0
RP11-389G6.3	0
ARL6	2.94316
RP11-389G6.5	0.0956662
RP11-389G6.4	0
GABRR3	0
OR5BM1P	0
OR5AC1	0
OR5AC2	0
RP11-343D2.11	0
OR5AC4P	0
POU5F1P7	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H5P	0
OR5H3P	0
OR5H4P	0
RP11-325B23.2	0
OR5H7P	0
OR5H6	0
OR5H2	0
OR5H8	0
OR5K4	0
OR5K3	0
UBFD1P1	0
OR5K1	0
OR5K2	0.365322
RPL38P4	0
RP11-227H4.5	0
GPR15	0.139207
RP11-227H4.1	0
WWP1P1	0.0285299
ST3GAL6-AS1	1.65041
PDLIM1P4	1.04971
RNU6-26P	0.452045
CTD-2021J15.1	0
RNU6-1263P	0
LINC00973	0
U7	0
ACTG1P13	0
RP11-121C1.1	0
RP11-779P15.1	0
RP11-779P15.2	0
RP11-201E8.1	0
RP11-383I23.2	0.258132
MIR3921	0
TMEM30CP	0
DUSP12P1	0
VTI1BP1	0.0558426
LNP1	3.2165
ADGRG7	0
SNORA31	0
GMFBP1	0
RP11-301G23.1	0
RNU6-865P	0
ACTR3P3	0
IMPG2	0.226268
ZNF90P1	0.0875631
RP11-144C15.1	0
RP11-144C15.2	0.614618
Y_RNA	0
FAM172BP	0
RP11-454H13.1	0
RNU6-1256P	0
Y_RNA	0
Y_RNA	0
RNY1P12	0
ZBTB11-AS1	2.26625
PDCL3P4	1.60973
CEP97	2.95436
LINC02085	0
Y_RNA	0
RP11-221J22.2	0
ZPLD1	0
RP11-280H21.1	0
RNU6-461P	0
RNU1-43P	0
NDUFA4P2	0
MIR548AB	0
RP11-628J14.1	0
TUBBP11	0
RAP1BP2	0
RP11-281P11.1	0
RP11-93B21.1	0
Y_RNA	0
Y_RNA	0
LINC00882	0.609747
FCF1P3	0
MTND4P16	0
MTND4LP3	0
MTND3P6	0
MTCO3P35	0
MTATP6P22	0
MTND5P16	0
MTND6P6	0
MTCO1P35	0
MTND1P16	0
MTND2P14	0
RNU6-1308P	0
RP11-561O4.1	0
DUBR	4.20965
RP11-446H18.5	0.0658692
RP11-446H18.1	0.459146
RP11-446H18.6	0.327798
CCDC54	0
LINC01990	0.229772
LINC00635	0
LINC00636	0.0369334
RP11-861A13.3	0.304384
LINC01215	0.117405
HHLA2	0.0182007
HNRNPA1P17	0
MYH15	0.0894394
RP11-381E24.1	1.09277
KIAA1524	1.71968
SNORA70	0
RP11-381E24.4	0
RP11-148O7.2	0
RETNLB	0
TRAT1	0.560791
GUCA1C	0
MORC1	0
U3	0
MORC1-AS1	0
FLJ22763	0
RP11-59E19.4	0
LINC00488	0
RNU6-1236P	0
RP11-59E19.3	0
DPPA2	0
Metazoa_SRP	0
DPPA4	0.0271162
RP11-397K18.1	0
RP11-702L6.1	0
H3F3AP3	0
LINC01205	0
PPIAP15	0
MIR4445	0
RP11-457K10.1	0
DIMT1P1	0
RP11-457K10.2	0
RP11-696F10.1	0
RP11-119D18.1	0
RNU6ATAC15P	0
RPSAP29	0.0419185
Y_RNA	0
RP11-553A10.1	0.168198
PVRL3-AS1	0.283112
NECTIN3	4.47955
CD96	0.882535
RP11-615J4.3	0
ATP6V0CP2	0
RP11-615J4.4	0
ZBED2	0.11693
RP11-402J7.2	0.0869182
PLCXD2	0.372345
PLCXD2-AS1	0
TAGLN3	0.072084
RFKP2	0
TMPRSS7	0
C3orf52	0.586916
MIR567	0
GCSAM	0.326739
RP11-757F18.5	0.394553
SLC9C1	0.0391313
RP11-757F18.3	0
RP11-90K6.1	0
RP11-231E6.3	0
RP11-231E6.1	0
BTLA	0.260229
OR7E100P	0
RP11-147G7.3	0.0299606
RP11-572C15.3	0
LINC02042	0
RP11-180K7.1	0
CD200R1L	0
CD200R1	1.25844
RP11-484K9.4	0
GTPBP8	4.97674
RP11-572M11.4	0.266002
RP11-572M11.2	0
RP11-572M11.1	0
LINC02044	0.136443
CFAP44	3.79484
RP11-553D4.2	0.385038
CFAP44-AS1	0.0304594
MIR8076	0
SIDT1	1.19319
SIDT1-AS1	0
MIR4446	0
RN7SL767P	0.5038
RP11-271C24.3	0.328493
RP11-271C24.2	0
GRAMD1C	1.68508
RP11-435F17.1	0.194926
RP11-435F17.3	0.618765
VPS26AP1	0
RP11-255E6.6	0
ZDHHC23	1.78732
RP11-255E6.5	0
RP11-274J15.2	0
DRD3	0
RP11-553L6.2	0.0402645
RP11-553L6.3	0
ZNF80	0.192946
TIGIT	0.297661
ZBTB20	0.789641
ZBTB20-AS1	0.0448001
ZBTB20-AS5	0
ZBTB20-AS2	0
MIR4796	0
ZBTB20-AS3	0
YBX1P3	0
ZBTB20-AS4	0.126059
RP11-190P13.2	0
EIF4E2P2	0
GAP43	0.43213
RP11-326J18.1	0
LSAMP	1.1635
RN7SL815P	0
LSAMP-AS1	0
LINC00903	0
RN7SL582P	0
BZW1P2	0.824003
TUSC7	0
MIR4447	0
LINC00901	0
LINC00901	0
RNU5E-8P	0
PTMAP8	0.265179
RNU6-1200P	0
RP11-384F7.2	0.095625
RP11-768G7.1	0
LINC02024	0
RP11-768G7.3	0
RP11-384F7.1	0
IGSF11	0.192081
IGSF11-AS1	0
C3orf30	0
UPK1B	0
B4GALT4-AS1	0
RPS26P21	0.604202
ARHGAP31-AS1	1.33353
RNU6-1127P	0
RP11-190C22.8	0.124429
CD80	0.199419
RP11-190C22.9	0
RPL10P7	0.279684
MAATS1	2.64566
RP11-169N13.4	0
NR1I2	0.058721
PHBP8	0
RP11-767L7.1	0
RP11-767L7.2	0
RP11-18H7.1	0.520968
RN7SL762P	0
RN7SL397P	0
GPR156	0.283122
Y_RNA	0
RP11-174O3.1	0.0782053
RP11-174O3.3	0.346015
RP11-174O3.6	0
RP11-174O3.4	0
RP11-359H3.4	0
RP11-359H3.1	0
HGD	0.288225
MTCO1P29	0
MTCO2P29	0
NAP1L1P3	0.136563
LINC02049	0
STXBP5L	0.00958462
RP11-500K19.2	0
MIR5682	0
RP11-678L1.1	0
RP11-10G15.4	0
POLQ	0.272014
RPL7AP11	0.623048
ARGFX	0
FBXO40	0.146619
RN7SL172P	0.301484
RNU4-62P	0.29655
EAF2	2.37929
SLC15A2	1.41375
ILDR1	0.0264705
Y_RNA	0
CD86	4.46547
CASR	0
HNRNPA1P23	0
RP11-299J3.8	1.99033
RP11-299J3.6	0
RP11-592P9.3	0
PARP15	3.29852
EIF4BP8	0
SEMA5B	0.904814
RP11-797D24.3	0.381421
MYLK-AS1	1.32273
MYLK-AS2	0.0567935
RP11-9N20.3	1.39097
SNORA5	0
ROPN1	0
MIR5002	0
RPL7P15	0.286668
MIR6083	0
RNU6-143P	0
MIR544B	0
RP11-71H17.1	0
ITGB5-AS1	0.384425
RP11-71H17.8	0.446095
ENO1P3	0
MUC13	0.106581
RNA5SP137	0
SLC12A8	0.452387
RNU6-230P	0
MIR5092	0
DUTP1	0.11537
RP11-775J23.2	0
RNU6-232P	0
Y_RNA	0
Y_RNA	1.10491
GS1-388B5.2	0
GS1-388B5.1	0
OR7E130P	0
OR7E29P	0.0312808
OR7E93P	0
OR7E53P	0
OR7E97P	0
GS1-388B5.8	0
RP11-379B18.6	0
RP11-379B18.1	0.45848
MIR548I1	0
RPS3AP14	0.0866363
SNRPCP11	0
RP11-379B18.5	1.10878
ENPP7P4	0.260558
RP11-666A20.4	0.7038
FAM86JP	0.717888
ALG1L	0.780298
RP11-666A20.3	0
ROPN1B	0.0542597
RP11-158I23.1	0
RP11-124N2.1	0.550736
ALDH1L1-AS1	0.269594
RNU1-30P	0
ALDH1L1-AS2	1.84142
RP11-71E19.1	3.62581
RP11-71E19.2	0.677296
CCDC37-AS1	0
CFAP100	0.0270317
RP11-203H19.2	0.177261
UROC1	0.0173042
CHST13	0.46246
C3orf22	0
RNA5SP138	0
TXNRD3NB	0
RP11-390G14.1	0.761774
NUP210P1	0
RP11-605F14.2	0
RCC2P4	0
RP11-61K12.2	0.0558378
C3orf56	0
Y_RNA	0
RP11-305F5.2	0
RNU6-1047P	0
RP11-88I21.1	0
LINC02016	0
LINC01471	0
RP11-59J16.2	0
LINC02034	0
RP11-153F10.2	0.458628
MIR6825	0
MIR7976	0
MCM2	4.90403
KBTBD12	0.457731
RNA5SP139	0
RNU2-37P	0
RUVBL1-AS1	0.0471465
RNU6-823P	0
DNAJB8	0.0107207
DNAJB8-AS1	0
GATA2-AS1	3.40524
TMED10P2	0.79915
LINC01565	0.0165295
Metazoa_SRP	0
POU5F1P6	0.0342929
SNORA24	0
MARK2P8	0.115273
FTH1P4	0.783905
RN7SL698P	0
RPS15AP16	0.459733
MARK2P17	0
MARK3P3	0
MARK2P6	0
RP11-723O4.9	0.567778
RP11-723O4.2	0.515214
RP11-723O4.3	0.216448
KIAA1257	0.311508
RP11-723O4.7	1.08341
RP11-723O4.6	0.378949
RP11-434H6.2	0.0395221
GP9	0.135904
RP11-434H6.6	1.30901
RPS27P12	0
MIR6826	0
NUP210P3	0.747064
RP13-685P2.8	0.0947151
RP13-685P2.7	0.160781
RP11-529F4.1	0.822551
SNORA7B	0.416309
EFCAB12	0.583197
RHO	0.0307782
H1FOO	0
RN7SL752P	0
RP11-263I1.1	0
RNY3P13	0
U6	0
TMCC1-AS1	0.993346
RP11-93K22.6	0
TRH	0.0145967
RP11-93K22.1	0
RP11-93K22.7	0
OR7E129P	0
OR7E21P	0
RP11-77P16.3	0
ALG1L2	0.200625
LINC02014	0.0832982
FAM86HP	2.19123
LINC02021	0.562201
ENPP7P3	0
SNRPCP8	0
COL6A4P2	0.117195
RP11-77P16.1	0
COL6A5	0
COL6A6	0.614787
RN7SKP212	0
GSTO3P	0
RP11-39E3.6	0.055408
RP11-39E3.3	0
Y_RNA	0
RP11-39E3.4	0
RP11-39E3.5	0
NEK11	3.08384
RP11-265F19.1	0
RNU6-726P	0
RP11-933H2.4	0.28529
NUDT16P1	2.2292
RP11-517B11.7	1.39653
SNORA58	0
RP11-517B11.4	0.164646
BCL2L12P1	0
CPNE4	0.0404388
RP11-517B11.6	0
MIR5704	0
RP11-64K7.1	0.0337287
RPL7P16	0
ACPP	0.347733
RP11-65E22.2	0
NIP7P2	0
HSPA8P19	0
NPHP3-AS1	0.0248865
RP11-469L4.1	0
TMEM108	0.772428
TMEM108-AS1	0
BFSP2	0
RP11-503I22.2	0
BFSP2-AS1	0
RP11-91K8.4	0
RP11-91K8.5	0.173577
RP11-91K8.2	0
SNORA33	0
TFP1	0.375328
RNU6-678P	0
RNA5SP140	0
RP11-404G16.2	0.0772592
C3orf36	0.111377
LINC02000	0
HMGB3P14	0.572952
LINC02004	0.895298
RP11-375I20.6	1.42122
RPL39P5	0.799733
MIR6827	0
HMGN1P9	0.188967
HMGB3P13	0
