Name	Brain - Spinal cord (cervical c-1)
RNU6-733P	0
RP11-286E11.2	0.140026
LEF1	4.47651
LEF1-AS1	0.13128
RPSAP34	0
ZACNP1	0
EXOC7P1	0
RPL34-AS1	0.223799
RNU6-431P	0
RP11-75N20.2	0
RCC2P8	0
COL25A1	0.126796
AC004051.2	0
RBMXP4	0.543778
SEC24B-AS1	0.828709
RN7SL55P	0
MIR576	0
SETP20	0.193634
CDC42P4	0.0957183
HIGD1AP14	0.126117
CASP6	4.30218
AC004067.5	2.04717
RP11-602N24.3	1.52928
RRH	0.344195
LRIT3	0.352646
KRT19P3	0
EGF	0.257499
RNU6-35P	0
RN7SL275P	0
RP11-115A14.1	0
HSBP1P2	0
RP11-433B3.1	0
RNU6-205P	0
ZBED1P1	0
ENPEP	0.211167
RPL7L1P13	0
ZNF969P	0
snoU2_19	0
RP11-380D23.1	0
PANCR	0
PITX2	0.0107827
LINC01438	0
MIR297	0
LYPLA1P2	0
AC004062.2	0
RNU6-289P	0
RP11-255I10.1	0
RP11-255I10.2	0
RP11-269F21.1	0
RP11-269F21.2	0
RP11-269F21.3	0
CCDC34P1	0
TUBB8P3	0
RP11-477G18.1	0
C4orf32	2.09484
RP11-477G18.2	0
RP11-73K9.2	1.96515
RP11-73K9.3	0.126451
TIFA	1.3365
ALPK1	2.03999
RTEL1P1	0.0203697
TOX4P1	0
NEUROG2	0.0736529
RP11-402J6.1	0
RPL23AP94	0
ZGRF1	2.07749
RP11-402J6.3	0.64753
RP11-148B6.1	0
MIR367	0
MIR302D	0
MIR302A	0
MIR302C	0
MIR302B	0
OSTCP4	0
RP11-148B6.2	0.0543903
WRBP1	0
RP11-119H12.1	0
Y_RNA	0
RPL7AP30	0.674583
RP11-119H12.3	0
RP11-119H12.4	0.05764
RP11-119H12.6	0.153415
RP11-119H12.5	0
RP11-650J17.1	0
RP11-650J17.2	0
MIR1243	0
MIR8082	0
AC004057.1	0.529109
RN7SL184P	0
RNU1-138P	0
RP11-397D21.1	0
ARSJ	0.224767
RP11-26P13.2	0
RP11-362M19.1	0
MIR577	0
CIR1P2	0.784648
RN7SL808P	0
NDST4	0.0296808
MRPS33P3	0
RPF2P2	0
PGAM4P2	0
KRT18P21	0
RP11-659O3.1	0
EIF3KP3	0
RP11-166J5.1	0
TTC39CP1	0
MTRNR2L13	0
TRMT112P1	0
CUL4AP1	0
RP11-55L3.1	0
ACTN4P1	0.0533359
RNU6-119P	0
RP11-97F8.1	0
AC107399.1	0
AC107399.2	0
AC113617.1	0
LINC01378	0
RPSAP35	0
NT5C3AP1	0.179383
AC108056.1	0
NDST3	0.329555
FKBP4P1	0
PRSS12	0.243417
NDUFS5P5	0
RP11-586D5.3	0
CEP170P1	0.227224
RP11-384K6.6	3.97052
RNU6-1054P	0
CICP16	0.0993896
SEPT14P4	0
RP11-384K6.8	0.264078
METTL14	4.93631
SEC24D	2.10561
SYNPO2	3.29951
RP11-358D17.1	0
RP11-358D17.2	0.0576944
MYOZ2	0.25337
RP11-455G16.1	0.0444061
FABP2	0
KLHL2P1	0.934918
RNU4-33P	0
RP11-548H18.2	0.34036
GTF2IP12	1.63225
RP11-33B1.4	0
RNU6-1217P	0
RP11-33B1.3	0.0505027
PDE5A	1.02579
SNORA11	0
LINC01365	0
RP11-96A1.4	0
RP11-700N1.1	0
Y_RNA	0
RP11-96A1.5	0
MAD2L1	0.986736
RP11-679C8.2	0.0776864
LTV1P1	0
SAR1P3	0
RP11-501E14.1	0
PRDM5	1.4387
RNU6-550P	0
SETP12	0.0406713
NDNF	0.978782
RN7SKP137	0
RP11-647P12.1	0
RP11-647P12.2	0
TNIP3	0.0332826
RNU6-948P	0
Y_RNA	0
QRFPR	0.234949
RP11-364P2.2	0
TUBB4BP5	0
TMEM155	0.0369044
PP12613	0
CCNA2	2.30801
RP11-63B13.1	0
TRPC3	0.57902
AC097533.1	0
RN7SL335P	0
ADAD1	0
IL2	0
IL21	0
IL21-AS1	0
CETN4P	1.13777
BBS12	1.08949
RP11-170N16.1	0
RP11-170N16.2	0
RP11-170N16.3	1.20878
NUDT6	2.59016
SPATA5	1.17698
CTB-51E13.1	0
SPRY1	3.97982
RP11-381N20.2	0
RP11-381N20.1	0
LINC01091	0.029127
AC096732.2	0
RPL21P50	0
RP11-107E21.1	0
RP11-728C8.1	0
CTD-2325B11.1	0
RP11-93I21.2	0
TECRP2	0
RP11-93I21.3	0
ANKRD50	2.34682
FAT4	0.863151
Y_RNA	0
MIR2054	0
RP11-399F2.2	0
NUP58P1	0
TMEM248P1	0
RP11-318I4.1	0
RP11-318I4.2	0
RBM48P1	0
Y_RNA	0
RP11-810P8.1	0
RP11-125O18.1	0
RP11-18O11.1	0
RP11-18O11.2	0
SLC25A31	0.0493157
HSPA4L	2.16639
RP11-50D9.4	0.100105
RP11-50D9.1	0.270286
RP11-50D9.3	0.0787621
PLK4	0.763507
RNU6-583P	0
ABHD18	4.32496
LARP1B	3.57821
RP11-214O14.1	0
FOSL1P1	0.0308522
RP11-420A23.1	1.11426
RP11-130C6.1	0
RP11-184M15.1	0.0408352
RP11-184M15.2	0
JADRR	0
JADE1	4.41742
SCLT1	2.8671
RP11-209D20.2	0
AC093826.1	0
RP11-392L5.2	0
ZSWIM5P3	0
RP11-378N18.1	0
RP11-419L4.1	0
RP11-519M16.1	0
RP11-422J15.1	0
EEF1GP8	0
RP11-521E5.1	0
PGBD4P4	0
GAPDHP56	0
RP11-401I19.2	0
RP11-401I19.1	0
RP11-488I4.2	0
RNU6-224P	0
RP11-314N14.1	0
RP11-758B24.1	0
RN7SL205P	0
SNORA70	0
RP11-614F17.1	0
RP11-614F17.2	0
RPL7AP28	0.925208
RP11-745L13.2	0
RP11-789C2.1	0
RP11-1E22.1	0
ELL2P2	0
RP11-62N21.1	0
LINC01256	0
AARSP1	0
RP11-404I7.2	0
RP11-404I7.1	0
RP11-9G1.3	2.94565
R3HDM2P1	0
RP11-285A15.1	0
RP11-427M20.1	0
PABPC4L	0.166229
RP11-400D2.2	0
PES1P1	0
RP11-400D2.3	0
CTD-2012I17.1	0
RP11-192C21.2	0
RP11-192C21.3	0
RP11-192C21.1	0
RP11-553P9.1	0.127549
RP11-553P9.2	0
RP11-553P9.3	0
U6	0
KRT18P54	0
TARS2P1	0
RP11-780O17.1	0
LINC00613	0
RNU1-89P	0
RP11-782E2.2	0
RP11-775H9.3	0
RP11-775H9.2	0
RP11-775H9.1	0
TERF1P3	0
RP11-625B21.1	0
RP11-138I17.1	0.131925
RP11-785F11.1	0
SERF1AP1	0
STMN1P2	0
RPS23P2	0
PCDH18	1.42848
LINC02172	0.154361
RP13-884E18.2	0
RP13-884E18.4	0
RP11-793B23.1	0
LINC00616	0
SLC7A11-AS1	0.0659992
RP11-733C7.1	0
LINC00498	0
LINC00499	0.057839
LINC00500	0
RP11-310A13.2	0
RP11-173E2.1	0
RP11-173E2.2	0
RP11-98O2.1	0
RP11-371F15.3	0.0564681
RP11-577B7.1	0
NOCT	0.925276
RNU6-531P	0
RN7SL382P	0
PPP1R14BP3	3.04204
Metazoa_SRP	0
RN7SL311P	0
Y_RNA	0
RNU6-506P	0
RNU6-1074P	0
MGARP	2.23905
RNU6-1214P	0
RP11-83A24.2	1.46212
RP11-83A24.1	0.0428297
ACA64	0
FTH1P24	0
RP11-342I1.2	0.604146
RP11-308D13.3	0.0745748
RN7SKP237	0
H3F3AP6	0.334143
MAML3	2.77054
RN7SKP253	0
RP11-392B6.1	0
SCOC-AS1	3.09052
NDUFB4P9	0
RPL14P3	0.263169
CLGN	1.28964
MGAT4D	0
RP11-542P2.2	0
UCP1	0
RN7SL152P	0
RP11-5K16.3	0
TNRC18P1	0.0574486
RNY1P14	0
RP11-102N12.2	0
RP11-102N12.3	0.405819
Y_RNA	0
RNF150	1.40902
RP11-586L23.1	0
RP11-362F19.1	0.392576
RP11-362F19.2	0
RP11-362F19.3	0.173224
RP11-208N20.1	0
IL15	0.610707
INPP4B	0.79816
RPL5P13	0
LSM3P4	0
RP11-223C24.2	0
RP11-223C24.1	0
RP11-284M14.1	0.848958
RP11-54P19.1	0
RP11-364L4.3	0.682411
Y_RNA	0
MIR3139	0
RP11-364L4.1	0.434903
RPSAP36	0.903438
RP11-58H15.3	0
SMARCA5-AS1	0.225512
GUSBP5	0.214839
FREM3	0.0173274
RP13-578N3.3	0.25366
RP11-780M14.1	0.0233263
GYPE	0.437182
RP11-673E1.3	1.11292
RP11-673E1.1	0.482959
RP11-673E1.4	0.0431094
GYPB	0
GYPA	0.0273715
RP11-361D14.2	0
KRT18P51	0
HHIP-AS1	4.58248
HSPD1P5	0
RP13-539F13.3	0
RP13-539F13.2	0
RN7SKP235	0
Y_RNA	0
RPS23P4	0
RP11-142A22.4	0.122344
RTN3P1	0.582387
RP11-142A22.3	0.273384
NMNAT1P4	0
SMAD1	2.9572
SMAD1-AS2	0
SMAD1-AS1	0
RP11-557J10.5	0
MMAA	1.48218
NCOA4P3	0
RP11-557J10.4	0
C4orf51	0
ZNF827	4.25777
RP11-181K12.1	0.0414849
RP11-181K12.2	0
Y_RNA	0
RP11-203B7.2	0
RP11-203B7.1	0
LINC01095	0
LSM6	4.08323
RP11-6L6.4	0.713041
RP11-6L6.2	1.54675
RP11-6L6.6	0
RP11-6L6.7	0
SLC10A7	1.85577
MIR7849	0
RNU1-44P	0
POU4F2	0.0309537
TTC29	0.219403
RP11-292D4.2	0
RP11-292D4.1	0
RP11-292D4.3	0
RP11-292D4.4	0
MIR548G	0
RP11-364M6.1	0
PRMT5P1	0
EDNRA	1.62523
RP11-752L20.3	0.0711964
GTF2F2P1	0
RP11-752L20.5	0
RP11-425A23.1	0.189439
ARHGAP10	2.0982
RNA5SP165	0
MIR4799	0
RN7SL254P	0
RP11-315D13.1	0
NR3C2	4.45864
RP11-76G10.1	0
ASS1P8	0
RNA5SP166	0
RP11-503L19.1	0
ATP5LP4	0
RP11-360A10.1	0
CTB-191D16.1	0
RNU7-197P	0
RP11-563M4.1	0.155049
RP11-342A1.1	0
RP11-24I21.1	0.0236881
RP11-526A4.1	0
RP11-707F2.1	0
AKIRIN2P1	0
RNA5SP167	0
RNU6-1230P	0
RP11-423J7.1	0
RNU7-194P	0
LRBA	2.75086
RP11-174F8.1	0
RP11-1336O20.2	0.021289
MAB21L2	1.95117
ZBTB8OSP1	0
RNA5SP168	0
AK4P6	0
SNORD73B	0
SNORD73A	0
RP11-731D1.1	0
PRSS48	0.0917999
RP11-731D1.3	0
RNU6-1282P	0
RP11-731D1.4	0
RP11-610P16.1	0
FAM160A1	0.0355795
RN7SKP35	0
RP11-164P12.4	0
RP11-164P12.5	0.854215
RP11-164P12.3	1.18864
RP11-424M21.1	0
RP11-503L23.1	0
RP11-73G16.3	0
RP11-73G16.2	0
RP11-73G16.1	0
RNA5SP169	0
RP11-18H21.1	0.108663
RP11-18H21.2	0
RP11-18H21.3	0
RN7SL446P	0
RP11-461L13.4	0
RP11-461L13.5	0
RP11-461L13.3	0.301502
FBXW7-AS1	0
MIR3140	0
DKFZP434I0714	3.35838
RP11-555K12.1	0.087049
RP11-555K12.2	0
TMEM154	0.394391
RP11-768B22.2	0
TIGD4	0.682662
RP11-529H22.1	0
FAM192BP	0.439405
FHDC1	0.932186
RP11-285C1.2	0
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.429601
MND1	1.10475
RN7SL419P	0
KIAA0922	1.25722
RP11-153M7.3	0.47994
WDR45P1	0.450178
RNF175	1.27299
RP11-153M7.5	0
RP11-290O12.2	0.116958
DCHS2	0.312604
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGB	0.0137328
FGA	0
FGG	0.345122
LRAT	3.15433
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0.0658989
RNU2-66P	0
RNU2-44P	0
AC097467.2	0
RP11-92A5.2	0.0709409
NPY2R	0.0546496
RP11-27G13.1	0
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0
GUCY1A3	3.20593
ASIC5	0.0136327
TDO2	0.34297
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
PDGFC	1.90467
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
RNU6-582P	0
RP11-392C20.1	0
RP11-364P22.1	0.0918607
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0.0471886
RP11-597D13.9	0.559652
NUDT19P5	0
RXFP1	0.0161875
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
C4orf46	3.86765
U3	1.49217
RNU6-128P	0
C4orf45	0.0618659
SNORD39	0
RP11-815N9.2	0.0654665
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0
RPS14P7	0
RP11-234O6.2	0.0469263
FSTL5	4.7715
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.0439517
NAF1	3.32643
RP11-719L21.1	0
NPY1R	1.84788
NPY5R	0.215025
RPL35AP12	0
TKTL2	0.0464281
RP11-218F10.3	1.38572
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0248831
ANP32C	0.10162
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0
RNU6-668P	0
APELA	0
TRIM60P14	0
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0
NACA3P	0.667118
RP11-366M4.8	0
TRIM61	0.447256
FAM218A	3.49747
RP11-366M4.11	1.17393
RP11-366M4.12	0.0762609
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0.0650691
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0
TRIM75P	0
TMEM192	3.76055
RNU4-87P	0
GK3P	0.0129879
MIR578	0
HADHAP1	0.186856
SCGB1D5P	0
NOL8P1	0
RP11-511B7.1	0
LINC01179	0
TLL1	0.219993
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
RN7SKP188	0
RP11-521F1.1	0
RP11-310I9.1	0
ANXA10	0
DDX60	2.38425
DDX60L	1.76868
SNORA51	0
BTF3L4P4	0
RP11-610J23.1	0
RNU6-1336P	0
RPL9P16	0
RP11-635L1.3	0.241674
RP11-635L1.2	0.210105
RNU6-853P	0
RNY4P17	0
RP11-483A20.3	0
RPL6P12	0
RP11-327O17.2	0
PTGES3P3	1.48266
RP11-205M3.1	0
RP11-205M3.3	0.0185526
RP11-6E9.5	0
RP11-6E9.4	0.38141
APOBEC3AP1	0
RP11-654F3.1	0
LINC01612	0
RP11-789C1.2	0
RP11-796L2.1	0
HSP90AA6P	0.0803916
RP11-322J23.1	0
RP11-213L8.1	0
RNU6ATAC13P	0
RP11-344G13.1	0
RP11-344G13.2	0
RP11-384D10.1	0
MIR6082	0
RP11-717H13.1	0
RP11-97E7.1	0
LINC02174	0
GALNTL6	0.168974
RP11-485C11.1	0
RP11-10K16.1	2.27983
RN7SL253P	0
MIR548T	0
RP11-798M19.3	0
RPL5P11	0.0727642
RNU6-1096P	0
RP11-489G11.3	0.0148214
HAND2	0.0446148
HAND2-AS1	0.0134899
RP11-475B2.1	0
MORF4	0.064221
RANP6	0
RP11-161D15.2	0
RP11-161D15.1	0
RP11-161D15.3	0
RP11-148L24.1	0.018487
RP11-248N22.1	0
RP11-248N22.2	0
RP11-51M24.1	0
MIR4276	0
HPGD	0.443633
RP11-440I14.2	0
RP11-440I14.3	0
RP11-440I14.4	0
GLRA3	0.117266
ADAM29	0.0152301
RP13-577H12.3	0
RP13-577H12.2	0
RP11-391J13.1	0
RP11-287F9.1	0
RP11-287F9.2	0
RP11-598D14.1	0
TSEN2P1	0
ADAM20P2	0
RP11-806K15.1	0.330202
RP11-598O12.1	0
MARK2P4	0
WDR17	2.3783
SNORA51	0
SPATA4	0.315049
ASB5	1.87102
RP11-87F15.2	0.210399
RP11-313E19.1	0
RP11-313E19.2	0
VEGFC	1.92865
RP11-624A4.1	0
RP11-765K14.1	0
RN7SKP136	0
RP11-487E13.1	0
NEIL3	0.0185847
RP11-376O6.2	0
RP11-130F10.1	1.32712
RNA5SP172	0
RP11-140M13.1	0
LINC01098	0.272376
LINC01099	0.122592
RNU1-45P	0
RP11-84H6.1	0
RNA5SP173	0
SNORD65	0
RP11-296L20.1	0
RP11-404J23.1	0
RP11-774G5.1	0
NDUFB5P1	0
RP11-460H9.1	0
LINC00290	0.0714218
RP11-665C14.1	0
RP11-665C14.2	0
RP11-433O3.1	0
RP11-540E16.2	0
RN7SKP13	0
AC108142.1	0.225761
CCNHP1	0
TENM3	1.56629
RP11-402C9.1	0
MIR1305	0
RNU2-34P	0
RN7SKP67	0
RP11-18D7.3	0
RP11-18D7.2	0
RP11-188P17.2	0.502052
RP11-335L23.2	0
FAM92A1P2	0
RP11-335L23.4	0
RP11-335L23.5	0.172348
WWC2-AS2	0.197608
WWC2-AS1	0
CLDN24	0
RP11-451F20.1	0
RP11-692E14.1	0
VTI1BP2	0.0631218
RP11-367N14.2	0.211835
RP11-367N14.3	2.511
RNU6-479P	0
RNU6-335P	0
RNU6-1053P	0
RP11-499F19.3	0
RP11-739P1.2	0.409871
RP11-739P1.3	0.129706
RP11-616K6.1	0.520483
RP11-162O12.1	0
RN7SL28P	0
MYL12BP2	0
RP11-290F5.2	0.0781341
RP11-290F5.1	0.20251
SNORD79	0
RP11-326I11.5	3.38485
RP11-326I11.3	3.76267
RP11-326I11.4	1.48187
RP11-326I11.1	0
RP11-242J7.1	0
CENPU	1.30113
SLED1	1.96898
RP11-701P16.2	0.22816
MIR3945HG	0
MIR3945	0
LINC01093	0
RP11-701P16.3	0
MIR4455	0
RP11-517M22.1	0
RP11-386B13.4	0
HELT	0
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	3.51342
RP11-714G18.1	0.378147
Y_RNA	0
C4orf47	2.12682
CCDC110	0.412616
RP11-279O9.4	1.42256
SORBS2	2.97819
RP11-301L8.2	0.251426
RP11-626E13.1	0.0672396
Y_RNA	0
RP11-45I20.1	0
RNU4-64P	0
TLR3	1.2979
FAM149A	4.74421
SNORA31	0
RPSAP70	1.64944
ORAOV1P1	1.66749
FLJ38576	0.565101
KLKB1	2.42202
F11	0.0310534
F11-AS1	0.0231332
SLC25A5P6	0
RNU6-1055P	0
MTNR1A	0
RP11-11N5.1	0
RP11-11N5.3	0
MRPS36P2	0
RP11-217E13.1	0
RP11-696F12.1	0
RP11-308K2.1	0
RP11-138B4.1	0.0526184
RP11-91J3.2	0
RP11-91J3.3	0
RP11-91J3.1	0
RP11-237D3.1	0
RP11-565A3.2	0
RP11-565A3.1	0
ADAM20P3	0
RP11-713C19.2	0
ZFP42	0
TRIML2	0
RP11-713C19.1	0
RNU6-173P	0
TRIML1	0
RP11-366H4.3	0
RP11-366H4.1	0
RP11-219G10.1	0
ICE2P1	0
LINC01060	0.0133357
RP11-756P10.1	0
RP11-756P10.7	0
RNU7-192P	0
RP11-756P10.3	0.574298
RP11-756P10.4	0
RP11-756P10.5	0
RP11-756P10.2	0
RP11-818C3.1	0
RP11-706F1.1	0
RP11-706F1.2	0
HSP90AA4P	0.0399296
LINC01262	0
RP11-462G22.2	0.371683
RNU1-51P	0
AF146191.4	0.230351
LINC01596	0
MLLT10P2	0
AF146191.8	0
TUBB7P	0
RNA5SP174	0
RNA5SP175	0
DUX4L9	0
FRG2	0
RARRES2P4	0
AGGF1P1	0.0795513
CLUHP4	0
DBET	0
DUX4L8	0
DUX4L7	0
DUX4L6	0
DUX4L5	0
DUX4L4	0
DUX4L1	0
DUX4L3	0
DUX4L2	0
DUX4	0
RPL23AP84	0
RP11-811I15.1	0
PLEKHG4B	0.0439665
Y_RNA	0
LRRC14B	0.03496
CTD-2083E4.7	0.0927725
CCDC127	4.65345
CTD-2083E4.6	1.79312
CTD-2083E4.5	0.138965
AHRR	0.386924
CTD-2228K2.2	0
CTD-2228K2.1	0
PP7080	4.00426
SLC9A3	0.69764
RP11-310P5.2	0
MIR4456	0
RP11-310P5.1	0
CEP72	1.89861
CTD-2589H19.6	0.437211
BRD9P2	2.22332
ZDHHC11	2.85241
SPCS2P3	0
TRIP13	0.367842
RP11-661C8.2	0
RP11-661C8.3	0
RP11-43F13.3	0.0940213
RP11-43F13.4	0.0543267
NKD2	1.25536
MIR4635	0
CTD-3080P12.3	0.0498763
SLC6A19	0
SLC6A18	0
TERT	0
MIR4457	0
LINC01511	0.0399441
MTCO2P32	0
RP11-325I22.3	0.31215
SLC6A3	0.0204671
MIR6075	0
CTD-2245E15.3	0.4949
SDHAP3	4.15544
CTD-2012J19.3	0.34748
CTD-2012J19.2	0.418061
CTD-2012J19.1	0.124097
MIR4277	0
CTD-2587M23.1	0
CTD-2194D22.1	0
LINC02116	0
CTD-2194D22.5	0
IRX4	0.0152614
CTD-2194D22.3	0
CTD-2194D22.4	0
RP11-259O2.1	0.0949854
RP11-259O2.2	0
RP11-259O2.3	0
Y_RNA	0
RP11-24P24.1	0
LSINCT5	0.0089455
RP11-129I19.2	0
IRX2	2.24628
C5orf38	4.91787
RP11-692C23.1	0
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0.574451
LINC01019	0
LINC02162	0
LINC01017	0
IRX1	2.53833
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0.173913
ADAMTS16	0.0942772
CTD-2297D10.1	0
ALG3P1	0
MTCO1P30	0
MTCO2P30	0
MTCO1P31	0
CTC-471C19.1	0.0921532
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	0.654177
UBE2QL1	2.89129
CTD-2195M18.2	0
LINC01018	0.65405
LINC02102	0.0783581
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0.0601027
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0.179144
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
RP11-711G10.1	0.0588437
C5orf49	2.80062
FASTKD3	4.12939
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0.493986
RP11-480D4.5	0
RP11-480D4.2	0.59796
RP11-480D4.6	1.15798
MIR4458HG	3.64898
RP11-480D4.4	0
RP11-480D4.7	0.108676
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0.962339
RP11-315A16.4	0
LINC02199	1.04259
RP11-143A12.1	0
CTD-2215L10.1	0
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0
CTD-2201E9.2	0
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.976851
CTD-2256P15.1	0.044042
CTD-2256P15.4	0.161739
CTD-2256P15.5	0
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0.0832427
CTD-2256P15.2	1.78049
ROPN1L-AS1	0
ROPN1L	0.267323
MIR6131	0
LINC01513	0
RPL30P7	0
RP11-1C1.6	0
LINC02212	0
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B	0.308906
ANKRD33B-AS1	0
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0.163376
CTD-2154B17.1	0
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0
DNAH5	0.145987
CTB-51A17.1	0
FAM105A	3.49355
CTD-2165H16.3	0.0568314
CCT6P2	0.0197962
EEF1A1P13	1.5182
CTD-2165H16.4	0.642586
OTULIN	4.53069
RBBP4P1	0.171046
MIR4637	0
CTB-40H15.4	0.588924
UQCRBP3	0
HNRNPKP5	0.24245
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0.299079
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0.00994434
RP1-167G20.2	0
RP11-260E18.1	0.188106
CTC-461F20.1	0.142451
Y_RNA	0
RNA5SP179	0
RPS26P28	0
RNU6-660P	0
CTD-2228A4.1	0.331173
Y_RNA	0
AC091878.1	0.139684
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	2.09477
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0.0235613
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0.298118
RPL36AP21	0
SNORD81	0
RN7SL58P	0
LINC02100	0
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0.520502
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0.0178957
GUSBP1	3.07174
RP11-823P9.3	0.0658387
RP11-823P9.4	0
RP11-360I2.1	1.01345
RP11-804N13.1	0.027792
CDH12	0.910449
HSPD1P1	0.176208
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
