Name	Adipose - Visceral (Omentum)
UBBP1	0.127087
RN7SKP141	0
SMC4P1	0
THSD7B	1.5059
RNA5SP105	0
Y_RNA	0
LINC01832	0
AC097523.1	0.0924723
YWHAEP5	0.119326
AC097523.3	0
AC097721.1	0
AC097721.2	0.363509
AC114763.1	0
AC092620.2	0
RP11-231E19.1	0.0328443
AC092620.3	0.114517
NXPH2	0.116915
RN7SKP286	0
YY1P2	0
AHCYP4	0
AC062021.1	0
AC016710.1	0
SNORA72	0
MRPS18BP2	0
AC012497.2	0
AC078851.1	0
RN7SL283P	0
LINC01853	0
MTCO1P44	0
MTND2P19	0
MTND1P27	0
LRP1B	0.718324
uc_338	0
MIR7157	0
AC117947.1	0
AC010740.1	0
Y_RNA	0
RNU6-904P	0
AC068287.1	0
AC078882.1	0
UBE2V1P14	0
AC013444.1	0
KYNU	0.666961
RP11-470B22.1	0
ARHGAP15	4.17381
MTCYBP11	0
MTND6P11	0
MTND5P24	0
MTND4P22	0
MTND4LP12	0
MTND3P9	0
MTCO3P5	0
RP11-190J23.2	0
MTCO2P5	0
RP11-190J23.1	0
AC096558.1	0.0326041
RP11-570L15.2	0
RP11-570L15.1	0.108986
AC079584.3	0.454449
AC092652.1	0
RP11-434H14.1	0.0513607
CTD-2252P21.1	0.0888777
AC079584.2	0
Y_RNA	0
AC016910.1	0.166057
GTDC1	4.5152
RP11-107E5.4	0
RP11-107E5.3	0.266008
ZEB2-AS1	0.883207
LINC01412	0.347431
TEX41	0.21621
AC023128.1	0
VIS1	0
AC023128.2	0
LINC01966	0
AC064865.1	0
RPL6P5	0
AC092484.1	0
AC079163.1	0
AC079248.1	0
RP11-24J11.1	0
AC062031.1	0
RNU7-2P	0
RPL17P12	0
AC093084.1	0
PABPC1P2	0
RP11-638D14.1	0
LINC01911	0
AC062032.1	0
RNU6-692P	0
Y_RNA	0
RNU6-715P	0
RNA5SP106	0
AC009480.4	0
RNU6-1275P	0
AC009480.3	0
MBD5	1.71747
RP11-567F11.1	0.565525
RP11-567F11.2	0.205033
SNORA48	0
AC019070.1	0
RPS29P8	0
RNU2-9P	0
UBBP3	0
AC105402.4	0
AC105402.2	0
AC105402.3	0
KIF5C	1.33009
LYPD6B	0.0695589
TXNP5	0
FAM8A3P	0
LYPD6	1.364
AC007394.3	0
AC144449.1	0.524482
RNU6-601P	0
LINC01931	0
LINC01818	0
LINC01817	0
LINC01920	0
AC104777.3	0
AC104777.1	0
AC104777.4	0
AC023469.2	0
AC023469.1	0
AC018731.3	0
FABP5P10	0
RBM43	4.05051
RN7SL124P	0.153441
NEB	0.297025
CACNB4	0.33921
AC079790.2	0
RPL30P2	0.209582
Y_RNA	0
AC012066.1	0.237082
RP11-17G11.1	0
AC009969.1	0
UBQLN4P2	0
ATP5F1P4	0
AC011901.2	0
AC079150.2	0
LINC01850	0
RPL23AP29	0
AC012501.3	0.0575846
AC012501.2	0
SNORD56	0
DNAJA1P2	0
GALNT13	0.718763
PHBP4	0
AC009227.2	0
AC009227.3	0
RNA5SP107	0
AC061961.2	0
KCNJ3	0.0385207
CBX3P6	0
AC092625.1	0
RNU6-1001P	0
MTCO1P45	0
MTND2P20	0
ATP5A1P2	0
MTND4P28	0
MTND5P30	0
MTND6P9	0
MTCYBP9	0
RNU6-546P	0
LINC01876	0.112691
AC073551.1	0
RP11-605B16.1	0
LINC01958	0
RPLP0P7	0
CDK7P1	0
GALNT5	0.026637
RN7SKP281	0
ERMN	0.399759
FAM133DP	0.124926
AC019186.1	0.518663
UPP2	0.045281
RP11-546J1.1	0.280305
RNU6-436P	0
RP11-1152H14.1	0.357503
AC005539.2	0
RNU6-932P	0
PTP4A1P1	0
UPP2-IT1	0
CCDC148-AS1	0
CCDC148	0.20941
HNRNPDLP2	0
RN7SL393P	0
AC005042.2	0.467501
PKP4-AS1	0.780446
AC005042.5	0
AC005042.3	0
DAPL1	0.293954
OR7E89P	0
OR7E28P	0.0633045
OR7E90P	0
RNU2-21P	0
BTF3L4P2	0.555398
RNU6-580P	0
GSTM3P2	0
MIR6888	0
AC008277.1	0.0924553
RP11-311B14.1	0
Y_RNA	0
AC009506.1	3.44047
AC009961.3	0.264892
AC009961.2	0.067131
LY75	2.46924
AC009961.5	0
PLA2R1	4.1879
ITGB6	0.0808684
RP11-20F18.1	0
RN7SL423P	0
AC009313.2	0
AC009313.1	0
AC009299.2	0.159259
LINC01806	0.126813
AC009299.4	0
AC009299.5	1.30138
RNA5SP108	0
TBR1	0
AC009487.4	0
SLC4A10	0.0518565
AC009487.5	0
RP11-334E15.1	0
AC009487.6	0.195469
snoU13	0
AC062022.1	0
KRT18P46	0
RPEP5	0
AC008063.2	1.13503
TIMM8AP1	2.07391
EIF3EP2	0
AC008063.3	0
GCG	0
AC007750.5	0.246016
KCNH7	0.0319485
RNA5SP109	0
AC007740.1	0
RPL7P61	0
RNU6-627P	0
AC092684.1	0
PRPS1P1	0
CYP2C56P	0
GRB14	3.84294
RP11-452N17.1	1.16617
AC019181.3	1.59684
SNORA70F	0.975098
AC013463.2	0.105197
RNA5SP110	0
RNA5SP111	0
SLC38A11	1.39842
SCN3A	1.31174
SCN2A	0.163597
MAPRE1P3	0
CSRNP3	0.513905
GALNT3	1.09115
AC009495.2	0.297135
AC009495.4	0.253155
AC009495.3	0.214846
TTC21B-AS1	0.0201283
AC010127.3	0
SCN1A	0.0069443
Y_RNA	0
RN7SKP152	0
SCN9A	1.30305
SCN7A	2.49851
RP11-646I19.1	0
XIRP2	0.0535896
AC092601.1	0
XIRP2-AS1	0
AC074363.1	0
RNU7-148P	0
CTAGE14P	0
AC016723.4	0
B3GALT1	0.351668
AC067940.1	0
RN7SL813P	0
MIR4774	0
RNU6-766P	0
CERS6-AS1	0.0406796
SPC25	0.603769
G6PC2	0.035039
ABCB11	0.330985
DHRS9	0.931902
AC007556.3	0
UBE2V1P6	0
LRP2	1.60022
KLHL41	1.12335
AC093899.3	0.137848
CCDC173	0.452578
AC016772.4	0
PHOSPHO2	4.23288
SNORA51	0
PTCHD3P2	0.059881
AC009967.3	0
AC092641.2	0.646932
RNU6-1006P	0
MYO3B	0.0207558
AC012594.1	0
HMGB1P4	0
AC007277.3	0.0339332
uc_338	0
LINC01124	0.180081
SP5	0.706587
AC007405.4	0.108354
EIF2S2P4	0.532389
AC007405.6	2.60039
Y_RNA	0
ERICH2	2.11009
GAD1	0.156246
AC007405.8	0
METTL8	3.58478
AC008065.1	0
DAP3P2	0.150838
AC007969.4	0
RPL21P38	0
RNU6-182P	0
DLX1	0.113729
DLX2	0.0163658
DLX2-AS1	0
AC104088.1	0
RP11-227L6.1	0
AC078883.4	0
AC078883.3	0.721261
AC093818.1	2.61244
PDK1	3.51644
Y_RNA	0
AC018712.2	0
RAPGEF4-AS1	0.0472573
snoU13	0
ALDH7A1P2	0
MAP3K20-AS1	0.325908
RP11-1O7.1	0
AC092573.2	0
CDCA7	1.136
AC073465.1	0
AC073465.2	0
AC073465.3	0
AC013410.1	0
AC013410.2	0
RP11-796E10.1	0
RPL5P7	0
AC106900.6	0
RP11-394I13.2	0.687173
RP11-394I13.3	0.48218
LINC01960	0.425175
RPSAP24	0
RP11-451F14.1	0
RN7SL65P	0
Y_RNA	0
AC013467.1	0
HNRNPA1P39	0.0400662
LINC01305	0.0616505
RP11-572N21.1	0
SP9	0
GPR155	3.48352
AC010894.3	1.04035
AC010894.4	0
RP11-483E17.1	0.153587
AC018890.6	0.0652534
RNU6-5P	0
AC010894.5	0
CHRNA1	0.0280228
RNU6-763P	0
RNU6-1290P	0
RP11-6C10.1	0
uc_338	0.342423
MIR933	0
AC096649.2	0
AC096649.3	0
EXTL2P1	0
AC016751.3	0
AC016751.2	0
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	1.3491
HOXD-AS2	1.1611
HOXD3	3.99438
MIR10B	0
RP11-387A1.5	0.263191
HAGLR	4.13607
HAGLROS	1.78765
HOXD1	0.942428
RP11-387A1.6	0
RPSAP25	0
AC073069.2	0
AC017048.1	0
AC017048.2	0
MIR1246	0
RP11-324L17.1	0.405327
LINC01116	3.45521
LINC01117	0.495654
RNU6ATAC14P	0
AC092162.1	0.0323081
FUCA1P1	0.0702967
AC092162.2	0
RP11-632P5.1	0.424201
AC073636.1	0.0592241
RNU6-187P	0
AC079305.11	0.12166
RNA5SP112	0
AC079305.8	0
AC079305.5	0
Y_RNA	0
KRT8P40	0
DNAJC19P5	2.62573
MIR3128	0
AC079305.10	0.530488
AC074286.1	0.862313
RP11-337N6.2	0.112343
RP11-337N6.1	0.0700295
MIR6512	0
RP11-337N6.3	1.52035
AC019080.1	0
snoU13	0
TTC30B	1.20597
AC073834.3	0
TTC30A	1.47498
PDE11A	0.0616889
AC012499.1	0
AC011998.1	0
API5P2	0
AC011998.2	0
RNU6-629P	0
CYCTP	0
AC011998.4	0
RBM45	4.1445
RNU5E-9P	0
OSBPL6	0.566081
DFNB59	3.99217
AC009948.7	0.413637
PLEKHA3	4.08452
TTN-AS1	1.0648
TTN	0.577979
RP11-65L3.4	0.81761
RP11-65L3.2	1.09364
RP11-65L3.3	0.0278178
RP11-171I2.5	0
RP11-171I2.2	0.748161
RP11-171I2.4	1.0028
RP11-171I2.3	0.562086
RP11-171I2.1	0.0444595
CCDC141	0.394424
RNU7-104P	0
RPS6P2	0
AC093911.1	0
AC068042.1	0
ZNF385B	0.488173
AC092642.1	0
MIR1258	0
SNORA43	0
RP11-512G4.1	0
AC009478.1	0
SCHLAP1	0
RP11-739A13.1	0
AC104076.2	0
AC104076.3	0
AC068196.1	0
LINC01934	0.0463488
MIR4437	0
AC020595.1	0
ITGA4	2.51841
CERKL	1.68655
NEUROD1	0
AC013733.3	0
AC013733.4	0
SAP18P2	0
RNU6ATAC19P	0
RP11-366L5.1	0.1997
PPP1R1C	0.171827
KRT18P29	0
RNA5SP113	0
RN7SL267P	0
Y_RNA	0
RNU6-1122P	0
Y_RNA	0
SNORA77	0
KRT8P10	0
DUSP19	0.929636
AC064871.3	0
RP11-438L19.1	0.810982
LIN28AP1	0
CACYBPP2	0.614789
AC093639.1	0
MIR548AE1	0
RP11-363K21.1	0.126063
ZNF804A	0.129691
RPL23AP33	0
AC080125.1	0
U8	0
AC007966.1	0.157985
FSIP2	0.123744
FSIP2-AS1	0.48071
RPL21P32	0.185273
LINC01473	0.82673
AC104058.1	0
RPL23AP35	0
RP11-410E4.1	0.223288
MED28P3	0.185435
DPRXP1	0
AC017101.10	0
FAM171B	3.60949
ZSWIM2	0.0473129
AC018735.1	0
RN7SKP42	0
AC007319.1	0.497091
RNU6-989P	0
GAPDHP59	0.135955
LINC01090	0
ST13P2	0
AC104131.1	0
RNA5SP114	0
GULP1	3.32339
MIR561	0
AC079613.1	0.0333687
DIRC1	0
MIR3606	0
AC133106.2	0
MIR3129	0
KRT18P19	0
AC013439.4	0.0735926
RP11-88L20.1	0
ANKAR	1.75883
OSGEPL1	4.88922
RP11-455J20.3	0.646741
OSGEPL1-AS1	0.939207
C2orf88	2.15014
AC019178.3	0
HNRNPCP2	3.76711
AC019178.2	0
MSTN	0.585711
RP11-647K16.1	1.07564
NEMP2	2.78267
AC093388.3	0.682141
RN7SKP179	0
RP11-284E5.1	0.290317
AC006460.2	0.056706
AC005540.3	0.166659
AC067945.3	0.0619806
AC067945.2	0
AC067945.4	0.285278
RNU6-959P	0
RP11-317J9.1	0.406796
HMGB1P27	0.151478
AC092614.2	1.38674
RNU6-1045P	0
uc_338	0
AC098872.3	0
DNAJB1P1	0.0344677
AC098617.1	0.138794
TMEFF2	0.0481727
AC013401.1	0
AC013401.2	0
PCGEM1	0
RPS17P8	0
AC092638.1	0
AC092638.2	0
AC074290.1	0
RP11-764E7.1	0
AC068135.1	0
GLULP6	0
HNRNPA1P47	0
LINC01821	0
AC106883.1	0
Metazoa_SRP	0
SNORD59	0
LINC01790	0
AC010983.1	0
AC064834.1	0
RP11-762E8.1	0
RNU6-169P	0
LINC01825	0
LINC01827	0
AHCYP5	0
RNU6-915P	0
DNAH7	0.145596
E2F3P2	0.0606987
AC114760.1	0
RP11-347P5.1	0.527684
HECW2	3.97752
AC020571.3	0.36331
RN7SL820P	0.175964
RP11-369J9.1	0
CCDC150	0.336911
SCARNA16	0
C2orf66	0.429284
RP11-84A12.1	0
PGAP1	4.61227
ANKRD44	4.39172
HNRNPA3P15	0.0162241
AC017035.2	0
AC013264.2	0.120892
ANKRD44-IT1	0.0374861
ATP5G2P3	0.109629
AC010746.3	0
NPM1P46	0.151596
SNORA4	0
RNU6-1029P	0
AC020550.7	0
RFTN2	4.69563
AC011997.1	0
MARS2	3.70696
BOLL	0
PLCL1	4.47441
AC109589.1	0
LINC01923	0
AC019330.1	0
AC018717.1	0
AC018717.2	0
RNU7-147P	0
SATB2	1.81087
RP11-486F17.1	0
SATB2-AS1	0.00691867
LINC01877	0
SEPHS1P6	0.103067
FTCDNL1	1.34661
AC073043.1	0.025512
AC108032.1	0
RN7SL717P	0
TYW5	4.86584
RNY4P34	0
SGO2	3.24658
AOX3P	0.437108
LINC01792	0.0449916
AOX2P	0.0789195
RNU1-133P	0
AC007163.6	0.102947
RNU6-31P	0
BICD1P1	0
RNA5SP115	0
Y_RNA	1.20765
RNU6-312P	1.56325
RNU6-762P	0
AC005037.3	0
HNRNPA1P35	0.22241
RPL23AP30	0
RNU6-1206P	0
Metazoa_SRP	0
RP11-13J8.1	0.0531107
RPL17P10	0
IMPDH1P10	0
CFLAR-AS1	0.768635
RNU7-45P	0
AC007283.4	1.99705
MTND5P25	0.0987399
MTND4P23	0.14558
MTND4LP13	0
ALS2CR12	1.01815
AC007256.5	0.13657
Y_RNA	0
ALS2CR11	0.145871
MTCO2P16	0
MTATP6P16	0
MTCO3P16	0
MTND3P16	0
MTND4LP16	0
MTND4P29	0
MTND5P31	0
MPP4	0.176484
RNU6-651P	0
AC007279.2	0.31648
CDK15	0.793743
Y_RNA	0
UBE2V1P11	0
RNU6-440P	0
RP11-107N15.1	0.603188
KIAA2012	0.0778819
AC079354.3	0.0988784
AC079354.5	0
PSMA2P3	0
DAZAP2P1	0.0822911
AC079354.6	0
SNORD70	0
SNORD70	0
SNORD11B	0
SNORD11	0
RN7SL753P	0
AC064836.3	0.257339
RP11-686O6.1	0.244936
RN7SL40P	0.287912
RP11-686O6.2	2.74897
RP11-27M5.1	0
AC073410.1	1.37984
MTCO1P17	0
MTCO2P17	0
MTATP6P17	0
MTCO3P17	0
MTND3P17	0
MTND4LP17	0
MTND4P30	0
MTCO1P54	0
FAM117B	4.23208
ICA1L	2.73638
KRT8P15	0.0426888
CARF	2.87833
AC010900.2	0.0959065
RP11-544H14.1	0
NBEAL1	3.24011
RPL7P14	0.117327
SNORA1	0
AC023271.1	0.451202
RPL23AP36	0
RN7SL670P	0
MRPL50P2	0
RP11-363J17.1	0
AC125238.2	0
AC125238.3	0
CD28	2.77185
KRT18P39	0.0262073
NPM1P33	0
RNU6-474P	0
CTLA4	1.04565
ICOS	0.630645
AC009965.1	0
AC009965.2	0
AC009498.1	0
DSTNP5	0
AC106901.1	0
AC016903.1	0
AC016903.2	0
AC008171.1	0
AC007362.3	0.105256
RN7SKP178	0
AC007679.1	0
AC007679.3	0
Vault	0
Y_RNA	0
AC007679.4	0
AC007383.3	3.08171
uc_338	1.0596
snoZ196	0
SNORD51	0
SNORA41	4.08007
GPR1	0.789385
GPR1-AS	0
RN7SKP200	0
AC007383.6	0
HMGN1P6	0
RN7SKP260	0
ZDBF2	3.93381
AC017081.2	0
HNRNPA1P51	0
ADAM23	1.87701
AC010731.2	0.0747945
AC010731.3	0
AC010731.4	0
DYTN	0
AC010731.6	0
Y_RNA	0
MDH1B	0.798824
RP11-95H11.1	0
AC008269.2	0.0802701
CPO	1.18485
MIR2355	0
KLF7-IT1	1.47936
MIR7845	0
AC007879.1	0
AC007879.2	0.407897
AC007879.4	0.130839
AC007879.3	0.305269
MYOSLID	0.35812
AC007879.5	0.146705
LINC01802	0
MIR1302-4	0
METTL21A	3.2744
RPS29P9	0
LINC01857	0.147812
RNU6-664P	0
PPP1R14BP2	0
Y_RNA	0
FZD5	4.64519
PLEKHM3	4.57393
AC083900.1	0.214844
RNU6-360P	0
AC093698.1	0
RNA5SP116	0
RPL12P17	0.0852146
CRYGEP	0
CRYGD	0
CRYGC	0
AC093698.4	0
CRYGB	0
CRYGA	0
C2orf80	0
RPSAP27	0
TPT1P2	0
IDH1-AS1	1.19262
MYL6BP1	0
PTH2R	0.10778
AC012362.3	0
AC019185.2	0
AC019185.4	0
AC019185.3	0
RNA5SP117	0
HSPA8P6	0
CRYGFP	0
MEAF6P1	0
PKP4P1	0
MAP2	4.16847
RNA5SP118	0
UNC80	0.0123419
SNAI1P1	0
RP11-260M2.1	2.57105
AC007038.7	1.36988
AC006994.1	0.1234
AC006994.2	0.0301306
Y_RNA	0
MYL1	0.557721
LANCL1-AS1	0.116475
CPS1	1.60265
CPS1-IT1	0
RP11-212J19.1	0
AC013404.1	0
ERBB4	0.357278
RNA5SP119	0
MTND2P23	0
MTCO1P46	0
MIR548F2	0
AC079610.1	0
LINC01878	0
PCED1CP	0
AC108066.1	0
IKZF2	1.77523
RP11-105N14.1	0.756003
LINC01953	0
RP11-105N14.2	0
AC079610.2	0
SPAG16	2.60145
MIR4438	0
AC107218.3	0
RPL5P8	0
VWC2L	0
VWC2L-IT1	0
ENSAP3	0
BARD1	1.88599
AC072062.1	0.0211717
SNORA70	0
RPL10P6	2.66837
ABCA12	0.00976208
AC072062.3	0
AC073284.4	0
AC012462.1	0
AC012462.2	0
AC012462.3	0
AC012668.1	0
AC012668.2	0
AC012668.3	0
LINC00607	0.153333
LINC01614	0.064868
AC093850.1	0
AC122136.2	0
AC093382.1	0.169304
MREG	3.13266
TMEM169	0.362129
POLHP1	0.084334
AC012513.4	0.0503913
RP11-566E18.1	1.72252
LINC01963	4.55972
MARCH4	0.0125728
AC012513.6	0
AC069155.1	0
Y_RNA	0
AC098820.2	0
AC098820.3	0.248807
AC098820.4	0.0533135
LINC01280	0
AC073321.4	0
PSMB3P2	0
AC007563.5	0.0493388
AC007563.4	0.0615123
RNA5SP120	0
AC007563.3	0
FABP5P14	0
AC007557.4	0
TNP1	0.117382
AC007557.2	0
AC007557.3	0
AC007563.1	0
LINC01921	0
RP11-574O16.1	0
RN7SKP43	0
DIRC3-AS1	0.0630571
Pinc	0
DIRC3	1.01974
AC010886.2	0.0253317
RPL7L1P9	0.133336
MIR6809	0
AC010136.2	0.597584
RUFY4	0.186943
CXCR2P1	0.162109
CXCR2	1.31318
CXCR1	2.09878
HMGB1P9	0
RP11-378A13.1	1.9476
MIR6513	0
CATIP-AS2	0
MIR6810	0
AC021016.7	0.257696
CATIP	0.268929
CATIP-AS1	1.42349
RP11-378A13.2	0
MIR26B	0
VIL1	0.0281329
USP37	2.89803
RN7SKP38	0
RNU6-136P	0
PLCD4	2.42758
RP11-548H3.1	4.21682
RP11-459I19.1	0.825855
PRKAG3	0.0242218
MIR9500	0
RPL23AP31	0
WNT6	4.08165
WNT10A	0.32293
LINC01494	0
RNU6-642P	0
AC097468.7	0
KRT8P30	0
CDK5R2	0.0236056
LINC00608	0
FEV	0.0619238
CRYBA2	0
MIR375	0
AC097468.4	0
CFAP65	0.014278
IHH	0.0776092
MIR3131	0
RP11-33O4.1	2.92321
RN7SL764P	0
SLC23A3	2.35542
TUBA4B	0.025446
PTPRN	0.0774018
MIR153-1	0
AC114803.3	0
RESP18	0
AC053503.2	0
AC053503.4	0.0530222
AC053503.6	0.960735
AC053503.12	0.173507
AC053503.11	0.0879828
RP11-316O14.1	0.330422
ASIC4	0.110587
TMEM198	4.56762
RP11-256I23.1	0.679654
MIR3132	0
RP11-256I23.2	0.538159
INHA	1.5281
RN7SKP213	0
AC009955.8	0
RP11-256I23.3	0.298623
AC009502.1	0
AC009502.4	0
RPL23P4	0
LINC01803	0
MIR4268	0
AC009310.1	0
AC114765.1	0
AC114765.2	0
AC067956.1	0
AC093843.1	0
AC011233.2	0
TMEM256P2	0
CTD-2308L22.1	0.231201
AC079834.1	0
AC068489.1	0
AC009302.2	0
HSPA9P1	0.0598276
RPL23AP28	0
PAX3	0
CCDC140	0
RP11-384O8.1	0.576343
AC010980.2	0.3733
Y_RNA	0
SGPP2	3.04582
NANOGP2	0
RNU6-619P	0
GAPDHP49	0
RP11-16P6.1	0.661453
MOGAT1	0.869142
AC104772.1	0
AC016712.1	0
AC016712.2	0.353525
ATG12P2	0
AC097461.4	0.374349
RP11-525G12.1	0
RN7SL807P	0
HIGD1AP4	0
AC013448.1	0
AC013448.2	0
SCG2	0.653149
AC012512.1	0
AP1S3	0.655331
AC073641.2	0.16379
AC019109.1	0
AC008072.1	0
FAM124B	2.89918
RP11-92F20.1	0.0629075
AC073052.1	1.16315
RP11-811O14.1	0
DOCK10	4.86364
MIR4439	0
NYAP2	0.0137752
AC016717.1	0
RP11-314B1.2	0.0089232
RP11-314B1.1	0
AC080002.1	0
AC068138.1	0
MIR5702	0
RP11-395N3.2	2.15619
RP11-395N3.1	0.394757
SNORA48	0
COL4A4	0.732244
COL4A3	0.49692
AC097662.2	0.432115
TM4SF20	0.057119
MIR5703	0
C2orf83	0
AC064853.2	0.0729445
AC064853.3	0
RNA5SP121	0
SNRPGP8	0
AC073065.3	0
CCL20	0.764452
TDGF1P2	0
DAW1	0.416569
SNORA25	0
SPHKAP	0.0100333
RNU6-624P	0
AC074019.2	0
LINC01807	0.088923
AC074019.1	0
RPL7L1P10	0
AC007677.2	0
RN7SKP283	0
DNER	2.53281
RNU7-9P	0
AC007559.1	0
RNU6-613P	0
FBXO36	2.0188
RNU6-964P	0
FBXO36-IT1	0
RNU6-1027P	0
SLC16A14	4.29045
RNY4P19	0
AC009950.2	1.89584
RP11-98F19.1	0
SP140	1.19629
RP11-69J7.1	0.0516454
RN7SL834P	2.64275
HMGB1P3	0
AC010149.4	0.0788252
TPM3P8	0.0943215
RP11-395A23.1	0
RNU6-451P	0
LINC01907	0.125116
BANF1P3	0.291944
RNU6-268P	0
RP11-499P1.1	0
AC012507.3	0
GPR55	0.13108
RP11-499P1.2	0
COX20P2	0
SPATA3-AS1	0
SPATA3	0
C2orf72	0.142418
RP11-223I10.1	0
HTR2B	0.914887
RNU1-93P	0
ARMC9	1.98757
MIR4777	0
AC017104.6	1.82383
B3GNT7	4.30988
ZBTB8OSP2	0
AC017104.4	0
AC017104.2	0
SNORA75	2.99334
SNORD20	0
SNORD82	0
RP11-562I5.1	0.407578
RP11-562I5.2	0.12598
RNU2-22P	0
LINC00471	0.294314
NMUR1	2.93098
AC104634.3	0.0636866
RPL23AP26	0
TEX44	0
RN7SL499P	0
AC073476.1	0
RP11-690I21.1	2.34726
RP11-690I21.2	0.0751686
MIR1471	0
NPPC	0.187188
AC105461.1	0
MIR562	0
AC068134.10	2.49627
ECEL1P3	0
RP11-762N20.1	0
ALPP	0
AC068134.8	0
ECEL1P2	0
ALPPL2	0
ECEL1P1	0
AC068134.6	0
DIS3L2P1	0
ALPI	0
ECEL1	1.73324
PRSS56	0
CHRND	0.00845543
CHRNG	0.0278914
TIGD1	3.34046
AC073254.1	0.282595
RN7SL359P	0
EEF1B2P7	0.10134
AC064852.4	0
KCNJ13	0.068574
RNU6-107P	0
Y_RNA	0
C2orf82	0.319605
NGEF	0.325746
AC106876.2	0
NEU2	0
RN7SL32P	0.295275
SCARNA5	0.217797
SCARNA6	0.852029
SAG	0
RP11-400N9.1	0
Y_RNA	0
RP11-289A15.1	0.048079
UGT1A12P	0
UGT1A11P	0
UGT1A8	0
UGT1A10	0
UGT1A13P	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
AC114812.8	0
UGT1A5	0
UGT1A4	0
RPL17P11	0
UGT1A3	0
AC114812.9	0
DNAJB3	0
UGT1A2P	0
AC114812.10	0
AC114812.5	0
UGT1A1	0
MROH2A	0.0162619
HJURP	0.289206
MSL3P1	0.152392
TRPM8	0
AC005538.5	0
SPP2	0
RP11-263G22.1	0
AC006037.2	0
RP11-309M7.1	0
AC097713.5	0
AC097713.3	0
LINC01891	0
HSPE1P9	0
LINC01173	0
RP13-977E11.1	0
AC010148.1	0.0265277
AC114814.4	0
AC114814.2	0
AC114814.3	0
AGAP1-IT1	0.175696
AC064874.1	0
TMSB10P1	0.401871
RNU7-127P	0
RN7SL204P	0
Y_RNA	0
GBX2	0
AC079135.1	0
ASB18	0
RNU1-31P	0
IQCA1	2.42981
RP11-785G17.1	0
IQCA1-AS1	0
RPL3P5	0
AC011286.1	0.0954208
RNU6-1051P	0
AC105760.3	0
AC105760.2	0.542935
AC107079.1	0.0877869
AC112715.2	0.656526
AC112721.1	0
AC112721.2	0
MIR6811	0
RNU6-1140P	0
PRLH	0
RAB17	2.0047
AC104667.3	0.0429996
AC096574.5	0.127339
RBM44	1.02877
SNORD39	0
RNU6-1333P	0
SCLY	4.19992
ESPNL	0.305945
KLHL30	2.165
KLHL30-AS1	0.165986
ERFE	0.462792
AC016757.3	0.597926
AC096574.4	0.0876654
HES6	2.80696
RP11-5O24.1	0.0392832
AC012485.2	0
RNU6-234P	0
AC016999.2	0.154661
RP11-40B20.1	0
LINC01107	0.0240214
LINC01937	0
AC113618.2	0
AC144525.1	0
LINC01940	0.0872132
MIR4440	0
MIR4441	0
MIR4269	0
MIR2467	0
AC062017.1	3.34712
AC079612.1	0
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0
MIR4786	0
OR6B2	0
PRR21	0
OR6B3	0
OR9S24P	0
OR5S1P	0
OTOS	0
AC124861.1	0
U3	0
PP14571	0.147285
MIR149	0
ANKMY1	4.27571
DUSP28	2.9448
CAPN10-AS1	1.20035
GPR35	1.37619
RP11-118M12.1	0
AQP12B	0
AC011298.2	0
AQP12A	0
RP11-118M12.2	0
KIF1A	0.122958
AGXT	0.468987
C2orf54	0.042173
CROCC2	0.145405
AC104809.4	0.19755
AC104809.2	0.184124
AC093585.6	0.167249
AC005237.4	0.411884
PASK	2.44413
AC005237.2	0
ANO7	0.418187
MIR3133	0
AC110299.5	0.220805
BOK-AS1	0.615967
RP11-367H1.1	0.521081
RNA5SP122	0.397892
AC114730.11	3.8837
AC114730.8	0
AC114730.7	0
GAL3ST2	0.664273
AC114730.5	0.179224
AC114730.3	0.861346
NEU4	0.915927
AC114730.2	1.14919
PDCD1	1.8167
RTP5	0.43573
LINC01237	0.461631
AC131097.4	1.85575
LINC01238	1.20682
AC093642.1	0.311521
AC093642.4	0
LINC01880	0
LINC01238	0.307328
LINC01881	2.39877
CICP10	0
SEPT14P2	0
RPL23AP88	0.0965656
LINC01986	0
AY269186.2	0
CHL1-AS2	1.06776
RNU6-1194P	0
RPS8P6	0
CHL1-AS1	0.116277
LINC01266	0.206025
RPSAP32	0
AC090044.2	0.83102
AC087430.1	0
RN7SL120P	0
CNTN6	0.0636238
CRB3P1	0
RPL23AP38	0
RPL23AP39	0
RPL21P17	0
RP11-204C23.1	0
RN7SKP144	0
CNTN4	2.79579
CNTN4-AS2	0.0686055
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	0.0896773
IL5RA	0.0898994
SNORA43	0
AC026188.1	0.0325168
LRRN1	1.02075
PNPT1P1	0.00719048
MRPS10P2	0
ITPR1-AS1	0.847414
EGOT	0.108767
AC018816.1	0
AC018816.3	0.955395
BHLHE40-AS1	2.29108
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.632894
RP11-572B2.1	0
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0
AC024162.2	0
GRM7	0.0629147
MRPS36P1	0
