Name	Uterus
RP11-766F14.2	0.0133234
DAPP1	4.03736
AP001962.3	0
RP11-15B17.4	0.256539
RP11-15B17.1	0.568892
RP11-15B17.2	0
DYNLL1P6	0
DDIT4L	2.43825
RP11-588P8.1	0
LINC01216	0
LINC01217	0
LINC01218	0
MIR8066	0
MIR1255A	0
BANK1	0.218476
RNU6-462P	0
MTND5P5	0
RP11-498M5.2	0
SLC39A8	4.39362
RN7SL728P	0
RP11-499E18.1	2.89704
AF213884.1	0
AF213884.2	0.81053
AF224669.3	0
LRRC37A15P	0.614766
KRT8P46	0.44385
RP11-10L12.1	0.223525
RP11-10L12.2	0.0854414
RNU7-151P	0
SLC9B1	0.771078
PABPC1P7	0.501119
ACTR3BP4	0
CENPE	0.392247
RP11-328K4.1	0
RP11-297P16.3	0
RP11-297P16.4	0
DDX3P3	0
TACR3	0
RNU6-635P	0
RP11-703G6.1	0
RP11-729M20.1	0
CXXC4	0.935083
AC004063.1	0
CXXC4-AS1	0
RP11-556I14.2	0
RP11-395M19.1	0
RP11-556I14.1	0
RNU6-351P	0
RP11-556I14.3	0
AC004069.1	0
SNORA31	0
AC004069.2	2.0349
TET2-AS1	0.160693
RN7SL89P	0
RNU6-553P	0.413251
EEF1A1P9	1.75566
AC004066.2	0
ATP5EP1	0
AC004066.3	0
ARHGEF38	0.0301275
ARHGEF38-IT1	0
RP11-311D14.1	0
GSTCD	4.05408
RP11-45L9.1	0.123439
RP11-710F7.2	0.502417
RP11-710F7.3	0.0749429
GIMD1	0
LINC02173	0
ACTR6P1	0
DKK2	0.295795
RAC1P5	0
RP11-713M6.2	0
RNU6-551P	0
RP11-286E11.1	0.0743714
RNU6-733P	0
RP11-286E11.2	0.215513
LEF1-AS1	0.231581
RPSAP34	0
ZACNP1	0
EXOC7P1	0
RPL34-AS1	0.0597381
RNU6-431P	0.468871
ETNPPL	0.0545792
RP11-75N20.2	0
RCC2P8	0
COL25A1	1.10865
AC004051.2	0.0499032
RBMXP4	0.707484
SEC24B-AS1	1.52228
RN7SL55P	0
MIR576	0
SETP20	1.14336
CDC42P4	0.855579
HIGD1AP14	0.355871
AC004067.5	2.4185
RP11-602N24.3	0.376025
RRH	0.299036
LRIT3	0.668134
KRT19P3	0
EGF	0.89195
RNU6-35P	0
ELOVL6	3.1781
RN7SL275P	0
RP11-115A14.1	0
HSBP1P2	0
RP11-433B3.1	0
RNU6-205P	0
ZBED1P1	0
RPL7L1P13	0
ZNF969P	0
snoU2_19	0
RP11-380D23.1	0.116843
PANCR	0
PITX2	0.0178832
LINC01438	0
MIR297	0
LYPLA1P2	0
AC004062.2	0
RNU6-289P	0
RP11-255I10.1	0
RP11-255I10.2	0
RP11-269F21.1	0
RP11-269F21.2	0
RP11-269F21.3	0
CCDC34P1	0
TUBB8P3	0
RP11-477G18.1	0
RP11-477G18.2	0.372672
RP11-73K9.2	2.31773
RP11-73K9.3	0.394576
TIFA	4.42477
RTEL1P1	0.0779898
TOX4P1	0.0316686
NEUROG2	0
RP11-402J6.1	0
RPL23AP94	0
ZGRF1	3.25479
RP11-402J6.3	1.24316
RP11-148B6.1	0.270603
MIR367	0
MIR302D	0
MIR302A	0
MIR302C	0
MIR302B	0
OSTCP4	0
RP11-148B6.2	0
WRBP1	0
RP11-119H12.1	0
Y_RNA	0
RPL7AP30	2.11319
RP11-119H12.3	0
RP11-119H12.4	0.0768203
RP11-119H12.6	1.61027
RP11-119H12.5	0
RP11-650J17.1	0
RP11-650J17.2	0
MIR1243	0
MIR8082	0
AC004057.1	1.18789
RN7SL184P	0
RNU1-138P	0
RP11-397D21.1	0
ARSJ	3.76525
RP11-26P13.2	0.0880348
RP11-362M19.1	0
UGT8	0.304913
MIR577	0
CIR1P2	0
RN7SL808P	0
NDST4	0.0814124
MRPS33P3	0
RPF2P2	0
PGAM4P2	0
KRT18P21	0
RP11-659O3.1	0
EIF3KP3	0
RP11-166J5.1	0
TTC39CP1	0
MTRNR2L13	0
TRMT112P1	0
CUL4AP1	0
RP11-55L3.1	0
ACTN4P1	0.279674
RNU6-119P	0
RP11-97F8.1	0
TRAM1L1	2.01774
AC107399.1	0
AC107399.2	0
AC113617.1	0
LINC01378	0
RPSAP35	0
NT5C3AP1	0.424088
AC108056.1	0
NDST3	0.0175632
FKBP4P1	0
PRSS12	0.358364
NDUFS5P5	0
RP11-586D5.3	0
CEP170P1	0.0759723
RNU6-1054P	0
CICP16	0.712777
SEPT14P4	0.646543
RP11-384K6.8	0.132941
RP11-358D17.1	0.324469
RP11-358D17.2	3.71936
MYOZ2	3.91279
RP11-455G16.1	0.132244
FABP2	0.0266387
KLHL2P1	0.313016
RNU4-33P	0
RP11-548H18.2	0.087457
GTF2IP12	2.24656
RP11-33B1.4	0
RNU6-1217P	0
RP11-33B1.3	0.16483
SNORA11	0
LINC01365	0
RP11-96A1.4	0
RP11-700N1.1	0
Y_RNA	0
RP11-96A1.5	0
MAD2L1	1.17948
RP11-679C8.2	0.0734817
LTV1P1	0
SAR1P3	0
RP11-501E14.1	0
RNU6-550P	0
SETP12	0.355141
NDNF	3.08602
RN7SKP137	0
RP11-647P12.1	0
RP11-647P12.2	0
TNIP3	0.0408646
RNU6-948P	0
Y_RNA	0
QRFPR	0.0499414
RP11-364P2.2	0
TUBB4BP5	0
TMEM155	0.0490344
PP12613	0
RP11-63B13.1	0
TRPC3	0.820118
AC097533.1	0
RN7SL335P	0
ADAD1	0
IL2	0
IL21	0
IL21-AS1	0
CETN4P	0.245998
RP11-170N16.1	0
RP11-170N16.2	0
RP11-170N16.3	2.60551
NUDT6	3.55466
SPATA5	3.32068
CTB-51E13.1	0
RP11-381N20.2	0
RP11-381N20.1	0
LINC01091	0.0462772
AC096732.2	0
RPL21P50	0
RP11-107E21.1	0
RP11-728C8.1	0
CTD-2325B11.1	0
RP11-93I21.2	0
TECRP2	0
RP11-93I21.3	0.112824
Y_RNA	0
MIR2054	0
RP11-399F2.2	0
NUP58P1	0
TMEM248P1	0
RP11-318I4.1	0
RP11-318I4.2	0
RBM48P1	0
Y_RNA	0
RP11-810P8.1	0
RP11-125O18.1	0
RP11-18O11.1	0
RP11-18O11.2	0
SLC25A31	0.0469543
HSPA4L	1.40249
RP11-50D9.4	0.430867
RP11-50D9.1	0.587283
RP11-50D9.3	0.0769295
PLK4	1.11529
RNU6-583P	0
RP11-214O14.1	0.0261601
FOSL1P1	0
RP11-420A23.1	1.40631
RP11-130C6.1	0.151637
RP11-184M15.1	0.109288
RP11-184M15.2	0
JADRR	0
SCLT1	4.02761
RP11-209D20.2	0
AC093826.1	0
C4orf33	2.86818
RP11-392L5.2	0
ZSWIM5P3	0
RP11-378N18.1	0
RP11-419L4.1	0
RP11-519M16.1	0
RP11-422J15.1	0
EEF1GP8	0
RP11-521E5.1	0
PGBD4P4	0
GAPDHP56	0
RP11-401I19.2	0
RP11-401I19.1	0
RP11-488I4.2	0
RNU6-224P	0
RP11-314N14.1	0
RP11-758B24.1	0
RN7SL205P	0
SNORA70	0
RP11-614F17.1	0
RP11-614F17.2	0
RPL7AP28	0.896224
RP11-745L13.2	0
RP11-789C2.1	0
RP11-1E22.1	0
ELL2P2	0
RP11-62N21.1	0
LINC01256	0
AARSP1	0
RP11-404I7.2	0
RP11-404I7.1	0
RP11-9G1.3	0.076296
R3HDM2P1	0
PCDH10	0.758243
RP11-285A15.1	0
RP11-427M20.1	0.279086
PABPC4L	2.57171
RP11-400D2.2	0
PES1P1	0
RP11-400D2.3	0
CTD-2012I17.1	0
RP11-192C21.2	0
RP11-192C21.3	0
RP11-192C21.1	0
RP11-553P9.1	0.402721
RP11-553P9.2	0
RP11-553P9.3	0
U6	0
KRT18P54	0
TARS2P1	0
RP11-780O17.1	0
LINC00613	0
RNU1-89P	0
RP11-782E2.2	0
RP11-775H9.3	0
RP11-775H9.2	0
RP11-775H9.1	0
TERF1P3	0
RP11-625B21.1	0
RP11-138I17.1	0
RP11-785F11.1	0
SERF1AP1	0
STMN1P2	0
RPS23P2	0
LINC02172	0.0609763
RP13-884E18.2	0
RP13-884E18.4	0
RP11-793B23.1	0
LINC00616	0
SLC7A11-AS1	0
SLC7A11	0.120709
RP11-733C7.1	0
LINC00498	0
LINC00499	0
LINC00500	0
RP11-310A13.2	0
RP11-173E2.1	0.0544097
RP11-173E2.2	0
RP11-98O2.1	0
RP11-371F15.3	0.0772928
RP11-577B7.1	0
NOCT	1.69536
RNU6-531P	0.358188
RN7SL382P	0.229341
PPP1R14BP3	2.62955
Metazoa_SRP	0
RN7SL311P	0
Y_RNA	0
RNU6-506P	0
RNU6-1074P	0
RNU6-1214P	0
RP11-83A24.2	2.20026
RP11-83A24.1	0.187241
ACA64	0
FTH1P24	0.116303
RP11-342I1.2	0.98034
RP11-308D13.3	0
RN7SKP237	0
H3F3AP6	0.83456
RN7SKP253	0
RP11-392B6.1	0
SCOC-AS1	0.600482
NDUFB4P9	0
RPL14P3	0.670328
CLGN	0.741095
MGAT4D	0
RP11-542P2.2	0
UCP1	0.0302765
RN7SL152P	0
RP11-5K16.3	0
TNRC18P1	0.176385
RNY1P14	0
RP11-102N12.2	0
RP11-102N12.3	0.834246
Y_RNA	0
RP11-586L23.1	0
RP11-362F19.1	0.255441
RP11-362F19.2	0
RP11-362F19.3	0.185428
RP11-208N20.1	0
IL15	3.44148
RPL5P13	0
LSM3P4	0
RP11-223C24.2	0
RP11-223C24.1	0
RP11-284M14.1	1.28258
RP11-54P19.1	0
RP11-364L4.3	0
Y_RNA	0
MIR3139	0
RP11-364L4.1	1.53639
RPSAP36	0.667694
RP11-58H15.3	0
SMARCA5-AS1	0
GUSBP5	0.570032
FREM3	0
RP13-578N3.3	0.274678
RP11-780M14.1	0
GYPE	0.393226
RP11-673E1.3	0.916691
RP11-673E1.1	0.226146
RP11-673E1.4	0
GYPB	0
GYPA	0
RP11-361D14.2	0
KRT18P51	0
HHIP-AS1	1.7797
HHIP	0.115457
HSPD1P5	0
RP13-539F13.3	0
RP13-539F13.2	0
RN7SKP235	0
Y_RNA	0
RPS23P4	0
RP11-142A22.4	0.317864
RTN3P1	0.155793
RP11-142A22.3	0.016745
NMNAT1P4	0
SMAD1-AS2	0.118965
SMAD1-AS1	0
RP11-557J10.5	0
MMAA	2.69861
NCOA4P3	0
RP11-557J10.4	0.237046
C4orf51	0
RP11-181K12.1	0.140735
RP11-181K12.2	0.0848352
Y_RNA	0
RP11-203B7.2	0
RP11-203B7.1	0
LINC01095	0
RP11-6L6.4	1.60044
RP11-6L6.2	0.958799
RP11-6L6.6	0
RP11-6L6.7	0
SLC10A7	4.4287
MIR7849	0
RNU1-44P	0
POU4F2	0
TTC29	0.0368834
RP11-292D4.2	0
RP11-292D4.1	0
RP11-292D4.3	0
RP11-292D4.4	0
MIR548G	0
RP11-364M6.1	0
PRMT5P1	0
RP11-752L20.3	1.64605
GTF2F2P1	0.4512
RP11-752L20.5	0.089017
RP11-425A23.1	0
RNA5SP165	0
MIR4799	0
RN7SL254P	0
RP11-315D13.1	0.0922342
RP11-76G10.1	0
ASS1P8	0
RNA5SP166	0
RP11-503L19.1	0
ATP5LP4	0
RP11-360A10.1	0
CTB-191D16.1	0
RNU7-197P	0
RP11-563M4.1	0
RP11-342A1.1	0
RP11-24I21.1	0
RP11-526A4.1	0
RP11-707F2.1	0
AKIRIN2P1	0
RNA5SP167	0
RNU6-1230P	0
RP11-423J7.1	0
RNU7-194P	0
RP11-174F8.1	0
RP11-1336O20.2	0
MAB21L2	0.072123
ZBTB8OSP1	0
RNA5SP168	0
AK4P6	0
SNORD73B	0
SNORD73A	0
RP11-372K14.2	1.64421
RP11-731D1.1	0.100991
PRSS48	0.0459573
RP11-731D1.3	0
RNU6-1282P	0
RP11-731D1.4	0.10991
RP11-610P16.1	0.28368
FAM160A1	2.2915
RN7SKP35	0
RP11-164P12.4	0.899972
RP11-164P12.3	1.07852
RP11-424M21.1	0
RP11-503L23.1	0
RP11-73G16.3	0
RP11-73G16.2	0
RP11-73G16.1	0
RNA5SP169	0
RP11-18H21.1	0.0749244
RP11-18H21.2	0
RP11-18H21.3	0
RN7SL446P	0
RP11-461L13.4	0
RP11-461L13.5	0
RP11-461L13.3	0.275949
FBXW7-AS1	0
MIR3140	0
RP11-555K12.1	0.127742
RP11-555K12.2	0
TMEM154	0.54993
RP11-768B22.2	0
TIGD4	0.782863
RP11-529H22.1	0
FAM192BP	0.806873
FHDC1	1.00694
RP11-285C1.2	0
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.370415
MND1	0.319424
RN7SL419P	0
RP11-153M7.3	0.101299
WDR45P1	0.117832
RNF175	0.243843
RP11-153M7.5	0
RP11-290O12.2	0.135407
DCHS2	2.52242
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGB	0.497999
FGA	0.430083
FGG	0.476816
LRAT	0.142138
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0
RNU2-66P	0
RNU2-44P	0
AC097467.2	0.0167265
RP11-92A5.2	0
NPY2R	0
RP11-27G13.1	0
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0.138937
ASIC5	0
TDO2	0.0957951
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
GLRB	3.23394
RNU6-582P	0
RP11-392C20.1	0
RP11-364P22.1	0
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0.118239
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0.375337
NUDT19P5	0.217223
TMEM144	2.88532
RP11-597D13.7	0.634573
RXFP1	2.06419
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
U3	2.5668
RNU6-128P	0
C4orf45	0.110243
SNORD39	0
RP11-815N9.2	0.22625
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0
RPS14P7	0
RP11-234O6.2	0
FSTL5	0
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.504068
RP11-719L21.1	0
NPY5R	0.889123
RPL35AP12	0
TKTL2	0.0418948
MARCH1	4.85992
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0470573
ANP32C	0
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0
RNU6-668P	0
APELA	0
TRIM60P14	0
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0
NACA3P	1.62621
RP11-366M4.8	0
TRIM61	0.23502
FAM218A	1.75246
RP11-366M4.11	1.00356
RP11-366M4.12	0
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0.139979
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0
TRIM75P	0
RNU4-87P	0
GK3P	0.0516887
MIR578	0
HADHAP1	0.23357
SCGB1D5P	0
NOL8P1	0
RP11-511B7.1	0
LINC01179	0
TLL1	2.73412
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
SPOCK3	0.536452
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
RN7SKP188	0
RP11-521F1.1	0
RP11-310I9.1	0
ANXA10	0.030996
SNORA51	0
BTF3L4P4	0
RP11-610J23.1	0
RNU6-1336P	0
RPL9P16	0.169976
RP11-635L1.3	0.665029
RNU6-853P	0.461111
RNY4P17	0
RP11-483A20.3	0
RPL6P12	0
RP11-327O17.2	0
PTGES3P3	1.6437
RP11-205M3.1	0
RP11-205M3.3	0
RP11-6E9.5	0
RP11-6E9.4	0
MFAP3L	2.92648
APOBEC3AP1	0
RP11-654F3.1	0
LINC01612	0
RP11-789C1.2	0
RP11-796L2.1	0
HSP90AA6P	0.0564831
RP11-322J23.1	0
RP11-213L8.1	0
RNU6ATAC13P	0
RP11-344G13.1	0
RP11-344G13.2	0
RP11-384D10.1	0
MIR6082	0
RP11-717H13.1	0
RP11-97E7.1	0
LINC02174	0
GALNTL6	0.0313204
RP11-485C11.1	0
RP11-10K16.1	1.71652
RN7SL253P	0
MIR548T	0
RP11-798M19.3	0.380921
SCRG1	2.15453
RPL5P11	0.30365
RNU6-1096P	0
RP11-489G11.3	0.359261
RP11-475B2.1	4.05281
MORF4	0.120632
RANP6	0
RP11-161D15.2	0
RP11-161D15.1	0.250406
RP11-161D15.3	0.18448
RP11-148L24.1	0.501987
RP11-248N22.1	0.0474068
RP11-248N22.2	0
RP11-51M24.1	0
MIR4276	0
RP11-440I14.2	1.10304
RP11-440I14.3	1.27021
RP11-440I14.4	0
GLRA3	0.0415521
ADAM29	0.417455
RP13-577H12.3	0
RP13-577H12.2	1.64352
RP11-391J13.1	0
RP11-287F9.1	0
RP11-287F9.2	0.259424
RP11-598D14.1	0
TSEN2P1	0
ADAM20P2	0
GPM6A	3.84832
RP11-806K15.1	0
RP11-598O12.1	0
MARK2P4	0
WDR17	2.85348
SNORA51	0
SPATA4	0.204538
ASB5	0.120052
RP11-87F15.2	1.09421
RP11-313E19.1	0
RP11-313E19.2	0
RP11-624A4.1	0
RP11-765K14.1	0
RN7SKP136	0
RP11-487E13.1	0
NEIL3	0.0209229
RP11-376O6.2	0
RP11-130F10.1	0.334134
RNA5SP172	0
RP11-140M13.1	0
LINC01098	0
LINC01099	0
RNU1-45P	0
RP11-84H6.1	0
RNA5SP173	0
SNORD65	0
RP11-296L20.1	0
RP11-404J23.1	0
RP11-774G5.1	0
NDUFB5P1	0
RP11-460H9.1	0
LINC00290	0
RP11-665C14.1	0
RP11-665C14.2	0
RP11-433O3.1	0
RP11-540E16.2	0
RN7SKP13	0
AC108142.1	0.371957
CCNHP1	0
TENM3	4.53898
RP11-402C9.1	0
MIR1305	0
RNU2-34P	0
RN7SKP67	0
RP11-18D7.3	0
RP11-18D7.2	0
RP11-188P17.2	0.928702
RP11-335L23.2	0
FAM92A1P2	0
RP11-335L23.4	0.177891
RP11-335L23.5	0.960054
WWC2-AS2	1.41728
WWC2-AS1	0
CLDN24	0
RP11-451F20.1	0
RP11-692E14.1	0
VTI1BP2	0.0684649
RP11-367N14.2	0.319755
RP11-367N14.3	0.518276
RNU6-479P	0
RNU6-335P	0
RNU6-1053P	0.984585
RP11-499F19.3	0.486399
STOX2	3.24264
RP11-739P1.2	0.106127
RP11-739P1.3	0.231159
RP11-616K6.1	0
ENPP6	0.265257
RP11-162O12.1	0
RN7SL28P	0
MYL12BP2	0
RP11-290F5.2	0.125971
RP11-290F5.1	0.189148
SNORD79	0
RP11-326I11.5	1.34534
RP11-326I11.4	0.128942
RP11-326I11.1	0
RP11-242J7.1	0
CENPU	1.59982
SLED1	0.185577
RP11-701P16.2	0
MIR3945HG	0
MIR3945	0
LINC01093	0
RP11-701P16.3	0
MIR4455	0
RP11-517M22.1	0
RP11-386B13.4	0
HELT	0
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	2.45323
RP11-714G18.1	0.734825
Y_RNA	0.459634
C4orf47	1.15558
CCDC110	1.08793
RP11-279O9.4	2.42728
RP11-301L8.2	1.22141
RP11-626E13.1	0.177796
Y_RNA	0
RP11-45I20.1	0
RNU4-64P	0
TLR3	3.26977
SNORA31	0
RPSAP70	3.42652
ORAOV1P1	1.43544
FLJ38576	0.663391
KLKB1	1.51115
F11	0.0402673
F11-AS1	0.0524244
SLC25A5P6	0
RNU6-1055P	0
MTNR1A	0
RP11-11N5.1	0.209069
RP11-11N5.3	0.149799
MRPS36P2	0
RP11-217E13.1	0
RP11-696F12.1	0.556707
RP11-308K2.1	0
RP11-138B4.1	0.0589792
RP11-91J3.2	0
RP11-91J3.3	0
RP11-91J3.1	0
RP11-237D3.1	0
RP11-565A3.2	0
RP11-565A3.1	0
ADAM20P3	0
RP11-713C19.2	0
ZFP42	0
TRIML2	0
RP11-713C19.1	0
RNU6-173P	0
TRIML1	0
RP11-366H4.3	0
RP11-366H4.1	0
RP11-219G10.1	0.0865305
ICE2P1	0
LINC01060	0
RP11-756P10.1	0
RP11-756P10.7	0
RNU7-192P	0
RP11-756P10.3	0.421878
RP11-756P10.4	0
RP11-756P10.5	0
RP11-756P10.2	0
RP11-818C3.1	0
RP11-706F1.1	0
RP11-706F1.2	0
HSP90AA4P	0.0212421
LINC01262	0
RP11-462G22.2	0.325296
RNU1-51P	0
AF146191.4	0.400603
LINC01596	0
MLLT10P2	0
AF146191.8	0
TUBB7P	0
RNA5SP174	0
RNA5SP175	0
DUX4L9	0
FRG2	0
RARRES2P4	0
AGGF1P1	0
CLUHP4	0
DBET	0
DUX4L8	0
DUX4L7	0
DUX4L6	0
DUX4L5	0
DUX4L4	0
DUX4L1	0
DUX4L3	0
DUX4L2	0
DUX4	0
RPL23AP84	0
RP11-811I15.1	0
PLEKHG4B	0.127593
Y_RNA	0
LRRC14B	0.0478806
CTD-2083E4.7	0
CTD-2083E4.6	0.527858
CTD-2083E4.5	0.718646
AHRR	1.80417
CTD-2228K2.2	0
CTD-2228K2.1	0
SLC9A3	2.68535
RP11-310P5.2	0
MIR4456	0
RP11-310P5.1	0
CEP72	3.77585
CTD-2589H19.6	0.932756
ZDHHC11B	4.53076
BRD9P2	0.680223
ZDHHC11	1.82194
SPCS2P3	0
TRIP13	1.94813
RP11-661C8.2	0
RP11-661C8.3	0
RP11-43F13.3	0.173265
RP11-43F13.4	0.201082
NKD2	1.55247
MIR4635	0
CTD-3080P12.3	0.493332
SLC6A19	0
SLC6A18	0
TERT	0
MIR4457	0
LINC01511	0
MTCO2P32	0
RP11-325I22.3	0.035523
SLC6A3	0.592215
MIR6075	0
CTD-2245E15.3	1.41841
CTD-2012J19.3	0.673586
CTD-2012J19.2	1.04372
CTD-2012J19.1	0.563294
MIR4277	0
CTD-2587M23.1	0
CTD-2194D22.1	0
LINC02116	0
CTD-2194D22.5	0
IRX4	0.0174473
CTD-2194D22.3	0
CTD-2194D22.4	0
RP11-259O2.1	1.02089
RP11-259O2.2	0.323087
RP11-259O2.3	0.101701
Y_RNA	0
RP11-24P24.1	0
LSINCT5	0
RP11-129I19.2	0
IRX2	0.165999
C5orf38	0.222209
RP11-692C23.1	0
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0
LINC01019	0
LINC02162	0
LINC01017	0
IRX1	0
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0.130503
ADAMTS16	0.180494
CTD-2297D10.1	0
ALG3P1	0
MTCO1P30	0
MTCO2P30	0
MTCO1P31	0
CTC-471C19.1	0.0587378
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	1.43548
UBE2QL1	1.22534
CTD-2195M18.2	0
LINC01018	0.683234
SRD5A1	4.05729
LINC02102	0.851716
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
RP11-711G10.1	0
C5orf49	1.29201
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0
RP11-480D4.5	0
RP11-480D4.2	0.307708
RP11-480D4.6	0.530763
RP11-480D4.4	0
RP11-480D4.7	0.284641
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0
RP11-315A16.4	0
LINC02199	0
RP11-143A12.1	0
CTD-2215L10.1	0
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0
CTD-2201E9.2	0
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.76956
CTD-2256P15.1	0.117694
CTD-2256P15.4	0.389513
CTD-2256P15.5	0.130601
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0
CTD-2256P15.2	1.59783
ROPN1L-AS1	0
ROPN1L	0.428688
MIR6131	0
LINC01513	0
RPL30P7	0
RP11-1C1.6	0
LINC02212	0
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B-AS1	0
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0.152731
CTD-2154B17.1	0
CTNND2	0.102454
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0
DNAH5	0.0632014
CTB-51A17.1	0
FAM105A	2.16636
CTD-2165H16.3	0
CCT6P2	0.0336931
EEF1A1P13	4.47632
CTD-2165H16.4	1.05378
RBBP4P1	0.295726
MIR4637	0
CTB-40H15.4	0.629734
UQCRBP3	0
HNRNPKP5	0.296774
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0
RP1-167G20.2	0
FAM134B	3.76471
RP11-260E18.1	0.0422549
CTC-461F20.1	0
Y_RNA	0
RNA5SP179	0
RPS26P28	0
RNU6-660P	0
CTD-2228A4.1	0
Y_RNA	0
AC091878.1	0.144474
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	1.14813
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
