Name	Brain - Hippocampus
UBE2V1P11	0
RNU6-440P	0
RP11-107N15.1	1.09799
FZD7	3.60809
KIAA2012	1.05211
AC079354.3	0.0295905
AC079354.5	0.447931
PSMA2P3	0.0825725
DAZAP2P1	0.0890308
AC079354.6	0
SNORD70	0
SNORD70	0
SNORD11B	0
SNORD11	0
RN7SL753P	0
AC064836.3	0.130879
RP11-686O6.1	0.15245
RN7SL40P	0.420481
RP11-686O6.2	3.83096
RP11-27M5.1	0
AC073410.1	0.234293
MTCO1P17	0
MTCO2P17	0
MTATP6P17	0
MTCO3P17	0
MTND3P17	0
MTND4LP17	0
MTND4P30	0
MTCO1P54	0
FAM117B	2.82657
KRT8P15	0.0670075
WDR12	2.73218
CARF	2.49375
AC010900.2	0.0611615
RP11-544H14.1	0
NBEAL1	0.174802
RPL7P14	0
SNORA1	0
AC023271.1	0.0268333
RPL23AP36	0
RPL12P16	2.00649
CYP20A1	1.78519
RN7SL670P	0
MRPL50P2	0
RP11-363J17.1	0.0711244
RAPH1	0.552577
AC125238.2	0
AC125238.3	0
CD28	0.0424612
KRT18P39	0.0324379
NPM1P33	0
RNU6-474P	0
CTLA4	0.0974282
ICOS	0.0147036
AC009965.1	0
AC009965.2	0
AC009498.1	0
DSTNP5	0
AC106901.1	0
AC016903.1	0
AC016903.2	0
PARD3B	1.7499
AC008171.1	0
NRP2	4.35662
AC007362.3	0.0191319
RN7SKP178	0
AC007679.1	0
AC007679.3	0
INO80D	2.01357
Vault	0
Y_RNA	0
AC007679.4	0
AC007383.3	2.32072
uc_338	0
snoZ196	0
SNORD51	0
SNORA41	0.565764
GPR1	0.0797138
GPR1-AS	0
RN7SKP200	0
AC007383.6	0
HMGN1P6	0
RN7SKP260	0
ZDBF2	2.02244
AC017081.2	0
HNRNPA1P51	0
AC010731.2	0
AC010731.3	0
AC010731.4	0.435047
DYTN	0.0164561
AC010731.6	0
Y_RNA	0
MDH1B	2.2245
FASTKD2	4.63294
RP11-95H11.1	0.138303
AC008269.2	0.092163
CPO	0.825621
KLF7	4.03073
MIR2355	0
KLF7-IT1	0.0709383
MIR7845	0
AC007879.1	0
AC007879.2	0.0966379
AC007879.4	0.135537
AC007879.3	0
MYOSLID	0.0226707
AC007879.5	0
LINC01802	0
MIR1302-4	0
CREB1	4.21408
METTL21A	2.41951
RPS29P9	0
LINC01857	0
RNU6-664P	0
PPP1R14BP2	0
Y_RNA	0
CCNYL1	2.70663
FZD5	0.956098
PLEKHM3	3.465
AC083900.1	0
RNU6-360P	0
AC093698.1	0
RNA5SP116	0
RPL12P17	0
CRYGEP	0
CRYGD	0.754285
CRYGC	0
AC093698.4	0
CRYGB	0.0386046
CRYGA	0.141119
RPSAP27	0
TPT1P2	0
IDH1-AS1	1.16051
MYL6BP1	0
PTH2R	0.614993
AC012362.3	0
AC019185.2	0
AC019185.4	0
AC019185.3	0
RNA5SP117	0
HSPA8P6	0
CRYGFP	0
MEAF6P1	0
PKP4P1	0.0137457
RNA5SP118	0
UNC80	4.74807
SNAI1P1	0.0905848
KANSL1L	3.50683
RP11-260M2.1	3.34253
AC007038.7	0.463759
AC006994.1	0
AC006994.2	0.0565729
ACADL	1.32618
Y_RNA	0
MYL1	0.215061
LANCL1-AS1	0.445805
CPS1	1.19097
CPS1-IT1	0
RP11-212J19.1	0
AC013404.1	0
ERBB4	4.03177
RNA5SP119	0
MTND2P23	0
MTCO1P46	0
MIR548F2	0
AC079610.1	0
LINC01878	0
PCED1CP	0
AC108066.1	0
IKZF2	0.963231
RP11-105N14.1	1.29773
LINC01953	0
RP11-105N14.2	0.214686
AC079610.2	0.215887
MIR4438	0
AC107218.3	0
RPL5P8	0
VWC2L	0.289872
VWC2L-IT1	0
ENSAP3	0
BARD1	0.970627
AC072062.1	0.0317157
SNORA70	0
RPL10P6	0.608509
ABCA12	0.0343268
AC072062.3	0
AC073284.4	0
AC012462.1	0
AC012462.2	0
AC012462.3	0
AC012668.1	0
AC012668.2	0
AC012668.3	0
LINC00607	0.136938
LINC01614	0
AC093850.1	0
AC122136.2	0
AC093382.1	0
MREG	2.48425
PECR	2.54362
TMEM169	1.80996
POLHP1	0
AC012513.4	0
RP11-566E18.1	3.72096
MARCH4	4.24214
AC012513.6	0
AC069155.1	0
Y_RNA	0
AC098820.2	0
SMARCAL1	4.53047
AC098820.3	0.238342
AC098820.4	0.186751
LINC01280	0
AC073321.4	0.0489548
PSMB3P2	0
AC007563.5	0.0390428
AC007563.4	0
RNA5SP120	0
AC007563.3	0.098537
FABP5P14	0
AC007557.4	0
TNP1	0
AC007557.2	0
AC007557.3	0
AC007563.1	0
LINC01921	0
RP11-574O16.1	0
RN7SKP43	0
DIRC3-AS1	0.296791
Pinc	0
DIRC3	0.309629
AC010886.2	0
RPL7L1P9	0
MIR6809	0
AC010136.2	0.131069
RUFY4	0.373225
CXCR2P1	0.0264535
CXCR2	0.177802
CXCR1	0.202655
HMGB1P9	0
RP11-378A13.1	2.93912
GPBAR1	0.0879199
MIR6513	0
CATIP-AS2	0
MIR6810	0
AC021016.7	0.116825
CATIP	0.48966
CATIP-AS1	0.407513
SLC11A1	2.44654
RP11-378A13.2	0
MIR26B	0
VIL1	0.0092109
USP37	0.530289
RN7SKP38	0
RNU6-136P	0
PLCD4	1.84034
RP11-548H3.1	1.43629
RP11-459I19.1	0.427761
PRKAG3	0.0241194
MIR9500	0
RPL23AP31	0
WNT6	0.681709
WNT10A	0.488461
LINC01494	0.16319
RNU6-642P	0
AC097468.7	0.423534
KRT8P30	0.288542
LINC00608	0
FEV	0.19831
CRYBA2	0.344837
MIR375	0
AC097468.4	0.0218826
CFAP65	0.471067
IHH	0.0592242
MIR3131	0
RP11-33O4.1	1.03672
NHEJ1	1.7479
RN7SL764P	0
SLC23A3	0.169045
GLB1L	2.04765
TUBA4B	0.605512
MIR153-1	0
AC114803.3	0.377761
RESP18	3.80339
AC053503.2	0
AC053503.4	0.149313
DES	3.99506
AC053503.6	0
AC053503.12	0
AC053503.11	0.431283
RP11-316O14.1	0.179512
RP11-256I23.1	0.483378
MIR3132	0
RP11-256I23.2	0.3423
INHA	3.18263
RN7SKP213	0
AC009955.8	0
RP11-256I23.3	0.306276
AC009502.1	0
AC009502.4	0
RPL23P4	0
LINC01803	0
MIR4268	0
AC009310.1	0
AC114765.1	0
AC114765.2	0
AC067956.1	0.0586358
AC093843.1	0
AC011233.2	0
TMEM256P2	0
CTD-2308L22.1	0.773746
AC079834.1	0
AC068489.1	0
AC009302.2	0
HSPA9P1	0.0289624
RPL23AP28	0
PAX3	0.00578919
CCDC140	0
AC010980.2	2.0902
Y_RNA	0
SGPP2	3.21598
NANOGP2	0
RNU6-619P	0
GAPDHP49	0
RP11-16P6.1	0.973917
MOGAT1	0.0491744
AC104772.1	0
AC016712.1	0
AC016712.2	0.13281
ATG12P2	0
AC097461.4	0.103086
RP11-525G12.1	0
KCNE4	2.61752
RN7SL807P	0
HIGD1AP4	0
AC013448.1	0
AC013448.2	0
AC012512.1	0
AP1S3	0.328496
AC073641.2	0
AC019109.1	0
AC008072.1	0
FAM124B	0.574534
RP11-92F20.1	0
AC073052.1	0.196982
RP11-811O14.1	0
MIR4439	0
NYAP2	0.148239
AC016717.1	0
RP11-314B1.2	1.03567
RP11-314B1.1	0
AC080002.1	0
AC068138.1	0
MIR5702	0
IRS1	1.1561
RP11-395N3.2	0.456656
RP11-395N3.1	0.0458613
RHBDD1	2.62835
SNORA48	0
COL4A4	0.725028
COL4A3	0.935482
AC097662.2	0.462218
TM4SF20	0.0308862
MIR5703	0
C2orf83	0.0205523
AC064853.2	0.611057
AC064853.3	0.0276828
SLC19A3	2.01184
RNA5SP121	0
SNRPGP8	0
AC073065.3	0
CCL20	0.127861
TDGF1P2	0
DAW1	1.36469
SNORA25	0
RNU6-624P	0
AC074019.2	0
LINC01807	0.050216
AC074019.1	0
RPL7L1P10	0
AC007677.2	0
RN7SKP283	0
RNU7-9P	0
AC007559.1	0
RNU6-613P	0
FBXO36	2.96925
RNU6-964P	0
FBXO36-IT1	0
RNU6-1027P	0
SLC16A14	4.10031
RNY4P19	0
AC009950.2	0.353169
RP11-98F19.1	0
SP110	2.6451
SP140	0.397644
SP140L	0.961183
RP11-69J7.1	0
SP100	2.88558
RN7SL834P	0.0826542
HMGB1P3	0
AC010149.4	0
TPM3P8	0
RP11-395A23.1	0
RNU6-451P	0
LINC01907	0.110371
BANF1P3	0.13628
RNU6-268P	0
RP11-499P1.1	0
AC012507.3	0.716023
GPR55	0.203865
RP11-499P1.2	0
COX20P2	0
SPATA3-AS1	0.0667883
SPATA3	0.115317
HTR2B	0.140017
RNU1-93P	0
ARMC9	1.97028
AC018738.2	3.40272
MIR4777	0
AC017104.6	0.375091
ZBTB8OSP2	0
AC017104.4	0
AC017104.2	0
SNORA75	0.281599
SNORD20	0
SNORD82	0
RP11-562I5.1	1.21946
RP11-562I5.2	0.161058
RNU2-22P	0.115592
LINC00471	0.516686
NMUR1	0.12906
AC104634.3	0
RPL23AP26	0
TEX44	0.0179831
RN7SL499P	0
U4	2.87386
AC073476.1	0
RP11-690I21.1	0.713167
RP11-690I21.2	0.141157
MIR1471	0
NPPC	3.25056
DIS3L2	3.68945
AC105461.1	0
MIR562	0
AC068134.10	1.12303
ECEL1P3	0
RP11-762N20.1	0
ALPP	0
AC068134.8	0
ECEL1P2	0
ALPPL2	0
ECEL1P1	0
AC068134.6	0
DIS3L2P1	0
ALPI	0
ECEL1	0.334863
PRSS56	0.192856
CHRND	0.0418394
CHRNG	0.012356
AC073254.1	0.190126
RN7SL359P	0
EEF1B2P7	0
AC064852.4	0
KCNJ13	0.307647
RNU6-107P	0
Y_RNA	0
AC106876.2	0
NEU2	0
INPP5D	4.61592
RN7SL32P	0
SCARNA5	0.244187
SCARNA6	0.208598
SAG	0.0613695
RP11-400N9.1	0.102164
Y_RNA	0
RP11-289A15.1	0
UGT1A12P	0
UGT1A11P	0
UGT1A8	0
UGT1A10	0
UGT1A13P	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
AC114812.8	0
UGT1A5	0
UGT1A4	0
RPL17P11	0
UGT1A3	0
AC114812.9	0
DNAJB3	0
UGT1A2P	0
AC114812.10	0
AC114812.5	0
UGT1A1	0
MROH2A	0
HJURP	0.0452326
MSL3P1	0.0682092
TRPM8	0.0122521
AC005538.5	0
SPP2	0
RP11-263G22.1	0
AC006037.2	0
RP11-309M7.1	0
AC097713.5	0
AC097713.3	0.0910458
LINC01891	0
HSPE1P9	0
LINC01173	0
RP13-977E11.1	0
AC010148.1	0
AC114814.4	0
AC114814.2	0
AC114814.3	0
AGAP1-IT1	0.300003
AC064874.1	0
TMSB10P1	0.179414
RNU7-127P	0
RN7SL204P	0
Y_RNA	0
GBX2	0.17805
AC079135.1	0
ASB18	0.0248554
RNU1-31P	0
RP11-785G17.1	0.046892
IQCA1-AS1	0
RPL3P5	0
AC011286.1	0
RNU6-1051P	0
AC105760.3	0
AC105760.2	0.301676
AC107079.1	0
AC112715.2	0
COL6A3	0.421229
AC112721.1	0
AC112721.2	0
MLPH	0.276412
MIR6811	0
RNU6-1140P	0
PRLH	0
RAB17	0.540651
AC104667.3	0.0241159
AC096574.5	0.170838
RBM44	0.117444
SNORD39	0
RNU6-1333P	0
SCLY	3.41624
ESPNL	0.076004
KLHL30	0.0905901
KLHL30-AS1	0.0829644
ERFE	0.503705
AC016757.3	2.32447
AC096574.4	0.0438963
PER2	3.61337
RP11-5O24.1	0.0601692
AC012485.2	0
RNU6-234P	0
AC016999.2	0
RP11-40B20.1	0
LINC01107	0
LINC01937	0
AC113618.2	0
AC144525.1	0
TWIST2	0.231717
LINC01940	0
HDAC4	4.71162
MIR4440	0
MIR4441	0
MIR4269	0
MIR2467	0
AC062017.1	2.41478
AC079612.1	0
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0.0314509
MIR4786	0
OR6B2	0
PRR21	0
OR6B3	0.0590006
OR9S24P	0
OR5S1P	0
OTOS	2.86801
AC124861.1	0
U3	0
PP14571	1.43635
MIR149	0
ANKMY1	1.92919
DUSP28	3.28926
CAPN10-AS1	2.4641
GPR35	1.19618
RP11-118M12.1	0
AQP12B	0.00644514
AC011298.2	0.00570718
AQP12A	0
RP11-118M12.2	0
AGXT	0
C2orf54	0.0631632
CROCC2	0.185953
AC104809.4	0.120751
AC104809.2	0.126784
SNED1	2.84668
AC093585.6	0
AC005237.4	0.067418
PASK	1.64049
AC005237.2	0
ANO7	0.568594
AC005104.3	1.1048
FARP2	2.46546
MIR3133	0
AC110299.5	0.129412
BOK-AS1	0
RP11-367H1.1	0.485128
RNA5SP122	0.432303
AC114730.11	1.93748
AC114730.8	0
AC114730.7	0
GAL3ST2	0.230469
AC114730.5	0.228012
AC114730.3	2.49364
AC114730.2	0.451906
PDCD1	0.0782752
LINC01237	0.183457
AC131097.4	2.1692
LINC01238	0.748864
AC093642.1	0.587549
AC093642.4	0
LINC01880	0
LINC01238	1.45026
LINC01881	1.01842
CICP10	0
SEPT14P2	0
RPL23AP88	0.0606874
LINC01986	0
AY269186.2	0
CHL1-AS2	3.14888
RNU6-1194P	0
RPS8P6	0
CHL1-AS1	0.023368
LINC01266	0.131938
RPSAP32	0
AC090044.2	0.303031
AC087430.1	0
RN7SL120P	0
CNTN6	0.460423
CRB3P1	0
RPL23AP38	0
RPL23AP39	0
RPL21P17	0
RP11-204C23.1	0
RN7SKP144	0
CNTN4	0.801477
CNTN4-AS2	0
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	0.0341967
IL5RA	0.153756
SNORA43	0
TRNT1	4.27563
AC026188.1	0
SUMF1	2.23618
PNPT1P1	0.0189101
SETMAR	4.86845
MRPS10P2	0
ITPR1-AS1	0.633026
EGOT	0
AC018816.1	0
AC018816.3	0.358804
BHLHE40-AS1	0.428557
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.46031
RP11-572B2.1	0
EDEM1	4.22799
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0.0106815
AC024162.2	0
GRM7	2.17629
MRPS36P1	0
GRM7-AS2	0
GRM7-AS1	0
RP11-157E16.1	0.228287
LMCD1-AS1	0.510088
AC018832.1	0
RNU4ATAC17P	0
AC023481.1	0
LMCD1	1.77085
AC034187.2	0
SSUH2	0.211018
OR7E122P	0
CAV3	0.0367588
OXTR	1.6249
RAD18	1.05435
SNORA43	0
SRGAP3-AS1	0
SRGAP3-AS2	0
SRGAP3-AS3	0
SRGAP3-AS4	0.289028
RP11-380O24.1	0.139336
PGAM1P4	0.106598
THUMPD3-AS1	4.79445
DUSP5P2	0
CPNE9	0.99046
BRPF1	3.57496
RP11-266J6.2	0.488238
CIDEC	0.153852
IL17RE	0.801408
RNU6-882P	0
RP11-1020A11.1	1.05826
PRRT3-AS1	1.34865
RP11-1020A11.2	1.08988
EMC3-AS1	0.745229
CYCSP10	0.263196
AC022007.5	1.17853
FANCD2	0.33102
RNU6-670P	0
CYCSP11	0
FANCD2OS	0
IRAK2	1.91107
LINC00852	0.804254
GHRL	0.293535
GHRLOS	0.358972
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0.0836539
AC018495.3	0
SLC6A11	4.48471
SLC6A1-AS1	0.954449
HRH1	1.26093
CHCHD4P4	0
ATG7	3.39631
AC083855.5	0
AC026185.1	0
RP11-169K17.2	0
VGLL4	4.87468
RP11-169K17.4	0
RP11-169K17.3	0.113913
TAMM41	2.49874
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
AC090958.5	0
RN7SL147P	0
ACTG1P12	0.0201064
MTCO1P5	0
GSTM5P1	0
PPARG	1.34371
AC091492.2	0
TSEN2	2.77915
RNA5SP123	0
RNU6-377P	0
MKRN2OS	0.21332
Metazoa_SRP	0
CRIP1P1	0
TMEM40	0.0293333
KRT18P17	0.0530821
CAND2	3.82133
RP11-767C1.2	1.0118
LINC02022	0.0401115
RP11-715I4.1	0
NUP210	4.75895
AC027124.3	0
AC027124.2	0
HDAC11-AS1	0
FBLN2	3.78307
LINC00620	0.0991499
WNT7A	1.27389
VN1R20P	0.662494
FGD5P1	0.0562607
TPRXL	0.0584206
VN1R21P	0
AC093495.4	0.503489
RP11-536I6.2	0
LINC01267	0.0289929
RNA5SP124	0
GRIP2	1.346
RNU6-905P	0
RHBDF1P1	0
RP11-588H7.1	0
AC090952.5	0
C3orf20	0.0542249
AC090957.2	0
LINC02011	0
FGD5	1.5646
AC090954.5	0
RPS3AP53	0
COL6A4P1	0
SH3BP5-AS1	3.1285
RNU6-454P	0
HMGN2P7	0
METTL6	3.35687
RNU6-1024P	0
EAF1-AS1	0.0663955
COLQ	3.78115
MIR4270	0
RN7SL110P	0
BTD	3.55947
MIR3134	0
RP11-44D5.2	0.0667741
RP11-44D5.1	0.207441
RN7SL4P	0.261587
MIR563	0
IMPDH1P8	0.318527
OXNAD1	1.63285
RP11-608O8.2	0
RP11-415F23.2	1.32638
RP11-415F23.3	0.332252
RP11-415F23.4	0.582995
RP11-194G10.3	0
LINC00690	0
DAZL	0
AC091493.2	0
CDYLP1	0
PLCL2	3.28658
PLCL2-AS1	0
AC090960.1	0
AC140076.1	0
RNU7-10P	0
AC104451.2	0
AC104297.1	0.0229737
PDCL3P3	0
AC132807.1	0
RP11-320G10.1	0
RP11-158G18.1	0
SATB1-AS1	0.170044
RAD23BP1	0
RNU6-138P	0
MIR4791	0
EFHB	0.95968
HSPA8P18	0.0100516
PP2D1	0.106901
RNU4-85P	0
SAP18P3	0
RPL39P18	0.108532
MIR3135A	0
SGO1	0.0251228
SGO1-AS1	0.0244748
RNU6-822P	0
RP11-669C19.1	0
RNU6-815P	0
RP11-901H12.1	0
VENTXP7	0
ZNF385D	0.842456
ZNF385D-AS1	0
ZNF385D-AS2	0
HMGB1P5	3.36326
AC092421.1	0
RP11-1037D22.1	0
RANP7	0
SALL4P5	0
RPL24P7	0.0663879
UBE2E2-AS1	0
Y_RNA	0
AC121251.1	0
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0.257484
ARL4AP4	0
LINC00691	0
THRB	4.29047
RPL31P20	0
THRB-IT1	0.0396523
THRB-AS1	0.0883044
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0
RN7SL216P	0
RNA5SP125	0
RARB	1.38261
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	0
MIR4442	0
CRIP1P2	0
AC092798.2	0
TAF9BP1	0
OXSM	3.6471
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0.4457
AC114877.3	0.257896
NEK10	0.962497
MINOS1P3	0
RNU6-342P	0
SLC4A7	1.88595
RPS20P15	0
AC099535.4	0
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	0.785824
RP11-222K16.1	0.307958
AC098614.3	0
LINC02084	0.0410096
EOMES	0.0421887
LINC01980	0
LINC01981	0
LINC01967	0
CMC1	2.80665
ZCWPW2	0.462358
FAM96AP1	0
AC093142.2	0
RBMS3	1.06092
MESTP4	0
RBMS3-AS3	0.327837
RPS12P5	0
RBMS3-AS2	0
MTND4LP9	0
RBMS3-AS1	0
LINC01985	0
AC116035.2	0
AC096921.2	0
RP11-1024P17.1	0.237225
GADL1	0
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10	0.527997
OSBPL10-AS1	0
ZNF587P1	0
ZNF860	0.0779186
RPL21P40	0
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0
RPSAP11	0.0418614
RP11-384L8.1	0.704521
CMTM8	3.37188
RP11-384L8.2	0
KRT18P15	0.0183444
CMTM7	1.53059
MIR548AY	0
AC104306.1	0
AC104306.4	0
IGBP1P3	0
RPL30P4	0.10454
CNOT10	4.30567
CNOT10-AS1	0
SUGT1P2	0.0518707
RPL23AP43	0.061007
TRIM71	0.250093
CCR4	0
SEC13P1	0
SUMO2P10	0
TMPPE	0.176108
RN7SL296P	0
SUSD5	4.07526
AC123900.2	0
RNU7-110P	0
RNA5SP128	0
COX6CP10	0
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	0.398728
RP11-10C24.3	0.284852
RP11-10C24.1	0.221066
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21-AS1	0.0589392
MIR128-2	0
AC104308.2	0
RFC3P1	0
STAC	0.307847
NBPF21P	0
RN7SKP227	0
DCLK3	0.201015
HSPD1P6	0.0270372
LINC02033	0.223241
RP11-640L9.2	0.436924
TRANK1	3.08998
AC011816.1	0
RNU6ATAC4P	0
RP11-129K12.1	0.119088
PRADC1P1	0.122527
RPL29P11	0.778336
Y_RNA	0
UBE2D3P2	0
RNU6-1301P	0
UBE2FP1	0.385184
RP11-285J16.1	1.95548
AC097359.2	0.448786
RP11-259K5.1	1.06754
RP11-259K5.2	0.503943
TCEA1P2	0.369731
RNA5SP129	0
C3orf35	0.290464
ITGA9	1.91904
RNU7-73P	0
ITGA9-AS1	1.75408
RPL21P135	0.258007
NDUFAF4P3	0.641367
MIR26A1	0
Y_RNA	0
DLEC1	1.00237
PPP2R2DP1	0
Y_RNA	0
MYD88	4.26518
SLC22A13	0.0321786
RP11-815I22.1	0
SLC22A14	0.312865
RNU6-235P	0
DLEC1P1	0
XYLB	0.307161
ACVR2B-AS1	0.369831
ACVR2B	1.71873
EXOG	3.54776
Y_RNA	0
DDTP1	0
RPL18AP7	0.225564
SCN5A	0.102659
SCN10A	0
RP11-134J21.1	0
SCN11A	0.26184
RNU6-1227P	0
TTC21A	2.51836
MIR6822	0
RP11-331G2.7	0.041757
Metazoa_SRP	0
XIRP1	0.0705596
DSTNP4	0
CX3CR1	3.28013
RP11-331G2.6	0
CCR8	0
HNRNPA1P21	0
RP11-241K18.2	0
EEF1A1P24	0.0453844
SNORA62	0.812279
NFU1P1	0
RNU4-56P	0
EIF1B-AS1	0.274973
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	2.38214
PGAM1P3	0.0753568
ENTPD3	2.96122
ZNF619	1.01898
RNU5B-2P	0.262229
ZNF620	0.960094
RPL5P10	0
EEF1GP3	0
RP11-528N21.1	0
HMGN2P24	0
RP11-761N21.2	1.1404
RP11-761N21.1	0
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
ULK4	0.57242
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0
RNU4-78P	0.168955
RP11-333B11.1	0.253203
SALL4P6	0
EIF4BP4	0
LYZL4	0.208831
RP11-219I21.1	0
VIPR1	2.57389
VIPR1-AS1	0.0791142
RN7SL567P	0
KLHL40	0.114165
HHATL-AS1	0.965713
CCDC13	1.83484
CCDC13-AS1	2.78333
LINC02158	0.0760637
ACKR2	0.229829
RP11-70C1.3	0.0399175
RP11-141M3.6	0.214018
CYP8B1	0.0501767
HNRNPA1P22	0
ZNF662	2.40262
KRBOX1-AS1	0.0123165
KRBOX1	0.392096
FAM198A	2.33502
RP11-136C24.1	0
RP11-136C24.2	0.0548303
RN7SL517P	0
RP11-188P20.3	1.72347
SNRK-AS1	0.173445
Y_RNA	0
RP11-353H3.1	0
ABHD5	3.25386
RP4-672N11.1	0
RP4-555D20.3	0.34508
RP4-555D20.4	1.40764
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	1.80603
TOPAZ1	0.0318644
RP11-424N24.2	0.166408
TCAIM	3.93291
LINC00694	0.228853
LINC01988	0.0329905
ZNF445	2.61776
ZNF852	0.438948
EI24P3	0
RP11-944L7.6	0
ZKSCAN7	1.22758
RP11-944L7.4	0.585267
ZNF660	0.855602
MPRIPP1	0.319082
ZNF197	3.33166
ZNF197-AS1	0.245937
ZNF35	2.47081
RP11-348P10.2	2.3372
SOCS5P3	0
ZNF502	1.75224
ZNF501	1.29293
KIF15	0.440272
TGM4	0.0360228
RP11-272D20.2	0
RPL12P44	0
RNU5B-3P	0
CDCP1	0.200429
RPS24P8	0.334803
U3	0
LARS2-AS1	0
LIMD1	1.38248
LIMD1-AS1	0.359959
RN7SL145P	0.38866
RP11-697K23.3	0.03048
SLC6A20	0.187746
LZTFL1	4.81575
RP11-852E15.1	0
CCR9	0.0191871
Y_RNA	0
FYCO1	3.21903
CXCR6	0.0483835
XCR1	0
NRBF2P2	0
FLT1P1	0
CCR3	0
CCR1	1.16181
UQCRC2P1	0
CCR2	0.0506574
RP11-24F11.2	0.266855
CCR5	0.242953
CCRL2	0.476347
LINC02009	0.182017
LTF	0.872524
RTP3	0
LRRC2	1.72902
LRRC2-AS1	0
TDGF1	0.634862
RP11-509I21.2	0.060355
SNORD77	0
ALS2CL	2.3797
PRSS46	0.0674335
PRSS45	0.0981036
RP11-427P5.2	0
PRSS44	0.0296213
PRSS42	0.0741844
RP11-427P5.3	0
NBEAL2	2.92513
NRADDP	0.116124
MRPL57P3	0
KIF9-AS1	1.49025
KIF9	2.10102
SNORD13P3	0
KLHL18	4.27165
RP11-447D11.3	0.400845
RP11-708J19.1	2.07152
RP11-708J19.3	0
BOLA2P2	0.152746
RN7SL870P	0
RP11-717D12.1	0
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0
CDC25A	0.320312
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0.11104
MIR4443	0
CAMP	0.096387
ZNF589	4.63892
MRPS18AP1	0.186327
Y_RNA	0.810055
FCF1P2	4.68242
NME6	2.2574
SPINK8	1.2043
MIR2115	0
FBXW12	0.320323
RN7SL321P	0
CCDC51	4.58331
RP11-24C3.2	0.598493
ATRIP	2.28702
PFKFB4	2.68811
MIR6823	0
UCN2	0.0694625
COL7A1	3.25175
MIR711	0
TMEM89	0
SLC26A6	3.85566
CELSR3	3.77849
MIR4793	0
CELSR3-AS1	0.150444
RP11-572O6.1	0.54776
PRKAR2A-AS1	1.12648
ARIH2OS	2.57517
RP13-131K19.1	0.295189
RP13-131K19.2	1.40574
MIR425	0
MIR191	0
RP13-131K19.6	0.942908
RN7SL182P	0
MIR6890	0
RP11-694I15.7	0.77484
CCDC71	4.66216
C3orf84	0
CCDC36	0.0938348
RP11-3B7.7	0
RP11-3B7.1	0.088637
C3orf62	4.48692
MIR4271	0
RHOA-IT1	0.111679
RNA5SP130	0
BSN-AS2	0.44532
BSN-AS1	0
MST1	4.70968
AMIGO3	0
COX6CP14	0
RP13-1056D16.2	0
CDHR4	0.110381
FAM212A	3.06345
MIR5193	0
TRAIP	1.40886
RN7SL217P	0
ACTBP13	0.00722362
MST1R	0.250671
CTD-2330K9.2	0
CTD-2330K9.3	0.0285796
RBM5-AS1	0.29705
SEMA3F-AS1	1.00178
SEMA3F	1.73791
MIR566	0
GNAT1	0.0682041
MIR5787	0
XXcos-LUCA16.1	0.168328
U73166.2	0.546548
SEMA3B-AS1	3.92179
LSMEM2	1.28121
HYAL3	2.71362
HYAL1	1.45605
RASSF1-AS1	0.676017
ZMYND10-AS1	0
ZMYND10	1.94525
CACNA2D2	1.9312
CYB561D2	0.81196
RNA5SP131	0
HEMK1	1.20508
RP11-804H8.7	0
CISH	0.556545
LINC02019	0.644327
MIR4787	0
RP11-804H8.5	0
RP11-646D13.1	0
ZNF652P1	0
ST13P14	0
DCAF1	4.57726
RAD54L2	3.96397
RNU6ATAC29P	0
RNA5SP132	0
GRM2	1.79028
IQCF6	0
IQCF4	0
