Name	Artery - Coronary
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0
LINC01019	0
LINC02162	0
LINC01017	0
IRX1	0.127733
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0
ADAMTS16	0.123742
CTD-2297D10.1	0
ALG3P1	0
MTCO1P30	0
MTCO2P30	0
MTCO1P31	0
CTC-471C19.1	0.153155
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	1.06126
UBE2QL1	1.00095
CTD-2195M18.2	0
LINC01018	0.6342
SRD5A1	3.28318
LINC02102	0.307538
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
ADCY2	1.52645
RP11-711G10.1	0
C5orf49	0.221651
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0
RP11-480D4.5	0
RP11-480D4.2	0.185909
RP11-480D4.6	0.322956
RP11-480D4.4	0
RP11-480D4.7	0.226028
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0
RP11-315A16.4	0
LINC02199	0
RP11-143A12.1	0
CTD-2215L10.1	0
MIR4636	0
CTD-2201E9.4	0.676171
CTD-2201E9.3	0
SEMA5A-AS1	0.0298528
CTD-2201E9.2	0
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.325353
CTD-2256P15.1	0
CTD-2256P15.4	0.305482
CTD-2256P15.5	0
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0
CTD-2256P15.2	1.31502
ROPN1L-AS1	0
ROPN1L	0.347164
MIR6131	0
LINC01513	0
RPL30P7	0
RP11-1C1.6	0
LINC02212	0
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B	2.45382
ANKRD33B-AS1	0
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0.283657
CTD-2154B17.1	0
CTNND2	0.140978
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0
DNAH5	0.0677556
CTB-51A17.1	0
FAM105A	2.81367
CTD-2165H16.3	0.0270346
CCT6P2	0.0327718
EEF1A1P13	3.24233
CTD-2165H16.4	0.577905
RBBP4P1	0.356115
MIR4637	0
CTB-40H15.4	0.625199
UQCRBP3	0
HNRNPKP5	0.236722
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0
RP1-167G20.2	0
RP11-260E18.1	0.0487912
CTC-461F20.1	0
Y_RNA	0
RNA5SP179	0
RPS26P28	0
RNU6-660P	0
CTD-2228A4.1	0
Y_RNA	0
AC091878.1	0.0328468
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	1.99076
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0
RPL36AP21	0
SNORD81	0
RN7SL58P	0
LINC02100	0
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0.00909059
GUSBP1	3.31701
RP11-823P9.3	0.0672105
RP11-823P9.4	0
RP11-360I2.1	0.401975
RP11-804N13.1	0
CDH12	0.00787875
HSPD1P1	0.202649
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
CTD-2234B20.1	0
CTD-2272G21.3	0
Y_RNA	0
CTD-2272G21.2	0
CTD-2272G21.1	0
PRDM9	0
CTD-2351A8.1	0
RP11-197O8.1	0
C5orf17	0.083229
SNORA40	0
CTD-2138O14.1	0
Y_RNA	0
CTD-2015B23.2	0.257769
CTD-2074D8.1	0
Metazoa_SRP	0
CDH10	0.0133887
RP11-116O11.1	0
RP11-116O11.2	0
RP11-12P19.2	0
BTG4P1	0
SNORD29	0
RP11-730N24.1	0
RP11-730N24.2	0
Y_RNA	0
RP11-549K20.1	0
LINC02211	0
RP11-192H6.2	0
RP11-184E9.2	0
RP11-184E9.3	0
CTD-2306M5.1	0
RP11-184E9.4	0
RNU6-374P	0
CTD-2026A21.1	0
MSNP1	0.250865
RNU4-43P	0
RP11-351N6.1	0
CTD-2533K21.3	0
CTD-2533K21.2	0
CTD-2533K21.1	0
CTD-2533K21.4	0
CCNB3P1	0
CDH9	0
RNU6-738P	0
CTD-3007L5.1	0
LINC01021	0.124918
RP11-560A7.1	0
LINC02103	0
RNU6-909P	0
CTD-2134P3.1	0
CTD-2134P3.2	0
CTD-2269E23.3	0
LSP1P3	0
CTD-2269E23.2	0
CTD-2269E23.4	0
SUCLG2P4	0
SNORA18	0
RP11-42L13.2	0
RP11-42L13.3	0
LINC02109	0
LINC02064	0
CTD-2345H1.1	0
UBL5P1	0
CTD-2011G17.1	0
CTD-2057J6.2	0
CTD-2057J6.1	0
RN7SKP207	0
CTD-2351A16.1	0
HPRT1P2	0
RP11-136H13.2	0
RPL19P11	0
CTD-2127O16.2	0
RP11-152K4.2	0
DUX4L51	0.35547
Y_RNA	0
CTD-2008E3.1	0.806812
RNU6-363P	0
PDZD2	3.29193
RP11-5N11.2	0
RP11-5N11.1	0
RP11-5N11.3	0
RP11-5N11.4	0
RP11-5N11.5	0
RP11-5N11.6	0
RP11-5N11.7	0
RNU6-358P	0
CTD-2290C23.1	0
RNU6-760P	0
CTD-2290C23.2	0
RPL5P14	0
TPT1P5	0.101147
CTD-2206G10.2	0.222254
MIR4279	0
CTD-2152M20.2	0.980186
Y_RNA	0
CTD-2186M15.1	0
RNU6-1079P	0
RNU6-378P	0
MIR579	0
CTD-2290P7.1	0
LINC02061	0
CTD-2218G20.1	0
CTD-2066L21.3	0.116241
LINC02120	0
CTD-2066L21.1	0
CTD-2066L21.2	0
CTD-2017D15.1	0
LINC02160	0
CTD-2203K17.1	1.28684
CTD-2233C11.3	0
CTD-2233C11.2	0
ADAMTS12	2.59665
RNU6-923P	0
RXFP3	0
SLC45A2	0.0336487
RP11-1084J3.1	0
RP11-1084J3.3	0
C1QTNF3	3.88373
RP11-1250I15.2	0
RP11-1250I15.1	0
RP11-1250I15.3	0
RP11-1023L17.1	1.09515
RP11-1023L17.2	0.121176
RP11-1325J9.1	0
CTD-2024P10.2	0.182663
CTD-2024P10.1	0
CTD-2517O10.6	1.78737
TTC23L	0.228937
CTD-2517O10.5	0
RPL21P54	0
AGXT2	0
PRLR	0.30362
CTD-2046J7.1	0
U3	0
SPEF2	1.74739
RNU7-130P	0
CTD-2113L7.1	0
IL7R	4.35517
RP11-79C6.2	0
RP11-79C6.1	0
CAPSL	0
RP11-79C6.3	0
UGT3A1	0
UGT3A2	0.0314835
CTD-2197M16.1	0
MIR580	0
RNU6-1305P	0
NADK2-AS1	1.59838
RNA5SP181	0
CTD-2282P23.1	0
CTD-2282P23.2	0
CTD-2353F22.1	0.336394
CTD-2353F22.2	1.10122
CTD-2653M23.3	0.486098
KRT18P31	0.104948
RPS4XP6	0.537863
C8orf59P2	0
OFD1P17	0.0879399
RN7SL37P	0
CTD-2124B8.2	2.86545
RNU7-75P	0
RP11-648M2.1	0
KCTD9P5	0
RNU6-1190P	0
RNU6-484P	0
GDNF-AS1	0.191899
GDNF	0.256469
LINC02117	0
CTD-2194L12.3	0
LINC02110	0
CTD-2130F23.1	0
LINC02107	0
LINC02119	0
CTD-2007F2.1	0
EGFLAM-AS4	0
EGFLAM-AS3	0
EGFLAM-AS2	0
EGFLAM-AS1	0
CTD-2108O9.4	0
CTD-2263F21.1	1.66796
LIFR-AS1	1.93385
CTD-2196P11.2	0.202988
OSMR-AS1	1.34619
RP11-122C5.2	0
RP11-122C5.3	0.372274
AIG1P1	0
FYB	4.16953
GOLGA5P1	0
C9	0.0995811
LINC02104	1.89215
CCDC11P1	0
INTS6P1	0.0226079
GCSHP1	0
LINC00603	0.0752882
KRT18P56	0
LINC00604	0
RNU1-150P	0
RP11-386E5.1	0
SNORA63	0
SNORA57	0
SNORD72	0
RNU7-161P	0
RP11-301A5.2	0
MROH2B	0.0539079
CTD-2122P11.1	0
OXCT1-AS1	1.82995
CTD-2062O1.1	0
RPSAP38	0
Y_RNA	0
MTHFD2P6	0
RP11-112L7.1	0
SERBP1P6	0.114117
CTD-2265D6.2	0
RP11-116B13.1	0.219313
CCDC152	4.49759
CTD-2325A15.5	4.88003
CTD-2325A15.3	0.191152
PRELID3BP4	0
PRELID3BP5	0
PRELID3BP6	0
PRELID3BP7	0
CTD-2201E18.5	1.41167
CTD-2201E18.3	3.16794
CTD-2035E11.3	0.248867
CTD-2035E11.4	1.03478
ANXA2R	3.22354
AC025171.1	4.58954
CTD-2035E11.5	2.60048
RP11-447H19.4	0
NIM1K	0.692201
RP11-447H19.3	0
RP11-447H19.2	0
RP11-447H19.1	0
CTD-2636A23.2	0.405361
RP11-159F24.2	0
CCL28	1.54172
RP11-159F24.3	0.879689
C5orf34	2.21991
EEF1A1P19	1.87303
RP11-159F24.6	0.532407
RP11-159F24.5	0.290381
CTD-2210P15.3	0.253941
AMD1P3	0.236489
RPL29P12	0.390438
RP11-8L21.1	0
RNU6-381P	0
FGF10	3.05799
FGF10-AS1	0.105607
RP11-473L15.3	0
RP11-503D12.1	0
RN7SL383P	0
RP11-53O19.1	1.58049
RP11-53O19.2	0
RP11-357F12.1	0
HCN1	0.0193285
RP11-484L7.1	0
RP11-484L7.2	0
CTD-2013M15.1	0
RP11-269M20.2	0
RP11-269M20.1	0
RP11-269M20.3	0.128453
RP11-317O24.1	0
RP11-317O24.3	0
RP11-317O24.2	0
CTD-2089N3.1	0
LINC02106	0
CTD-2089N3.3	0
RNU6-480P	0
CTD-2054H24.1	0
RNU6-1296P	0
CTD-2312P21.1	0
CTD-2314G24.2	0
ISL1	0
HMGB1P47	0
CTD-2335O3.2	0
CTD-2335O3.3	0
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0.123314
B3GNTL1P1	0.240948
CTD-2207L17.1	2.97781
CTD-2175A23.1	1.30284
ITGA2	3.04387
CTD-2366F13.2	1.23107
CTD-2366F13.1	1.19064
RP11-94D20.1	0
RP11-289K10.1	0
LINC02105	0
ASS1P9	0
CTD-2081C10.7	1.64652
RNU6-272P	0
MIR581	0
RN7SL801P	0
MIR4459	0
CTD-2081C10.5	0
LINC01033	0
RPL37P25	0
CTD-2591A1.1	0.912371
AC112198.1	0.0339849
RP11-45H22.1	0
RP11-45H22.2	0
RP11-45H22.3	0
ESM1	0.640252
CTD-2313F11.1	0.016726
GZMK	2.58381
Y_RNA	0
CTD-2313F11.2	0
CTD-2313F11.3	0
GZMAP1	0
GZMA	3.67413
CDC20B	0
MIR449A	0
MIR449B	0
MIR449C	0
MCIDAS	0
CCNO	3.54521
RP11-506H20.1	0.350879
RP11-506H20.2	0.0860318
CTD-2315M5.2	0.121966
MIR5687	0
RNF138P1	1.45898
AK4P2	0
SLC38A9	3.32662
DDX4	0.0322027
RP11-175M2.1	0
RNA5SP183	0
HNRNPH1P3	0
IL31RA	0.0466461
CTD-2031P19.4	0
FLJ31104	0.176021
snoU13	0
CTD-2227I18.1	0
ANKRD55	0.180577
RNU6-299P	0
RPL17P22	0.0661581
RNA5SP184	0
C1GALT1P2	0
RNA5SP185	0
PSMC1P4	0
RNU6ATAC2P	0
RP11-155L15.1	0
HMGN1P17	0
LINC01948	0.296906
C5orf67	0.140649
AC022431.3	0
AC008940.1	0
AC008937.2	0
AC008937.3	0
SETD9	4.65394
CTD-2310F14.1	0.87812
AC016644.1	0
AC114973.1	0
RP11-101B14.4	0
RP11-101B14.1	0
Y_RNA	0
CTD-2516K3.3	0
CTD-2023N9.1	0.317132
SALL4P1	0
ACTBL2	0
CTD-2023N9.2	0
CTD-2023N9.3	0
RP11-772C9.1	0
RP11-478P10.1	0
LINC02101	0
PGAM1P1	0
GAPT	0.717882
CTD-2117L12.3	0
MIR548AE2	0
LINC02108	0
RAB3C	0.97237
RP11-479O16.1	0.0543892
RPL5P15	0
CTD-2176I21.2	0
RP11-266N13.2	0.0617841
CTD-2146O16.1	0
NDUFB4P2	0
MIR582	0
CTD-2254N19.1	0
RNU6-806P	0
RP11-546M4.1	0
SETP21	0.0627575
PART1	0.914061
DEPDC1B	0.348486
CAB39P1	0
KRT8P31	0
ELOVL7	4.03544
RP11-231G3.1	0.898501
GNL3LP1	0
AC104113.3	0
CTC-436P18.4	0.032035
CTC-436P18.5	0.59762
SMIM15-AS1	0.204008
LINC02057	0
RP11-631M6.3	0.129755
RP11-631M6.2	0.191483
RPL3P6	0.100647
C5orf64	0.0472935
RP11-2O17.2	0
RNU6-913P	0
C5orf64-AS1	0
CTD-2244C20.1	0
CTD-2244C20.2	0
RN7SKP157	0
RNU6-661P	0
CKS1BP3	0
RP11-95I19.2	0
RP11-95I19.1	0.155922
LRRC70	3.54626
ISCA1P1	0.154357
RP11-586E1.1	0
CTD-2049O17.1	0
RP11-158J3.2	0
HTR1A	0
AC016561.1	0
RN7SL169P	0
RNU6-294P	0
MRPL49P1	0
FAM159B	0
RP11-307L14.1	1.53555
RP11-307L14.2	0.48422
Y_RNA	0
ADAMTS6	1.98168
CTD-2194F4.2	0
RPEP1	0
CTD-2375G15.1	0.0211285
CTD-2116N20.1	0
CENPK	0.683195
RNU6-540P	0
CTC-534A2.2	2.7323
NLN	3.82175
CTD-2353N24.1	0
CTD-2033C11.1	0.901376
SNORA76	0
AC025442.3	0
LINC02065	0
RP11-305P14.1	0
RP11-5P22.3	0
RP11-5P22.1	0
RP11-287J9.1	0
MAST4-IT1	0
MAST4-AS1	2.3035
CD180	0.941879
CTD-2187J20.1	0
RP11-434D9.1	0.176627
RP11-357D18.1	0
RP11-83M16.1	0
RP11-83M16.5	0.248835
BCL9P1	0
RP11-83M16.3	0.597255
RP11-83M16.4	0.66409
RP11-83M16.6	0.0747882
CTD-3066C23.1	0
RP11-434D9.2	0
CTD-2060F24.1	0
RNU6-1232P	0
EEF1B2P2	0.0855213
LINC02219	0
CTD-2582M21.1	0
CTC-537E7.3	0.0382104
CTC-537E7.1	0
CTC-537E7.2	0
CTC-340D7.1	0
VWA8P1	0
U8	0
RP11-141O11.1	0
RN7SKP251	0
LINC02198	0
CTC-498J12.1	0.0364896
SUMO2P4	0
CTC-498J12.3	0
SNORA50	0
CCNB1	2.70422
CTC-351M12.1	0.825588
CENPH	3.51109
CCDC125	4.83673
CFL1P5	0.88083
CHCHD2P2	0.987363
NDUFB9P1	0
MARVELD2	0.357293
RPS27P14	0
RP11-241G9.3	0
RN7SL616P	0
OCLN	0.190816
RNU6-724P	0
GTF2H2C	1.19531
RP11-848G14.2	0.0521557
RP11-848G14.5	1.04476
GUSBP3	0.0385611
RP11-974F13.5	0
RP11-98J23.2	0.737597
RP11-98J23.1	0
CDH12P2	0
SERF1B	0.783886
SMN2	3.03111
RP11-1319K7.1	0.79063
CDH12P3	0
RP11-1415C14.4	1.69684
RP11-1415C14.3	4.86461
GTF2H2B	0.364009
RP11-497H16.9	0.0965781
RP11-497H16.7	0.247287
RP11-497H16.8	0
RP11-497H16.5	0
RP11-589F5.4	0
CDH12P1	0
SERF1A	0.0734115
SMN1	4.38671
NAIP	0.576009
GTF2H2	1.47636
RP11-195E2.1	1.29746
RP11-1280N14.3	0.791959
CDH12P4	0
GUSBP9	0.994597
RP11-1198D22.1	0.428652
LINC02197	0.0174635
RP11-136K7.3	0
PMCHL2	0
RP11-136K7.1	0
RP11-1174L13.2	0
HMGN1P12	0
CARTPT	0.0871016
RP11-1315F8.2	0
MIR4803	0
RN7SL153P	0
PTCD2	2.63409
RP11-389C8.1	0.141713
YBX1P5	0
ZNF366	2.12651
LINC02056	0
CTC-347C20.1	0
RPL7P22	0
AC063979.1	0
Y_RNA	0
CTD-2631K10.1	0.17414
MIR4804	0
CTD-2339M3.1	0.154213
CTD-2376I4.1	0.495733
CTD-2376I4.2	1.10681
CTC-250P20.2	0.123804
CTC-250P20.1	0
TMEM171	0.12851
RP11-232L2.2	0
RP11-232L2.1	0
TMEM174	0
RP11-60A8.1	0.0828165
RP11-60A8.2	0
RP11-79P5.3	0
FOXD1	0.322109
LINC01385	0
LINC01386	0
RP11-79P5.9	1.57511
FUNDC2P1	0.638151
CTC-575I10.1	0.111703
CTD-2372A4.1	0.150243
RNU7-196P	0
RP11-428C6.2	0
LINC02122	0
LINC01335	0
RN7SL814P	0
CTD-2275D24.1	0
LINC01333	0
LINC01332	0
LINC01331	0
RNU6-658P	0
FAM169A	0.315169
CTD-2060C23.1	0
CTD-2377O17.1	0
SNORA40	0
CTD-2503O16.4	0.0479376
CTD-2503O16.3	0
CTD-2503O16.1	0
RPL27AP5	0.0688615
RP11-229C3.4	0
GCNT4	3.03472
LINC01336	0.720565
ANKRD31	0.106054
SUMO2P5	0
CTD-2235C13.2	0
CTD-2235C13.3	0.184884
CTD-2235C13.1	2.26734
RNU7-175P	0
CTC-366B18.4	3.77691
ANKDD1B	0.630672
RNU6-680P	0
SLC25A5P9	0
RP11-524L6.4	0
RP11-524L6.3	0
BIN2P2	0
RP11-524L6.2	0
SAP18P1	0
CTC-235G5.2	0
CTC-235G5.3	0
SV2C	0.0318449
RNA5SP186	0
AC113404.1	0.387438
RP11-466P24.5	0
HMGN2P4	0.758814
PDCD5P2	0
RP11-466P24.6	0
SNRPCP2	0
IQGAP2	4.77667
CTD-2275D10.2	0
CTD-2236F14.1	0
F2RL2	1.54354
CTD-2384B11.2	0.100633
NCRUPAR_1	0
NCRUPAR_2	0
F2RL1	3.58251
RN7SL208P	0
S100Z	0.155109
RNU6ATAC36P	0
CRHBP	3.06585
SNORA47	0
ZBED3-AS1	0.545071
HMGB1P35	0
ALDH7A1P1	0.103832
RPS2P24	0
RPL7P23	0.811763
OTP	0
ACTBP2	1.63741
RP11-107N7.1	0
CTD-2179L22.1	0.0474349
ATP6V1G1P6	0
CTD-2037K23.1	0
RNU6-183P	0
Y_RNA	0
HMGB1P21	0.118683
CTD-2073O6.1	0.117576
CTD-2045M21.1	0
DMGDH	0.949857
CTD-2299I21.1	0
BHMT	0.355025
RNY3P1	0
CTC-422A18.1	0
SNORA18	0
CTC-422A18.2	0
CTC-451P13.1	1.69546
HOMER1	1.6431
RP11-342F17.1	0
RP11-342F17.2	0
Y_RNA	0
Y_RNA	0
CMYA5	0.98953
CTC-431G16.2	0
CTC-431G16.3	0
LINC01455	0
RP11-168A11.4	1.22856
TRMT112P2	0
CTD-2201I18.1	0.283122
CTC-458I2.2	0
KRT18P45	0
CTC-512J14.7	0.262918
SNORA31	0
CTC-512J14.1	0
SPZ1	0
RBMX2P5	0
CTC-512J14.5	0.198932
HNRNPA1P12	0.0871776
RNU6-211P	0
CTD-2015H6.3	2.59217
FAM151B	0.993105
RPS27AP9	0
RPL7P24	0.0471086
ANKRD34B	0
DBIP2	0
LINC01337	0.102763
DHFR	4.949
CTC-325J23.2	0.177344
MTRNR2L2	0
RP11-241J12.3	0
RP11-241J12.1	0
RASGRF2-AS1	0.31775
RASGRF2	4.0125
CTD-2193P3.1	0
CTD-2193P3.2	0
CKMT2-AS1	4.17303
CTD-2248H3.1	0.968957
ACOT12	0.061818
CTD-2249K22.1	0
SEM1P1	0
ATG10	3.41901
ATG10-IT1	0
PPIAP11	0.253538
ATG10-AS1	0
RN7SL378P	0
RPS23P5	0
ATP6AP1L	2.51503
CTD-2015A6.1	0
CTD-2015A6.2	0
CTD-2218K11.2	0
RPL5P16	0
CTD-2218K11.3	0
MIR3977	0
LINC01338	0.173364
RP11-78C3.1	0.0443608
CTD-2227C6.3	0
ST13P12	0
CTD-2227C6.2	0.331564
RP11-343L5.2	1.27173
SCARNA18	0
CTD-2110K23.1	0
COQ10BP2	0
FTH1P9	0
VCAN-AS1	0
RN7SKP295	0
RNU6-620P	0
CTC-484M2.1	0.129414
RNU4-11P	0
RP11-456A14.1	0
RNU6-448P	0
RP11-509M23.1	0
CTC-384G19.1	0
RBBP4P6	0
RP11-1072N2.2	0
RP11-1072N2.3	0
RP11-1072N2.4	0
CTD-2331D11.2	0
CTD-2331D11.3	0
CTD-2331D11.4	0
RPL5P17	0.231087
CTC-534B23.1	0.0238218
CTC-480C2.1	0
RPS2P25	0
CTD-2036A18.2	0
PTP4A1P4	0
NBPF22P	0
CTD-2123J17.2	0
CTC-261N6.3	0
CTC-261N6.1	0
CTC-261N6.2	0
CTD-2299E8.1	0
RNU6-804P	0
LINC02059	0
CTC-493L21.2	0
CTD-2161E19.1	0.441519
RP11-72L22.1	0
RN7SKP34	0
MIR4280	0
LINC01949	0
RN7SL629P	0
RNU6-606P	0
CTC-428H11.2	1.93849
RNU6-727P	0
CTD-2316B1.1	0
LINC02144	0
TMEM161B-AS1	3.12001
RNA5SP187	0.514747
RPS3AP22	0
SNORA70	0
CTC-498M16.3	0
LINC02060	0.0573914
CTC-498M16.4	0
LINC00461	0.0997855
CTC-470C15.1	0
CTC-467M3.3	0
CTC-467M3.1	0
MEF2C-AS1	1.09781
CTD-2232E5.2	0
LINC02161	0
AC113167.1	0.077641
AC113167.2	0
MIR3660	0
LINC01339	0
RP11-61G23.2	0
CTD-2373J6.1	0.62584
CTD-2373J6.2	0.0991627
MBLAC2	2.97853
POLR3G	1.11043
ADGRV1	0.0237527
TMEM251P1	0
RP11-414H23.2	0
RP11-414H23.3	0
RNU4-90P	0
RP11-213H15.1	0.224149
LUCAT1	0.263294
Metazoa_SRP	0
CTD-2061E19.1	0
CTD-2061E19.6	0
ARRDC3-AS1	0.674152
RAB5CP2	0.0737861
PCBP2P3	0
RP11-348J24.2	0
RP11-348J24.1	0
RP11-133F8.2	0
CTC-529L17.1	0
CTC-529L17.2	0
CTC-458G6.4	0
LDHBP3	0
CCT7P2	0
LINC02058	0
CTD-2091N23.1	0
POLD2P1	0
NR2F1-AS1	0.970166
NR2F1	4.78662
RP11-65F13.3	0
POU5F2	0.0413498
RP11-185E12.2	0
RP11-549J18.1	0.902164
KIAA0825	0.639804
MTND5P12	0
MTND6P3	0
MTCYBP35	0
CTC-303L1.1	0.039649
CTC-303L1.2	0.328419
SLF1	1.85855
MCTP1	4.71754
CTC-484P3.3	0.0120009
RPL7P18	0.108075
uc_338	0
CTC-558O19.1	0
FAM81B	0.0270195
CTD-2538A21.1	0
RNU6-308P	0
GPR150	0.705144
RFESD	0.517237
SPATA9	0.570021
CTD-2154I11.2	0.425564
HSPD1P11	0.407123
AC008592.3	1.56559
AC008592.4	0.808582
AC008592.8	0.600079
LINC01554	1.51633
AC008592.5	0.127856
AC008592.7	0
FABP5P5	0
MIR583HG	0.163037
MIR583	0
RNU6-524P	0
RP11-254I22.3	0
RP11-254I22.2	0
CTD-2337A12.1	0.210538
PCSK1	3.85932
CTC-506B8.1	0.783486
CTD-2260A17.1	2.44653
CTD-2260A17.3	0.327537
CTD-2260A17.2	1.78472
AC008850.3	0
Y_RNA	0
SETP22	0
LIX1-AS1	0.0367903
LIX1	0
RNU1-73P	0
CTD-2215E18.2	0
CTD-2215E18.3	0
CTD-2278B20.1	0
YTHDF1P1	0
RP11-155G15.3	0
LINC01340	0
MTCYBP40	0
RP11-72K17.1	0
RP11-455B3.1	0.056443
AC008834.2	0
LINC01846	0
RP11-274E7.1	0
RP11-274E7.2	1.65086
CH17-12M21.1	0
KRT8P32	0
MRPS35P2	0
MTCO2P24	0
MTCO1P24	0
CTBP2P4	0.0887629
DDX18P4	0
RGMB-AS1	0.397693
CTC-463N11.4	0.255353
CSNK1A1P3	0
RNU6-402P	0
LINC02062	1.44473
Y_RNA	0
CTD-2007H13.1	0.103581
RP11-93O17.1	0
RP11-93O17.2	0
GUSBP8	0
LINC02113	0
CTD-2151A2.2	0
CTD-2151A2.3	0
CTD-2160D9.1	0
EEF1A1P20	0
Y_RNA	0
MTCYBP22	0
MTND6P22	0.120231
MTND5P10	0
MTND4P35	0.283588
MTND4LP5	0
MTND3P19	0
MTCO3P22	0
MTATP6P2	0.263892
MTCO2P22	0.184965
MTCO1P22	0.0442241
CTD-2012B7.1	0
RNU6-1119P	0
RP11-346J10.2	0
RP11-346J10.3	0
RP11-346J10.1	0
CTD-2001C12.1	0
CTC-293G12.1	0
RN7SKP62	0
ST8SIA4	2.13015
MIR548P	0
RN7SL802P	0
OR7H2P	0
RP11-1152B5.1	0
RNA5SP188	0
CTD-2333K2.1	0
SLCO4C1	0.121368
RN7SKP68	0
SLCO6A1	0
RP11-58B2.1	0
LINC00492	0
CTD-2340E1.2	0
LINC00491	0
EIF3KP1	0.508349
GIN1	4.82373
CTC-503K11.2	0
C5orf30	4.89482
CTD-2154H6.1	0
PDZPH1P	0.0279506
LINC02115	0.0821017
CTC-445B21.1	0
LINC02163	0
RNU1-140P	0
RN7SL255P	0
RP11-6N13.1	0
RP11-313L6.2	0
RNU6-334P	0
RP11-6N13.4	0
CTD-2374C24.1	0
RAB9BP1	0
RNA5SP189	0
CTC-278L1.1	0
CTD-2285G11.1	0
SNORA31	0
LINC01950	0
PSMC1P5	0
RP11-252I13.2	0
RP11-252I13.1	0
RN7SL782P	0
RN7SKP122	0
RP11-120B7.1	0.501766
CTC-329H14.1	0
CTD-2197I11.1	0
Y_RNA	0
RP11-47F1.1	0
RNU6-47P	0
GJA1P1	0.143898
CTD-2587M2.1	0.755248
