Name	Adrenal Gland
ACKR3	3.28254
AC011286.1	0
RNU6-1051P	0
AC105760.3	0
AC105760.2	0.593804
AC107079.1	0
AC112715.2	0
AC112721.1	0
AC112721.2	0
MLPH	0.233861
MIR6811	0
RNU6-1140P	0
PRLH	0
RAB17	1.21111
AC104667.3	0.0445338
AC096574.5	0.0926474
RBM44	0.21385
SNORD39	0
RNU6-1333P	0
SCLY	3.10768
ESPNL	0.236837
KLHL30	0.117236
KLHL30-AS1	0.0187802
ERFE	0.0555527
AC016757.3	0.828385
AC096574.4	0.0444118
PER2	2.23267
RP11-5O24.1	0
AC012485.2	0
RNU6-234P	0
AC016999.2	0.144686
RP11-40B20.1	0
LINC01107	0
LINC01937	0
AC113618.2	0
AC144525.1	0
TWIST2	3.75561
LINC01940	0.0271406
MIR4440	0
MIR4441	0
MIR4269	0
MIR2467	0
AC062017.1	3.61005
AC079612.1	0
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0
MIR4786	0
OR6B2	0
PRR21	0
OR6B3	0
OR9S24P	0
OR5S1P	0
OTOS	0
AC124861.1	0.570073
U3	0
PP14571	0.202729
MIR149	0
ANKMY1	3.68314
DUSP28	3.91034
CAPN10-AS1	1.48604
GPR35	0.435608
RP11-118M12.1	0
AQP12B	0
AC011298.2	0
AQP12A	0
RP11-118M12.2	0
KIF1A	0.265352
AGXT	0.241521
C2orf54	0.0401556
CROCC2	0.0934946
AC104809.4	0.102674
AC104809.2	0.0420723
AC093585.6	0
AC005237.4	0.18405
PASK	1.65291
AC005237.2	0
ANO7	0.831794
AC005104.3	4.01301
FARP2	4.84736
MIR3133	0
AC110299.5	0.113269
BOK-AS1	0
RP11-367H1.1	0.181364
RNA5SP122	0.338883
AC114730.11	2.27511
AC114730.8	0
AC114730.7	0
GAL3ST2	0.173756
AC114730.5	0.0784058
AC114730.3	0.183039
NEU4	0.111253
AC114730.2	0.382011
PDCD1	0.361231
RTP5	0.0775044
LINC01237	0.572373
AC131097.4	0.437591
LINC01238	1.46952
AC093642.1	0.343471
AC093642.4	0
LINC01880	0
LINC01238	0.817525
LINC01881	1.77977
CICP10	0
SEPT14P2	0
RPL23AP88	0.0526549
LINC01986	0
AY269186.2	0
CHL1-AS2	0.175351
CHL1	0.84769
RNU6-1194P	0
RPS8P6	0
CHL1-AS1	0
LINC01266	0.0572741
RPSAP32	0
AC090044.2	0.290651
AC087430.1	0
RN7SL120P	0
CNTN6	4.17622
CRB3P1	0.664264
RPL23AP38	0
RPL23AP39	0
RPL21P17	0
RP11-204C23.1	0
RN7SKP144	0
CNTN4	0.323455
CNTN4-AS2	0
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	0
IL5RA	0.00907787
SNORA43	0
AC026188.1	0.031067
LRRN1	0.0668788
PNPT1P1	0
MRPS10P2	0
ITPR1-AS1	1.29339
EGOT	0.208892
AC018816.1	0.0829884
AC018816.3	0.285561
BHLHE40-AS1	2.56846
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.95343
RP11-572B2.1	0
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0
AC024162.2	0
GRM7	0.0394298
MRPS36P1	0
GRM7-AS2	0
GRM7-AS1	0
RP11-157E16.1	0
LMCD1-AS1	0.0644218
AC018832.1	0
RNU4ATAC17P	0
AC023481.1	0
LMCD1	1.89498
AC034187.2	0
SSUH2	0.133516
OR7E122P	0
CAV3	0.0256451
OXTR	0.267165
RAD18	3.12647
SNORA43	0
SRGAP3	3.75302
SRGAP3-AS1	0
SRGAP3-AS2	0.416571
SRGAP3-AS3	0
SRGAP3-AS4	0.241721
RP11-380O24.1	0.247292
PGAM1P4	0
LHFPL4	0.0897787
DUSP5P2	0
CPNE9	2.57477
RP11-266J6.2	0.59191
CIDEC	1.01345
IL17RE	2.20893
RNU6-882P	0.940738
RP11-1020A11.1	1.98152
PRRT3	3.0881
PRRT3-AS1	3.71296
RP11-1020A11.2	1.51489
EMC3-AS1	0.74842
CYCSP10	0.369819
AC022007.5	1.04274
FANCD2	0.930839
RNU6-670P	0
CYCSP11	0
FANCD2OS	0
IRAK2	4.8248
LINC00852	1.48949
GHRL	0.527755
GHRLOS	1.12547
ATP2B2	0.468633
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0
AC018495.3	0
SLC6A11	0.0146304
SLC6A1	0.524806
SLC6A1-AS1	0
HRH1	0.612625
CHCHD4P4	0
AC083855.5	0
AC026185.1	0
RP11-169K17.2	0
RP11-169K17.4	0.063103
RP11-169K17.3	0.126784
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
AC090958.5	0
RN7SL147P	0
SYN2	0.762055
ACTG1P12	0
MTCO1P5	0
GSTM5P1	0
PPARG	2.81662
AC091492.2	0
TSEN2	4.82924
RNA5SP123	0
RNU6-377P	0
MKRN2OS	0.255349
Metazoa_SRP	0.159503
CRIP1P1	0
TMEM40	0.0728014
KRT18P17	0
CAND2	4.40874
RP11-767C1.2	0.615583
LINC02022	0.121783
RP11-715I4.1	0
AC027124.3	0
AC027124.2	0
HDAC11-AS1	0
FBLN2	4.75627
LINC00620	0
WNT7A	0.00240497
VN1R20P	0.0920182
FGD5P1	0.0385606
TPRXL	0.0411856
VN1R21P	0
AC093495.4	1.46658
RP11-536I6.2	0
LINC01267	0
RNA5SP124	0
GRIP2	0.583798
RNU6-905P	0
RHBDF1P1	0
RP11-588H7.1	0
AC090952.5	0
C3orf20	0.0199617
AC090957.2	0
LINC02011	0
FGD5	4.95201
AC090954.5	0.729344
RPS3AP53	0.141387
COL6A4P1	0.0565721
RNU6-454P	0
HMGN2P7	0
METTL6	2.85585
RNU6-1024P	0
EAF1-AS1	0.155054
COLQ	2.30526
MIR4270	0
RN7SL110P	0
MIR3134	0
RP11-44D5.2	0.0857706
RP11-44D5.1	0.249183
RN7SL4P	0.247403
MIR563	0
IMPDH1P8	0.0622088
GALNT15	4.60615
OXNAD1	2.9289
RP11-608O8.2	0
RP11-415F23.2	0.639476
RP11-415F23.3	0.427406
RP11-415F23.4	0.697738
RP11-194G10.3	0
LINC00690	0
DAZL	0
AC091493.2	0
CDYLP1	0
PLCL2-AS1	0
AC090960.1	0
AC140076.1	0
RNU7-10P	0
AC104451.2	0
AC104297.1	0.0609119
PDCL3P3	0
AC132807.1	0
RP11-320G10.1	0
RP11-158G18.1	0
SATB1-AS1	0.00700164
RAD23BP1	0
RNU6-138P	0
KCNH8	1.69663
MIR4791	0
EFHB	0.478736
HSPA8P18	0.018575
PP2D1	0.234507
RNU4-85P	0
SAP18P3	0
RPL39P18	0.151579
MIR3135A	0
SGO1	0.0978357
SGO1-AS1	0.0302397
RNU6-822P	0
RP11-669C19.1	0
RNU6-815P	0
RP11-901H12.1	0
VENTXP7	0
ZNF385D	0.0599677
ZNF385D-AS1	0
ZNF385D-AS2	0
HMGB1P5	3.39208
AC092421.1	0
RP11-1037D22.1	0
RANP7	0
SALL4P5	0
RPL24P7	0.162794
UBE2E2-AS1	0
Y_RNA	0
AC121251.1	0
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0.0660973
ARL4AP4	0.273992
LINC00691	0
THRB	4.37426
RPL31P20	0
THRB-IT1	0.022058
THRB-AS1	0.244093
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0
RN7SL216P	0
RNA5SP125	0
RARB	4.44528
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	0.419294
MIR4442	0
CRIP1P2	0
AC092798.2	0.193607
TAF9BP1	0.0688242
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0
LRRC3B	0.0183241
AC114877.3	0
NEK10	0.153072
MINOS1P3	0
RNU6-342P	0
SLC4A7	4.1699
RPS20P15	0
AC099535.4	0
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	2.32983
RP11-222K16.1	0.344157
AC098614.3	0
LINC02084	0.524288
EOMES	0.282487
LINC01980	0
LINC01981	0
LINC01967	0
ZCWPW2	0.720159
FAM96AP1	0
AC093142.2	0
RBMS3	3.81057
MESTP4	0
RBMS3-AS3	2.06919
RPS12P5	0
RBMS3-AS2	0.200125
MTND4LP9	0
RBMS3-AS1	0
LINC01985	0.218496
AC116035.2	0
AC096921.2	0
RP11-1024P17.1	2.10468
GADL1	0.03661
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10	1.80757
OSBPL10-AS1	0
ZNF587P1	0
ZNF860	0.349324
RPL21P40	0
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0.411711
RPSAP11	0.191187
RP11-384L8.1	1.22297
RP11-384L8.2	0
KRT18P15	0.0471804
MIR548AY	0
AC104306.1	0
AC104306.4	0
IGBP1P3	0
RPL30P4	0.185964
CNOT10-AS1	0
SUGT1P2	0.105999
RPL23AP43	0.0786327
TRIM71	0.00428321
CCR4	0.109186
SEC13P1	0.0486173
SUMO2P10	0
TMPPE	0.581992
RN7SL296P	0
SUSD5	0.798285
AC123900.2	0
FBXL2	3.57666
RNU7-110P	0
RNA5SP128	0
COX6CP10	0
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	1.17835
RP11-10C24.3	1.36831
RP11-10C24.1	1.15491
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21	0.0178498
ARPP21-AS1	0
MIR128-2	0
AC104308.2	0
RFC3P1	0
STAC	1.76822
NBPF21P	0
RN7SKP227	0
DCLK3	0.0200886
HSPD1P6	0.0547382
LINC02033	0.084527
RP11-640L9.2	0.42313
AC011816.1	0
RNU6ATAC4P	0
RP11-129K12.1	0.211632
PRADC1P1	0.318131
RPL29P11	1.37442
Y_RNA	0
UBE2D3P2	0.0439761
RNU6-1301P	0
UBE2FP1	1.52424
RP11-285J16.1	1.13563
AC097359.2	0.142819
RP11-259K5.1	0.0673791
RP11-259K5.2	2.76858
TCEA1P2	0.664082
RNA5SP129	0
C3orf35	0.666448
RNU7-73P	0
ITGA9-AS1	0.902716
RPL21P135	0.180476
NDUFAF4P3	0.474475
MIR26A1	0
Y_RNA	0
DLEC1	0.833311
PPP2R2DP1	0
Y_RNA	0.34079
SLC22A13	0.0653291
RP11-815I22.1	0
SLC22A14	0.0871298
RNU6-235P	0
DLEC1P1	0
XYLB	1.64221
ACVR2B-AS1	4.56236
ACVR2B	4.80294
Y_RNA	0
DDTP1	0.0934604
RPL18AP7	0.405901
SCN5A	0.0996036
SCN10A	0
RP11-134J21.1	0
SCN11A	0.155336
RNU6-1227P	0
TTC21A	2.43372
MIR6822	0
RP11-331G2.7	0.104496
Metazoa_SRP	0
XIRP1	0.0631215
DSTNP4	0
CX3CR1	0.561383
RP11-331G2.6	0
CCR8	0
HNRNPA1P21	0
RP11-241K18.2	0
EEF1A1P24	0.133279
SNORA62	2.89554
MOBP	0.0216783
NFU1P1	0
MYRIP	0.629874
RNU4-56P	0
EIF1B-AS1	0.771011
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	2.66414
PGAM1P3	0
ENTPD3	0.131517
ZNF619	2.30669
RNU5B-2P	0.603966
ZNF620	1.37565
RPL5P10	0
EEF1GP3	0
RP11-528N21.1	0
HMGN2P24	0
RP11-761N21.2	2.08643
RP11-761N21.1	0
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
ULK4	1.5965
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0
RNU4-78P	0.187464
CCK	0.687333
RP11-333B11.1	0
SALL4P6	0
EIF4BP4	0
LYZL4	0
RP11-219I21.1	0
VIPR1	2.00255
VIPR1-AS1	0.118538
RP4-613B23.1	0.669568
RN7SL567P	0
KLHL40	0.0220599
HHATL	0.429439
HHATL-AS1	0.0521802
CCDC13	0.4006
CCDC13-AS1	0.472905
LINC02158	0.116498
ACKR2	0.721371
RP11-70C1.3	0.0542658
RP11-141M3.6	0.199621
CYP8B1	0.120975
HNRNPA1P22	0.0508401
KRBOX1-AS1	0
KRBOX1	0.714898
FAM198A	2.86982
RP11-136C24.1	0
RP11-136C24.2	0.157331
RN7SL517P	0
RP11-188P20.3	1.61346
SNRK-AS1	0.387534
Y_RNA	0
RP11-353H3.1	0
RP4-672N11.1	0
RP4-555D20.3	0
RP4-555D20.4	0
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	0.0444985
RP4-555D20.2	0.0517076
TOPAZ1	0
RP11-424N24.2	0.156928
LINC00694	0.437327
LINC01988	0.0259972
ZNF445	3.26051
ZNF852	1.893
EI24P3	0
RP11-944L7.6	0
ZKSCAN7	3.40441
RP11-944L7.4	0.236478
ZNF660	0.979445
MPRIPP1	0.80394
ZNF197	4.81207
ZNF197-AS1	0.12147
ZNF35	3.48452
RP11-348P10.2	1.57812
SOCS5P3	0
ZNF502	4.50405
ZNF501	0.763858
KIF15	0.308667
TGM4	0.178057
RP11-272D20.2	0
RPL12P44	0.0942277
RNU5B-3P	0
CDCP1	0.619104
RPS24P8	0.696494
U3	0.357301
LARS2-AS1	0
LIMD1	3.89751
LIMD1-AS1	0.184349
RN7SL145P	1.03177
RP11-697K23.3	0
SLC6A20	0.0457216
RP11-852E15.1	0
CCR9	0.0180145
Y_RNA	0
CXCR6	0.334743
XCR1	0.0219536
NRBF2P2	0
FLT1P1	0
CCR3	0
UQCRC2P1	0
CCR2	0.43926
RP11-24F11.2	0.0741018
CCR5	0.827489
CCRL2	0.699249
LINC02009	0.128387
LTF	0.865393
RTP3	0
LRRC2	0.48841
LRRC2-AS1	0
TDGF1	0.107545
RP11-509I21.2	0
SNORD77	0
TMIE	1.43263
PRSS46	0.0949207
PRSS45	0.203471
RP11-427P5.2	0
PRSS44	0.156854
PRSS42	0.154643
MYL3	2.96911
RP11-427P5.3	0.483156
NRADDP	0.181478
MRPL57P3	0
KIF9-AS1	1.25283
KIF9	1.63152
SNORD13P3	0
RP11-447D11.3	1.1332
RP11-708J19.1	1.35207
RP11-708J19.3	0.739859
BOLA2P2	0.579891
RN7SL870P	0
CSPG5	0.144234
RP11-717D12.1	0
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0.0371095
CDC25A	0.869893
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0.156528
MIR4443	0
CAMP	0.0714399
MRPS18AP1	0.946378
Y_RNA	0.300543
SPINK8	0
MIR2115	0
FBXW12	0.0234552
RN7SL321P	0
RP11-24C3.2	0.586098
PFKFB4	1.76135
MIR6823	0
UCN2	0.0760761
COL7A1	1.78989
MIR711	0
TMEM89	0.0947007
CELSR3	0.656735
MIR4793	0
CELSR3-AS1	0.211921
RP11-572O6.1	0.769153
PRKAR2A-AS1	1.50191
ARIH2OS	3.55244
RP13-131K19.1	0.737764
RP13-131K19.2	1.53831
MIR425	0
MIR191	0
RP13-131K19.6	1.30253
RN7SL182P	0
MIR6890	0
RP11-694I15.7	0.26948
C3orf84	0
CCDC36	1.21555
RP11-3B7.7	0
RP11-3B7.1	1.46047
MIR4271	0
RHOA-IT1	0.5779
RNA5SP130	0
BSN-AS2	0.0687481
BSN	0.875366
BSN-AS1	0
AMIGO3	0
COX6CP14	0
RP13-1056D16.2	0
CDHR4	0.0495787
FAM212A	2.3764
MIR5193	0.283677
TRAIP	1.47928
CAMKV	0.0416497
RN7SL217P	0
ACTBP13	0
MST1R	0.229606
CTD-2330K9.2	0
CTD-2330K9.3	0.0532762
RBM5-AS1	1.22613
SEMA3F-AS1	3.334
MIR566	0
GNAT1	0.00364674
SLC38A3	0.0745038
MIR5787	0
XXcos-LUCA16.1	0.237462
U73166.2	1.21323
LSMEM2	0.335852
HYAL3	2.63279
RASSF1-AS1	1.24423
ZMYND10-AS1	0
ZMYND10	0.21413
CACNA2D2	0.500165
CYB561D2	0.424731
RNA5SP131	0
HEMK1	4.36208
RP11-804H8.7	0
LINC02019	1.19833
MIR4787	0
DOCK3	4.90901
RP11-804H8.5	0
RP11-646D13.1	0
ZNF652P1	0
ST13P14	0
RNU6ATAC29P	0
RNA5SP132	0
GRM2	0.0808382
IQCF6	0
IQCF4	0
IQCF3	0
IQCF2	0
RN7SL504P	0
IQCF5-AS1	0
IQCF5	0
IQCF1	0
RP11-155D18.13	0.611558
GPR62	0.346538
POC1A	4.75513
ALDOAP1	0.0563585
RP11-330H6.6	0.205554
TLR9	0.464686
RP5-1157M23.2	0.227002
MIRLET7G	0
GLYCTK-AS1	0.597938
MIR135A1	0
RP11-168J18.6	0.328508
PHF7	4.28472
SEMA3G	2.02674
RNU6-856P	0
RNU6ATAC16P	0.224017
SNORD19B	0
SNORD19	0
SNORD19B	0.45263
SNORD19	0.119575
SNORD69	0
RP5-966M1.7	0.307401
RP5-966M1.5	0.0701137
RP5-966M1.4	0
ITIH1	0.0735394
ITIH3	1.36042
ITIH4-AS1	0
MIR8064	0
RP11-894J14.2	0.283904
SFMBT1	2.95557
RP11-5O17.1	0.328193
SERBP1P3	0.128445
Y_RNA	0
SNORD38	0
SNORA26	0
RP11-72H11.1	0
SNORD63	0
RP11-884K10.6	2.61794
CHDH	3.5601
IL17RB	3.00503
RP11-884K10.7	2.57159
CABYRP1	0
CACNA2D3	0.476416
RPS15P5	0.110413
ESRG	0
CACNA2D3-AS1	0.0184762
LRTM1	0.0285068
RP11-889D3.1	0
LINC02017	0
LINC02030	0
RP11-875H7.1	0
RP11-875H7.2	0
WNT5A	0.919853
WNT5A-AS1	0.136217
RP11-875H7.5	0
ERC2	0.229079
RP11-58O15.1	0
ERC2-IT1	0
MIR3938	0
RN7SKP45	0
RNA5SP133	0
ARHGEF3-AS1	0
SPATA12	0.466154
RP11-157F20.3	0.134315
IL17RD	0.339481
RP11-157F20.1	0
HESX1	1.69557
ASB14	0.606035
DNAH12	0.161667
Y_RNA	0
RNU6-1181P	0
RNF7P1	0
RP11-229A12.2	0
RNU6-108P	0
RNU6-483P	0
ARF4-AS1	0.89136
RNU6ATAC26P	0
DENND6A-AS1	0.334195
RP11-755B10.3	0
PDHA1P1	0
PPIAP16	0.238423
FLNB-AS1	1.22504
RP11-456N14.4	0
RP11-456N14.6	0.0561288
RP11-80H18.3	0.282587
RP11-80H18.4	0.177704
RP11-802O23.4	0
RP11-802O23.3	1.51787
RP11-359I18.5	0.861177
RP11-359I18.1	0.062433
RP11-475O23.2	0
FAM3D-AS1	0
FAM3D	0.0501908
C3orf67	0.526392
C3orf67-AS1	0
CTD-2185K10.1	0
RP11-285B24.1	0
RP11-719N22.2	0
RP11-719N22.1	0
Metazoa_SRP	0
RP11-641C17.4	0
RP11-641C17.2	0
RP11-641C17.3	0
RP11-641C17.1	0
U3	0
Y_RNA	0
RPL10AP6	3.46997
RNU2-10P	0
RP11-154D3.1	0
PTPRG-AS1	0.349247
C3orf14	4.20675
FEZF2	0
CADPS	0.0781255
RP11-1036F1.1	0
RN7SL863P	0
RNU6-139P	0
RP11-24H1.1	0
LINC00698	0
KRT8P35	0
UBL5P3	0
SYNPR	0.0176371
SYNPR-AS1	0
RNA5SP134	0
SNTN	0
AC136289.1	0.135127
C3orf49	0.0760019
THOC7-AS1	0.0366917
SCAANT1	0.647496
PSMD6-AS2	1.3514
RP11-245J9.5	1.37897
PSMD6-AS1	2.34416
RP11-245J9.6	0.80463
PRICKLE2-AS1	0.0485473
U3	0
LINC00994	0.0260125
PRICKLE2	1.8889
PRICKLE2-AS2	0
PRDX3P4	0
PRICKLE2-AS3	0
RP11-14D22.1	0
RNU6-739P	0
ADAMTS9-AS1	0.323572
ADAMTS9-AS2	0.536825
LINC02040	0
RP11-88H12.2	0.582475
ILF2P1	0
RPL17P17	0
MAGI1-IT1	0.13036
MAGI1-AS1	0
Y_RNA	0
RP11-320P11.1	0
RNU6-787P	0
RN7SL482P	0
LRIG1	2.44912
RP11-814M22.2	0
RPL21P41	0
KBTBD8	0.449067
MIR4272	0
RP11-85I21.1	0
NDUFB4P1	0
SUCLG2-AS1	0.773967
FAM19A1	0.104378
COPS8P2	0.069979
RP11-1008M1.1	0
RP11-436J20.1	0
PSMC1P1	0.565676
FAM19A4	4.61949
RNA5SP135	0
CTD-2013N24.2	0.862182
MIR3136	0
LMOD3	0.116552
FRMD4B	2.59371
RBM43P1	0
RP11-62G11.1	0
RP11-62G11.2	0
RP11-444P10.1	0
MITF	3.38294
RN7SL418P	0
SAMMSON	0
RP11-963H1.1	0
UQCRHP4	0
RP11-231I13.2	0
COX6CP6	0
HMGB1P36	0
RNU6-281P	0
FOXP1	2.4023
RP11-298C2.1	0
FOXP1-AS1	0
MIR1284	0
RP11-154H23.5	0
FOXP1-IT1	0
RP11-154H23.3	0.151463
RP11-154H23.4	0
EIF4E3	3.80107
GPR27	1.16398
PROK2	0.0911449
RN7SL271P	0
UBE2Q2P9	0
LINC00877	0.0655024
RP11-398A8.4	0
RP11-398A8.5	0
RP11-398A8.2	0
RP11-398A8.1	0
LINC00870	0.0439344
RP11-433A10.3	0
RP11-433A10.2	0
RP11-447M4.1	0
RP11-654C22.2	0
RNU1-62P	0
RP11-654C22.1	0
RNA5SP136	0
RP11-624D20.1	0
PSMD12P	0
LAPTM4BP2	0
GXYLT2	4.68187
Metazoa_SRP	0
FTH1P23	1.28976
RNU7-19P	0
EBLN2	1.83441
RNU6-557P	0
RNU2-64P	0
CCDC75P1	0
RNU6-1270P	0
RNU7-119P	0
PDZRN3-AS1	0.100706
CTD-2006M22.2	2.42954
RP11-451J24.1	0
LINC02005	0
Metazoa_SRP	0
LINC02047	0
RP11-781E19.1	0
AKR1B1P2	0.26513
CNTN3	0.198625
NIPA2P2	0
RN7SL294P	0
MIR4444-2	0
HNRNPA3P6	1.11289
MYLKP1	0
OR7E66P	0
OR7E22P	0
OR7E55P	0
RP11-803B1.2	0
LSP1P2	0
RP11-803B1.3	0
ALG1L6P	0.292705
FAM86DP	4.21229
LINC02018	0.321213
ENPP7P2	0.0836753
SNRPCP10	0
CTD-2026G6.3	0
RPS3AP15	0
RP11-413E6.2	0
OR7E121P	0
UNC93B3	0.0674157
RPL23AP49	0.259062
RP11-413E6.11	0
CLUHP10	0
MIR1324	0
AGGF1P3	0
RARRES2P1	0
FRG2C	0
DUX4L26	0.140748
LINC00960	0.608109
ZNF717	1.9939
ROBO2	0.0763961
Y_RNA	0
RP11-550F7.1	0.240146
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0.0710812
RP11-564P9.1	0
RNU2-28P	0.151298
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0.0151629
RPL7AP23	0
CYP51A1P1	0.0273245
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
CADM2	0.0813693
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0
THAP12P2	0
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
VGLL3	0.966788
PPATP1	0
LINC00506	0.103769
MIR4795	0
POU1F1	0.0409743
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	0.0207659
ZNF654	4.08793
CBX5P1	0
ABCF2P1	0
RP11-249L12.1	0
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
EPHA3	0.31525
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0
RNU6-488P	0
Y_RNA	0
RNU6-511P	0
ARL13B	2.88215
HMGN1P7	0
STX19	0.070275
DHFR2	4.39484
NSUN3	3.6907
RBBP4P2	0.170246
ARMC10P1	0.0853629
RP11-118N24.2	0
WDR82P1	0
LINC00879	0
RPS18P6	0
MTHFD2P1	0.0270515
RP11-598F17.2	0
HNRNPKP4	0.873224
MIR8060	0
RP11-124D9.1	0
RNU6-1094P	0
RPL18AP8	0
RCC2P5	0
CDV3P1	0
EPHA6	0.00611479
RP11-529P9.1	0
RP11-389G6.3	0
ARL6	2.57296
RP11-389G6.5	0
CRYBG3	3.159
RP11-389G6.4	0
GABRR3	0
OR5BM1P	0
OR5AC1	0
OR5AC2	0
RP11-343D2.11	0
OR5AC4P	0
POU5F1P7	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H5P	0
OR5H3P	0
OR5H4P	0
RP11-325B23.2	0
OR5H7P	0
OR5H6	0
OR5H2	0
OR5H8	0
OR5K4	0
OR5K3	0
UBFD1P1	0
OR5K1	0
OR5K2	0.0765995
RPL38P4	0
RP11-227H4.5	0
GPR15	0.0179504
RP11-227H4.1	0
WWP1P1	0
ST3GAL6-AS1	0.905585
PDLIM1P4	0.920966
RNU6-26P	0.243266
CTD-2021J15.1	0
RNU6-1263P	0
LINC00973	0
U7	0
ACTG1P13	0
RP11-121C1.1	0
RP11-779P15.1	0
RP11-779P15.2	0
RP11-201E8.1	0
COL8A1	4.83161
RP11-383I23.2	0.166929
MIR3921	0
TMEM30CP	0
DUSP12P1	0
VTI1BP1	0
LNP1	2.23584
ADGRG7	0
SNORA31	0
GMFBP1	0
ABI3BP	4.72448
RP11-301G23.1	0
RNU6-865P	0
ACTR3P3	0
IMPG2	0.177279
ZNF90P1	0
RP11-144C15.1	0
RP11-144C15.2	0.356721
Y_RNA	0
FAM172BP	0
RP11-454H13.1	0
RNU6-1256P	0
Y_RNA	0
Y_RNA	0
RNY1P12	0
ZBTB11-AS1	1.79206
PDCL3P4	1.44234
CEP97	2.85455
NXPE3	2.3735
LINC02085	0
Y_RNA	0
RP11-221J22.2	0
ZPLD1	0
RP11-280H21.1	0
RNU6-461P	0
RNU1-43P	0
NDUFA4P2	0
MIR548AB	0
RP11-628J14.1	0
TUBBP11	0
RAP1BP2	0
RP11-281P11.1	0
RP11-93B21.1	0
Y_RNA	0
Y_RNA	0
LINC00882	0.666468
FCF1P3	0
MTND4P16	0
MTND4LP3	0
MTND3P6	0
MTCO3P35	0
MTATP6P22	0
MTND5P16	0
MTND6P6	0
MTCO1P35	0
MTND1P16	0
MTND2P14	0
RNU6-1308P	0
RP11-561O4.1	0
DUBR	3.46073
RP11-446H18.5	0.171889
RP11-446H18.1	0.61253
RP11-446H18.6	0.50097
CCDC54	0.181254
LINC01990	0.317103
LINC00635	0
LINC00636	0.0767922
RP11-861A13.3	0.295504
LINC01215	0.0297053
HHLA2	0.0212598
HNRNPA1P17	0
MYH15	0.0820343
RP11-381E24.1	0.473869
KIAA1524	1.39876
SNORA70	0
RP11-381E24.4	0
RP11-148O7.2	0
RETNLB	0
TRAT1	0.0879609
GUCA1C	0
MORC1	0.00655413
U3	0
MORC1-AS1	0
FLJ22763	0
RP11-59E19.4	0
LINC00488	0
RNU6-1236P	0
RP11-59E19.3	0
DPPA2	0
Metazoa_SRP	0
DPPA4	0.0260498
RP11-397K18.1	0
RP11-702L6.1	0
H3F3AP3	0
LINC01205	0
PPIAP15	0
MIR4445	0
RP11-457K10.1	0
DIMT1P1	0
RP11-457K10.2	0
