Name	Heart - Left Ventricle
NT5DC4	0
CKAP2L	0.0215966
IL1A	0
IL1B	0.127328
RP11-67L14.1	0
XIAPP3	0
IL37	0
CDK8P2	0
IL36G	0
HMGN2P23	0
AC016724.6	0
IL36A	0
IL36B	0
IL36RN	0.00641369
IL1F10	0
RNU6-1180P	0
IL1RN	0.315801
PSD4	0.400149
AC016683.5	0
PAX8-AS1	1.5397
PAX8	0.324911
IGKV1OR2-108	0
AC016745.3	0
RP11-480C16.1	0
FOXD4L1	0.0167846
LINC01961	0
PGM5P4-AS1	0.0721608
PGM5P4	0.717786
FAM138B	0.0510558
MIR1302-3	0
WASH2P	2.59087
DDX11L2	1.03411
RP11-395L14.18	0.654712
RPL23AP7	1.07845
RABL2A	2.04355
RP11-395L14.17	0.0414554
RP11-395L14.13	0.0476019
AC017074.1	0
AC017074.2	0.144047
RNU6-744P	0
MIR4782	0
AC024704.2	0
AC104653.1	0.0481332
RP11-141B14.1	0.0554012
RP11-141B14.2	0
LINC01191	0.0209124
AC110769.3	0
U3	0
AC010982.2	0
SEPHS1P7	0
RNU2-41P	0
DPP10	0.00554034
DPP10-AS3	0
DPP10-AS2	0
DPP10-AS1	0
RPSAP23	0
RP11-338I24.1	0
AC062016.1	0
MTCYBP39	0
AC062016.3	0
MTND1P28	0
MTND2P21	0
MTCO1P43	0
RNU7-190P	0
AC092170.1	0
AC009312.1	0
AC009404.2	0.311361
HTR5BP	0.0394361
AC009303.3	0
AC009303.1	0.0043263
RP11-98C1.2	0
AC009303.2	0.928924
RN7SL111P	0
INSIG2	4.80536
AC093901.1	0
LINC01956	0
EN1	0
MARCO	1.10709
RP11-77A13.1	0
C1QL2	0.0314186
RN7SL468P	0
STEAP3-AS1	0.102263
C2orf76	2.23698
TMEM37	0.640363
SCTR	0.146448
AC013275.2	0.349985
CFAP221	0.0377902
TMEM177	2.96177
AC069154.4	0
PTPN4	1.89239
AC016691.2	0
EPB41L5	2.62448
Y_RNA	0
MTATP6P26	0.117652
MTCO3P43	0.0718205
MTND3P10	0
MTND4LP14	0
MTND4P26	0.0601536
MTND5P28	0.0449386
AC012363.4	0
AC012363.13	0
INHBB	1.98747
LINC01101	0
AC073257.2	0.120511
AC073257.1	0
Y_RNA	0
AC018866.1	0
GLI2	0.454175
RP11-297J22.1	0
Y_RNA	0
AC067960.1	0
AC079988.3	0
TFCP2L1	0.0971153
AC013399.3	0
RP11-204L24.2	0.138719
RNU4ATAC	0.256004
Y_RNA	0
NIFK-AS1	1.60208
RPL12P15	0
RP11-416H1.2	0.02185
NPM1P32	0
RP11-416H1.1	0
LINC01823	0
AC062020.2	0
LINC01826	0
AC073409.1	0
AC092646.1	0
AC092646.2	0
RP11-329A6.1	0
RN7SKP102	0
AC079154.1	0
CNTNAP5	0
MTND5P22	0
RP11-56O18.1	0
RNA5SP102	0
RNU6-259P	0
LINC01889	0
AC097499.2	0
LINC01941	0
AC023347.1	0
AC023347.2	0
YWHAZP2	0.0284245
AC013474.4	0.151924
RNU6-675P	0
AC114783.1	0
RNU7-182P	0
RP11-521O16.1	0
RP11-521O16.2	0
NIFKP9	0
CYP27C1	0.103837
AC110926.4	0
MAP3K2	3.30291
RNU6-1147P	0
AC068282.3	0.118289
PROC	0.0494315
MIR4783	0
AC010976.2	0.219506
RNU4-48P	0
MYO7B	2.03833
RNY4P7	0
Y_RNA	0
RP5-935K16.2	0
POLR2D	4.29772
Metazoa_SRP	0
RP11-395A13.2	3.22882
AC012306.2	0
AC108059.1	0
Y_RNA	0
UGGT1	4.99817
AC108059.4	0
AC108059.2	0
DYNLT3P2	0
AC017079.3	0
AC017079.4	0
Y_RNA	0
RNA5SP103	0
ISCA1P6	0
AC012451.1	0
AC068483.1	0
LINC01854	0
AC019050.1	0
AC079776.1	0
PLAC9P1	0.576133
LINC01856	0
AC079776.4	0
RAB6C-AS1	0.213592
RAB6C	0.0931723
FAR2P1	0
AC079776.6	0
AC018865.5	0
ARHGAP42P2	0
KLF2P1	0
CYP4F27P	0
POTEF	0.00960492
AC018865.11	0
AC018804.3	0
RNU6-1049P	0
MED15P9	0
CCDC74B	0.199462
AC018804.6	0.0414506
RHOQP3	0.119623
NOC2LP1	0.942432
AC134915.1	0
MED15P5	0
MTND1P29	0
MTND2P22	0
MTCO1P7	0
MTCO2P7	0
MTATP6P7	0
MTCO3P7	0
RP11-803A13.2	0
RP11-803A13.3	0
MTND4P27	0
MTND5P29	0
MTND6P8	0
MTCYBP8	0
AC068137.13	0
RP11-803A13.1	0
AC132479.4	0
FAR2P2	0.307705
KLF2P2	0
CYP4F62P	0
POTEI	0.00368613
RNU6-473P	0
AC013269.3	0
Metazoa_SRP	0
CFC1B	0
AC013269.4	0
AC013269.5	0
TISP43	0
AC140481.4	0
CFC1	0
Metazoa_SRP	0
POTEJ	0.0245555
RNU6-848P	0
CYP4F30P	0
FAR2P3	0
KLF2P3	0
GPR148	0
AC140481.8	0
AMER3	0
CYCSP8	0
AC133785.1	0
ARHGEF4	0.352694
NEK2P4	0
AC009477.7	0
NF1P8	0
MED15P8	0
POTEE	0.0298961
RNU6-127P	0
FAR2P4	0
KLF2P4	0
ARHGAP42P1	0
AC073869.2	0
WTH3DI	0.0191622
RP11-109E12.5	0
MTCYBP10	0
MTND6P10	0
MTND5P23	0
MTND4P21	0
RP11-109E12.7	0
RP11-109E12.6	0
MTCO3P18	0
MTATP6P4	0
MTCO2P18	0
MTCO1P18	0
MTND2P18	0
MTND1P26	0
MED15P3	0
RP11-109E12.4	0
LINC01120	0
GNAQP1	0
NOC2LP2	0.0327969
RHOQP2	0.2615
RP11-109E12.1	0.107054
MIR4784	0
CCDC74A	0.812483
MED15P4	0
POTEKP	0.0414227
RNU6-617P	0
RP11-433A19.2	0
LINC01087	0
GRAMD4P8	0
C2orf27A	0.297535
AC093724.2	0.344144
C2orf27B	0
RP11-788A1.1	0
AC103564.7	0
AC103564.6	0.00873969
AJ239322.3	0
AJ239322.1	0
LINC01945	0
AC093787.1	0
RP11-629P16.1	0
AC098826.4	0
AC098826.5	0
ANKRD30BL	0
RNA5-8SP5	0
MIR663B	0
CDC27P1	0
AC097532.2	0
ZNF806	0
RP11-725P16.2	0
FAM201B	0
RNU6-175P	0
GPR39	0
YBX1P7	0
RN7SKP103	0
LYPD1	0.0680616
AC010974.3	0
NCKAP5	0.419717
AC016909.2	0
AC016909.1	0
RP11-575M22.1	0
AC010890.1	0.0563692
RNU6-579P	0
RN7SKP154	0
NCKAP5-IT1	0
AC011243.1	0
RN7SKP93	0
MIR3679	0
RNA5SP104	0
EDDM3CP	0
TMEM163	0.345218
CCNT2-AS1	0.444079
VDAC2P4	0
AC110620.1	0
ACMSD	0
MIR5590	0
MAP3K19	0.00495515
SNORA40	0
ZRANB3	0.257908
AC064850.4	0.0243467
R3HDM1	3.13872
RNU6-512P	0
MIR128-1	0
LCT	0
Y_RNA	0
AC011893.3	0
MCM6	2.33619
AC011999.1	0
DARS-AS1	0.0322737
AC068492.1	0
CXCR4	3.02576
HNRNPKP2	0.0803307
RP11-1193F23.1	0
UBBP1	0.0935462
RN7SKP141	0
SMC4P1	0
THSD7B	0.0730567
RNA5SP105	0
Y_RNA	0
HNMT	1.96281
LINC01832	0
AC097523.1	0.0310369
YWHAEP5	0.04699
AC097523.3	0
AC097721.1	0
AC097721.2	0.0866609
AC114763.1	0
SPOPL	2.60554
AC092620.2	0
RP11-231E19.1	0
AC092620.3	0
NXPH2	0
RN7SKP286	0
YY1P2	0
AHCYP4	0
AC062021.1	0
AC016710.1	0
SNORA72	0
MRPS18BP2	0
AC012497.2	0
AC078851.1	0
RN7SL283P	0
LINC01853	0
MTCO1P44	0
MTND2P19	0
MTND1P27	0
LRP1B	0.00981282
uc_338	0
MIR7157	0
AC117947.1	0
AC010740.1	0
Y_RNA	0
RNU6-904P	0
AC068287.1	0
AC078882.1	0
UBE2V1P14	0
AC013444.1	0
KYNU	0.0488995
RP11-470B22.1	0
ARHGAP15	0.625662
MTCYBP11	0
MTND6P11	0
MTND5P24	0
MTND4P22	0
MTND4LP12	0
MTND3P9	0
MTCO3P5	0
RP11-190J23.2	0
MTCO2P5	0
RP11-190J23.1	0
AC096558.1	0
RP11-570L15.2	0
RP11-570L15.1	0
AC079584.3	0.06411
AC092652.1	0
RP11-434H14.1	0
CTD-2252P21.1	0
AC079584.2	0
Y_RNA	0
AC016910.1	0.0195089
GTDC1	1.72534
ZEB2	4.80364
RP11-107E5.4	0
RP11-107E5.3	0.0522726
ZEB2-AS1	0.0931215
LINC01412	0
TEX41	0.0135495
AC023128.1	0
VIS1	0
AC023128.2	0
LINC01966	0
AC064865.1	0
RPL6P5	0
AC092484.1	0
AC079163.1	0
AC079248.1	0
RP11-24J11.1	0
AC062031.1	0
RNU7-2P	0
RPL17P12	0
AC093084.1	0
PABPC1P2	0
RP11-638D14.1	0
LINC01911	0
AC062032.1	0
RNU6-692P	0
Y_RNA	0
RNU6-715P	0
RNA5SP106	0
AC009480.4	0
ACVR2A	1.78032
RNU6-1275P	0
AC009480.3	0
ORC4	3.70539
MBD5	0.624735
RP11-567F11.1	0.133639
RP11-567F11.2	0.0347331
SNORA48	0
AC019070.1	0
RPS29P8	0
EPC2	4.28631
RNU2-9P	0
UBBP3	0
AC105402.4	0
AC105402.2	0
AC105402.3	0
KIF5C	0.298128
LYPD6B	0.00738031
TXNP5	0
FAM8A3P	0
LYPD6	0.0570137
AC007394.3	0
AC144449.1	0.0883545
RNU6-601P	0
LINC01931	0
LINC01818	0
LINC01817	0
LINC01920	0
AC104777.3	0
AC104777.1	0
AC104777.4	0
AC023469.2	0
AC023469.1	0
AC018731.3	0
FABP5P10	0
RBM43	0.687492
NMI	2.46288
TNFAIP6	2.47176
RN7SL124P	0
RIF1	1.7748
NEB	0.238245
CACNB4	0.0576818
AC079790.2	0
STAM2	4.57053
RPL30P2	0
Y_RNA	0
FMNL2	3.83793
AC012066.1	0.0880697
RP11-17G11.1	0
ARL6IP6	2.22014
AC009969.1	0
UBQLN4P2	0
ATP5F1P4	0
AC011901.2	0
AC079150.2	0
LINC01850	0
RPL23AP29	0
AC012501.3	0
AC012501.2	0
SNORD56	0
RPRM	0.0410973
DNAJA1P2	0
GALNT13	0.0310554
PHBP4	0
AC009227.2	0
AC009227.3	0
RNA5SP107	0
AC061961.2	0
KCNJ3	0.147879
CBX3P6	0
AC092625.1	0
RNU6-1001P	0
MTCO1P45	0
MTND2P20	0
ATP5A1P2	0.144514
MTND4P28	0
MTND5P30	0
MTND6P9	0
MTCYBP9	0
RNU6-546P	0
LINC01876	0.0280565
AC073551.1	0
RP11-605B16.1	0
NR4A2	1.50108
GPD2	2.43283
LINC01958	0
RPLP0P7	0
CDK7P1	0
GALNT5	0.0518774
RN7SKP281	0
ERMN	0.073124
FAM133DP	0.0313241
CYTIP	0.53749
ACVR1C	0.0417203
AC019186.1	0.165068
UPP2	0
RP11-546J1.1	0.300646
RNU6-436P	0
RP11-1152H14.1	0.206583
AC005539.2	0
RNU6-932P	0
PTP4A1P1	0
UPP2-IT1	0
CCDC148-AS1	0
CCDC148	0.0509668
HNRNPDLP2	0
RN7SL393P	0
AC005042.2	0.0799471
PKP4-AS1	0.15563
AC005042.5	0
AC005042.3	0
DAPL1	0.0525287
OR7E89P	0
OR7E28P	0
OR7E90P	0
RNU2-21P	0
BTF3L4P2	0.160029
RNU6-580P	0
GSTM3P2	0
MIR6888	0
WDSUB1	4.59893
BAZ2B	2.34568
AC008277.1	0
RP11-311B14.1	0
Y_RNA	0
AC009506.1	2.58774
AC009961.3	0.138153
AC009961.2	0.0305336
CD302	4.31953
LY75	0.245322
AC009961.5	0
PLA2R1	0.539552
ITGB6	0.74399
RP11-20F18.1	0
RN7SL423P	0
AC009313.2	0
AC009313.1	0
TANK	4.93872
AC009299.2	0.0163021
LINC01806	0
AC009299.4	0
AC009299.5	1.07134
RNA5SP108	0
TBR1	0
AC009487.4	0
SLC4A10	0.0052858
AC009487.5	0
RP11-334E15.1	0
AC009487.6	0.0492131
snoU13	0
AC062022.1	0
KRT18P46	0
RPEP5	0
DPP4	1.8248
AC008063.2	0.208372
TIMM8AP1	0.570559
EIF3EP2	0
AC008063.3	0
GCG	0
AC007750.5	0.0470612
FAP	0.5564
IFIH1	1.9275
GCA	2.39087
KCNH7	0.00646231
RNA5SP109	0
AC007740.1	0
RPL7P61	0
RNU6-627P	0
FIGN	2.23647
AC092684.1	0
PRPS1P1	0
CYP2C56P	0
RP11-452N17.1	0.352533
COBLL1	2.45487
AC019181.3	0.271059
SNORA70F	0.155627
AC013463.2	0.0183498
RNA5SP110	0
RNA5SP111	0
SLC38A11	0.548348
SCN3A	0.560458
SCN2A	0.0143493
MAPRE1P3	0
CSRNP3	0.428954
GALNT3	0.13112
AC009495.2	0
AC009495.4	0
AC009495.3	0.0313084
TTC21B	3.40052
TTC21B-AS1	0
AC010127.3	0.00585298
SCN1A	0.0339746
Y_RNA	0
RN7SKP152	0
SCN9A	0.14708
RP11-646I19.1	0.135847
AC092601.1	0
XIRP2-AS1	0.0746957
AC074363.1	0
RNU7-148P	0
CTAGE14P	0
AC016723.4	0
B3GALT1	0.0351537
AC067940.1	0
RN7SL813P	0
MIR4774	0
RNU6-766P	0
CERS6-AS1	0.0428136
NOSTRIN	4.55009
SPC25	0.130849
G6PC2	0.00884511
ABCB11	0.00585144
DHRS9	0.318874
AC007556.3	0
UBE2V1P6	0
LRP2	0.00884973
BBS5	4.75088
AC093899.3	0.0845672
CCDC173	0.0369329
AC016772.4	0
PHOSPHO2	1.07554
SNORA51	0
KLHL23	3.92123
PTCHD3P2	0.0278076
AC009967.3	0.0371941
AC092641.2	1.1073
RNU6-1006P	0
MYO3B	0.0036163
AC012594.1	0
HMGB1P4	0
AC007277.3	0
uc_338	0
LINC01124	0.0487088
SP5	0.0880093
AC007405.4	0.0228605
EIF2S2P4	0.178642
AC007405.6	0.900324
Y_RNA	0
ERICH2	0.976291
GAD1	0.0217731
AC007405.8	0
TLK1	3.84843
METTL8	1.06468
AC008065.1	0
DCAF17	1.98815
DAP3P2	0.0418637
AC007969.4	0
AC007969.5	4.00089
RPL21P38	0
RNU6-182P	0
METAP1D	2.68806
DLX1	0.0433479
DLX2	0
DLX2-AS1	0
AC104088.1	0
RP11-227L6.1	0
AC078883.4	0
AC078883.3	0.166297
AC093818.1	0.853894
PDK1	2.97884
Y_RNA	0
AC018712.2	0
RAPGEF4-AS1	0.0263308
snoU13	0
RAPGEF4	1.96298
ALDH7A1P2	0
MAP3K20-AS1	0.203486
RP11-1O7.1	0
AC092573.2	0
CDCA7	0.453558
AC073465.1	0
AC073465.2	0
AC073465.3	0
AC013410.1	0
AC013410.2	0
RP11-796E10.1	0
RPL5P7	0
AC106900.6	0
RP11-394I13.2	0.188958
RP11-394I13.3	0
LINC01960	0.0705458
RPSAP24	0
RP11-451F14.1	0
RN7SL65P	0
Y_RNA	0
AC013467.1	0
HNRNPA1P39	0
LINC01305	0
RP11-572N21.1	0
SP9	0
GPR155	3.47956
AC010894.3	1.85897
AC010894.4	0
RP11-483E17.1	0.0331988
AC018890.6	0.0138685
RNU6-5P	0
WIPF1	3.12566
AC010894.5	0
H3F3AP4	4.38266
CHRNA1	0.044728
CHN1	3.85536
RNU6-763P	0
RNU6-1290P	0
RP11-6C10.1	0
uc_338	0
MIR933	0
AC096649.2	0
AC096649.3	0
EXTL2P1	0
AC016751.3	0
AC016751.2	0
LNPK	3.02157
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	0.00867548
HOXD-AS2	0.0451931
HOXD9	0.0684219
HOXD8	0.205093
HOXD3	0.0775232
MIR10B	0
HOXD4	0.239811
RP11-387A1.5	0
HAGLR	0.148971
HAGLROS	0.0855898
HOXD1	0
RP11-387A1.6	0
RPSAP25	0
AC073069.2	0
AC017048.1	0
AC017048.2	0
MIR1246	0
RP11-324L17.1	0.0424407
LINC01116	0.14599
LINC01117	0
RNU6ATAC14P	0
AC092162.1	0
FUCA1P1	0
AC092162.2	0
RP11-632P5.1	0.0257877
AC073636.1	0
RNU6-187P	0
AC079305.11	0
RNA5SP112	0
AC079305.8	0
AC079305.5	0
Y_RNA	0
KRT8P40	0
DNAJC19P5	0.403891
MIR3128	0
AC079305.10	0.13185
AC074286.1	0.332346
RP11-337N6.2	0.0642333
RP11-337N6.1	0.0315924
MIR6512	0
RP11-337N6.3	0.403421
AC019080.1	0
snoU13	0
AGPS	3.73096
TTC30B	0.52879
AC073834.3	0
TTC30A	1.26785
PDE11A	0.125328
AC012499.1	0
AC011998.1	0
API5P2	0
AC011998.2	0
RNU6-629P	0
CYCTP	0
AC011998.4	0
RBM45	1.93824
RNU5E-9P	0
OSBPL6	0.952234
AC009948.5	1.71163
DFNB59	0.90968
AC009948.7	0.232341
FKBP7	2.6745
PLEKHA3	1.95381
TTN-AS1	0.660073
RP11-65L3.4	0.123784
RP11-65L3.2	0.16027
RP11-65L3.3	0.0315687
RP11-171I2.5	0
RP11-171I2.2	0.156412
RP11-171I2.4	0.145151
RP11-171I2.3	0.303739
RP11-171I2.1	1.92218
RNU7-104P	0
RPS6P2	0
SESTD1	3.14539
AC093911.1	0
AC068042.1	0
ZNF385B	0.159114
AC092642.1	0
MIR1258	0
SNORA43	0
RP11-512G4.1	0
AC009478.1	0
SCHLAP1	0
RP11-739A13.1	0
FTH1P20	1.68848
AC104076.2	0
AC104076.3	0
AC068196.1	0
LINC01934	0
MIR4437	0
AC020595.1	0
ITGA4	0.221697
CERKL	0.186016
NEUROD1	0
AC013733.3	0
AC013733.4	0
SAP18P2	0
RNU6ATAC19P	0
RP11-366L5.1	0.137135
PPP1R1C	3.55104
KRT18P29	0
RNA5SP113	0
PDE1A	2.14804
RN7SL267P	0
DNAJC10	3.48897
Y_RNA	0
FRZB	2.25064
RNU6-1122P	0
Y_RNA	0
SNORA77	0
KRT8P10	0
DUSP19	1.22234
AC064871.3	0
NUP35	2.77263
RP11-438L19.1	0.205881
LIN28AP1	0
CACYBPP2	0.262811
AC093639.1	0
MIR548AE1	0
RP11-363K21.1	0.0178359
ZNF804A	0.00768147
RPL23AP33	0
AC080125.1	0
U8	0
AC007966.1	0.0425783
FSIP2	0.0497228
FSIP2-AS1	0.162327
RPL21P32	0
LINC01473	0.195635
AC104058.1	0
RPL23AP35	0
RP11-410E4.1	0.0717653
MED28P3	0
DPRXP1	0
AC017101.10	0
FAM171B	0.577376
ZSWIM2	0
AC018735.1	0
RN7SKP42	0
AC007319.1	0.22195
RNU6-989P	0
CALCRL	4.22877
GAPDHP59	0
LINC01090	0
ST13P2	0
AC104131.1	0
RNA5SP114	0
GULP1	0.426991
MIR561	0
AC079613.1	0
DIRC1	0
MIR3606	0
AC133106.2	0
MIR3129	0
KRT18P19	0
AC013439.4	0
RP11-88L20.1	0
ANKAR	0.476488
OSGEPL1	3.95041
RP11-455J20.3	0.302209
OSGEPL1-AS1	0.338262
PMS1	2.20963
C2orf88	3.86088
AC019178.3	0
HNRNPCP2	0.92931
AC019178.2	0
MSTN	0.088146
RP11-647K16.1	0.31757
NEMP2	0.583189
AC093388.3	0.521661
RN7SKP179	0
RP11-284E5.1	0.121198
AC006460.2	0
AC005540.3	0
AC067945.3	0
AC067945.2	0
AC067945.4	0
STAT4	1.00375
RNU6-959P	0
RP11-317J9.1	0.159446
HMGB1P27	0.0406815
AC092614.2	0.348473
RNU6-1045P	0
NABP1	0.540274
uc_338	0
AC098872.3	0
DNAJB1P1	0
AC098617.1	0.140227
TMEFF2	0.0475056
AC013401.1	0
AC013401.2	0
PCGEM1	0
RPS17P8	0
AC092638.1	0
AC092638.2	0
AC074290.1	0
RP11-764E7.1	0
AC068135.1	0
GLULP6	0
HNRNPA1P47	0
LINC01821	0
AC106883.1	0
Metazoa_SRP	0
SNORD59	0
LINC01790	0
AC010983.1	0
AC064834.1	0
RP11-762E8.1	0
RNU6-169P	0
LINC01825	0
LINC01827	0
SLC39A10	1.51033
AHCYP5	0
RNU6-915P	0
DNAH7	0.0225772
E2F3P2	0
AC114760.1	0
STK17B	1.2394
RP11-347P5.1	0.0318436
HECW2	3.03053
AC020571.3	0.0290643
RN7SL820P	0
RP11-369J9.1	0
CCDC150	0.122074
SCARNA16	0
GTF3C3	4.44349
C2orf66	0.111366
RP11-84A12.1	0
PGAP1	1.15255
ANKRD44	0.998175
HNRNPA3P15	0
AC017035.2	0
AC013264.2	0
ANKRD44-IT1	0
ATP5G2P3	0
AC010746.3	0
NPM1P46	0.0313625
SNORA4	0
RNU6-1029P	0
AC020550.7	0
RFTN2	1.13102
AC011997.1	0
MARS2	2.54916
BOLL	0.00612188
AC109589.1	0
LINC01923	0
AC019330.1	0
AC018717.1	0
AC018717.2	0
RNU7-147P	0
SATB2	0.19863
RP11-486F17.1	0
SATB2-AS1	0
LINC01877	0
SEPHS1P6	0.0520292
FTCDNL1	0.60307
AC073043.1	0.011013
AC108032.1	0
RN7SL717P	0
C2orf69	3.14959
TYW5	1.48159
RNY4P34	0
KCTD18	4.4993
SGO2	0.25247
AOX1	1.5676
AOX3P	0.00660228
LINC01792	0
AOX2P	0
RNU1-133P	0
AC007163.6	0
RNU6-31P	0
BICD1P1	0
RNA5SP115	0
Y_RNA	0.196804
RNU6-312P	0.516343
RNU6-762P	0
AC005037.3	0.219991
FAM126B	1.89641
HNRNPA1P35	0.0624994
RPL23AP30	0
RNU6-1206P	0
Metazoa_SRP	0
RP11-13J8.1	0
RPL17P10	0
IMPDH1P10	0
CFLAR-AS1	0.465913
RNU7-45P	0
CASP10	2.56659
MTND5P25	0.0298727
MTND4P23	0.0520126
MTND4LP13	0
CASP8	0.88345
ALS2CR12	1.42424
AC007256.5	0.0673892
Y_RNA	0
ALS2CR11	0.207599
MTCO2P16	0.0321975
MTATP6P16	0
MTCO3P16	0
MTND3P16	0
MTND4LP16	0
MTND4P29	0
MTND5P31	0
TMEM237	3.68618
MPP4	0.0442219
RNU6-651P	0
AC007279.2	0.0796441
CDK15	0.0607007
Y_RNA	0
UBE2V1P11	0
RNU6-440P	0
RP11-107N15.1	0.292492
KIAA2012	0.00602567
AC079354.3	0
AC079354.5	0
PSMA2P3	0
DAZAP2P1	0
AC079354.6	0
SNORD70	0
SNORD70	0
SNORD11B	0
SNORD11	0
RN7SL753P	0
AC064836.3	0.0438256
RP11-686O6.1	0
RN7SL40P	0.112581
RP11-686O6.2	0.874001
RP11-27M5.1	0
AC073410.1	0.311944
MTCO1P17	0
MTCO2P17	0
MTATP6P17	0
MTCO3P17	0
MTND3P17	0
MTND4LP17	0
MTND4P30	0
MTCO1P54	0
FAM117B	0.777824
ICA1L	1.06644
KRT8P15	0
WDR12	3.1143
CARF	1.18959
AC010900.2	0.0729241
RP11-544H14.1	0
NBEAL1	0.917172
RPL7P14	0
SNORA1	0
AC023271.1	0.0464393
RPL23AP36	0
RPL12P16	1.90436
CYP20A1	1.82688
RN7SL670P	0
MRPL50P2	0
RP11-363J17.1	0
RAPH1	1.11284
AC125238.2	0
AC125238.3	0
CD28	0.106148
KRT18P39	0
NPM1P33	0
RNU6-474P	0
CTLA4	0.173239
ICOS	0.0181329
AC009965.1	0
AC009965.2	0
AC009498.1	0
DSTNP5	0
AC106901.1	0
AC016903.1	0
AC016903.2	0
PARD3B	1.02601
AC008171.1	0
NRP2	0.916863
AC007362.3	0
RN7SKP178	0
AC007679.1	0
AC007679.3	0
INO80D	2.22346
Vault	0
Y_RNA	0
AC007679.4	0
AC007383.3	1.52918
uc_338	0
snoZ196	0
SNORD51	0
SNORA41	0.540064
GPR1	0.499938
GPR1-AS	0
RN7SKP200	0
AC007383.6	0
HMGN1P6	0
RN7SKP260	0
ZDBF2	1.16707
AC017081.2	0
HNRNPA1P51	0
AC010731.2	0.15069
AC010731.3	0
AC010731.4	0.337973
DYTN	0
AC010731.6	0
Y_RNA	0
MDH1B	0.450206
RP11-95H11.1	0
AC008269.2	0
CPO	0.289012
KLF7	4.93239
MIR2355	0
KLF7-IT1	0.123426
MIR7845	0
AC007879.1	0
AC007879.2	0.0522529
AC007879.4	0
AC007879.3	0
MYOSLID	0.0357281
AC007879.5	0
LINC01802	0
MIR1302-4	0
CREB1	3.43713
METTL21A	1.54881
RPS29P9	0
LINC01857	0
RNU6-664P	0
PPP1R14BP2	0
Y_RNA	0
CCNYL1	2.23996
FZD5	1.1417
PLEKHM3	2.11829
AC083900.1	0
RNU6-360P	0
AC093698.1	0
RNA5SP116	0
RPL12P17	0
CRYGEP	0
CRYGD	0
CRYGC	0
AC093698.4	0
CRYGB	0
CRYGA	0
C2orf80	0
RPSAP27	0
TPT1P2	0
IDH1-AS1	1.32873
PIKFYVE	3.45952
MYL6BP1	0
PTH2R	0.00898243
AC012362.3	0
AC019185.2	0
AC019185.4	0
AC019185.3	0
RNA5SP117	0
HSPA8P6	0
CRYGFP	0
MEAF6P1	0
PKP4P1	0
MAP2	1.25761
RNA5SP118	0
UNC80	0.0106953
SNAI1P1	0
RPE	4.53778
KANSL1L	2.79968
RP11-260M2.1	0.917588
AC007038.7	0.419049
AC006994.1	0.0438479
AC006994.2	0.0122312
ACADL	0.614051
Y_RNA	0
MYL1	0.414198
LANCL1-AS1	0.0396957
CPS1	0.453408
CPS1-IT1	0
RP11-212J19.1	0
AC013404.1	0
ERBB4	0.795177
RNA5SP119	0
MTND2P23	0
MTCO1P46	0
MIR548F2	0
AC079610.1	0
LINC01878	0
PCED1CP	0
AC108066.1	0
IKZF2	0.55039
RP11-105N14.1	0.626834
LINC01953	0
RP11-105N14.2	0
AC079610.2	0
SPAG16	1.69357
MIR4438	0
AC107218.3	0
RPL5P8	0
VWC2L	0.00331165
VWC2L-IT1	0
ENSAP3	0
BARD1	0.668497
AC072062.1	0
SNORA70	0
RPL10P6	0.814933
ABCA12	0.00477714
AC072062.3	0
AC073284.4	0
AC012462.1	0
AC012462.2	0
AC012462.3	0
AC012668.1	0
AC012668.2	0
AC012668.3	0
LINC00607	0.0442633
LINC01614	0
AC093850.1	0
AC122136.2	0
AC093382.1	0
MREG	0.198863
PECR	1.00235
TMEM169	0.08143
POLHP1	0
AC012513.4	0
RP11-566E18.1	0.964727
LINC01963	2.57621
MARCH4	0.0270576
AC012513.6	0
AC069155.1	0
Y_RNA	0
AC098820.2	0
SMARCAL1	3.48282
AC098820.3	0.110082
AC098820.4	0.026511
LINC01280	0
AC073321.4	0
PSMB3P2	0
AC007563.5	0
AC007563.4	0
RNA5SP120	0
AC007563.3	0
FABP5P14	0
AC007557.4	0
TNP1	0
AC007557.2	0
AC007557.3	0
AC007563.1	0
LINC01921	0
RP11-574O16.1	0
RN7SKP43	0
DIRC3-AS1	0
Pinc	0
DIRC3	0.235577
AC010886.2	0
RPL7L1P9	0.0655105
MIR6809	0
AC010136.2	0.574678
RUFY4	0.017754
CXCR2P1	0.0438482
CXCR2	0.327418
CXCR1	0.588103
HMGB1P9	0
RP11-378A13.1	0.592143
GPBAR1	0.643929
MIR6513	0
CATIP-AS2	0
MIR6810	0
AC021016.7	0.0755941
CATIP	0.024976
CATIP-AS1	0.301745
SLC11A1	2.69999
RP11-378A13.2	0
MIR26B	0
VIL1	0.0186353
USP37	0.579932
RN7SKP38	0
RNU6-136P	0
PLCD4	0.849303
RP11-548H3.1	2.12259
ZNF142	4.11113
STK36	3.26815
TTLL4	2.25154
RP11-459I19.1	0.245627
PRKAG3	0.0768591
MIR9500	0
RPL23AP31	0
WNT6	1.60737
WNT10A	0.0453453
LINC01494	0
RNU6-642P	0
AC097468.7	0
KRT8P30	0.0292659
CDK5R2	0.0384348
LINC00608	0.00523162
FEV	0.0317105
CRYBA2	0.0186983
MIR375	0
AC097468.4	0
CFAP65	0.0131785
