Name	Bladder
UGT2B27P	0
RP11-813N20.2	0
UGT2B26P	0
UGT2B7	0.192108
RP13-644M16.5	0
RP13-644M16.1	0
RP13-644M16.3	0
RP13-644M16.2	0
RP13-644M16.4	0
RP11-704M14.1	0
UGT2B11	0
RP11-618I10.1	0
UGT2B28	0.182717
RP11-618I10.4	0
RP11-618I10.2	0
RP11-618I10.3	0
UGT2B25P	0
RP11-790I12.6	0
UGT2B24P	0
RP11-790I12.3	0
RP11-790I12.4	0
UGT2B4	0.0390176
UGT2A3P7	0
RP11-401E5.2	0
UGT2A1	0
UGT2A2	0
SULT1B1	0.458125
SULT1D1P	0
SULT1E1	0.748824
RP11-736K12.1	0
CSN1S1	0
CSN2	0
STATH	0
HTN3	0
HTN1	0
CSN1S2AP	0
PRR27	0
ODAM	0.14888
FDCSP	0.200848
CSN3	0
CABS1	0
SMR3A	0
SMR3B	0
OPRPN	0
MUC7	0
AMTN	0
AMBN	0
ENAM	0.0299093
JCHAIN	2.48756
RNU6-520P	0
RNU6-784P	0
RP11-46J23.1	1.07056
U6	0
RNU6-891P	0
SLC4A4	0.644471
RP11-1J11.1	0
LDHAL6EP	0
GC	0.0460903
RNA5SP163	0
RP11-545L5.1	0
NPFFR2	0.248456
ADAMTS3	0.949061
RP11-373J21.1	0
HNRNPA1P67	0
RNU4ATAC9P	0
RNU6ATAC5P	0
HMGA1P2	1.03371
RP11-692D12.1	0.709937
SNORA3	0.29304
RP11-580P21.1	0
ALB	1.25045
AFP	0.0138122
AFM	0
RP11-622A1.2	0
RP11-622A1.1	0
RASSF6	1.43869
AC112518.3	0
CXCL8	0.86701
RP11-447E20.1	0
CXCL6	0.151688
PF4V1	0
CXCL1	1.53141
HNRNPA1P55	0
CXCL1P1	0
PF4	0.112471
PPBP	0.204923
CXCL5	0.0843683
RN7SL218P	0
CXCL3	0.417038
PPBPP2	0
RP11-629B11.4	0
CXCL2	4.94361
MTHFD2L	3.26222
RP11-629B11.5	0.0891152
EPGN	0.0615437
EREG	0.111931
RP11-727M10.1	0
AREG	4.92173
AC142293.3	0
HSPE1P23	0
RP11-44F21.3	0.0350857
RP11-44F21.2	0
RP11-44F21.5	1.87082
RP11-44F21.4	0
RP11-598G2.1	0
RP11-542G1.1	0
RP11-542G1.2	0
RP11-542G1.3	0
RP11-567N4.2	0
RP11-567N4.3	0
C4orf26	0.0553456
CDKL2	0.346258
Y_RNA	0
RNU2-16P	0
RP11-556N4.1	0
PPEF2	0.0885055
RP11-630D6.5	0
CXCL9	0.941194
ART3	0.584656
CXCL10	0.740622
CXCL11	0.0570605
RP11-630D6.1	0
FAM47E	0.926178
CCDC158	0.240506
SNX5P1	0
RNU6-1000P	0
RP11-356M17.1	0
SNORD50	0
SHROOM3	4.16448
RP11-688H10.1	0
RNU6-145P	0
MIR4450	0
MIR548AH	0
AC107072.2	0
RP11-359D14.2	0.102414
RP11-359D14.3	0
RP11-123J14.4	0
RP11-123J14.1	0
SOWAHB	0.36389
TXNP6	0.389238
RPL7P17	0.171332
RP11-1E1.2	0.0492696
RNU6-1187P	0
CTB-179I1.3	0
CTB-179I1.1	0
CTB-179I1.2	0
RP11-625I7.1	0
CXCL13	0.20338
SNORD75	0
RP13-488H8.1	0
RP11-777B9.1	0.0651467
HMGB1P44	0
HNRNPA1P56	0
RP11-777B9.4	0
RP11-777B9.5	0
FRAS1	0.26184
SERBP1P5	0.302183
MINOS1P4	0
Y_RNA	0
LINC01094	0.397208
HIGD1AP13	0
RP11-109G23.1	0
RP11-109G23.3	0
BMP2K	4.43515
MIR5096	0
RN7SL127P	0
LINC01088	1.94858
NAA11	0.0251508
GK2	0.0349806
LINC00989	1.06839
OR7E94P	0.431286
RP11-234K19.1	0.459468
RP11-452C8.1	0.220387
PCAT4	0.0484519
SNORA75	0
KPNA2P1	0
RPSAP39	0
RP11-377G16.2	0.263204
FGF5	0.024352
C4orf22	0
RP11-395C17.1	0
BMP3	1.12014
PRKG2	0.258575
RP11-100N20.1	0
RNU5A-2P	0
RASGEF1B	1.38292
MTCYBP44	0
COX5BP1	0
SNORA31	0
NPM1P41	0
HNRNPA3P13	0
RNU6-499P	0
BIN2P1	0
RP11-429B11.2	0
RP11-127B20.2	3.21345
RP11-127B20.3	2.53136
IGBP1P4	0
SNORD42	0
RPL7AP26	0.128178
RP11-791G16.2	0.101791
RP11-791G16.5	0
RP11-791G16.4	0
LINC00575	0
RP11-57B24.1	0.0743657
MIR575	0
RP11-57B24.2	0
THAP9	3.31406
LIN54	4.3701
Y_RNA	0
RNU6-615P	0
PLAC8	0.592669
RP11-576N17.5	0.0829935
RP11-576N17.2	0
RP11-576N17.3	0
HPSE	0.994488
RP11-576N17.6	0
RP11-576N17.4	0
FAM175A	4.15703
SLC25A14P1	0.16941
RPL30P5	0
Y_RNA	0
RP11-767N15.1	0
RP11-8L2.1	0.0415199
RNU6-774P	0
RP11-274J2.1	0
RP11-42A4.1	0
NKX6-1	0.0361764
RPL3P13	0
CDS1	2.13354
RN7SL552P	0
WDFY3-AS1	0
RNU6-469P	0
WDFY3-AS2	2.09669
RN7SKP48	0
RP11-218C23.1	0
MIR4451	0
RP13-514E23.2	0.747291
RP11-778J15.1	0.0563838
RN7SKP96	0
MIR4452	0
SLC10A6	0.561753
RP11-397E7.1	0.0660162
C4orf36	2.04483
RP11-397E7.2	0
RP11-397E7.4	1.42096
TECRP1	1.05368
RP11-476C8.2	0.160215
GAPDHP60	0.153406
RP11-529H2.1	0
MIR5705	0
HSD17B13	1.94446
RN7SL681P	0
RP11-710E1.1	0
RP11-710E1.2	1.43244
RP11-742B18.1	0
DSPP	0
DMP1	0
Y_RNA	0
CHCHD2P7	0
IBSP	0.0260163
MEPE	0
HSP90AB3P	0.721872
RNU1-36P	0.210522
ABCG2	2.67472
RP11-147K6.1	0
RNU6-818P	0
RNU6ATAC31P	0
RP11-147K6.2	0
RNU6-1298P	0
RP11-10L7.1	0.113003
Y_RNA	0
NCOA4P2	0.0307888
PYURF	2.36595
RP11-466G12.2	0.396322
RN7SKP244	0
RNU6-33P	0
TIGD2	4.53503
RP11-84C13.2	0.808718
RNU6-907P	0
GPRIN3	1.18768
RP11-115D19.1	0.0520187
SNCA	3.48702
RP11-115D19.3	0.052953
RP11-115D19.4	0
RP11-115D19.2	0
SNCA-AS1	0
CCSER1	0.796246
RN7SKP248	0
RP11-11N6.1	0
AC004054.1	0
RP11-763F8.1	0
RP11-254A24.2	0.07505
KRT19P6	0
RP11-354O24.1	0
PMPCAP1	0
RP11-562F9.3	0
LNCPRESS2	0
RP11-9B6.1	0
GRID2	0.0507576
MTND1P19	0
RP11-428L21.2	0
RP11-428L21.1	0
RP11-131K17.1	0
RP11-703C10.1	0
RNA5SP164	0
ATOH1	0
RP11-363G15.2	0
HMGB3P15	0
HPGDS	3.52181
RP11-398J16.1	0
RP11-554D13.1	0
BMPR1B-AS1	0
BMPR1B	0.302676
UNC5C	3.82174
RP11-710C12.1	2.72528
RPL30P6	0
PDHA2	0
RNU6-1059P	0
RNU6-34P	0
RP11-61G24.1	0
RP11-145G20.1	0
RN7SKP28	0
COX7A2P2	0
RP11-431J17.1	0
STPG2	0.0663692
RP11-681L8.1	0
STPG2-AS1	0
CRYZP2	0
RPL5P12	0.502307
DUTP8	0
RP11-323J4.1	0
RP11-810D13.1	0
RP11-724M22.1	0
RP11-1299A16.3	0.181626
RP11-1299A16.1	0
BTF3P13	0
EIF4E	4.45641
TBCAP3	0
RP11-571L19.7	0
FAM177A1P1	0
RNU7-149P	0
NDUFS5P4	0
MIR3684	0
ABT1P1	0
ADH4	0.23571
PCNAP1	0
ADH6	0.799431
ADH1A	0.878069
ADH7	0.0257053
RP11-696N14.3	0
C4orf17	0
TRMT10A	4.02246
MTTP	0.357465
RP11-766F14.1	0
RP11-766F14.2	0.112254
DAPP1	1.80811
AP001962.3	0
RP11-15B17.4	0.128597
RP11-15B17.1	0.367551
RP11-15B17.2	0
DYNLL1P6	0
DDIT4L	1.91234
RP11-588P8.1	0
LINC01216	0
LINC01217	0
LINC01218	0
MIR8066	0
MIR1255A	0
BANK1	1.27792
RNU6-462P	0
MTND5P5	0
RP11-498M5.2	0
RN7SL728P	0
RP11-499E18.1	2.09085
AF213884.1	0
AF213884.2	0.724797
AF224669.3	0
LRRC37A15P	0.648827
KRT8P46	0.478432
RP11-10L12.1	0.266401
RP11-10L12.2	0.0877287
RP11-10L12.4	3.46378
RNU7-151P	0
SLC9B1	0.448277
PABPC1P7	0.271167
ACTR3BP4	0
CENPE	0.571217
RP11-328K4.1	0.141053
RP11-297P16.3	0
RP11-297P16.4	0
DDX3P3	0
TACR3	1.16493
RNU6-635P	0
RP11-703G6.1	0
RP11-729M20.1	0
CXXC4	0.583887
AC004063.1	0
CXXC4-AS1	0
RP11-556I14.2	0
RP11-395M19.1	0
RP11-556I14.1	0
RNU6-351P	0
RP11-556I14.3	0
AC004069.1	0
SNORA31	0
AC004069.2	1.57385
TET2	4.38585
TET2-AS1	0.299599
RN7SL89P	0
RNU6-553P	0
EEF1A1P9	0.992887
AC004066.2	0
ATP5EP1	0
AC004066.3	0
ARHGEF38	0.015691
ARHGEF38-IT1	0
RP11-311D14.1	0
GSTCD	2.70616
RP11-45L9.1	0.0750874
RP11-710F7.2	0.121882
RP11-710F7.3	0.0680112
GIMD1	0
LINC02173	0
ACTR6P1	0
DKK2	0.121048
RAC1P5	0
RP11-713M6.2	0
RNU6-551P	0
RP11-286E11.1	0.0433018
RNU6-733P	0
RP11-286E11.2	0.0870904
LEF1	3.57287
LEF1-AS1	0.111774
RPSAP34	0
ZACNP1	0
EXOC7P1	0
RPL34-AS1	0.0684083
RNU6-431P	0
ETNPPL	0.0900481
RP11-75N20.2	0
RCC2P8	0
COL25A1	0.975022
AC004051.2	0
RBMXP4	0.32816
SEC24B-AS1	1.0392
RN7SL55P	0
MIR576	0
SETP20	0.3931
CDC42P4	0.253555
HIGD1AP14	0.20156
AC004067.5	0.989102
RP11-602N24.3	0.419337
RRH	0.286684
LRIT3	0.529984
KRT19P3	0
EGF	0.68952
RNU6-35P	0
ELOVL6	3.91144
RN7SL275P	0
RP11-115A14.1	0
HSBP1P2	0
RP11-433B3.1	0
RNU6-205P	0
ZBED1P1	0
ENPEP	2.40608
RPL7L1P13	0
ZNF969P	0
snoU2_19	0
RP11-380D23.1	0.445912
PANCR	0.334002
LINC01438	0
MIR297	0
LYPLA1P2	0
AC004062.2	0
RNU6-289P	0
RP11-255I10.1	0
RP11-255I10.2	0
RP11-269F21.1	0
RP11-269F21.2	0
RP11-269F21.3	0
CCDC34P1	0
TUBB8P3	0
RP11-477G18.1	0.124084
RP11-477G18.2	0.187255
RP11-73K9.2	1.6737
RP11-73K9.3	0.398123
RTEL1P1	0.0795261
TOX4P1	0.0432022
NEUROG2	0
RP11-402J6.1	0
RPL23AP94	0
ZGRF1	2.03471
RP11-402J6.3	0.733071
RP11-148B6.1	0.109589
MIR367	0
MIR302D	0
MIR302A	0
MIR302C	0
MIR302B	0
OSTCP4	0
RP11-148B6.2	0
WRBP1	0
RP11-119H12.1	0
Y_RNA	0
RPL7AP30	1.45082
RP11-119H12.3	0
ANK2	4.35248
RP11-119H12.4	0
RP11-119H12.6	0
RP11-119H12.5	0
RP11-650J17.1	0
RP11-650J17.2	0
MIR1243	0
MIR8082	0
AC004057.1	0.99634
RN7SL184P	0
RNU1-138P	0
RP11-397D21.1	0
ARSJ	4.6227
RP11-26P13.2	0.185155
RP11-362M19.1	0
UGT8	0.237583
MIR577	0
CIR1P2	0
RN7SL808P	0
NDST4	0.0339871
MRPS33P3	0
RPF2P2	0
PGAM4P2	0
KRT18P21	0
RP11-659O3.1	0
EIF3KP3	0
RP11-166J5.1	0
TTC39CP1	0
MTRNR2L13	0
TRMT112P1	0
CUL4AP1	0
RP11-55L3.1	0
ACTN4P1	0.12118
RNU6-119P	0
RP11-97F8.1	0
TRAM1L1	2.14725
AC107399.1	0
AC107399.2	0
AC113617.1	0
LINC01378	0
RPSAP35	0
NT5C3AP1	0.319638
AC108056.1	0
NDST3	0.0255953
FKBP4P1	0
PRSS12	0.978905
NDUFS5P5	0
RP11-586D5.3	0
CEP170P1	0.0437893
RNU6-1054P	0
CICP16	0.325433
SEPT14P4	0.480559
RP11-384K6.8	0.0893812
RP11-358D17.1	0.128367
RP11-358D17.2	1.86274
MYOZ2	0.863214
RP11-455G16.1	0.134395
FABP2	0.0268138
KLHL2P1	0.292848
RNU4-33P	0
RP11-548H18.2	0.12541
GTF2IP12	2.15975
RP11-33B1.4	0
RNU6-1217P	0
RP11-33B1.3	0.0475006
SNORA11	0
LINC01365	0
RP11-96A1.4	0
RP11-700N1.1	0
Y_RNA	0
RP11-96A1.5	0
MAD2L1	1.3169
RP11-679C8.2	0.061958
LTV1P1	0
SAR1P3	0
RP11-501E14.1	0
PRDM5	3.71016
RNU6-550P	0
SETP12	0.258903
RN7SKP137	0.108216
RP11-647P12.1	0
RP11-647P12.2	0
TNIP3	0.0610299
RNU6-948P	0
Y_RNA	0
QRFPR	0
RP11-364P2.2	0
TUBB4BP5	0
TMEM155	0.279724
PP12613	0
CCNA2	3.43157
RP11-63B13.1	0
TRPC3	2.90851
AC097533.1	0
RN7SL335P	0
ADAD1	0
IL2	0.108494
IL21	0
IL21-AS1	0.330559
CETN4P	0.242192
BBS12	3.20397
RP11-170N16.1	0
RP11-170N16.2	0
RP11-170N16.3	1.14669
NUDT6	2.58198
SPATA5	2.63971
CTB-51E13.1	0
RP11-381N20.2	0
RP11-381N20.1	0
LINC01091	0.171445
AC096732.2	0
RPL21P50	0
RP11-107E21.1	0
RP11-728C8.1	0
CTD-2325B11.1	0
RP11-93I21.2	0
TECRP2	0
RP11-93I21.3	0.283542
FAT4	4.76438
Y_RNA	0
MIR2054	0
RP11-399F2.2	0
NUP58P1	0
TMEM248P1	0
RP11-318I4.1	0
RP11-318I4.2	0
RBM48P1	0
Y_RNA	0
RP11-810P8.1	0
RP11-125O18.1	0
RP11-18O11.1	0
RP11-18O11.2	0
INTU	4.79455
SLC25A31	0
HSPA4L	2.35143
RP11-50D9.4	0.386944
RP11-50D9.1	0.341474
RP11-50D9.3	0.0886161
PLK4	0.984778
RNU6-583P	0
RP11-214O14.1	0
FOSL1P1	0.0407136
RP11-420A23.1	1.80313
RP11-130C6.1	0.26916
RP11-184M15.1	0.532708
RP11-184M15.2	0
JADRR	0
SCLT1	3.36962
RP11-209D20.2	0
AC093826.1	0
C4orf33	1.97343
RP11-392L5.2	0
ZSWIM5P3	0
RP11-378N18.1	0
RP11-419L4.1	0
RP11-519M16.1	0
RP11-422J15.1	0
EEF1GP8	0
RP11-521E5.1	0
PGBD4P4	0
GAPDHP56	0
RP11-401I19.2	0
RP11-401I19.1	0
RP11-488I4.2	0
RNU6-224P	0
RP11-314N14.1	0
RP11-758B24.1	0
RN7SL205P	0
SNORA70	0
RP11-614F17.1	0
RP11-614F17.2	0.061152
RPL7AP28	1.12501
RP11-745L13.2	0
RP11-789C2.1	0
RP11-1E22.1	0
ELL2P2	0
RP11-62N21.1	0
LINC01256	0
AARSP1	0
RP11-404I7.2	0
RP11-404I7.1	0
RP11-9G1.3	0.0914466
R3HDM2P1	0
PCDH10	1.31517
RP11-285A15.1	0
RP11-427M20.1	0.109745
PABPC4L	0.691688
RP11-400D2.2	0
PES1P1	0
RP11-400D2.3	0
CTD-2012I17.1	0
RP11-192C21.2	0
RP11-192C21.3	0
RP11-192C21.1	0.0580508
RP11-553P9.1	0.313018
RP11-553P9.2	0
RP11-553P9.3	0
U6	0
KRT18P54	0
TARS2P1	0
RP11-780O17.1	0
LINC00613	0
RNU1-89P	0
RP11-782E2.2	0
RP11-775H9.3	0
RP11-775H9.2	0
RP11-775H9.1	0
TERF1P3	0
RP11-625B21.1	0
RP11-138I17.1	0.0343383
RP11-785F11.1	0
SERF1AP1	0
STMN1P2	0
RPS23P2	0
LINC02172	0.0847428
RP13-884E18.2	0.119939
RP13-884E18.4	0.0954865
RP11-793B23.1	0
LINC00616	0
SLC7A11-AS1	0.0545865
SLC7A11	2.10165
RP11-733C7.1	0
LINC00498	0
LINC00499	0
LINC00500	0
RP11-310A13.2	0
RP11-173E2.1	0.0561167
RP11-173E2.2	0
RP11-98O2.1	0
RP11-371F15.3	0.0766259
RP11-577B7.1	0
NOCT	1.38471
RNU6-531P	0
RN7SL382P	0.21131
PPP1R14BP3	1.95126
Metazoa_SRP	0
RN7SL311P	0
Y_RNA	0
RNU6-506P	0
RNU6-1074P	0
MGARP	1.76701
RNU6-1214P	0
RP11-83A24.2	1.54602
RP11-83A24.1	0.109568
ACA64	0
FTH1P24	0.0589131
RP11-342I1.2	0.537696
RP11-308D13.3	0
RN7SKP237	0
H3F3AP6	0.577809
RN7SKP253	0
RP11-392B6.1	0
SCOC-AS1	0.68926
NDUFB4P9	0
RPL14P3	0.656379
CLGN	0.702847
MGAT4D	0
RP11-542P2.2	0
UCP1	0
RN7SL152P	0
RP11-5K16.3	0
TNRC18P1	0.334408
RNY1P14	0
RP11-102N12.2	0
RP11-102N12.3	1.05929
Y_RNA	0
RP11-586L23.1	0
RP11-362F19.1	0.181741
RP11-362F19.2	0
RP11-362F19.3	0.0765115
RP11-208N20.1	0
IL15	2.33913
INPP4B	4.13841
RPL5P13	0
LSM3P4	0
RP11-223C24.2	0
RP11-223C24.1	0
RP11-284M14.1	0.634565
RP11-54P19.1	0
RP11-364L4.3	0
Y_RNA	0
MIR3139	0
RP11-364L4.1	1.39267
RPSAP36	0.29511
RP11-58H15.3	0
SMARCA5-AS1	0
GUSBP5	0.888139
FREM3	0.0508285
RP13-578N3.3	0.467211
RP11-780M14.1	0.0257072
GYPE	1.00352
RP11-673E1.3	2.06741
RP11-673E1.1	0.523441
RP11-673E1.4	0.060355
GYPB	0
GYPA	0
RP11-361D14.2	0
KRT18P51	0
HHIP-AS1	4.19156
HHIP	2.77313
HSPD1P5	0
RP13-539F13.3	0
RP13-539F13.2	0
RN7SKP235	0
Y_RNA	0
RPS23P4	0
RP11-142A22.4	0.0301792
RTN3P1	0.125716
RP11-142A22.3	0.0466054
NMNAT1P4	0
SMAD1-AS2	0.0318681
SMAD1-AS1	0
RP11-557J10.5	0
MMAA	2.53421
NCOA4P3	0
RP11-557J10.4	0.109216
C4orf51	0
RP11-181K12.1	0.137569
RP11-181K12.2	0
Y_RNA	0
RP11-203B7.2	0
RP11-203B7.1	0
LINC01095	0
RP11-6L6.4	1.35658
RP11-6L6.2	0.95294
RP11-6L6.6	0
RP11-6L6.7	0
SLC10A7	3.1399
MIR7849	0
RNU1-44P	0
POU4F2	0
TTC29	0.0180691
RP11-292D4.2	0
RP11-292D4.1	0
RP11-292D4.3	0
RP11-292D4.4	0
MIR548G	0
RP11-364M6.1	0
PRMT5P1	0
RP11-752L20.3	0.592998
GTF2F2P1	0.226131
RP11-752L20.5	0.0675802
RP11-425A23.1	0
RNA5SP165	0
MIR4799	0
RN7SL254P	0
RP11-315D13.1	0.0701704
RP11-76G10.1	0
ASS1P8	0
RNA5SP166	0
RP11-503L19.1	0
ATP5LP4	0
RP11-360A10.1	0
CTB-191D16.1	0
RNU7-197P	0
RP11-563M4.1	0.0902229
RP11-342A1.1	0
RP11-24I21.1	0
RP11-526A4.1	0.0414712
RP11-707F2.1	0
AKIRIN2P1	0
RNA5SP167	0
RNU6-1230P	0
RP11-423J7.1	0
RNU7-194P	0
RP11-174F8.1	0
RP11-1336O20.2	0
MAB21L2	0.158572
ZBTB8OSP1	0
RNA5SP168	0
AK4P6	0
SNORD73B	0
SNORD73A	0
RP11-372K14.2	1.06684
RP11-731D1.1	0
PRSS48	0
RP11-731D1.3	0
RNU6-1282P	0
RP11-731D1.4	0.128653
RP11-610P16.1	0.284122
FAM160A1	0.802118
RN7SKP35	0
RP11-164P12.4	0
RP11-164P12.3	1.00807
RP11-424M21.1	0
RP11-503L23.1	0
RP11-73G16.3	0
RP11-73G16.2	0
RP11-73G16.1	0
RNA5SP169	0
RP11-18H21.1	0.0675607
RP11-18H21.2	0
RP11-18H21.3	0
RN7SL446P	0
RP11-461L13.4	0
RP11-461L13.5	0
RP11-461L13.3	0.379209
FBXW7-AS1	0
MIR3140	0
RP11-555K12.1	0.377143
RP11-555K12.2	0
TMEM154	2.00994
RP11-768B22.2	0
TIGD4	0.487105
RP11-529H22.1	0
FAM192BP	0.641589
FHDC1	2.26552
RP11-285C1.2	0
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.352292
MND1	0.517262
RN7SL419P	0
RP11-153M7.3	0.161757
WDR45P1	0.105065
RNF175	0.464312
RP11-153M7.5	0
RP11-290O12.2	0.621695
DCHS2	0.532495
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGB	0.173584
FGA	0.120204
FGG	0.0541666
LRAT	0.23623
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0
RNU2-66P	0
RNU2-44P	0
AC097467.2	0
RP11-92A5.2	0
NPY2R	0.028195
RP11-27G13.1	0
MAP9	2.80895
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0
GUCY1A3	3.37131
ASIC5	0
TDO2	0.0819981
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
GLRB	1.74698
RNU6-582P	0
GRIA2	0.0731597
RP11-392C20.1	0
RP11-364P22.1	0
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0.208719
RP11-597D13.9	3.79024
NUDT19P5	0.116774
TMEM144	2.2059
RP11-597D13.7	0.47157
RXFP1	0.0536853
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
C4orf46	3.8574
U3	1.52932
RNU6-128P	0
C4orf45	0.0707342
SNORD39	0
RP11-815N9.2	0.113746
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0
RPS14P7	0
RP11-234O6.2	0
FSTL5	0.0062911
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.366764
RP11-719L21.1	0
NPY1R	2.62398
NPY5R	0.196691
RPL35AP12	0
TKTL2	0
MARCH1	3.10558
RP11-218F10.3	3.2141
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0396954
ANP32C	0.0422619
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0.029778
RNU6-668P	0
APELA	0
TRIM60P14	0
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0
NACA3P	0.871574
RP11-366M4.8	0
TRIM61	0.502892
FAM218A	1.39789
RP11-366M4.11	1.44247
RP11-366M4.12	0
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0.118416
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0
TRIM75P	0
RNU4-87P	0
GK3P	0.0322303
MIR578	0
HADHAP1	0.0668011
SCGB1D5P	0
NOL8P1	0
RP11-511B7.1	0
LINC01179	0
TLL1	2.22161
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
SPOCK3	0.339029
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
RN7SKP188	0
RP11-521F1.1	0
RP11-310I9.1	0
ANXA10	1.16843
DDX60L	4.84459
SNORA51	0
BTF3L4P4	0
RP11-610J23.1	0
RNU6-1336P	0
RPL9P16	0
RP11-635L1.3	0.36388
RNU6-853P	0.353857
RNY4P17	0
RP11-483A20.3	0
RPL6P12	0
RP11-327O17.2	0
PTGES3P3	1.29193
RP11-205M3.1	0
RP11-205M3.3	0
RP11-6E9.5	0
RP11-6E9.4	0
MFAP3L	2.88692
APOBEC3AP1	0
RP11-654F3.1	0
LINC01612	1.21096
RP11-789C1.2	0.441291
RP11-796L2.1	0
HSP90AA6P	0.0727107
RP11-322J23.1	0
RP11-213L8.1	0
RNU6ATAC13P	0
RP11-344G13.1	0
RP11-344G13.2	0
RP11-384D10.1	0
MIR6082	0
RP11-717H13.1	0
RP11-97E7.1	0
LINC02174	0
GALNTL6	0.0934912
RP11-485C11.1	0
RP11-10K16.1	1.12954
RN7SL253P	0
MIR548T	0
RP11-798M19.3	0.273513
SCRG1	2.3396
RPL5P11	0.159561
RNU6-1096P	0
RP11-489G11.3	0.190785
RP11-475B2.1	1.8368
MORF4	0.0585375
RANP6	0
RP11-161D15.2	0
RP11-161D15.1	0.615096
RP11-161D15.3	0.209295
RP11-148L24.1	1.34653
RP11-248N22.1	0.644889
RP11-248N22.2	0
RP11-51M24.1	0
MIR4276	0
RP11-440I14.2	0.996068
RP11-440I14.3	0.820459
RP11-440I14.4	0
GLRA3	0.00581521
ADAM29	0.0176451
RP13-577H12.3	0
RP13-577H12.2	0
RP11-391J13.1	0
RP11-287F9.1	0
RP11-287F9.2	0
RP11-598D14.1	0
TSEN2P1	0
ADAM20P2	0
GPM6A	0.914148
RP11-806K15.1	0
RP11-598O12.1	0
MARK2P4	0
WDR17	1.70952
SNORA51	0
SPATA4	0.138297
RP11-87F15.2	0.855553
RP11-313E19.1	0
RP11-313E19.2	0
RP11-624A4.1	0
RP11-765K14.1	0
RN7SKP136	0
RP11-487E13.1	0
NEIL3	0.0336827
RP11-376O6.2	0
RP11-130F10.1	0.418268
RNA5SP172	0
RP11-140M13.1	0
LINC01098	0
LINC01099	0
RNU1-45P	0
RP11-84H6.1	0
RNA5SP173	0
SNORD65	0
RP11-296L20.1	0
RP11-404J23.1	0
RP11-774G5.1	0
NDUFB5P1	0
RP11-460H9.1	0
LINC00290	0
RP11-665C14.1	0
RP11-665C14.2	0
RP11-433O3.1	0
RP11-540E16.2	0
RN7SKP13	0
AC108142.1	0.162997
CCNHP1	0
TENM3	1.94866
RP11-402C9.1	0
MIR1305	0
RNU2-34P	0
RN7SKP67	0
RP11-18D7.3	0
RP11-18D7.2	0
RP11-188P17.2	0.572472
RP11-335L23.2	0
FAM92A1P2	0
RP11-335L23.4	0.0882475
RP11-335L23.5	0.284887
WWC2-AS2	0.652716
WWC2-AS1	0
CLDN24	0
RP11-451F20.1	0
RP11-692E14.1	0
VTI1BP2	0.0623523
RP11-367N14.2	0.237727
RP11-367N14.3	0.836086
RNU6-479P	0
RNU6-335P	0
RNU6-1053P	0.749757
RP11-499F19.3	0.139278
STOX2	3.47332
RP11-739P1.2	0.0913825
RP11-739P1.3	0.205132
RP11-616K6.1	0
ENPP6	0.912154
RP11-162O12.1	0
RN7SL28P	0
MYL12BP2	0.11759
RP11-290F5.2	0.258207
RP11-290F5.1	0.185335
SNORD79	0
RP11-326I11.5	1.34853
RP11-326I11.4	0.257005
RP11-326I11.1	0
RP11-242J7.1	0
CENPU	1.92704
SLED1	0.814102
RP11-701P16.2	0.177771
MIR3945HG	0.0440134
MIR3945	0
LINC01093	0
RP11-701P16.3	0
MIR4455	0
RP11-517M22.1	0
RP11-386B13.4	0
HELT	0
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	1.75739
