Name	Testis
RP11-385M4.2	0.13653
ATP5G2P1	0
LINC01698	0
MIR205HG	0.165918
MIR205	0
RP1-272L16.1	0.0598626
CAMK1G	1.68433
LAMB3	1.72895
MIR4260	0
ADORA2BP1	0.669332
TRAF3IP3	1.2104
C1orf74	3.25481
DIEXF	3.11879
SYT14	2.64217
SERTAD4-AS1	1.89484
SERTAD4	0.54558
ST13P19	0.23906
RP4-667H12.4	0.13195
HHAT	2.93522
RNU5A-8P	0
RP5-879K22.1	0
KCNH1	1.12983
IPO8P1	0.0236733
RP11-543B16.3	0.344432
KCNH1-IT1	0.46758
RP11-543B16.1	0.152248
RP11-543B16.2	0.146921
SNX25P1	0.751113
ARPC3P2	0.250416
RD3	0.127345
RP11-359E8.5	0.723872
RP11-354K1.2	0.201823
LINC01693	0
FDPSP8	0.569236
RP11-122M14.1	4.66973
RP11-122M14.3	0.650257
RN7SL344P	0
Y_RNA	0
RP11-565J7.1	0.532327
SNORA26	0
RPL21P28	0.863249
MIR3122	0
RN7SKP98	0
RP11-15I11.2	0.0926617
RP11-15I11.3	1.91545
RP11-384C4.6	0.0631047
RP11-384C4.7	0
RPL23AP18	0.488329
SNORA16B	0.383212
RP11-384C4.2	0.478943
LINC01740	0.946565
ATF3	3.68812
RP11-338C15.2	0.123167
RP11-338C15.3	0.382849
BATF3	1.02986
RP11-348H3.2	1.80367
FLVCR1-AS1	2.43164
RP11-348H3.5	0
RP11-348H3.8	0.103928
RPL31P13	0
RP11-554K11.2	1.6216
RP11-323I1.1	1.08937
PROX1-AS1	1.54786
LINC00538	0.0519057
RP11-478J18.2	0.893499
PROX1-AS1	0
RP11-53A1.3	0.0417832
RP11-176D17.3	1.72161
RP11-365D23.4	0.146593
KRT18P12	0
ABHD17AP3	0.630805
UBE2V1P13	0
GAPDHP24	0.380579
RP11-323K10.1	0
KCNK2	0.71059
VDAC1P10	0
RP11-199H2.2	1.20472
USH2A	1.21513
SNORD116	0
RP5-1111A8.3	0
MRPS18BP1	0
ESRRG	0.453519
SPATA17-AS1	4.93734
UBBP2	0.474801
LINC00210	0.242398
RP11-152L7.1	0
LINC01653	1.26788
RNU1-141P	0
RRP15	4.71389
RP11-224O19.4	0
RP11-224O19.5	0
TGFB2-AS1	0.249519
TGFB2	1.88113
C1orf143	0.330298
U3	0
NXNP1	0
LINC01710	0.250174
LYPLAL1-AS1	3.01168
RIMKLBP2	1.54867
RP11-135J2.3	0.549062
RP11-392O17.2	1.42256
RP11-392O17.1	0.202053
RP11-95P13.2	0
ZC3H11B	4.09121
SLC30A10	1.99632
RNA5SP76	0
U3	0.302202
MIR215	0
MIR194-1	0
RPS15AP12	0.573352
MIR664A	0
SNORA36B	0
RP11-568G11.4	0.180085
RP11-568G11.5	0
AURKAPS1	0.997277
XRCC6P3	0
RP11-302I18.1	0.0326716
RP11-302I18.3	0.43073
RP11-410C4.5	0.0715842
RP11-410C4.1	0
RP11-410C4.2	0
PRELID3BP1	0.20616
RN7SL464P	0
HDAC1P2	0.208297
MARC1	0.74318
RNU6ATAC35P	0
LINC01352	0.315285
HLX-AS1	0
HLX	3.70017
RP11-453O22.1	0.118902
C1orf140	0.247356
RP11-103C3.1	0.122908
RP11-103C3.2	0.383029
RNU6-403P	0
RP11-815M8.1	0.231044
RP11-400N13.2	0
LINC01705	0.0859913
RP11-400N13.1	0.454459
QRSL1P2	0
RP11-358H9.1	0.248634
CICP13	0.067346
RNU6-791P	0
RP11-378J18.10	1.94301
RP11-378J18.6	0.753562
RP11-378J18.8	1.37409
FAM177B	0.758682
NDUFB1P2	0.549171
TLR5	2.68199
RP11-239E10.2	0.0688493
RP11-239E10.3	0
RNU4-57P	0
CAPN8	1.45498
SNRPEP10	0
RNU6-1248P	0
PHBP11	0.281837
ACTBP11	0.129677
CICP5	0.11593
RNU6-1319P	0
RP11-504P24.9	0.774631
RP11-504P24.5	0.525783
RN7SKP49	0.198345
RP11-365O16.1	1.20218
SNORA72	0
RP11-365O16.3	0.0476272
RP11-365O16.6	0.658603
MIR320B2	0
RP11-365O16.5	0
RNU6-1008P	0
MIR4742	0
CNIH3	3.4994
AKR1B1P1	0
RP11-100E13.1	2.0559
RP11-100E13.3	0
RP11-3L21.2	0.337247
RP11-496N12.6	0.427492
RP11-496N12.9	0.18946
RP11-145A3.1	0.0673898
RP11-145A3.2	0.21954
RNU6-1304P	0
RP11-145A3.4	0
LEFTY1	1.67107
MIR6741	0
RP4-559A3.6	0
NDUFA3P3	0
LINC01703	1.24602
RP11-396C23.3	0
ACBD3-AS1	0.218442
RP11-275I14.2	4.0258
MIXL1	0.740697
YBX1P9	0
RP11-125A15.3	0
RP11-118H4.3	0
RP11-118H4.1	0
RN7SKP165	0
CDKN2AIPNLP1	0
STUM	3.39173
ITPKB-IT1	0.154467
ITPKB-AS1	0
RPS27P5	0
RP5-1087E8.2	0
RP11-1B20.1	0.330482
RP11-211A18.2	0.0493047
RP11-211A18.1	0.110662
LINC01641	0.910334
NUCKS1P1	0
BTF3P9	0
RP11-275O4.4	0
FAM166AP5	0
TUBB8P10	0
TUBB8P9	0.0204206
FAM166AP4	0.306949
RNA5SP77	0
ZNF678	2.91515
RP4-566D2.1	0
ZNF847P	0.246562
SNAP47-AS1	1.70978
WNT9A	3.79648
MIR5008	0
CICP26	0.019642
SEPT14P17	0
WNT3A	0.224865
RP5-881P19.7	0.173419
FAM96AP2	0.530649
RP11-520H14.7	3.88365
RP11-520H14.1	0
GJC2	2.8477
C1orf145	0.471288
OBSCN	2.57784
RP5-1139B12.2	0.379677
RP5-1139B12.3	0.378668
RP5-1139B12.4	2.73485
RP11-245P10.6	0.493648
RP11-245P10.4	1.63329
RPL23AP15	0
HIST3H2BB	0.435047
MIR4666A	0
HIST3H2BA	0
RP5-915N17.11	0.289635
BTNL10	0.420491
RNA5SP19	0
RNA5SP162	0
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RNA5S17	0
RNA5SP18	1.19309
DUSP5P1	2.99544
SNORA51	0.942498
FTH1P2	1.0109
RP4-799G3.1	0.139856
RP5-1065P14.3	0
ISCA1P2	0
RP5-1065P14.2	0.900193
RP5-1061H20.5	0.137823
TMEM78	0.130451
RP5-1061H20.4	3.6057
RP5-1061H20.3	0
RP4-803J11.2	0.82115
CCSAP	4.01557
RNU6-180P	0
RN7SKP276	0
RP5-1068B5.1	0
ACTA1	3.11867
RNU4-21P	0
RNA5SP78	0
HMGN2P19	0.20132
RP11-108F13.2	0.212745
HMGB1P26	0.0961187
LINC01736	0.266237
RP4-553F17.1	0.358691
LINC01737	0.125459
RP11-543E8.2	0.279785
CAPN9	0.368978
RP11-99J16__A.2	0.087404
RNA5SP79	0
RP5-858B6.1	0
RN7SL837P	0.163235
FAM89A	4.23875
RP11-423F24.3	0.601196
RP5-1097F14.1	0
TRIM67	0.392975
RP5-1097F14.3	0
C1orf131	4.62152
RNA5SP80	0
LINC00582	0.092489
DISC1	1.203
RNU5A-5P	0
DISC2	0
DISC1-IT1	0
RP5-865N13.2	0
RP5-865N13.1	0
RP11-284L19.1	0
RN7SL299P	0
RNU6-1211P	0
LINC01745	4.27273
RNU1-74P	0.728813
RP4-659I19.1	0.28523
PCNX2	3.81026
RPS7P3	0.602726
RP5-862P8.3	0
RNU4-77P	0
KCNK1	1.4024
MIR4427	0
RP11-301G21.1	0.0908003
SLC35F3	0.548222
RAC1P7	0
RP4-799P18.2	0.0309634
RP4-799P18.4	1.06254
RP4-799P18.5	0
MIR4671	0
RP5-827C21.1	0.414595
RP5-827C21.2	0.99641
RP5-827C21.6	1.53586
LINC01354	0.418564
RP5-855F14.2	3.02083
U8	0
LINC00184	0.112408
RP4-781K5.9	0.238151
RP4-781K5.4	2.41507
RP4-781K5.5	0.308545
RP4-781K5.6	0.122249
RP4-781K5.7	0.0492163
LINC01132	0.221704
RP11-400F1.1	0.0335679
RNY4P16	0
RN7SL668P	0
RP11-443B7.2	0
RP11-443B7.1	3.30851
RP11-443B7.3	0.0630613
LINC01348	0.0469276
RP4-597N16.1	0
RP4-597N16.4	0.183633
SNORA14B	0.477329
RBM34	2.04809
MIR4753	0
RPL23AP23	0
RP11-382D8.3	0.58666
RP11-382D8.5	0.0816381
RPS21P1	0.200563
MTCYBP14	0
MTND6P14	0
MTND5P19	0
MTND4P10	0
MTND4LP21	0
MTND3P8	0
MTCO3P46	0
GNG4	1.48764
RP11-293G6__B.8	0
RP11-365D9.1	0
LDHAP2	1.05489
LYST-AS1	0.0549323
MIR1537	0
RNU6-968P	0
RP5-940F7.2	0.079161
RP4-580N22.2	2.33922
Y_RNA	0
RP4-764D2.1	0.0844452
RNU2-70P	0
RP11-478H16.1	0.133414
EDARADD	2.58653
LGALS8-AS1	2.28635
RPSAP21	0.0886494
RPL35P1	0.709708
MT1HL1	0.321098
RYR2	2.67287
RN7SKP195	0
MIR4428	0
SNORA25	0
RP11-193H5.1	0.448779
ZP4	0.0132852
RP11-193H5.9	0
RP11-193H5.8	0
RP11-193H5.7	0
MTRNR2L11	0
MTCYBP15	0
MTND6P15	0
MTND5P18	0
YWHAQP9	0
RP11-136B18.1	0
RP11-136B18.2	0.996719
RNU6-725P	2.84685
LINC01139	0.327296
RP11-177F15.1	0.400747
KRT18P32	0.218872
MIPEPP2	0
RP11-307O1.1	0
RP11-544D21.2	0.727073
CHRM3	0.804615
CHRM3-AS1	0.100566
RP11-35L17.3	0
RP11-438O11.1	0.025173
FMN2	1.54455
RP11-567G24.1	0.139729
Y_RNA	0
ADH5P3	0.153139
RP11-567G24.3	0
Y_RNA	0
RP11-177F11.1	0
GREM2	0.71455
RP11-467I20.2	0
RP11-467I20.4	0
RP11-467I20.6	0
RP11-467I20.3	0
RNU5F-8P	0
RP11-467I20.5	0
Y_RNA	0
RP11-80B9.1	4.65357
THAP12P8	4.45916
RFKP1	0.11326
HNRNPA1P42	0
RP11-435F13.2	0
MIR3123	0
RP11-306K13.1	0
RP11-527D7.1	0.0682858
KMO	0.685918
RP11-553N16.1	0.0745137
RPL23AP20	0.213343
BECN2	0.0481285
CFL1P4	0
MAP1LC3C	0.561749
TUBB8P6	0
FAM166AP1	0
PLD5	0.554901
RP11-561I11.4	0
RN7SKP12	0
RP11-561I11.3	0.051378
RP11-513D4.3	0
RPL10AP5	0
RP11-513D4.1	0.0743225
RP11-435I3.1	0
RSL24D1P4	0.254032
RP11-498M14.1	0
RP11-498M14.2	0
RP11-331N16.1	0
RP11-261C10.1	0
LINC01347	0.629278
SEPT14P21	0
RP11-261C10.8	0.62897
RNU6-747P	0
RP11-261C10.5	1.30132
RP11-261C10.4	0.989228
FCF1P7	0.197541
MIR4677	0
RP11-269F20.1	0.897875
FABP7P1	0
RP11-370K11.1	0.513684
AKT3-IT1	0.195837
RP11-278H7.1	0.80271
RP11-278H7.5	0.0392019
RP11-278H7.4	0
RN7SL148P	0
RP11-278H7.3	0.496852
RP11-518L10.5	3.33543
TGIF2P1	0.201146
CYCSP5	0.180741
RP11-173A6.2	0.817299
RN7SKP55	0.148583
RNU6-947P	0
RNU6-1089P	0
RNU6-999P	0
RNU1-132P	0
KIF26B	1.10097
RP11-62I21.1	0
DNAJC19P8	0
RP11-522M21.2	0.380589
RP11-522M21.3	3.4792
RP11-83A16.1	0.746618
RP11-36N20.1	2.90282
CHCHD4P5	0.175891
RNU6-1283P	0
SMYD3-IT1	0
Y_RNA	0
RP11-690C23.4	0.0781977
RP11-690C23.5	0
RP11-690C23.3	0
RP11-1086F11.1	4.16569
RP11-452J6.2	0.176272
RP11-439E19.7	2.62018
RP11-439E19.6	0.429774
KIF28P	0.683567
RP11-439E19.10	2.4127
RP11-397A15.4	0
SNORA25	0
ZNF695	1.61082
RP11-551G24.3	0.0894813
RP11-551G24.2	0.123262
RP11-107G24.3	0.145989
C1orf229	1.82198
FGFR3P6	0
RP11-488L18.3	0.774105
RNA5SP82	0.451508
RP11-488L18.8	0.538037
RP11-488L18.1	0.0403394
VN1R17P	0
VN1R5	0.359492
Y_RNA	0.393849
NLRP3	0.666466
OR2B11	0.0542281
OR2W5	0.141739
GCSAML-AS1	3.09462
OR2C3	3.04581
OR2G2	0.0879963
OR2G3	0.0955093
U6	0
OR14L1P	0.718902
RP11-634B7.4	4.01364
OR3D1P	0.641542
OR13G1	0.964553
RP11-634B7.5	2.84813
OR6F1	2.49864
OR14A2	2.69541
OR14K1	0.43901
OR9H1P	1.23858
OR14A16	0.303066
HSD17B7P1	0.251694
OR6R1P	0.52562
OR11L1	0.165369
OR2W3	2.96903
OR2T8	0.883762
OR2AJ1	0
CLK3P2	0.445971
OR2X1P	0
OR2L8	0
OR2AK2	0.378972
OR2L9P	0.109919
OR2L1P	0.592674
Y_RNA	0
OR2L6P	0.194843
OR2L5	0.0975876
Y_RNA	0
OR2L2	2.02284
Y_RNA	0
OR2L3	0.110064
OR2T32P	0.582851
OR2L13	1.77759
OR2M1P	0.134816
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	0.514922
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T7	0.0979547
OR2T2	0
OR2T3	0
RP11-407H12.8	0.530591
OR2T5	0
OR2AS2P	0
OR2G6	0.323284
RP11-438F14.3	0.323257
OR2AS1P	0
OR2T29	0
OR2T34	0
OR2T10	0.0595753
Y_RNA	0
RP11-438F14.10	0
OR2T11	0.144777
OR2T35	0
OR2T27	0.0920149
OR14I1	0.493938
WI2-2118C23.2	1.72958
LYPD8	0.664328
AL672296.1	0
AL672294.1	2.41649
RNU6-1205P	0
AC079779.7	1.84439
AC079779.4	2.29689
AC079779.5	4.85365
RP11-356M6.1	0
LINC01865	0.909267
AC105393.1	0.266862
AC105393.2	0.986661
LINC01874	1.3673
LINC01875	0.156649
AC092159.2	1.6785
RP11-455F15.1	0.749257
AC092159.3	1.13876
AC116609.1	4.96811
AC116609.2	3.9538
LINC01115	0.484677
AC113607.3	0.686711
SNTG2	4.80951
AC114808.3	1.14332
AC114808.2	0.496688
AC108462.1	0
TPO	1.63353
AC144450.1	0.440108
AC141930.3	1.2002
AC141930.2	0.250982
AC144450.2	0.0801048
MYT1L	3.56337
RP11-755H23.1	0.661909
AC093390.1	0.132298
MYT1L-AS1	1.39415
AC018685.1	0
AC018685.2	0
AC011995.1	0
AC011995.3	0.12631
LINC01250	0.107849
AC019118.3	0.0824104
AC019118.4	0.111438
TSSC1-IT1	0.226329
TRAPPC12-AS1	1.49558
RP11-1293J14.1	0.510801
AC142528.1	1.52297
AC010907.2	0.266466
TMSB4XP2	0.238645
GAPDHP48	0.759809
AC012445.1	0.193665
NPM1P48	0
SNORA31	0
RNU6-649P	0
AC073143.1	0
AC107057.1	0.588802
LINC01248	3.23317
SOX11	0.116482
AC010729.1	0.102723
AC010729.2	1.37651
LINC01810	1.27934
LINC01105	0.0326375
MIR7158	0
AC017053.1	0.473823
LINC01247	0.0179211
PIK3CDP1	0.844137
LINC00487	1.55397
NRIR	4.80714
RSAD2	1.84077
RP11-439M11.1	0.252621
RNF144A-AS1	1.34896
RN7SKP112	0
RP11-557L19.1	0.919028
AC010904.1	0.212331
RNU6ATAC37P	0
AC092580.3	0.140633
LINC01871	0
AC092580.2	0
AC092580.1	0
LINC00298	0.123724
LINC00299	0.982514
U91324.1	0
AC011747.3	0.816353
LINC01814	0.081801
AC011747.6	0.116738
SNRPEP5	0
ID2-AS1	2.66956
HMGB1P25	0
RPL30P3	0
RP11-734K21.2	1.56955
RP11-734K21.5	0.939979
RP11-734K21.4	0.0675558
EIF1P7	0.156466
Y_RNA	0
RP11-521D12.1	0.229271
RP11-521D12.2	0.478421
RNU4-73P	0
RP11-521D12.4	0
RP11-521D12.5	0.8237
RP11-95D17.1	3.84972
AC010969.1	1.43656
RP11-254F7.1	0.0421802
RP11-254F7.3	0
CYS1	2.37779
AC104794.4	0.214373
SNORA26	0
RP11-254F7.4	0.986008
C2orf48	0.849627
SNORA2	0.227347
MIR4261	0
RN7SL66P	0
SNORA51	0
SNORA80B	0.599155
RN7SL832P	1.73439
AC092687.3	0.147221
ATP6V1C2	4.19443
RNU7-138P	0
RP11-791G15.2	1.52099
RNU7-176P	0
AC092687.4	0.507801
RP11-245G13.1	0
LINC01954	2.34133
KCNF1	1.23516
RP11-345J13.1	0.137922
AC062028.1	0.61234
C2orf50	0.342441
RNU6-1081P	0
AC018463.4	0.035136
AC018463.5	0
AC099344.2	0
AC099344.3	1.04292
LINC00570	1.63781
RNA5SP84	0
MIR4429	0
RNU2-13P	0
RNA5SP85	0
RN7SL674P	0.803141
NTSR2	0.444756
AC110754.3	0.161316
RP11-494G9.1	0.14109
AC106875.1	0.430085
AC012456.4	0.499789
MIR548S	0
MIR4262	0
MIR3681HG	1.0068
SNORD18	0
MIR3681	0
RNU6-843P	0
AC096559.2	0.689022
RP11-333O1.1	1.05545
MIR3125	0.633124
AC064875.2	1.45295
AC092635.1	0
LINC00276	0.0196053
AC016730.1	0.0911165
RNU6-1288P	0
Metazoa_SRP	0
AC011897.2	0
AC068286.1	0.161221
RP11-32P22.1	0
AC008278.2	3.85777
AC008278.3	1.06853
LINC01804	1.0774
AC113608.1	0.0540461
RNU5E-7P	0
RP11-120J4.1	0
snoU13	0
MYCNUT	0.18036
RN7SL104P	0
AC010145.4	0
GACAT3	0.234776
AC142119.1	0.213462
WI2-2221J1.1	0
SNORA40	0
AC010745.1	0.508867
AC010745.2	0.701135
AC010745.3	0.336701
AC010745.4	0
AC010880.1	2.79997
AC104623.2	0.48862
RP11-542H15.1	0.0222689
FAM49A	1.79615
AC008069.1	0.0944643
AC008069.2	0.0441834
LINC01866	0
RN7SKP168	0
ZFYVE9P2	0
PSMC1P10	0.38036
VSNL1	0.517306
MSGN1	0.251507
SNORA40	0
RP11-111J6.2	0.707222
RNU6-1215P	0
AC106053.1	0.329556
LINC01376	0.771721
MIR4757	0
AC010096.1	0.381471
LINC01808	4.98598
CISD1P1	0
LINC00954	0.919939
AC079145.4	3.83
MATN3	1.48761
AC098828.2	0.414637
AC098828.3	0
RN7SL140P	0
RNU6-961P	0
AC007041.2	0.495464
RNU7-113P	0
SLC7A15P	0
RNA5SP86	0
AC023137.2	0
Y_RNA	0
AC012065.4	0.0647403
RP11-130L8.3	0.598465
RP11-130L8.2	0.502148
HS1BP3-IT1	0.164119
AC012065.5	0
GDF7	0.725247
AC012361.1	0.165107
RP11-116D2.1	0
APOB	0.400648
AC010872.1	0
TDRD15	4.0251
RP11-79J24.1	0
AC067959.1	0.390456
NUTF2P8	0
LINC01822	0.253883
RN7SL117P	0
LINC01830	0.775537
AC068490.1	0.0856638
AC068044.1	0.0310332
AC099799.1	0
RNA5SP87	0
AC096570.2	0
RN7SKP27	0
AC016768.1	0.529396
AC012506.1	0.276551
AC012506.2	0.126863
AC012506.3	2.00109
AC012506.4	4.1631
KLHL29	2.87737
AC011239.1	0.578836
AC011239.2	0.187592
RP11-557N21.1	1.45868
PGAM1P6	0.157369
AC066692.3	0
UBXN2A	4.95917
SDHCP3	0.0745465
RN7SL610P	0.330472
MFSD2B	1.03502
RNU6-370P	0
FKBP1B	3.73558
AC008073.9	2.80013
AC009228.1	3.8417
SCARNA21	0
HMGN2P20	0
RPL36AP13	0
RNA5SP88	0
RNU6-936P	0
AC013267.1	0
SNORD14	0
DNAJC27-AS1	2.79543
Y_RNA	0
EFR3B	4.26764
RN7SL856P	0
SUCLA2P3	0
LINC01381	0.784624
MIR1301	0
AC012074.2	0.639752
AC104699.1	0.298345
Y_RNA	0
TPM3P7	0.261758
PTGES3P2	2.46662
AC010150.1	0.271645
NDUFB4P4	0
KIF3C	4.91532
UQCRHP2	0.232595
TRMT112P6	0.31046
RNU6-942P	0
RP11-214J9.1	0.341105
AC011742.3	0.119732
SMARCE1P6	0.359867
AC011742.5	0.0721586
PPIL1P1	0
GAREM2	4.78398
ADGRF3	1.54855
OTOF	1.97833
AC015977.6	0
AC015977.5	0
KCNK3	0.812116
CENPA	3.84988
CDKN2AIPNLP2	0.956208
AC013472.4	1.57095
AC013472.3	4.84254
AGBL5-AS1	0.573082
RP11-503P10.1	1.67847
AGBL5-IT1	1.7933
RP11-195B17.1	2.41253
CGREF1	4.64529
AC013403.13	0
FTH1P3	1.19358
AC074117.13	0.881811
RNU6-986P	0
SNORA36	0
LINC01460	0.499507
RP11-674I16.1	0.0257374
MIR4263	0
RP11-674I16.2	0.0782095
uc_338	0
AC093690.1	0.894752
FLJ31356	0.139414
RP11-373D23.2	4.14541
RP11-373D23.3	0.432286
AC104695.4	2.67516
SNRPGP7	0
AC074011.2	0.652858
RNA5SP89	0
RP11-713D19.1	2.0613
SNORD92	0
SNORD53	0
Y_RNA	0
SNORD53_SNORD92	0
TOGARAM2	2.18253
Y_RNA	0
C2orf71	0.917212
AC105398.3	2.53711
ALK	3.08144
RN7SL516P	0
AC106870.1	0.267924
AC106870.2	0
AC016907.2	0
SNORA64	0.209578
AC104698.2	0
LINC01936	0.185401
RP11-182E7.1	0
LCLAT1	3.87721
RP11-523J2.1	2.59964
CAPN13	0.561702
AC092569.2	0
GALNT14	4.17804
AC009305.1	1.39546
CAPN14	0.905869
RNA5SP90	0
EHD3	3.42054
AL121657.4	0
XDH	0.215415
SRD5A2	3.73892
AL133247.2	0.283518
AL133247.3	0.070359
LINC01946	1.26413
KRT18P52	0.380895
AK2P2	0.226977
RP11-1057B6.1	0.361275
CTC-336P14.1	4.31612
RP11-563N4.1	2.6102
DDX50P1	0.760128
RNU6-647P	0
NLRC4	1.32555
AL133245.2	0.173771
BIRC6-AS1	0
AL133243.1	2.25804
AL133243.2	3.5164
MIR558	0
AL133243.3	0.17113
BIRC6-AS2	3.60037
AL133243.4	0.152712
MIR4765	0
LINC00486	0.40039
Y_RNA	1.7962
AL133244.1	0
RNA5SP91	0
RNA5SP92	0
MIR4430	0
RASGRP3	1.06077
AC020594.5	4.298
ATP6V0E1P3	0.182525
HNRNPA1P61	0.324813
LINC01317	1.62312
SLC25A5P2	0.0893213
LINC01318	0.162529
AC073218.1	0.94631
LINC01320	0.685289
RP11-529E15.1	1.43395
AC073218.3	2.42469
AC012593.1	0.0207072
RN7SL602P	0
AC019064.1	1.87412
AC013442.1	0
MIR548AD	0
RNU6-1117P	0
AC083939.1	0
MRPL50P1	0
AC009414.1	0
RP11-78I14.1	0
RP11-294L11.1	0.468489
VIT	2.97621
RP11-288C18.1	2.19218
RNU6-577P	0
AC007899.3	0.102982
SULT6B1	1.8105
AC007390.4	1.96938
RP11-423P10.2	1.5514
RNU6-939P	0
QPCT	2.07668
RNU6-1116P	0
AC006369.2	0
AC006369.3	0
AC010878.3	0.0872729
LINC00211	1.3504
RMDN2-AS1	0.427253
CYP1B1-AS1	0.757124
RP11-314C9.1	0.0984135
AC009229.6	0.146875
RNU6-951P	0
RP11-314C9.2	0.201919
AC009229.5	0
RPL7P12	0
GAPDHP25	0
AC016995.3	2.99261
RPLP0P6	4.58148
RP11-541E12.1	0.28891
AC011247.3	1.42842
AC074366.3	0
TTC39DP	0.493877
AC018693.5	0
ASS1P2	1.15784
RNU6-851P	0
RN7SL96P	0
SOS1-IT1	2.85931
RNU6-198P	0
HSPE1P13	0
Y_RNA	0
CDKL4	4.54758
SNORA67	0.384496
RP11-449G16.1	0.924343
AC007246.3	1.60103
TMEM178A	3.53625
SLC8A1-AS1	0.261866
AC007253.1	0
SLC8A1	0.251367
LINC01794	1.71168
HNRNPA1P57	0
LDHAP3	0.0949607
AC009413.2	0
Y_RNA	0
RNU4-63P	0
LINC01914	4.28059
C2orf91	0.471469
AC013480.2	0.351829
AC083949.1	0.0403241
SNORD75	0
KCNG3	1.47449
VDAC1P13	0.155966
AC025750.5	0
Metazoa_SRP	0
AC025750.7	0
AC074375.1	0
RNU6-137P	0
OXER1	2.71952
HAAO	4.28476
FTOP1	0.703919
AC098824.6	0.62119
AC016735.1	0.433906
LINC01819	0.643622
AC016735.3	0.200443
RNU6-242P	0
AC093609.1	0.742617
LINC01126	0.81821
AC010883.5	2.42038
RNU6-958P	0
RN7SL531P	0
Y_RNA	0
AC011242.5	0.0421726
RN7SKP66	0.424296
ABCG5	0.339619
ABCG8	0.146839
RNU6-1048P	0.709072
RN7SL455P	0
AC019129.1	0
RNU6-566P	0
RP11-559M23.1	3.9738
RPL12P19	0.241559
SLC3A1	1.2567
LINC01833	0.0691661
RP11-89K21.2	0
Six3os1_1	0
Six3os1_2	0
Six3os1_4	0
Six3os1_5	0
Six3os1_7	0
SIX3-AS1	1.86867
SIX3	4.35888
AC012354.6	0.503598
AC012354.8	3.62384
SIX2	0.839568
AC093702.1	0.349185
LINC01121	1.98045
AC009236.2	0.132948
RN7SL414P	0
U51244.2	1.17356
AC017078.1	0
AC017006.2	0.282966
AC017006.3	1.95492
AC016696.1	0
Metazoa_SRP	0
RN7SL817P	0
RP11-417F21.2	0.178063
RP11-536C12.1	0.738706
RP11-333I13.1	0.557593
LINC01118	0.309072
LINC01119	0.35251
AC016722.3	0
AC016722.4	1.3203
RP11-15I20.1	0.263892
AC093732.1	0.500016
C2orf61	0.452351
AC073283.7	0.459514
C2orf61	0
AC073283.4	0.643786
AC106869.2	0.477841
BCYRN1	1.18444
RN7SKP119	0
MIR559	0
Metazoa_SRP	0
KCNK12	0.898259
HCG2040054	4.54933
AC079250.1	0.564604
AC006509.4	0
AC006509.7	0
U6	0
RPL36AP15	0.889233
RPS27AP7	0.0637968
AC079807.1	0.367899
AC079807.4	0.347335
RP11-429P7.1	0.0823006
RN7SKP224	0
RNU4-49P	0
RNU6-282P	0
STON1	1.94932
TPT1P11	0.838082
LHCGR	0.871339
STON1-GTF2A1L	2.22159
ELOBP3	0
RP11-460M2.1	0.250784
CTBP2P5	0.461025
FSHR	3.07963
MIR548BA	0
RP11-152D8.1	0.418492
RNU6-439P	0
RP11-443F4.1	2.87456
RPL7P13	0.123434
SNORA75	0
NRXN1	1.79911
MTCO1P42	0
MIR8485	0
AC007560.1	0.129719
AC007682.1	0.17392
KNOP1P3	0
CRYGGP	0
AC097463.2	0
AC097463.1	0.0699568
ZNF863P	0
Y_RNA	0
LINC01867	0.60432
AC139712.1	0
AC139712.4	0.0632163
AC139712.2	0.639657
FTH1P6	1.24839
MIR4431	0
AC010967.2	1.99189
AC010967.3	0.245762
AC010967.1	0
SCARNA16	0
AC069157.1	0
RNU6-997P	0
MIR3682	0
GPR75	1.96166
AC008280.1	0.093484
HMGB1P31	1.4826
RP11-477N3.1	2.74174
RNU7-172P	0
AC092839.3	2.11373
RPL23AP32	0.647512
AC092839.4	0.208783
AC104781.1	3.25604
RNU7-81P	0
RNU6-433P	0
AC012358.7	0.722328
AC012358.4	2.80206
Y_RNA	0.389187
AC012358.8	0.575075
BTF3P5	0.0658317
RNU6-775P	0
RNU6-221P	0
RNU6-634P	0
SNORA12	0.737537
RP11-554J4.1	1.89992
EFEMP1	3.37186
RN7SKP208	0.580986
RP11-481J13.1	0.838607
MIR217HG	0.148632
MIR217	0
MIR216A	0
MIR216B	0
LINC01813	0.274067
AC007743.1	0.574876
CCDC85A	1.0605
RNA5SP93	0
AC008173.1	0
RP11-443I9.1	0
RP11-127H13.1	0
SNORD78	0
ACTG1P22	0.216687
RP11-334G22.1	1.93026
EIF3FP3	3.01066
LINC01795	0.480549
LINC01122	0.835999
LINC01793	0.644002
RP11-444A22.1	0.423422
AC007179.1	0.257455
RP11-569H17.1	0
RNU6-508P	0
RNA5SP94	0
AC007381.3	0.0104742
