Name	Esophagus - Gastroesophageal Junction
NIPA2P2	0
RN7SL294P	0
MIR4444-2	0
HNRNPA3P6	1.4752
MYLKP1	0.028231
OR7E66P	0
OR7E22P	0.0280384
OR7E55P	0
RP11-803B1.2	0.12302
LSP1P2	0
RP11-803B1.3	0
ALG1L6P	0.36285
FAM86DP	4.83475
LINC02018	0.742941
ENPP7P2	0.445338
SNRPCP10	0
CTD-2026G6.3	0
RPS3AP15	0
RP11-413E6.2	0
OR7E121P	0
UNC93B3	0.0690345
RPL23AP49	0.523111
RP11-413E6.11	0
CLUHP10	0
MIR1324	0
AGGF1P3	0
RARRES2P1	0
FRG2C	0
DUX4L26	0.206939
LINC00960	0.724555
ZNF717	2.25311
ROBO2	0.0878047
Y_RNA	0
RP11-550F7.1	0.762668
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0.0472208
RP11-564P9.1	0
RNU2-28P	0
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0
RPL7AP23	0
CYP51A1P1	0
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
CADM2	2.88927
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0.0153951
THAP12P2	0
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
PPATP1	0
LINC00506	0.340673
MIR4795	0
POU1F1	0.0789078
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	0.120149
CBX5P1	0.0575069
ABCF2P1	0
RP11-249L12.1	0
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0
RNU6-488P	0
Y_RNA	0
RNU6-511P	0
HMGN1P7	0
STX19	0.177559
DHFR2	4.74555
NSUN3	3.43451
RBBP4P2	0.145061
ARMC10P1	0.0753679
RP11-118N24.2	0
WDR82P1	0
LINC00879	0
RPS18P6	0
MTHFD2P1	0.0987928
RP11-598F17.2	0
HNRNPKP4	0.959983
MIR8060	0
RP11-124D9.1	0
RNU6-1094P	0
MTRNR2L12	3.48172
RPL18AP8	0
RCC2P5	0
CDV3P1	0
EPHA6	0.250434
RP11-529P9.1	0
RP11-389G6.3	0.506244
ARL6	3.61685
RP11-389G6.5	0
RP11-389G6.4	0
GABRR3	0
OR5BM1P	0
OR5AC1	0
OR5AC2	0
RP11-343D2.11	0
OR5AC4P	0
POU5F1P7	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H5P	0
OR5H3P	0
OR5H4P	0
RP11-325B23.2	0
OR5H7P	0
OR5H6	0
OR5H2	0
OR5H8	0
OR5K4	0
OR5K3	0
UBFD1P1	0
OR5K1	0
OR5K2	0.598346
RPL38P4	0
RP11-227H4.5	0
GPR15	0.0412103
RP11-227H4.1	0
WWP1P1	0.0260986
ST3GAL6-AS1	1.06631
ST3GAL6	3.23348
PDLIM1P4	0.535658
RNU6-26P	0.377275
CTD-2021J15.1	0
RNU6-1263P	0
LINC00973	0
U7	0
ACTG1P13	0
RP11-121C1.1	0
RP11-779P15.1	0
RP11-779P15.2	0
RP11-201E8.1	0
RP11-383I23.2	0.38018
MIR3921	0
TMEM30CP	0
DUSP12P1	0
VTI1BP1	0
LNP1	4.53015
ADGRG7	0
SNORA31	0
GMFBP1	0
RP11-301G23.1	0
RNU6-865P	0
ACTR3P3	0
IMPG2	0.241025
ZNF90P1	0.0440172
RP11-144C15.1	0
RP11-144C15.2	0.501985
Y_RNA	0
FAM172BP	0
RP11-454H13.1	0
RNU6-1256P	0
Y_RNA	0
Y_RNA	0
RNY1P12	0
ZBTB11-AS1	2.24805
PDCL3P4	2.29446
CEP97	3.81658
LINC02085	0
Y_RNA	0
RP11-221J22.2	0
ZPLD1	0.0464129
RP11-280H21.1	0
RNU6-461P	0
RNU1-43P	0
NDUFA4P2	0
MIR548AB	0
RP11-628J14.1	0
TUBBP11	0
RAP1BP2	0
RP11-281P11.1	0
RP11-93B21.1	0
Y_RNA	0
Y_RNA	0
LINC00882	0.856245
FCF1P3	0
MTND4P16	0
MTND4LP3	0
MTND3P6	0
MTCO3P35	0
MTATP6P22	0
MTND5P16	0
MTND6P6	0
MTCO1P35	0
MTND1P16	0
MTND2P14	0
RNU6-1308P	0
RP11-561O4.1	0
DUBR	4.08419
RP11-446H18.5	0.150081
RP11-446H18.1	1.25893
RP11-446H18.6	0.906912
CCDC54	0.058616
LINC01990	0.422344
LINC00635	0
LINC00636	0.0414839
RP11-861A13.3	0.479805
LINC01215	0
HHLA2	0
HNRNPA1P17	0
MYH15	0.0705228
RP11-381E24.1	0.758582
KIAA1524	1.3499
SNORA70	0
RP11-381E24.4	0
RP11-148O7.2	0
RETNLB	0
TRAT1	0.0462522
GUCA1C	0
MORC1	0
U3	0
MORC1-AS1	0
FLJ22763	0
RP11-59E19.4	0
LINC00488	0
RNU6-1236P	0
RP11-59E19.3	0
DPPA2	0
Metazoa_SRP	0
DPPA4	0
RP11-397K18.1	0
RP11-702L6.1	0
H3F3AP3	0
LINC01205	0
PPIAP15	0
MIR4445	0
RP11-457K10.1	0
DIMT1P1	0
RP11-457K10.2	0
RP11-696F10.1	0
RP11-119D18.1	0
RNU6ATAC15P	0
RPSAP29	0.0370416
Y_RNA	0
RP11-553A10.1	0.148411
PVRL3-AS1	0.279807
NECTIN3	4.99692
CD96	0.311989
RP11-615J4.3	0
ATP6V0CP2	0
RP11-615J4.4	0
ZBED2	0.042299
RP11-402J7.2	0
PLCXD2	0.30558
PLCXD2-AS1	0
TAGLN3	1.411
RFKP2	0
TMPRSS7	0
C3orf52	0.464603
MIR567	0
GCSAM	0.303418
RP11-757F18.5	0.4747
SLC9C1	0.0618881
RP11-757F18.3	0
RP11-90K6.1	0
RP11-231E6.3	0
RP11-231E6.1	0
BTLA	0.0515718
OR7E100P	0
RP11-147G7.3	0.137626
RP11-572C15.3	0
LINC02042	0
RP11-180K7.1	0
CD200R1L	0
CD200R1	0.630901
RP11-484K9.4	0.173026
GTPBP8	4.50692
RP11-572M11.4	0.23538
RP11-572M11.2	0
RP11-572M11.1	0
LINC02044	0.180312
RP11-553D4.2	0.411896
CFAP44-AS1	0
MIR8076	0
SIDT1	0.55875
SIDT1-AS1	0
MIR4446	0
RN7SL767P	0.423654
RP11-271C24.3	0.199282
RP11-271C24.2	0
GRAMD1C	0.546332
RP11-435F17.1	0.178919
RP11-435F17.3	0.411267
VPS26AP1	0
RP11-255E6.6	0
ZDHHC23	1.83517
RP11-255E6.5	0
RP11-274J15.2	0
DRD3	0
RP11-553L6.2	0
RP11-553L6.3	0
ZNF80	0.0666337
TIGIT	0.0722753
ZBTB20	0.691397
ZBTB20-AS1	0.0402761
ZBTB20-AS5	0
ZBTB20-AS2	0
MIR4796	0
ZBTB20-AS3	0
YBX1P3	0
ZBTB20-AS4	0.085754
RP11-190P13.2	0.106932
EIF4E2P2	0
GAP43	4.7277
RP11-326J18.1	0
LSAMP	1.52811
RN7SL815P	0
LSAMP-AS1	0
LINC00903	0
RN7SL582P	0
BZW1P2	0.513506
TUSC7	0
MIR4447	0
LINC00901	0
LINC00901	0
RNU5E-8P	0
PTMAP8	0.161266
RNU6-1200P	0
RP11-384F7.2	0.409697
RP11-768G7.1	0
LINC02024	0
RP11-768G7.3	0
RP11-384F7.1	0
IGSF11	4.70949
IGSF11-AS1	0
C3orf30	0
UPK1B	0.0215088
B4GALT4-AS1	0
RPS26P21	0.326326
ARHGAP31-AS1	1.30038
RNU6-1127P	0
RP11-190C22.8	0.16226
CD80	0.113427
RP11-190C22.9	0
PLA1A	1.99955
RPL10P7	0.561243
RP11-169N13.4	0
NR1I2	0.062588
PHBP8	0
RP11-767L7.1	0
RP11-767L7.2	0
RP11-18H7.1	0.638928
RN7SL762P	0
RN7SL397P	0
GPR156	0.389112
Y_RNA	0
RP11-174O3.1	0.0398341
RP11-174O3.3	0.255756
RP11-174O3.6	0
RP11-174O3.4	0
RP11-359H3.4	0
RP11-359H3.1	0
HGD	0.227203
MTCO1P29	0
MTCO2P29	0
NAP1L1P3	0.116826
LINC02049	0
STXBP5L	0.157334
RP11-500K19.2	0
MIR5682	0
RP11-678L1.1	0
RP11-10G15.4	0
POLQ	0.0933417
RPL7AP11	0.506345
ARGFX	0
FBXO40	0.0791607
RN7SL172P	0
RNU4-62P	0
EAF2	1.25941
SLC15A2	1.23969
ILDR1	0
Y_RNA	0
CD86	1.47061
CASR	0
HNRNPA1P23	0
CSTA	2.69155
WDR5B	4.21057
RP11-299J3.8	1.96832
RP11-299J3.6	0.211465
RP11-592P9.3	0
PARP15	1.3534
EIF4BP8	0
SEMA5B	0.622044
RP11-797D24.3	0.684363
MYLK-AS1	1.94694
MYLK-AS2	0.129817
RP11-9N20.3	1.59767
SNORA5	0
ROPN1	0
KALRN	3.95567
MIR5002	0
RPL7P15	0.093675
MIR6083	0
RNU6-143P	0
MIR544B	0
RP11-71H17.1	0
ITGB5-AS1	0.091484
RP11-71H17.8	0.192988
ENO1P3	0
MUC13	0.0606478
RNA5SP137	0
SLC12A8	0.228939
RNU6-230P	0
MIR5092	0
DUTP1	0
RP11-775J23.2	0
RNU6-232P	0
Y_RNA	0
Y_RNA	1.03659
GS1-388B5.2	0
GS1-388B5.1	0
OR7E130P	0
OR7E29P	0.0711386
OR7E93P	0
OR7E53P	0
OR7E97P	0
GS1-388B5.8	0
RP11-379B18.6	0
RP11-379B18.1	0.779312
MIR548I1	0
RPS3AP14	0.140869
SNRPCP11	0
RP11-379B18.5	1.43319
ENPP7P4	0.576815
RP11-666A20.4	0.915548
FAM86JP	0.829223
ALG1L	1.71848
RP11-666A20.3	0
ROPN1B	0.0908407
RP11-158I23.1	0
RP11-124N2.1	0.354313
ALDH1L1-AS1	0.164313
RNU1-30P	0
ALDH1L1-AS2	1.95989
RP11-71E19.1	2.27962
RP11-71E19.2	0.42136
CCDC37-AS1	0
CFAP100	0.0720907
RP11-203H19.2	0.285755
UROC1	0.0274637
CHST13	0.195886
C3orf22	0
RNA5SP138	0
TXNRD3NB	0
RP11-390G14.1	0.888909
NUP210P1	0
RP11-605F14.2	0
RCC2P4	0
RP11-61K12.2	0.0396767
C3orf56	0
Y_RNA	0
RP11-305F5.2	0
RNU6-1047P	0
RP11-88I21.1	0
LINC02016	0
LINC01471	0
RP11-59J16.2	0
LINC02034	0
RP11-153F10.2	0.730313
MIR6825	0
MIR7976	0
MCM2	2.79589
PODXL2	4.15721
KBTBD12	3.45751
RNA5SP139	0
RNU2-37P	0
RUVBL1-AS1	0
RNU6-823P	0
DNAJB8	0
DNAJB8-AS1	0
GATA2-AS1	1.64009
TMED10P2	0.306319
LINC01565	0
Metazoa_SRP	0
POU5F1P6	0.055063
SNORA24	0
MARK2P8	0.112216
FTH1P4	0.474099
RN7SL698P	0
RPS15AP16	0.345986
MARK2P17	0
MARK3P3	0
MARK2P6	0
RP11-723O4.9	0.576935
RP11-723O4.2	0.470652
RP11-723O4.3	0.174216
KIAA1257	0.295192
RP11-723O4.7	1.01653
RP11-723O4.6	0.450553
RP11-434H6.2	0.0455313
GP9	0.0872846
RAB43	4.45169
RP11-434H6.6	0.718028
RPS27P12	0
MIR6826	0
H1FX-AS1	4.66707
NUP210P3	0.429869
RP13-685P2.8	0.0547948
RP13-685P2.7	0.0925007
RP11-529F4.1	0.811113
SNORA7B	0.177192
EFCAB12	0.235906
RHO	0.0347913
H1FOO	0
RN7SL752P	0
RP11-263I1.1	0
RNY3P13	0
U6	0
TMCC1-AS1	0.730428
RP11-93K22.6	0
TRH	0.0157826
RP11-93K22.1	0
RP11-93K22.7	0
OR7E129P	0
OR7E21P	0
RP11-77P16.3	0
ALG1L2	0.211224
LINC02014	0.0656761
FAM86HP	2.20514
LINC02021	0.882104
ENPP7P3	0
SNRPCP8	0
COL6A4P2	0.315693
RP11-77P16.1	0
COL6A5	0.0210148
COL6A6	0.0551092
RN7SKP212	0
GSTO3P	0
RP11-39E3.6	0.0249623
RP11-39E3.3	0
Y_RNA	0
RP11-39E3.4	0
RP11-39E3.5	0
ASTE1	4.56179
NEK11	2.77054
RP11-265F19.1	0
RNU6-726P	0
RP11-933H2.4	0.370271
NUDT16P1	3.16014
RP11-517B11.7	1.89001
SNORA58	0
RP11-517B11.4	0.112599
BCL2L12P1	0
CPNE4	0.0836224
RP11-517B11.6	0
MIR5704	0
RP11-64K7.1	0.0321241
RPL7P16	0
ACPP	0.210485
RP11-65E22.2	0
NIP7P2	0
ACKR4	1.73283
HSPA8P19	0
NPHP3-AS1	0.0166798
RP11-469L4.1	0
TMEM108	3.16872
TMEM108-AS1	0
BFSP2	0
RP11-503I22.2	0
BFSP2-AS1	0
RP11-91K8.4	0
RP11-91K8.5	0.214215
RP11-91K8.2	0
SNORA33	0
TFP1	0.420136
RNU6-678P	0
RNA5SP140	0
TF	1.82639
RP11-404G16.2	0
C3orf36	0.467656
LINC02000	0
HMGB3P14	0.215157
LINC02004	0.128862
RP11-375I20.6	0.873232
RPL39P5	0.43265
MIR6827	0
HMGN1P9	0
HMGB3P13	0
RP11-445J14.1	0
EPHB1	0.423471
KY	1.12135
RNU6-1174P	0
RNA5SP141	0
RP11-657O9.1	0
RP11-237P21.1	0
NDUFS6P1	0
RP11-305O4.2	0
RP11-305O4.3	0.184151
TDGF1P6	0.13961
RP11-463H24.1	0
RNU6-1284P	0
HMGN1P10	0
RNU6-789P	0
RP11-102M11.1	0.242167
RP11-102M11.2	0
RP11-731C17.1	0
SLC35G2	3.90762
RP11-731C17.2	1.87072
NCK1-AS1	1.79238
RAD51AP1P1	0
IL20RB	1.89675
IL20RB-AS1	0
RNA5SP142	0
RP11-575C1.1	0
NPM1P17	0
SOX14	0
LINC01210	0
RP11-2A4.4	0
HSPA8P9	0.0518956
CLDN18	0.529513
RP11-461M2.2	0.2673
KRT8P36	0.644926
A4GNT	0.14583
NME9	0.67139
ESYT3	0.43682
RP11-80P20.3	0.40641
RP11-79L9.2	0
GAPDHP39	0
RPL23AP40	0
EEF1A1P25	0.155944
ATP5G1P3	0
LINC01391	0
FOXL2	0.0281471
FOXL2NB	0.0206712
PRR23A	0
PRR23B	0
PRR23C	0
RPL7L1P7	0
BPESC1	0
PISRT1	0
RP11-219D15.3	1.15046
U6	0
RP11-319G6.1	1.1138
RBP2	0.115653
RP11-319G6.3	0
ACTG1P1	0.384182
RP11-553K23.2	0.325413
RN7SKP124	0
RN7SL724P	0.213594
RP11-442N1.2	0
RP11-442N1.1	0
RP11-166D18.1	0
TRMT112P5	0
CLSTN2	4.09907
RP11-68L1.2	0
RP11-68L1.1	0
CLSTN2-AS1	0
RP11-13L2.1	0
TRIM42	0
RP11-691G17.1	0
RPL23AP41	0
RP11-231L11.3	0.582852
SPSB4	0.655467
RP11-231L11.1	0
PXYLP1	1.72584
RP11-764I5.1	0
RP11-438D8.2	0
RP11-789L4.1	0
KRT18P35	0
RASA2-IT1	0
YWHAQP6	0.196757
RP11-340E6.1	0
TPT1P3	0
RP11-144C9.1	0
GRK7	0.0438202
HMGN2P25	0
RNU6-509P	0
ATP1B3-AS1	1.52855
RP11-271K21.12	0.0366639
RP11-343B5.1	0.527419
RNU6-425P	0
RNU6-1294P	0
RNU1-100P	0
RP11-383G6.3	0.137037
RPL6P9	0
RNA5SP143	0
PLS1	0.366968
PLS1-AS1	0
RN7SKP25	0
RNU7-47P	0
RP11-372E1.1	0.79731
RP11-372E1.4	0
PAQR9	0.00321387
RP11-372E1.7	0
PAQR9-AS1	0
RP11-91G21.1	0.316574
RP11-80H8.3	0
CHST2	4.89075
RP11-80H8.4	0.317387
PBX2P1	0.284555
RP13-635I23.3	0
SLC9A9-AS1	0
SLC9A9-AS2	0
GAPDHP47	0
ST13P15	0.34458
RP11-501M7.1	0
RP11-8J23.1	0
RNA5SP144	0
RP11-42F12.1	0
LARP7P4	0
GM2AP1	0
RPL21P39	0.133369
RP11-88H10.2	0
RP11-88H10.3	0
RP11-274H2.5	2.35591
RP11-274H2.2	0.354058
LNCSRLR	0.620898
RP11-758I14.2	0
RP11-758I14.3	0
PLSCR2	0.0855602
RP11-329N15.3	1.53937
RNU6-428P	0
PLSCR5	0
PLSCR5-AS1	0
RP11-649A16.1	0
LINC02010	0
RNU6-505P	0
RPL21P71	0
ZIC4	0.0100151
ZIC1	0.0289782
NPM1P28	0
RP11-78O22.1	0
RP11-71N10.1	0
LINC02032	0
RP11-501O2.1	0
RP11-501O2.3	0
HNRNPA1P20	0
LINC02045	0
LINC02046	0
RPL38P1	0
CPB1	0.6771
HMGB1P30	0
RP11-680B3.2	0
UBQLN4P1	0.177219
Y_RNA	0
MED28P2	0
HLTF-AS1	0
CP	4.6971
CPHL1P	0.00822881
RP11-206M11.7	0
TM4SF18	3.53602
RP11-2G17.1	0
TM4SF1-AS1	0.132065
RP11-278L15.2	0
RP11-167H9.1	0
RP11-278L15.3	0
FKBP1AP4	0
RP11-278L15.4	0
TM4SF4	0.473964
RP11-278L15.6	0
RNU6-1098P	0.40191
WWTR1-IT1	0.284127
WWTR1-AS1	0.587566
ANKUB1	0.0137255
RNU6-507P	0
RNU6-720P	0
NPM1P29	0.0878963
RP11-651P23.5	0.177727
RP11-651P23.4	0.600911
RP11-651P23.2	0
HNRNPA1P24	0
RP11-167H9.4	0
RP11-63E16.1	0
LINC01998	0
RPL32P9	0
RP11-167H9.5	0
LINC01213	0
U2	0
LINC01214	0
RP11-392O18.2	0.120272
ERICH6	0.0275496
ERICH6-AS1	1.85143
SNRPCP3	0.398834
SIAH2-AS1	0.227087
CLRN1-AS1	0
MINDY4B	0
RP11-166N6.2	0
CLRN1	0
MED12L	0.134946
RNA5SP145	0
GPR171	0.598133
SETP11	0.0758916
GPR87	0.0271908
P2RY13	0.652879
P2RY12	1.46245
IGSF10	2.92199
MRPL42P6	0
RP11-312P21.2	0
MIR5186	0
LINC02066	0
AADACL2	0.213223
AADACL2-AS1	0
RP11-64D22.1	0
AADACP1	0.12811
RP11-64D22.5	0
AADAC	0.0568143
SUCNR1	0.147783
RP11-246A10.1	0.107968
TMEM14EP	0.160712
Y_RNA	0.972373
RP11-788A4.1	0
ATP5LP5	0
P2RY1	1.7547
HMGN2P13	0
RP11-529G21.3	0
RP11-529G21.2	0
RN7SL300P	0
RP11-292E2.1	0
RP11-292E2.2	0
LINC02006	0.0452088
LINC02083	0
RNU6-901P	0
C3orf79	0
Y_RNA	0
RP11-217E22.5	0
U8	0
RPL21P42	0
ARHGEF26-AS1	1.66649
snoU13	0
RP11-316N24.2	0.0465511
GPR149	0
DDX50P2	0.0266977
RP11-656A15.1	0
CTD-2501O3.2	0
DYNLL1P5	0
RPL9P15	0
RP11-439C8.1	0
RP11-439C8.2	0
MME	2.76151
MME-AS1	0
LINC01487	0
RP11-451G4.2	0.228766
RP11-451G4.3	0
PABPC1P10	0
PLCH1	0.226438
RP11-639F1.2	0
RP11-639F1.3	0
RN7SL715P	0
PLCH1-AS1	0
PLCH1-AS2	0
RPL6P7	0
RP11-674E16.4	0
RP11-674E16.1	0
SETP14	0.564181
VN2R1P	0
KCNAB1	2.507
ALG1L15P	0
MRE11P1	0
RP11-118D22.3	0
KCNAB1-AS2	0
KCNAB1-AS1	0
TIPARP-AS1	0.489387
METTL15P1	0.543108
LINC00886	1.7812
PA2G4P4	0.503474
LEKR1	0.154252
KLF3P2	0
RP11-6F2.3	0
RN7SKP177	0
LINC00880	0
LINC02029	0
LINC00881	0.0949066
Y_RNA	0
KRT18P34	0.316299
RP11-555M1.3	0
RNA5SP146	0
RP11-550I24.2	0.514966
RP11-550I24.3	0
VEPH1	0.124136
PQLC2L	1.80289
RN7SKP46	0
RP11-290K4.1	0
RP11-290K4.2	0
SHOX2	0.92184
RP11-113A11.1	0
RP11-113A11.3	0
RP11-538P18.1	0
RP11-538P18.2	0
MTAPP1	0
RP11-79M21.3	0
RP11-379F4.7	2.06729
RP11-379F4.6	1.18426
RP11-379F4.4	1.82948
RP11-379F4.1	0.695342
RP11-379F4.8	2.24084
RP11-379F4.9	0.519351
GPR79	0.130467
RP11-170K4.2	0.835616
IQCJ	0
MIR3919	0
RP11-441M10.1	0
RP11-564C24.1	0.110052
IQCJ-SCHIP1-AS1	0.215047
RNU2-31P	0
SCHIP1	1.91494
IL12A-AS1	0.0254634
IL12A	0.941935
LINC01100	0
BRD7P2	0.227017
C3orf80	0.490253
RP11-432B6.1	0
MIR15B	0
MIR16-2	0
TRIM59	1.12928
B3GAT3P1	0
RNU7-136P	0
SCARNA7	0.546209
KRT8P12	4.16745
RPL6P8	0
ARL14	0
SNORA72	0
RP11-16N11.2	2.0135
B3GALNT1	3.3706
RP11-479I16.2	0
EEF1GP4	0
PSMC1P7	0
SPTSSB	0.164124
LINC02067	0.0342968
RP11-3P17.5	0
OTOL1	0
RP11-774I5.1	0
TOMM22P6	0
RP13-526J3.1	0
RP11-10O22.1	0
RPS6P4	0
LINC01192	0
RNU7-82P	0
RP11-418B12.1	0
RP11-208P4.1	0
MIR1263	0
LINC01323	0
LINC01324	0
SI	0
Y_RNA	0
LINC02023	0
LINC01322	1.48102
MTND4P17	0
MTND4LP10	0
MTND3P7	0
MTCO3P38	0
RP11-12N13.2	0
RP11-12N13.1	0
LINC01326	0
RP11-450H5.4	0
RN7SKP298	0
PSAT1P4	0
RP11-450H5.3	0
CBX1P5	0
RP11-12K11.2	0
RP11-12K11.1	0
RP11-440K22.1	0
ZBBX	0
LINC01327	0
SERPINI2	0.264909
WDR49	0.283607
HMGN1P8	0.384809
SERPINI1	4.0456
LRRC77P	0.127871
RP11-298O21.3	0
MEMO1P3	0
RP11-603B13.1	0
HMGN2P26	0
EGFEM1P	0.18685
RP11-637O11.2	0
RNU2-20P	0
MIR551B	0
RPSAP33	0
RPL21P43	0
LINC02082	0.269597
RP11-368I23.3	0.334598
RP11-368I23.4	0
LINC01997	0
RP11-641D5.2	0.0917535
RP11-641D5.1	3.58469
RP11-3K16.2	0
RP11-3K16.1	0
RNU6-637P	0
TERC	0
ACTRT3	3.07008
RP11-816J6.3	0.39538
RP11-362K14.5	0.583751
LRRC34	1.43152
RP11-362K14.7	0.330631
RP11-362K14.6	2.84868
LRRIQ4	0.0222329
LRRC31	0
KRT18P43	0
SAMD7	0
RP11-379K17.2	0
RP11-379K17.4	0.0193966
SEC62-AS1	0.675527
GPR160	0.470642
RNU4-38P	0
RP11-379K17.9	0
RNU6-315P	0
Y_RNA	0
RP11-543D10.2	0
RP11-469J4.3	0.0948214
CLDN11	2.77853
MIR6828	0
SLC7A14	0.16747
KRT8P13	0
RP11-373E16.1	0
RP11-373E16.3	0
RP11-373E16.4	0
EIF5A2	4.69377
KLF7P1	0
RNU1-70P	0
SLC2A2	0
MIR569	0
Y_RNA	0
RP11-185E8.2	2.02791
RP11-185E8.1	0.199667
RNU6-348P	0
RP11-263C16.2	0
PLD1	4.11602
TMEM212	0
TMEM212-AS1	0
TMEM212-IT1	0
RPS27AP8	0
RN7SL141P	0
RP11-423E7.2	0.133657
BZW1P1	0
GHSR	0
AC007919.18	0
LINC02068	0
SLC31A1P1	0
NCEH1	3.20754
AC007919.19	0
RNU6-547P	0
ECT2	2.64746
SNORA72	0
RNU4-4P	0
ATP5G1P4	0.136712
RP11-816B4.1	0
SPATA16	0
RP11-324C10.1	0
NLGN1	1.799
RP11-521A24.1	0
NLGN1-AS1	0
RN7SKP234	0
RP11-393N4.1	0
RP11-393N4.2	0.202717
NAALADL2	0.841125
RN7SKP40	0
EEF1B2P8	0
NAALADL2-AS3	0
NAALADL2-AS2	0
MIR4789	0
RNU6-1233P	0
RNU4-91P	0
RP11-744O11.2	0
UBE2V1P2	0.172677
RNU6-1317P	0
NAALADL2-AS1	0
RP11-809F4.3	0
ACTG1P23	0.112711
EI24P1	0
RP11-809F4.4	0
RP11-78E6.1	0
MIR7977	0
LINC01208	0
RP11-644C3.1	0
RNA5SP147	0
LINC01209	0
MTND5P15	0
TBL1XR1-AS1	0.0500728
Y_RNA	0
RNU6-681P	0
LINC00501	0
ASS1P7	0
RP11-706D8.3	0
LINC00578	4.80603
RN7SKP52	0
RP11-114M1.2	0
SNORA18	0
RP11-114M1.1	0.966832
RP11-114M1.3	0.229491
LINC02015	0.110838
RP11-2L8.1	0.0839584
RP11-2L8.2	0
RNU6-1120P	0
RP11-33A14.1	0.0273212
KCNMB2	0.220424
LINC01014	0
RNA5SP148	0
RP11-33A14.3	0
KCNMB2-AS1	0.0513893
Y_RNA	0
RP11-360P21.2	0
SNORA25	0
KCNMB3	1.60491
LRRFIP1P1	2.44721
RP11-255C15.3	0.316889
RP11-145M9.5	0.496454
RP11-145M9.2	0
MTHFD2P7	0
RP11-15L13.4	0.727538
RP11-145M9.6	0.451094
snoU13	0
RP11-473P24.2	0
PEX5L	0.129701
RP11-494H4.3	0.161828
PEX5L-AS1	0
PEX5L-AS2	0
RNA5SP149	0
RP11-657G5.2	0
GAPDHP36	0
RP11-420J11.1	0
LINC02053	0
U8	0
RP11-496B10.3	0
RNU6-486P	0
RP11-496B10.1	0
CCDC39	2.62361
CCDC39-AS1	0
RN7SL229P	0
RP11-259P15.4	0.185664
RP11-259P15.3	0
FLYWCH1P1	0
RP11-259P15.1	0
SOX2-OT	0.100702
RP11-262M14.2	0
RNU6-4P	0.249603
FAUP2	0
RP11-275H4.1	0
RPL7AP25	0
RP11-4B14.3	0
SOX2	4.06354
RN7SL703P	0
RNA5SP150	0
RP11-252O18.2	0
RP11-252O18.3	0
LINC01206	0
RN7SKP265	0
RP11-416O18.2	0
RP11-338L18.1	0
LINC01994	0
EIF4EP3	0
LINC01995	0
RPL7L1P8	0
LINC02031	0
RP11-646E18.3	0
RP11-646E18.4	0
RP11-225N10.1	0
RP11-225N10.3	0.0944591
RP11-531F16.4	3.88541
RP11-531F16.3	0
MCCC1-AS1	1.85805
LAMP3	0.0472188
MCF2L2	0.380912
B3GNT5	1.25326
RNA5SP151	0
SNORA63	0
SNORA81	0.426496
SNORA63	0.576867
SNORA4	0
RP11-393B14.2	0
KLHL6	0.737597
KLHL6-AS1	0
RP11-14I2.2	0
YEATS2-AS1	1.49951
MAP6D1	2.29679
RPSAP31	0.0216996
MIR4448	0
CYP2AB1P	0
ABCC5-AS1	0
EEF1A1P8	0.25043
HTR3D	0
HTR3C	0.02618
RP11-778D9.9	0
Y_RNA	0
HTR3E-AS1	0
HTR3E	0
HSP90AA5P	0.106557
RP11-778D9.13	0.325771
RP11-778D9.12	0.329218
RP11-778D9.4	2.28788
VWA5B2	0.379314
MIR1224	0
ECE2	1.24635
CAMK2N2	0.19698
SNORD66	0
CLCN2	3.66547
THPO	1.79657
LINC02054	0.0969756
RP11-433C9.3	0
LINC01839	0
LINC01840	0
RP11-329B9.4	0.579484
RP11-329B9.3	0.552936
RP11-329B9.5	0.302962
LINC02069	0
EHHADH-AS1	0
EHHADH	2.57389
EIF2S2P2	0
MIR5588	0
MAP3K13	4.19458
LIPH	0.080281
RP11-537I16.2	0.360983
IGF2BP2	3.76303
IGF2BP2-AS1	0
MIR548AQ	0
NMRAL2P	0.521479
Metazoa_SRP	0
ETV5-AS1	0.30059
LINC02020	0
LINC02052	0
