Name	Brain - Cortex
CACNA1S	0.326758
ASCL5	0.716675
IGFN1	0.67277
RP11-567E21.3	0
PKP1	0.953037
LAD1	0.0822263
RP11-27G14.4	0
TNNI1	0.108164
RP11-134G8.2	0
RP11-134G8.7	2.72808
RP11-134G8.5	0.766128
RP11-25B7.1	0
IPO9-AS1	0.339273
MIR5191	0
RP11-90L20.2	0.0646131
RNU6-501P	0
MIR1231	0
MIR6739	0
RP11-307B6.3	0.831847
SNORA70	0
RPL10P4	0
RP11-465N4.5	1.12483
ELF3-AS1	1.34872
MIR6740	0
ELF3	0.119535
RP11-510N19.5	0
RP11-510N19.2	0
RP11-510N19.3	0
Y_RNA	0
CRIP1P3	0
PTPN7	0.11329
PTPRVP	0.265817
LGR6	0.365243
CYCSP4	0
RNU6-89P	0
RP11-175B9.2	0.217189
RP11-175B9.3	1.47748
SNORA70	0
SYT2	2.00235
RP11-569A11.1	1.06253
RP11-569A11.2	0.0532983
RP11-480I12.2	0.502567
SLC25A39P1	0
RP11-480I12.10	0
PCAT6	4.61607
MGAT4EP	0.0951697
RP11-480I12.5	1.01009
RP11-480I12.9	0.62879
HNRNPA1P59	0.149949
Y_RNA	0
RP11-38O14.5	0
RP11-38O14.6	0
MYOG	0.226044
RP11-335O13.7	0
RP11-335O13.8	0
MYBPH	0.220826
CHIT1	0.267972
NPM1P40	0
LINC01353	0.497263
LINC01136	0.0537168
RNU6-487P	0
FMOD	1.23684
RP11-435P24.2	0
LARP7P1	0
OPTC	0.0366428
RP11-90O23.1	0
SNORA77	0.294303
LAX1	0.0251778
ZC3H11A	0.533385
ZBED6	0.649969
RP11-397P13.6	0
RP11-397P13.7	0.11123
KRT8P29	0.0372951
HSPE1P6	0
CBX1P3	0.0623554
LINC00303	0.0225239
ETNK2	4.86255
RP11-74C13.3	0.0533935
REN	0.090912
RP11-203F10.1	0
KISS1	0.282039
GOLT1A	2.41584
RP11-203F10.5	0.294282
RP11-203F10.6	0.141649
LINC00628	0
RP11-739N20.2	0.273943
RP11-739N20.3	0.124431
RP11-430C7.2	0.112391
RNA5SP74	0
RP11-430C7.4	0.156888
RP11-430C7.5	0.396899
RP11-23I7.1	0
RNA5SP75	0
SCARNA20	0
RP11-494K3.2	0.319803
RP11-536L3.4	0.169228
RP11-383G10.1	0
RP11-383G10.3	0
RP11-383G10.5	0
NUAK2	0.67848
KLHDC8A	4.38506
SNRPGP10	3.41921
LEMD1-AS1	0.0291624
LEMD1	0.262131
BLACAT1	1.32956
MIR135B	0
RP11-576D8.4	0.0463615
RNU2-19P	0
RNU6-418P	0.284274
ELK4	3.36933
RP11-6B6.3	0.102692
SLC45A3	3.24355
Metazoa_SRP	0
SNORA72	0
PM20D1	0.111288
SLC26A9	0.328525
RP4-681L3.2	0
RAB7B	1.46701
CTSE	0.0218804
C1orf186	0.0340238
SNORD60	0
AVPR1B	0.0259997
RP11-38J22.3	0
RP11-38J22.2	0
RP11-38J22.1	0
FAM72A	0.143558
RP11-421E17.4	0
IKBKE	1.09068
MIR6769B	0
C1orf147	0.0789701
RP11-534L20.5	0.0860659
RP11-534L20.4	0.0356742
CH17-76K2.6	0
RP11-343H5.6	0
DYRK3	1.15203
RP11-343H5.4	0.745554
Y_RNA	0
RP11-262N9.3	0
IL10	0
IL19	0
IL20	0
IL24	0.0430752
FCMR	0.232121
RP11-564A8.8	0
RP11-564A8.4	0.0477835
PIGR	0.0594906
FCAMR	0
C1orf116	0.0875656
YOD1	3.89274
C4BPB	0.0277438
C4BPA	0.0521144
RP11-164O23.8	0.863351
RP11-164O23.5	0
C4BPAP1	0
RP11-164O23.7	0
C4BPAP2	0
RP11-6J21.2	0
CD55	4.17654
RP11-357P18.2	0.250786
RP11-357P18.3	0
CR2	0.0383454
CR1	0.0827624
RP11-78B10.2	0
CR1L	0.0102747
CD46P1	0
CDCA4P3	0
5S_rRNA	0
CDCA4P4	0.161259
C1orf132	1.66484
RP11-328D5.4	0.266939
RP11-2P2.1	0
LINC01735	0
RP11-565N2.2	0
RPS26P13	0
LINC01717	0
LINC01774	0
RP5-1051D14.2	0
RP11-385M4.1	0
RP11-385M4.2	0
RP11-385M4.3	0
ATP5G2P1	0
LINC01696	0
LINC01698	0
MIR205HG	0.0413906
MIR205	0
RP1-272L16.1	0
LAMB3	3.41542
MIR4260	0
RP1-28O10.1	0.682095
G0S2	4.17752
HSD11B1	3.5638
ADORA2BP1	0.0607532
TRAF3IP3	0.29785
C1orf74	1.25596
IRF6	0.526916
DIEXF	2.5787
SYT14	1.39579
SERTAD4-AS1	3.10574
SERTAD4	1.87372
ST13P19	0.064692
RP4-667H12.4	0
HHAT	1.78695
RNU5A-8P	0
RP5-879K22.1	0
KCNH1	2.41096
IPO8P1	0.152119
RP11-543B16.3	0
KCNH1-IT1	1.96308
RP11-543B16.1	0.0609137
RP11-543B16.2	0.0973521
TRAF5	2.83251
LINC00467	1.0781
SNX25P1	0.0898405
ARPC3P2	0
RD3	0.0157898
RP11-359E8.5	0
RP11-354K1.2	0
LINC01693	0.0882491
NEK2	0.52078
FDPSP8	0
RP11-122M14.1	0
RP11-122M14.3	0
RN7SL344P	0
Y_RNA	0
RP11-552D8.1	0
RP11-565J7.1	0.386729
INTS7	3.88595
SNORA26	0
DTL	0.0792218
RPL21P28	0.683176
MIR3122	0
RN7SKP98	0
RP11-15I11.2	0
RP11-15I11.3	0.0452842
RP11-384C4.6	0
RP11-384C4.7	0
RPL23AP18	0.0756164
SNORA16B	0
RP11-384C4.2	0.172178
RP11-61J19.2	0
LINC01740	0.240839
RP11-61J19.5	2.13691
ATF3	4.23922
RP11-338C15.5	0
FAM71A	0
RP11-338C15.2	0
RP11-338C15.3	0
BATF3	3.18816
RP11-348H3.2	0.579434
SPATA45	0.191525
FLVCR1-AS1	0.949378
RP11-348H3.5	0
FLVCR1	2.68529
RP11-348H3.8	0
VASH2	0.368172
RPL31P13	0
RP11-554K11.2	0
RP11-323I1.1	0
PROX1-AS1	0.479336
LINC00538	0.0129418
PROX1	2.03174
RP11-478J18.2	0.195555
PROX1-AS1	0.0239483
RP11-53A1.3	0
RP11-176D17.3	0
PTPN14	2.27195
RP11-365D23.4	0.0442889
KRT18P12	0
CENPF	0.209115
ABHD17AP3	0.20797
UBE2V1P13	0
GAPDHP24	0
RP11-323K10.1	0
KCNK2	2.31508
VDAC1P10	0
RP11-199H2.2	0
USH2A	0.0473923
SNORD116	0
RP5-1111A8.3	0
RP11-22M7.2	0
RP5-1099E6.3	0
MRPS18BP1	0
ESRRG	1.24
GPATCH2	1.85161
SPATA17	0.189861
SPATA17-AS1	0
UBBP2	0
LINC00210	0
RP11-152L7.1	0
LINC01653	0
RNU1-141P	0
RRP15	2.19072
RP11-224O19.4	0
RP11-224O19.5	0
TGFB2-AS1	0.830547
C1orf143	0.173903
U3	0
NXNP1	0
LINC01710	0
LYPLAL1-AS1	0.976725
RIMKLBP2	0.472035
RP11-135J2.3	0.0386064
RP11-392O17.2	0.648368
RP11-392O17.1	0.0408778
RP11-95P13.2	0
ZC3H11B	0.0417524
SLC30A10	2.73408
RNA5SP76	0
U3	0
MIR215	0
MIR194-1	0
RPS15AP12	0.184116
MIR664A	0
SNORA36B	0
RP11-568G11.4	0.0879421
RP11-568G11.5	0
AURKAPS1	0.132618
XRCC6P3	0
RP11-302I18.1	0
RP11-302I18.3	0
RP11-410C4.5	0
RP11-410C4.1	0
RP11-410C4.2	0
PRELID3BP1	0
RP11-410C4.4	0
RN7SL464P	0
HDAC1P2	0.0824288
MARC1	3.04858
RNU6ATAC35P	0.685176
RP11-295M18.6	0.382259
LINC01352	0.140429
HLX-AS1	0.0943804
HLX	1.50876
RP11-453O22.1	0
C1orf140	0
RP11-103C3.1	0
RP11-103C3.2	0
DUSP10	2.40383
LINC01655	0
RNU6-403P	0
RP11-815M8.1	0
RP11-400N13.2	0
LINC01705	0
RP11-400N13.1	0
QRSL1P2	0
RP11-358H9.1	0
CICP13	0
RP11-378J18.9	0.204027
RNU6-791P	0
RP11-378J18.10	0
HHIPL2	0.0933008
TAF1A	1.19736
TAF1A-AS1	1.06036
RP11-378J18.6	0.0841193
RP11-378J18.8	1.20587
FAM177B	0.0360809
RP11-452F19.3	1.30985
DISP1	1.57918
NDUFB1P2	0
TLR5	0.636348
RP11-239E10.2	0
RP11-239E10.3	0
RNU4-57P	0
CCDC185	0.0374201
CAPN8	0.207129
SNRPEP10	0
RNU6-1248P	0
PHBP11	0
ACTBP11	0.0332902
CICP5	0
GTF2IP20	4.41228
RNU6-1319P	0
RP11-504P24.3	2.65534
RP11-504P24.9	0.251451
RP11-504P24.5	0
RN7SKP49	0
RP11-365O16.1	0.407005
SNORA72	0
RP11-365O16.3	0.14916
RP11-365O16.6	0.68248
MIR320B2	0
RP11-365O16.5	0
RNU6-1008P	0
MIR4742	0
AKR1B1P1	0
RP11-100E13.1	1.72324
RP11-100E13.3	0
RP11-3L21.2	0.039657
RP11-449J1.1	0.106673
DNAH14	0.158053
LBR	4.40348
RP11-496N12.6	0.0934554
RP11-496N12.9	0
RP11-145A3.1	0
RP11-145A3.2	0.089408
RNU6-1304P	0
RP11-145A3.4	0
LEFTY1	2.53377
MIR6741	0
RP4-559A3.6	0
LEFTY2	0.1048
NDUFA3P3	0
SDE2	3.79892
RP11-396C23.4	0.526352
LINC01703	1.12744
RP11-396C23.3	0
ACBD3-AS1	0
RP11-275I14.2	0
MIXL1	0.0584006
LIN9	0.901682
YBX1P9	0
RP11-125A15.3	0
RP11-118H4.3	0
RP11-118H4.1	0
RN7SKP165	0
CDKN2AIPNLP1	0
ITPKB-IT1	0
ITPKB-AS1	0
RPS27P5	0
RP5-1087E8.2	0
RP11-1B20.1	0
RP11-211A18.2	0
RP11-211A18.1	0
LINC01641	0
NUCKS1P1	0
BTF3P9	0
RP11-275O4.4	0
FAM166AP5	0
TUBB8P10	0
TUBB8P9	0
FAM166AP4	0
RNA5SP77	0
ZNF678	1.00692
RP4-566D2.1	0
ZNF847P	0.0309045
SNAP47-AS1	0.0545618
PRSS38	0
WNT9A	0.939801
MIR5008	0
CICP26	0
SEPT14P17	0
WNT3A	0
RP5-881P19.7	0.0688347
FAM96AP2	0.186712
RP11-520H14.7	2.81563
RP11-520H14.1	0.222502
IBA57-AS1	4.00919
IBA57	1.41523
C1orf145	1.85552
OBSCN	2.13892
RP5-1139B12.2	0.106388
RP5-1139B12.3	0.116994
RP5-1139B12.4	0
RP11-245P10.6	0.147184
RP11-245P10.4	1.83007
HIST3H3	0
RPL23AP15	0.156294
HIST3H2BB	0.874493
MIR4666A	0
HIST3H2BA	0.0564095
RP5-915N17.11	0.46116
BTNL10	0
RNA5SP19	0
RNA5SP162	0
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RNA5S17	0
RNA5SP18	0
DUSP5P1	0.598495
SNORA51	0.19264
FTH1P2	2.67821
RP4-799G3.1	0
RP4-799G3.2	0
RP5-1065P14.3	0
ISCA1P2	0
RP5-1065P14.2	0.0982369
RP5-1061H20.5	0
TMEM78	0.0281751
RP5-1061H20.4	0.572407
RP5-1061H20.3	0
RP4-803J11.2	0.28906
RNU6-180P	0
RN7SKP276	0.872371
RP5-1068B5.1	0
RP4-613A2.1	0.0466306
RNU4-21P	0
RNA5SP78	0.165753
HMGN2P19	0
TAF5L	4.63142
URB2	1.95075
RP11-108F13.2	0.0257151
HMGB1P26	0
LINC01682	0
LINC01736	1.61808
RP5-956O18.2	0.153839
RP4-553F17.1	0.481577
LINC01737	0
RP11-543E8.2	0
CAPN9	0.746238
RP11-99J16__A.2	0.142912
RNA5SP79	0
RP5-858B6.1	0
RP5-858B6.3	0.178949
RN7SL837P	0
FAM89A	4.56344
RP11-423F24.3	0.224312
RP5-1097F14.1	0
TRIM67	1.02614
RP5-1097F14.3	0
C1orf131	2.45743
RNA5SP80	0
EXOC8	4.60455
SPRTN	1.67978
SNRPD2P2	0
RP11-295G20.2	0.694814
LINC00582	0
DISC1	1.22661
RNU5A-5P	0
DISC2	0
DISC1-IT1	0
RP5-865N13.2	0
RP5-865N13.1	0
RP11-284L19.1	0
RN7SL299P	0
RNU6-1211P	0
LINC01745	0
LINC01744	0
MAP10	1.60392
RNU1-74P	0
RP4-659I19.1	0
RPS7P3	0.12495
RP5-862P8.3	0
MAP3K21	1.56052
RNU4-77P	0
MIR4427	0
RP11-301G21.1	0
RAC1P7	0
RP4-799P18.2	0.109656
RP4-799P18.4	0
RP4-799P18.3	0
RP4-799P18.5	0
MIR4671	0
RP5-827C21.1	0.200501
RP5-827C21.2	0.783574
LINC01354	2.20719
RP5-855F14.2	0
U8	0
LINC00184	0.41193
RP4-781K5.9	0
RP4-781K5.4	0.0161879
RP4-781K5.5	0
RP4-781K5.6	0
RP4-781K5.7	0
LINC01132	0.0965856
RP11-400F1.1	0.0231019
RNY4P16	0
RN7SL668P	0
RP11-443B7.2	0
RP11-443B7.1	0.0216085
RP11-443B7.3	0
LINC01348	0.0499601
RP4-597N16.1	0.201174
RP4-597N16.4	2.74041
SNORA14B	0.263091
RBM34	3.19985
MIR4753	0
RPL23AP23	0
RP11-382D8.3	0.127467
RP11-382D8.5	0.400391
RPS21P1	0.190285
B3GALNT2	1.4999
MTCYBP14	0
MTND6P14	0
MTND5P19	0
MTND4P10	0
MTND4LP21	0
MTND3P8	0
MTCO3P46	0
RP11-293G6__B.8	0
RP11-365D9.1	0
LYST	3.61853
LDHAP2	0.261285
LYST-AS1	0
MIR1537	0
RNU6-968P	0
RP5-940F7.2	0
RP4-580N22.2	0.296637
NID1	3.26962
Y_RNA	0
RP4-764D2.1	0.0296175
RNU2-70P	0
RP11-478H16.1	0
EDARADD	0.0452842
LGALS8-AS1	0.0590312
RP11-385F5.5	2.04467
RP11-385F5.4	2.39419
HEATR1	3.50453
RPSAP21	0
RPL35P1	0.497118
MT1HL1	0
RN7SKP195	0
MIR4428	0
SNORA25	0
RP11-193H5.1	0.158448
ZP4	0
RP11-193H5.9	0
RP11-193H5.8	0
RP11-193H5.7	0
MTRNR2L11	0
MTCYBP15	0
MTND6P15	0
MTND5P18	0
YWHAQP9	0
RP11-136B18.1	0
RP11-136B18.2	0
RNU6-725P	0
LINC01139	0.304054
RP11-177F15.1	0
KRT18P32	0
MIPEPP2	0
RP11-307O1.1	0
RP11-544D21.2	0
CHRM3-AS2	0.0412801
CHRM3-AS1	0
RP11-35L17.3	0
RP11-438O11.1	0
RPS7P5	0
RP11-567G24.1	0.0829461
Y_RNA	0
ADH5P3	0.0651028
RP11-567G24.3	0
Y_RNA	0
RP11-177F11.1	0
GREM2	3.73529
RP11-467I20.2	0
RP11-467I20.4	0
RP11-467I20.6	0
RP11-467I20.3	0
RNU5F-8P	0
RP11-467I20.5	0
Y_RNA	0
RP11-80B9.4	0.104189
RP11-80B9.1	0.390786
THAP12P8	0.278338
RFKP1	0
HNRNPA1P42	0
RP11-435F13.2	0
MIR3123	0
RP11-306K13.1	0
KMO	0.625427
OPN3	4.60559
CHML	4.60733
WDR64	0.0871484
RP11-553N16.1	0
EXO1	0.185607
RPL23AP20	0
BECN2	0
CFL1P4	0
MAP1LC3C	0.402997
TUBB8P6	0
FAM166AP1	0
PLD5	1.24875
RP11-561I11.4	1.15228
RN7SKP12	0
RP11-561I11.3	1.40393
RP11-513D4.3	0
RPL10AP5	0
RP11-513D4.1	0
RP11-435I3.1	0
RSL24D1P4	0
RP11-498M14.1	0
RP11-498M14.2	0
RP11-331N16.1	0
RP11-261C10.1	0
LINC01347	0
SEPT14P21	0
RP11-261C10.8	0
RP11-261C10.7	0.168702
LINC01347	0.159878
RNU6-747P	0
RP11-261C10.5	0.526766
RP11-261C10.4	0
FCF1P7	0.0629232
MIR4677	0
RP11-269F20.1	0.319763
FABP7P1	0.0657447
RP11-370K11.1	0
AKT3-IT1	0.0550615
RP11-278H7.1	1.11247
RP11-278H7.5	0.0716315
RP11-278H7.4	0
RN7SL148P	0
RP11-278H7.3	0
C1orf100	0.197196
RP11-518L10.5	0
TGIF2P1	0
C1orf101	0.553791
CYCSP5	0
DESI2	4.12456
RP11-173A6.2	0.106022
RP11-173A6.4	0.0869585
RP11-173A6.3	0.0799839
RP11-11N7.4	0.385823
RN7SKP55	0
RNU6-947P	0
RP11-156E8.1	1.47062
EFCAB2	2.96307
RNU6-1089P	0
RNU6-999P	0
RNU1-132P	0
KIF26B	2.08326
RP11-62I21.1	0
DNAJC19P8	0
RP11-522M21.2	0
RP11-522M21.3	0.0814964
RP11-83A16.1	0
RP11-36N20.1	0
CHCHD4P5	0
RNU6-1283P	0
SMYD3-IT1	0
Y_RNA	0
RP11-690C23.4	0
LINC01743	0
RP11-690C23.5	0
RP11-690C23.3	0
RP11-1086F11.1	0
RP11-452J6.2	0
RP11-439E19.9	0.396635
RP11-439E19.7	0.279149
RP11-439E19.6	0
KIF28P	0.0881619
RP11-439E19.10	1.89572
LINC01341	2.47338
RP11-397A15.4	0
SNORA25	0
ZNF695	0.103932
RP11-551G24.3	0.029217
ZNF670	1.01374
RP11-551G24.2	0
RP11-107G24.3	0
ZNF669	1.25827
C1orf229	1.04644
FGFR3P6	0
ZNF124	0.64322
RP11-488L18.6	0.565383
RP11-488L18.3	0.297783
RNA5SP82	0
RP11-488L18.8	0
RP11-488L18.1	0.0187681
VN1R17P	0
VN1R5	0
Y_RNA	0.364539
NLRP3	2.30732
OR2B11	0
OR2W5	0
GCSAML	0.0286751
GCSAML-AS1	0
OR2C3	0
RP11-978I15.10	0
OR2G2	0
OR2G3	0
U6	0
OR14L1P	0
RP11-634B7.4	0
OR3D1P	0
OR13G1	0
RP11-634B7.5	0
OR6F1	0
OR14A2	0
OR14K1	0
OR1C1	0
OR9H1P	0
OR14A16	0
HSD17B7P1	0
OR6R1P	0
OR11L1	0
TRIM58	0.463222
OR2W3	1.90056
OR2T8	0.221511
OR2AJ1	0.0464037
CLK3P2	0.386576
OR2X1P	0
OR2L8	0
OR2AK2	0.030781
OR2L9P	0
OR2L1P	0
Y_RNA	0
OR2L6P	0.0486685
OR2L5	0.0397437
Y_RNA	0
OR2L2	0.112172
Y_RNA	0
OR2L3	0.0710319
OR2T32P	0.0690396
OR2L13	2.42698
OR2M1P	0.0530635
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0.0708909
OR2T33	0.0676479
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T7	0
OR2T2	0
OR2T3	0
RP11-407H12.8	0.211015
OR2T5	0
OR2AS2P	0
OR2G6	0
RP11-438F14.3	0.0213875
OR2AS1P	0
OR2T29	0
OR2T34	0
OR2T10	0
Y_RNA	0
RP11-438F14.10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	2.10371
XX-CR54.1	0.0623683
WI2-2118C23.2	1.67839
LYPD8	3.35322
AL672296.1	0
AL672294.1	0
PGBD2	1.50439
RNU6-1205P	0
RPL23AP25	0.319161
FAM110C	2.74824
AC079779.7	0
ALKAL2	1.07286
AC079779.4	0.0710097
AC079779.5	0.0108613
RP11-356M6.1	0
LINC01865	0.0820132
AC105393.1	0.0461068
AC105393.2	0.129749
LINC01874	0
RP11-625N16.1	0
LINC01875	0
AC093326.3	0
AC092159.2	0.0496559
RP11-455F15.1	0
AC092159.3	0
AC116609.1	0
LINC01115	0.0780432
AC116609.3	0
AC116609.2	0
LINC01115	0.144707
LINC01939	0
AC113607.3	0
AC116614.1	0.474528
SNTG2	0.192433
AC114808.3	0
AC114808.2	0
AC108462.1	0
TPO	0.140885
AC144450.1	0
AC141930.3	0
AC141930.2	0
AC144450.2	0
PXDN	4.37922
RP11-755H23.1	0.304974
AC093390.1	0.109633
MYT1L-AS1	0.0594019
AC018685.1	0.513508
AC018685.2	0.0690823
AC011995.1	1.66075
AC011995.3	0
LINC01250	0.917152
AC019118.3	0.241989
AC019118.4	0
TSSC1-IT1	0.19789
TRAPPC12-AS1	3.92922
RP11-1293J14.1	1.03754
AC142528.1	0.317607
AC108488.4	1.6961
COLEC11	0.570442
AC010907.2	0
TMSB4XP2	0.355476
ALLC	0.221857
GAPDHP48	0
AC010907.5	0
DCDC2C	0.0512326
LINC01304	0
AC012445.1	0
NPM1P48	0
LINC01249	0
SNORA31	0
RNU6-649P	0
AC073143.1	0
AC107057.1	0
LINC01248	0
AC108025.2	0
SOX11	0.60817
AC010729.1	0
AC010729.2	0.111933
LINC01810	0
LINC01105	4.56163
MIR7158	0
AC017053.1	0
LINC01247	0
PIK3CDP1	0
LINC01824	0
MIR7515HG	0
LINC00487	0.319419
NRIR	0.700161
CMPK2	2.52614
RSAD2	2.36507
RP11-439M11.1	4.43677
AC019048.1	0.08647
RN7SKP112	0
RP11-557L19.1	1.16925
AC010904.1	0
AC013460.1	0.615589
RNU6ATAC37P	0
AC092580.3	0
LINC01871	0
AC092580.2	0
AC092580.1	0
AC007463.2	0
LINC00298	0.425072
LINC00299	1.15607
U91324.1	0
AC011747.3	0
LINC01814	0.0155992
AC011747.6	0
SNRPEP5	0
ID2-AS1	1.19222
HMGB1P25	0
RPL30P3	0
RP11-734K21.2	0
RP11-734K21.5	0
RP11-734K21.3	0
RP11-734K21.4	0
EIF1P7	0.0842835
RP11-400L8.2	0.438323
RP11-214N9.1	1.8661
Y_RNA	0
RP11-521D12.1	0.23694
RP11-521D12.2	0
RNU4-73P	0
RP11-521D12.4	0
RP11-521D12.5	0.206864
TAF1B	2.42417
RP11-95D17.1	2.93171
GRHL1	2.70902
AC010969.1	0
RP11-254F7.1	0
KLF11	2.19412
RP11-254F7.3	0
AC104794.4	0.098442
SNORA26	0
RP11-254F7.4	0
RRM2	0.0687184
C2orf48	0.169781
SNORA2	0
MIR4261	0
RN7SL66P	0
SNORA51	0
SNORA80B	0
RP11-320M2.1	0.607894
AC007249.3	0.459687
AC092687.5	0
RN7SL832P	0.488157
AC092687.3	0
ATP6V1C2	1.73387
RNU7-138P	0
RP11-791G15.2	0.584746
RNU7-176P	0
AC092687.4	0
RP11-245G13.1	0
LINC01954	1.08001
RP11-345J13.1	1.27671
AC062028.1	2.77629
C2orf50	1.22348
PQLC3	4.73801
RNU6-1081P	0
AC018463.4	0
AC018463.5	0
AC099344.2	0
AC099344.3	0
LINC00570	0.209331
RNA5SP84	0
MIR4429	0
RNU2-13P	0
RNA5SP85	0
RN7SL674P	0.251153
AC110754.3	0.0929824
RP11-494G9.1	0
AC106875.1	0
AC012456.3	0
AC012456.4	0.0624121
MIR548S	0
MIR4262	0
MIR3681HG	0.0428151
SNORD18	0
MIR3681	0
RNU6-843P	0
AC096559.2	0
RP11-333O1.1	0.0733166
MIR3125	0
AC064875.2	0.633205
AC092635.1	0
LINC00276	0
AC016730.1	0
RNU6-1288P	0
Metazoa_SRP	0
AC011897.2	0
AC068286.1	0
RP11-32P22.1	0
AC008278.2	0
AC008278.3	0
LINC01804	0
AC113608.1	0
RNU5E-7P	0
RP11-120J4.1	0
snoU13	0
MYCNUT	0
MYCNOS	0.61476
MYCN	2.68026
RN7SL104P	0
AC010145.4	0
GACAT3	0.0490498
AC142119.1	0
WI2-2221J1.1	0
SNORA40	0
AC010745.1	0
AC010745.2	0
AC010745.3	0
AC010745.4	0
AC010880.1	0
AC104623.2	0
RP11-542H15.1	0.262198
AC008069.1	0.122221
AC008069.2	0
LINC01866	0
RN7SKP168	0
ZFYVE9P2	0
PSMC1P10	0
RAD51AP2	0.483155
SMC6	4.79055
GEN1	0.944041
MSGN1	0
KCNS3	3.11428
SNORA40	0
RP11-111J6.2	1.17915
NT5C1B	0.0325862
RNU6-1215P	0
AC106053.1	0
LINC01376	0.213395
MIR4757	0
OSR1	0.645305
AC010096.1	0
LINC01808	0
AC019055.1	0
CISD1P1	0
LINC00954	0.0514201
RP11-79O8.1	0.132977
WDR35	3.98237
AC079145.4	0.2869
MATN3	1.90325
RP11-644K8.1	0.112754
AC098828.2	0
AC098828.3	0
RN7SL140P	0
RNU6-961P	0
SDC1	0.958134
AC007041.2	0.0255881
RNU7-113P	0
SLC7A15P	0
RNA5SP86	0
AC023137.2	0.279529
Y_RNA	0
AC012065.4	0
RP11-130L8.3	0.354997
HS1BP3	3.37893
RP11-130L8.2	1.95483
HS1BP3-IT1	0.294173
AC012065.5	0.100899
GDF7	1.07783
LDAH	3.89172
AC012361.1	0
RP11-116D2.1	0
APOB	0.056179
AC010872.1	0
TDRD15	0
RP11-79J24.1	0
AC067959.1	0.0617066
AC011752.1	0
NUTF2P8	0
AC009411.2	0
AC009411.1	0
LINC01822	0
RN7SL117P	0
LINC01830	0.444245
AC068490.1	0.278345
AC068044.1	0
AC099799.1	0
RNA5SP87	0
AC096570.2	0
LINC01884	0
RN7SKP27	0
AC016768.1	0.0366934
AC012506.1	0
AC012506.2	0.0410706
AC012506.3	0.116661
AC012506.4	0.10157
AC011239.1	0
AC011239.2	0.36788
RP11-557N21.1	0.151232
ATAD2B	1.48058
PGAM1P6	0
AC066692.3	0
UBXN2A	2.93973
SDHCP3	0
RN7SL610P	0
MFSD2B	0.090307
WDCP	3.25979
RNU6-370P	0
TP53I3	2.58129
PFN4	0.640017
AC008073.7	0.197417
FAM228A	1.64139
AC008073.9	0.380995
AC009228.1	1.54584
SCARNA21	0
HMGN2P20	0
RPL36AP13	0
RNA5SP88	0
RNU6-936P	0
RP11-443B20.1	0.651339
AC013267.1	0
SNORD14	0
DNAJC27-AS1	1.22428
Y_RNA	0
RN7SL856P	0
SUCLA2P3	0
POMC	2.7192
LINC01381	0
MIR1301	0
AC012074.2	1.85254
AC104699.1	0
Y_RNA	0
ASXL2	2.83508
TPM3P7	0
PTGES3P2	3.89271
AC010150.1	0
NDUFB4P4	0
UQCRHP2	0
TRMT112P6	0.134043
RNU6-942P	0
RP11-214J9.1	0
AC011742.3	0
SMARCE1P6	0.0722262
AC011742.5	0.0552902
PPIL1P1	0
ADGRF3	0.371136
DRC1	1.78499
OTOF	0.692112
C2orf70	0.238019
CIB4	0.059751
AC015977.6	0
AC015977.5	0
CENPA	0.0449401
CDKN2AIPNLP2	0
AC013472.4	0.512423
AC013472.3	0.0258449
AGBL5-AS1	0.164125
AGBL5-IT1	2.12535
RP11-195B17.1	2.62432
EMILIN1	4.44175
ABHD1	2.0004
PRR30	0
TCF23	0.0121375
AC013403.13	0
DNAJC5G	3.06942
GTF3C2-AS1	0.162773
AC074117.10	2.29247
FTH1P3	0.49005
KRTCAP3	1.37684
AC074117.13	0.229622
RNU6-986P	0
GCKR	0.846483
C2orf16	0.467731
CCDC121	2.62486
SNORA36	0
LINC01460	0.0902165
RBKS	1.98228
RP11-674I16.1	0
MIR4263	0
RP11-674I16.2	0
uc_338	0
AC093690.1	0.343636
FLJ31356	0.0410982
RP11-373D23.2	2.0922
RP11-373D23.3	1.52442
AC104695.4	0
PLB1	1.15705
SNRPGP7	0
AC074011.2	0.0428285
RNA5SP89	0
AC097724.3	0.598713
SPDYA	0.379806
RP11-713D19.1	0.697514
SNORD92	0
SNORD53	0
Y_RNA	0
SNORD53_SNORD92	0
TOGARAM2	1.05198
Y_RNA	0
C2orf71	0.177009
AC105398.3	0
ALK	1.19854
RN7SL516P	0
AC106870.1	0
AC106870.2	0
AC016907.3	0.0946612
AC016907.2	0
SNORA64	0
AC104698.2	0
LINC01936	0.0705495
RP11-182E7.1	0
LCLAT1	1.33054
RP11-523J2.1	0.0237188
CAPN13	0.313698
AC092569.2	0
GALNT14	2.34638
AC009305.1	0
CAPN14	0.19634
RNA5SP90	0
AL121657.4	0
