Name	Ovary
FAM153C	0.932105
N4BP3	1.28191
RP11-889L3.4	0.133697
GMCL1P1	0
COL23A1	0.413244
RP11-1259L22.2	0
RP11-1259L22.1	0
RN7SL646P	0
CTB-26E19.1	0
RN7SKP70	3.10291
AACSP1	0.0152219
RP11-21I4.3	0
RP11-21I4.2	0
RP11-21I4.4	0
RP11-281O15.2	0.598557
PIGFP1	0.31501
RP11-281O15.8	1.47554
ZNF454	3.44618
RP11-281O15.4	1.70177
GRM6	0.337162
RP11-281O15.5	0
ZNF879	3.98078
RP11-443C10.2	0
RP11-443C10.1	0
RP11-443C10.3	0
RP11-798K23.1	0
U4	0
RP11-798K23.4	0
RP11-798K23.3	0
RP11-798K23.5	1.0916
PRDX2P3	0.406845
RP11-1379J22.2	1.3525
Metazoa_SRP	0
C5orf60	0.0858101
RP11-1379J22.7	0
RP11-1379J22.5	0.510739
CBY3	1.15488
HMGB3P22	3.33454
MIR1229	0
RN7SKP150	2.14949
Y_RNA	0.736174
CTC-241N9.1	4.71148
RPS15AP18	0
CTC-563A5.4	0
CTC-563A5.2	1.24674
MIR340	0
RP11-39H3.2	0.0189132
RP11-39H3.1	0
RASGEF1C	0.208208
RP11-252I14.1	0
RP11-252I14.2	0.407412
CTB-129O4.1	4.29406
CTC-573N18.1	0
RNU6-525P	0
RP11-451H23.1	0
SCGB3A1	1.0407
RP11-451H23.2	0
RP11-451H23.3	0
OR2AI1P	0
RNU1-17P	0
OR2Y1	0
CTC-205M6.1	1.94073
BTNL8	0.0675625
Y_RNA	0
RPS29P12	0
CTD-2593A12.3	0
CTD-2593A12.2	0
CTD-2593A12.4	0
BTNL3	0.0337688
RNU6-1036P	0
MIR8089	0
CTB-14A14.1	0
FOXO1B	0
CTB-14A14.2	0
OR2V1	0
OR2V2	0
LINC01962	0
CTC-338M12.5	2.38044
TRIM7	1.37631
CTC-338M12.6	0.204877
CTC-338M12.1	1.00802
CTC-338M12.7	0.232474
SNORD96A	1.16636
CTC-338M12.9	1.43263
CTC-338M12.13	2.59281
RNU6-705P	0
AC138035.2	0.622114
AC138035.3	0
AC138035.1	0
OR4F3	0
WBP1LP4	0
RPL23AP45	0
WBP1LP12	0
OR4F1P	0
LINC00266-3	0
CICP18	0
RP3-416J7.1	0
RP3-416J7.4	0
RP3-416J7.5	0
IRF4	0.61521
RP1-20B11.2	0.258792
HUS1B	0.981638
RP11-532F6.2	0.0407634
RP11-532F6.3	0.913914
RP11-532F6.4	0.0831736
RP11-532F6.5	0
RP11-284J1.1	0
RP5-1077H22.2	0
RP5-1077H22.1	0
RP5-856G1.1	0
RP5-856G1.2	0
FOXQ1	0.0789912
LINC01394	0
RP4-668J24.2	0
FOXF2	0.207107
RN7SL352P	0
RP11-157J24.1	0.292589
RP11-157J24.2	1.33894
FOXCUT	0
GMDS-AS1	1.26743
HMGN2P28	0.218687
RP1-136B1.1	0.56669
RP11-299J5.1	0.0525883
LINC01600	0.350296
RP11-145H9.3	0
MYLK4	0.914023
MIR4645	0
SERPINB9P1	1.02058
RP1-90J20.10	0
RP1-90J20.2	0
LINC01011	3.42632
RP1-90J20.8	0
RP1-90J20.14	0
FAM136BP	0
SERPINB8P1	0
RP1-40E16.2	0
RP1-40E16.12	1.86192
RNA5SP201	0.337043
RP1-40E16.11	1.97432
TUBB2BP1	0
RP1-40E16.9	0
TUBB2B	0.851164
RP11-506K6.4	1.279
RP1-223B1.1	0.135627
RP1-72E17.2	0
RP11-420L9.5	4.50886
RP11-420L9.2	0.324775
RP11-420L9.4	0
RP1-140K8.1	0
RP1-140K8.5	0.0745093
RP1-140K8.2	0.127836
RP1-140K8.3	0
TDGF1P4	0
GLRX3P2	0.112111
RP3-406P24.4	0.279681
RP3-406P24.3	0.275105
FAM217A	0.13405
C6orf201	2.68685
RP3-400B16.1	0.283737
RP3-400B16.4	0
RP3-400B16.3	0
RP3-400B16.2	0
RP3-527G5.1	0
RNA5SP202	0
RP11-274H24.1	0
RP1-21P18.1	0
RP4-529N6.2	0
RP4-529N6.1	0
PSMC1P11	0
RP3-430A16.1	0
RP11-428J1.2	0
RP11-428J1.5	2.42806
RP11-428J1.4	0.371163
RP11-530A18.1	0.196502
PPP1R3G	1.70152
MIR3691	0
RP3-520B18.1	0
RP1-232P20.1	0
HNRNPA1P37	0.0392416
RP1-256G22.2	0
RP1-182O16.1	0.333035
RP1-182O16.2	0.210211
RP3-380B8.4	0.081339
RN7SL221P	0
PKMP5	0
NRN1	4.88634
MIR7853	0
LY86-AS1	0
CNN3P1	0
LY86	1.4501
RP1-80N2.3	0.204111
RP1-80N2.4	0.0966663
RP1-80N2.2	0.0906088
RP3-470L22.1	0
BTF3P7	0.0800462
RP3-429O6.1	0
RN7SL554P	0
RP11-556O15.1	0
RP11-405O10.2	0.0964855
Y_RNA	0
RP11-69L16.4	0.181825
CAGE1	0.0156895
RP11-69L16.3	0
RP11-69L16.5	4.07979
RP11-69L16.6	0
HNRNPLP1	0.0423074
RP11-288G3.3	0
RP11-288G3.4	0
RP3-512B11.3	0.513366
DSP	3.25121
RP3-336K20__B.2	0.117647
RP1-303A1.1	0
PIP5K1P1	0.0456457
RP11-203H2.1	0
RP11-203H2.2	0
HULC	0
RP11-314C16.1	1.85139
RP11-354I10.1	0
OFCC1	0
RP3-486D24.1	0
RP11-339A7.1	0.201374
RNU6ATAC21P	0
RP1-290I10.2	0
TFAP2A	0.224347
TFAP2A-AS1	0.613769
RP1-290I10.3	0
LINC00518	0
MIR5689	0
MIR5689HG	0
MRPL48P1	0
RP1-290I10.5	0
GCNT2	0.44771
RP11-360O19.4	0
RP11-360O19.1	0
RP11-360O19.5	0.150064
GCNT6	0
C6orf52	1.36209
Y_RNA	0
RP11-421M1.8	0.672443
RNA5SP203	0.956322
MAK	0.6125
GCM2	0.0426162
RP11-637O19.2	0.427057
SYCP2L	1.99125
ELOVL2	0.607397
RP1-62D2.4	0
ELOVL2-AS1	0
ERVFRD-1	0.0469131
RP4-761I2.5	0
RP3-510L9.1	0
RP11-716O23.1	0
RP11-716O23.2	0
RNU1-64P	0
THAP12P5	0
TMEM170B	3.72498
RP11-679B17.2	0
Metazoa_SRP	0
SNORA67	0
ADTRP	0.0638343
RP3-413H6.2	0.145697
AMD1P4	0.0638915
RP11-456H18.1	0
RP11-456H18.2	0.23356
EDN1	3.66693
SUMO2P12	0
RN7SKP293	0
RP11-125M16.1	0
PHACTR1	1.43448
RNU1-11P	0
RP1-257A7.4	1.62716
TBC1D7	2.69952
RP1-257A7.5	0
GFOD1	1.4218
GFOD1-AS1	0
RPS4XP7	0.277921
RN7SKP204	0
RP3-500L14.2	0.439625
RNF182	0.446393
MRPL35P1	0
RP3-380E11.2	0
RNU7-133P	0
RP11-359N11.1	0
LINC01108	0
RP3-448I9.2	0
RP3-448I9.1	0
RP11-330A16.1	0
RNU6-793P	0
RP11-146I2.1	0
RP1-190J20.2	0
RN7SL332P	0
RP11-560J1.2	0.853824
JARID2-AS1	0.441907
RNU6-522P	0
RNU6-645P	0
5S_rRNA	0
ARPC3P5	0
RP11-401E14.2	0
RP11-401E14.3	0
RP1-13D10.5	0
MIR4639	0
RP1-13D10.2	0.324439
RP1-13D10.3	0.42162
MRPL42P2	0
RNU6-1114P	0
Y_RNA	0
RP3-467D16.3	0.721099
RP1-151F17.1	3.62595
RP1-151F17.2	4.30093
STMND1	0
RBM24	2.24088
RP1-273P12.1	0
RPL7P26	0.38169
SUMO2P13	0
RNU6-190P	0
RP11-500C11.3	2.18022
RNA5SP204	0
Y_RNA	0
RP3-525L6.2	0.294685
NHLRC1	0.980484
Y_RNA	0
RP11-14J16.1	0
RNU6-263P	0
DDX18P3	0
RP11-528A10.1	0
RNF144B	2.72681
RP1-242N11.1	0
MIR548A1	0
RP11-254A17.1	0.0950688
RP11-686D16.1	0
RP4-625H18.2	0.903187
RPL5P20	0
RNA5SP205	0
KRT18P38	0
UQCRFS1P3	0
RNU6-801P	0
RP1-130G2.1	0.462842
RP11-239H6.2	0.117582
E2F3	2.50367
RN7SL128P	0
E2F3-IT1	0
RNU6-141P	0
Y_RNA	0
RP3-348I23.3	0
RP3-348I23.2	0
RNU6-150P	0
RP1-135L22.1	0
LINC00581	0
RP11-204E9.1	0.103655
RP11-204E9.3	0.0684708
BOLA2P3	0
CASC15	4.65247
RP4-551N11.1	0
RN7SKP240	0.256873
NBAT1	0.654475
RP11-524C21.1	0.750057
RP11-524C21.2	1.74916
PRL	2.35795
HDGFL1	0.0632854
RP1-309H15.2	0
RP1-209A6.1	0
RP11-108N13.1	0
RNU6-1060P	0
RP11-439H9.1	0
RP4-810F7.1	0
RP11-440J4.2	0
SPTLC1P2	0
RP1-59B16.1	0
HNRNPA1P58	0
NRSN1	0.0224296
SNORD46	0
DCDC2	0.244228
KAAG1	0
RNU6-391P	0
GPLD1	2.39282
KIAA0319	0.0583951
KRT8P43	0
RP1-30M3.5	2.51327
RP3-369A17.4	0
RP3-369A17.2	0
C6orf229	0
FAM65B	2.93702
MTCO2P33	0
PPIAP29	1.44308
RP11-367G6.3	0.0714341
ASS1P1	0.0127321
RN7SL334P	0
RP3-425P12.5	0
RP3-425P12.1	0
RP3-425P12.2	0
RP3-425P12.4	0.108734
RP11-191A15.1	0
RP11-191A15.2	0
RP11-191A15.4	0
RP3-522P13.3	0
KATNBL1P5	0
RP3-522P13.1	0
RP3-522P13.2	0
Y_RNA	0
RNU6-987P	0
SCGN	0.297984
PRELID1P2	0
HIST1H2AA	0
HIST1H2BA	0
HIST1H2BPS1	0
HIST1H2APS1	0
SLC17A4	0
SLC17A1	0.183891
SLC17A3	0.303607
HIST1H2APS2	0
RP1-139G21.4	0
SLC17A2	0
U91328.22	4.87079
HIST1H1PS2	0
HIST1H1A	0.0787762
HIST1H3A	0.135669
HIST1H4A	0
HIST1H4B	0.171288
HIST1H3B	0
HIST1H2AB	0
HIST1H2BB	0
HIST1H2APS5	0
HIST1H3C	0
HIST1H4C	0.194923
HIST1H1T	0
HIST1H2BC	2.23959
HIST1H1E	1.98241
RP1-221C16.8	0.574517
LARP1P1	0.187582
HIST1H2BE	0.499702
HIST1H4D	0.1846
HIST1H1PS1	0.842826
HIST1H3D	2.17059
HIST1H2AD	0.968844
HIST1H2BF	0.35586
RP1-34B20.4	0.190729
HIST1H4E	2.36422
HIST1H2AE	4.70897
RP1-34B20.19	0
HIST1H3E	1.53979
HIST1H2APS3	0
HIST1H1D	0.266978
HIST1H4F	0
HIST1H4G	0
HIST1H3F	0
HIST1H2BH	0.100129
HIST1H3G	0
HIST1H2APS4	0
HIST1H2BI	0
HIST1H4H	2.39625
HIST1H3PS1	0
BTN2A3P	4.49581
BTN1A1	0.158968
RNU6-502P	0
RP11-457M11.7	0.0415457
RP11-457M11.6	0
RP11-457M11.5	0.180867
GUSBP2	2.99147
POM121L6P	0
LINC00240	1.00173
RP11-239L20.6	0.73614
VN1R12P	0
VN1R13P	0
VN1R11P	0
RNU2-62P	0
RP1-86C11.7	0.405208
HIST1H2BJ	0.872147
HIST1H2AG	0.250364
HIST1H4I	2.37747
HIST1H2AH	0
MIR3143	0
RPL10P2	0.0511279
PRSS16	3.80961
XXbac-BPGBPG24O18.1	0
POM121L2	0.0317551
VN1R10P	0
RP1-153G14.4	0.663716
MCFD2P1	0.276237
XXbac-BPGBPG34I8.2	0
XXbac-BPGBPG34I8.1	0.230426
HNRNPA1P1	0.0922059
CD83P1	0
RNU6-471P	0
RP1-15D7.1	0
LINC01012	1.59798
GPR89P	0.0419937
RSL24D1P1	0
HIST1H4PS1	0.167225
HIST1H2BL	0.255505
HIST1H2AI	0.126554
HIST1H3H	2.68406
HIST1H2AJ	0
HIST1H2BM	0
HIST1H4J	0.256578
HIST1H4K	0.202573
HIST1H2BN	0.900523
HIST1H2BPS2	0
HIST1H2AL	0
HIST1H1B	0
HIST1H3I	0
HIST1H4L	0
HIST1H3J	0
HIST1H2AM	0
HIST1H2BO	0
RNU7-26P	0
OR2B2	0
OR2W6P	0
OR2B6	0
RPLP2P1	0
OR2W4P	0
IQCB2P	0
U3	0
OR2W2P	0
OR2B7P	0
OR2B8P	0.107459
OR1F12	0.152051
RP1-313I6.12	2.67572
ZNF165	1.46598
ZSCAN12P1	1.56175
ZNF602P	0.846975
RP1-265C24.8	0.232791
ZNF192P1	2.69952
AL022393.9	1.10229
ZNF603P	0.508607
ZNF192P2	0
TOB2P1	0.132655
NKAPL	2.14683
RP5-874C20.7	0.173453
RP5-874C20.6	0.232568
RNU2-45P	0
ZSCAN23	2.34976
COX11P1	0.0593125
OR2E1P	0
GPX6	0
GPX5	0
ZBED9	1.24604
RP5-1186N24.3	0.038532
RP11-373N24.2	0
LINC00533	0
RPSAP2	0
NOP56P1	0.273916
XXbac-BPG308K3.5	0.187257
LINC01623	0
RPL13P	0
ZNF90P2	0
HCG14	0.296382
RNU6-930P	0
LINC01556	0
KRT18P1	0
RN7SL471P	0
HCG15	1.36485
HCG16	2.33744
ZNF311	4.23362
OR2AD1P	0
XXbac-BPG258E24.10	0
OR2W1	0
OR2P1P	0
SAR1P1	0
OR2B3	0
OR2J1	0
OR2J3	0
XXbac-BCX196D17.5	0
OR2N1P	0
OR2J2	0
OR2J4P	0
OR2H4P	0
XXbac-BPG308J9.3	0
OR2G1P	0
OR2U1P	0
OR2U2P	0
OR2B4P	0
OR14J1	0
DDX6P1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR12D1	0
OR11A1	0
OR10C1	0
XXbac-BPG13B8.11	0
OR2H1	0
UBDP1	0
MAS1LP1	0
MAS1L	0
RPS17P1	0
XXbac-BPG13B8.10	0
LINC01015	0
GPR53P	0
OR2I1P	0
UBD	0
OR2H5P	0
TMEM183AP1	0
SNORD32B	0
RPL13AP	0
OR2H2	0.492061
SUMO2P1	0.850329
MOG	0.0798808
ZFP57	0.0410355
ZDHHC20P1	0.299397
HCG4P11	0
HLA-F-AS1	3.6391
MICE	1.99355
HCG9P5	0.485766
Y_RNA	0
IFITM4P	1.67926
XXbac-BPG170G13.32	0.793575
XXbac-BPG170G13.31	0
HLA-V	0.274377
HCG4	0.886804
HLA-P	0
RPL7AP7	0
MICG	0
HLA-G	2.25151
HCG4P8	0
MICF	0.36963
HCP5B	0.654214
HLA-T	0.680877
DDX39BP1	0.249725
MCCD1P1	0.68706
HCG4B	2.62255
HCG4P5	0.521317
HLA-W	1.14072
MICD	0.202468
HCG9	0.194353
DDX39BP2	0.353883
MCCD1P2	0.197552
ZNRD1ASP	4.87533
HLA-J	4.7459
HCG4P3	3.48358
ETF1P1	0.257043
RNF39	2.52482
TRIM31	0.0623325
TRIM31-AS1	0.113233
SNORA48	0
TRIM40	0
TRIM10	0
TRIM15	0
PAIP1P1	0.929469
HCG17	0.728045
TRIM26BP	0.12273
HLA-L	2.35694
HLA-N	0
HCG19P	0
UBQLN1P1	0
MICC	0
TMPOP1	0
SUCLA2P1	0
RANP1	0.402261
XXbac-BPG249D20.9	0.438813
MIR877	0
PTMAP1	0.675213
RPL7P4	0.0723962
MDC1-AS1	0
XXbac-BPG252P9.9	3.72834
Y_RNA	0.773472
XXbac-BPG252P9.10	0.856702
RN7SL353P	0
HCG20	0.240358
LINC00243	0.0549281
XXbac-BPG27H4.8	0
RN7SKP186	0
DDR1-AS1	0.0105738
MIR4640	0.598348
SFTA2	0.163943
Y_RNA	0
DPCR1	0.0642839
HCG21	0
XXbac-BPG118E17.10	0
MUC21	0.22466
MUC22	0
HCG22	0.0305088
RNU6-1133P	0
C6orf15	0
PSORS1C1	2.03985
CDSN	0
PSORS1C2	0.647437
POLR2LP1	0
POU5F1	0.378582
PSORS1C3	0.224623
HCG27	3.84862
XXbac-BPG299F13.14	0
XXbac-BPG299F13.15	0
XXbac-BPG299F13.16	0
USP8P1	0.0194849
RPL3P2	2.945
WASF5P	0
XXbac-BPG248L24.13	0
XXbac-BPG248L24.10	0
MIR6891	1.8134
XXbac-BPG248L24.12	0.230906
DHFRP2	0
RNU6-283P	0
FGFR3P1	0
ZDHHC20P2	0
HLA-S	0.927324
Y_RNA	4.42306
LINC01149	0.07422
XXbac-BPG181B23.6	0.0800779
MICB	1.18142
Y_RNA	0
XXbac-BPG16N22.5	0
PPIAP9	0
RPL15P4	0
MCCD1	0
SNORD117	0
SNORD84	0
DDX39B-AS1	0.22105
LTA	0.468557
TNF	0.110841
LTB	0.651343
LST1	2.3883
NCR3	0.0950115
UQCRHP1	0
SNORA38	0
MIR6832	0
Y_RNA	0.870344
LY6G5C	2.67264
MIR4646	0
LY6G6F	0
LY6G6E	0
LY6G6D	0
LY6G6C	0.750645
MPIG6B	0.536427
RNU6-850P	2.48631
SAPCD1-AS1	0.540704
VWA7	1.19719
Y_RNA	0.684579
HSPA1L	4.78681
SNORD48	0
SLC44A4	2.92138
EHMT2-AS1	0.514051
C2-AS1	0.167218
MIR1236	0
C4A-AS1	0.038146
TNXA	1.45529
STK19B	3.5256
C4B-AS1	0.0555262
CYP21A2	4.62909
RNA5SP206	0
MIR6721	0
MIR6833	0
XXbac-BPG300A18.13	0
XXbac-BPG154L12.5	0.563519
XXbac-BPG154L12.4	0.529381
C6orf10	0.0856794
HNRNPA1P2	0.199891
RNU6-603P	0
BTNL2	0.817714
HLA-DRB9	0.157684
RNU1-61P	0
HLA-DQA1	3.09938
HLA-DQB1-AS1	1.55388
MTCO3P1	0
XXbac-BPG254F23.7	0
HLA-DQB3	0
HLA-DQA2	0.957636
MIR3135B	0
HLA-DQB2	0.635501
HLA-DOB	1.81911
PPP1R2P1	0.100401
HLA-Z	0
XXbac-BPG181M17.4	0
HLA-DOA	2.56119
RPL32P1	0.278662
HLA-DPA2	0
COL11A2P1	0
HLA-DPB2	0.0546906
HLA-DPA3	0
HCG24	0
COL11A2	2.81174
RNY4P10	1.85774
MIR219A1	0
ZNF70P1	0
HTATSF1P1	0
XXbac-BPG157A10.21	1.44398
HCG25	1.86541
MIR6873	0
MIR6834	0
MYL8P	0
LYPLA2P1	0.0768972
RPL35AP4	0
KIFC1	2.75838
RPL12P1	0.646736
XXbac-BPG294E21.9	0.700681
MIR5004	0
ZBTB9	0
GGNBP1	0.0337953
RN7SL26P	0
Metazoa_SRP	0
LINC00336	0.0785655
MIR3934	1.41247
IP6K3	0.464181
MLN	0
LINC01016	0.0715826
RP3-468B3.4	0
RP3-468B3.2	0.00553513
MIR7159	0
MIR1275	0
GRM4	0.0691348
KRT18P9	0
CYCSP55	0
MIR6835	0
RP11-513I15.6	0.190426
RPL35P2	0
PACSIN1	1.01429
SPDEF	0.256139
RP3-391O22.3	0.306769
RPL7P25	0
RN7SL200P	0
RP3-391O22.1	0
RP11-140K17.2	0
RP3-375P9.2	3.40254
Y_RNA	0
HSPE1P11	0.409708
RP11-174N3.4	1.35723
TCP11	0.477211
SCUBE3	1.03285
RP3-329A5.1	0
MKRNP2	0
MIR7111	0
TULP1	0.911676
RP3-340B19.3	0
RP3-340B19.2	2.94072
RP3-340B19.5	0
SNORA40	0.106164
MIR5690	0
RP3-510O8.4	1.88328
RP3-510O8.3	0
CLPSL2	0
CLPSL1	0
LHFPL5	0
SLC26A8	0.133126
DPRXP2	0
RP1-179N16.3	0.579917
PNPLA1	0.102656
C6orf222	0.0160174
ETV7	1.58249
RP1-50J22.4	0
PXT1	0.0838802
RN7SL502P	0.146192
RN7SL748P	0.190798
MIR3925	0
RNU1-88P	0
Y_RNA	0
PANDAR	0
LAP3P2	0
RAB44	0.0929682
RP3-431A14.4	0
RP1-90K10.4	0
PI16	1.28026
FGD2	3.19
COX6A1P2	1.97098
RPL12P2	0.11542
TMEM217	0.650317
RP4-744I24.4	0
RN7SL273P	0
RP1-153P14.8	0
RP1-153P14.3	0
RP1-153P14.5	0
MIR4462	0
RP1-153P14.7	0
RP3-441A12.1	0.275779
RN7SL285P	0
RNU1-87P	0
RP11-420A21.1	0
SNORD45	0
BTBD9-AS1	0.0864158
Y_RNA	0
RP1-319M7.2	0
RP3-503A6.2	0
DNAH8	0.0192248
RN7SL465P	0
RP1-217P22.2	0
SNORA8	0
RP1-207H1.3	0
RP1-207H1.2	0
RP1-202I21.3	0
GLP1R	0
ANKRD18EP	3.97153
KCNK17	0.312708
KCNK16	0
KIF6	0.0979491
RP1-137F1.3	0
E2F4P1	0
RNU1-54P	0
XXyac-YR38GF2.1	0.195758
RP11-61I13.3	1.76587
TUBBP9	0
RP11-552E20.1	0
TDRG1	0.127952
LINC00951	0.396165
RP11-552E20.4	0.122515
LRFN2	0.855463
RNU6-250P	0
RP11-121P10.1	0
RP3-462C17.1	0
RP11-570K4.1	0
UNC5CL	4.45146
TSPO2	0.191817
APOBEC2	0.314653
TREML1	0.226784
TREM2	2.14265
TREML2	0.0349029
TREML3P	0
TREML4	0
RNA5SP207	0
TREML5P	0
RP1-229K20.8	0
RP1-229K20.9	0
TREM1	0.309833
RP1-229K20.5	0
RNU6-643P	0
RP13-235E23.1	0
NCR2	0
RP1-149M18.3	0
RP1-149M18.4	0
FOXP4-AS1	0.110444
LINC01276	0
MIR4641	0
NPM1P51	0
TFEB	4.84435
RP11-298J23.5	0
PGC	2.9032
RP11-298J23.8	0
PRICKLE4	2.35326
SNORA8	0
RP5-973N23.4	0
Y_RNA	0
RNU6-761P	0
RP11-533O20.2	0
RP11-7K24.3	0.1062
C6orf132	0.252334
GUCA1A	0.0113347
RP11-256G5.1	0
RNU6-890P	0
ATP6V0CP3	2.12613
PTCRA	0
RP3-475N16.1	2.82134
GNMT	4.01906
RP1-20C7.6	3.52559
RN7SL403P	0.396439
RP11-387M24.5	3.61919
TTBK1	0.0326712
SLC22A7	0.0768971
CRIP3	3.1055
RPL12P47	0.530557
RP11-480N24.4	2.07802
RPS2P28	0.330224
RP11-213N20.1	0
MIR6780B	0
DLK2	1.60437
RNU6-1113P	0
LRRC73	1.94274
RP3-337H4.9	2.32581
RP3-337H4.6	1.48411
SCARNA15	0
RP3-337H4.10	1.15512
RP3-337H4.8	0.460765
RSPH9	1.59223
RP1-261G23.4	0
RP1-261G23.5	0
RP11-344J7.3	0
RP11-344J7.4	0
RP11-344J7.2	0
RP5-1120P11.1	0.0888585
C6orf223	0.014177
RP5-1120P11.3	0.0523134
RP5-1120P11.4	0.214691
CAPN11	0.133643
RN7SL811P	0
RP1-302G2.5	0.130755
NFKBIE	3.86051
TMEM151B	0.197229
TCTE1	0.751332
SPATS1	0
MIR4642	0
RP3-449H6.1	0
RP3-449H6.2	0
NUDT19P4	0
RP11-491H9.4	0
RBM22P4	0
RP11-491H9.3	0
MIR586	0
RUNX2	3.32248
RP1-244F24.1	2.72711
RP1-166H4.2	0
CLIC5	0.432518
RNU6-754P	0
RP1-8B1.4	0.1789
ENPP4	3.66675
ACTG1P9	0.0687168
RP11-795J1.2	0
RP11-795J1.1	0.148367
RP11-446F17.3	0.315579
TDRD6	1.74254
PLA2G7	1.73567
ANKRD66	0
RP11-268F1.3	0
MEP1A	0.0216988
RP3-365O12.2	0
ADGRF1	0.0102587
B3GNTL1P2	0
RP11-385F7.1	0.843953
Y_RNA	0
RP11-812I20.2	0
ADGRF2	0.101768
ADGRF4	0.475061
RN7SKP116	0
RP11-550C4.6	0
RP11-550C4.4	0
OPN5	0
RNU1-105P	0
PTCHD4	0.197079
HNRNPA3P4	0
RBMXP1	0
RP1-281E18.1	0
RP1-57E3.1	0
RP4-724P12.1	0
RP4-724P12.2	0
RP1-142O9.2	0
RNU7-65P	0
EEF1A1P42	0
GLYATL3	0
C6orf141	1.35178
CYP2AC1P	0
RHAG	0.0496102
CRISP2	0.140053
RP3-442L6.4	0.0404178
CRISP3	0.159481
PGK2	0
RP3-417L20.4	0
RP11-719J20.1	0
CRISP1	0
DEFB133	0
DEFB114	0
DEFB113	0
DEFB110	0
DEFB112	0
RP11-397G17.1	0
RP11-524K22.1	0
RP1-28O17.1	0
TFAP2D	0
TFAP2B	0.0134335
RPS17P5	0.123948
RP4-753D5.3	0
FTH1P5	0.370174
RP3-437C15.2	0
RP3-437C15.1	0.119015
SNORD66	0
RP11-793K1.1	0
RP3-335N17.2	0
PKHD1	0.00445147
RN7SL580P	0
MIR206	0
LINCMD1	0
MIR133B	0
IL17A	0
IL17F	0
SLC25A20P1	0
RP1-152L7.9	0
RP1-152L7.5	2.68249
GSTA8P	0
RP1-152L7.8	0
GSTA7P	0
GSTA2	0.0925369
GSTA12P	0
GSTA6P	0
GSTA5	0
GSTA11P	0
GSTA10P	0
GSTA3	0.611757
GSTA9P	0
7SK	0
RN7SL244P	2.61397
RP11-506E9.3	0
GCM1	0
RNU6-464P	0
SOD1P1	0
RP1-34L19.1	0
RNU1-136P	0
HMGB1P20	0
MIR5685	0
RPS16P5	0.142247
RP3-483K16.4	0.135926
RPL31P28	0
RPL31P33	0
RP11-96J19.1	0
RP11-96J19.4	0
RN7SKP256	0
NANOGP3	0
RP1-27K12.4	1.44726
RP1-27K12.2	0
LINC01564	0
KLHL31	0.302894
RP11-79N23.1	0.830775
RP13-476E20.1	0.345991
RP3-523E19.2	1.4202
MLIP	0.0308741
MLIP-AS1	0
RP11-411K7.1	0.0236998
MLIP-IT1	0
ERHP2	0
TINAG	0
RP11-124I4.2	0
CLNS1AP1	0
RPL10P10	0
RPSAP44	0
KRASP1	0
RNU6-1023P	0
RP11-524H19.2	0
FAM83B	0.0294946
RP3-523K23.2	0.0355467
HCRTR2	0.115025
GFRAL	0
HMGCLL1	0.276756
RP11-228O6.2	0
BMP5	0.0258426
NPM1P36	0
COL21A1	3.31252
DHFRP6	0
RP3-445N2.1	0
RCC2P7	0
RP11-472M19.2	0.203724
RPL17P26	0.203744
RNU6-626P	0
BEND6	1.60676
OSTCP6	0
FTH1P15	0
MRPL30P1	0
RP11-203B9.4	1.19887
MIR548U	0
RP1-71H19.2	0
XXbac-BPGBPG55C20.1	2.92786
XXbac-BPGBPG55C20.3	1.0219
POM121L14P	0
XXbac-BPG55C20.7	1.35265
GAPDHP15	0.486345
RP11-278J20.2	0.148927
RBBP4P4	0
RP11-143A22.1	0.108458
RP11-136G2.1	0
RP3-401D24.1	0
GAPDHP41	0
RP11-343D24.2	0
RP11-325M4.2	0
RBBP4P3	0
RP1-91N13.1	0
MTRNR2L9	0
RP1-240B8.3	0
KHDRBS2	0.1136
DHFRP5	0
RP11-448N11.2	0
RP11-448N11.3	0
RP11-184C23.1	0
FKBP1C	0.570303
SPTLC1P3	0
RP11-184C23.4	0
LGSN	0
RP3-407E4.2	0
RP3-407E4.3	0
RP3-407E4.4	0
EEF1B2P5	0
RPL7AP34	0.159208
RP5-1148A21.3	0.231386
RP11-164N20.2	0
RPL9P18	0.37143
EYS	0.1302
RP11-59D5__B.3	0
RP11-59D5__B.2	0.0716149
GCNT1P4	0
RP11-349P19.1	0
HNRNPDP2	0
RP11-307F22.2	0
RP11-74E24.2	0.0477183
SLC25A51P1	0
ADH5P4	0.231706
NUFIP1P	0
RP11-24C14.1	0
RNU7-66P	0
SNORD65	0
RP11-409K15.1	0
RNA5SP208	0
RNU6-280P	0
Y_RNA	0
RP11-301G19.1	0
RP11-301G19.2	0
RP11-542F9.1	0
RP11-406O16.1	0
RP11-361F19.1	0
RP3-525N10.2	2.71355
ADGRB3	1.002
NPM1P37	0.855094
GAPDHP42	0.436282
COL19A1	0.0124164
RPL37P15	0
COL9A1	0.0343194
RP1-149L1.1	0
RP11-462G2.1	0
RP11-462G2.2	0
RNU7-48P	0
RP11-134K13.4	1.54721
RP11-134K13.2	0.13463
SLC25A6P6	0
RP11-160A9.3	0.072422
NDUFAB1P1	0.56598
B3GAT2	1.40517
BECN1P2	0
U3	0
LYPLA1P3	0
RNU6-411P	0
RP11-154D6.1	0.111374
RP11-154D6.2	0.0684065
RP3-331H24.4	0
