Name	Prostate
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0
MIR4786	0
OR6B2	0
PRR21	0
OR6B3	0
OR9S24P	0
OR5S1P	0
OTOS	0
AC124861.1	0.120843
U3	0
PP14571	4.53641
MIR149	0
GPR35	3.59054
RP11-118M12.1	0
AQP12B	0
AC011298.2	0.249387
AQP12A	0
RP11-118M12.2	0
AGXT	0.181422
C2orf54	1.30341
CROCC2	0.0753763
AC104809.4	0.0924795
AC104809.2	0.0957906
AC093585.6	0.455039
AC005237.4	1.05286
AC005237.2	0
MIR3133	0
AC110299.5	0.402386
BOK-AS1	0.182982
RP11-367H1.1	1.97084
RNA5SP122	1.79612
AC114730.8	0
AC114730.7	0
GAL3ST2	0.378813
AC114730.5	0.217189
AC114730.3	0.48652
NEU4	0.426327
AC114730.2	1.71138
PDCD1	1.25997
RTP5	0.360412
LINC01237	3.55952
AC131097.4	3.61811
AC093642.1	3.923
AC093642.4	0
LINC01880	0
LINC01238	1.62683
LINC01881	4.2992
CICP10	0
SEPT14P2	0
RPL23AP88	0.251899
LINC01986	0
AY269186.2	0
CHL1-AS2	1.06368
CHL1	3.38664
RNU6-1194P	0
RPS8P6	0
CHL1-AS1	0.0693062
LINC01266	0.446956
RPSAP32	0
AC090044.2	2.82906
AC087430.1	0
RN7SL120P	0
CNTN6	0.0944262
CRB3P1	0
RPL23AP38	0
RPL23AP39	0
RPL21P17	0.0791439
RP11-204C23.1	0
RN7SKP144	0
CNTN4	3.09787
CNTN4-AS2	0.0894854
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	0.179048
IL5RA	0.42526
SNORA43	0
AC026188.1	0.137215
LRRN1	4.29521
PNPT1P1	0.0468677
MRPS10P2	0
ITPR1-AS1	3.66721
EGOT	0.558728
AC018816.1	0.205998
AC018816.3	0.856657
BHLHE40-AS1	2.3506
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.809044
RP11-572B2.1	0
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0
AC024162.2	0
GRM7	0.175859
MRPS36P1	0
GRM7-AS2	0.128864
GRM7-AS1	0
RP11-157E16.1	0
LMCD1-AS1	0.22951
AC018832.1	0
RNU4ATAC17P	0
AC023481.1	0
AC034187.2	0
SSUH2	0.369303
OR7E122P	0
CAV3	0.723604
OXTR	1.36088
SNORA43	0
SRGAP3-AS1	0
SRGAP3-AS2	0.0211473
SRGAP3-AS3	0
SRGAP3-AS4	0.197653
RP11-380O24.1	0.688333
PGAM1P4	0
LHFPL4	0.10528
DUSP5P2	0
CPNE9	0.195937
RP11-266J6.2	1.61677
CIDEC	1.14366
RNU6-882P	1.23778
RP11-1020A11.1	2.83855
RP11-1020A11.2	2.84941
EMC3-AS1	2.67014
CYCSP10	1.25124
AC022007.5	4.19961
FANCD2	2.49922
RNU6-670P	0
CYCSP11	0
FANCD2OS	0.0232565
LINC00852	2.19599
GHRL	1.48277
GHRLOS	3.43796
ATP2B2	0.101937
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0
AC018495.3	0
SLC6A11	0.434321
SLC6A1	3.97568
SLC6A1-AS1	0.340888
HRH1	2.36785
CHCHD4P4	0
AC083855.5	0
AC026185.1	0
RP11-169K17.2	0
RP11-169K17.4	0.129363
RP11-169K17.3	0.354353
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
AC090958.5	0
RN7SL147P	0
SYN2	0.995766
ACTG1P12	0
MTCO1P5	0
GSTM5P1	0
AC091492.2	0
RNA5SP123	0
RNU6-377P	0
MKRN2OS	1.07866
Metazoa_SRP	0.337342
CRIP1P1	0
TMEM40	2.14549
KRT18P17	0.108379
RP11-767C1.2	1.80269
LINC02022	0
RP11-715I4.1	0
AC027124.3	0
AC027124.2	0
HDAC11-AS1	0
LINC00620	0
WNT7A	0.0837925
VN1R20P	0.645627
FGD5P1	0.175606
TPRXL	0.796948
VN1R21P	0.0465139
AC093495.4	3.65547
RP11-536I6.2	0
LINC01267	0.0810713
RNA5SP124	0
GRIP2	2.09068
RNU6-905P	0
RHBDF1P1	0.015678
RP11-588H7.1	0
AC090952.5	0
C3orf20	0.0570099
AC090957.2	0
LINC02011	0
AC090954.5	0.78819
RPS3AP53	0.139226
COL6A4P1	0.0401178
RNU6-454P	0
HMGN2P7	0
METTL6	3.95947
RNU6-1024P	0
EAF1-AS1	0.264758
MIR4270	0
RN7SL110P	0
MIR3134	0
RP11-44D5.2	0.198652
RP11-44D5.1	0.541453
RN7SL4P	0.228169
MIR563	0
IMPDH1P8	0.994362
OXNAD1	3.3972
RP11-608O8.2	0
RP11-415F23.2	1.79332
RP11-415F23.3	0.93664
RP11-415F23.4	2.91587
RP11-194G10.3	0
LINC00690	0
DAZL	0.0474376
AC091493.2	0
CDYLP1	0
PLCL2	4.76106
PLCL2-AS1	0
AC090960.1	0
AC140076.1	0
RNU7-10P	0
AC104451.2	0
AC104297.1	0
PDCL3P3	0
AC132807.1	0
RP11-320G10.1	0
RP11-158G18.1	0
SATB1-AS1	0.422349
RAD23BP1	0.0431378
RNU6-138P	0
KCNH8	1.64554
MIR4791	0
EFHB	0.476571
HSPA8P18	0.0234526
PP2D1	0.317153
RNU4-85P	0
SAP18P3	0.107951
RPL39P18	0.257888
MIR3135A	0
SGO1	0.115577
SGO1-AS1	0.0767667
RNU6-822P	0
RP11-669C19.1	0
RNU6-815P	0
RP11-901H12.1	0
VENTXP7	0
ZNF385D	1.65272
ZNF385D-AS1	0
ZNF385D-AS2	0
AC092421.1	0
RP11-1037D22.1	0
RANP7	0
SALL4P5	0
RPL24P7	0.212027
UBE2E2-AS1	0.0810317
Y_RNA	0
AC121251.1	0
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0.123548
ARL4AP4	0.603842
LINC00691	0
RPL31P20	0
THRB-IT1	0.131081
THRB-AS1	0.192688
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0.232595
RN7SL216P	0
RNA5SP125	0
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	0.538859
MIR4442	0
CRIP1P2	0
AC092798.2	0.257977
TAF9BP1	0.0829265
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0
LRRC3B	0.0645016
AC114877.3	0
NEK10	1.05476
MINOS1P3	0
RNU6-342P	0
RPS20P15	0
AC099535.4	0.0552559
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	3.08382
RP11-222K16.1	1.18584
AC098614.3	0
LINC02084	0.632736
EOMES	0.399376
LINC01980	0
LINC01981	0
LINC01967	0
ZCWPW2	1.21263
FAM96AP1	0
AC093142.2	0
MESTP4	0
RBMS3-AS3	1.92099
RPS12P5	0
RBMS3-AS2	0.110201
MTND4LP9	0
RBMS3-AS1	0
LINC01985	0.460727
AC116035.2	0
AC096921.2	0
RP11-1024P17.1	2.46908
GADL1	0.0197251
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10-AS1	0.0229994
ZNF587P1	0
ZNF860	2.15803
RPL21P40	0.143472
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0.621272
RPSAP11	0.28896
RP11-384L8.1	1.60418
RP11-384L8.2	0
KRT18P15	0.251144
MIR548AY	0
AC104306.1	0
AC104306.4	0
IGBP1P3	0
RPL30P4	0.317442
CNOT10-AS1	0
SUGT1P2	0.269716
RPL23AP43	0.144677
TRIM71	0.0185415
CCR4	0.222938
SEC13P1	0.0693892
SUMO2P10	0
TMPPE	0.493879
RN7SL296P	0
SUSD5	1.43703
AC123900.2	0
RNU7-110P	0
RNA5SP128	0
COX6CP10	0
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	2.84582
RP11-10C24.3	2.32079
RP11-10C24.1	2.00259
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21	0.0569818
ARPP21-AS1	0
MIR128-2	0
AC104308.2	0
RFC3P1	0
NBPF21P	0
RN7SKP227	0
DCLK3	0.0925314
HSPD1P6	0.0589021
LINC02033	0.214007
RP11-640L9.2	1.31534
AC011816.1	0.052558
RNU6ATAC4P	0
RP11-129K12.1	0.652684
PRADC1P1	0.430078
RPL29P11	2.56388
Y_RNA	0
UBE2D3P2	0
RNU6-1301P	0
RP11-285J16.1	4.70399
AC097359.2	0.744861
RP11-259K5.1	0.514769
RP11-259K5.2	2.28009
TCEA1P2	0.787961
RNA5SP129	0
C3orf35	2.40982
RNU7-73P	0
ITGA9-AS1	3.85006
RPL21P135	0.633417
NDUFAF4P3	3.27838
MIR26A1	0
Y_RNA	0
DLEC1	2.95982
PPP2R2DP1	0
Y_RNA	0.919485
SLC22A13	0.114624
RP11-815I22.1	0
SLC22A14	0.368906
RNU6-235P	0
DLEC1P1	0
XYLB	1.33316
ACVR2B-AS1	3.17935
ACVR2B	2.88027
Y_RNA	0
DDTP1	0.122211
RPL18AP7	0.671144
SCN5A	0.987094
SCN10A	0
RP11-134J21.1	0
SCN11A	0.19894
RNU6-1227P	0
MIR6822	0
RP11-331G2.7	0.184621
Metazoa_SRP	0
XIRP1	0.118095
DSTNP4	0
CX3CR1	0.860455
RP11-331G2.6	0
CCR8	0
HNRNPA1P21	0.045935
RP11-241K18.2	0.081289
EEF1A1P24	0.18206
MOBP	0.0664755
NFU1P1	0
MYRIP	2.60381
RNU4-56P	0
EIF1B-AS1	0.619288
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	3.27954
PGAM1P3	0
ENTPD3	3.04279
ZNF619	2.78022
RNU5B-2P	1.62928
ZNF620	2.18343
RPL5P10	0
EEF1GP3	0
RP11-528N21.1	0
HMGN2P24	0
RP11-761N21.2	4.10476
RP11-761N21.1	0
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
ULK4	2.68299
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0
RNU4-78P	0.434098
RP11-333B11.1	0.311228
SALL4P6	0
EIF4BP4	0
LYZL4	0
RP11-219I21.1	0
VIPR1-AS1	1.88026
RP4-613B23.1	2.18361
RN7SL567P	0
KLHL40	0.081332
HHATL	0.657604
HHATL-AS1	0.135489
CCDC13	1.12209
CCDC13-AS1	1.37527
LINC02158	0.240726
ACKR2	0.653442
RP11-70C1.3	0.0411413
RP11-141M3.6	0.337233
CYP8B1	0.157029
HNRNPA1P22	0.0714055
KRBOX1-AS1	0.0372799
KRBOX1	0.993051
FAM198A	4.85487
RP11-136C24.1	0
RP11-136C24.2	0.454732
RN7SL517P	0
SNRK-AS1	2.49521
Y_RNA	0
RP11-353H3.1	0.061299
RP4-672N11.1	0
RP4-555D20.3	0
RP4-555D20.4	0
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	0.0668383
RP4-555D20.2	0.122431
TOPAZ1	0
RP11-424N24.2	0.128638
LINC00694	1.04248
LINC01988	0.0873419
ZNF852	3.40878
EI24P3	0
RP11-944L7.6	0
ZKSCAN7	4.53674
RP11-944L7.4	0.817473
ZNF660	2.65856
MPRIPP1	1.09525
ZNF197-AS1	0.394862
SOCS5P3	0
ZNF501	2.86587
KIF15	0.493623
RP11-272D20.2	0.205289
RPL12P44	0.137186
RNU5B-3P	0
RPS24P8	1.16064
U3	0
LARS2-AS1	0.0715277
LIMD1-AS1	0.295041
RN7SL145P	1.7415
RP11-697K23.3	0
SLC6A20	0.0728805
RP11-852E15.1	0
CCR9	0.0585783
Y_RNA	0
CXCR6	0.974616
XCR1	0.0399701
NRBF2P2	0
FLT1P1	0
CCR3	0.0306187
CCR1	1.64264
UQCRC2P1	0
CCR2	1.04993
RP11-24F11.2	0.259823
CCR5	1.33276
CCRL2	0.801466
LINC02009	0.50323
RTP3	0
LRRC2	0.987225
LRRC2-AS1	0
TDGF1	0.169038
RP11-509I21.2	0
SNORD77	0
TMIE	0.995925
PRSS46	1.05858
PRSS45	2.6051
RP11-427P5.2	0
PRSS44	1.22765
PRSS42	0.586362
MYL3	2.51929
RP11-427P5.3	0.349706
NRADDP	0.626689
MRPL57P3	0
KIF9-AS1	1.92379
KIF9	2.55481
SNORD13P3	0
RP11-447D11.3	0.978928
RP11-708J19.1	4.23863
RP11-708J19.3	0
BOLA2P2	0.93164
RN7SL870P	0
CSPG5	0.348379
RP11-717D12.1	0.0502432
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0
CDC25A	1.05093
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0
MIR4443	0
CAMP	0.485548
MRPS18AP1	2.69366
Y_RNA	0.641742
SPINK8	0.367812
MIR2115	0
FBXW12	0.172899
RN7SL321P	0
RP11-24C3.2	0.978187
MIR6823	0
MIR711	0
TMEM89	0.333183
CELSR3	1.00194
MIR4793	0
CELSR3-AS1	0.22545
RP11-572O6.1	1.49588
PRKAR2A-AS1	1.32227
ARIH2OS	4.13179
RP13-131K19.1	1.39562
RP13-131K19.2	1.61337
MIR425	0
MIR191	0
RP13-131K19.6	4.00762
RN7SL182P	0
MIR6890	0
RP11-694I15.7	1.24846
C3orf84	0
CCDC36	0.461577
RP11-3B7.7	0
RP11-3B7.1	0.582075
MIR4271	0
RHOA-IT1	1.37282
RNA5SP130	0
BSN-AS2	0.284407
BSN	0.490816
BSN-AS1	0
AMIGO3	0
COX6CP14	0
RP13-1056D16.2	0
CDHR4	0.379334
MIR5193	0.963091
TRAIP	2.94803
CAMKV	0.0412926
RN7SL217P	0
ACTBP13	0.0102651
MST1R	3.60254
CTD-2330K9.2	0
CTD-2330K9.3	0.21594
RBM5-AS1	2.51094
MIR566	0
GNAT1	0.0242705
SLC38A3	0.650739
MIR5787	0
XXcos-LUCA16.1	0.327966
U73166.2	3.5455
SEMA3B-AS1	3.87797
LSMEM2	0.689745
HYAL3	4.85121
RASSF1-AS1	1.84971
ZMYND10-AS1	0
ZMYND10	1.15902
CACNA2D2	4.713
RNA5SP131	0
RP11-804H8.7	0
LINC02019	3.06525
MIR4787	0
DOCK3	3.67709
RP11-804H8.5	0
RP11-646D13.1	0
ZNF652P1	0
ST13P14	0
RNU6ATAC29P	0
RNA5SP132	0
GRM2	0.463314
IQCF6	0
IQCF4	0
IQCF3	0
IQCF2	0
RN7SL504P	0
IQCF5-AS1	0
IQCF5	0
IQCF1	0.121387
RP11-155D18.13	1.66833
GPR62	0.426939
POC1A	2.14829
ALDOAP1	0
RP11-330H6.6	0.239229
TLR9	1.62534
RP5-1157M23.2	0.541736
MIRLET7G	0
GLYCTK-AS1	0.528764
MIR135A1	0
RP11-168J18.6	0.48864
RNU6-856P	0
RNU6ATAC16P	0
SNORD19B	0
SNORD19	0
SNORD19B	0.988595
SNORD19	0.649434
SNORD69	0
RP5-966M1.7	0.570414
RP5-966M1.5	0.194442
RP5-966M1.4	0
ITIH1	0.0554622
ITIH3	1.57797
ITIH4-AS1	0
MIR8064	0
RP11-894J14.2	0.587076
RP11-5O17.1	0.396324
SERBP1P3	0.952261
Y_RNA	0
CACNA1D	2.96836
SNORD38	0
SNORA26	0
RP11-72H11.1	0
SNORD63	0
RP11-884K10.6	1.60887
CABYRP1	0
CACNA2D3	2.96203
RPS15P5	0.249105
ESRG	0
CACNA2D3-AS1	0.119791
LRTM1	0
RP11-889D3.1	0
LINC02017	0
LINC02030	0
RP11-875H7.1	0
RP11-875H7.2	0
WNT5A-AS1	0.721794
RP11-875H7.5	0
ERC2	0.610468
RP11-58O15.1	0
ERC2-IT1	0
MIR3938	0
RN7SKP45	0
RNA5SP133	0
ARHGEF3-AS1	0
SPATA12	0.0629243
RP11-157F20.3	0.185064
IL17RD	4.00187
RP11-157F20.1	0
HESX1	1.70284
ASB14	1.00579
DNAH12	0.0969859
Y_RNA	0
RNU6-1181P	0
RNF7P1	0
RP11-229A12.2	0
RNU6-108P	0
RNU6-483P	0
ARF4-AS1	1.31905
RNU6ATAC26P	0
DENND6A-AS1	0.4543
RP11-755B10.3	0
PDHA1P1	0
PPIAP16	0.244681
RP11-456N14.4	0.0726668
RP11-456N14.6	0.553919
DNASE1L3	1.09022
RP11-80H18.3	0.282444
RP11-80H18.4	0.532466
RP11-802O23.4	0
RP11-802O23.3	2.68697
RP11-359I18.5	0.521917
RP11-359I18.1	0.195497
RP11-475O23.2	0.221731
FAM3D-AS1	0.0748054
C3orf67	0.136536
C3orf67-AS1	0
CTD-2185K10.1	0
RP11-285B24.1	0
RP11-719N22.2	0
RP11-719N22.1	0
Metazoa_SRP	0
FHIT	3.05732
RP11-641C17.4	0
RP11-641C17.2	0
RP11-641C17.3	0
RP11-641C17.1	0
U3	0
Y_RNA	0
RNU2-10P	0
RP11-154D3.1	0
PTPRG-AS1	0.56484
FEZF2	0
CADPS	1.65791
RP11-1036F1.1	0
RN7SL863P	0
RNU6-139P	0
RP11-24H1.1	0
LINC00698	0
KRT8P35	0
UBL5P3	0
SYNPR	0.0172153
SYNPR-AS1	0
RNA5SP134	0
SNTN	0.0150269
AC136289.1	0.254139
C3orf49	0.133418
THOC7-AS1	0.101653
SCAANT1	0.684126
PSMD6-AS2	2.53461
RP11-245J9.5	2.48896
PSMD6-AS1	4.20495
RP11-245J9.6	1.65001
PRICKLE2-AS1	0.208058
U3	0
LINC00994	0.107096
PRICKLE2-AS2	0
PRDX3P4	0.138222
PRICKLE2-AS3	0.0325534
RP11-14D22.1	0
RNU6-739P	0
ADAMTS9-AS2	2.93376
LINC02040	0
RP11-88H12.2	1.43444
ILF2P1	0.11346
RPL17P17	0
MAGI1-IT1	1.16533
MAGI1-AS1	0
Y_RNA	0
RP11-320P11.1	0
RNU6-787P	0
RN7SL482P	0
RP11-814M22.2	0
RPL21P41	0
KBTBD8	0.471441
MIR4272	0
RP11-85I21.1	0
NDUFB4P1	0
SUCLG2-AS1	0.888884
FAM19A1	0.362231
COPS8P2	0.0487221
RP11-1008M1.1	0
RP11-436J20.1	0
PSMC1P1	0.628056
FAM19A4	0.334727
RNA5SP135	0
CTD-2013N24.2	2.24474
MIR3136	0
LMOD3	0.325131
RBM43P1	0
RP11-62G11.1	0
RP11-62G11.2	0
RP11-444P10.1	0
RN7SL418P	0
SAMMSON	0.0576454
RP11-963H1.1	0
UQCRHP4	0
RP11-231I13.2	0
COX6CP6	0
HMGB1P36	0
RNU6-281P	0
RP11-298C2.1	0
FOXP1-AS1	0.117312
MIR1284	0
RP11-154H23.5	0
FOXP1-IT1	0.0867705
RP11-154H23.3	3.81591
RP11-154H23.4	0.225922
PROK2	0.248719
RN7SL271P	0
UBE2Q2P9	0
LINC00877	0.687938
RP11-398A8.4	0
RP11-398A8.5	0.163973
RP11-398A8.2	0
RP11-398A8.1	0
LINC00870	0.0512714
RP11-433A10.3	0
RP11-433A10.2	0
RP11-447M4.1	0
RP11-654C22.2	0
RNU1-62P	0
RP11-654C22.1	0
RNA5SP136	0
RP11-624D20.1	0
PSMD12P	0
LAPTM4BP2	0
GXYLT2	2.91645
Metazoa_SRP	0
FTH1P23	1.0287
RNU7-19P	0
EBLN2	3.06322
RNU6-557P	0
RNU2-64P	0
CCDC75P1	0
RNU6-1270P	0
RNU7-119P	0
PDZRN3-AS1	0.122442
CTD-2006M22.2	3.10382
RP11-451J24.1	0
LINC02005	1.28235
Metazoa_SRP	0
LINC02047	0
RP11-781E19.1	0
AKR1B1P2	0
NIPA2P2	0
RN7SL294P	0
MIR4444-2	0
HNRNPA3P6	1.40229
MYLKP1	0
OR7E66P	0
OR7E22P	0.345824
OR7E55P	0
RP11-803B1.2	0.137806
LSP1P2	0
RP11-803B1.3	0
ALG1L6P	0.492429
LINC02018	1.30721
ENPP7P2	0.407734
SNRPCP10	0
CTD-2026G6.3	0
RPS3AP15	0.0401579
RP11-413E6.2	0
OR7E121P	0
UNC93B3	0.152599
RPL23AP49	0.653796
RP11-413E6.11	0
CLUHP10	0
MIR1324	0
AGGF1P3	0.0427385
RARRES2P1	0.0608391
FRG2C	0.0185259
DUX4L26	0.388189
LINC00960	1.24899
ZNF717	2.93686
ROBO2	0.485065
Y_RNA	0
RP11-550F7.1	0.268808
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0.0571262
RP11-564P9.1	0
RNU2-28P	0
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0
RPL7AP23	0
CYP51A1P1	0
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
CADM2	1.31296
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0
THAP12P2	0
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
PPATP1	0
LINC00506	1.55999
MIR4795	0
POU1F1	0.111673
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	0.224306
CBX5P1	0.169455
ABCF2P1	0
RP11-249L12.1	0
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0
RNU6-488P	0
Y_RNA	0
RNU6-511P	0
HMGN1P7	0.190959
STX19	4.72176
DHFR2	4.17195
NSUN3	4.76321
RBBP4P2	0.147042
ARMC10P1	0.0745262
RP11-118N24.2	0
WDR82P1	0
LINC00879	0
RPS18P6	0
MTHFD2P1	0.0440175
RP11-598F17.2	0
HNRNPKP4	0.712755
MIR8060	0
RP11-124D9.1	0
RNU6-1094P	0
MTRNR2L12	2.98869
RPL18AP8	0
RCC2P5	0
CDV3P1	0
EPHA6	0.309248
RP11-529P9.1	0
RP11-389G6.3	0.611594
ARL6	4.00695
RP11-389G6.5	0
CRYBG3	4.9497
RP11-389G6.4	0
GABRR3	0
OR5BM1P	0
OR5AC1	0
OR5AC2	0
RP11-343D2.11	0
OR5AC4P	0
POU5F1P7	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H5P	0
OR5H3P	0
OR5H4P	0
RP11-325B23.2	0
OR5H7P	0
OR5H6	0
OR5H2	0
OR5H8	0
OR5K4	0
OR5K3	0
UBFD1P1	0
OR5K1	0
OR5K2	0.390681
RPL38P4	0
RP11-227H4.5	0
GPR15	0.288411
RP11-227H4.1	0
WWP1P1	0.0200156
ST3GAL6-AS1	0.489376
ST3GAL6	3.58282
PDLIM1P4	0.527734
RNU6-26P	0.397168
CTD-2021J15.1	0
RNU6-1263P	0
LINC00973	0
U7	0
ACTG1P13	0
RP11-121C1.1	0
RP11-779P15.1	0
RP11-779P15.2	0
RP11-201E8.1	0
RP11-383I23.2	0.745418
CMSS1	4.85706
MIR3921	0
TMEM30CP	0
DUSP12P1	0
VTI1BP1	0
LNP1	3.51383
ADGRG7	0
SNORA31	0
GMFBP1	0
RP11-301G23.1	0
RNU6-865P	0
ACTR3P3	0
IMPG2	0.185864
ZNF90P1	0.067263
RP11-144C15.1	0
RP11-144C15.2	0.55932
Y_RNA	0
FAM172BP	0
RP11-454H13.1	0
RNU6-1256P	0
Y_RNA	0
Y_RNA	0
RNY1P12	0
ZBTB11-AS1	2.41338
CEP97	3.17368
LINC02085	0
Y_RNA	0
RP11-221J22.2	0
ZPLD1	0
RP11-280H21.1	0
RNU6-461P	0
RNU1-43P	0
NDUFA4P2	0
MIR548AB	0
RP11-628J14.1	0
TUBBP11	0
RAP1BP2	0
RP11-281P11.1	0
RP11-93B21.1	0
Y_RNA	0
Y_RNA	0.447317
LINC00882	1.16843
FCF1P3	0
MTND4P16	0
MTND4LP3	0
MTND3P6	0
MTCO3P35	0
MTATP6P22	0
MTND5P16	0
MTND6P6	0
MTCO1P35	0
MTND1P16	0
MTND2P14	0
RNU6-1308P	0
RP11-561O4.1	0
RP11-446H18.5	0.44706
RP11-446H18.1	1.40547
RP11-446H18.6	1.30351
CCDC54	0.398752
LINC01990	0.364052
LINC00635	0
LINC00636	0
RP11-861A13.3	1.47189
LINC01215	0.0885868
HHLA2	0.105452
HNRNPA1P17	0
MYH15	0.320249
RP11-381E24.1	0.780146
KIAA1524	1.7041
SNORA70	0
RP11-381E24.4	0.106424
RP11-148O7.2	0
RETNLB	0
TRAT1	0.259494
GUCA1C	0
MORC1	0.0272171
U3	0
MORC1-AS1	0
FLJ22763	0
RP11-59E19.4	0
LINC00488	0
RNU6-1236P	0
RP11-59E19.3	0
DPPA2	0
Metazoa_SRP	0
DPPA4	0.0110828
RP11-397K18.1	0
RP11-702L6.1	0
H3F3AP3	0
LINC01205	0
PPIAP15	0
MIR4445	0
RP11-457K10.1	0
DIMT1P1	0
RP11-457K10.2	0
RP11-696F10.1	0
RP11-119D18.1	0
RNU6ATAC15P	0
RPSAP29	0.0505996
Y_RNA	0
RP11-553A10.1	0.171705
PVRL3-AS1	0.430409
NECTIN3	3.269
CD96	1.36059
RP11-615J4.3	0
ATP6V0CP2	0
RP11-615J4.4	0
ZBED2	0.109957
RP11-402J7.2	0.143933
PLCXD2	0.490814
PLCXD2-AS1	0
TAGLN3	0.38198
RFKP2	0
TMPRSS7	0.0351985
C3orf52	2.69945
MIR567	0
GCSAM	1.12544
RP11-757F18.5	3.82802
SLC9C1	0.116448
RP11-757F18.3	0.0851412
RP11-90K6.1	0.170386
RP11-231E6.3	0
RP11-231E6.1	0
BTLA	0.135381
OR7E100P	0.0520679
RP11-147G7.3	0.0656899
RP11-572C15.3	0
LINC02042	0
RP11-180K7.1	0
CD200R1L	0
CD200R1	0.413075
RP11-484K9.4	0.544569
GTPBP8	4.77017
RP11-572M11.4	0.234652
RP11-572M11.2	0
RP11-572M11.1	0
LINC02044	0.309795
RP11-553D4.2	0.618946
CFAP44-AS1	0.0993649
MIR8076	0
SIDT1-AS1	0.232942
MIR4446	0
RN7SL767P	0.327003
USF3	4.83919
RP11-271C24.3	0.158726
RP11-271C24.2	0
GRAMD1C	3.95062
RP11-435F17.1	0.191048
RP11-435F17.3	0.952566
VPS26AP1	0.0735813
RP11-255E6.6	0.162935
ZDHHC23	3.94919
RP11-255E6.5	0.0968889
RP11-274J15.2	0
DRD3	0
RP11-553L6.2	0.0287507
RP11-553L6.3	0
ZNF80	0.313644
TIGIT	0.337071
ZBTB20	0.893851
ZBTB20-AS1	0.15591
ZBTB20-AS5	0
ZBTB20-AS2	0
MIR4796	0
ZBTB20-AS3	0
YBX1P3	0
ZBTB20-AS4	0.229563
RP11-190P13.2	0.115534
EIF4E2P2	0
GAP43	0.632752
RP11-326J18.1	0
RN7SL815P	0
LSAMP-AS1	0.973743
LINC00903	0
RN7SL582P	0
BZW1P2	0.459186
TUSC7	0
MIR4447	0
LINC00901	0
LINC00901	0
RNU5E-8P	0
PTMAP8	0.17597
RNU6-1200P	0
RP11-384F7.2	1.86049
RP11-768G7.1	0
LINC02024	0
RP11-768G7.3	0
RP11-384F7.1	0
IGSF11	0.724272
IGSF11-AS1	0
C3orf30	0
UPK1B	0.0541954
B4GALT4-AS1	0
RPS26P21	0.259866
ARHGAP31-AS1	1.00523
