Name	Brain - Cerebellar Hemisphere
AC053503.12	0
AC053503.11	1.49
RP11-316O14.1	0.495662
RP11-256I23.1	3.83132
MIR3132	0
RP11-256I23.2	1.92867
RN7SKP213	0
AC009955.8	0.150998
RP11-256I23.3	1.42414
AC009502.1	0
AC009502.4	0
RPL23P4	0
LINC01803	0
MIR4268	0
AC009310.1	0
AC114765.1	0
AC114765.2	0
AC067956.1	0
AC093843.1	0
AC011233.2	0
TMEM256P2	0
CTD-2308L22.1	0.211296
AC079834.1	0
AC068489.1	0
AC009302.2	0
HSPA9P1	0.0650751
RPL23AP28	0
PAX3	2.29041
CCDC140	0.207738
RP11-384O8.1	4.02194
AC010980.2	2.49983
Y_RNA	0
NANOGP2	0
RNU6-619P	0
GAPDHP49	0.0699797
MOGAT1	0
AC104772.1	0
AC016712.1	0
AC016712.2	0.0682125
ATG12P2	0
AC097461.4	0.18891
RP11-525G12.1	0.0947063
KCNE4	0.90435
RN7SL807P	0
HIGD1AP4	0
AC013448.1	0
AC013448.2	0
AC012512.1	0.0850983
AP1S3	1.67837
AC073641.2	0.244112
AC019109.1	0
AC008072.1	0
FAM124B	0.235571
RP11-92F20.1	0
AC073052.1	0.30724
RP11-811O14.1	0
DOCK10	2.26246
MIR4439	0
NYAP2	1.07208
AC016717.1	1.46253
RP11-314B1.1	0
AC080002.1	0
AC068138.1	0
MIR5702	0
RP11-395N3.2	2.26761
RP11-395N3.1	0.504901
RHBDD1	3.61402
SNORA48	0
COL4A4	0.729642
COL4A3	0.667167
AC097662.2	0.604746
TM4SF20	0.369138
MIR5703	0
C2orf83	0
AC064853.2	0.247747
AC064853.3	0
SLC19A3	1.12595
RNA5SP121	0
SNRPGP8	0
AC073065.3	0
CCL20	0
TDGF1P2	0
DAW1	0
SNORA25	0
RNU6-624P	0
AC074019.2	0
LINC01807	0
AC074019.1	0
RPL7L1P10	0
PID1	4.93972
AC007677.2	0
RN7SKP283	0
RNU7-9P	0
AC007559.1	0
RNU6-613P	0
FBXO36	2.97648
RNU6-964P	0
FBXO36-IT1	0
RNU6-1027P	0
RNY4P19	0
AC009950.2	0.244435
RP11-98F19.1	0
SP110	1.20618
SP140	0.36501
SP140L	0.628205
RP11-69J7.1	0
SP100	1.1681
RN7SL834P	0
HMGB1P3	0
AC010149.4	0
TPM3P8	0
RP11-395A23.1	0
RNU6-451P	0
LINC01907	0.0526687
BANF1P3	0.257912
RNU6-268P	0
RP11-499P1.1	0
AC012507.3	0.0455009
GPR55	0.00659847
RP11-499P1.2	0
COX20P2	0
SPATA3-AS1	0.0143843
SPATA3	0
HTR2B	0.139524
RNU1-93P	0
ARMC9	4.83814
AC018738.2	3.42616
MIR4777	0
AC017104.6	1.59731
B3GNT7	1.78245
ZBTB8OSP2	0
AC017104.4	0
AC017104.2	0.134974
SNORA75	2.67594
SNORD20	0
SNORD82	0
RP11-562I5.2	0.691353
RNU2-22P	0.49869
LINC00471	1.1692
NMUR1	1.07469
AC104634.3	0
RPL23AP26	0.107325
TEX44	0.0655661
RN7SL499P	0
AC073476.1	0
RP11-690I21.1	3.73132
RP11-690I21.2	1.26235
MIR1471	0
NPPC	3.50345
AC105461.1	0
MIR562	0
ECEL1P3	0.0434513
RP11-762N20.1	0
ALPP	0.0119479
AC068134.8	0
ECEL1P2	0
ALPPL2	0
ECEL1P1	0
AC068134.6	0
DIS3L2P1	0
ALPI	0
ECEL1	0.145715
PRSS56	0.220574
CHRND	0.0335564
CHRNG	0.0236477
AC073254.1	1.12061
RN7SL359P	0
EEF1B2P7	0.117932
AC064852.4	0
KCNJ13	0.0611643
RNU6-107P	0
Y_RNA	0
NGEF	1.32788
AC106876.2	0
NEU2	0
INPP5D	1.81206
RN7SL32P	0
SCARNA5	0.629239
SCARNA6	2.28618
SAG	0
RP11-400N9.1	1.76106
Y_RNA	0
RP11-289A15.1	0
UGT1A12P	0
UGT1A11P	0
UGT1A8	0
UGT1A10	0
UGT1A13P	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
AC114812.8	0
UGT1A5	0
UGT1A4	0
RPL17P11	0
UGT1A3	0
AC114812.9	0
DNAJB3	0
UGT1A2P	0
AC114812.10	0
AC114812.5	0
UGT1A1	0
MROH2A	0
HJURP	0.0238572
MSL3P1	0
TRPM8	0.0462614
AC005538.5	0
SPP2	0
RP11-263G22.1	0
AC006037.2	0
RP11-309M7.1	0
AC097713.5	0
AC097713.3	0
LINC01891	0
HSPE1P9	0
LINC01173	0
RP13-977E11.1	0
AC010148.1	0
SH3BP4	2.08692
AC114814.4	0
AC114814.2	0
AC114814.3	0
AGAP1-IT1	0.354127
AC064874.1	0
TMSB10P1	0
RNU7-127P	0
RN7SL204P	0
Y_RNA	0
GBX2	0.807359
AC079135.1	0
ASB18	0
RNU1-31P	0
IQCA1	2.55558
RP11-785G17.1	0.165143
IQCA1-AS1	0.110744
RPL3P5	0
ACKR3	2.35283
AC011286.1	0
RNU6-1051P	0
AC105760.3	0
AC105760.2	0.638841
AC107079.1	0
AC112715.2	0
COL6A3	0.187199
AC112721.1	0
AC112721.2	0
MLPH	0.138537
MIR6811	0
RNU6-1140P	0
PRLH	0
RAB17	0.364958
AC104667.3	0.0339854
AC096574.5	0.220502
RBM44	0.194346
SNORD39	0
RNU6-1333P	0
KLHL30	0.620421
KLHL30-AS1	0.298293
AC096574.4	0.264301
RP11-5O24.1	0.103542
AC012485.2	0
RNU6-234P	0
AC016999.2	0.0560603
RP11-40B20.1	0
LINC01107	0.028109
LINC01937	0
AC113618.2	0
AC144525.1	0
TWIST2	0.112952
LINC01940	0
MIR4440	0
MIR4441	0
MIR4269	0
MIR2467	0
AC062017.1	1.94483
AC079612.1	0
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0
MIR4786	0
OR6B2	0
PRR21	0
OR6B3	0
OR9S24P	0
OR5S1P	0
OTOS	1.00334
AC124861.1	0
U3	0
PP14571	3.19882
MIR149	0.279769
GPR35	3.17043
RP11-118M12.1	0
AQP12B	0
AC011298.2	0
AQP12A	0
RP11-118M12.2	0
AGXT	0.0284465
C2orf54	0.235892
CROCC2	0.0177396
AC104809.4	0.0892075
AC104809.2	0.0349228
AC093585.6	0.0907666
AC005237.4	0.154898
AC005237.2	0
ANO7	0.598491
MIR3133	0
AC110299.5	0.997888
BOK-AS1	1.42898
RNA5SP122	2.47369
AC114730.8	0
AC114730.7	0
GAL3ST2	0.311865
AC114730.5	0.115628
AC114730.3	2.1009
NEU4	4.94114
AC114730.2	0.212607
PDCD1	0.027193
RTP5	1.65893
LINC01237	0.221452
AC131097.4	3.58415
LINC01238	0.78141
AC093642.1	0.76846
AC093642.4	0
LINC01880	0
LINC01881	3.16353
CICP10	0
SEPT14P2	0
RPL23AP88	0.17797
LINC01986	0
AY269186.2	0
CHL1-AS2	2.61436
RNU6-1194P	0
RPS8P6	0.11424
CHL1-AS1	0
LINC01266	0.790419
RPSAP32	0
AC090044.2	3.40368
AC087430.1	0
RN7SL120P	0
CRB3P1	0.18692
RPL23AP38	0
RPL23AP39	0
RPL21P17	0
RP11-204C23.1	0
RN7SKP144	0
CNTN4-AS2	0.734667
HINT2P1	0.107296
DNAJC19P4	0
CNTN4-AS1	1.39724
IL5RA	0.0305303
SNORA43	0
AC026188.1	0.0619542
SUMF1	2.0851
PNPT1P1	0.059395
MRPS10P2	0
EGOT	0.0239682
AC018816.1	0
AC018816.3	0.405913
BHLHE40-AS1	0.635047
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.148027
RP11-572B2.1	0
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0
AC024162.2	0
GRM7	0.464428
MRPS36P1	0
GRM7-AS2	0
GRM7-AS1	0
RP11-157E16.1	0.213382
LMCD1-AS1	0.231036
AC018832.1	0
RNU4ATAC17P	0
AC023481.1	0
LMCD1	2.87773
AC034187.2	0
SSUH2	0.101481
OR7E122P	0
CAV3	0.0763715
OXTR	1.41259
SNORA43	0
SRGAP3-AS1	0.0597108
SRGAP3-AS2	0.155278
SRGAP3-AS3	0.095058
SRGAP3-AS4	0.230611
RP11-380O24.1	0.215856
PGAM1P4	0
DUSP5P2	0
CIDEC	0.120484
RNU6-882P	0
RP11-1020A11.1	4.97439
PRRT3-AS1	3.93725
RP11-1020A11.2	3.92675
EMC3-AS1	4.23423
CYCSP10	2.2597
AC022007.5	3.71552
FANCD2	1.29055
RNU6-670P	0
CYCSP11	0
FANCD2OS	0
LINC00852	2.63656
GHRL	0.833867
GHRLOS	1.48095
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0.0168239
AC018495.3	0
SLC6A11	2.75152
SLC6A1-AS1	0.371725
HRH1	0.0871479
CHCHD4P4	0
AC083855.5	0
AC026185.1	0
RP11-169K17.2	0
RP11-169K17.4	0.497289
RP11-169K17.3	1.383
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
AC090958.5	0
RN7SL147P	0
ACTG1P12	0.190938
MTCO1P5	0
GSTM5P1	0.651684
PPARG	2.77393
AC091492.2	0
RNA5SP123	0
RNU6-377P	0
Metazoa_SRP	0.529144
CRIP1P1	0
TMEM40	0.0384552
KRT18P17	0.0519653
RP11-767C1.2	4.82053
LINC02022	0.0392116
RP11-715I4.1	0
AC027124.3	0
AC027124.2	0
HDAC11-AS1	0
FBLN2	1.88011
LINC00620	0
WNT7A	0.544552
VN1R20P	0.637823
FGD5P1	0.0401419
TPRXL	0.0413619
VN1R21P	0
AC093495.4	3.35674
RP11-536I6.2	0
LINC01267	0
RNA5SP124	0
GRIP2	1.65773
RNU6-905P	0
RHBDF1P1	0
RP11-588H7.1	0
AC090952.5	0
C3orf20	0.0974168
AC090957.2	0
LINC02011	0
FGD5	0.986266
AC090954.5	0.117594
RPS3AP53	0
COL6A4P1	0.00952041
RNU6-454P	0
HMGN2P7	0.270521
RNU6-1024P	0
EAF1-AS1	0.639495
MIR4270	0
RN7SL110P	0
MIR3134	0
RP11-44D5.2	1.648
RP11-44D5.1	3.75167
RN7SL4P	0.649181
MIR563	0
IMPDH1P8	1.19181
OXNAD1	3.02296
RP11-608O8.2	0
RP11-415F23.2	1.63114
RP11-415F23.3	0.867196
RP11-415F23.4	1.78222
RP11-194G10.3	0
LINC00690	0
DAZL	0.0201835
AC091493.2	0
CDYLP1	0
PLCL2-AS1	0
AC090960.1	0
AC140076.1	0
RNU7-10P	0
AC104451.2	0
AC104297.1	0.0910221
PDCL3P3	0
AC132807.1	0
RP11-320G10.1	0
RP11-158G18.1	0
SATB1-AS1	0.0318094
RAD23BP1	0
RNU6-138P	0
KCNH8	1.45055
MIR4791	0
EFHB	0.318358
HSPA8P18	0
PP2D1	0.883366
RNU4-85P	0
SAP18P3	0
RPL39P18	0.263568
MIR3135A	0
SGO1	0.0500464
SGO1-AS1	0.0523359
RNU6-822P	0
RP11-669C19.1	0
RNU6-815P	0
RP11-901H12.1	0
VENTXP7	0.0829627
ZNF385D-AS1	0
ZNF385D-AS2	0.0565482
AC092421.1	0
RP11-1037D22.1	0
RANP7	0
SALL4P5	0
RPL24P7	0.202024
UBE2E2-AS1	0
Y_RNA	0
AC121251.1	0.153927
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0.289814
ARL4AP4	0.35291
LINC00691	0
THRB	1.49265
RPL31P20	0
THRB-IT1	0
THRB-AS1	0.0397024
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0
RN7SL216P	0
RNA5SP125	0
RARB	1.73939
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	0.306816
MIR4442	0
CRIP1P2	0
AC092798.2	0.14815
TAF9BP1	0.150842
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0.302862
NEK10	0.191538
MINOS1P3	0
RNU6-342P	0
SLC4A7	4.49323
RPS20P15	0
AC099535.4	0
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	0.546722
RP11-222K16.1	0
AC098614.3	0
LINC02084	1.43434
LINC01980	0.0782065
LINC01981	0
LINC01967	0
ZCWPW2	0.649489
FAM96AP1	0
AC093142.2	0.0567004
RBMS3	0.589904
MESTP4	0
RBMS3-AS3	0.0987246
RPS12P5	0
RBMS3-AS2	0
MTND4LP9	0
RBMS3-AS1	0
LINC01985	0
AC116035.2	0
TGFBR2	4.65982
AC096921.2	0
RP11-1024P17.1	0.0999523
GADL1	0
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10	0.652962
OSBPL10-AS1	0
ZNF587P1	0
ZNF860	0.321903
RPL21P40	0
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0.370947
RPSAP11	0.0736985
RP11-384L8.1	0.579362
CMTM8	2.04618
RP11-384L8.2	0
KRT18P15	0
MIR548AY	0
AC104306.1	0.413237
AC104306.4	0
IGBP1P3	0
RPL30P4	0.18228
CNOT10-AS1	0
SUGT1P2	0.196378
RPL23AP43	0
TRIM71	0.0753858
CCR4	0.00733145
SEC13P1	0.494967
SUMO2P10	0.299551
TMPPE	0.658674
RN7SL296P	0
SUSD5	2.35633
AC123900.2	0
RNU7-110P	0
RNA5SP128	0
COX6CP10	0.21769
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	1.08989
RP11-10C24.3	0.938402
RP11-10C24.1	0.661324
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21-AS1	1.69098
MIR128-2	0
AC104308.2	0
RFC3P1	0
NBPF21P	0
RN7SKP227	0
DCLK3	0.179124
HSPD1P6	0.0493376
LINC02033	4.35905
AC011816.1	0.217015
RNU6ATAC4P	0
RP11-129K12.1	0.480505
PRADC1P1	0.330891
RPL29P11	1.13722
Y_RNA	0
UBE2D3P2	0
RNU6-1301P	0
UBE2FP1	0.855949
AC097359.2	0.964938
RP11-259K5.1	2.68533
RP11-259K5.2	0.544131
TCEA1P2	0.588518
RNA5SP129	0
C3orf35	2.90547
ITGA9	1.12191
RNU7-73P	0
ITGA9-AS1	2.73023
RPL21P135	2.10801
NDUFAF4P3	3.68376
MIR26A1	0
VILL	4.16665
Y_RNA	0
DLEC1	0.368822
PPP2R2DP1	0
Y_RNA	0.498493
SLC22A13	0.374772
RP11-815I22.1	0
SLC22A14	2.59569
RNU6-235P	0
DLEC1P1	0
XYLB	2.22434
ACVR2B-AS1	2.80988
Y_RNA	0
DDTP1	0.158483
RPL18AP7	1.56895
SCN5A	0.16545
SCN10A	0
RP11-134J21.1	0
SCN11A	0.208997
RNU6-1227P	0
TTC21A	4.84823
MIR6822	0
RP11-331G2.7	0.0715392
Metazoa_SRP	0
XIRP1	0.140819
DSTNP4	0
CX3CR1	1.50028
RP11-331G2.6	0
CCR8	0
HNRNPA1P21	0
RP11-241K18.2	0
EEF1A1P24	0.074274
SNORA62	4.33362
NFU1P1	0
RNU4-56P	0
EIF1B-AS1	0.345926
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	2.8392
PGAM1P3	0.188975
ZNF619	2.96449
RNU5B-2P	0.369259
ZNF620	4.81824
RPL5P10	0
EEF1GP3	0
RP11-528N21.1	0.0283309
HMGN2P24	0
RP11-761N21.2	1.17677
RP11-761N21.1	0
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
ULK4	0.567807
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0.0695732
RNU4-78P	0.607956
CCK	0.458405
RP11-333B11.1	0
SALL4P6	0
EIF4BP4	0
LYZL4	0
RP11-219I21.1	0
VIPR1-AS1	2.12332
RP4-613B23.1	3.23771
RN7SL567P	0
KLHL40	0.0823208
HHATL-AS1	0.271301
CCDC13	1.13319
CCDC13-AS1	1.74639
LINC02158	0.170201
ACKR2	0.0884079
RP11-70C1.3	0.0457672
RP11-141M3.6	0.0976509
CYP8B1	0.0253506
HNRNPA1P22	0.0677031
KRBOX1-AS1	0.118732
KRBOX1	0.692338
FAM198A	4.98989
RP11-136C24.1	0.107523
RP11-136C24.2	1.83086
RN7SL517P	0
Y_RNA	0
RP11-353H3.1	0
RP4-672N11.1	0
RP4-555D20.3	0
RP4-555D20.4	0.372115
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	0.59558
RP4-555D20.2	2.79106
TOPAZ1	0
RP11-424N24.2	0.312128
LINC00694	0.293812
LINC01988	0.439701
ZNF852	3.15023
EI24P3	0
RP11-944L7.6	0
RP11-944L7.4	1.30571
ZNF660	4.38377
MPRIPP1	1.3365
ZNF197-AS1	0.571773
SOCS5P3	0
ZNF501	3.96058
KIF15	0.921589
TGM4	0.0511801
RP11-272D20.2	0
RPL12P44	0.121714
RNU5B-3P	0
CDCP1	0.0530739
RPS24P8	0.654065
U3	0
LARS2-AS1	0.0594701
LIMD1	1.36313
LIMD1-AS1	1.45307
RN7SL145P	3.38321
RP11-697K23.3	0
SLC6A20	0.0909064
RP11-852E15.1	0
CCR9	0
Y_RNA	0
FYCO1	1.11962
CXCR6	0.019595
XCR1	0
NRBF2P2	0
FLT1P1	0
CCR3	0
CCR1	0.358803
UQCRC2P1	0
CCR2	0.0196786
RP11-24F11.2	0.0715368
CCR5	0.0800221
CCRL2	0.207561
LINC02009	0.221501
LTF	0.366636
RTP3	0
LRRC2	4.68754
LRRC2-AS1	0
TDGF1	0.354811
RP11-509I21.2	0
SNORD77	0
PRSS46	0.48448
PRSS45	0.44278
RP11-427P5.2	0
PRSS44	0.478582
PRSS42	0.0362146
MYL3	3.01425
RP11-427P5.3	1.04264
NRADDP	0.398814
MRPL57P3	0
KIF9	2.00848
SNORD13P3	0
RP11-447D11.3	3.41666
RP11-708J19.1	4.77369
RP11-708J19.3	0.289576
BOLA2P2	1.09981
RN7SL870P	0
RP11-717D12.1	0.0256605
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0
CDC25A	0.657335
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0.460448
MIR4443	0
CAMP	0.0726493
MRPS18AP1	1.58821
Y_RNA	4.7316
SPINK8	0.61247
MIR2115	0
FBXW12	0.921468
RN7SL321P	0
RP11-24C3.2	1.21333
MIR6823	0
UCN2	0.71408
MIR711	0
TMEM89	0.109758
MIR4793	0
CELSR3-AS1	0.386929
RP11-572O6.1	3.23135
PRKAR2A-AS1	1.57471
SLC25A20	4.78365
ARIH2OS	3.42962
RP13-131K19.1	3.55097
RP13-131K19.2	3.52257
MIR425	0
MIR191	0
RN7SL182P	0
MIR6890	0
RP11-694I15.7	2.20728
C3orf84	0
CCDC36	0.285196
RP11-3B7.7	0
RP11-3B7.1	0.161441
MIR4271	0
RHOA-IT1	0.444502
RNA5SP130	0
BSN-AS2	1.67338
BSN-AS1	0.13921
AMIGO3	0
COX6CP14	0
RP13-1056D16.2	0
CDHR4	0.0477806
MIR5193	0
TRAIP	3.17364
CAMKV	4.61499
RN7SL217P	0
ACTBP13	0.0095284
MST1R	1.42245
CTD-2330K9.2	0
CTD-2330K9.3	0.123532
RBM5-AS1	2.95062
SEMA3F	3.87825
MIR566	0
GNAT1	0.0441235
MIR5787	0
XXcos-LUCA16.1	0.591833
U73166.2	2.61867
SEMA3B-AS1	2.53193
LSMEM2	1.33169
HYAL1	3.7263
RASSF1-AS1	1.39002
ZMYND10-AS1	0
ZMYND10	3.44796
CYB561D2	2.67794
RNA5SP131	0
HEMK1	3.1078
RP11-804H8.7	0
CISH	1.30181
MAPKAPK3	3.55814
LINC02019	0.724584
MIR4787	0
RP11-804H8.5	0
RP11-646D13.1	0
ZNF652P1	0.0406892
ST13P14	0
RNU6ATAC29P	0
RNA5SP132	0
GRM2	4.52729
IQCF6	0
IQCF4	0
IQCF3	0
IQCF2	0
RN7SL504P	0
IQCF5-AS1	0
IQCF5	0
IQCF1	0.531694
GPR62	2.48432
POC1A	0.998722
ALDOAP1	0
RP11-330H6.6	0.579153
RP5-1157M23.2	0.393287
MIRLET7G	0
GLYCTK	4.3892
GLYCTK-AS1	0.259077
MIR135A1	0
RP11-168J18.6	0.238728
PHF7	4.71039
STAB1	3.30242
RNU6-856P	0.255641
RNU6ATAC16P	0
SNORD19B	0
SNORD19	0
SNORD19B	0.402559
SNORD19	0
SNORD69	0
RP5-966M1.7	2.49641
RP5-966M1.5	0.893943
RP5-966M1.4	0.0685444
ITIH1	0.0787501
ITIH3	0.451337
ITIH4-AS1	0
MIR8064	0
RP11-894J14.2	0.430174
RP11-5O17.1	0.602266
SERBP1P3	2.24662
Y_RNA	0
SNORD38	0
SNORA26	0
RP11-72H11.1	0
SNORD63	0
RP11-884K10.6	2.16303
CABYRP1	0
CACNA2D3	3.81611
RPS15P5	0.166604
ESRG	0
CACNA2D3-AS1	0
LRTM1	0
RP11-889D3.1	0
LINC02017	0
LINC02030	0
RP11-875H7.1	0
RP11-875H7.2	0
WNT5A	1.01061
WNT5A-AS1	0
RP11-875H7.5	0
RP11-58O15.1	0
ERC2-IT1	0.0881066
MIR3938	0
RN7SKP45	0
RNA5SP133	0
ARHGEF3-AS1	0
SPATA12	0
RP11-157F20.3	0
IL17RD	1.74295
RP11-157F20.1	0
HESX1	1.1062
ASB14	1.70776
DNAH12	0.0515709
Y_RNA	0
RNU6-1181P	0
RNF7P1	0
RP11-229A12.2	0
RNU6-108P	0
RNU6-483P	0
ARF4-AS1	0.388457
RNU6ATAC26P	0
DENND6A-AS1	0.89091
RP11-755B10.3	0.0168941
PDHA1P1	0
PPIAP16	0.181207
FLNB-AS1	1.72286
RP11-456N14.4	0
RP11-456N14.6	0.0838725
DNASE1L3	0.202183
RP11-80H18.3	0.156595
RP11-802O23.4	0
RP11-359I18.5	0.25394
ACOX2	3.04913
RP11-359I18.1	0
RP11-475O23.2	0.210013
FAM3D-AS1	0.111909
FAM3D	0.0437637
C3orf67	0.0729575
C3orf67-AS1	0
CTD-2185K10.1	0
RP11-285B24.1	0
RP11-719N22.2	0
RP11-719N22.1	0
Metazoa_SRP	0
FHIT	1.54548
RP11-641C17.4	0
RP11-641C17.2	0
RP11-641C17.3	0
RP11-641C17.1	0
U3	0
Y_RNA	0
RPL10AP6	2.36819
RNU2-10P	0
RP11-154D3.1	0
PTPRG-AS1	0.773397
FEZF2	0.0278616
RP11-1036F1.1	0
RN7SL863P	0
RNU6-139P	0
RP11-24H1.1	0
LINC00698	0
KRT8P35	0
UBL5P3	0
SYNPR-AS1	0.0588751
RNA5SP134	0
SNTN	0.0110876
AC136289.1	1.80586
C3orf49	1.16026
THOC7-AS1	0.117541
SCAANT1	0.435414
PSMD6-AS2	2.8379
RP11-245J9.5	2.69941
PSMD6-AS1	3.78327
RP11-245J9.6	4.94093
PRICKLE2-AS1	0
U3	0
LINC00994	0
PRICKLE2	1.64233
PRICKLE2-AS2	0
PRDX3P4	0
PRICKLE2-AS3	0
RP11-14D22.1	0
RNU6-739P	0
ADAMTS9	0.667513
ADAMTS9-AS1	0.0403371
ADAMTS9-AS2	0.0759267
LINC02040	0
ILF2P1	0.0504048
RPL17P17	0.0544876
MAGI1-IT1	0.241435
MAGI1-AS1	0.068583
Y_RNA	0
RP11-320P11.1	0.140588
RNU6-787P	0
RN7SL482P	0
RP11-814M22.2	0
RPL21P41	0
KBTBD8	2.40818
MIR4272	0
RP11-85I21.1	0
SUCLG2	4.62893
NDUFB4P1	0
SUCLG2-AS1	0.133256
FAM19A1	0.142212
COPS8P2	0.0651565
RP11-1008M1.1	0
RP11-436J20.1	0
PSMC1P1	0.611286
FAM19A4	0.139404
RNA5SP135	0
CTD-2013N24.2	2.15204
MIR3136	0
LMOD3	0.102929
FRMD4B	1.04104
RBM43P1	0
RP11-62G11.1	0
RP11-62G11.2	0
RP11-444P10.1	0
MITF	0.640631
RN7SL418P	0
SAMMSON	0
RP11-963H1.1	0
UQCRHP4	0
RP11-231I13.2	0
COX6CP6	0
HMGB1P36	0
RNU6-281P	0
FOXP1	3.80027
RP11-298C2.1	0
FOXP1-AS1	0
MIR1284	0
RP11-154H23.5	0
FOXP1-IT1	0.0219801
RP11-154H23.3	0.399501
RP11-154H23.4	0.354677
PROK2	0.182284
RN7SL271P	0
UBE2Q2P9	0
LINC00877	0.0749491
RP11-398A8.4	0
RP11-398A8.5	0
RP11-398A8.2	0
RP11-398A8.1	0
LINC00870	0.0302521
RP11-433A10.3	0
RP11-433A10.2	0
RP11-447M4.1	0
RP11-654C22.2	0
RNU1-62P	0
RP11-654C22.1	0
RNA5SP136	0
SHQ1	4.78542
RP11-624D20.1	0
PSMD12P	0
LAPTM4BP2	0
GXYLT2	0.164034
Metazoa_SRP	0
FTH1P23	0.435927
RNU7-19P	0
EBLN2	0.524204
RNU6-557P	0
RNU2-64P	0
CCDC75P1	0
RNU6-1270P	0
PDZRN3	1.28309
RNU7-119P	0
PDZRN3-AS1	0
CTD-2006M22.2	0.0629151
RP11-451J24.1	0
LINC02005	0
Metazoa_SRP	0
LINC02047	0
RP11-781E19.1	0
AKR1B1P2	0
CNTN3	1.19039
NIPA2P2	0
RN7SL294P	0
MIR4444-2	0
HNRNPA3P6	1.69061
MYLKP1	0
OR7E66P	0
OR7E22P	0.15468
OR7E55P	0
RP11-803B1.2	0.237245
LSP1P2	0
RP11-803B1.3	0
ALG1L6P	0.24733
FAM86DP	2.99507
LINC02018	1.9983
ENPP7P2	1.03937
SNRPCP10	0
CTD-2026G6.3	0.19184
RPS3AP15	0
RP11-413E6.2	0
OR7E121P	0
UNC93B3	0.198897
RPL23AP49	1.11287
RP11-413E6.11	0
CLUHP10	0.0389373
MIR1324	0
AGGF1P3	0
RARRES2P1	0
FRG2C	0.0344904
DUX4L26	0.51388
LINC00960	0.735362
ZNF717	1.90131
ROBO2	4.12118
Y_RNA	0
RP11-550F7.1	0.150565
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0
RP11-564P9.1	0
RNU2-28P	0
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0
RPL7AP23	0
CYP51A1P1	0
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0.394677
THAP12P2	0.104535
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
VGLL3	0.0873584
PPATP1	0
LINC00506	0.145192
MIR4795	0
POU1F1	0.249049
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	0.0563341
CBX5P1	0.0808943
ABCF2P1	0.0238494
RP11-249L12.1	0.0734906
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
EPHA3	0.590112
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0.0331347
RNU6-488P	0
PROS1	1.61913
Y_RNA	0
RNU6-511P	0
ARL13B	4.00053
HMGN1P7	0
STX19	0.207793
DHFR2	3.46475
