Name	Brain - Frontal Cortex (BA9)
AC017104.2	0
SNORA75	0.547521
SNORD20	0
SNORD82	0
RP11-562I5.1	1.69717
RP11-562I5.2	0.218719
RNU2-22P	0.156425
LINC00471	0.73852
NMUR1	0.193349
AC104634.3	0
RPL23AP26	0
TEX44	0
RN7SL499P	0
U4	1.88915
AC073476.1	0
RP11-690I21.1	1.12855
RP11-690I21.2	0.404034
MIR1471	0
DIS3L2	4.45622
AC105461.1	0
MIR562	0
AC068134.10	2.06258
ECEL1P3	0
RP11-762N20.1	0
ALPP	0
AC068134.8	0
ECEL1P2	0.232034
ALPPL2	0.0127178
ECEL1P1	0.0186632
AC068134.6	0
DIS3L2P1	0
ALPI	0
ECEL1	0.428296
PRSS56	1.04772
CHRND	0.104771
CHRNG	0
AC073254.1	0.384542
RN7SL359P	0
EEF1B2P7	0
AC064852.4	0
KCNJ13	0.0956731
RNU6-107P	0
Y_RNA	0
AC106876.2	0.0855983
NEU2	0
INPP5D	3.8969
RN7SL32P	0
SCARNA5	0.280634
SCARNA6	0.36706
SAG	0.0216407
RP11-400N9.1	0.0785075
Y_RNA	0
RP11-289A15.1	0
UGT1A12P	0
UGT1A11P	0
UGT1A8	0
UGT1A10	0
UGT1A13P	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
AC114812.8	0
UGT1A5	0
UGT1A4	0
RPL17P11	0
UGT1A3	0
AC114812.9	0
DNAJB3	0
UGT1A2P	0
AC114812.10	0
AC114812.5	0
UGT1A1	0
MROH2A	0.0166215
HJURP	0.0458308
MSL3P1	0.184442
TRPM8	0.0300121
AC005538.5	0
SPP2	0
RP11-263G22.1	0
AC006037.2	0
RP11-309M7.1	0
AC097713.5	0
AC097713.3	0.0844698
LINC01891	0
HSPE1P9	0
LINC01173	0
RP13-977E11.1	0
AC010148.1	0
SH3BP4	4.19491
AC114814.4	0
AC114814.2	0
AC114814.3	0
AGAP1-IT1	0.231941
AC064874.1	0
TMSB10P1	0.275179
RNU7-127P	0
RN7SL204P	0
Y_RNA	0
GBX2	0.0741923
AC079135.1	0
ASB18	0.0355258
RNU1-31P	0
RP11-785G17.1	0.0427975
IQCA1-AS1	0
RPL3P5	0.0158745
AC011286.1	0
RNU6-1051P	0
AC105760.3	0
AC105760.2	0.539631
AC107079.1	0
AC112715.2	0
COL6A3	0.182861
AC112721.1	0
AC112721.2	0
MLPH	0.121444
MIR6811	0
RNU6-1140P	0
PRLH	0
RAB17	1.27515
AC104667.3	0.0944689
AC096574.5	0.66513
RBM44	0.165745
SNORD39	0
RNU6-1333P	0
SCLY	4.84972
ESPNL	0.0606327
KLHL30	0.0664834
KLHL30-AS1	0.350465
ERFE	2.265
AC016757.3	2.47264
AC096574.4	0.0768732
RP11-5O24.1	0.048612
AC012485.2	0
RNU6-234P	0
AC016999.2	0
RP11-40B20.1	0
LINC01107	0.0202932
LINC01937	0
AC113618.2	0
AC144525.1	0
TWIST2	0.739623
LINC01940	0
MIR4440	0
MIR4441	0
MIR4269	0
MIR2467	0
AC062017.1	2.34596
AC079612.1	0
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0.155714
MIR4786	0
OR6B2	0
PRR21	0
OR6B3	0
OR9S24P	0
OR5S1P	0
OTOS	3.28088
AC124861.1	0
U3	0
PP14571	2.10992
MIR149	0
ANKMY1	2.5002
CAPN10-AS1	2.20774
GPR35	1.41279
RP11-118M12.1	0
AQP12B	0.0468998
AC011298.2	0.0252596
AQP12A	0.0157016
RP11-118M12.2	0
AGXT	0
C2orf54	0.0487354
CROCC2	0.00755641
AC104809.4	0.0284597
AC104809.2	0
SNED1	4.61051
AC093585.6	0.0411976
AC005237.4	0.0975522
PASK	4.34779
AC005237.2	0
ANO7	0.750744
AC005104.3	1.38457
FARP2	2.62409
MIR3133	0
AC110299.5	0.187492
BOK-AS1	0.0704075
RP11-367H1.1	0.827638
RNA5SP122	0.649765
AC114730.11	2.02328
AC114730.8	0
AC114730.7	0
GAL3ST2	0.401185
AC114730.5	0.360301
AC114730.3	3.10267
AC114730.2	0.414709
PDCD1	0.0463366
LINC01237	0.229141
AC131097.4	3.72914
LINC01238	0.840225
AC093642.1	1.04108
AC093642.4	0
LINC01880	0
LINC01238	3.01836
LINC01881	1.12072
CICP10	0
SEPT14P2	0
RPL23AP88	0.0764448
LINC01986	0
AY269186.2	0
RNU6-1194P	0
RPS8P6	0.211729
CHL1-AS1	0.0364018
LINC01266	0.221381
RPSAP32	0
AC090044.2	0.417788
AC087430.1	0
RN7SL120P	0
CNTN6	2.16905
CRB3P1	0
RPL23AP38	0
RPL23AP39	0
RPL21P17	0
RP11-204C23.1	0
RN7SKP144	0
CNTN4-AS2	0
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	0.113769
IL5RA	0.0128757
SNORA43	0
AC026188.1	0.0202157
SUMF1	2.70529
PNPT1P1	0.0241007
MRPS10P2	0
ITPR1-AS1	1.91154
EGOT	0.0133589
AC018816.1	0
AC018816.3	0.45989
BHLHE40-AS1	1.02664
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.500597
RP11-572B2.1	0
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0.00788252
AC024162.2	0
GRM7	4.88367
MRPS36P1	0
GRM7-AS2	0
GRM7-AS1	0.0666724
RP11-157E16.1	0.118831
LMCD1-AS1	0.28259
AC018832.1	0
RNU4ATAC17P	0
AC023481.1	0
LMCD1	0.997104
AC034187.2	0
SSUH2	0.256729
OR7E122P	0
CAV3	0.057974
OXTR	1.99621
RAD18	1.67486
SNORA43	0
SRGAP3-AS1	0
SRGAP3-AS2	0
SRGAP3-AS3	0
SRGAP3-AS4	0.317428
RP11-380O24.1	0.12737
PGAM1P4	0.135166
DUSP5P2	0
RP11-266J6.2	0.569933
CIDEC	0.237544
IL17RE	1.42717
RNU6-882P	0
RP11-1020A11.1	1.25607
PRRT3-AS1	1.00568
RP11-1020A11.2	1.49803
EMC3-AS1	1.20493
CYCSP10	0.478808
AC022007.5	1.67879
FANCD2	0.493807
RNU6-670P	0
CYCSP11	0
FANCD2OS	0
IRAK2	2.87824
LINC00852	1.5897
GHRL	0.371062
GHRLOS	0.704626
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0.123965
AC018495.3	0
SLC6A1-AS1	0.727093
CHCHD4P4	0
AC083855.5	0
AC026185.1	0
RP11-169K17.2	0
RP11-169K17.4	0
RP11-169K17.3	0.0875218
TAMM41	3.9453
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
AC090958.5	0
RN7SL147P	0
ACTG1P12	0.0470418
TIMP4	4.47063
MTCO1P5	0
GSTM5P1	0
PPARG	2.17504
AC091492.2	0
TSEN2	4.21083
RNA5SP123	0
RNU6-377P	0
MKRN2OS	1.63374
Metazoa_SRP	0
CRIP1P1	0
TMEM40	0.0573147
KRT18P17	0.210399
RP11-767C1.2	1.75472
LINC02022	0.129978
RP11-715I4.1	0
AC027124.3	0
AC027124.2	0
HDAC11-AS1	0
FBLN2	3.48922
LINC00620	0.313879
WNT7A	4.15993
VN1R20P	1.88864
FGD5P1	0.147483
TPRXL	0.0994501
VN1R21P	0
AC093495.4	0.612932
RP11-536I6.2	0
LINC01267	0
RNA5SP124	0
GRIP2	4.9419
RNU6-905P	0
RHBDF1P1	0
RP11-588H7.1	0
AC090952.5	0
C3orf20	0.0665651
AC090957.2	0
LINC02011	0
FGD5	2.09025
AC090954.5	0
RPS3AP53	0
COL6A4P1	0.0064975
SH3BP5-AS1	3.71821
RNU6-454P	0
HMGN2P7	0
RNU6-1024P	0
EAF1-AS1	0.0751391
MIR4270	0
RN7SL110P	0
BTD	4.15344
MIR3134	0
RP11-44D5.2	0.0901107
RP11-44D5.1	0.272776
RN7SL4P	0.22691
MIR563	0
IMPDH1P8	0.352101
OXNAD1	2.91511
RP11-608O8.2	0
RP11-415F23.2	2.59123
RP11-415F23.3	0.554926
RP11-415F23.4	0.898758
RP11-194G10.3	0
LINC00690	0
DAZL	0.0181141
AC091493.2	0
CDYLP1	0
PLCL2-AS1	0
AC090960.1	0
AC140076.1	0
RNU7-10P	0
AC104451.2	0
AC104297.1	0.0495679
PDCL3P3	0
AC132807.1	0
RP11-320G10.1	0
RP11-158G18.1	0
SATB1-AS1	0.525972
RAD23BP1	0.0773791
RNU6-138P	0
KCNH8	3.67805
MIR4791	0
EFHB	0.691729
HSPA8P18	0
PP2D1	0.319816
RNU4-85P	0
SAP18P3	0
RPL39P18	0.150347
MIR3135A	0
SGO1	0.0181713
SGO1-AS1	0.0215434
RNU6-822P	0
RP11-669C19.1	0
RNU6-815P	0
RP11-901H12.1	0
VENTXP7	0
ZNF385D	4.01894
ZNF385D-AS1	0
ZNF385D-AS2	0
HMGB1P5	4.16094
AC092421.1	0
RP11-1037D22.1	0
RANP7	0
SALL4P5	0
RPL24P7	0.113038
UBE2E2-AS1	0.0438042
Y_RNA	0
AC121251.1	0
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0.309093
ARL4AP4	0.0517534
LINC00691	0
RPL31P20	0
THRB-IT1	0.0924514
THRB-AS1	0.196576
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0.191073
RN7SL216P	0
RNA5SP125	0
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	0
MIR4442	0
CRIP1P2	0
AC092798.2	0
TAF9BP1	0.0493845
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0.478046
AC114877.3	0.516966
NEK10	1.27379
MINOS1P3	0
RNU6-342P	0
SLC4A7	2.08781
RPS20P15	0
AC099535.4	0
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	0.956644
RP11-222K16.1	0.290133
AC098614.3	0
LINC02084	0
EOMES	0.0327115
LINC01980	0
LINC01981	0
LINC01967	0
CMC1	4.66991
ZCWPW2	0.596439
FAM96AP1	0
AC093142.2	0
RBMS3	1.17447
MESTP4	0
RBMS3-AS3	0.539329
RPS12P5	0
RBMS3-AS2	0
MTND4LP9	0
RBMS3-AS1	0
LINC01985	0
AC116035.2	0
AC096921.2	0
RP11-1024P17.1	0.162249
GADL1	0.00818054
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10	2.31603
OSBPL10-AS1	0.0270387
ZNF587P1	0
ZNF860	0.497768
RPL21P40	0
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0.0575158
RPSAP11	0.0815265
RP11-384L8.1	1.89136
CMTM8	4.06477
RP11-384L8.2	0
KRT18P15	0
CMTM7	0.858135
MIR548AY	0
AC104306.1	0
AC104306.4	0
IGBP1P3	0
RPL30P4	0.0897846
CNOT10-AS1	0
SUGT1P2	0.0579638
RPL23AP43	0.0584118
TRIM71	0.340417
CCR4	0.00914122
SEC13P1	0.101108
SUMO2P10	0
TMPPE	0.316152
RN7SL296P	0
AC123900.2	0
RNU7-110P	0
RNA5SP128	0
COX6CP10	0
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	0.684293
RP11-10C24.3	0.521616
RP11-10C24.1	0.439089
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21-AS1	0.070842
MIR128-2	0
AC104308.2	0
RFC3P1	0
STAC	0.22387
NBPF21P	0
RN7SKP227	0
DCLK3	0.797146
HSPD1P6	0.0330002
LINC02033	1.02847
RP11-640L9.2	1.65337
AC011816.1	0
RNU6ATAC4P	0
RP11-129K12.1	0.11798
PRADC1P1	0.161259
RPL29P11	0.592549
Y_RNA	0
UBE2D3P2	0
RNU6-1301P	0
UBE2FP1	0.340567
RP11-285J16.1	1.62837
AC097359.2	0.439015
RP11-259K5.1	1.57479
RP11-259K5.2	0.514774
TCEA1P2	0.415854
RNA5SP129	0
C3orf35	0.480425
ITGA9	3.16592
RNU7-73P	0
ITGA9-AS1	3.77218
RPL21P135	0.665287
NDUFAF4P3	1.50881
MIR26A1	0
Y_RNA	0
DLEC1	0.489257
PPP2R2DP1	0
Y_RNA	0
MYD88	3.62144
SLC22A13	0.0951742
RP11-815I22.1	0
SLC22A14	1.11896
RNU6-235P	0
DLEC1P1	0
XYLB	0.56253
ACVR2B-AS1	0.79476
ACVR2B	2.65036
EXOG	4.45096
Y_RNA	0
DDTP1	0
RPL18AP7	0.389715
SCN5A	0.498528
SCN10A	0.0103378
RP11-134J21.1	0
SCN11A	0.306867
RNU6-1227P	0
TTC21A	3.34346
MIR6822	0
RP11-331G2.7	0.104683
Metazoa_SRP	0
XIRP1	0.0756736
DSTNP4	0
CX3CR1	2.95857
RP11-331G2.6	0
CCR8	0
HNRNPA1P21	0
RP11-241K18.2	0
EEF1A1P24	0.0484953
SNORA62	1.47802
NFU1P1	0
RNU4-56P	0
EIF1B-AS1	0.311806
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	2.21205
PGAM1P3	0.0652051
ZNF619	1.23635
RNU5B-2P	0.162854
ZNF620	1.27245
RPL5P10	0
EEF1GP3	0
RP11-528N21.1	0.0691642
HMGN2P24	0
RP11-761N21.2	1.03902
RP11-761N21.1	0
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
ULK4	0.712836
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0
RNU4-78P	0.214436
RP11-333B11.1	4.5801
SALL4P6	0.0301121
EIF4BP4	0
LYZL4	0.628541
RP11-219I21.1	0
VIPR1-AS1	0.386514
RN7SL567P	0
KLHL40	0.079476
HHATL-AS1	0.429818
CCDC13	1.78762
CCDC13-AS1	2.12967
LINC02158	0.0841616
ACKR2	0.224673
RP11-70C1.3	0.0433939
RP11-141M3.6	0.152655
CYP8B1	0.0404037
HNRNPA1P22	0
ZNF662	2.35383
KRBOX1-AS1	0.0259489
KRBOX1	0.421971
FAM198A	2.94594
RP11-136C24.1	0
RP11-136C24.2	0.14426
RN7SL517P	0
RP11-188P20.3	2.55263
SNRK-AS1	0.391575
Y_RNA	0
RP11-353H3.1	0
ABHD5	3.54679
RP4-672N11.1	0
RP4-555D20.3	0.5476
RP4-555D20.4	2.80694
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	4.06448
TOPAZ1	0.00733311
RP11-424N24.2	0.163507
LINC00694	0.195564
LINC01988	0.070036
ZNF445	3.65365
ZNF852	0.534809
EI24P3	0
RP11-944L7.6	0
ZKSCAN7	1.51799
RP11-944L7.4	0.718297
ZNF660	1.09661
MPRIPP1	0.45305
ZNF197	4.28685
ZNF197-AS1	0.36096
ZNF35	3.2302
RP11-348P10.2	2.81964
SOCS5P3	0
ZNF502	2.48865
ZNF501	1.37949
KIF15	0.653211
TGM4	0.0144396
RP11-272D20.2	0
RPL12P44	0
RNU5B-3P	0
CDCP1	0.304529
RPS24P8	0.420293
U3	0
LARS2-AS1	0
LIMD1	1.2137
LIMD1-AS1	0.639556
RN7SL145P	0.597974
RP11-697K23.3	0.140792
SLC6A20	0.446877
RP11-852E15.1	0.0768481
CCR9	0.105072
Y_RNA	0
FYCO1	3.49003
CXCR6	0.0193293
XCR1	0
NRBF2P2	0
FLT1P1	0
CCR3	0
CCR1	0.808924
UQCRC2P1	0
CCR2	0.0213057
RP11-24F11.2	0.14899
CCR5	0.115246
CCRL2	0.356703
LINC02009	1.52198
LTF	0.387709
RTP3	0
LRRC2	4.56143
LRRC2-AS1	0
TDGF1	0.399457
RP11-509I21.2	0
SNORD77	0
PRSS46	0.170129
PRSS45	0.106485
RP11-427P5.2	0
PRSS44	0.0563793
PRSS42	0.0893214
MYL3	4.08451
RP11-427P5.3	0.241693
NBEAL2	4.05846
NRADDP	0.199595
MRPL57P3	0
KIF9-AS1	2.8884
KIF9	3.5565
SNORD13P3	0
RP11-447D11.3	0.893431
RP11-708J19.1	1.98237
RP11-708J19.3	0
BOLA2P2	0.224513
RN7SL870P	0
RP11-717D12.1	0
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0
CDC25A	0.54905
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0.155424
MIR4443	0
CAMP	0.0979238
ZNF589	4.95214
MRPS18AP1	0.177937
Y_RNA	0.959005
NME6	2.91239
SPINK8	0.400851
MIR2115	0
FBXW12	0.348266
RN7SL321P	0
RP11-24C3.2	0.545329
ATRIP	3.00887
PFKFB4	2.89623
MIR6823	0
UCN2	0.14297
MIR711	0
TMEM89	0
SLC26A6	4.39281
MIR4793	0
CELSR3-AS1	0.140628
RP11-572O6.1	0.830913
PRKAR2A-AS1	1.41698
ARIH2OS	2.53425
RP13-131K19.1	0.468638
RP13-131K19.2	1.92633
MIR425	0
MIR191	0
RP13-131K19.6	1.19169
RN7SL182P	0
MIR6890	0
RP11-694I15.7	0.971049
C3orf84	0
CCDC36	0.101316
RP11-3B7.7	0
RP11-3B7.1	0.0908323
MIR4271	0
RHOA-IT1	0.117782
RNA5SP130	0
BSN-AS2	0.78452
BSN-AS1	0
AMIGO3	0
COX6CP14	0
RP13-1056D16.2	0
CDHR4	0.0196717
MIR5193	0
TRAIP	1.53657
RN7SL217P	0
ACTBP13	0.0127084
MST1R	0.420886
CTD-2330K9.2	0
CTD-2330K9.3	0.0520998
RBM5-AS1	0.434175
SEMA3F-AS1	1.37501
SEMA3F	3.00968
MIR566	0
GNAT1	0.0911009
MIR5787	0
XXcos-LUCA16.1	0.250717
U73166.2	0.725089
SEMA3B-AS1	2.51205
LSMEM2	0.69847
HYAL1	1.75925
RASSF1-AS1	0.667118
ZMYND10-AS1	0
ZMYND10	1.4175
CYB561D2	1.86712
RNA5SP131	0
HEMK1	1.63046
RP11-804H8.7	0
CISH	0.628333
LINC02019	0.767488
MIR4787	0
RP11-804H8.5	0
RP11-646D13.1	0
ZNF652P1	0
ST13P14	0
RNU6ATAC29P	0
RNA5SP132	0
IQCF6	0
IQCF4	0.224091
IQCF3	0.138182
IQCF2	0
RN7SL504P	0
IQCF5-AS1	0
IQCF5	0
IQCF1	0.0803905
RP11-155D18.13	2.10545
GPR62	2.60449
POC1A	1.93748
ALDOAP1	0.0181423
RP11-330H6.6	0.0849097
TLR9	0.685043
RP5-1157M23.2	0.152829
MIRLET7G	0
GLYCTK	1.80497
GLYCTK-AS1	0.114048
MIR135A1	0
DNAH1	4.62102
RP11-168J18.6	0.203444
PHF7	3.36757
TNNC1	1.25534
STAB1	3.68186
SMIM4	4.13367
RNU6-856P	0
RNU6ATAC16P	0
SNORD19B	0
SNORD19	0
SNORD19B	0
SNORD19	0
SNORD69	0
RP5-966M1.7	0.513338
RP5-966M1.5	0.093121
RP5-966M1.4	0
ITIH1	0.0159976
ITIH3	0.229896
ITIH4	4.22356
ITIH4-AS1	0
MIR8064	0
RP11-894J14.2	0.189983
SFMBT1	2.21805
RP11-5O17.1	0.54542
SERBP1P3	1.32328
RFT1	4.55407
Y_RNA	0
CACNA1D	2.45464
SNORD38	0
SNORA26	0
RP11-72H11.1	0
SNORD63	0
RP11-884K10.6	0.348399
CABYRP1	0
RPS15P5	0.284436
ESRG	0.0177685
CACNA2D3-AS1	0.0493233
LRTM1	0.0486139
RP11-889D3.1	0
LINC02017	0
LINC02030	0
RP11-875H7.1	0
RP11-875H7.2	0
WNT5A	1.59452
WNT5A-AS1	0.117344
RP11-875H7.5	0
RP11-58O15.1	0
ERC2-IT1	0.0333791
MIR3938	0
RN7SKP45	0
RNA5SP133	0
CCDC66	4.66346
ARHGEF3-AS1	0
SPATA12	0
RP11-157F20.3	0
IL17RD	2.98352
RP11-157F20.1	0
HESX1	0.94837
ASB14	0.528429
DNAH12	0.0705475
Y_RNA	0
RNU6-1181P	0
RNF7P1	0
RP11-229A12.2	0
RNU6-108P	0
RNU6-483P	0
PDE12	4.88461
ARF4-AS1	0.352934
RNU6ATAC26P	0
DENND6A-AS1	0.430009
RP11-755B10.3	0
SLMAP	4.84264
PDHA1P1	0
PPIAP16	0.0580303
FLNB-AS1	0.277613
RP11-456N14.4	0
RP11-456N14.6	0.0276474
DNASE1L3	0.0242095
RP11-80H18.3	0
RP11-80H18.4	1.29399
RP11-802O23.4	0
RP11-802O23.3	2.61784
RP11-359I18.5	0.329509
ACOX2	2.87332
RP11-359I18.1	0
RP11-475O23.2	0.403532
FAM3D-AS1	0.14534
FAM3D	0.0569692
C3orf67	0.194915
C3orf67-AS1	0.482504
CTD-2185K10.1	0
RP11-285B24.1	0
RP11-719N22.2	0
RP11-719N22.1	0
Metazoa_SRP	0
FHIT	3.45183
RP11-641C17.4	0
RP11-641C17.2	0
RP11-641C17.3	0
RP11-641C17.1	0
U3	0
Y_RNA	0
RPL10AP6	1.47456
RNU2-10P	0
RP11-154D3.1	0
PTPRG-AS1	1.33165
RP11-1036F1.1	0
RN7SL863P	0
RNU6-139P	0
RP11-24H1.1	0
LINC00698	0.0241705
KRT8P35	0
UBL5P3	0
SYNPR-AS1	0
RNA5SP134	0
SNTN	0.00545486
AC136289.1	0.480238
C3orf49	0.523374
THOC7-AS1	0
ATXN7	4.62428
SCAANT1	0.2316
PSMD6-AS2	0.434608
RP11-245J9.5	1.94971
PSMD6-AS1	0.62534
RP11-245J9.6	0.454278
PRICKLE2-AS1	0.0387534
U3	0
LINC00994	0.02349
PRICKLE2-AS2	0
PRDX3P4	0
PRICKLE2-AS3	0
RP11-14D22.1	0
RNU6-739P	0
ADAMTS9	1.04626
ADAMTS9-AS1	0.26821
ADAMTS9-AS2	0.185034
LINC02040	0
ILF2P1	0
RPL17P17	0
MAGI1-IT1	0.0326155
MAGI1-AS1	0
Y_RNA	0
RP11-320P11.1	0
RNU6-787P	0
RN7SL482P	0
RP11-814M22.2	0
RPL21P41	0
KBTBD8	1.42205
MIR4272	0
RP11-85I21.1	0
NDUFB4P1	0
SUCLG2-AS1	0.390358
COPS8P2	0.126517
RP11-1008M1.1	0
RP11-436J20.1	0
PSMC1P1	0.513641
FAM19A4	1.07151
RNA5SP135	0
EOGT	4.80888
CTD-2013N24.2	0.685034
MIR3136	0
LMOD3	0.36114
FRMD4B	2.10954
RBM43P1	0
RP11-62G11.1	0
RP11-62G11.2	0
RP11-444P10.1	0
MITF	1.29446
RN7SL418P	0
SAMMSON	0
RP11-963H1.1	0
UQCRHP4	0
RP11-231I13.2	0
COX6CP6	0
HMGB1P36	0
RNU6-281P	0
RP11-298C2.1	0
FOXP1-AS1	0
MIR1284	0
RP11-154H23.5	0
FOXP1-IT1	0.012224
RP11-154H23.3	0.407085
RP11-154H23.4	0.833442
PROK2	0.24848
RN7SL271P	0
UBE2Q2P9	0
LINC00877	0.270208
RP11-398A8.4	0
RP11-398A8.5	0
RP11-398A8.2	0
RP11-398A8.1	0
LINC00870	0.195686
RP11-433A10.3	0.306174
RP11-433A10.2	0
RP11-447M4.1	0
RP11-654C22.2	0
RNU1-62P	0
RP11-654C22.1	0
RNA5SP136	0
SHQ1	2.60981
RP11-624D20.1	0
PSMD12P	0
LAPTM4BP2	0
GXYLT2	0.958557
Metazoa_SRP	0
FTH1P23	1.18788
RNU7-19P	0
EBLN2	0.239511
RNU6-557P	0
RNU2-64P	0
CCDC75P1	0
RNU6-1270P	0
RNU7-119P	0
PDZRN3-AS1	0
CTD-2006M22.2	0.697672
RP11-451J24.1	0
LINC02005	0
Metazoa_SRP	0
LINC02047	0
RP11-781E19.1	0
AKR1B1P2	0
NIPA2P2	0
RN7SL294P	0
MIR4444-2	0
HNRNPA3P6	0.759037
MYLKP1	0.0204464
OR7E66P	0
OR7E22P	0.184116
OR7E55P	0
RP11-803B1.2	0.50022
LSP1P2	0.233322
RP11-803B1.3	0
ALG1L6P	0.203353
FAM86DP	3.94355
LINC02018	1.20547
ENPP7P2	0.976173
SNRPCP10	0
CTD-2026G6.3	0.372932
RPS3AP15	0
RP11-413E6.2	0
OR7E121P	0
UNC93B3	0.407066
RPL23AP49	3.07799
RP11-413E6.11	0
CLUHP10	0.0309063
MIR1324	0
AGGF1P3	0.102814
RARRES2P1	0.968973
FRG2C	0.0246435
DUX4L26	0.244157
LINC00960	0.474904
ZNF717	1.31269
Y_RNA	0
RP11-550F7.1	0.210226
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0.00964224
RP11-564P9.1	0
RNU2-28P	0
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0
RPL7AP23	0
CYP51A1P1	0
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0.0714941
THAP12P2	0.0243764
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
VGLL3	0.0848364
PPATP1	0
LINC00506	0.420153
MIR4795	0
POU1F1	0.102406
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0.113333
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	0.304786
ZNF654	3.29569
CBX5P1	0
ABCF2P1	0.0226729
RP11-249L12.1	0.0835243
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
EPHA3	1.86887
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0.202681
RNU6-488P	0
PROS1	4.24559
Y_RNA	0
RNU6-511P	0
ARL13B	2.66608
HMGN1P7	0
STX19	0.517814
DHFR2	3.32432
NSUN3	2.33545
RBBP4P2	0.0594193
ARMC10P1	0.0701326
RP11-118N24.2	0
WDR82P1	0
LINC00879	0
RPS18P6	0
MTHFD2P1	0.0120569
RP11-598F17.2	0
HNRNPKP4	0.496148
MIR8060	0
RP11-124D9.1	0
RNU6-1094P	0
RPL18AP8	0
RCC2P5	0
CDV3P1	0
EPHA6	0.642723
RP11-529P9.1	0
RP11-389G6.5	0
CRYBG3	1.07102
RP11-389G6.4	0
GABRR3	0
OR5BM1P	0
OR5AC1	0
OR5AC2	0
RP11-343D2.11	0
OR5AC4P	0
POU5F1P7	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H5P	0
OR5H3P	0
OR5H4P	0
RP11-325B23.2	0
OR5H7P	0
OR5H6	0
OR5H2	0
OR5H8	0
OR5K4	0
OR5K3	0
UBFD1P1	0
OR5K1	0
OR5K2	0.128042
RPL38P4	0
RP11-227H4.5	0
GPR15	0
RP11-227H4.1	0
WWP1P1	0.0172457
ST3GAL6-AS1	1.09935
PDLIM1P4	0.32425
RNU6-26P	0
CTD-2021J15.1	0.0427741
RNU6-1263P	0
LINC00973	0
U7	0
ACTG1P13	0
RP11-121C1.1	0
RP11-779P15.1	0
RP11-779P15.2	0
RP11-201E8.1	0
COL8A1	0.128345
RP11-383I23.2	0.235003
FILIP1L	2.41058
MIR3921	0
TMEM30CP	0
DUSP12P1	0
VTI1BP1	0.0558783
TMEM45A	0.901332
ADGRG7	0
SNORA31	0
GMFBP1	0
ABI3BP	0.454392
RP11-301G23.1	0
RNU6-865P	0
ACTR3P3	0
IMPG2	0.146006
