Name	Skin - Sun Exposed (Lower leg)
RNU6-1275P	0
AC009480.3	0
MBD5	1.35323
RP11-567F11.1	0.827966
RP11-567F11.2	0.422215
SNORA48	0
AC019070.1	0
RPS29P8	0.246961
RNU2-9P	0
UBBP3	0
AC105402.4	0
AC105402.2	0
AC105402.3	0
KIF5C	0.834188
TXNP5	0
FAM8A3P	0
LYPD6	0.376334
AC007394.3	0
AC144449.1	0.215541
RNU6-601P	0
LINC01931	0
LINC01818	0
LINC01817	0
LINC01920	0
AC104777.3	0
AC104777.1	0
AC104777.4	0
AC023469.2	0
AC023469.1	0
AC018731.3	0
FABP5P10	0
RBM43	4.64323
TNFAIP6	2.2917
RN7SL124P	0
NEB	1.07738
CACNB4	0.9394
AC079790.2	0
RPL30P2	0.280432
Y_RNA	0
AC012066.1	0.0709745
RP11-17G11.1	0
AC009969.1	0
UBQLN4P2	0
ATP5F1P4	0
AC011901.2	0
AC079150.2	0
LINC01850	0
RPL23AP29	0
AC012501.3	0
AC012501.2	0
SNORD56	0
RPRM	1.63663
DNAJA1P2	0
GALNT13	0.704343
PHBP4	0
AC009227.2	0.0331913
AC009227.3	0
RNA5SP107	0
AC061961.2	0
KCNJ3	0.064108
CBX3P6	0
AC092625.1	0
RNU6-1001P	0
MTCO1P45	0
MTND2P20	0
ATP5A1P2	0
MTND4P28	0
MTND5P30	0
MTND6P9	0
MTCYBP9	0
RNU6-546P	0
LINC01876	0.790957
AC073551.1	0
RP11-605B16.1	0
LINC01958	0
RPLP0P7	0
CDK7P1	0
GALNT5	0.357942
RN7SKP281	0
ERMN	0.394465
FAM133DP	0.115196
CYTIP	2.38442
ACVR1C	0.3317
AC019186.1	0.460895
UPP2	0.028814
RP11-546J1.1	0.973114
RNU6-436P	0
RP11-1152H14.1	0.56264
AC005539.2	0
RNU6-932P	0
PTP4A1P1	0
UPP2-IT1	0
CCDC148-AS1	0
CCDC148	0.205032
HNRNPDLP2	0
RN7SL393P	0
AC005042.2	0.165385
PKP4-AS1	1.38876
AC005042.5	0.27784
AC005042.3	0.177912
OR7E89P	0.690308
OR7E90P	0.0380497
RNU2-21P	0
BTF3L4P2	0.509874
RNU6-580P	0
GSTM3P2	0
MIR6888	0
AC008277.1	0.154188
RP11-311B14.1	0
Y_RNA	0
AC009506.1	1.72979
AC009961.3	0.318395
AC009961.2	0.0736544
AC009961.5	0.132389
ITGB6	2.66732
RP11-20F18.1	0
RN7SL423P	0
AC009313.2	0
AC009313.1	0
AC009299.2	0.360592
LINC01806	1.13619
AC009299.4	0
AC009299.5	0.642324
RNA5SP108	0
TBR1	0
AC009487.4	0
SLC4A10	0.00912197
AC009487.5	0
RP11-334E15.1	0
AC009487.6	0.170877
snoU13	0
AC062022.1	0
KRT18P46	0
RPEP5	0
AC008063.2	0.420994
TIMM8AP1	0.880966
EIF3EP2	0
AC008063.3	0
GCG	0
AC007750.5	0.0857933
FAP	2.91925
KCNH7	0.0141386
RNA5SP109	0
AC007740.1	0
RPL7P61	0
RNU6-627P	0
FIGN	1.69278
AC092684.1	0
PRPS1P1	0
CYP2C56P	0
GRB14	3.58705
RP11-452N17.1	0.935421
AC019181.3	1.61994
SNORA70F	0.938735
AC013463.2	0.109534
RNA5SP110	0
RNA5SP111	0
SLC38A11	0.792699
SCN3A	0.431649
SCN2A	0.0660092
MAPRE1P3	0
CSRNP3	0.7919
AC009495.2	0.562676
AC009495.4	0.817758
AC009495.3	0.901272
TTC21B-AS1	0.0179916
AC010127.3	0.0102331
SCN1A	0.00921807
Y_RNA	0
RN7SKP152	0
SCN9A	0.496996
SCN7A	2.60688
RP11-646I19.1	0
XIRP2	0.0678386
AC092601.1	0
XIRP2-AS1	0
AC074363.1	0
RNU7-148P	0
CTAGE14P	0
AC016723.4	0.0668378
B3GALT1	0.172455
AC067940.1	0
RN7SL813P	0
MIR4774	0
RNU6-766P	0
CERS6-AS1	0.071978
SPC25	1.15886
G6PC2	0.0856224
ABCB11	0.445857
DHRS9	0.937397
AC007556.3	0
UBE2V1P6	0
LRP2	0.0204147
KLHL41	1.37204
AC093899.3	0
CCDC173	0.216241
AC016772.4	0
PHOSPHO2	3.52166
SNORA51	0
KLHL23	1.73731
PTCHD3P2	0
AC009967.3	0
AC092641.2	0.821634
RNU6-1006P	0
MYO3B	0.313503
AC012594.1	0.00780036
HMGB1P4	0
AC007277.3	0.0849064
uc_338	0
LINC01124	0.914698
AC007405.4	0.107425
EIF2S2P4	0.436894
AC007405.6	1.30053
Y_RNA	0
ERICH2	1.2648
GAD1	0.178225
AC007405.8	0
AC008065.1	0
DAP3P2	0.333945
AC007969.4	0
RPL21P38	0
RNU6-182P	0
METAP1D	4.84301
DLX1	0.721415
DLX2	0.717546
DLX2-AS1	0
AC104088.1	0
RP11-227L6.1	0.11886
AC078883.4	0
AC078883.3	0.944077
AC093818.1	2.40302
Y_RNA	0
AC018712.2	0
RAPGEF4-AS1	0.0336728
snoU13	0
ALDH7A1P2	0
MAP3K20-AS1	0.507436
RP11-1O7.1	0
AC092573.2	0.298766
AC073465.1	0.0811898
AC073465.2	0
AC073465.3	0
AC013410.1	0
AC013410.2	0.270019
RP11-796E10.1	1.11849
RPL5P7	0
AC106900.6	0
RP11-394I13.2	0.796374
RP11-394I13.3	0.124708
LINC01960	0.396937
RPSAP24	0
RP11-451F14.1	0
RN7SL65P	0
Y_RNA	0
AC013467.1	0
HNRNPA1P39	0.0323704
LINC01305	0.545765
RP11-572N21.1	0
SP9	0.37088
AC010894.3	0.489048
AC010894.4	0
RP11-483E17.1	0
AC018890.6	0.0580484
RNU6-5P	0
AC010894.5	0
CHRNA1	0.0281629
CHN1	3.21479
RNU6-763P	0
RNU6-1290P	0
RP11-6C10.1	0
uc_338	0.421366
MIR933	0
AC096649.2	0
AC096649.3	0
EXTL2P1	0
AC016751.3	0
AC016751.2	0
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0.0820424
HOXD10	2.03244
HOXD-AS2	0.88668
HOXD8	4.43762
HOXD3	1.2373
MIR10B	0
HOXD4	2.85526
RP11-387A1.5	0.112504
HAGLR	1.34874
HAGLROS	0.506388
HOXD1	0.533689
RP11-387A1.6	0
RPSAP25	0
AC073069.2	0
AC017048.1	0
AC017048.2	0
MIR1246	0
RP11-324L17.1	0.456423
LINC01116	2.39184
LINC01117	0.413926
RNU6ATAC14P	0
AC092162.1	0.0316148
FUCA1P1	0.137691
AC092162.2	0
RP11-632P5.1	0.994796
AC073636.1	0
RNU6-187P	0
AC079305.11	0
RNA5SP112	0
AC079305.8	0
AC079305.5	0
Y_RNA	0
KRT8P40	0
DNAJC19P5	3.6876
MIR3128	0
AC079305.10	0.701378
AC074286.1	2.09165
RP11-337N6.2	0.273345
RP11-337N6.1	0.200308
MIR6512	0
RP11-337N6.3	0.239715
AC019080.1	0
snoU13	0
TTC30B	2.1473
AC073834.3	0
TTC30A	1.41233
PDE11A	0.158081
AC012499.1	0
AC011998.1	0
API5P2	0
AC011998.2	0
RNU6-629P	0
CYCTP	0
AC011998.4	0
RBM45	4.56658
RNU5E-9P	0
AC009948.5	4.00033
DFNB59	4.3592
AC009948.7	0.30113
FKBP7	4.17426
PLEKHA3	2.3452
TTN-AS1	1.00388
TTN	0.480721
RP11-65L3.4	0.932213
RP11-65L3.2	0.853866
RP11-65L3.3	0.0448606
RP11-171I2.5	0
RP11-171I2.2	0.797141
RP11-171I2.4	1.2109
RP11-171I2.3	0.380043
RP11-171I2.1	0.0177137
CCDC141	0.0880806
RNU7-104P	0
RPS6P2	0
AC093911.1	0
AC068042.1	0
ZNF385B	0.420131
AC092642.1	0
MIR1258	0
SNORA43	0
RP11-512G4.1	0
AC009478.1	0
SCHLAP1	0
RP11-739A13.1	0
FTH1P20	2.15954
AC104076.2	0
AC104076.3	0
AC068196.1	0
LINC01934	0
MIR4437	0
AC020595.1	0
ITGA4	0.865539
CERKL	0.664452
NEUROD1	0
AC013733.3	0
AC013733.4	0
SAP18P2	0
RNU6ATAC19P	0
RP11-366L5.1	0.437339
PPP1R1C	0.256279
KRT18P29	0
RNA5SP113	0
PDE1A	1.49963
RN7SL267P	0
Y_RNA	0
RNU6-1122P	0
Y_RNA	0
SNORA77	0
KRT8P10	0
DUSP19	0.693162
AC064871.3	0
RP11-438L19.1	1.25248
LIN28AP1	0
CACYBPP2	0.479682
AC093639.1	0
MIR548AE1	0
RP11-363K21.1	0.0235905
ZNF804A	0.023782
RPL23AP33	0
AC080125.1	0.0657162
U8	0
AC007966.1	0.230634
FSIP2	0.436487
FSIP2-AS1	1.62812
RPL21P32	0.680305
LINC01473	1.62356
AC104058.1	0.265444
RPL23AP35	0
RP11-410E4.1	0.919937
MED28P3	0.80918
DPRXP1	0.104667
AC017101.10	0
FAM171B	2.77196
ZSWIM2	0
AC018735.1	0
RN7SKP42	0
AC007319.1	1.10756
RNU6-989P	0
CALCRL	4.59903
GAPDHP59	0.145735
LINC01090	0.0325169
ST13P2	0
AC104131.1	0
RNA5SP114	0
GULP1	2.04988
MIR561	0
AC079613.1	0
DIRC1	0.111829
MIR3606	0
AC133106.2	0
MIR3129	0
KRT18P19	0
AC013439.4	0
RP11-88L20.1	0
ANKAR	1.03538
RP11-455J20.3	0.999583
OSGEPL1-AS1	0.859098
C2orf88	3.17841
AC019178.3	0
HNRNPCP2	3.14197
AC019178.2	0
MSTN	0.566395
RP11-647K16.1	1.65065
NEMP2	3.04937
AC093388.3	0.51624
RN7SKP179	0
RP11-284E5.1	1.15216
AC006460.2	0.0953132
AC005540.3	0.29053
AC067945.3	0.0548627
AC067945.2	0
AC067945.4	0
STAT4	1.47913
RNU6-959P	0
RP11-317J9.1	0.193113
HMGB1P27	0.0513728
AC092614.2	0.450659
RNU6-1045P	0
NABP1	3.41993
uc_338	0
AC098872.3	0
DNAJB1P1	0
AC098617.1	0.0114764
TMEFF2	0.120399
AC013401.1	0
AC013401.2	0
PCGEM1	0
RPS17P8	0
AC092638.1	0
AC092638.2	0
AC074290.1	0
RP11-764E7.1	0
AC068135.1	0
GLULP6	0
HNRNPA1P47	0
LINC01821	0
AC106883.1	0
Metazoa_SRP	0
SNORD59	0
LINC01790	0
AC010983.1	0
AC064834.1	0
RP11-762E8.1	0
RNU6-169P	0
LINC01825	0
LINC01827	0
AHCYP5	0
RNU6-915P	0
DNAH7	0.128853
E2F3P2	0.0520063
AC114760.1	0
RP11-347P5.1	0.453676
HECW2	1.67827
AC020571.3	0.196223
RN7SL820P	0
RP11-369J9.1	0
CCDC150	1.04523
SCARNA16	0
C2orf66	0.819251
RP11-84A12.1	0.198153
ANKRD44	2.30106
HNRNPA3P15	0
AC017035.2	0
AC013264.2	0
ANKRD44-IT1	0.0349229
ATP5G2P3	0
AC010746.3	0
NPM1P46	0.0919281
SNORA4	0.208702
RNU6-1029P	0
AC020550.7	0
RFTN2	1.60069
AC011997.1	0
BOLL	0.00997415
PLCL1	1.22614
AC109589.1	0
LINC01923	0
AC019330.1	0.0539004
AC018717.1	0
AC018717.2	0
RNU7-147P	0
SATB2	2.40731
RP11-486F17.1	0.0655298
SATB2-AS1	0.0498554
LINC01877	0
SEPHS1P6	0.0746224
FTCDNL1	0.874504
AC073043.1	0.0751925
AC108032.1	0
RN7SL717P	0
RNY4P34	0
SGO2	0.794604
AOX3P	0.134317
LINC01792	0
AOX2P	0.039372
RNU1-133P	0
AC007163.6	0
RNU6-31P	0
BICD1P1	0
RNA5SP115	0
Y_RNA	1.45804
RNU6-312P	2.87705
RNU6-762P	0.41458
AC005037.3	0
HNRNPA1P35	0.281333
RPL23AP30	0
RNU6-1206P	0
Metazoa_SRP	0.119808
RP11-13J8.1	0.0928423
RPL17P10	0
IMPDH1P10	0
CFLAR-AS1	0.747822
RNU7-45P	0
AC007283.4	0.743978
MTND5P25	0.0530124
MTND4P23	0.0688779
MTND4LP13	0
ALS2CR12	0.226233
AC007256.5	0.158415
Y_RNA	0
ALS2CR11	0.107189
MTCO2P16	0
MTATP6P16	0
MTCO3P16	0
MTND3P16	0
MTND4LP16	0
MTND4P29	0
MTND5P31	0
MPP4	0.301301
RNU6-651P	0
AC007279.2	0.247576
CDK15	0.632407
Y_RNA	0
UBE2V1P11	0
RNU6-440P	0
RP11-107N15.1	1.33535
KIAA2012	0.0191129
AC079354.3	0.030114
AC079354.5	0
PSMA2P3	0
DAZAP2P1	0.0761903
AC079354.6	0
SNORD70	0
SNORD70	0
SNORD11B	0
SNORD11	0
RN7SL753P	0
AC064836.3	0.313409
RP11-686O6.1	0.297346
RN7SL40P	0.350718
RP11-686O6.2	4.34117
RP11-27M5.1	0
AC073410.1	1.11256
MTCO1P17	0
MTCO2P17	0
MTATP6P17	0
MTCO3P17	0
MTND3P17	0
MTND4LP17	0
MTND4P30	0
MTCO1P54	0
ICA1L	1.53752
KRT8P15	0.0649715
CARF	4.98477
AC010900.2	0.0356827
RP11-544H14.1	0
NBEAL1	2.36449
RPL7P14	0.107923
SNORA1	0
AC023271.1	0.421
RPL23AP36	0
RN7SL670P	0
MRPL50P2	0
RP11-363J17.1	0
RAPH1	4.87954
AC125238.2	0
AC125238.3	0
CD28	0.348123
KRT18P39	0
NPM1P33	0
RNU6-474P	0
CTLA4	0.388855
ICOS	0.114142
AC009965.1	0
AC009965.2	0
AC009498.1	0
DSTNP5	0
AC106901.1	0
AC016903.1	0
AC016903.2	0
AC008171.1	0
NRP2	4.01702
AC007362.3	0
RN7SKP178	0
AC007679.1	0
AC007679.3	0
Vault	0
Y_RNA	0
AC007679.4	0
AC007383.3	3.22479
uc_338	0.837916
snoZ196	0
SNORD51	0
SNORA41	2.061
GPR1-AS	0
RN7SKP200	0
AC007383.6	0
HMGN1P6	0
RN7SKP260	0
ZDBF2	1.61945
AC017081.2	0
HNRNPA1P51	0
ADAM23	0.70894
AC010731.2	0
AC010731.3	0
AC010731.4	0.0309453
DYTN	0
AC010731.6	0
Y_RNA	0
MDH1B	0.670954
RP11-95H11.1	0.0320399
AC008269.2	0.0776963
CPO	0.524104
MIR2355	0
KLF7-IT1	0.592132
MIR7845	0
AC007879.1	0
AC007879.2	0.408977
AC007879.4	0
AC007879.3	0.291506
MYOSLID	0.399613
AC007879.5	0.168731
LINC01802	0
MIR1302-4	0
METTL21A	1.32904
RPS29P9	0
LINC01857	0
RNU6-664P	0
PPP1R14BP2	0.0709327
Y_RNA	0
CCNYL1	4.57953
FZD5	1.89882
PLEKHM3	4.65073
AC083900.1	0.424225
RNU6-360P	0
AC093698.1	0
RNA5SP116	0
RPL12P17	0.133254
CRYGEP	0
CRYGD	0
CRYGC	0
AC093698.4	0
CRYGB	0
CRYGA	0
C2orf80	0
RPSAP27	0
TPT1P2	0
IDH1-AS1	0.423553
MYL6BP1	0
PTH2R	0.079585
AC012362.3	0
AC019185.2	0
AC019185.4	0
AC019185.3	0
RNA5SP117	0
HSPA8P6	0
CRYGFP	0
MEAF6P1	0
PKP4P1	0
RNA5SP118	0.747955
UNC80	0.0755227
SNAI1P1	0
RP11-260M2.1	3.96785
AC007038.7	2.16598
AC006994.1	0.209846
AC006994.2	0.169459
Y_RNA	0
MYL1	0.640523
LANCL1-AS1	0.253408
CPS1	1.82515
CPS1-IT1	0
RP11-212J19.1	0
AC013404.1	0
ERBB4	0.343868
RNA5SP119	0
MTND2P23	0
MTCO1P46	0
MIR548F2	0
AC079610.1	0
LINC01878	0
PCED1CP	0
AC108066.1	0
RP11-105N14.1	1.92762
LINC01953	0
RP11-105N14.2	0
AC079610.2	0.0627593
SPAG16	4.89755
MIR4438	0
AC107218.3	0
RPL5P8	0
VWC2L	0.0208452
VWC2L-IT1	0
ENSAP3	0
AC072062.1	0.86783
SNORA70	0
RPL10P6	3.28888
AC072062.3	0.382484
AC073284.4	0.168352
AC012462.1	0
AC012462.2	0
AC012462.3	0
AC012668.1	0
AC012668.2	0
AC012668.3	0
LINC00607	0.115242
LINC01614	0
AC093850.1	0
AC122136.2	0
AC093382.1	0.669794
PECR	2.80802
TMEM169	0.222921
POLHP1	0.148672
AC012513.4	0.10411
RP11-566E18.1	0.885951
LINC01963	3.09747
MARCH4	0.214517
AC012513.6	0
AC069155.1	0.112218
Y_RNA	0
AC098820.2	0
AC098820.3	0.232721
AC098820.4	0.0606982
LINC01280	0
AC073321.4	0
PSMB3P2	0
AC007563.5	0.0948312
AC007563.4	0
RNA5SP120	0
AC007563.3	0.0472967
FABP5P14	0
AC007557.4	0
TNP1	0.123051
AC007557.2	0.0794946
AC007557.3	0.08902
AC007563.1	0.0361013
LINC01921	0
RP11-574O16.1	0
RN7SKP43	0
DIRC3-AS1	0.178471
Pinc	0
DIRC3	0.550017
AC010886.2	0
RPL7L1P9	0
MIR6809	0
AC010136.2	0.304373
RUFY4	0.0745568
CXCR2P1	0.0313215
CXCR2	2.92315
CXCR1	0.234291
HMGB1P9	0
RP11-378A13.1	3.14144
GPBAR1	0.851493
MIR6513	0
CATIP-AS2	0
MIR6810	0
AC021016.7	0.33471
CATIP	0.0348983
CATIP-AS1	0.266636
SLC11A1	2.02046
RP11-378A13.2	0
MIR26B	0
VIL1	0.125279
USP37	3.30906
RN7SKP38	0
RNU6-136P	0
PLCD4	2.974
RP11-548H3.1	4.82112
RP11-459I19.1	0.892645
PRKAG3	0.153772
MIR9500	0
RPL23AP31	0
WNT6	4.24989
LINC01494	0
RNU6-642P	0
AC097468.7	0
KRT8P30	0
CDK5R2	0.022207
LINC00608	0
FEV	0
CRYBA2	0
MIR375	0
AC097468.4	0.0112502
CFAP65	0.030351
IHH	0.065685
MIR3131	0
RP11-33O4.1	4.10151
RN7SL764P	0
SLC23A3	2.0886
GLB1L	3.4288
TUBA4B	0.25293
PTPRN	0.0755328
MIR153-1	0
AC114803.3	0
RESP18	0
AC053503.2	0
AC053503.4	0.0731105
AC053503.6	1.86288
AC053503.12	0.267929
AC053503.11	0
RP11-316O14.1	0.361696
ASIC4	0.280637
TMEM198	2.29343
RP11-256I23.1	0.337065
MIR3132	0
RP11-256I23.2	0.186521
INHA	2.74068
RN7SKP213	0
AC009955.8	0
SLC4A3	2.25366
RP11-256I23.3	0.0771723
AC009502.1	0
AC009502.4	0
RPL23P4	0
LINC01803	0
MIR4268	0
AC009310.1	0
AC114765.1	0
AC114765.2	0
AC067956.1	0.026788
AC093843.1	0
AC011233.2	0
TMEM256P2	0
CTD-2308L22.1	0.656518
AC079834.1	0
AC068489.1	0
AC009302.2	0
HSPA9P1	0.0897416
RPL23AP28	0
PAX3	1.51697
CCDC140	0.0432995
RP11-384O8.1	0.402342
AC010980.2	0.472947
Y_RNA	0
NANOGP2	0
RNU6-619P	0
GAPDHP49	0.550958
RP11-16P6.1	2.2617
MOGAT1	0.0850454
AC104772.1	0
AC016712.1	0
AC016712.2	0.326752
ATG12P2	0.0645148
AC097461.4	0.487392
RP11-525G12.1	0
KCNE4	3.92209
RN7SL807P	0
HIGD1AP4	0
AC013448.1	0
AC013448.2	0
SCG2	0.768671
AC012512.1	0
AP1S3	0.776155
AC073641.2	0
AC019109.1	0
AC008072.1	0
FAM124B	1.48884
RP11-92F20.1	0
AC073052.1	1.50277
RP11-811O14.1	0
DOCK10	3.0147
MIR4439	0
NYAP2	0.00850479
AC016717.1	0
RP11-314B1.2	0.0242866
RP11-314B1.1	0
AC080002.1	0
AC068138.1	0
MIR5702	0
RP11-395N3.2	0.696446
RP11-395N3.1	0.207495
SNORA48	0
COL4A4	0.506145
COL4A3	0.679532
AC097662.2	0.358872
TM4SF20	0
MIR5703	0
C2orf83	0
AC064853.2	0
AC064853.3	0
SLC19A3	1.67117
RNA5SP121	0
SNRPGP8	0
AC073065.3	0
CCL20	1.07721
TDGF1P2	0
DAW1	0.123631
SNORA25	0
SPHKAP	0.0780738
RNU6-624P	0
AC074019.2	0
LINC01807	0.148466
AC074019.1	0
RPL7L1P10	0
AC007677.2	0
RN7SKP283	0
RNU7-9P	0
AC007559.1	0
RNU6-613P	0
FBXO36	4.94115
RNU6-964P	0
FBXO36-IT1	0
RNU6-1027P	0
RNY4P19	0
AC009950.2	1.19
RP11-98F19.1	0
SP140	0.550708
SP140L	3.44357
RP11-69J7.1	0
RN7SL834P	3.20151
HMGB1P3	0
AC010149.4	0.0570286
TPM3P8	0.0709489
RP11-395A23.1	0
RNU6-451P	0
LINC01907	0.224244
BANF1P3	0.318128
RNU6-268P	0
RP11-499P1.1	0
AC012507.3	0
GPR55	0.209148
RP11-499P1.2	0
COX20P2	0
SPATA3-AS1	0.0149909
SPATA3	0.0192751
C2orf72	1.88385
RP11-223I10.1	0.658642
HTR2B	0.163874
RNU1-93P	0
ARMC9	1.88039
MIR4777	0
AC017104.6	1.31967
B3GNT7	1.28821
ZBTB8OSP2	0
AC017104.4	0
AC017104.2	0
SNORA75	1.16721
SNORD20	0
SNORD82	0
RP11-562I5.1	0.690112
RP11-562I5.2	0.276258
RNU2-22P	0.186408
LINC00471	0.534461
NMUR1	0.564963
AC104634.3	0
RPL23AP26	0
TEX44	0.03818
RN7SL499P	0
AC073476.1	0
RP11-690I21.1	4.94698
RP11-690I21.2	0.102055
MIR1471	0
NPPC	0.194492
AC105461.1	0
MIR562	0
AC068134.10	2.11932
ECEL1P3	0
RP11-762N20.1	0
ALPP	0
AC068134.8	0
ECEL1P2	0
ALPPL2	0
ECEL1P1	0
AC068134.6	0
DIS3L2P1	0
ALPI	0
ECEL1	0.475988
PRSS56	0
CHRND	0.0408211
CHRNG	0.0758961
AC073254.1	0.236648
RN7SL359P	0
EEF1B2P7	0.239131
AC064852.4	0
KCNJ13	0.834945
RNU6-107P	0
Y_RNA	0
AC106876.2	0.235269
NEU2	2.04694
RN7SL32P	0.149031
SCARNA5	0.33752
SCARNA6	1.83387
SAG	0
RP11-400N9.1	0.0434006
Y_RNA	0
RP11-289A15.1	0.279934
UGT1A12P	0
UGT1A11P	0
UGT1A8	0
UGT1A10	0.0525584
UGT1A13P	0
UGT1A9	0
UGT1A7	0.416941
UGT1A6	0.922427
AC114812.8	1.30027
UGT1A5	0.0714597
UGT1A4	0.1277
RPL17P11	0.146971
UGT1A3	0
AC114812.9	0.0633074
DNAJB3	0.196602
UGT1A2P	0.0923598
AC114812.10	0.145536
AC114812.5	0.228205
UGT1A1	0.985864
MROH2A	0.271726
HJURP	2.37419
MSL3P1	0.18752
TRPM8	0.0303529
AC005538.5	0
SPP2	0
RP11-263G22.1	0
AC006037.2	0
RP11-309M7.1	0
AC097713.5	0
AC097713.3	0
LINC01891	0
HSPE1P9	0
LINC01173	0
RP13-977E11.1	0
AC010148.1	0.0920197
AC114814.4	0
AC114814.2	0
AC114814.3	0
AGAP1-IT1	0.168377
AC064874.1	0
TMSB10P1	0
RNU7-127P	0
RN7SL204P	0
Y_RNA	0
GBX2	0
AC079135.1	0
ASB18	0
RNU1-31P	0
IQCA1	0.368808
RP11-785G17.1	0
IQCA1-AS1	0
RPL3P5	0
AC011286.1	0
RNU6-1051P	0
AC105760.3	0.0158691
AC105760.2	1.02698
AC107079.1	0.055771
AC112715.2	0.800597
AC112721.1	0
AC112721.2	0
MIR6811	0
RNU6-1140P	0
PRLH	0
RAB17	3.10291
AC104667.3	0.0968994
AC096574.5	0.096715
RBM44	0.684583
SNORD39	0
RNU6-1333P	0
SCLY	3.51572
ESPNL	0.260945
KLHL30	1.08196
KLHL30-AS1	0.224873
ERFE	0.139548
AC016757.3	0.369003
AC096574.4	0.271384
HES6	2.64294
RP11-5O24.1	0.273249
AC012485.2	0.0828872
RNU6-234P	0
AC016999.2	0.203285
RP11-40B20.1	0
LINC01107	0.0508271
LINC01937	0
AC113618.2	0
AC144525.1	0.137252
LINC01940	0.0508565
MIR4440	0
MIR4441	0
MIR4269	0
MIR2467	0
AC062017.1	2.10174
AC079612.1	0
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0
MIR4786	0
OR6B2	0
PRR21	0
OR6B3	0
OR9S24P	0
OR5S1P	0
OTOS	0
AC124861.1	0
U3	0
PP14571	0.915187
MIR149	0.309999
DUSP28	3.95354
CAPN10-AS1	2.60648
GPR35	1.96024
RP11-118M12.1	0
AQP12B	0
AC011298.2	0
AQP12A	0
RP11-118M12.2	0
KIF1A	1.05096
AGXT	0.0456852
CROCC2	0.0988976
AC104809.4	0.0495204
AC104809.2	0.0973896
AC093585.6	0.44317
AC005237.4	0.936372
AC005237.2	0
ANO7	0.446945
MIR3133	0
AC110299.5	0.423382
BOK-AS1	0
RP11-367H1.1	1.05302
RNA5SP122	0.447868
AC114730.11	4.90128
AC114730.8	0
AC114730.7	0
GAL3ST2	0.171979
AC114730.5	0.0589854
AC114730.3	0.162797
NEU4	0.0922747
AC114730.2	0.417083
PDCD1	0.356138
RTP5	0.0850639
LINC01237	0.915044
AC131097.4	1.82164
LINC01238	2.16213
AC093642.1	0.586494
AC093642.4	0
LINC01880	0
LINC01238	0.37963
LINC01881	2.96235
CICP10	0
SEPT14P2	0
RPL23AP88	0.149505
LINC01986	0
AY269186.2	0
CHL1-AS2	0.632734
RNU6-1194P	0
RPS8P6	0
CHL1-AS1	0.61164
LINC01266	0.112632
RPSAP32	0
AC090044.2	0.448908
AC087430.1	0
RN7SL120P	0
CNTN6	0.0353548
CRB3P1	0
RPL23AP38	0
RPL23AP39	0
RPL21P17	0.0637432
RP11-204C23.1	0
RN7SKP144	0
CNTN4	0.6193
CNTN4-AS2	0
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	0
IL5RA	0.0857291
SNORA43	0
AC026188.1	0.0322954
LRRN1	2.18639
PNPT1P1	0.0379754
MRPS10P2	0
ITPR1-AS1	0.665139
EGOT	0.156006
AC018816.1	0
AC018816.3	0.539121
BHLHE40-AS1	2.37008
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.173718
RP11-572B2.1	0
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0
AC024162.2	0
GRM7	0.0488944
MRPS36P1	0
GRM7-AS2	0
GRM7-AS1	0.184563
RP11-157E16.1	0
LMCD1-AS1	0.168064
AC018832.1	0
RNU4ATAC17P	0
AC023481.1	0
AC034187.2	0
SSUH2	0.225772
OR7E122P	0
CAV3	0.154277
OXTR	0.181126
SNORA43	0
SRGAP3-AS1	0
SRGAP3-AS2	0.0295311
SRGAP3-AS3	0
SRGAP3-AS4	0
RP11-380O24.1	0.206402
PGAM1P4	0
LHFPL4	0.185946
DUSP5P2	0
CPNE9	1.1915
RP11-266J6.2	1.12459
RNU6-882P	1.71864
RP11-1020A11.1	1.73495
PRRT3	4.40086
PRRT3-AS1	1.91649
RP11-1020A11.2	1.94739
EMC3-AS1	1.6392
CYCSP10	0.662856
AC022007.5	1.46414
FANCD2	3.22277
RNU6-670P	0
CYCSP11	0
FANCD2OS	0
LINC00852	3.31735
GHRL	0.742956
GHRLOS	1.32095
ATP2B2	0.360616
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0
AC018495.3	0
SLC6A11	4.28742
SLC6A1	1.19498
SLC6A1-AS1	0.0671829
CHCHD4P4	0
AC083855.5	0
AC026185.1	0
RP11-169K17.2	0
RP11-169K17.4	0.204981
RP11-169K17.3	0.401702
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
AC090958.5	0
RN7SL147P	0
SYN2	4.53847
ACTG1P12	0
MTCO1P5	0
GSTM5P1	0
AC091492.2	0
RNA5SP123	0
RNU6-377P	0
MKRN2OS	2.14425
Metazoa_SRP	0.688294
CRIP1P1	0
KRT18P17	0
CAND2	2.07563
RP11-767C1.2	0.913412
LINC02022	0
RP11-715I4.1	0
AC027124.3	0
AC027124.2	0
HDAC11-AS1	0
