Name	Brain - Anterior cingulate cortex (BA24)
AC005104.3	1.10752
FARP2	2.05712
MIR3133	0
AC110299.5	0.138521
BOK-AS1	0.10174
RP11-367H1.1	0.719935
RNA5SP122	0.533846
AC114730.11	1.61479
AC114730.8	0
AC114730.7	0
GAL3ST2	0.339114
AC114730.5	0.324545
AC114730.3	2.3419
AC114730.2	0.591092
PDCD1	0.0582252
LINC01237	0.331397
AC131097.4	4.05562
LINC01238	1.1543
AC093642.1	1.3326
AC093642.4	0
LINC01880	0
LINC01238	2.81289
LINC01881	0.865174
CICP10	0
SEPT14P2	0
RPL23AP88	0.0616836
LINC01986	0
AY269186.2	0.0577546
CHL1-AS2	4.80754
RNU6-1194P	0
RPS8P6	0.162449
CHL1-AS1	0.0353412
LINC01266	0.209093
RPSAP32	0
AC090044.2	0.366399
AC087430.1	0
RN7SL120P	0
CNTN6	1.6011
CRB3P1	0
RPL23AP38	0
RPL23AP39	0
RPL21P17	0
RP11-204C23.1	0
RN7SKP144	0
CNTN4	3.91549
CNTN4-AS2	0
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	0.0772906
IL5RA	0.017511
SNORA43	0
TRNT1	4.33131
AC026188.1	0.0156001
SUMF1	2.14468
PNPT1P1	0.0196253
SETMAR	4.60827
MRPS10P2	0
ITPR1-AS1	1.27088
EGOT	0
AC018816.1	0
AC018816.3	0.382127
BHLHE40-AS1	0.526541
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.468142
RP11-572B2.1	0
EDEM1	4.9735
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0.00874303
AC024162.2	0
GRM7	2.59864
MRPS36P1	0
GRM7-AS2	0
GRM7-AS1	0
RP11-157E16.1	0.150124
LMCD1-AS1	0.289637
AC018832.1	0
RNU4ATAC17P	0
AC023481.1	0
LMCD1	1.12642
AC034187.2	0
SSUH2	0.223352
OR7E122P	0
CAV3	0.0765374
OXTR	2.94286
RAD18	1.01882
SNORA43	0
SRGAP3-AS1	0
SRGAP3-AS2	0
SRGAP3-AS3	0
SRGAP3-AS4	0.339646
RP11-380O24.1	0.117012
PGAM1P4	0.529403
THUMPD3-AS1	4.88674
DUSP5P2	0
BRPF1	3.60923
RP11-266J6.2	0.502287
CIDEC	0.166748
IL17RE	1.25209
RNU6-882P	0
RP11-1020A11.1	1.00296
PRRT3-AS1	1.0536
RP11-1020A11.2	1.24272
EMC3-AS1	0.910273
CYCSP10	0.336768
AC022007.5	1.52387
FANCD2	0.313241
RNU6-670P	0
CYCSP11	0
FANCD2OS	0
IRAK2	2.083
LINC00852	1.0579
GHRL	0.313839
GHRLOS	0.554424
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0.161777
AC018495.3	0
SLC6A1-AS1	0.798638
HRH1	4.70869
CHCHD4P4	0
AC083855.5	0
AC026185.1	0
RP11-169K17.2	0
RP11-169K17.4	0
RP11-169K17.3	0.0831008
TAMM41	2.85003
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
AC090958.5	0
RN7SL147P	0
ACTG1P12	0.0398291
MTCO1P5	0
GSTM5P1	0
PPARG	1.83532
AC091492.2	0
TSEN2	2.916
RNA5SP123	0
RNU6-377P	0
MKRN2OS	1.06839
Metazoa_SRP	0
CRIP1P1	0
TMEM40	0.0353322
KRT18P17	0.153606
RP11-767C1.2	1.36993
LINC02022	0.109713
RP11-715I4.1	0
NUP210	4.79063
AC027124.3	0
AC027124.2	0
HDAC11-AS1	0
FBLN2	4.61546
LINC00620	0.298993
WNT7A	2.98207
VN1R20P	1.16656
FGD5P1	0.104277
TPRXL	0.0843578
VN1R21P	0
AC093495.4	0.460787
RP11-536I6.2	0
LINC01267	0
RNA5SP124	0
SLC6A6	4.94371
GRIP2	4.45156
RNU6-905P	0
RHBDF1P1	0
RP11-588H7.1	0
AC090952.5	0
C3orf20	0.0519057
AC090957.2	0
LINC02011	0
FGD5	1.74503
AC090954.5	0.078062
RPS3AP53	0
COL6A4P1	0.00507621
SH3BP5-AS1	2.92441
RNU6-454P	0
HMGN2P7	0
METTL6	4.20363
RNU6-1024P	0
EAF1-AS1	0.049483
COLQ	4.28932
MIR4270	0
RN7SL110P	0
BTD	3.36072
MIR3134	0
RP11-44D5.2	0.0597624
RP11-44D5.1	0.255407
RN7SL4P	0.199032
MIR563	0
IMPDH1P8	0.286723
OXNAD1	1.98387
RP11-608O8.2	0
RP11-415F23.2	1.52214
RP11-415F23.3	0.369113
RP11-415F23.4	0.755005
RP11-194G10.3	0
LINC00690	0
DAZL	0.0133619
AC091493.2	0
CDYLP1	0
PLCL2	4.36281
PLCL2-AS1	0
AC090960.1	0
AC140076.1	0
RNU7-10P	0
AC104451.2	0
AC104297.1	0.0277136
PDCL3P3	0
AC132807.1	0
RP11-320G10.1	0
RP11-158G18.1	0
SATB1-AS1	0.35645
RAD23BP1	0.0426175
RNU6-138P	0
KCNH8	2.73906
MIR4791	0
EFHB	0.6363
HSPA8P18	0.01691
PP2D1	0.163916
RNU4-85P	0
SAP18P3	0
RPL39P18	0.126874
MIR3135A	0
SGO1	0.0185779
SGO1-AS1	0.0231193
RNU6-822P	0
RP11-669C19.1	0
RNU6-815P	0
RP11-901H12.1	0
VENTXP7	0
ZNF385D	3.41976
ZNF385D-AS1	0
ZNF385D-AS2	0
HMGB1P5	3.35041
AC092421.1	0
RP11-1037D22.1	0
RANP7	0
SALL4P5	0
RPL24P7	0.0956257
UBE2E2-AS1	0
Y_RNA	0
AC121251.1	0
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0.350903
ARL4AP4	0
LINC00691	0
RPL31P20	0
THRB-IT1	0.0909522
THRB-AS1	0.152914
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0.0398209
RN7SL216P	0
RNA5SP125	0
RARB	3.00914
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	0
MIR4442	0
CRIP1P2	0
AC092798.2	0
TAF9BP1	0.0314736
OXSM	4.4638
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0.705838
AC114877.3	0.609483
NEK10	0.693233
MINOS1P3	0
RNU6-342P	0
SLC4A7	1.9321
RPS20P15	0
AC099535.4	0.0851898
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	0.906211
RP11-222K16.1	0.276693
AC098614.3	0
LINC02084	0.00752483
EOMES	0.053323
LINC01980	0
LINC01981	0
LINC01967	0
CMC1	3.48277
ZCWPW2	0.538528
FAM96AP1	0
AC093142.2	0
RBMS3	1.44229
MESTP4	0
RBMS3-AS3	0.704332
RPS12P5	0
RBMS3-AS2	0
MTND4LP9	0
RBMS3-AS1	0
LINC01985	0
AC116035.2	0
AC096921.2	0
RP11-1024P17.1	0.184093
GADL1	0.00700473
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10	1.12252
OSBPL10-AS1	0.0091481
ZNF587P1	0
ZNF860	0.252442
RPL21P40	0
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0
RPSAP11	0.0454475
RP11-384L8.1	1.50028
CMTM8	3.99158
RP11-384L8.2	0
KRT18P15	0.0178321
CMTM7	0.938771
MIR548AY	0
AC104306.1	0
AC104306.4	0
IGBP1P3	0.0513211
RPL30P4	0.0713038
CNOT10	4.35442
CNOT10-AS1	0
SUGT1P2	0.0379471
RPL23AP43	0.058065
TRIM71	0.353773
CCR4	0.0146105
SEC13P1	0.0478761
SUMO2P10	0
TMPPE	0.237242
RN7SL296P	0
SUSD5	4.39643
AC123900.2	0
RNU7-110P	0
RNA5SP128	0
COX6CP10	0
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	0.626462
RP11-10C24.3	0.457731
RP11-10C24.1	0.34255
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21-AS1	0.0548714
MIR128-2	0
AC104308.2	0
RFC3P1	0
STAC	0.260979
NBPF21P	0
RN7SKP227	0
DCLK3	0.491771
HSPD1P6	0.0299951
LINC02033	0.499861
RP11-640L9.2	0.773676
AC011816.1	0
RNU6ATAC4P	0
RP11-129K12.1	0.137222
PRADC1P1	0.146566
RPL29P11	0.532198
Y_RNA	0
UBE2D3P2	0
RNU6-1301P	0
UBE2FP1	0.299514
RP11-285J16.1	1.42697
AC097359.2	0.353388
RP11-259K5.1	1.5444
RP11-259K5.2	0.520038
TCEA1P2	0.36872
RNA5SP129	0
C3orf35	0.350345
ITGA9	1.77935
RNU7-73P	0
ITGA9-AS1	3.2834
RPL21P135	0.508419
NDUFAF4P3	1.30277
MIR26A1	0
Y_RNA	0
DLEC1	0.563148
PPP2R2DP1	0
Y_RNA	0
MYD88	4.09874
SLC22A13	0.0559415
RP11-815I22.1	0
SLC22A14	0.726544
RNU6-235P	0
DLEC1P1	0
XYLB	0.399649
ACVR2B-AS1	0.627653
ACVR2B	2.27365
EXOG	3.28126
Y_RNA	0
DDTP1	0
RPL18AP7	0.290621
SCN5A	0.29543
SCN10A	0
RP11-134J21.1	0
SCN11A	0.282956
RNU6-1227P	0
TTC21A	2.91739
MIR6822	0
RP11-331G2.7	0.0997938
Metazoa_SRP	0
XIRP1	0.0611026
DSTNP4	0
CX3CR1	2.65753
RP11-331G2.6	0
CCR8	0
HNRNPA1P21	0
RP11-241K18.2	0
EEF1A1P24	0.036995
SNORA62	0.8715
NFU1P1	0
RNU4-56P	0
EIF1B-AS1	0.288329
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	2.06467
PGAM1P3	0.0459013
ZNF619	0.954404
RNU5B-2P	0.228999
ZNF620	0.902039
RPL5P10	0
EEF1GP3	0
RP11-528N21.1	0
HMGN2P24	0
RP11-761N21.2	0.929194
RP11-761N21.1	0
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
ULK4	0.553853
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0
RNU4-78P	0.213684
RP11-333B11.1	2.37485
SALL4P6	0
EIF4BP4	0
LYZL4	0.556842
RP11-219I21.1	0
VIPR1-AS1	0.189194
RP4-613B23.1	4.36236
RN7SL567P	0
KLHL40	0.0780191
HHATL-AS1	0.415048
CCDC13	1.38258
CCDC13-AS1	1.74388
LINC02158	0.054101
ACKR2	0.203511
RP11-70C1.3	0.0330972
RP11-141M3.6	0.162749
CYP8B1	0.0390873
HNRNPA1P22	0
ZNF662	2.25348
KRBOX1-AS1	0.0114828
KRBOX1	0.40874
FAM198A	3.17364
RP11-136C24.1	0
RP11-136C24.2	0.0722972
RN7SL517P	0
RP11-188P20.3	2.20785
SNRK-AS1	0.274598
Y_RNA	0
RP11-353H3.1	0
ABHD5	3.33366
RP4-672N11.1	0
RP4-555D20.3	0.532639
RP4-555D20.4	2.04376
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	2.04072
TOPAZ1	0.00407466
RP11-424N24.2	0.18125
TCAIM	4.70827
LINC00694	0.191275
LINC01988	0.0502874
ZNF445	2.7187
ZNF852	0.476175
EI24P3	0
RP11-944L7.6	0
ZKSCAN7	1.25885
RP11-944L7.4	0.719843
ZNF660	0.927244
MPRIPP1	0.356186
ZNF197	3.5311
ZNF197-AS1	0.335426
ZNF35	2.45476
RP11-348P10.2	2.4204
SOCS5P3	0
ZNF502	2.04771
ZNF501	1.29924
KIF15	0.528578
TGM4	0.0180495
RP11-272D20.2	0
RPL12P44	0
RNU5B-3P	0
CDCP1	0.155295
RPS24P8	0.403253
U3	0
LARS2-AS1	0
LIMD1	1.15239
LIMD1-AS1	0.48713
RN7SL145P	0.355107
RP11-697K23.3	0.049792
SLC6A20	0.260952
RP11-852E15.1	0
CCR9	0.0426618
Y_RNA	0
FYCO1	4.37975
CXCR6	0.025755
XCR1	0
NRBF2P2	0
FLT1P1	0
CCR3	0
CCR1	0.904824
UQCRC2P1	0
CCR2	0.0272057
RP11-24F11.2	0.141399
CCR5	0.130243
CCRL2	0.311692
LINC02009	0.794634
LTF	0.380202
RTP3	0
LRRC2	2.95123
LRRC2-AS1	0
TDGF1	0.431781
RP11-509I21.2	0.0279314
SNORD77	0
ALS2CL	4.26098
PRSS46	0.139032
PRSS45	0.120366
RP11-427P5.2	0
PRSS44	0.0379341
PRSS42	0.0968304
RP11-427P5.3	0.167577
NBEAL2	3.3088
NRADDP	0.160878
MRPL57P3	0
KIF9-AS1	2.26166
KIF9	2.48866
SNORD13P3	0
RP11-447D11.3	0.550371
RP11-708J19.1	1.89778
RP11-708J19.3	0
BOLA2P2	0.169685
RN7SL870P	0
RP11-717D12.1	0
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0
CDC25A	0.574457
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0.104368
MIR4443	0
CAMP	0.0607956
ZNF589	4.17808
MRPS18AP1	0.126513
Y_RNA	0.698825
NME6	2.60189
SPINK8	0.450375
MIR2115	0
FBXW12	0.319892
RN7SL321P	0
RP11-24C3.2	0.505443
ATRIP	2.44686
PFKFB4	2.72677
MIR6823	0
UCN2	0.118485
COL7A1	4.97364
MIR711	0
TMEM89	0
SLC26A6	3.75526
MIR4793	0
CELSR3-AS1	0.162127
RP11-572O6.1	0.671648
PRKAR2A-AS1	1.33468
ARIH2OS	2.35639
RP13-131K19.1	0.333832
RP13-131K19.2	1.59518
MIR425	0
MIR191	0
RP13-131K19.6	0.942785
RN7SL182P	0
MIR6890	0
RP11-694I15.7	0.889595
C3orf84	0
CCDC36	0.0849675
RP11-3B7.7	0
RP11-3B7.1	0.0738026
MIR4271	0
RHOA-IT1	0.0931223
RNA5SP130	0
BSN-AS2	0.636566
BSN-AS1	0
MST1	4.85099
AMIGO3	0
COX6CP14	0
RP13-1056D16.2	0
CDHR4	0.0143191
FAM212A	4.8419
MIR5193	0
TRAIP	1.21819
RN7SL217P	0
ACTBP13	0.00945439
MST1R	0.353185
CTD-2330K9.2	0
CTD-2330K9.3	0.0349796
RBM5-AS1	0.310506
SEMA3F-AS1	0.951769
SEMA3F	2.02797
MIR566	0
GNAT1	0.0863938
MIR5787	0
XXcos-LUCA16.1	0.182441
U73166.2	0.539508
SEMA3B-AS1	1.87202
LSMEM2	0.511922
HYAL1	1.32868
RASSF1-AS1	0.641717
ZMYND10-AS1	0
ZMYND10	1.5315
CACNA2D2	4.95926
CYB561D2	1.22942
RNA5SP131	0
HEMK1	1.39432
RP11-804H8.7	0
CISH	0.477813
LINC02019	0.687479
MIR4787	0
RP11-804H8.5	0
RP11-646D13.1	0
ZNF652P1	0
ST13P14	0
RAD54L2	4.11065
RNU6ATAC29P	0
RNA5SP132	0
IQCF6	0
IQCF4	0.10822
IQCF3	0.0543408
IQCF2	0
RN7SL504P	0
IQCF5-AS1	0
IQCF5	0
IQCF1	0.0558912
RP11-155D18.13	1.95486
GPR62	1.82005
POC1A	1.26193
ALDOAP1	0
RP11-330H6.6	0.0638197
TLR9	0.540875
RP5-1157M23.2	0.138667
MIRLET7G	0
GLYCTK	1.6199
GLYCTK-AS1	0.105567
MIR135A1	0
DNAH1	3.33585
RP11-168J18.6	0.213039
PHF7	2.4151
TNNC1	1.00339
STAB1	4.0121
SMIM4	3.68646
PBRM1	4.16093
RNU6-856P	0
RNU6ATAC16P	0
SNORD19B	0
SNORD19	0
SNORD19B	0
SNORD19	0
SNORD69	0
RP5-966M1.7	0.33157
RP5-966M1.5	0
RP5-966M1.4	0
ITIH1	0.0131834
ITIH3	0.209271
ITIH4	3.46095
ITIH4-AS1	0
TMEM110	4.09928
MIR8064	0
RP11-894J14.2	0.15239
SFMBT1	1.68783
RP11-5O17.1	0.50938
SERBP1P3	1.55071
RFT1	3.61755
DCP1A	4.23451
Y_RNA	0
CACNA1D	1.54052
SNORD38	0
SNORA26	0
RP11-72H11.1	0
SNORD63	0
RP11-884K10.6	0.342796
RP11-884K10.7	4.70641
CABYRP1	0
RPS15P5	0.392855
ESRG	0.018838
CACNA2D3-AS1	0.0262523
LRTM1	0.0503568
RP11-889D3.1	0
LINC02017	0
LINC02030	0
RP11-875H7.1	0
RP11-875H7.2	0
WNT5A	1.41485
WNT5A-AS1	0.0656224
RP11-875H7.5	0
RP11-58O15.1	0
ERC2-IT1	0.0304858
MIR3938	0
RN7SKP45	0
RNA5SP133	0
CCDC66	3.42101
ARHGEF3-AS1	0
SPATA12	0.0172902
RP11-157F20.3	0
IL17RD	3.2976
RP11-157F20.1	0
HESX1	0.917368
ASB14	0.368519
DNAH12	0.080375
Y_RNA	0
RNU6-1181P	0
RNF7P1	0
RP11-229A12.2	0
RNU6-108P	0
RNU6-483P	0
PDE12	3.59473
ARF4-AS1	0.350274
RNU6ATAC26P	0
DENND6A	4.46577
DENND6A-AS1	0.322615
RP11-755B10.3	0.0085752
SLMAP	3.42869
PDHA1P1	0
PPIAP16	0
FLNB-AS1	0.208765
RP11-456N14.4	0
RP11-456N14.6	0.0285616
DNASE1L3	0.0231298
RPP14	4.45016
RP11-80H18.3	0
RP11-80H18.4	0.98844
RP11-802O23.4	0
RP11-802O23.3	2.01474
RP11-359I18.5	0.331378
ACOX2	3.25364
RP11-359I18.1	0
RP11-475O23.2	0.43365
FAM3D-AS1	0.136579
FAM3D	0.0527137
C3orf67	0.150963
C3orf67-AS1	0.541912
CTD-2185K10.1	0
RP11-285B24.1	0
RP11-719N22.2	0
RP11-719N22.1	0
Metazoa_SRP	0
FHIT	3.02224
RP11-641C17.4	0
RP11-641C17.2	0
RP11-641C17.3	0
RP11-641C17.1	0
U3	0
Y_RNA	0
RPL10AP6	1.36877
RNU2-10P	0
RP11-154D3.1	0
PTPRG-AS1	1.33714
RP11-1036F1.1	0
RN7SL863P	0
RNU6-139P	0
RP11-24H1.1	0
LINC00698	0.0233837
KRT8P35	0
UBL5P3	0
SYNPR-AS1	0
RNA5SP134	0
SNTN	0
AC136289.1	0.33447
C3orf49	0.246524
THOC7-AS1	0
ATXN7	3.19257
SCAANT1	0.18881
PSMD6-AS2	0.306593
RP11-245J9.5	1.56649
PSMD6-AS1	0.468096
RP11-245J9.6	0.422843
PRICKLE2-AS1	0.0307323
U3	0
LINC00994	0.0177181
PRICKLE2-AS2	0
PRDX3P4	0
PRICKLE2-AS3	0
RP11-14D22.1	0
RNU6-739P	0
ADAMTS9	1.21648
ADAMTS9-AS1	0.490661
ADAMTS9-AS2	0.203147
LINC02040	0
ILF2P1	0
RPL17P17	0
MAGI1-IT1	0.028783
MAGI1-AS1	0
Y_RNA	0
RP11-320P11.1	0
RNU6-787P	0
RN7SL482P	0
RP11-814M22.2	0
RPL21P41	0
KBTBD8	0.825855
MIR4272	0
RP11-85I21.1	0
NDUFB4P1	0
SUCLG2-AS1	0.405299
COPS8P2	0.0979731
RP11-1008M1.1	0
RP11-436J20.1	0
PSMC1P1	0.333811
FAM19A4	0.78334
RNA5SP135	0
EOGT	4.20764
CTD-2013N24.2	0.541264
MIR3136	0
LMOD3	0.239135
FRMD4B	1.57692
RBM43P1	0
RP11-62G11.1	0
RP11-62G11.2	0
RP11-444P10.1	0
MITF	1.11147
RN7SL418P	0
SAMMSON	0
RP11-963H1.1	0
UQCRHP4	0
RP11-231I13.2	0
COX6CP6	0
HMGB1P36	0
RNU6-281P	0
FOXP1	4.03117
RP11-298C2.1	0
FOXP1-AS1	0
MIR1284	0
RP11-154H23.5	0
FOXP1-IT1	0
RP11-154H23.3	0.270145
RP11-154H23.4	0.451335
PROK2	0.280728
RN7SL271P	0
UBE2Q2P9	0
LINC00877	0.238213
RP11-398A8.4	0
RP11-398A8.5	0
RP11-398A8.2	0
RP11-398A8.1	0
LINC00870	0.150364
RP11-433A10.3	0.297608
RP11-433A10.2	0
RP11-447M4.1	0
RP11-654C22.2	0
RNU1-62P	0
RP11-654C22.1	0
RNA5SP136	0
SHQ1	1.69844
RP11-624D20.1	0
PSMD12P	0
LAPTM4BP2	0
GXYLT2	1.18766
Metazoa_SRP	0
FTH1P23	1.03225
RNU7-19P	0
EBLN2	0.184861
RNU6-557P	0
RNU2-64P	0
CCDC75P1	0
RNU6-1270P	0
RNU7-119P	0
PDZRN3-AS1	0
CTD-2006M22.2	0.488632
RP11-451J24.1	0
LINC02005	0
Metazoa_SRP	0
LINC02047	0
RP11-781E19.1	0
AKR1B1P2	0
NIPA2P2	0
RN7SL294P	0
MIR4444-2	0
HNRNPA3P6	0.554254
MYLKP1	0.0159553
OR7E66P	0
OR7E22P	0.145843
OR7E55P	0
RP11-803B1.2	0.399354
LSP1P2	0
RP11-803B1.3	0
ALG1L6P	0.189463
FAM86DP	3.34864
LINC02018	1.10851
ENPP7P2	0.679467
SNRPCP10	0
CTD-2026G6.3	0.458457
RPS3AP15	0
RP11-413E6.2	0
OR7E121P	0
UNC93B3	0.311535
RPL23AP49	2.18471
RP11-413E6.11	0
CLUHP10	0
MIR1324	0
AGGF1P3	0.0668571
RARRES2P1	0.616084
FRG2C	0.00723478
DUX4L26	0.178203
LINC00960	0.354184
ZNF717	1.05133
ROBO2	4.13006
Y_RNA	0
RP11-550F7.1	0.178295
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0
RP11-564P9.1	0
GBE1	4.01811
RNU2-28P	0
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0
RPL7AP23	0
CYP51A1P1	0
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0.0546351
THAP12P2	0.0138823
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
VGLL3	0.107436
PPATP1	0
LINC00506	0.355566
MIR4795	0
POU1F1	0.075339
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0.0544579
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	0.190494
ZNF654	2.3325
CBX5P1	0
C3orf38	4.28374
ABCF2P1	0.0102953
RP11-249L12.1	0.0454364
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
EPHA3	0.933939
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0.299825
RNU6-488P	0
PROS1	3.91325
Y_RNA	0
RNU6-511P	0
ARL13B	2.34233
HMGN1P7	0
STX19	0.221735
DHFR2	2.84812
NSUN3	1.81903
RBBP4P2	0.0447695
ARMC10P1	0.054067
RP11-118N24.2	0
WDR82P1	0
LINC00879	0
RPS18P6	0
MTHFD2P1	0.0180574
RP11-598F17.2	0
HNRNPKP4	0.391041
MIR8060	0
RP11-124D9.1	0
RNU6-1094P	0
RPL18AP8	0
RCC2P5	0
CDV3P1	0
EPHA6	0.583331
RP11-529P9.1	0
ARL6	4.92695
RP11-389G6.5	0
CRYBG3	0.951068
RP11-389G6.4	0
RIOX2	4.35033
GABRR3	0
OR5BM1P	0
OR5AC1	0
OR5AC2	0
RP11-343D2.11	0
OR5AC4P	0
POU5F1P7	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H5P	0
OR5H3P	0
OR5H4P	0
RP11-325B23.2	0
OR5H7P	0
OR5H6	0
OR5H2	0
OR5H8	0
OR5K4	0
OR5K3	0
UBFD1P1	0
OR5K1	0
OR5K2	0.0952958
RPL38P4	0
RP11-227H4.5	0
GPR15	0
RP11-227H4.1	0
WWP1P1	0
ST3GAL6-AS1	0.75417
ST3GAL6	3.44742
PDLIM1P4	0.207107
DCBLD2	3.14781
RNU6-26P	0
CTD-2021J15.1	0
RNU6-1263P	0
LINC00973	0
U7	0
ACTG1P13	0
RP11-121C1.1	0
RP11-779P15.1	0
RP11-779P15.2	0
RP11-201E8.1	0
COL8A1	0.159202
RP11-383I23.2	0.180375
FILIP1L	1.44976
MIR3921	0
TMEM30CP	0
DUSP12P1	0
VTI1BP1	0.0371351
TMEM45A	0.898705
ADGRG7	0
SNORA31	0
GMFBP1	0
ABI3BP	0.674393
RP11-301G23.1	0
RNU6-865P	0
ACTR3P3	0
IMPG2	0.114439
SENP7	4.86881
ZNF90P1	0
RP11-144C15.1	0
RP11-144C15.2	0.140915
Y_RNA	0
FAM172BP	0
RP11-234A1.1	3.7453
RP11-454H13.1	0
RNU6-1256P	0
Y_RNA	0
Y_RNA	0
RNY1P12	0
ZBTB11-AS1	0.925947
PDCL3P4	4.42972
CEP97	3.48981
NFKBIZ	1.48201
LINC02085	0
Y_RNA	0
RP11-221J22.2	0
ZPLD1	0.00972856
RP11-280H21.1	0
RNU6-461P	0
RNU1-43P	0
NDUFA4P2	0
MIR548AB	0
RP11-628J14.1	0
TUBBP11	0
RAP1BP2	0
RP11-281P11.1	0
CBLB	1.53304
RP11-93B21.1	0
Y_RNA	0.632309
Y_RNA	0.290325
LINC00882	1.92405
FCF1P3	0
MTND4P16	0
MTND4LP3	0
MTND3P6	0
MTCO3P35	0
MTATP6P22	0
MTND5P16	0.0230951
MTND6P6	0
MTCO1P35	0
MTND1P16	0
MTND2P14	0
RNU6-1308P	0
RP11-561O4.1	0.0266134
DUBR	2.31381
RP11-446H18.5	0.143531
RP11-446H18.1	2.11577
RP11-446H18.6	2.88157
CCDC54	0.0450627
LINC01990	0.598739
BBX	4.60606
LINC00635	0.00938102
LINC00636	0.212226
RP11-861A13.3	0.688829
LINC01215	0.0579635
HHLA2	0.126674
HNRNPA1P17	0
MYH15	1.45847
RP11-381E24.1	0.208887
KIAA1524	0.890465
SNORA70	0
RP11-381E24.4	0
RP11-148O7.2	0
RETNLB	0
TRAT1	0
GUCA1C	0.187896
MORC1	0.0193206
U3	0
MORC1-AS1	0
FLJ22763	0
RP11-59E19.4	0
LINC00488	0.501528
RNU6-1236P	0
RP11-59E19.3	0
DPPA2	0
Metazoa_SRP	0
DPPA4	0.0263574
RP11-397K18.1	0
RP11-702L6.1	0
H3F3AP3	0
LINC01205	0
PPIAP15	0
MIR4445	0
RP11-457K10.1	0
DIMT1P1	0
RP11-457K10.2	0
RP11-696F10.1	0
RP11-119D18.1	0
RNU6ATAC15P	0
RPSAP29	0
Y_RNA	0
RP11-553A10.1	0.591815
PVRL3-AS1	0.586419
NECTIN3	2.85346
CD96	0.0495196
RP11-615J4.3	0
ATP6V0CP2	0
RP11-615J4.4	0
ZBED2	0
RP11-402J7.2	0
PLCXD2	2.49185
PLCXD2-AS1	0
PHLDB2	0.922017
RFKP2	0
TMPRSS7	0.0249648
C3orf52	0.106911
MIR567	0
GCSAM	0.0362331
RP11-757F18.5	0.128561
SLC9C1	0
RP11-757F18.3	0
RP11-90K6.1	0
RP11-231E6.3	0
RP11-231E6.1	0
BTLA	0.0382668
OR7E100P	0
RP11-147G7.3	0.446896
CCDC80	0.763392
RP11-572C15.3	0
LINC02042	0
RP11-180K7.1	0
CD200R1L	0
CD200R1	0.202482
RP11-484K9.4	0.278535
GTPBP8	1.94006
RP11-572M11.4	0.284773
RP11-572M11.2	0
RP11-572M11.1	0
LINC02044	0.608343
