Name	Stomach
RP11-402J6.1	0
RPL23AP94	0
ZGRF1	1.58338
RP11-402J6.3	0.676661
RP11-148B6.1	0.0890829
MIR367	0
MIR302D	0
MIR302A	0
MIR302C	0
MIR302B	0
OSTCP4	0
RP11-148B6.2	0
WRBP1	0
RP11-119H12.1	0
Y_RNA	0
RPL7AP30	1.07376
RP11-119H12.3	0
ANK2	1.9535
RP11-119H12.4	0
RP11-119H12.6	0
RP11-119H12.5	0
RP11-650J17.1	0
RP11-650J17.2	0
MIR1243	0
MIR8082	0
AC004057.1	0.710054
RN7SL184P	0
RNU1-138P	0
RP11-397D21.1	0
ARSJ	2.92495
RP11-26P13.2	0.113424
RP11-362M19.1	0
MIR577	0
CIR1P2	0.108861
RN7SL808P	0
NDST4	0.0584641
MRPS33P3	0
RPF2P2	0
PGAM4P2	0
KRT18P21	0
RP11-659O3.1	0
EIF3KP3	0
RP11-166J5.1	0
TTC39CP1	0
MTRNR2L13	0
TRMT112P1	0
CUL4AP1	0
RP11-55L3.1	0
ACTN4P1	0.0774276
RNU6-119P	0
RP11-97F8.1	0
TRAM1L1	2.18484
AC107399.1	0
AC107399.2	0
AC113617.1	0
LINC01378	0
RPSAP35	0
NT5C3AP1	0.18461
AC108056.1	0
NDST3	0.0812959
FKBP4P1	0
PRSS12	2.69115
NDUFS5P5	0
RP11-586D5.3	0
CEP170P1	0.0234594
RNU6-1054P	0
CICP16	0.503457
SEPT14P4	0.492814
RP11-384K6.8	0.0549152
RP11-358D17.1	0
RP11-358D17.2	0.655428
MYOZ2	0.456601
RP11-455G16.1	0.0974706
FABP2	0
KLHL2P1	0.0699209
RNU4-33P	0
RP11-548H18.2	0.0302737
GTF2IP12	2.04123
RP11-33B1.4	0
RNU6-1217P	0
RP11-33B1.1	4.89537
RP11-33B1.3	0.0731174
PDE5A	4.45424
SNORA11	0
LINC01365	0
RP11-96A1.4	0
RP11-700N1.1	0
Y_RNA	0
RP11-96A1.5	0
MAD2L1	0.890324
RP11-679C8.2	0.0233377
LTV1P1	0
SAR1P3	0
RP11-501E14.1	0
PRDM5	1.36508
RNU6-550P	0
SETP12	0.0571869
NDNF	1.55579
RN7SKP137	0
RP11-647P12.1	0
RP11-647P12.2	0
TNIP3	0.0749797
RNU6-948P	0
Y_RNA	0
QRFPR	0
RP11-364P2.2	0
TUBB4BP5	0
TMEM155	0.205031
PP12613	0
CCNA2	2.70154
BBS7	4.30947
RP11-63B13.1	0
TRPC3	0.283918
AC097533.1	0
RN7SL335P	0
ADAD1	0
IL2	0.0572803
IL21	0
IL21-AS1	0
CETN4P	0.210154
BBS12	1.58195
RP11-170N16.1	0
FGF2	3.12893
RP11-170N16.2	0
RP11-170N16.3	0.655574
NUDT6	1.59549
SPATA5	1.24851
CTB-51E13.1	0
RP11-381N20.2	0
RP11-381N20.1	0.387027
LINC01091	0.142361
AC096732.2	0
RPL21P50	0
RP11-107E21.1	0
RP11-728C8.1	0
CTD-2325B11.1	0
RP11-93I21.2	0
TECRP2	0
RP11-93I21.3	0.131991
FAT4	1.96617
Y_RNA	0
MIR2054	0
RP11-399F2.2	0
NUP58P1	0
TMEM248P1	0
RP11-318I4.1	0
RP11-318I4.2	0
RBM48P1	0
Y_RNA	0
RP11-810P8.1	0
RP11-125O18.1	0.035234
RP11-18O11.1	0
RP11-18O11.2	0
INTU	3.14103
SLC25A31	0
HSPA4L	1.48662
RP11-50D9.4	0.343228
RP11-50D9.1	0.305731
RP11-50D9.3	0.0404891
PLK4	0.641555
RNU6-583P	0
ABHD18	4.75283
RP11-214O14.1	0
FOSL1P1	0.0532367
RP11-420A23.1	1.55014
RP11-130C6.1	0.162034
RP11-184M15.1	0.266209
RP11-184M15.2	0.0480977
JADRR	0
SCLT1	2.00615
RP11-209D20.2	0
AC093826.1	0
C4orf33	2.78979
RP11-392L5.2	0
ZSWIM5P3	0
RP11-378N18.1	0
RP11-419L4.1	0
RP11-519M16.1	0
RP11-422J15.1	0
EEF1GP8	0
RP11-521E5.1	0
PGBD4P4	0
GAPDHP56	0
RP11-401I19.2	0
RP11-401I19.1	0
RP11-488I4.2	0
RNU6-224P	0
RP11-314N14.1	0
RP11-758B24.1	0
RN7SL205P	0
SNORA70	0
RP11-614F17.1	0
RP11-614F17.2	0
RPL7AP28	0.282505
RP11-745L13.2	0
RP11-789C2.1	0
RP11-1E22.1	0
ELL2P2	0
RP11-62N21.1	0
LINC01256	0
AARSP1	0
RP11-404I7.2	0
RP11-404I7.1	0
RP11-9G1.3	0
R3HDM2P1	0
PCDH10	0.149857
RP11-285A15.1	0
RP11-427M20.1	0
PABPC4L	0.269284
RP11-400D2.2	0
PES1P1	0
RP11-400D2.3	0
CTD-2012I17.1	0
RP11-192C21.2	0
RP11-192C21.3	0
RP11-192C21.1	0
RP11-553P9.1	0.1832
RP11-553P9.2	0
RP11-553P9.3	0
U6	0
KRT18P54	0
TARS2P1	0
RP11-780O17.1	0
LINC00613	0
RNU1-89P	0
RP11-782E2.2	0
RP11-775H9.3	0
RP11-775H9.2	0
RP11-775H9.1	0
TERF1P3	0
RP11-625B21.1	0
RP11-138I17.1	0
RP11-785F11.1	0
SERF1AP1	0
STMN1P2	0
RPS23P2	0
PCDH18	3.54539
LINC02172	0
RP13-884E18.2	0
RP13-884E18.4	0
RP11-793B23.1	0
LINC00616	0
SLC7A11-AS1	0.062095
SLC7A11	1.72528
RP11-733C7.1	0
LINC00498	0
LINC00499	0
LINC00500	0
RP11-310A13.2	0
RP11-173E2.1	0.048237
RP11-173E2.2	0
RP11-98O2.1	0
RP11-371F15.3	0
RP11-577B7.1	0
NOCT	1.34182
RNU6-531P	0
RN7SL382P	0
PPP1R14BP3	1.42402
Metazoa_SRP	0
RN7SL311P	0
Y_RNA	0
RNU6-506P	0
RNU6-1074P	0
MGARP	0.357047
RNU6-1214P	0
RP11-83A24.2	0.962648
RP11-83A24.1	0.0749504
ACA64	0
RAB33B	4.32783
FTH1P24	0
RP11-342I1.2	0.698052
RP11-308D13.3	0
RN7SKP237	0
H3F3AP6	0.379612
MAML3	3.65244
RN7SKP253	0
RP11-392B6.1	0
SCOC-AS1	0.462872
NDUFB4P9	0
RPL14P3	0.467533
CLGN	0.594426
MGAT4D	0
RP11-542P2.2	0
UCP1	0
RN7SL152P	0
RP11-5K16.3	0
TNRC18P1	0.0768047
RNY1P14	0
RP11-102N12.2	0
RP11-102N12.3	0.740981
Y_RNA	0
RNF150	1.21813
RP11-586L23.1	0
RP11-362F19.1	0.243548
RP11-362F19.2	0
RP11-362F19.3	0.0694989
RP11-208N20.1	0
IL15	1.65317
INPP4B	1.48978
RPL5P13	0
LSM3P4	0
RP11-223C24.2	0
RP11-223C24.1	0
RP11-284M14.1	0.353893
RP11-54P19.1	0
USP38	4.95009
RP11-364L4.3	0
Y_RNA	0
MIR3139	0
RP11-364L4.1	0.893602
RPSAP36	0.175261
RP11-58H15.3	0
SMARCA5-AS1	0
GUSBP5	0.482393
FREM3	0.0275573
RP13-578N3.3	0.162078
RP11-780M14.1	0
GYPE	0.408988
RP11-673E1.3	0.782998
RP11-673E1.1	0.190307
RP11-673E1.4	0
GYPB	0
GYPA	0
RP11-361D14.2	0
KRT18P51	0
HHIP-AS1	2.60621
HHIP	1.69559
HSPD1P5	0.0141108
RP13-539F13.3	0
RP13-539F13.2	0
ANAPC10	3.61687
RN7SKP235	0
Y_RNA	0
RPS23P4	0
RP11-142A22.4	0
RTN3P1	0.0716925
RP11-142A22.3	0
NMNAT1P4	0
SMAD1	4.89852
SMAD1-AS2	0
SMAD1-AS1	0
RP11-557J10.5	0
MMAA	1.74065
NCOA4P3	0
RP11-557J10.4	0.134937
C4orf51	0
ZNF827	4.46473
RP11-181K12.1	0.0414715
RP11-181K12.2	0
Y_RNA	0
RP11-203B7.2	0
RP11-203B7.1	0
LINC01095	0
RP11-6L6.4	0.48151
RP11-6L6.2	0.399727
RP11-6L6.6	0
RP11-6L6.7	0
SLC10A7	2.74745
MIR7849	0
RNU1-44P	0
POU4F2	0
TTC29	0
RP11-292D4.2	0
RP11-292D4.1	0
RP11-292D4.3	0
RP11-292D4.4	0
MIR548G	0
RP11-364M6.1	0
PRMT5P1	0
EDNRA	3.91945
RP11-752L20.3	0.210873
GTF2F2P1	0
RP11-752L20.5	0
RP11-425A23.1	0
RNA5SP165	0
MIR4799	0
RN7SL254P	0
RP11-315D13.1	0
RP11-76G10.1	0
ASS1P8	0
RNA5SP166	0
RP11-503L19.1	0
ATP5LP4	0
RP11-360A10.1	0
CTB-191D16.1	0
RNU7-197P	0
RP11-563M4.1	0
RP11-342A1.1	0
RP11-24I21.1	0
RP11-526A4.1	0
RP11-707F2.1	0
AKIRIN2P1	0
RNA5SP167	0
RNU6-1230P	0
RP11-423J7.1	0
DCLK2	3.77849
RNU7-194P	0
RP11-174F8.1	0
RP11-1336O20.2	0.0312196
MAB21L2	0.273211
ZBTB8OSP1	0
RNA5SP168	0
AK4P6	0
SNORD73B	0
SNORD73A	0
RP11-372K14.2	0.802021
RP11-731D1.1	0
PRSS48	0
RP11-731D1.3	0
RNU6-1282P	0
RP11-731D1.4	0.165882
RP11-610P16.1	0.220236
FAM160A1	1.33912
RN7SKP35	0
RP11-164P12.4	0.406807
RP11-164P12.3	0.655694
RP11-424M21.1	0
RP11-503L23.1	0
RP11-73G16.3	0
RP11-73G16.2	0
RP11-73G16.1	0
RNA5SP169	0
RP11-18H21.1	0.101587
RP11-18H21.2	0
RP11-18H21.3	0.0488066
RN7SL446P	0
RP11-461L13.4	0
RP11-461L13.5	0
RP11-461L13.3	0.238041
FBXW7-AS1	0
MIR3140	0
DKFZP434I0714	4.67247
RP11-555K12.1	0.619438
RP11-555K12.2	0
TMEM154	0.428029
RP11-768B22.2	0
TIGD4	0.207398
RP11-529H22.1	0
FAM192BP	0.423741
RP11-285C1.2	0
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.334806
MND1	0.59842
RN7SL419P	0
RP11-153M7.3	0.0690723
WDR45P1	0.0530359
TLR2	4.80084
RNF175	0.193939
RP11-153M7.5	0
RP11-290O12.2	0.0555079
DCHS2	0.731386
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGB	2.27203
FGG	4.12914
LRAT	0.287543
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0.0185982
RNU2-66P	0
RNU2-44P	0
AC097467.2	0.00762667
RP11-92A5.2	0
NPY2R	0.0254381
RP11-27G13.1	0
MAP9	2.42906
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0
GUCY1A3	3.04867
RP11-588K22.2	4.44575
ASIC5	0
TDO2	0.105792
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
GLRB	2.71519
RNU6-582P	0
GRIA2	0.452891
RP11-392C20.1	0
RP11-364P22.1	0.0361839
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0.123487
RP11-597D13.9	0.833058
NUDT19P5	0
TMEM144	1.83164
RP11-597D13.7	0.325343
RXFP1	0.184201
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
C4orf46	2.53022
U3	1.2894
RNU6-128P	0
C4orf45	0.0430083
SNORD39	0
RP11-815N9.2	0.152816
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0.0581244
RPS14P7	0
RP11-234O6.2	0
FSTL5	0.0229611
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.179181
RP11-719L21.1	0
NPY1R	1.34603
NPY5R	0.118374
RPL35AP12	0
TKTL2	0.0190118
MARCH1	1.94287
RP11-218F10.3	2.13767
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0368459
ANP32C	0
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0.101343
RNU6-668P	0
APELA	0
TRIM60P14	0
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0
NACA3P	0.718901
RP11-366M4.8	0
TRIM61	0.210211
FAM218A	0.490615
RP11-366M4.11	0.473164
RP11-366M4.12	0
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0.0867966
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0
TRIM75P	0
TMEM192	4.57191
RNU4-87P	0
GK3P	0.0153089
MIR578	0
HADHAP1	0.0822681
SCGB1D5P	0
NOL8P1	0
RP11-511B7.1	0
LINC01179	0
TLL1	0.634894
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
SPOCK3	0.117904
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
RN7SKP188	0
RP11-521F1.1	0
RP11-310I9.1	0
DDX60L	4.69918
SNORA51	0
BTF3L4P4	0
RP11-610J23.1	0
RNU6-1336P	0
RPL9P16	0
RP11-635L1.3	0.0796761
RP11-635L1.2	0.59066
RNU6-853P	0
RNY4P17	0
RP11-483A20.3	0
RPL6P12	0
RP11-327O17.2	0
PTGES3P3	0.745294
RP11-205M3.1	0
RP11-205M3.3	0
RP11-6E9.5	0
RP11-6E9.4	0
MFAP3L	0.691171
AADAT	3.40963
APOBEC3AP1	0
RP11-654F3.1	0
LINC01612	0.784184
RP11-789C1.2	0
RP11-796L2.1	0
HSP90AA6P	0.0387021
RP11-322J23.1	0
RP11-213L8.1	0
RNU6ATAC13P	0
RP11-344G13.1	0
RP11-344G13.2	0
RP11-384D10.1	0
MIR6082	0
RP11-717H13.1	0
RP11-97E7.1	0
LINC02174	0
GALNTL6	0.175507
RP11-485C11.1	0
RP11-10K16.1	0.725205
RN7SL253P	0
MIR548T	0
RP11-798M19.3	0
RP11-798M19.6	1.56474
SCRG1	0.721827
RPL5P11	0.100603
RNU6-1096P	0
RP11-489G11.3	0.0961283
HAND2	4.70102
HAND2-AS1	2.00287
RP11-475B2.1	0.197743
MORF4	0.0495112
RANP6	0
RP11-161D15.2	0
RP11-161D15.1	0
RP11-161D15.3	0.0199101
RP11-148L24.1	0.159605
RP11-248N22.1	0.0656831
RP11-248N22.2	0
RP11-51M24.1	0
MIR4276	0
RP11-440I14.2	0.442708
RP11-440I14.3	0.456056
RP11-440I14.4	0
GLRA3	0.0113491
ADAM29	0
RP13-577H12.3	0
RP13-577H12.2	0
RP11-391J13.1	0
RP11-287F9.1	0
RP11-287F9.2	0
RP11-598D14.1	0
TSEN2P1	0
ADAM20P2	0
GPM6A	0.380391
RP11-806K15.1	0
RP11-598O12.1	0
MARK2P4	0
WDR17	0.890019
SNORA51	0
SPATA4	0.0950385
ASB5	0.125728
RP11-87F15.2	0.432953
RP11-313E19.1	0
RP11-313E19.2	0
VEGFC	2.58272
RP11-624A4.1	0
RP11-765K14.1	0
RN7SKP136	0
RP11-487E13.1	0
NEIL3	0.101021
RP11-376O6.2	0
RP11-130F10.1	0.206483
RNA5SP172	0
RP11-140M13.1	0
LINC01098	0
LINC01099	0
RNU1-45P	0
RP11-84H6.1	0
RNA5SP173	0
SNORD65	0
RP11-296L20.1	0
RP11-404J23.1	0
RP11-774G5.1	0
NDUFB5P1	0
RP11-460H9.1	0
LINC00290	0
RP11-665C14.1	0
RP11-665C14.2	0
RP11-433O3.1	0
RP11-540E16.2	0
RN7SKP13	0
AC108142.1	0.0319469
CCNHP1	0
TENM3	0.390889
RP11-402C9.1	0
MIR1305	0
RNU2-34P	0
RN7SKP67	0
RP11-18D7.3	0
RP11-18D7.2	0
RP11-188P17.2	0.468786
RP11-335L23.2	0
FAM92A1P2	0
RP11-335L23.4	0
RP11-335L23.5	0.203662
WWC2-AS2	0.403752
WWC2-AS1	0
CLDN24	0
RP11-451F20.1	0
RP11-692E14.1	0
VTI1BP2	0.0453422
RP11-367N14.2	0.264167
RP11-367N14.3	0.6535
RNU6-479P	0
RNU6-335P	0
RNU6-1053P	0.466429
RP11-499F19.3	0
STOX2	2.55725
RP11-739P1.2	0.107724
RP11-739P1.3	0.260094
RP11-616K6.1	0
ENPP6	0.3437
RP11-162O12.1	0
RN7SL28P	0
MYL12BP2	0.145291
RP11-290F5.2	0.555286
RP11-290F5.1	0.520896
SNORD79	0
RP11-326I11.5	1.59743
RP11-326I11.3	2.76306
RP11-326I11.4	0.183338
RP11-326I11.1	0
RP11-242J7.1	0
CENPU	1.63361
SLED1	0.19621
RP11-701P16.2	0.0604253
MIR3945HG	0.0411254
MIR3945	0
LINC01093	0
RP11-701P16.3	0
MIR4455	0
RP11-517M22.1	0
RP11-386B13.4	0
HELT	0.0936081
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	0.98459
RP11-714G18.1	0.472037
Y_RNA	0
C4orf47	0.482042
CCDC110	1.74775
RP11-279O9.4	0.848021
RP11-301L8.2	1.81444
RP11-626E13.1	0.409561
Y_RNA	0
RP11-45I20.1	0
RNU4-64P	0
TLR3	1.68602
SNORA31	0
RPSAP70	2.00383
ORAOV1P1	1.57187
FLJ38576	0.245344
KLKB1	0.922267
F11	0.102493
F11-AS1	0.0160989
SLC25A5P6	0
RNU6-1055P	0
MTNR1A	0
RP11-11N5.1	0
RP11-11N5.3	0
MRPS36P2	0
RP11-217E13.1	0
RP11-696F12.1	0.205575
RP11-308K2.1	0
RP11-138B4.1	0.0155252
RP11-91J3.2	0
RP11-91J3.3	0
RP11-91J3.1	0
RP11-237D3.1	0
RP11-565A3.2	0
RP11-565A3.1	0
ADAM20P3	0
RP11-713C19.2	0
ZFP42	0
TRIML2	0
RP11-713C19.1	0
RNU6-173P	0
TRIML1	0
RP11-366H4.3	0
RP11-366H4.1	0
RP11-219G10.1	0.0594745
ICE2P1	0
LINC01060	0
RP11-756P10.1	0
RP11-756P10.7	0
RNU7-192P	0
RP11-756P10.3	0.262221
RP11-756P10.6	3.1873
RP11-756P10.4	0
RP11-756P10.5	0
RP11-756P10.2	0
RP11-818C3.1	0
RP11-706F1.1	0
RP11-706F1.2	0
HSP90AA4P	0.0166894
LINC01262	0
RP11-462G22.2	0.12595
RNU1-51P	0
AF146191.4	0.128699
LINC01596	0
MLLT10P2	0
AF146191.8	0
TUBB7P	0
RNA5SP174	0
RNA5SP175	0
DUX4L9	0
FRG2	0
RARRES2P4	0
AGGF1P1	0
CLUHP4	0
DBET	0
DUX4L8	0
DUX4L7	0
DUX4L6	0
DUX4L5	0
DUX4L4	0
DUX4L1	0
DUX4L3	0
DUX4L2	0
DUX4	0
RPL23AP84	0
RP11-811I15.1	0
PLEKHG4B	0.866574
Y_RNA	0
LRRC14B	0.0993248
CTD-2083E4.7	0.132927
CCDC127	3.34298
CTD-2083E4.6	0.148416
CTD-2083E4.5	0.31128
AHRR	0.857242
CTD-2228K2.2	0
CTD-2228K2.1	0
EXOC3-AS1	2.88653
RP11-310P5.2	0.259005
MIR4456	0
RP11-310P5.1	0
CEP72	1.86275
CTD-2589H19.6	0.963466
BRD9P2	1.60704
ZDHHC11	2.80784
SPCS2P3	0
TRIP13	1.10076
RP11-661C8.2	0
RP11-661C8.3	0
RP11-43F13.3	0.125225
RP11-43F13.4	0.256821
NKD2	2.88691
MIR4635	0
CTD-3080P12.3	0.401971
SLC6A19	0.420489
SLC6A18	0
TERT	0.149321
MIR4457	0
LINC01511	0
MTCO2P32	0
RP11-325I22.3	0.141558
SLC6A3	0.117856
MIR6075	0
CTD-2245E15.3	0.760045
CTD-2012J19.3	0.439152
CTD-2012J19.2	0.600675
CTD-2012J19.1	0.273939
MIR4277	0
CTD-2587M23.1	0
CTD-2194D22.1	0
LINC02116	0
CTD-2194D22.5	0
IRX4	0.0146104
CTD-2194D22.3	0
CTD-2194D22.4	0
RP11-259O2.1	0.155872
RP11-259O2.2	0
RP11-259O2.3	0
Y_RNA	0
RP11-24P24.1	0
LSINCT5	0.10689
RP11-129I19.2	0.422867
RP11-692C23.1	0
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0
LINC01019	0
LINC02162	0
LINC01017	0
IRX1	0.0238496
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0.122932
ADAMTS16	0.0949322
CTD-2297D10.1	0.1686
ALG3P1	0
MTCO1P30	0
MTCO2P30	0
MTCO1P31	0
CTC-471C19.1	0.0433249
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	0.578609
UBE2QL1	3.95333
CTD-2195M18.2	0
LINC01018	0.81897
SRD5A1	2.51202
LINC02102	0.106576
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
ADCY2	1.33128
RP11-711G10.1	0
C5orf49	0.438284
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0
RP11-480D4.5	0
RP11-480D4.2	0.18402
RP11-480D4.6	0.3237
MIR4458HG	3.64443
RP11-480D4.4	0
RP11-480D4.7	0.582412
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0
RP11-315A16.4	0
LINC02199	0
RP11-143A12.1	0
CTD-2215L10.1	0
SEMA5A	1.16778
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0
CTD-2201E9.2	0
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.464714
CTD-2256P15.1	0.0594951
CTD-2256P15.4	0.282566
CTD-2256P15.5	0.14923
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0
CTD-2256P15.2	1.1157
ROPN1L-AS1	0
ROPN1L	0.278431
MIR6131	0
LINC01513	0
RPL30P7	0
RP11-1C1.6	0
LINC02212	0
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B	1.75492
ANKRD33B-AS1	0
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0
CTD-2154B17.1	0
CTNND2	0.715226
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0
DNAH5	0.528166
CTB-51A17.1	0
FAM105A	3.7717
CTD-2165H16.3	0.0563041
CCT6P2	0.0174385
EEF1A1P13	2.07882
CTD-2165H16.4	0.365785
OTULIN	4.58293
RBBP4P1	0.1718
MIR4637	0
CTB-40H15.4	0.192114
UQCRBP3	0
HNRNPKP5	0
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0.0401857
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0
RP1-167G20.2	0
RP11-260E18.1	0.0404168
CTC-461F20.1	0
Y_RNA	0
RNA5SP179	0
RPS26P28	0
RNU6-660P	0
CTD-2228A4.1	0
Y_RNA	0
AC091878.1	0.0121737
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	0.954438
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0
RPL36AP21	0.0366436
SNORD81	0
RN7SL58P	0
LINC02100	0
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0.0165667
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0
GUSBP1	1.44942
RP11-823P9.3	0.0438748
RP11-823P9.4	0
RP11-360I2.1	0.12778
RP11-804N13.1	0
CDH12	0.0290594
HSPD1P1	0.205655
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
CTD-2234B20.1	0
CTD-2272G21.3	0
Y_RNA	0
CTD-2272G21.2	0
CTD-2272G21.1	0
PRDM9	0
CTD-2351A8.1	0
RP11-197O8.1	0
C5orf17	0.0681798
SNORA40	0
CTD-2138O14.1	0
Y_RNA	0
CTD-2015B23.2	0.0847983
CTD-2074D8.1	0
Metazoa_SRP	0
CDH10	0.153172
RP11-116O11.1	0
RP11-116O11.2	0
RP11-12P19.2	0
BTG4P1	0
SNORD29	0
RP11-730N24.1	0
RP11-730N24.2	0
Y_RNA	0
RP11-549K20.1	0
LINC02211	0
RP11-192H6.2	0
RP11-184E9.2	0
RP11-184E9.3	0
CTD-2306M5.1	0
RP11-184E9.4	0
RNU6-374P	0
CTD-2026A21.1	0
MSNP1	0.0441994
RNU4-43P	0
RP11-351N6.1	0
CTD-2533K21.3	0
CTD-2533K21.2	0
CTD-2533K21.1	0
CTD-2533K21.4	0
CCNB3P1	0
CDH9	0
RNU6-738P	0
CTD-3007L5.1	0
LINC01021	0.0565666
RP11-560A7.1	0
LINC02103	0
RNU6-909P	0
CTD-2134P3.1	0
CTD-2134P3.2	0
CTD-2269E23.3	0
LSP1P3	0
CTD-2269E23.2	0
CTD-2269E23.4	0
SUCLG2P4	0
SNORA18	0
RP11-42L13.2	0
RP11-42L13.3	0
