Name	Brain - Cerebellum
IGKV3-7	0
IGKV1-8	0
IGKV1-9	0
IGKV2-10	0
IGKV3-11	0.22426
IGKV1-12	0
IGKV1-13	0
IGKV2-14	0
IGKV3-15	0.137363
IGKV1-16	0
IGKV1-17	0
IGKV2-18	0
IGKV2-19	0
IGKV3-20	0.487136
IGKV6-21	0
IGKV1-22	0
IGKV2-23	0
IGKV2-24	0
IGKV3-25	0
IGKV2-26	0
RP11-421K23.1	0
IGKV1-27	0
IGKV2-28	0
IGKV2-29	0
IGKV2-30	0
IGKV3-31	0
IGKV1-32	0
IGKV1-33	0
IGKV3-34	0
IGKV1-35	0
IGKV2-36	0
IGKV1-37	0
IGKV2-38	0
IGKV1-39	0
IGKV2-40	0
RP4-614C10.1	0.0344042
RP4-614C10.2	1.1528
5S_rRNA	0
RP4-614C10.3	0
RP4-614C10.5	0
RP4-614C10.4	0
IGKV2D-40	0
IGKV1D-39	0
IGKV2D-38	0
IGKV1D-37	0
IGKV2D-36	0
IGKV1D-35	0
IGKV3D-34	0
IGKV1D-33	0
IGKV1D-32	0
IGKV3D-31	0
IGKV2D-30	0
IGKV2D-29	0
IGKV2D-28	0
IGKV1D-27	0
IGKV2D-26	0
IGKV3D-25	0
IGKV2D-24	0
IGKV2D-23	0
IGKV1D-22	0
IGKV6D-21	0
IGKV3D-20	0
IGKV2D-19	0
IGKV2D-18	0
IGKV6D-41	0
IGKV1D-17	0
IGKV1D-16	0
IGKV3D-15	0
IGKV2D-14	0
IGKV1D-13	0
IGKV1D-12	0
IGKV3D-11	0
IGKV2D-10	0
IGKV1D-42	0
IGKV1D-43	0
IGKV1D-8	0
IGKV3D-7	0
CH17-132F21.4	0
IGKV1OR2-118	0
AC018696.1	0
CH17-132F21.5	0.214092
AC018696.4	0
RP11-575H3.1	0.388568
AC116050.1	0.026576
AC027612.6	0.305817
RNA5SP100	0
DRD5P1	0
AC027612.3	0
RP11-165D20.1	0
AC027612.4	0
AC027612.1	0.0468654
GGT8P	0
IGKV1OR2-1	0
ABCD1P5	0
AC127391.3	0
PABPC1P6	0
SLC9B1P2	0
ACTR3BP2	0
CHEK2P3	0
AC128677.3	0
IGKV1OR2-2	0
RP11-407P15.1	0
RP11-407P15.2	0
CNN2P11	0
AC073464.4	0.0496717
CNN2P8	0.332257
AC073464.6	0
CYP4F32P	0.12024
AC073464.7	0
SNX18P14	0
AC073464.11	0
ANKRD20A8P	0.012644
RNU6-1320P	0
RP11-71B7.1	0
AC097374.2	0.0108037
TEKT4	0.0464911
MTCO1P48	0
MTCO3P45	0
RPS24P6	0
AC103563.2	0
AC103563.3	0
AC103563.4	0
AC103563.5	0
AC103563.6	0
AC103563.7	0
RN7SL575P	0
AC103563.8	0.406515
AC103563.9	0.278142
ZNF2	4.11409
SLC2AXP1	0
AC092835.2	1.00283
FABP7P2	0
AC009238.8	0
AC009238.7	0
UBTFL5	0
RP11-404J24.1	0
AC133104.2	0
TRIM43B	0
AC009237.4	0
AC009237.2	0
AC009237.5	0
AC009237.6	0
TRIM64FP	0.0580812
RP11-440D17.3	4.26077
AC009237.10	0.0721475
OR7E102P	0.441019
TRIM51JP	0.0371728
RP11-440D17.5	0
AC009237.13	0
TRIM43	0.0485591
AC009237.14	0
RP11-440D17.2	0
UBTFL3	0
RP11-440D17.6	0
AC009237.17	0
AC009237.16	0
AC008268.1	0
GPAT2P1	0.0252379
RN7SL210P	0
GPAT2	1.10347
ADRA2B	0.437873
ASTL	0.877234
AC012307.2	0
STARD7-AS1	3.243
AC021188.4	3.06152
ITPRIPL1	4.10465
NCAPH	0.599712
NEURL3	0.520272
RP11-363D14.1	0
FER1L5	0.859929
MIR3127	0
RP11-353K11.1	3.00254
FAM178B	1.70764
Metazoa_SRP	0
RNA5SP101	0
RP11-219H23.1	0
RP11-219H23.2	0.0710521
AC079395.1	0
TRIM43CP	1.09758
AC018892.8	0
AC018892.3	0
IGKV2OR2-1	0
IGKV2OR2-2	0
IGKV1OR2-3	0
GPAT2P2	1.63645
RP11-499E14.1	0.364054
RN7SL313P	0.111384
RP11-734K23.9	0.0959032
AC159540.3	0
IGKV1OR2-9	0
IGKV2OR2-10	0
IGKV2OR2-7D	0
IGKV3OR2-5	0
IGKV1OR2-6	0
IGKV2OR2-7	0
IGKV2OR2-8	0
IGKV1OR2-11	0
AC159540.1	0.571351
AC159540.2	0.116768
ANKRD36B	2.98488
AC159540.14	0.122194
UBTFL6	0.0882408
LINC01125	4.90069
RNU4-8P	0
ZAP70	1.59212
HMGN1P36	0.154431
RNU7-96P	0
VWA3B	0.136812
ATP5BP1	0
AC092675.3	0
CNGA3	0.0781237
AC092675.4	0
YWHAQP5	0.1302
AC109826.1	2.03824
RNU4-84P	0
KIAA1211L	4.94337
RNU7-46P	0
TSGA10	1.7844
AC019097.7	1.92143
C2orf15	4.74083
LYG2	0.833215
RP11-111H13.1	2.36758
AC092667.2	0.415079
LINC01104	0
RP11-292K15.2	0
RP11-292K15.1	0
AC012493.1	0
NMS	0
AC068538.2	0
HMGN2P22	0
LINC01849	0.0563291
NANOGNBP1	0
LINC01868	0
AC092168.4	0
AC092168.2	0.0734553
AC016738.3	0.0617043
AC016738.4	1.46869
BBIP1P1	0
TBC1D8-AS1	0.257288
SNORD89	3.50084
MIR5696	0
CREG2	0.150066
AC092570.1	0
RFX8	0.128218
LINC01870	0
AC092570.3	0
AC092570.4	0
LINC01127	0.111874
IL1R2	0.157971
IL1R1	1.57946
AC007271.3	0
IL1RL2	0.1367
FAM183DP	0
IL1RL1	0.410804
IL18R1	0.417895
SDR42E1P5	0
IL18RAP	0.179595
MIR4772	0
AC007278.2	0
AC007278.3	0.0509463
SLC9A4	0
SLC9A2	0.476843
TMEM182	1.26053
LINC01796	0
LINC01935	0
AC108051.2	0
AC073987.1	0
AC073987.2	0
AC092568.1	0
AC018880.1	0
AC018880.2	0
AC013727.1	0
AC013727.2	0
LINC01965	0
DAOA-AS1_2	0
AC096554.1	0
AHCYP3	0
AC068535.2	0
LINC01831	0
LINC01102	0.468793
LINC01103	0
AC013402.4	0
AC013402.3	0
AC013402.5	0
RPL23AP27	0
AC068057.1	0.685071
CTD-2015C24.1	0.505817
SNORA72	0
LINC01114	2.19033
HMGB3P11	0
RP11-13J10.1	4.28093
AC018730.4	0
LINC01159	0.474307
AC010884.1	0.886477
UTAT33	0
LINC01918	0.128227
GPR45	0.162401
RP11-332H14.1	0.691115
AC012360.4	0.3541
FHL2	1.78406
AC012360.6	0.221098
AC009505.2	0.0951653
AC009505.4	0
AC018878.3	0
RP11-707E21.1	0
AC092106.2	0
AC092106.1	0
AC114755.2	0
AC114755.4	0
AC114755.3	0
AC114755.5	0
AC114755.7	0
PLGLA	0
RGPD3	0.231483
AC108868.3	0
CD8BP	0.967108
AC108868.5	0
AC108868.6	0
EEF1A1P12	0.376097
ST6GAL2	2.10756
ST6GAL2-IT1	0
AC016994.2	0
PPP1R2P5	0.384094
AC005040.3	0
LINC01789	0
AC096669.1	0
LINC01885	0
LINC01886	0
GACAT1	0
RGPD4-AS1	0
RGPD4	0.0500441
AC009963.3	0
AC009963.4	0
AC009963.5	0
AC009963.6	0
SLC5A7	0.0150592
LINC01593	0
ACTP1	0
LINC01594	0
SETD6P1	0
SULT1C3	0
WASF1P1	0
SULT1C2	0.0918608
SULT1C2P2	0
SULT1C2P1	0
GMCL1P2	0
SMIM12P1	0
GCC2-AS1	0.0525676
LIMS1	2.44265
LIMS1-AS1	0.0815389
AC010095.6	0
RPL10P5	0
CCDC138	2.8288
AC073415.2	1.05321
EDAR	0.042047
Metazoa_SRP	0
SH3RF3-AS1	0.0815004
SH3RF3	0.498396
MIR4265	0
SNRPGP9	0
MIR4266	0
SEPT10	2.80807
RP11-537E18.1	0
AC011753.5	0
SOWAHC	0.809207
AC011753.6	0
BMS1P19	0
AC109815.2	0
RPL22P11	0
RP11-506F3.1	0.0831373
RGPD5	0.0138508
LIMS3	0
AC013271.3	0
GPAA1P1	0
ZBTB45P1	0
LINC01123	1.7046
AC013268.3	0
AC013268.4	0
RP11-1223D19.4	0
RP11-1223D19.5	0
MIR4267	0
MALL	0.0615075
MIR4436B1	0
NPHP1	0.952139
AC092664.1	0
RP11-1223D19.1	0
RP11-1223D19.2	0
MIR4436B2	0
RP11-1223D19.6	0
AC112229.6	0
AC112229.1	0.0169217
LINC01106	1.77351
ZBTB45P2	0
GPAA1P2	0.0309738
RP13-1039J1.2	0
LIMS4	0
RP13-1039J1.3	0
AC108938.3	0
RGPD6	0.00689531
AC123886.2	0.0560307
AC114776.1	0
BUB1	0.0617601
AC114776.3	0
ACOXL	0.0196824
RPL5P9	0.067855
ACOXL-AS1	0.0303432
BCL2L11	1.37198
AC108463.1	0
MIR4435-2HG	0.218933
AC108463.2	0
RP11-181E10.3	0.0622142
AC068491.2	0
RP11-803D5.4	0
RPS14P4	0
MIR4435-2	0
RP11-803D5.1	0
AC068491.3	0
RP11-68E19.2	0
AC017002.1	0
AC017002.2	0
RP11-68E19.1	0
AC017002.4	0
AC093166.1	0
AC093166.2	0
AC093166.3	0
MIR4771-2	0
AC093166.4	0
EEF1E1P1	0.0727165
RN7SL297P	0
AC104651.2	0
AC104651.3	0
FBLN7	3.87649
RP11-399B17.1	2.95936
NDUFB4P6	0.135781
AC115115.4	0
RGPD8	1.41735
RP11-606M12.1	0.051807
Y_RNA	0.409305
CHCHD5	2.5778
AC012442.6	0.328368
AC012442.5	4.34591
AC079922.2	0.201914
AC079922.3	4.03402
NT5DC4	0.0155484
CKAP2L	0.146759
IL1A	0.05089
IL1B	0.187119
RP11-67L14.1	0
XIAPP3	0
IL37	0
CDK8P2	0
IL36G	0
HMGN2P23	0
AC016724.6	0
IL36A	0
IL36B	0
IL36RN	0
IL1F10	0
RNU6-1180P	0
IL1RN	0.287055
PSD4	0.359434
AC016683.5	0
PAX8-AS1	0.217871
PAX8	0.173717
IGKV1OR2-108	0
AC016745.3	0.0603545
RP11-480C16.1	0.0221768
FOXD4L1	1.20473
LINC01961	0
PGM5P4-AS1	0
PGM5P4	0.414388
FAM138B	0.0469985
MIR1302-3	0.408525
DDX11L2	4.87135
RP11-395L14.18	3.71327
RPL23AP7	1.82966
RP11-395L14.17	0.0819837
RP11-395L14.13	0
AC017074.1	0.0434511
AC017074.2	0.535825
RNU6-744P	0
MIR4782	0
AC024704.2	0.314638
AC104653.1	0.422235
RP11-141B14.1	0.177421
RP11-141B14.2	0.0521838
LINC01191	0
AC110769.3	0
U3	0
AC010982.2	0
SEPHS1P7	0
RNU2-41P	0
DPP10	1.86634
DPP10-AS3	0
DPP10-AS2	0
DPP10-AS1	4.389
RPSAP23	0
RP11-338I24.1	0
AC062016.1	0
MTCYBP39	0
AC062016.3	0
MTND1P28	0
MTND2P21	0
MTCO1P43	0
RNU7-190P	0
AC092170.1	0
AC009312.1	0
AC009404.2	1.95564
HTR5BP	0.0803342
AC009303.3	0
AC009303.1	0.0226426
RP11-98C1.2	0
AC009303.2	2.74868
RN7SL111P	0
AC093901.1	0
LINC01956	0
EN1	0.105034
MARCO	0.350317
RP11-77A13.1	0
C1QL2	2.05904
RN7SL468P	0
STEAP3-AS1	0.760182
TMEM37	0.455329
SCTR	0.0560064
AC013275.2	0.18791
CFAP221	0.352465
AC069154.4	0.100376
AC016691.2	0
Y_RNA	0
MTATP6P26	1.77755
MTCO3P43	1.09121
MTND3P10	0.573862
MTND4LP14	0.446348
MTND4P26	0.632687
MTND5P28	0.489171
AC012363.4	0.268868
AC012363.13	0
INHBB	1.8528
LINC01101	0
AC073257.2	0
AC073257.1	0
Y_RNA	0
AC018866.1	0
GLI2	1.34982
RP11-297J22.1	0.212933
Y_RNA	0
AC067960.1	0
AC079988.3	0
TFCP2L1	0.611894
AC013399.3	0
RP11-204L24.2	0.426543
RNU4ATAC	0.538756
Y_RNA	0
RPL12P15	0.229523
RP11-416H1.2	0.236758
NPM1P32	0
RP11-416H1.1	0
LINC01823	0
AC062020.2	0
LINC01826	0
AC073409.1	0
AC092646.1	0
AC092646.2	0
RP11-329A6.1	0
RN7SKP102	0
AC079154.1	0
CNTNAP5	0.448026
MTND5P22	0
RP11-56O18.1	0
RNA5SP102	0
RNU6-259P	0
LINC01889	0
AC097499.2	0
LINC01941	0
AC023347.1	0
AC023347.2	0
YWHAZP2	0.0846944
GYPC	1.08172
AC013474.4	0
RNU6-675P	0
AC114783.1	0
RNU7-182P	0
RP11-521O16.1	3.10116
RP11-521O16.2	0.239898
NIFKP9	0
CYP27C1	0.037634
AC110926.4	0.00979651
RNU6-1147P	0
AC068282.3	1.06408
PROC	0.352227
MIR4783	0
AC010976.2	1.72659
RNU4-48P	0.446576
MYO7B	0.269398
RP11-286H15.1	2.71911
RNY4P7	0
Y_RNA	0
RP5-935K16.2	0.316231
Metazoa_SRP	0.118857
RP11-395A13.2	3.45176
AC012306.2	0
AC108059.1	0
Y_RNA	0
AC108059.4	0
AC108059.2	0
DYNLT3P2	0.311245
AC017079.3	0
AC017079.4	0.210025
Y_RNA	0
RNA5SP103	0
ISCA1P6	0
AC012451.1	0
AC068483.1	0
LINC01854	0
AC019050.1	0
AC079776.1	0.0868671
PLAC9P1	0.260472
LINC01856	0
AC079776.4	0
RAB6C-AS1	0.532167
RAB6C	0.246613
FAR2P1	0.0635014
AC079776.6	0
AC018865.5	0.0691878
ARHGAP42P2	0
KLF2P1	0
CYP4F27P	0
POTEF	0.00999177
AC018865.11	0
AC018804.3	0
RNU6-1049P	0
MED15P9	0
CCDC74B	1.46099
TUBA3E	0.281179
AC018804.6	0.509413
RHOQP3	0
NOC2LP1	0.260412
AC134915.1	0
MED15P5	0
MTND1P29	0
MTND2P22	0
MTCO1P7	0
MTCO2P7	0
MTATP6P7	0
MTCO3P7	0
RP11-803A13.2	0
RP11-803A13.3	0
MTND4P27	0
MTND5P29	0
MTND6P8	0
MTCYBP8	0
AC068137.13	0
RP11-803A13.1	0
AC132479.4	0
FAR2P2	2.48362
KLF2P2	0.105914
CYP4F62P	0
POTEI	0.00616905
RNU6-473P	0
AC013269.3	0
Metazoa_SRP	0
CFC1B	0.0180107
AC013269.4	0
AC013269.5	0
TISP43	0
AC140481.4	0
CFC1	1.23712
Metazoa_SRP	0
POTEJ	0.0371099
RNU6-848P	0
CYP4F30P	0
FAR2P3	1.34591
KLF2P3	0
GPR148	0.931021
AC140481.8	1.35298
CYCSP8	4.28886
AC133785.1	0.16588
NEK2P4	0
AC009477.7	0
NF1P8	0
MED15P8	0
POTEE	0.0306092
RNU6-127P	0
FAR2P4	0
KLF2P4	0
ARHGAP42P1	0
AC073869.2	0.038046
WTH3DI	0.137291
RP11-109E12.5	0
MTCYBP10	0
MTND6P10	0
MTND5P23	0
MTND4P21	0
RP11-109E12.7	0
RP11-109E12.6	0
MTCO3P18	0
MTATP6P4	0
MTCO2P18	0
MTCO1P18	0
MTND2P18	0
MTND1P26	0
MED15P3	0
RP11-109E12.4	0
LINC01120	0
GNAQP1	0.054288
NOC2LP2	0.0869415
RHOQP2	0
RP11-109E12.1	3.21204
TUBA3D	1.43041
MIR4784	0
CCDC74A	2.00994
MED15P4	0
POTEKP	0.016339
RNU6-617P	0
RP11-433A19.2	0
LINC01087	0
GRAMD4P8	0
C2orf27A	1.34259
AC093724.2	0.906038
C2orf27B	0
RP11-788A1.1	0
AC103564.7	0
AC103564.6	0.0526253
AJ239322.3	0
AJ239322.1	0
LINC01945	0.114882
AC093787.1	0
RP11-629P16.1	0
AC098826.4	0
AC098826.5	0.137356
ANKRD30BL	0.142514
RNA5-8SP5	0
MIR663B	0
CDC27P1	0
AC097532.2	0
ZNF806	0.0248621
RP11-725P16.2	0.165353
FAM201B	0.747479
RNU6-175P	0
GPR39	0.199959
YBX1P7	0
RN7SKP103	0
AC010974.3	0
NCKAP5	0.826763
AC016909.2	0
AC016909.1	0
RP11-575M22.1	0
AC010890.1	0.0729744
RNU6-579P	0
RN7SKP154	0
NCKAP5-IT1	0
AC011243.1	0
RN7SKP93	0
MIR3679	0
RNA5SP104	0
EDDM3CP	0
CCNT2-AS1	3.17881
VDAC2P4	0.465219
AC110620.1	0
ACMSD	0.178908
MIR5590	0
MAP3K19	0.0290914
SNORA40	0
ZRANB3	0.817212
AC064850.4	0.0760235
RNU6-512P	0
MIR128-1	0
LCT	0.033729
Y_RNA	0
AC011893.3	0
AC011999.1	0
DARS-AS1	0.048808
AC068492.1	0
CXCR4	3.10273
HNRNPKP2	0.209512
RP11-1193F23.1	0
UBBP1	0.153298
RN7SKP141	0
SMC4P1	0
THSD7B	0.279104
RNA5SP105	0
Y_RNA	0
LINC01832	0
AC097523.1	0
YWHAEP5	0.13707
AC097523.3	0
AC097721.1	0
AC097721.2	0.0334767
AC114763.1	0
AC092620.2	0
RP11-231E19.1	0.0301035
AC092620.3	0.141913
NXPH2	0.287095
RN7SKP286	0
YY1P2	0
AHCYP4	0
AC062021.1	0.572554
AC016710.1	0
SNORA72	0
MRPS18BP2	0
AC012497.2	0
AC078851.1	0
RN7SL283P	0
LINC01853	0
MTCO1P44	0
MTND2P19	0
MTND1P27	0
LRP1B	4.72925
uc_338	0
MIR7157	0
AC117947.1	0
AC010740.1	0
Y_RNA	0
RNU6-904P	0
AC068287.1	0
AC078882.1	0
UBE2V1P14	0
AC013444.1	0
KYNU	0.0200999
RP11-470B22.1	0
ARHGAP15	0.125472
MTCYBP11	0
MTND6P11	0
MTND5P24	0
MTND4P22	0
MTND4LP12	0
MTND3P9	0
MTCO3P5	0
RP11-190J23.2	0
MTCO2P5	0
RP11-190J23.1	0
AC096558.1	0
RP11-570L15.2	0
RP11-570L15.1	0
AC079584.3	0
AC092652.1	0
RP11-434H14.1	0
CTD-2252P21.1	0
AC079584.2	0
Y_RNA	0
AC016910.1	0.0468837
RP11-107E5.4	0
RP11-107E5.3	0.0423588
ZEB2-AS1	0.18682
LINC01412	0
TEX41	0.00429609
AC023128.1	0
VIS1	0
AC023128.2	0
LINC01966	0
AC064865.1	0
RPL6P5	0
AC092484.1	0
AC079163.1	0
AC079248.1	0
RP11-24J11.1	0
AC062031.1	0
RNU7-2P	0
RPL17P12	0
AC093084.1	0
PABPC1P2	0
RP11-638D14.1	0
LINC01911	0
AC062032.1	0
RNU6-692P	0
Y_RNA	0
RNU6-715P	0
RNA5SP106	0
AC009480.4	0
RNU6-1275P	0
AC009480.3	0
MBD5	3.49467
RP11-567F11.1	0.484553
RP11-567F11.2	0.250304
SNORA48	0
AC019070.1	0.0775766
RPS29P8	0
RNU2-9P	0
UBBP3	0
AC105402.4	0.439547
AC105402.2	1.04451
AC105402.3	0.949137
LYPD6B	0.380338
TXNP5	0
FAM8A3P	0
LYPD6	2.59349
AC007394.3	0
AC144449.1	0.733123
RNU6-601P	0
LINC01931	0
LINC01818	0
LINC01817	0
RND3	2.52278
LINC01920	0
AC104777.3	0
AC104777.1	0
AC104777.4	0
AC023469.2	0
AC023469.1	0
AC018731.3	0
FABP5P10	0
RBM43	0.791896
NMI	1.38981
TNFAIP6	0.191286
RN7SL124P	0
NEB	0.715911
AC079790.2	0
RPL30P2	0.213103
Y_RNA	0
AC012066.1	0.729645
RP11-17G11.1	0
AC009969.1	0
UBQLN4P2	0
ATP5F1P4	0
AC011901.2	0
AC079150.2	0
LINC01850	0
RPL23AP29	0
AC012501.3	0
AC012501.2	0
SNORD56	0
RPRM	1.59614
DNAJA1P2	0
PHBP4	1.30058
AC009227.2	0.918571
AC009227.3	0.303267
RNA5SP107	0
CBX3P6	0
AC092625.1	0
RNU6-1001P	0
MTCO1P45	0
MTND2P20	0
ATP5A1P2	0.0988264
MTND4P28	0
MTND5P30	0
MTND6P9	0
MTCYBP9	0
RNU6-546P	0
LINC01876	0
AC073551.1	0
RP11-605B16.1	0
LINC01958	0
RPLP0P7	0
CDK7P1	0
RN7SKP281	0.363863
FAM133DP	0.15169
CYTIP	0.213111
ACVR1C	0.903419
AC019186.1	2.15122
UPP2	1.70966
RNU6-436P	0
RP11-1152H14.1	1.83602
AC005539.2	0
RNU6-932P	0
PTP4A1P1	0.173252
UPP2-IT1	0.608125
CCDC148-AS1	0
CCDC148	1.27469
HNRNPDLP2	0
RN7SL393P	0
AC005042.2	0.144381
PKP4-AS1	1.65898
AC005042.5	0
AC005042.3	0
DAPL1	0.417444
OR7E89P	0
OR7E28P	0
OR7E90P	0
RNU2-21P	0
BTF3L4P2	0.287781
RNU6-580P	0
GSTM3P2	0
MIR6888	0
AC008277.1	0.120239
RP11-311B14.1	0
Y_RNA	0
AC009506.1	3.98831
AC009961.3	0.561044
AC009961.2	0.236881
CD302	3.84235
LY75	0.66995
AC009961.5	0
ITGB6	0.0303381
RBMS1	4.0879
RP11-20F18.1	0
RN7SL423P	0
AC009313.2	0
AC009313.1	0
AC009299.2	0.0845362
LINC01806	0
AC009299.4	0
AC009299.5	1.0248
RNA5SP108	0.34969
TBR1	0.0456504
AC009487.4	0
AC009487.5	0
RP11-334E15.1	0
AC009487.6	0.172133
snoU13	0
AC062022.1	0
KRT18P46	0
RPEP5	0
DPP4	0.0689104
AC008063.2	0
TIMM8AP1	0
EIF3EP2	0
AC008063.3	0
GCG	0
AC007750.5	0
FAP	0.054335
IFIH1	1.24171
KCNH7	0.850708
RNA5SP109	0
AC007740.1	0.0684056
RPL7P61	0
RNU6-627P	0
FIGN	1.20097
AC092684.1	0
PRPS1P1	0
CYP2C56P	0
GRB14	0.437958
RP11-452N17.1	0.757634
COBLL1	1.82124
AC019181.3	0.272171
SNORA70F	0
AC013463.2	0.152834
RNA5SP110	0
RNA5SP111	0
SLC38A11	1.38596
MAPRE1P3	0.532924
CSRNP3	3.06839
GALNT3	2.39409
AC009495.2	0.0875874
AC009495.4	1.31929
AC009495.3	0.756855
TTC21B-AS1	0.123715
AC010127.3	0.185549
Y_RNA	0
RN7SKP152	0
SCN9A	0.197851
SCN7A	0.0992869
RP11-646I19.1	0
XIRP2	0.044784
AC092601.1	0
XIRP2-AS1	0
AC074363.1	0.151815
RNU7-148P	0
CTAGE14P	0.028417
AC016723.4	0.266105
B3GALT1	4.30879
AC067940.1	0.107701
RN7SL813P	0
MIR4774	0
RNU6-766P	0
CERS6-AS1	0.14163
NOSTRIN	2.37652
SPC25	0.149872
G6PC2	0
ABCB11	0
DHRS9	0.111972
AC007556.3	0
UBE2V1P6	0
LRP2	0.57401
AC093899.3	0.141375
CCDC173	0.619497
AC016772.4	0
PHOSPHO2	2.91176
SNORA51	0
PTCHD3P2	0.340521
AC009967.3	1.10404
AC092641.2	0.867057
RNU6-1006P	0
MYO3B	0.0232386
AC012594.1	0
HMGB1P4	0
AC007277.3	0.128772
uc_338	0
LINC01124	0.0652157
SP5	1.73656
AC007405.4	0.365494
EIF2S2P4	0.29513
AC007405.6	3.90209
Y_RNA	0
ERICH2	2.89557
AC007405.8	0.668043
METTL8	3.08771
AC008065.1	0
DAP3P2	0.0881363
AC007969.4	0
RPL21P38	0
RNU6-182P	0
METAP1D	4.80224
DLX1	0.0387954
DLX2	0
DLX2-AS1	0
AC104088.1	0
RP11-227L6.1	0
ITGA6	4.95283
AC078883.4	0
AC078883.3	0.515384
AC093818.1	0.623081
PDK1	2.28555
Y_RNA	0
AC018712.2	0.312052
RAPGEF4-AS1	0.734336
snoU13	0
ALDH7A1P2	0
MAP3K20	2.59055
MAP3K20-AS1	0.0265436
RP11-1O7.1	0
AC092573.2	0
CDCA7	0.387567
AC073465.1	0
AC073465.2	0
AC073465.3	0
AC013410.1	0
AC013410.2	0
RP11-796E10.1	0
RPL5P7	0
AC106900.6	0
RP11-394I13.2	1.63953
RP11-394I13.3	0
LINC01960	0
RPSAP24	0
RP11-451F14.1	0.0782794
RN7SL65P	0
Y_RNA	0
AC013467.1	0
HNRNPA1P39	0
LINC01305	0
RP11-572N21.1	0
SP9	0
AC010894.3	0.822
AC010894.4	0
RP11-483E17.1	0
AC018890.6	0.0320755
RNU6-5P	0
WIPF1	1.78091
AC010894.5	0
CHRNA1	0.0132729
RNU6-763P	0
RNU6-1290P	0
RP11-6C10.1	0
uc_338	0.275085
MIR933	0
AC096649.2	0
AC096649.3	0
EXTL2P1	0
AC016751.3	0
AC016751.2	0
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0
HOXD10	0
HOXD-AS2	0
HOXD9	0
HOXD8	0
HOXD3	0.0335427
MIR10B	0
HOXD4	0
RP11-387A1.5	0
HAGLR	0.700521
HAGLROS	0.170501
HOXD1	0.209878
RP11-387A1.6	0
AC016739.2	3.95999
RPSAP25	0
AC073069.2	0.680891
AC017048.1	0
AC017048.2	0
MIR1246	0
RP11-324L17.1	0
LINC01116	0
LINC01117	0
RNU6ATAC14P	0
AC092162.1	0
FUCA1P1	0
AC092162.2	0
RP11-632P5.1	0
AC073636.1	0
RNU6-187P	0
AC079305.11	0.508802
RNA5SP112	0
AC079305.8	0
AC079305.5	0
Y_RNA	0
KRT8P40	0
DNAJC19P5	1.9765
MIR3128	0
AC079305.10	0.528829
AC074286.1	0.947212
RP11-337N6.2	0.231155
RP11-337N6.1	0.0796949
MIR6512	0
RP11-337N6.3	1.26746
AC019080.1	0
snoU13	0
TTC30B	1.10791
AC073834.3	0
TTC30A	1.53446
PDE11A	0.0845213
AC012499.1	0
AC011998.1	0
API5P2	0
AC011998.2	0
RNU6-629P	0
CYCTP	0
AC011998.4	0
RNU5E-9P	0
DFNB59	3.70163
AC009948.7	0.930118
FKBP7	3.10268
TTN-AS1	0.60342
TTN	0.227796
RP11-65L3.4	0
RP11-65L3.2	0.0516451
RP11-65L3.3	0
RP11-171I2.5	0
RP11-171I2.2	0.163973
RP11-171I2.4	0
RP11-171I2.3	0.437233
RP11-171I2.1	0.333845
CCDC141	0.0550972
RNU7-104P	0
RPS6P2	0
AC093911.1	0
AC068042.1	0
AC092642.1	0
MIR1258	0
SNORA43	0
RP11-512G4.1	0
AC009478.1	0
SCHLAP1	0
RP11-739A13.1	0
FTH1P20	1.29242
AC104076.2	0
AC104076.3	0
AC068196.1	0.365883
LINC01934	0
MIR4437	0
AC020595.1	0
ITGA4	2.89244
AC013733.3	4.50714
AC013733.4	0.280816
SAP18P2	0.962076
RNU6ATAC19P	0
RP11-366L5.1	0.286039
PPP1R1C	1.14577
KRT18P29	0
RNA5SP113	0
RN7SL267P	0
Y_RNA	0
FRZB	4.03252
RNU6-1122P	0
Y_RNA	0
SNORA77	0
KRT8P10	0
DUSP19	0.658956
AC064871.3	0
RP11-438L19.1	3.19044
LIN28AP1	0
CACYBPP2	1.03112
AC093639.1	0
MIR548AE1	0
RP11-363K21.1	1.49728
RPL23AP33	0
AC080125.1	0
U8	0
AC007966.1	0.295406
FSIP2	0.124613
FSIP2-AS1	0.621007
RPL21P32	0.107426
LINC01473	0.666535
AC104058.1	0
RPL23AP35	0
RP11-410E4.1	0.0963059
MED28P3	0
DPRXP1	0
AC017101.10	0.164143
ZSWIM2	0.013425
AC018735.1	0
RN7SKP42	0
AC007319.1	0.0360871
RNU6-989P	0
CALCRL	3.00987
GAPDHP59	0
TFPI	0.876336
LINC01090	0
ST13P2	0
AC104131.1	0
RNA5SP114	0
GULP1	0.226772
MIR561	0
AC079613.1	0
DIRC1	0
COL3A1	1.06201
MIR3606	0
COL5A2	0.915866
AC133106.2	0
MIR3129	0
KRT18P19	0
AC013439.4	0.0893467
SLC40A1	2.42102
RP11-88L20.1	0
ANKAR	2.1021
OSGEPL1-AS1	4.81568
C2orf88	2.51126
AC019178.3	0
HNRNPCP2	1.95049
AC019178.2	0
MSTN	1.66711
RP11-647K16.1	0.490971
NEMP2	4.32832
AC093388.3	3.54818
RN7SKP179	0.124849
RP11-284E5.1	2.65596
AC006460.2	0.134362
AC005540.3	0.231936
AC067945.3	0
