Name	Brain - Putamen (basal ganglia)
FRG2C	0.0179002
DUX4L26	0.303498
LINC00960	0.388722
ZNF717	0.960228
ROBO2	3.12004
Y_RNA	0
RP11-550F7.1	0.200692
RNU6-386P	0
VDAC1P7	0
RNU6-217P	0
LINC02077	0
RP11-354H21.2	0
RN7SL647P	0
RN7SKP61	0
RP11-314M24.1	0
MRPS17P3	0
RP11-588D3.1	0
RN7SL751P	0
MIR3923	0
HMGB1P38	0
OSBPL9P1	0
HNRNPA3P8	0
RP11-481N16.1	0
RP11-47P18.1	0
LINC02050	0
LINC02027	0
RP11-520D19.1	0
RP11-520D19.2	0
RP11-564P9.1	0
GBE1	4.05915
RNU2-28P	0
SETP6	0
RP11-142L1.3	0
RP11-142L1.1	0
RP11-359D24.1	0
LINC02008	0
RPL7AP23	0
CYP51A1P1	0
SRRM1P2	0
LINC00971	0
RP11-651J20.1	0
LINC02025	0
MIR5688	0
CADM2-AS2	0
CADM2-AS1	0.0567841
THAP12P2	0.0199164
snoZ40	0
RNU6-1129P	0
RP11-789F5.1	0
RN7SKP284	0
LINC02070	0
RP11-43A1.1	0
VGLL3	0.319383
PPATP1	0
LINC00506	0.309841
MIR4795	0
POU1F1	0.0703696
KRT8P25	0
APOOP2	0
PSMC1P6	0
RP11-451B8.1	0
RNU6-873P	0
RNU6ATAC6P	0
HTR1F	0.130355
ZNF654	1.92659
CBX5P1	0
C3orf38	4.14592
ABCF2P1	0
RP11-249L12.1	0.014015
Y_RNA	0
NDUFA5P5	0
ICE2P2	0
GAPDHP50	0
EPHA3	0.6335
MTCO2P6	0
MTCO1P6	0
U3	0
RNU6-712P	0
PROS2P	0
HSPE1P19	0
Clostridiales-1	0
ABBA01000934.1	0.403516
RNU6-488P	0
PROS1	4.02792
Y_RNA	0
RNU6-511P	0
ARL13B	2.70895
HMGN1P7	0
STX19	0.0829192
DHFR2	3.45731
NSUN3	1.93444
RBBP4P2	0.0461487
ARMC10P1	0.0333484
RP11-118N24.2	0
WDR82P1	0
LINC00879	0
RPS18P6	0
MTHFD2P1	0.0172276
RP11-598F17.2	0
HNRNPKP4	0.31717
MIR8060	0
RP11-124D9.1	0
RNU6-1094P	0
RPL18AP8	0
RCC2P5	0
CDV3P1	0
EPHA6	0.579585
RP11-529P9.1	0
ARL6	3.56313
RP11-389G6.5	0
CRYBG3	1.40726
RP11-389G6.4	0
RIOX2	4.02821
GABRR3	0
OR5BM1P	0
OR5AC1	0
OR5AC2	0
RP11-343D2.11	0
OR5AC4P	0
POU5F1P7	0
OR5H1	0
OR5H14	0
OR5H15	0
OR5H5P	0
OR5H3P	0
OR5H4P	0
RP11-325B23.2	0
OR5H7P	0
OR5H6	0
OR5H2	0
OR5H8	0
OR5K4	0
OR5K3	0
UBFD1P1	0
OR5K1	0
OR5K2	0.104307
RPL38P4	0
RP11-227H4.5	0
GPR15	0
RP11-227H4.1	0
WWP1P1	0
ST3GAL6-AS1	1.33622
ST3GAL6	3.5129
PDLIM1P4	0.251085
DCBLD2	2.74953
RNU6-26P	0
CTD-2021J15.1	0
RNU6-1263P	0
LINC00973	0
U7	0
ACTG1P13	0
RP11-121C1.1	0
RP11-779P15.1	0
RP11-779P15.2	0
RP11-201E8.1	0
COL8A1	0.15396
RP11-383I23.2	0.227921
CMSS1	3.65201
FILIP1L	1.19947
MIR3921	0
TMEM30CP	0
DUSP12P1	0
VTI1BP1	0
TMEM45A	3.41689
ADGRG7	0
SNORA31	0
GMFBP1	0
ABI3BP	1.00692
RP11-301G23.1	0
RNU6-865P	0
ACTR3P3	0
IMPG2	0.0683415
SENP7	4.11417
ZNF90P1	0
RP11-144C15.1	0
RP11-144C15.2	0.127393
Y_RNA	0
FAM172BP	0
RP11-234A1.1	3.63679
RP11-454H13.1	0
RNU6-1256P	0
Y_RNA	0
Y_RNA	0
RNY1P12	0
ZBTB11-AS1	0.874666
PDCL3P4	4.65317
CEP97	3.99634
NFKBIZ	1.54068
LINC02085	0
Y_RNA	0
RP11-221J22.2	0
ZPLD1	0.00721269
RP11-280H21.1	0
RNU6-461P	0
RNU1-43P	0
NDUFA4P2	0
MIR548AB	0
RP11-628J14.1	0
TUBBP11	0
RAP1BP2	0
RP11-281P11.1	0
CBLB	1.59698
RP11-93B21.1	0
Y_RNA	0.405348
Y_RNA	0.153621
LINC00882	1.79243
FCF1P3	0
MTND4P16	0
MTND4LP3	0
MTND3P6	0
MTCO3P35	0
MTATP6P22	0
MTND5P16	0.0260185
MTND6P6	0
MTCO1P35	0
MTND1P16	0
MTND2P14	0
RNU6-1308P	0
RP11-561O4.1	0.0359026
DUBR	2.77007
RP11-446H18.5	0.302547
RP11-446H18.1	2.59029
RP11-446H18.6	3.32501
CCDC54	0.179748
LINC01990	1.00824
LINC00635	0
LINC00636	0.233345
RP11-861A13.3	0.455888
LINC01215	0.0633684
HHLA2	0.106069
HNRNPA1P17	0
MYH15	1.17825
RP11-381E24.1	0.0812289
KIAA1524	0.681653
SNORA70	0
RP11-381E24.4	0
RP11-148O7.2	0
RETNLB	0
TRAT1	0
GUCA1C	0
MORC1	0.0169686
U3	0
MORC1-AS1	0
FLJ22763	0
RP11-59E19.4	0
LINC00488	0
RNU6-1236P	0
RP11-59E19.3	0
DPPA2	0
Metazoa_SRP	0
DPPA4	0.0637878
RP11-397K18.1	0
RP11-702L6.1	0
H3F3AP3	0
LINC01205	0
PPIAP15	0
MIR4445	0
RP11-457K10.1	0
DIMT1P1	0
RP11-457K10.2	0
RP11-696F10.1	0
RP11-119D18.1	0
RNU6ATAC15P	0
RPSAP29	0.0188619
Y_RNA	0
RP11-553A10.1	0.146911
PVRL3-AS1	0.173376
NECTIN3	1.03684
CD96	0.0449095
RP11-615J4.3	0
ATP6V0CP2	0
RP11-615J4.4	0
ZBED2	0.0393797
RP11-402J7.2	0
PLCXD2	0.843131
PLCXD2-AS1	0
PHLDB2	0.793958
RFKP2	0
TMPRSS7	0.00807146
C3orf52	0.0775953
MIR567	0
GCSAM	0.0437495
RP11-757F18.5	0.109645
SLC9C1	0.00622054
RP11-757F18.3	0
RP11-90K6.1	0
RP11-231E6.3	0
RP11-231E6.1	0
BTLA	0.0358127
OR7E100P	0
RP11-147G7.3	0.313397
CCDC80	2.34444
RP11-572C15.3	0
LINC02042	0
RP11-180K7.1	0
CD200R1L	0
CD200R1	0.153886
RP11-484K9.4	0.274923
GTPBP8	1.6837
RP11-572M11.4	0.225877
RP11-572M11.2	0
RP11-572M11.1	0
LINC02044	0.497151
BOC	2.24648
CFAP44	0.923223
RP11-553D4.2	0.0642254
CFAP44-AS1	0
MIR8076	0
SPICE1	1.0663
SIDT1	0.572665
SIDT1-AS1	0
MIR4446	0
RN7SL767P	0.148431
USF3	1.61881
RP11-271C24.3	0
RP11-271C24.2	0
RP11-435F17.1	0.0445699
RP11-435F17.3	0.298616
VPS26AP1	0
RP11-255E6.6	0.420467
ZDHHC23	1.96433
CCDC191	3.53628
RP11-255E6.5	0
QTRT2	2.55939
RP11-274J15.2	0.392793
DRD3	0.355176
RP11-553L6.2	0
RP11-553L6.3	0
ZNF80	0.0148856
TIGIT	0.127522
ZBTB20	0.319277
ZBTB20-AS1	0.0152294
ZBTB20-AS5	0
ZBTB20-AS2	0
MIR4796	0
ZBTB20-AS3	0
YBX1P3	0
ZBTB20-AS4	0.196338
RP11-190P13.2	0.0834856
EIF4E2P2	0
RP11-326J18.1	0
RN7SL815P	0
LSAMP-AS1	0
LINC00903	0
RN7SL582P	0
BZW1P2	0.141088
TUSC7	0.0180453
MIR4447	0
LINC00901	0
LINC00901	0
RNU5E-8P	0.18759
PTMAP8	0.111065
RNU6-1200P	0
RP11-384F7.2	3.74854
RP11-768G7.1	0.0434817
LINC02024	0.0329392
RP11-768G7.3	0
RP11-384F7.1	0
IGSF11-AS1	0.00962476
C3orf30	0
UPK1B	1.00519
B4GALT4	2.92021
B4GALT4-AS1	0
ARHGAP31	3.7078
RPS26P21	0
ARHGAP31-AS1	0.120837
RNU6-1127P	0
TMEM39A	2.44769
POGLUT1	3.65615
RP11-190C22.8	0.410929
CD80	0.0200957
RP11-190C22.9	0
ADPRH	1.08969
PLA1A	2.14155
RPL10P7	0.0246413
POPDC2	0.934307
MAATS1	2.50143
RP11-169N13.4	0
NR1I2	0.0883969
PHBP8	0
RP11-767L7.1	0
RP11-767L7.2	0
RP11-18H7.1	0.334642
RN7SL762P	0
RN7SL397P	0
GPR156	0.32193
Y_RNA	0
RP11-174O3.1	0.0433272
RP11-174O3.3	0.0201162
RP11-174O3.6	0
RP11-174O3.4	0
RP11-359H3.4	0
RP11-359H3.1	0
HGD	0.374849
MTCO1P29	0
MTCO2P29	0
GTF2E1	3.26789
NAP1L1P3	0.0662957
LINC02049	0
STXBP5L	1.88412
RP11-500K19.2	0
MIR5682	0
RP11-678L1.1	0
RP11-10G15.4	0
POLQ	0.0363109
RPL7AP11	0.210559
ARGFX	0
FBXO40	0.0448761
HCLS1	2.68155
RN7SL172P	0
RNU4-62P	0
EAF2	2.32549
ILDR1	0.0212249
Y_RNA	0
CD86	0.882057
CASR	0
HNRNPA1P23	0
CSTA	0.348293
CCDC58	4.92197
WDR5B	1.3868
RP11-299J3.8	0.598542
RP11-299J3.6	0
RP11-592P9.3	0
PARP9	3.54085
DTX3L	3.13062
PARP15	0.141081
EIF4BP8	0
PARP14	4.5393
HSPBAP1	2.09005
LINC02035	2.14674
SEMA5B	1.76467
PDIA5	0.839766
SEC22A	2.57049
RP11-797D24.3	0.39453
MYLK-AS1	1.09805
MYLK-AS2	0.031171
RP11-9N20.3	1.43605
SNORA5	0
CCDC14	3.42935
ROPN1	0.0328179
KALRN	3.76391
MIR5002	0
RPL7P15	0
MIR6083	0
RNU6-143P	0
UMPS	2.20152
MIR544B	0
RP11-71H17.1	0
ITGB5-AS1	0
RP11-71H17.8	0.0415758
ENO1P3	0
MUC13	0.0222799
RNA5SP137	0
SLC12A8	1.66039
RNU6-230P	0
MIR5092	0
ZNF148	3.38083
DUTP1	0
RP11-775J23.2	0
RNU6-232P	0
Y_RNA	0
Y_RNA	0.568831
GS1-388B5.2	0
GS1-388B5.1	0
OR7E130P	0
OR7E29P	0.349518
OR7E93P	0
OR7E53P	0
OR7E97P	0
GS1-388B5.8	0
RP11-379B18.6	0.0878871
RP11-379B18.1	0.421384
MIR548I1	0
RPS3AP14	0.0230108
SNRPCP11	0
RP11-379B18.5	0.624072
ENPP7P4	1.73898
RP11-666A20.4	0.40251
FAM86JP	0.986109
ALG1L	1.50939
RP11-666A20.3	0.430453
ROPN1B	0.949473
RP11-158I23.1	0
RP11-124N2.1	0.945456
ALDH1L1-AS1	0.441677
RNU1-30P	0
ALDH1L1-AS2	3.31609
RP11-71E19.1	1.78661
RP11-71E19.2	0.107422
CCDC37-AS1	0.0461559
CFAP100	0.665607
RP11-203H19.2	0.520528
UROC1	0.04709
CHST13	0.0504757
C3orf22	0
RNA5SP138	0
TXNRD3NB	0
TXNRD3	0.927601
RP11-390G14.1	0.225145
NUP210P1	0
RP11-605F14.2	0
RCC2P4	0
RP11-61K12.2	0.180451
PLXNA1	4.15499
C3orf56	0
Y_RNA	0
RP11-305F5.2	0
RNU6-1047P	0
RP11-88I21.1	0
LINC02016	0
LINC01471	0
RP11-59J16.2	0
LINC02034	0
RP11-153F10.2	0.433218
MIR6825	0
MIR7976	0
MCM2	1.44389
KBTBD12	1.46076
RNA5SP139	0
RNU2-37P	0
RUVBL1-AS1	0
RNU6-823P	0
DNAJB8	0
DNAJB8-AS1	0
GATA2	1.86782
GATA2-AS1	0.561193
TMED10P2	0.116804
LINC01565	0
Metazoa_SRP	0.071446
POU5F1P6	0.0761598
SNORA24	0
MARK2P8	0
FTH1P4	0.228855
RN7SL698P	0
RPS15AP16	0
MARK2P17	0
MARK3P3	0
MARK2P6	0
RP11-723O4.9	1.64459
RP11-723O4.2	0.561668
RP11-723O4.3	0
KIAA1257	0.297319
RP11-723O4.7	0.741549
RP11-723O4.6	0.469447
EFCC1	0.699
RP11-434H6.2	0
GP9	0.0274051
RAB43	1.60759
RP11-434H6.6	0.231065
RPS27P12	0
MIR6826	0
H1FX-AS1	1.18741
NUP210P3	0
RP13-685P2.8	0
RP13-685P2.7	0.140251
RP11-529F4.1	0.140453
RPL32P3	2.54271
SNORA7B	0.167627
EFCAB12	1.03775
RHO	0.0370449
H1FOO	0
RN7SL752P	0
RP11-263I1.1	0
RNY3P13	0
U6	0
RP11-332M2.1	2.41453
TMCC1-AS1	0.656245
RP11-93K22.6	0
TRH	0.828549
RP11-93K22.1	0
RP11-93K22.7	0
OR7E129P	0
OR7E21P	0
RP11-77P16.3	0
ALG1L2	0.338996
LINC02014	0.0564799
FAM86HP	2.90016
LINC02021	0.597577
ENPP7P3	0
SNRPCP8	0
COL6A4P2	0.63951
RP11-77P16.1	0
COL6A5	0.0590844
COL6A6	0.167645
RN7SKP212	0
GSTO3P	0
RP11-39E3.6	0.0403023
RP11-39E3.3	0
Y_RNA	0
RP11-39E3.4	0
RP11-39E3.5	0
ASTE1	1.83382
NEK11	3.26045
RP11-265F19.1	0
RNU6-726P	0
RP11-933H2.4	0.0694312
NUDT16P1	0.271112
RP11-517B11.7	0.647389
SNORA58	0
RP11-517B11.4	0.411643
BCL2L12P1	0
CPNE4	2.5498
RP11-517B11.6	0
MIR5704	0
RP11-64K7.1	0
RPL7P16	0
ACPP	0.0747864
RP11-65E22.2	0
NIP7P2	0
ACKR4	0.0873184
HSPA8P19	0
NPHP3	4.84145
NPHP3-AS1	0.00553893
RP11-469L4.1	0
TMEM108	0.677484
TMEM108-AS1	0
BFSP2	0
RP11-503I22.2	0
BFSP2-AS1	0
RP11-91K8.4	0
RP11-91K8.5	1.40045
RP11-91K8.2	0
SNORA33	0
TOPBP1	4.32369
TFP1	0.229209
RNU6-678P	0
RNA5SP140	0
RP11-404G16.2	0.541187
C3orf36	0
SLCO2A1	0.319074
LINC02000	0
HMGB3P14	0
LINC02004	0
RP11-375I20.6	0.275387
RPL39P5	0
MIR6827	0
HMGN1P9	0
HMGB3P13	0
CEP63	4.14659
RP11-445J14.1	0
KY	0.541793
RNU6-1174P	0
RNA5SP141	0
RP11-657O9.1	0.58264
RP11-237P21.1	0
NDUFS6P1	0
PPP2R3A	2.44218
RP11-305O4.2	0
RP11-305O4.3	0.709193
TDGF1P6	0.0543819
RP11-463H24.1	0
STAG1	2.44273
RNU6-1284P	0
HMGN1P10	0
RNU6-789P	0
RP11-102M11.1	0.157173
RP11-102M11.2	0.0690589
RP11-731C17.1	0
RP11-731C17.2	0.924986
NCK1-AS1	0.670172
NCK1	4.76387
RAD51AP1P1	0
IL20RB	0.249296
IL20RB-AS1	0
RNA5SP142	0
RP11-575C1.1	0
NPM1P17	0
SOX14	0
LINC01210	0
RP11-2A4.4	0
HSPA8P9	0.0254323
CLDN18	0.0507964
RP11-461M2.2	0
DZIP1L	0.436693
KRT8P36	0.0441936
A4GNT	0.0265567
DBR1	4.07217
NME9	1.18777
ESYT3	0.787888
RP11-80P20.3	0.459609
CEP70	4.69567
RP11-79L9.2	0.0463753
GAPDHP39	0
RPL23AP40	0
EEF1A1P25	0.0357301
ATP5G1P3	0
LINC01391	0.0161424
FOXL2	0.405669
FOXL2NB	0.319958
PRR23A	0
PRR23B	0
PRR23C	0
RPL7L1P7	0
BPESC1	0
PISRT1	0
RP11-219D15.3	0.43397
U6	0
RP11-319G6.1	0.679327
RBP2	0.0340261
RP11-319G6.3	0
ACTG1P1	0.13354
NMNAT3	3.26292
RP11-553K23.2	0.404559
RN7SKP124	0
RN7SL724P	0.358185
RP11-442N1.2	0
RP11-442N1.1	0
RP11-166D18.1	0
TRMT112P5	0
CLSTN2	0.941899
RP11-68L1.2	0
RP11-68L1.1	0
CLSTN2-AS1	0
RP11-13L2.1	0
TRIM42	0
RP11-691G17.1	0
RPL23AP41	0
RP11-231L11.3	0.0658978
SPSB4	0.825901
RP11-231L11.1	0
PXYLP1	1.76919
RP11-764I5.1	0
RP11-438D8.2	0
RP11-789L4.1	0
ZBTB38	4.53747
KRT18P35	0
RASA2	3.25558
RASA2-IT1	0
YWHAQP6	0
RP11-340E6.1	0
TPT1P3	0
RP11-144C9.1	0
GRK7	0.0352659
HMGN2P25	0
RNU6-509P	0
ATP1B3-AS1	0.424667
RP11-271K21.12	0.0188717
TFDP2	3.58201
RP11-343B5.1	0.540664
RNU6-425P	0
GK5	2.45459
XRN1	2.43908
RNU6-1294P	0
RNU1-100P	0
ATR	2.57258
RP11-383G6.3	0.0351549
RPL6P9	0
RNA5SP143	0
PLS1	0.255284
PLS1-AS1	0
RN7SKP25	0
RNU7-47P	0
PCOLCE2	0.38979
RP11-372E1.1	0.126411
RP11-372E1.4	0
PAQR9	0.457319
RP11-372E1.7	0
PAQR9-AS1	0.475879
RP11-91G21.1	0.120831
RP11-80H8.3	0
RP11-80H8.4	0.758879
PBX2P1	0.0655577
RP13-635I23.3	0
SLC9A9-AS1	0
SLC9A9-AS2	0
GAPDHP47	0
ST13P15	0.126094
RP11-501M7.1	0
RP11-8J23.1	0
C3orf58	4.18987
RNA5SP144	0
RP11-42F12.1	0
LARP7P4	0
GM2AP1	0
RPL21P39	0.0406363
RP11-88H10.2	0
RP11-88H10.3	0
RP11-274H2.5	0.380448
RP11-274H2.2	0
LNCSRLR	0.0333715
RP11-758I14.2	0
RP11-758I14.3	0
PLSCR2	0
RP11-329N15.3	0.208044
RNU6-428P	0
PLSCR5	0.0437865
PLSCR5-AS1	0
RP11-649A16.1	0.0579789
LINC02010	0
RNU6-505P	0
RPL21P71	0
ZIC4	1.3701
NPM1P28	0
RP11-78O22.1	0
RP11-71N10.1	1.22804
LINC02032	0.0639148
RP11-501O2.1	0
RP11-501O2.3	0
HNRNPA1P20	0
LINC02045	0
LINC02046	0
RPL38P1	0
AGTR1	0.122864
CPB1	0.273448
HMGB1P30	0
RP11-680B3.2	0.0329495
CPA3	0.0312392
UBQLN4P1	0.109407
Y_RNA	0
MED28P2	0
HLTF-AS1	0
HPS3	2.92366
CP	2.3678
CPHL1P	0
RP11-206M11.7	0
TM4SF18	4.06156
RP11-2G17.1	0
TM4SF1-AS1	0
RP11-278L15.2	0
RP11-167H9.1	0
RP11-278L15.3	0
FKBP1AP4	0
RP11-278L15.4	0
TM4SF4	0
RP11-278L15.6	0
RNU6-1098P	0
WWTR1-IT1	0
WWTR1-AS1	0.11073
ANKUB1	0.00673271
RNU6-507P	0
RNU6-720P	0
NPM1P29	0
RP11-651P23.5	0.271661
RP11-651P23.4	0.231511
RP11-651P23.2	0.084764
HNRNPA1P24	0.0303913
RP11-167H9.4	0
RP11-63E16.1	0
LINC01998	0.297299
RPL32P9	0
RP11-167H9.5	0
LINC01213	0
U2	0
LINC01214	0
TSC22D2	3.16789
RP11-392O18.2	0
ERICH6	0.0494582
ERICH6-AS1	4.27713
SNRPCP3	1.08517
SIAH2-AS1	0
CLRN1-AS1	0.110327
MINDY4B	0.464692
RP11-166N6.2	0
CLRN1	0
MED12L	0.65941
RNA5SP145	0
GPR171	0.103063
P2RY14	3.41559
SETP11	0
GPR87	0.0233688
P2RY13	1.59503
IGSF10	0.0757003
MRPL42P6	0
RP11-312P21.2	0
MIR5186	0
LINC02066	0
AADACL2	0
AADACL2-AS1	0
RP11-64D22.1	0
AADACP1	0.0255063
RP11-64D22.5	0
AADAC	0
SUCNR1	0.0685946
RP11-246A10.1	0
MBNL1-AS1	0.878924
TMEM14EP	0.0276614
Y_RNA	0
RP11-362A9.3	0.0529183
RP11-788A4.1	0
ATP5LP5	0
P2RY1	4.15421
HMGN2P13	0
RP11-529G21.3	0
RP11-529G21.2	0
RAP2B	2.80829
RN7SL300P	0
RP11-292E2.1	0
RP11-292E2.2	0
LINC02006	0.0236979
LINC02083	0
RNU6-901P	0
C3orf79	0
Y_RNA	0
RP11-217E22.5	0
U8	0
RPL21P42	0.0658131
snoU13	0
GPR149	0.567025
DDX50P2	0.0299395
RP11-656A15.1	0
CTD-2501O3.2	0
DYNLL1P5	0
RPL9P15	0
RP11-439C8.1	0
RP11-439C8.2	0
MME	4.32828
MME-AS1	0
LINC01487	0
RP11-451G4.3	0.123082
PABPC1P10	0
PLCH1	2.2144
RP11-639F1.2	0.0226096
RP11-639F1.3	0
RN7SL715P	0
PLCH1-AS1	0.121135
PLCH1-AS2	0
RPL6P7	0.0425519
RP11-674E16.4	0
RP11-674E16.1	0.0398487
C3orf33	3.97632
SLC33A1	2.93816
GMPS	4.38945
SETP14	0.300357
VN2R1P	0
ALG1L15P	0.0397918
MRE11P1	0
RP11-118D22.3	0
KCNAB1-AS2	0
KCNAB1-AS1	0
TIPARP-AS1	0.388668
METTL15P1	0.132896
LINC00886	0.874144
PA2G4P4	0.12362
LEKR1	0.181984
KLF3P2	0
RP11-6F2.3	0
RN7SKP177	0
LINC00880	0.0220403
LINC02029	0.170606
LINC00881	0.290727
Y_RNA	0
KRT18P34	0.254869
RP11-555M1.3	0.323346
RNA5SP146	0
RP11-550I24.2	0.200681
RP11-550I24.3	0
VEPH1	0.0323714
PTX3	0.351118
PQLC2L	0.0943044
RN7SKP46	0
RP11-290K4.1	0
RP11-290K4.2	0
SHOX2	0.0133538
RSRC1	3.77045
RP11-113A11.1	0
RP11-113A11.3	0
RP11-538P18.1	0
RP11-538P18.2	0
MTAPP1	0.0277645
RP11-79M21.3	0
LXN	1.57485
RP11-379F4.7	0.446833
RP11-379F4.6	0.722731
RARRES1	0.470966
RP11-379F4.4	0.627889
RP11-379F4.1	0
RP11-379F4.8	1.23516
RP11-379F4.9	0.537457
GPR79	0
RP11-170K4.2	0.103641
IQCJ-SCHIP1	1.84904
IQCJ	0.0280151
MIR3919	0
RP11-441M10.1	0
RP11-564C24.1	0
IQCJ-SCHIP1-AS1	0.0751214
RNU2-31P	0
SCHIP1	3.71293
IL12A-AS1	0.0130508
IL12A	1.38449
LINC01100	0
BRD7P2	0.10925
C3orf80	0.308416
RP11-432B6.1	0
SMC4	0.977978
MIR15B	0
MIR16-2	0
TRIM59	2.5183
B3GAT3P1	0.0808189
RNU7-136P	0
SCARNA7	1.2209
KRT8P12	3.22812
RPL6P8	0
ARL14	0
SNORA72	0
RP11-16N11.2	1.55362
PPM1L	3.68885
RP11-479I16.2	0
EEF1GP4	0
PSMC1P7	0
SPTSSB	1.34315
LINC02067	0.0221746
RP11-3P17.5	0
RPL23AP42	2.1456
OTOL1	0
RP11-774I5.1	0
TOMM22P6	0
RP13-526J3.1	0
RP11-10O22.1	0
RPS6P4	0
LINC01192	0
RNU7-82P	0
RP11-418B12.1	0
RP11-208P4.1	0
MIR1263	0
LINC01323	0
LINC01324	0
SI	0
Y_RNA	0
LINC02023	0
SLITRK3	3.51319
LINC01322	0.957163
BCHE	3.99402
MTND4P17	0
MTND4LP10	0
MTND3P7	0
MTCO3P38	0
RP11-12N13.2	0
RP11-12N13.1	0
LINC01326	0
RP11-450H5.4	0
RN7SKP298	0
PSAT1P4	0
RP11-450H5.3	0
CBX1P5	0
RP11-12K11.2	0
RP11-12K11.1	0
RP11-440K22.1	0
ZBBX	0.899977
LINC01327	0
SERPINI2	0.525798
WDR49	0.442537
HMGN1P8	0
LRRC77P	0
RP11-298O21.3	0
MEMO1P3	0
RP11-603B13.1	0
HMGN2P26	0
EGFEM1P	0.153944
RP11-637O11.2	0
RNU2-20P	0
MIR551B	0
RPSAP33	0
RPL21P43	0
LINC02082	0.328677
RP11-368I23.3	0.762496
RP11-368I23.4	0.324421
LINC01997	0
MECOM	1.60055
RP11-641D5.2	0
RP11-641D5.1	0.990877
RP11-3K16.2	0
RP11-3K16.1	0
RNU6-637P	0
TERC	0
ACTRT3	0.656158
RP11-816J6.3	0.0896466
MYNN	2.70631
RP11-362K14.5	0.413232
LRRC34	2.01377
RP11-362K14.7	0.34344
RP11-362K14.6	2.14064
LRRIQ4	0.0320737
LRRC31	0.00931559
KRT18P43	0
SAMD7	0
RP11-379K17.2	0
RP11-379K17.4	0.0336736
SEC62-AS1	0.0892377
GPR160	0.283998
RNU4-38P	0
RP11-379K17.9	0
PHC3	1.61397
RNU6-315P	0
Y_RNA	0
RP11-543D10.2	0
SKIL	4.93158
RP11-469J4.3	0.0410923
MIR6828	0
SLC7A14	3.92476
KRT8P13	0.159959
RP11-373E16.1	0.0759224
RP11-373E16.3	0.122987
RP11-373E16.4	0.0984709
RPL22L1	4.92315
EIF5A2	2.34057
KLF7P1	0.0303333
RNU1-70P	0.437767
SLC2A2	0
MIR569	0
Y_RNA	0
RP11-185E8.2	2.85226
RP11-185E8.1	0.48177
RNU6-348P	0
RP11-263C16.2	0
PLD1	2.17166
TMEM212	0
TMEM212-AS1	0
TMEM212-IT1	0
FNDC3B	1.40887
RPS27AP8	0
RN7SL141P	0
RP11-423E7.2	0
BZW1P1	0
GHSR	0
AC007919.18	0
LINC02068	0
SLC31A1P1	0
AC007919.19	0
RNU6-547P	0
ECT2	1.34542
SNORA72	0
RNU4-4P	0
ATP5G1P4	0.0513266
RP11-816B4.1	0
SPATA16	0
RP11-324C10.1	0
NLGN1	1.92924
RP11-521A24.1	0
NLGN1-AS1	0
RN7SKP234	0
RP11-393N4.1	0
RP11-393N4.2	0.0628471
NAALADL2	0.227525
RN7SKP40	0
EEF1B2P8	0
NAALADL2-AS3	0
NAALADL2-AS2	0
MIR4789	0
RNU6-1233P	0
RNU4-91P	0
RP11-744O11.2	0
UBE2V1P2	0.0631674
RNU6-1317P	0
NAALADL2-AS1	0
RP11-809F4.3	0
ACTG1P23	0
EI24P1	0
RP11-809F4.4	0
RP11-78E6.1	0
MIR7977	0
LINC01208	0
RP11-644C3.1	0
RNA5SP147	0
LINC01209	0
MTND5P15	0
TBL1XR1-AS1	0.047302
Y_RNA	0
RNU6-681P	0
LINC00501	0.130961
ASS1P7	0
RP11-706D8.3	0
LINC00578	0.052162
RN7SKP52	0
RP11-114M1.2	0
SNORA18	0
RP11-114M1.1	0
RP11-114M1.3	0
LINC02015	0
RP11-2L8.1	0
RP11-2L8.2	0.12579
RNU6-1120P	0
RP11-33A14.1	0.00860084
KCNMB2	0.681438
LINC01014	0
RNA5SP148	0
RP11-33A14.3	0
KCNMB2-AS1	0.104188
Y_RNA	0
RP11-360P21.2	0
PIK3CA	2.8152
SNORA25	0
KCNMB3	0.28872
LRRFIP1P1	0.437086
ZNF639	4.37145
RP11-255C15.3	0.151958
GNB4	2.60453
RP11-145M9.5	0.1932
RP11-145M9.2	0
MTHFD2P7	0
RP11-15L13.4	0.497163
RP11-145M9.6	0.234789
snoU13	0
RP11-473P24.2	0.0329564
USP13	2.11087
RP11-494H4.3	0.458472
PEX5L-AS1	0.0199996
PEX5L-AS2	0.0919119
RNA5SP149	0
RP11-657G5.2	0
GAPDHP36	0
RP11-420J11.1	0
LINC02053	0
U8	0
RP11-496B10.3	0.136989
RNU6-486P	0
RP11-496B10.1	0
CCDC39	1.06091
CCDC39-AS1	0
RN7SL229P	0
RP11-259P15.4	0
RP11-259P15.3	0
FLYWCH1P1	0
RP11-259P15.1	0
RP11-262M14.2	0
RNU6-4P	0.232499
FAUP2	0
RPL7AP25	0
RP11-4B14.3	0.408691
RN7SL703P	0
RNA5SP150	0
RP11-252O18.2	0.0853863
RP11-252O18.3	0
LINC01206	0.00742108
RN7SKP265	0
RP11-416O18.2	0
RP11-338L18.1	0
LINC01994	0
EIF4EP3	0
LINC01995	0.0732338
RPL7L1P8	0.074936
LINC02031	0
RP11-646E18.3	0
RP11-646E18.4	0
RP11-225N10.1	0
ATP11B	1.97982
RP11-225N10.3	0.0206907
RP11-531F16.4	1.01002
DCUN1D1	4.70293
RP11-531F16.3	0
MCCC1-AS1	0.808972
LAMP3	0.0621527
