Name	Whole Blood
RP11-768G7.1	0
LINC02024	0
RP11-768G7.3	0
RP11-384F7.1	0
IGSF11	0.0179614
IGSF11-AS1	0
C3orf30	0
UPK1B	0.0147831
B4GALT4	3.6072
B4GALT4-AS1	0
ARHGAP31	1.19106
RPS26P21	0
ARHGAP31-AS1	0.0714328
RNU6-1127P	0
TMEM39A	4.47633
POGLUT1	2.6209
RP11-190C22.8	0
CD80	0.143977
RP11-190C22.9	0
ADPRH	2.96293
PLA1A	0.0655451
RPL10P7	0
POPDC2	1.66307
MAATS1	0.0174046
RP11-169N13.4	0
NR1I2	0.0348662
PHBP8	0
RP11-767L7.1	0
RP11-767L7.2	0
RP11-18H7.1	0.15996
RN7SL762P	0
RN7SL397P	0
GPR156	0.00638044
Y_RNA	0
RP11-174O3.1	0
LRRC58	1.66129
RP11-174O3.3	0
RP11-174O3.6	0
RP11-174O3.4	0
FSTL1	0.824994
RP11-359H3.4	0
RP11-359H3.1	0
HGD	0.783174
RABL3	1.94911
MTCO1P29	0
MTCO2P29	0
GTF2E1	2.09375
NAP1L1P3	0
LINC02049	0
STXBP5L	0.00292209
RP11-500K19.2	0
MIR5682	0
RP11-678L1.1	0
RP11-10G15.4	0
POLQ	0.0978764
RPL7AP11	0.309764
ARGFX	0
FBXO40	0.116581
RN7SL172P	1.81996
RNU4-62P	2.58361
EAF2	1.72167
SLC15A2	1.72076
ILDR1	0.0937008
Y_RNA	0
CASR	0.00803627
HNRNPA1P23	0
CCDC58	0.742038
FAM162A	4.03623
WDR5B	1.42051
RP11-299J3.8	0.648007
RP11-299J3.6	0
RP11-592P9.3	0
EIF4BP8	0
SEMA5B	0.00573585
PDIA5	1.90025
SEC22A	1.2329
RP11-797D24.3	0
ADCY5	0.102416
HACD2	2.73268
MYLK-AS1	0.243495
MYLK	0.534568
MYLK-AS2	0
RP11-9N20.3	0.196058
SNORA5	0
CCDC14	0.722453
ROPN1	0
KALRN	0.0567383
MIR5002	0
RPL7P15	0
MIR6083	0
RNU6-143P	0
UMPS	1.01381
MIR544B	0
RP11-71H17.1	0
ITGB5	2.93269
ITGB5-AS1	0
RP11-71H17.8	0
ENO1P3	0
MUC13	0
HEG1	0.904137
RNA5SP137	0
SLC12A8	0.115466
RNU6-230P	0
MIR5092	0
ZNF148	3.59408
DUTP1	0
RP11-775J23.2	0
RNU6-232P	0
SNX4	3.32139
Y_RNA	0
Y_RNA	1.28766
GS1-388B5.2	0
GS1-388B5.1	0
OR7E130P	0
OR7E29P	0
OR7E93P	0
OR7E53P	0
OR7E97P	0
GS1-388B5.8	0
RP11-379B18.6	0
RP11-379B18.1	0
MIR548I1	0
RPS3AP14	0
SNRPCP11	0
RP11-379B18.5	0.0411532
ENPP7P4	0
RP11-666A20.4	0
FAM86JP	0.0840371
ALG1L	0.108093
RP11-666A20.3	0
ROPN1B	0
SLC41A3	4.62191
RP11-158I23.1	0
RP11-124N2.1	0
ALDH1L1	0.074107
ALDH1L1-AS1	0
RNU1-30P	0
ALDH1L1-AS2	0
RP11-71E19.1	0
RP11-71E19.2	0
KLF15	0.120501
CCDC37-AS1	0
CFAP100	0.0245761
RP11-203H19.2	0.192965
UROC1	0.0221383
CHST13	3.71615
C3orf22	0
RNA5SP138	0
TXNRD3NB	0
TXNRD3	0.163126
RP11-390G14.1	0
NUP210P1	0
RP11-605F14.2	0
CHCHD6	0.659854
RCC2P4	0
RP11-61K12.2	0
PLXNA1	0.829129
C3orf56	0
Y_RNA	0
RP11-305F5.2	0
RNU6-1047P	0
RP11-88I21.1	0
LINC02016	0
LINC01471	0
RP11-59J16.2	0
LINC02034	0
RP11-153F10.2	0.0973703
MIR6825	0
MIR7976	0
MCM2	2.94768
PODXL2	1.27543
MGLL	2.26803
KBTBD12	0.0240728
RNA5SP139	0
RNU2-37P	0
RUVBL1-AS1	0
RNU6-823P	0
DNAJB8	0
DNAJB8-AS1	0
GATA2	0.86309
GATA2-AS1	0.0949388
TMED10P2	0
LINC01565	0.0115054
Metazoa_SRP	0
POU5F1P6	0.0370838
SNORA24	0
MARK2P8	0.167456
FTH1P4	1.18931
RN7SL698P	0
RPS15AP16	0.190945
MARK2P17	0
MARK3P3	0
MARK2P6	0
RP11-723O4.9	0.491793
RP11-723O4.2	0.363564
RP11-723O4.3	0.176959
KIAA1257	1.41451
RP11-723O4.7	0.476128
RP11-723O4.6	1.11951
EFCC1	0.137043
RP11-434H6.2	0
RP11-434H6.6	3.09645
RP11-434H6.7	4.96288
RPS27P12	0
MIR6826	0
H1FX-AS1	0.260259
NUP210P3	0
RP13-685P2.8	0
RP13-685P2.7	0
RP11-529F4.1	0.252295
RPL32P3	3.18423
SNORA7B	0.256081
EFCAB12	1.8886
IFT122	3.38888
RHO	0
H1FOO	0
RN7SL752P	0.201238
RP11-263I1.1	0
TMCC1	4.68677
RNY3P13	0
U6	0
TMCC1-AS1	0.139696
RP11-93K22.6	0
TRH	0.0424691
RP11-93K22.1	0
RP11-93K22.7	0
OR7E129P	0
OR7E21P	0
RP11-77P16.3	0
ALG1L2	0.111419
LINC02014	0.0847635
FAM86HP	0.179395
LINC02021	0.154342
ENPP7P3	0
SNRPCP8	0
COL6A4P2	0.0571669
RP11-77P16.1	0
COL6A5	0
COL6A6	0.00649426
PIK3R4	3.18555
RN7SKP212	0
GSTO3P	0
RP11-39E3.6	0
RP11-39E3.3	0
Y_RNA	0
RP11-39E3.4	0
RP11-39E3.5	0
ASTE1	2.07544
NEK11	0.230316
RP11-265F19.1	0
RNU6-726P	0
RP11-933H2.4	0.23778
NUDT16P1	2.09558
RP11-517B11.7	0.105959
SNORA58	0
RP11-517B11.4	0
BCL2L12P1	0
CPNE4	0.0341967
RP11-517B11.6	0
MIR5704	0
RP11-64K7.1	0
RPL7P16	0
RP11-65E22.2	0.0378265
NIP7P2	0
ACAD11	2.81471
ACKR4	0.0784099
HSPA8P19	0
UBA5	2.43338
NPHP3	1.66214
NPHP3-AS1	0.00502662
RP11-469L4.1	0
TMEM108	0.0123984
TMEM108-AS1	0
BFSP2	0.0545751
RP11-503I22.2	0
BFSP2-AS1	0
RP11-91K8.4	0
RP11-91K8.5	0.144579
RP11-91K8.2	0
SNORA33	0
TFP1	0.0346022
RNU6-678P	0
RNA5SP140	0
TF	0.366948
RP11-404G16.2	0
RAB6B	1.07188
C3orf36	0
SLCO2A1	0.109519
LINC02000	0
RYK	3.7742
HMGB3P14	0
LINC02004	0
RP11-375I20.6	0
RPL39P5	0
AMOTL2	0.0871386
MIR6827	0
HMGN1P9	0
HMGB3P13	0
RP11-445J14.1	0
EPHB1	1.07951
KY	0.155978
RNU6-1174P	0
RNA5SP141	0
RP11-657O9.1	0
RP11-237P21.1	0
NDUFS6P1	0
PPP2R3A	0.154563
RP11-305O4.2	0
RP11-305O4.3	0.155418
TDGF1P6	0
RP11-463H24.1	0
PCCB	2.97843
STAG1	4.77674
RNU6-1284P	0
HMGN1P10	0
RNU6-789P	0
RP11-102M11.1	0.218161
RP11-102M11.2	0
RP11-731C17.1	0
SLC35G2	0.0787311
RP11-731C17.2	0.376397
NCK1-AS1	0.798401
RAD51AP1P1	0
IL20RB	0.508741
IL20RB-AS1	0
RNA5SP142	0
RP11-575C1.1	0
NPM1P17	0
SOX14	0
LINC01210	0
RP11-2A4.4	0
HSPA8P9	0.0259019
CLDN18	0.0436953
RP11-461M2.2	0
DZIP1L	0.275762
KRT8P36	0
A4GNT	0
DBR1	2.46151
NME9	0.107878
MRAS	0.610537
ESYT3	0.00804093
RP11-80P20.3	0
CEP70	0.204727
FAIM	0.58316
RP11-79L9.2	0
GAPDHP39	0
RPL23AP40	0
EEF1A1P25	0.111211
ATP5G1P3	0
LINC01391	0
FOXL2	0
FOXL2NB	0
PRR23A	0
PRR23B	0
PRR23C	0
RPL7L1P7	0
BPESC1	0
MRPS22	4.08794
PISRT1	0
RP11-219D15.3	0.152506
U6	0
RP11-319G6.1	0.210956
RBP2	0
RP11-319G6.3	0
ACTG1P1	0.0645455
RBP1	0.0741762
NMNAT3	0.645526
RP11-553K23.2	0
RN7SKP124	0
RN7SL724P	0
RP11-442N1.2	0
RP11-442N1.1	0
RP11-166D18.1	0
TRMT112P5	0
CLSTN2	0.011412
RP11-68L1.2	0
RP11-68L1.1	0
CLSTN2-AS1	0
RP11-13L2.1	0
TRIM42	0
RP11-691G17.1	0
RPL23AP41	0
SLC25A36	1.96264
RP11-231L11.3	0
SPSB4	0.0158938
RP11-231L11.1	0
PXYLP1	1.0829
RP11-764I5.1	0
RP11-438D8.2	0
RP11-789L4.1	0
ZBTB38	0.863326
KRT18P35	0
RASA2-IT1	0.0620956
YWHAQP6	0
RP11-340E6.1	0
TPT1P3	0
RP11-144C9.1	0
GRK7	0.0351581
HMGN2P25	0
RNU6-509P	0
ATP1B3-AS1	0.192007
RP11-271K21.12	0
TFDP2	2.30111
RP11-343B5.1	0.227529
RNU6-425P	0
GK5	2.38603
RNU6-1294P	0
RNU1-100P	0
ATR	1.35058
RP11-383G6.3	0
RPL6P9	0
RNA5SP143	0
PLS1	0.182408
PLS1-AS1	0
RN7SKP25	0
TRPC1	0.0916704
RNU7-47P	0
PCOLCE2	1.80914
RP11-372E1.1	0.352492
RP11-372E1.4	0
PAQR9	0.065185
RP11-372E1.7	0
PAQR9-AS1	0
RP11-91G21.1	0
U2SURP	4.55103
RP11-80H8.3	0
RP11-80H8.4	1.02183
PBX2P1	0.394357
SLC9A9	2.98718
RP13-635I23.3	0
SLC9A9-AS1	0
SLC9A9-AS2	0
GAPDHP47	0
ST13P15	0.104701
RP11-501M7.1	0
RP11-8J23.1	0
C3orf58	2.43465
RNA5SP144	0
RP11-42F12.1	0
LARP7P4	0
GM2AP1	0
RPL21P39	0
RP11-88H10.2	0
RP11-88H10.3	0
RP11-274H2.5	0
RP11-274H2.2	0
LNCSRLR	0
PLOD2	0.204348
PLSCR4	0.157363
RP11-758I14.2	0
RP11-758I14.3	0
PLSCR2	0.0374953
RP11-329N15.3	0.842806
RNU6-428P	0
PLSCR5	0
PLSCR5-AS1	0
RP11-649A16.1	0
LINC02010	0
RNU6-505P	0
RPL21P71	0
ZIC4	0
ZIC1	0.0104891
NPM1P28	0
RP11-78O22.1	0
RP11-71N10.1	0
LINC02032	0
RP11-501O2.1	0
RP11-501O2.3	0
HNRNPA1P20	0
LINC02045	0
LINC02046	0
RPL38P1	0
AGTR1	0.027845
CPB1	0.0917366
HMGB1P30	0
RP11-680B3.2	0
CPA3	1.27641
UBQLN4P1	0.0992047
HLTF	1.35333
Y_RNA	0
MED28P2	0
HLTF-AS1	0
CP	0.0634734
CPHL1P	0
RP11-206M11.7	0
TM4SF18	0.0174536
RP11-2G17.1	0
TM4SF1	0.28862
TM4SF1-AS1	0
RP11-278L15.2	0
RP11-167H9.1	0
RP11-278L15.3	0
FKBP1AP4	0
RP11-278L15.4	0
TM4SF4	0
RP11-278L15.6	0
WWTR1	0.123122
RNU6-1098P	0
WWTR1-IT1	0
WWTR1-AS1	0
COMMD2	3.34699
ANKUB1	0.0304362
RNU6-507P	0
RNU6-720P	0
NPM1P29	0.12581
PFN2	0.519862
RP11-651P23.5	0.0452138
RP11-651P23.4	0.592084
RP11-651P23.2	0
HNRNPA1P24	0
RP11-167H9.4	0
RP11-63E16.1	0
LINC01998	0
RPL32P9	0
RP11-167H9.5	0
LINC01213	0
U2	0
LINC01214	0
TSC22D2	1.24711
RP11-392O18.2	0.162316
ERICH6	0.0129247
ERICH6-AS1	0.990632
SNRPCP3	0.187743
SIAH2-AS1	0.120974
CLRN1-AS1	0.167715
MINDY4B	0.124379
CLRN1	0.0192713
MED12L	0.1906
RNA5SP145	0
GPR171	4.08458
P2RY14	0.594818
SETP11	0
GPR87	0.0393825
P2RY12	0.556374
IGSF10	0.0161475
MRPL42P6	0
RP11-312P21.2	0
MIR5186	0
LINC02066	0
AADACL2	0
AADACL2-AS1	0
RP11-64D22.1	0
AADACP1	0
RP11-64D22.5	0
AADAC	0.0144769
SUCNR1	0.493279
RP11-246A10.1	0.0948664
MBNL1-AS1	0.329743
TMEM14EP	0.260477
Y_RNA	0
RP11-362A9.3	0.251196
RP11-788A4.1	0
ATP5LP5	0
P2RY1	0.269074
HMGN2P13	0
RP11-529G21.3	0
RP11-529G21.2	0
RN7SL300P	0
RP11-292E2.1	0
RP11-292E2.2	0
LINC02006	0
LINC02083	0
RNU6-901P	0
C3orf79	0
Y_RNA	0
RP11-217E22.5	0
U8	0
RPL21P42	0
ARHGEF26-AS1	0
ARHGEF26	0.0690113
DHX36	3.70585
snoU13	0
RP11-316N24.2	0
GPR149	0
DDX50P2	0
RP11-656A15.1	0
CTD-2501O3.2	0
DYNLL1P5	0
RPL9P15	0
RP11-439C8.1	0
RP11-439C8.2	0.102565
MME-AS1	0.117879
LINC01487	0
RP11-451G4.2	0.101175
RP11-451G4.3	0
PABPC1P10	0
PLCH1	0.0394851
RP11-639F1.2	0
RP11-639F1.3	0
RN7SL715P	0
PLCH1-AS1	0
PLCH1-AS2	0
RPL6P7	0
RP11-674E16.4	0
RP11-674E16.1	0
C3orf33	0.374214
SLC33A1	1.21119
GMPS	2.91793
SETP14	0.214228
VN2R1P	0
KCNAB1	0.0654264
ALG1L15P	0
MRE11P1	0
RP11-118D22.3	0
KCNAB1-AS2	0
KCNAB1-AS1	0
RP11-305K5.1	0.843321
TIPARP-AS1	0.147619
METTL15P1	0.0704335
LINC00886	0.142968
PA2G4P4	0.199
LEKR1	0.0157484
KLF3P2	0
RP11-6F2.3	0
RN7SKP177	0
LINC00880	0.113867
LINC02029	0
LINC00881	0.0306624
Y_RNA	0
KRT18P34	0.352223
RP11-555M1.3	0.35098
RNA5SP146	0
RP11-550I24.2	0.124372
RP11-550I24.3	0
VEPH1	0.162924
PTX3	3.03939
PQLC2L	0
RN7SKP46	0
RP11-290K4.1	0
RP11-290K4.2	0
SHOX2	0.0622293
RSRC1	1.63189
RP11-113A11.1	0
RP11-113A11.3	0
RP11-538P18.1	0
RP11-538P18.2	0
MLF1	0.0978651
MTAPP1	0
RP11-79M21.3	0
GFM1	2.60538
LXN	2.82338
RP11-379F4.7	0.092319
RP11-379F4.6	0
RARRES1	0.114093
RP11-379F4.4	0.0452695
RP11-379F4.1	0
RP11-379F4.8	0
RP11-379F4.9	0.0798826
GPR79	0
RP11-170K4.2	0.193575
IQCJ-SCHIP1	0
IQCJ	0
MIR3919	0
RP11-441M10.1	0
RP11-564C24.1	0
IQCJ-SCHIP1-AS1	0
RNU2-31P	0
SCHIP1	0
IL12A-AS1	0
IL12A	0.111452
LINC01100	0
BRD7P2	0.0706288
C3orf80	0.022833
IFT80	0.785935
RP11-432B6.1	0
SMC4	1.9582
MIR15B	0
MIR16-2	0
TRIM59	0.536874
B3GAT3P1	0.0361909
RNU7-136P	0
SCARNA7	0.150299
KRT8P12	3.02918
RPL6P8	0
ARL14	0
SNORA72	0
RP11-16N11.2	0.129877
PPM1L	0.810696
B3GALNT1	0.169752
NMD3	2.42666
RP11-479I16.2	0
EEF1GP4	0
PSMC1P7	0
SPTSSB	0.104715
LINC02067	0
RP11-3P17.5	0
RPL23AP42	3.96428
OTOL1	0
RP11-774I5.1	0
TOMM22P6	0
RP13-526J3.1	0
RP11-10O22.1	0
RPS6P4	0
LINC01192	0
RNU7-82P	0
RP11-418B12.1	0
RP11-208P4.1	0
MIR1263	0
LINC01323	0
LINC01324	0
SI	0
Y_RNA	0
LINC02023	0
SLITRK3	0
LINC01322	0
BCHE	0.0184193
MTND4P17	0
MTND4LP10	0
MTND3P7	0
MTCO3P38	0
RP11-12N13.2	0
RP11-12N13.1	0
LINC01326	0
RP11-450H5.4	0
RN7SKP298	0
PSAT1P4	0
RP11-450H5.3	0
CBX1P5	0
RP11-12K11.2	0
RP11-12K11.1	0
RP11-440K22.1	0
ZBBX	0
LINC01327	0
SERPINI2	0.0291454
WDR49	0.0508355
HMGN1P8	0
SERPINI1	0.638903
LRRC77P	0
RP11-298O21.3	0
MEMO1P3	0
RP11-603B13.1	0
HMGN2P26	0
GOLIM4	0.864959
EGFEM1P	0
RP11-637O11.2	0
RNU2-20P	0
MIR551B	0
RPSAP33	0
RPL21P43	0
LINC02082	0
RP11-368I23.3	0
RP11-368I23.4	0
LINC01997	0
MECOM	0.0252113
RP11-641D5.2	0
RP11-641D5.1	0.964334
RP11-3K16.2	0
RP11-3K16.1	0
RNU6-637P	0
TERC	0
ACTRT3	0.183539
RP11-816J6.3	0.0490976
MYNN	2.39845
RP11-362K14.5	0.113394
LRRC34	0.0730154
RP11-362K14.7	0
RP11-362K14.6	0.289601
LRRIQ4	0
LRRC31	0
KRT18P43	0
SAMD7	0
RP11-379K17.2	0
RP11-379K17.4	0.0428906
SEC62-AS1	0.204487
RNU4-38P	0
RP11-379K17.9	0.275192
PHC3	2.66591
RNU6-315P	0
PRKCI	1.67491
Y_RNA	0
RP11-543D10.2	0
SKIL	2.78537
RP11-469J4.3	0
CLDN11	0.0799212
MIR6828	0
SLC7A14	0
KRT8P13	0
RP11-373E16.1	0
RP11-373E16.3	0
RP11-373E16.4	0
RPL22L1	2.37321
EIF5A2	0.427847
KLF7P1	0
RNU1-70P	0
SLC2A2	0
TNIK	1.76148
MIR569	0
Y_RNA	0
RP11-185E8.2	0.348126
RP11-185E8.1	0.470339
RNU6-348P	0
RP11-263C16.2	0
PLD1	1.24001
TMEM212	0
TMEM212-AS1	0
TMEM212-IT1	0
RPS27AP8	0
RN7SL141P	0
RP11-423E7.2	0.457574
BZW1P1	0
GHSR	0
AC007919.18	0
LINC02068	0.00650698
SLC31A1P1	0.115869
NCEH1	1.31102
AC007919.19	0
RNU6-547P	0
ECT2	0.846218
SNORA72	0
RNU4-4P	0
ATP5G1P4	0.206425
RP11-816B4.1	0
SPATA16	0
RP11-324C10.1	0
NLGN1	0
RP11-521A24.1	0
NLGN1-AS1	0
RN7SKP234	0
RP11-393N4.1	0
RP11-393N4.2	0.110364
NAALADL2	0.00210273
RN7SKP40	0
EEF1B2P8	0
NAALADL2-AS3	0
NAALADL2-AS2	0
MIR4789	0
RNU6-1233P	0
RNU4-91P	0
RP11-744O11.2	0
UBE2V1P2	0.0647574
RNU6-1317P	0
NAALADL2-AS1	0
RP11-809F4.3	0
ACTG1P23	0.0603192
EI24P1	0
RP11-809F4.4	0
RP11-78E6.1	0
MIR7977	0
LINC01208	0
RP11-644C3.1	0
RNA5SP147	0
LINC01209	0
MTND5P15	0
TBL1XR1-AS1	0.05262
Y_RNA	0
RNU6-681P	0
LINC00501	0
ASS1P7	0
RP11-706D8.3	0
LINC00578	0
RN7SKP52	0
RP11-114M1.2	0
SNORA18	0
RP11-114M1.1	0
RP11-114M1.3	0
LINC02015	0
RP11-2L8.1	0
RP11-2L8.2	0
RNU6-1120P	0
RP11-33A14.1	0
KCNMB2	0
LINC01014	0
RNA5SP148	0
RP11-33A14.3	0
KCNMB2-AS1	0
ZMAT3	1.97279
Y_RNA	0
RP11-360P21.2	0
PIK3CA	4.15152
SNORA25	0
KCNMB3	0.143523
LRRFIP1P1	0.142436
ZNF639	1.40094
RP11-255C15.3	0.0191329
MFN1	4.24787
GNB4	3.4014
RP11-145M9.5	0
RP11-145M9.2	0
MTHFD2P7	0
RP11-15L13.4	0.0854866
RP11-145M9.6	0
snoU13	0
RP11-473P24.2	0.0487146
USP13	0.270328
PEX5L	0.00985215
RP11-494H4.3	0
PEX5L-AS1	0
PEX5L-AS2	0
RNA5SP149	0
RP11-657G5.2	0
GAPDHP36	0
RP11-420J11.1	0
LINC02053	0
U8	0
RP11-496B10.3	0
RNU6-486P	0
RP11-496B10.1	0
TTC14	3.76205
CCDC39	0.0912704
CCDC39-AS1	0
RN7SL229P	0
RP11-259P15.4	0
RP11-259P15.3	0
FLYWCH1P1	0
RP11-259P15.1	0
DNAJC19	2.67473
SOX2-OT	0.00708289
RP11-262M14.2	0
RNU6-4P	0
FAUP2	0
RP11-275H4.1	0
RPL7AP25	0
RP11-4B14.3	0
SOX2	0.022555
RN7SL703P	0
RNA5SP150	0
RP11-252O18.2	0
RP11-252O18.3	0
LINC01206	0
RN7SKP265	0
RP11-416O18.2	0
RP11-338L18.1	0
LINC01994	0
EIF4EP3	0
LINC01995	0
RPL7L1P8	0
LINC02031	0
RP11-646E18.3	0
RP11-646E18.4	0
RP11-225N10.1	0
RP11-225N10.3	0.336289
RP11-531F16.4	3.49883
DCUN1D1	3.65945
RP11-531F16.3	0
MCCC1	2.19648
MCCC1-AS1	0.229423
LAMP3	0.192807
MCF2L2	0.0968122
B3GNT5	2.23147
RNA5SP151	0
LINC00888	0.555175
SNORA63	0
SNORA81	0
SNORA63	0
SNORA4	0
RP11-393B14.2	0
KLHL6-AS1	0
RP11-14I2.2	0
YEATS2	4.33279
YEATS2-AS1	0.473983
MAP6D1	0.769441
RPSAP31	0
MIR4448	0
CYP2AB1P	0
ABCC5	4.47932
ABCC5-AS1	0
EEF1A1P8	0.102764
HTR3D	0
HTR3C	0
RP11-778D9.9	0
Y_RNA	0
HTR3E-AS1	0
HTR3E	0
HSP90AA5P	0.0104822
RP11-778D9.13	0
RP11-778D9.12	0
RP11-778D9.4	1.33005
VWA5B2	0.0435862
MIR1224	0
ECE2	0.627002
CAMK2N2	0.0385845
SNORD66	0
FAM131A	3.81413
CLCN2	0.364167
THPO	0
CHRD	0.0585283
LINC02054	0
RP11-433C9.3	0
LINC01839	0
LINC01840	0
EPHB3	0.203993
MAGEF1	2.40321
RP11-329B9.4	0
RP11-329B9.3	0
RP11-329B9.5	0
LINC02069	0
C3orf70	0.0217534
EHHADH-AS1	0
EHHADH	0.185525
EIF2S2P2	0
MIR5588	0
MAP3K13	0.838023
RPL4P4	3.11236
TMEM41A	1.85995
LIPH	0.070694
SENP2	4.36861
RP11-537I16.2	0
IGF2BP2-AS1	0
MIR548AQ	0
NMRAL2P	0.254007
ETV5	0.256791
Metazoa_SRP	0
ETV5-AS1	0
DGKG	1.14734
LINC02020	0
LINC02052	0
LINC02051	0
CRYGS	1.57022
TBCCD1	1.63519
RP11-573D15.8	0.0332669
RP11-134F2.7	0.914861
AHSG	0.0853633
Metazoa_SRP	0
FETUB	0
HRG	0.0436429
RP11-795A2.2	0
RP11-795A2.3	0
KNG1	0.024138
PSMD10P2	0
RNU6-1105P	0
GPS2P2	0
RP11-573D15.9	0.0910477
SNORD2	0
SNORA63	0.299587
MIR1248	0
SNORA81	0
SNORA63	1.07929
SNORA4	0.738356
RFC4	2.19367
RP11-573D15.3	0
LINC02043	0.0250841
RP11-573D15.1	0
ADIPOQ	0.105928
ADIPOQ-AS1	0
RPS20P14	0.955979
RP11-42D20.1	0
RPL39L	0.882331
RP11-208N14.4	0
RTP1	0
MASP1	0.0194156
RP11-208N14.5	0
RTP4	1.88369
RP11-560F18.1	0
snoU13	0
LINC02041	0
SST	0
RTP2	0
RP11-211G3.3	1.1961
RP11-30O15.1	0.0379079
RP11-44H4.1	0
LINC01991	0
RP11-132N15.1	0
RP11-132N15.2	0
RP11-430L16.1	0
LPP-AS2	0.731093
FLJ42393	0.0332567
LPP	2.98742
LPP-AS1	0
MIR28	0
TPRG1-AS1	0.270489
TPRG1	0.168335
RP11-297K7.1	0
TPRG1-AS2	0
TP63	0.0468324
RP11-600G3.1	0
MIR944	0
P3H2	0.0623947
MTAPP2	0
P3H2-AS1	0
RNU6-1109P	0
NMNAT1P3	0
CLDN1	0.10368
CLDN16	0
TMEM207	0
GCNT1P3	0.131395
RN7SKP296	0.627611
LINC02013	0
CCT6P4	0
RP11-332P22.2	0
GMNC	0
OSTN	0
OSTN-AS1	0
UTS2B	0.0123304
CCDC50	1.78979
PYDC2	0
RP11-197K6.1	0
Y_RNA	0
RP11-655G22.2	0
RP11-655G22.1	0
RN7SKP222	0
FGF12	0.0102393
FGF12-AS1	0
FGF12-AS2	0
FGF12-AS3	0
snoU13	0
RNU1-20P	0
MB21D2	0.303281
RP11-143P4.2	0
VEZF1P1	0
HRASLS	0.27641
ATP13A5	0
ATP13A5-AS1	0
ATP13A4	0.0645155
ATP13A4-AS1	0
RP11-175P19.2	0.10297
OPA1	3.26019
OPA1-AS1	0
Y_RNA	0
RN7SL447P	0
RP11-528A4.3	0
LINC02038	0
LINC02026	0.0205954
RP11-699L21.2	0
DPPA2P3	0
LINC02028	0
RP11-407B7.3	0
RP11-135A1.3	0
RP11-135A1.2	0
HES1	1.91418
RN7SL215P	0
LINC02036	0
LINC02037	0
LINC02048	0
LINC00887	0
CPN2	0
LRRC15	0
GP5	0.256697
RP11-384A12.1	0
LINC00884	0.641161
AC108676.1	0.05743
RNU6-1101P	0
RPL23AP93	0
TMEM44-AS1	1.75348
TMEM44	0.794854
AC046143.3	0.126818
RP11-534C12.1	0.132611
FAM43A	2.67039
AC106706.1	0
LINC01968	0
AC090505.5	0
LINC01972	0
AC090505.1	0
XXYLT1	1.98288
XXYLT1-AS1	0
MIR3137	0
RN7SL36P	0
XXYLT1-AS2	0.175019
RNU6-25P	0
ACAP2-IT1	0.254672
AC069213.4	0
Y_RNA	0
RNU6ATAC24P	0
AC091633.3	0.0992049
RN7SL73P	0
AC091633.2	0
AC090018.1	0
APOD	1.97426
MUC20P1	0.19451
RP11-141C7.5	0
RP11-141C7.3	0.0421952
AC069513.4	0.0132562
SDHAP2	2.12324
MIR570	0.263426
RP11-141C7.2	2.56306
MUC20	0.837988
MUC4	0.0103282
LINC01983	0
KIF3AP1	0
MIR6829	0
TNK2-AS1	0.841133
AC124944.3	0.126484
RP11-352G9.1	0.0771501
RNU2-11P	0
AC024937.6	0.141471
RP11-480A16.1	0.205069
SDHAP1	3.65481
AC024937.4	0
AC024937.2	0
RNU7-18P	0
LINC00885	0.137117
Y_RNA	1.45745
SLC51A	4.29318
AC069257.8	0.262953
TCTEX1D2	1.00204
AC069257.6	0
TM4SF19-AS1	0.0923686
TM4SF19	0.306289
RNU6-910P	0
RNU6-1279P	0
RN7SL434P	0
RN7SL738P	0.245867
AC083822.2	0
UBXN7-AS1	0
AC117490.2	0
RNF168	4.14443
CTD-2002J20.1	0.0935829
SMCO1	0
AC092933.4	0
RPS29P3	0
WDR53	3.926
FBXO45	0.867404
LINC01063	0.223624
RNU6-646P	0
RNU4-89P	0
RNU6-42P	0
AC127904.2	0.192
NCBP2-AS1	0.0732195
PIGZ	0.512487
RPSAP69	0
MELTF-AS1	0.357214
MELTF	0.308146
DLG1	1.87697
MIR4797	0
DLG1-AS1	0
AC128709.3	0
AC128709.4	0
AC128709.2	0
LINC02012	0.136029
BDH1	1.77193
AC024560.3	2.29662
AC132008.1	0
RP11-496H1.1	0.226725
RP11-496H1.2	0
AC024560.2	0
FYTTD1	3.77124
RP11-803P9.1	0.161828
LRCH3	3.41748
AC055764.1	0
AC144530.1	0.152184
IQCG	0.63074
RNU6-858P	0
LMLN	0.165132
RNU6-621P	0
LMLN-AS1	0
ANKRD18DP	0.010242
RNU6-821P	0
FRG2FP	0
TUBB8P8	0
FAM166AP10	0
RNU6-860P	0
CICP6	0
SEPT14P3	0
BNIP3P41	0
ZNF595	0.815053
Z95704.3	0
ZNF718	0.507527
CH17-262A2.1	0.122191
RP11-1365D11.1	0.100396
ZNF876P	0.0708593
RP11-478C6.6	0.101447
RP11-478C6.5	0
ZNF732	0.0330335
RP11-478C6.1	0
ZNF141	0.711171
RP11-478C6.2	0
RP11-478C6.4	0
MIR571	0
RP11-2H3.7	0
ZNF519P4	0
RP11-2H3.6	0
ABCA11P	0.266842
ZNF721	0.860604
PIGG	4.9133
RP11-1263C18.1	0
RP11-1263C18.2	0
PDE6B	1.04391
RP11-1191J2.2	0.0448678
RP11-1191J2.5	0.763465
MYL5	3.66394
RP11-1191J2.4	0
