Name	Thyroid
RP11-267A15.3	0
HIGD1AP3	0
MSX2	0.803396
CTD-2532K18.1	0
MIR4634	0
CTD-2532K18.2	0
LINC01951	0
NIFKP2	0
CTC-281M20.3	0
CTC-281M20.4	0
ARL2BPP6	0
DRD1	0.274853
CTC-571O20.1	0
RN7SKP148	0
HRH2	2.33345
RNU6-226P	0
CPLX2	0.147897
RP11-91H12.1	0.118039
RP11-91H12.4	0
RP11-91H12.3	0
OR1X1P	0
RP11-826N14.1	0
RP11-826N14.2	0.108169
FAM153B	0.974965
RP11-844P9.1	0
RP11-826N14.4	0
RP11-844P9.2	0.649175
RP11-844P9.5	0.325229
RP11-844P9.6	0.27937
RP11-844P9.4	0
SIMC1	4.99808
BRCC3P1	0.276877
RP11-843P14.2	2.47586
RP11-843P14.1	4.0885
ARL10	2.95602
MIR1271	0
CTB-162J7.1	0
CDHR2	0.0876015
RN7SL684P	0.118039
Y_RNA	0
GPRIN1	0.449063
SNCB	0.206152
MIR4281	0
EIF4E1B	0
RP11-375B1.1	0
RP11-375B1.2	0
LINC01574	0
UNC5A	0.928592
HK3	3.84532
ZNF346-IT1	2.11096
FGFR4	1.64232
CTD-2301A4.3	0.317
PRMT1P1	0.337841
CTD-2301A4.1	0
SLC34A1	0
PFN3	0
F12	0.765997
PRR7-AS1	0.380254
PRR7	2.08909
RP11-1334A24.5	0.995696
RP11-1334A24.6	1.26259
DOK3	4.33784
RP11-1277A3.3	0.998
RP11-1277A3.2	3.30417
RP11-1101H11.1	0.165092
FAM153A	1.25107
RP11-1026M7.2	0.110138
RP11-1026M7.3	0
OR1X5P	0
RP11-423H2.5	0
RP11-1252I4.2	0.83895
RP11-423H2.4	1.80594
SUDS3P1	4.46346
PROP1	0
FAM153C	0.847395
N4BP3	3.28273
RP11-889L3.4	0
GMCL1P1	0
RP11-1259L22.2	0
RP11-1259L22.1	0.139411
RN7SL646P	0
CTB-26E19.1	0.131663
RN7SKP70	3.69774
AACSP1	0.0122628
RP11-21I4.3	0
RP11-21I4.2	0
RP11-21I4.4	0
RP11-281O15.2	0.237959
PIGFP1	0.199435
RP11-281O15.8	0.837285
ZNF454	2.19964
RP11-281O15.4	1.18561
GRM6	0.402811
RP11-281O15.5	0
ZNF879	3.85186
RP11-443C10.2	0
RP11-443C10.1	0.513304
RP11-443C10.3	0
RP11-798K23.1	0
U4	0
RP11-798K23.4	0
RP11-798K23.3	0
RP11-798K23.5	3.50906
PRDX2P3	0.387524
RP11-1379J22.2	1.48944
Metazoa_SRP	0.130388
C5orf60	0.0360556
RP11-1379J22.7	0
RP11-1379J22.5	0.676796
CBY3	0.939368
HMGB3P22	2.49448
MIR1229	0
RN7SKP150	1.26692
Y_RNA	0.867929
CTC-241N9.1	3.75515
RPS15AP18	0
CTC-563A5.4	0
CTC-563A5.2	0.739364
MIR340	0
RP11-39H3.2	0.0335774
RP11-39H3.1	0
RASGEF1C	2.50772
RP11-252I14.1	0
RP11-252I14.2	0.384443
CTC-573N18.1	0.211959
RNU6-525P	0
RP11-451H23.1	0
SCGB3A1	4.46198
RP11-451H23.2	0
RP11-451H23.3	0
OR2AI1P	0
RNU1-17P	0
OR2Y1	0
CTC-205M6.1	3.33557
BTNL8	1.50727
Y_RNA	0
RPS29P12	0
CTD-2593A12.3	0
CTD-2593A12.2	0
CTD-2593A12.4	0
BTNL3	0.239905
RNU6-1036P	0
MIR8089	0
CTB-14A14.1	0
FOXO1B	0.0324835
CTB-14A14.2	0.122695
OR2V1	0.0914204
OR2V2	0
LINC01962	0.101245
CTC-338M12.5	3.19
CTC-338M12.6	0.518115
CTC-338M12.1	3.27786
CTC-338M12.7	0.294141
SNORD96A	1.13809
CTC-338M12.9	0.401251
CTC-338M12.13	0.847818
RNU6-705P	0
AC138035.2	0.471244
AC138035.3	0
AC138035.1	0
OR4F3	0
WBP1LP4	0
RPL23AP45	0
WBP1LP12	0
OR4F1P	0
LINC00266-3	0
CICP18	0
RP3-416J7.1	0
RP3-416J7.4	0.0258283
RP3-416J7.5	0
IRF4	0.67955
RP1-20B11.2	0.300053
HUS1B	0.911715
RP11-532F6.2	0
RP11-532F6.3	1.08089
RP11-532F6.4	0.140639
RP11-532F6.5	0.0417751
RP11-284J1.1	0.053136
RP5-1077H22.2	0
RP5-1077H22.1	0
RP5-856G1.1	0
RP5-856G1.2	0.0181326
FOXQ1	3.98038
LINC01394	0
RP4-668J24.2	0.235551
RN7SL352P	0
RP11-157J24.1	0.376024
RP11-157J24.2	2.88524
FOXCUT	0
GMDS-AS1	1.8805
HMGN2P28	0.475329
RP1-136B1.1	1.07741
RP11-299J5.1	0
LINC01600	0.179645
RP11-145H9.3	0
MYLK4	1.94661
MIR4645	0
SERPINB9P1	3.51084
RP1-90J20.10	0
RP1-90J20.2	0
RP1-90J20.8	0
RP1-90J20.14	0
FAM136BP	0
SERPINB8P1	0
RP1-40E16.2	0.143045
RP1-40E16.12	3.02321
RNA5SP201	0.606167
RP1-40E16.11	1.27595
TUBB2BP1	0
RP1-40E16.9	0
TUBB2B	1.18827
RP11-506K6.4	1.76693
RP1-223B1.1	0.186798
RP1-72E17.2	0
RP11-420L9.2	1.43168
RP11-420L9.4	0
RP1-140K8.1	0.0781426
RP1-140K8.5	0.206147
RP1-140K8.2	0
RP1-140K8.3	0
TDGF1P4	0
GLRX3P2	0.0890387
RP3-406P24.4	0.378336
RP3-406P24.3	0.410213
FAM217A	0.112323
C6orf201	1.44096
RP3-400B16.1	0.227883
RP3-400B16.4	0
RP3-400B16.3	0
RP3-400B16.2	0
RP3-527G5.1	0
RNA5SP202	0
RP11-274H24.1	0.0155364
RP1-21P18.1	0
RP4-529N6.2	0
RP4-529N6.1	0
PSMC1P11	0
RP3-430A16.1	0
RP11-428J1.2	0
RPP40	3.74044
RP11-428J1.5	1.62149
RP11-428J1.4	0.705199
RP11-530A18.1	0.286377
PPP1R3G	0.740668
MIR3691	0
RP3-520B18.1	0
RP1-232P20.1	0.102013
HNRNPA1P37	0
RP1-256G22.2	0
RP1-182O16.1	0.14665
RP1-182O16.2	0.326085
RP3-380B8.4	0.123405
RN7SL221P	0.16552
PKMP5	0.0202559
MIR7853	0
LY86-AS1	0
CNN3P1	0
LY86	1.44364
RP1-80N2.3	0.355142
RP1-80N2.4	0.227706
RP1-80N2.2	0.164571
RP3-470L22.1	0
BTF3P7	0
RP3-429O6.1	0
RN7SL554P	0
RP11-556O15.1	0
RP11-405O10.2	0.177189
Y_RNA	0
RP11-69L16.4	0.227619
CAGE1	0.0295469
RP11-69L16.3	0
RP11-69L16.5	1.29745
RP11-69L16.6	0
HNRNPLP1	0.0455603
RP11-288G3.3	0
RP11-288G3.4	0
RP3-336K20__B.2	0.114805
BMP6	3.21262
RP1-303A1.1	0
PIP5K1P1	0.055222
RP11-203H2.1	0
RP11-203H2.2	0
HULC	0.335186
RP11-314C16.1	2.51594
RP11-354I10.1	0
OFCC1	0
RP3-486D24.1	0
RP11-339A7.1	0.103801
RNU6ATAC21P	0
RP1-290I10.2	0
TFAP2A	0.615349
TFAP2A-AS1	0.537103
RP1-290I10.3	0
LINC00518	0
MIR5689	0
MIR5689HG	0
MRPL48P1	0
RP1-290I10.5	0
GCNT2	2.20208
RP11-360O19.4	0.0739947
RP11-360O19.1	0
RP11-360O19.5	0.176478
GCNT6	0.0705525
C6orf52	1.22667
Y_RNA	0
RP11-421M1.8	0.618535
RNA5SP203	1.23969
MAK	0.785007
GCM2	0.0193795
RP11-637O19.2	0.177343
SYCP2L	2.35258
ELOVL2	1.90504
RP1-62D2.4	0
ELOVL2-AS1	0
ERVFRD-1	0.0443442
RP4-761I2.5	0
RP3-510L9.1	0
RP11-716O23.1	0
RP11-716O23.2	0.102997
RNU1-64P	0
THAP12P5	0.0498474
TMEM170B	3.82927
RP11-679B17.2	0
Metazoa_SRP	0
SNORA67	0
ADTRP	0.329492
RP3-413H6.2	0.421145
AMD1P4	0.143248
RP11-456H18.1	0
RP11-456H18.2	0.327223
SUMO2P12	0
RN7SKP293	0
RP11-125M16.1	0
PHACTR1	1.04472
RNU1-11P	0
RP1-257A7.4	1.03793
TBC1D7	2.89827
RP1-257A7.5	0
GFOD1	4.60799
GFOD1-AS1	0
RPS4XP7	0.127502
RN7SKP204	0
RP3-500L14.2	1.09072
RNF182	1.5651
MRPL35P1	0
RP3-380E11.2	0
RNU7-133P	0
RP11-359N11.1	0.444708
LINC01108	0
RP3-448I9.2	0
RP3-448I9.1	0
RP11-330A16.1	0
RNU6-793P	0
RP11-146I2.1	0
RP1-190J20.2	0
RN7SL332P	0
RP11-560J1.2	0.755812
JARID2-AS1	0.867899
RNU6-522P	0
RNU6-645P	0
5S_rRNA	0
ARPC3P5	0
RP11-401E14.2	0
RP11-401E14.3	0
RP1-13D10.5	0
MIR4639	0
RP1-13D10.2	0.860003
RP1-13D10.3	0.99168
MRPL42P2	0
RNU6-1114P	0
Y_RNA	0
RP3-467D16.3	0.0449795
STMND1	0
RBM24	2.59768
RP1-273P12.1	0
RPL7P26	0.328383
SUMO2P13	0
RNU6-190P	0
RP11-500C11.3	2.73996
RNA5SP204	0
Y_RNA	0
RP3-525L6.2	0.250444
NHLRC1	2.04831
Y_RNA	0
RP11-14J16.1	0
RNU6-263P	0
DDX18P3	0.159059
RP11-528A10.1	0.42783
RP1-242N11.1	0.0442984
MIR548A1	0
RP11-254A17.1	0.116227
RP11-686D16.1	0.0963635
RPL5P20	0.0409179
RNA5SP205	0
KRT18P38	0.0654437
UQCRFS1P3	0.076342
RNU6-801P	0
RP1-130G2.1	0.505881
RP11-239H6.2	0
RN7SL128P	0.126622
E2F3-IT1	0
RNU6-141P	0
Y_RNA	0
RP3-348I23.3	0
RP3-348I23.2	0
RNU6-150P	0
RP1-135L22.1	0
LINC00581	0
RP11-204E9.1	0.111771
RP11-204E9.3	0.0714433
BOLA2P3	0
CASC15	0.384214
RP4-551N11.1	0
RN7SKP240	0
NBAT1	0.12081
RP11-524C21.1	0
RP11-524C21.2	0
PRL	0.816544
HDGFL1	0
RP1-309H15.2	0
RP1-209A6.1	0
RP11-108N13.1	0
RNU6-1060P	0
RP11-439H9.1	0
RP4-810F7.1	0
RP11-440J4.2	0
SPTLC1P2	0
RP1-59B16.1	0
HNRNPA1P58	0
NRSN1	0.0689972
SNORD46	0
KAAG1	0.342977
RNU6-391P	0
GPLD1	2.65793
KIAA0319	0.0720545
KRT8P43	0
RP1-30M3.5	4.14669
RP1-30M3.6	4.31518
RP3-369A17.4	0
RP3-369A17.2	0
C6orf229	0.0452149
FAM65B	3.33225
MTCO2P33	0
PPIAP29	1.76459
RP11-367G6.3	0.387926
ASS1P1	0.0854927
RN7SL334P	0
RP3-425P12.5	0
RP3-425P12.1	0
RP3-425P12.2	0
RP3-425P12.4	0.256319
RP11-191A15.1	0
RP11-191A15.2	0
RP11-191A15.4	0
RP3-522P13.3	0
KATNBL1P5	0
RP3-522P13.1	0
RP3-522P13.2	0
Y_RNA	0
RNU6-987P	0
SCGN	1.33603
PRELID1P2	0
HIST1H2AA	0
HIST1H2BA	0
HIST1H2BPS1	0
HIST1H2APS1	0
SLC17A4	0
SLC17A1	0
SLC17A3	0.0311559
HIST1H2APS2	0
RP1-139G21.4	0
SLC17A2	0
U91328.22	2.90866
HIST1H1PS2	0
HIST1H1A	0.123312
HIST1H3A	0.282903
HIST1H4A	0
HIST1H4B	0.208319
HIST1H3B	0
HIST1H2AB	0
HIST1H2BB	0
HIST1H2APS5	0
HIST1H3C	0
HIST1H4C	0.3215
HIST1H1T	0
HIST1H2BC	2.72853
HIST1H1E	1.1751
RP1-221C16.8	0.178098
LARP1P1	0
HIST1H2BE	0.384132
HIST1H4D	0.364751
HIST1H1PS1	0.576453
HIST1H3D	1.72879
HIST1H2AD	1.01846
HIST1H2BF	0.396596
RP1-34B20.4	0.259958
HIST1H4E	1.40031
HIST1H2BG	3.1948
RP1-34B20.19	0
HIST1H3E	4.81682
HIST1H2APS3	0
HIST1H1D	0.688756
HIST1H4F	0
HIST1H4G	0
HIST1H3F	0
HIST1H2BH	1.49744
HIST1H3G	0.193584
HIST1H2APS4	0
HIST1H2BI	0.127773
HIST1H3PS1	0
BTN2A3P	3.73602
BTN1A1	0.0710858
RNU6-502P	0
RP11-457M11.7	0.039527
RP11-457M11.6	0
ZNF322	4.58043
RP11-457M11.5	0.118595
GUSBP2	1.96516
POM121L6P	0
LINC00240	1.35394
RP11-239L20.6	0.548604
VN1R12P	0
VN1R13P	0
VN1R11P	0
RNU2-62P	0
RP1-86C11.7	0.873851
HIST1H2BJ	1.79785
HIST1H2AG	0.576725
HIST1H4I	3.13935
HIST1H2AH	0.127909
MIR3143	0
RPL10P2	0.151562
XXbac-BPGBPG24O18.1	0
POM121L2	0
VN1R10P	0
ZNF391	4.35615
RP1-153G14.4	0.739618
MCFD2P1	0.283184
XXbac-BPGBPG34I8.2	0
XXbac-BPGBPG34I8.1	0
HNRNPA1P1	0
CD83P1	0
RNU6-471P	0
RP1-15D7.1	0
LINC01012	0.568251
GPR89P	0.077922
RSL24D1P1	0
HIST1H4PS1	0
HIST1H2BL	0.0689245
HIST1H2AI	0.0988581
HIST1H3H	1.63042
HIST1H2AJ	0
HIST1H2BM	0
HIST1H4J	0.590063
HIST1H4K	0.380088
HIST1H2BN	0.593108
HIST1H2BPS2	0
HIST1H2AL	0
HIST1H1B	0
HIST1H3I	0
HIST1H4L	0
HIST1H3J	0
HIST1H2AM	0
HIST1H2BO	0.215239
RNU7-26P	0
OR2B2	0
OR2W6P	0
OR2B6	0.0693116
RPLP2P1	0
OR2W4P	0
IQCB2P	0
U3	0
OR2W2P	0
OR2B7P	0.0513141
OR2B8P	0.14304
OR1F12	0.235891
ZNF165	3.82796
ZSCAN12P1	1.40634
ZNF602P	0.997386
RP1-265C24.8	0.189457
ZNF192P1	3.65285
AL022393.9	1.97874
ZNF603P	0.3497
ZNF192P2	0
TOB2P1	0.540759
NKAPL	1.66738
RP5-874C20.7	0.251371
RP5-874C20.6	0.288907
RNU2-45P	0
ZSCAN23	1.8075
COX11P1	0
OR2E1P	0
GPX6	0
GPX5	0
ZBED9	1.29301
RP5-1186N24.3	0.0954628
RP11-373N24.2	0.183875
LINC00533	0
RPSAP2	0
NOP56P1	0.251281
XXbac-BPG308K3.5	0.0526369
LINC01623	0
RPL13P	0
ZNF90P2	0
HCG14	0.614042
RNU6-930P	0
LINC01556	0
KRT18P1	0.0323674
RN7SL471P	0
HCG15	1.54953
HCG16	2.97962
OR2AD1P	0
XXbac-BPG258E24.10	0
OR2W1	0
OR2P1P	0
SAR1P1	0
OR2B3	0
OR2J1	0
OR2J3	0
XXbac-BCX196D17.5	0
OR2N1P	0
OR2J2	0
OR2J4P	0
OR2H4P	0
XXbac-BPG308J9.3	0
OR2G1P	0
OR2U1P	0
OR2U2P	0
OR2B4P	0
OR14J1	0
DDX6P1	0
OR5V1	0
OR12D3	0
OR12D2	0
OR12D1	0
OR11A1	0
OR10C1	0
XXbac-BPG13B8.11	0
OR2H1	0
UBDP1	0
MAS1LP1	0
MAS1L	0
RPS17P1	0
XXbac-BPG13B8.10	0
LINC01015	0
GPR53P	0
OR2I1P	0.168383
UBD	0.279999
OR2H5P	0
TMEM183AP1	0
SNORD32B	0
RPL13AP	0
OR2H2	0.0998422
SUMO2P1	0.680946
MOG	0.0570254
ZFP57	0.0739153
ZDHHC20P1	0.783322
HCG4P11	0.169472
HLA-F-AS1	3.19006
MICE	2.24308
HCG9P5	0.571193
Y_RNA	0
IFITM4P	1.08819
XXbac-BPG170G13.32	0.459534
XXbac-BPG170G13.31	0
HLA-V	0.657578
HCG4	3.02295
HLA-P	0
RPL7AP7	0
MICG	0
HLA-G	3.60801
HCG4P8	0
MICF	0.381176
HCP5B	1.31343
HLA-T	0.758392
DDX39BP1	0
MCCD1P1	0.281775
HCG4B	1.46037
HCG4P5	0.871737
HLA-W	1.57371
MICD	0.261488
HCG9	0.494677
DDX39BP2	0.146336
MCCD1P2	0.11485
ZNRD1ASP	4.82834
HCG4P3	3.01392
ETF1P1	0.244846
RNF39	0.964316
TRIM31	0.234971
TRIM31-AS1	0.0879305
SNORA48	0
TRIM40	0
TRIM10	0.0228578
TRIM15	0.017722
PAIP1P1	1.75806
HCG17	1.15681
TRIM26BP	0.124225
HLA-L	3.48172
HLA-N	0
HCG19P	0
UBQLN1P1	0
MICC	0
TMPOP1	0
SUCLA2P1	0
RANP1	0.474398
XXbac-BPG249D20.9	0.55487
MIR877	0
PTMAP1	0.397384
RPL7P4	0.0568063
MDC1-AS1	0
XXbac-BPG252P9.9	4.14574
Y_RNA	0.724798
XXbac-BPG252P9.10	0.800112
RN7SL353P	0
HCG20	0.256319
LINC00243	0.112478
XXbac-BPG27H4.8	0
RN7SKP186	0
DDR1-AS1	0.0113546
MIR4640	0.847309
SFTA2	1.77496
Y_RNA	0
DPCR1	0.147006
HCG21	0
XXbac-BPG118E17.10	0
MUC21	0.116672
MUC22	0
HCG22	0.911564
RNU6-1133P	0
C6orf15	0
PSORS1C1	2.79663
CDSN	0.272745
PSORS1C2	0.853375
POLR2LP1	0
POU5F1	1.13388
PSORS1C3	0.80684
XXbac-BPG299F13.14	0
XXbac-BPG299F13.15	0
XXbac-BPG299F13.16	0
USP8P1	0.036274
RPL3P2	1.27261
WASF5P	0.0450965
XXbac-BPG248L24.13	0.123422
XXbac-BPG248L24.10	0.399366
MIR6891	3.85487
XXbac-BPG248L24.12	0.409531
DHFRP2	0
RNU6-283P	0
FGFR3P1	0
ZDHHC20P2	0
HLA-S	2.10362
Y_RNA	2.30943
LINC01149	0.0263873
XXbac-BPG181B23.6	0
MICB	3.30979
Y_RNA	0
XXbac-BPG16N22.5	0
PPIAP9	0
RPL15P4	0
MCCD1	0
SNORD117	0
SNORD84	0
DDX39B-AS1	0.532075
LTA	0.320301
TNF	0.275485
LTB	2.37104
LST1	3.66349
NCR3	0.337536
UQCRHP1	0
SNORA38	0
MIR6832	0
Y_RNA	1.26727
LY6G5C	3.1907
MIR4646	0
LY6G6F	0.798686
LY6G6E	0.749624
LY6G6D	0.289309
LY6G6C	1.10044
MPIG6B	1.1934
RNU6-850P	1.49398
SAPCD1-AS1	0.847616
VWA7	4.36211
Y_RNA	0.639095
HSPA1L	3.48881
SNORD48	0
SLC44A4	3.59116
EHMT2-AS1	0.808387
C2	3.69252
C2-AS1	0.063232
MIR1236	0
C4A-AS1	0.025967
CYP21A1P	2.71471
TNXA	0.380877
STK19B	2.43576
C4B-AS1	0.0348603
CYP21A2	2.52037
RNA5SP206	0
MIR6721	0
MIR6833	0
XXbac-BPG300A18.13	0
XXbac-BPG154L12.5	0.0992885
XXbac-BPG154L12.4	0.103276
C6orf10	0.0167693
HNRNPA1P2	0.0477078
RNU6-603P	0
HCG23	0.880701
BTNL2	0.073662
HLA-DRB9	0.502867
RNU1-61P	0
MTCO3P1	0
XXbac-BPG254F23.7	0
HLA-DQB3	0
HLA-DQA2	3.73016
MIR3135B	0
HLA-DQB2	3.61322
HLA-DOB	2.06681
PPP1R2P1	0.157122
HLA-Z	0
XXbac-BPG181M17.4	0
RPL32P1	0.677143
HLA-DPA2	0
COL11A2P1	0
HLA-DPB2	0.113966
HLA-DPA3	0
HCG24	0
RNY4P10	3.30516
MIR219A1	0
ZNF70P1	0
HTATSF1P1	0
XXbac-BPG157A10.21	2.95331
HCG25	1.66052
MIR6873	0
MIR6834	0
MYL8P	0
LYPLA2P1	0.149179
RPL35AP4	0
KIFC1	1.16233
RPL12P1	0.304611
XXbac-BPG294E21.9	0.354381
MIR5004	0
ZBTB9	0
GGNBP1	0.111385
RN7SL26P	0
Metazoa_SRP	0
LINC00336	0.950586
MIR3934	2.15994
MLN	0
LINC01016	0.0151904
RP3-468B3.4	0
RP3-468B3.2	0.00618414
MIR7159	0
MIR1275	0
GRM4	0.0581608
KRT18P9	0
CYCSP55	0
MIR6835	0
RP11-513I15.6	1.52307
RPL35P2	0
PACSIN1	0.317578
SPDEF	0.193278
RP3-391O22.3	0.305758
RPL7P25	0
RN7SL200P	0
RP3-391O22.1	0
RP11-140K17.2	0
RP3-375P9.2	1.40088
Y_RNA	0
HSPE1P11	0.507698
RP11-174N3.4	0.850982
TCP11	0.173641
RP3-329A5.1	0
MKRNP2	0
MIR7111	0
TULP1	0.293981
RP3-340B19.2	1.761
RP3-340B19.5	0.255426
SNORA40	0.35642
MIR5690	0
RP3-510O8.4	1.23982
ARMC12	4.39049
RP3-510O8.3	0
CLPSL2	0.0626652
CLPSL1	0
CLPS	1.14677
LHFPL5	0
SLC26A8	0.531225
DPRXP2	0.0790282
RP1-179N16.3	0.802774
RP1-179N16.6	2.24789
PNPLA1	0.109236
C6orf222	0
ETV7	1.39755
RP1-50J22.4	0
PXT1	0.0808486
RN7SL502P	0
RN7SL748P	0.175128
MIR3925	0
RNU1-88P	0
Y_RNA	0
PANDAR	0
LAP3P2	0
RAB44	0.117713
RP3-431A14.4	0
CPNE5	4.21754
RP1-90K10.4	0
COX6A1P2	3.50419
RPL12P2	0.0536495
TMEM217	0.803872
RP4-744I24.4	0
RN7SL273P	0
RP1-153P14.8	0
RP1-153P14.3	0
RP1-153P14.5	0
MIR4462	0
RP1-153P14.7	0.0358211
MDGA1	1.90428
RP3-441A12.1	0.556838
RN7SL285P	0
RNU1-87P	0
RP11-420A21.1	0
SNORD45	0
BTBD9-AS1	0
Y_RNA	0
RP1-319M7.2	0
RP3-503A6.2	0
DNAH8	0.0203512
RN7SL465P	0
RP1-217P22.2	0
SNORA8	0
RP1-207H1.3	0
RP1-207H1.2	0
RP1-202I21.3	0
GLP1R	0.325366
KCNK16	0.215605
KIF6	0.370794
RP1-137F1.3	0
E2F4P1	0
RNU1-54P	0
XXyac-YR38GF2.1	0.273785
RP11-61I13.3	4.27511
RP1-278E11.3	2.15443
TUBBP9	0
RP11-552E20.1	0
TDRG1	0
LINC00951	0
RP11-552E20.4	0
LRFN2	0.0307629
RNU6-250P	0
RP11-121P10.1	0
RP3-462C17.1	0
RP11-570K4.1	0
UNC5CL	4.26358
TSPO2	0.20496
APOBEC2	0.449731
TREML1	0.532674
TREM2	1.49917
TREML2	0.0962306
TREML3P	0.0926951
TREML4	0.0182012
RNA5SP207	0
TREML5P	0
RP1-229K20.8	0
RP1-229K20.9	0
TREM1	0.628463
RP1-229K20.5	0
RNU6-643P	0
RP13-235E23.1	0
NCR2	0
RP1-149M18.3	0
RP1-149M18.4	0
FOXP4-AS1	0.941062
LINC01276	0
MIR4641	0
NPM1P51	0
RP11-298J23.5	0.132979
PGC	0.983453
RP11-298J23.8	0
PRICKLE4	4.14113
SNORA8	0
RP5-973N23.4	0
Y_RNA	0
RNU6-761P	0
RP11-533O20.2	0
RP11-7K24.3	3.72655
GUCA1A	0
GUCA1B	2.3161
TRERF1	4.61201
RP11-256G5.1	0
RNU6-890P	0.199102
PRPH2	2.55077
ATP6V0CP3	0.447565
PTCRA	0.0728201
RP3-475N16.1	2.74605
GNMT	3.90499
RN7SL403P	0.797351
RP11-387M24.5	4.12056
TTBK1	0.115808
SLC22A7	0.0404771
CRIP3	2.91501
RPL12P47	0.427208
RP11-480N24.4	2.15516
RPS2P28	0.133605
RP11-213N20.1	0
MIR6780B	0
DLK2	1.58694
RNU6-1113P	0
LRRC73	2.4239
RP3-337H4.9	4.58552
RP3-337H4.6	1.20623
SCARNA15	0
RP3-337H4.10	0.612623
RP3-337H4.8	0.800027
RSPH9	1.22579
RP1-261G23.4	0
RP1-261G23.5	0
RP11-344J7.3	0.0722991
RP11-344J7.4	0.498651
RP11-344J7.2	0
C6orf223	1.2307
RP5-1120P11.3	0.0339871
RP5-1120P11.4	0.0910289
CAPN11	0.948848
RN7SL811P	0
RP1-302G2.5	0.573881
TMEM151B	0.185861
TCTE1	0.18777
SPATS1	0
MIR4642	0
RP3-449H6.1	0.0373136
RP3-449H6.2	0
NUDT19P4	0
RP11-491H9.4	0
RBM22P4	0
RP11-491H9.3	0
MIR586	0
RUNX2	2.98451
RP1-244F24.1	2.63387
RP1-166H4.2	0
RNU6-754P	0
RP1-8B1.4	2.4048
ACTG1P9	0.0372914
RP11-795J1.2	0
RP11-795J1.1	0.0706743
RP11-446F17.3	0.394316
TDRD6	2.76596
ANKRD66	0
RP11-268F1.3	0
MEP1A	0.0125034
RP3-365O12.2	0.0511588
B3GNTL1P2	0
RP11-385F7.1	3.91645
Y_RNA	0
RP11-812I20.2	0
ADGRF2	0.0110428
ADGRF4	0.0498032
RN7SKP116	0
RP11-550C4.6	0
RP11-550C4.4	0
OPN5	0.00815347
RNU1-105P	0
PTCHD4	1.06331
HNRNPA3P4	0
RBMXP1	0
RP1-281E18.1	0
RP1-57E3.1	0
RP4-724P12.1	0
RP4-724P12.2	0
RP1-142O9.2	0
RNU7-65P	0
EEF1A1P42	0
GLYATL3	0
C6orf141	4.9187
CYP2AC1P	0
RHAG	0.204892
CRISP2	0.15052
RP3-442L6.4	0.276417
CRISP3	0.149016
PGK2	0
RP3-417L20.4	0.147387
RP11-719J20.1	0
CRISP1	0
DEFB133	0
DEFB114	0
DEFB113	0
DEFB110	0
DEFB112	0
RP11-397G17.1	0
RP11-524K22.1	0
RP1-28O17.1	0
TFAP2D	0
TFAP2B	0
RPS17P5	0
RP4-753D5.3	0
FTH1P5	0.445628
RP3-437C15.2	0
RP3-437C15.1	0.125214
SNORD66	0
RP11-793K1.1	0
RP3-335N17.2	0
PKHD1	0.0236127
RN7SL580P	0
MIR206	0
LINCMD1	0
MIR133B	0
IL17A	0
IL17F	0
SLC25A20P1	0
PAQR8	4.81584
RP1-152L7.9	0
RP1-152L7.5	2.01092
GSTA8P	0
RP1-152L7.8	0
GSTA7P	0
GSTA2	0
GSTA12P	0
GSTA1	0.177715
GSTA6P	0
GSTA5	0
GSTA11P	0
GSTA10P	0
GSTA3	0
GSTA9P	0
7SK	0
RN7SL244P	2.63414
RP11-506E9.3	0
GCM1	0.042651
RNU6-464P	0
SOD1P1	0
RP1-34L19.1	0
RNU1-136P	0
HMGB1P20	0
MIR5685	0
RPS16P5	0.140791
RP3-483K16.4	1.45455
RPL31P28	0
RPL31P33	0
RP11-96J19.1	0
RP11-96J19.4	0
RN7SKP256	0
NANOGP3	0
RP1-27K12.4	1.90022
RP1-27K12.2	0
LINC01564	0.293201
KLHL31	1.79099
RP13-476E20.1	2.24105
RP3-523E19.2	4.30341
MLIP	0.420028
MLIP-AS1	0.0137673
RP11-411K7.1	3.06943
MLIP-IT1	0.782623
ERHP2	0
TINAG	0
RP11-124I4.2	0
CLNS1AP1	0
RPL10P10	0
RPSAP44	0
KRASP1	0
RNU6-1023P	0
RP11-524H19.2	0.682073
FAM83B	3.43914
HCRTR2	0
GFRAL	0
HMGCLL1	0.522614
RP11-228O6.2	0
BMP5	2.14968
NPM1P36	0
COL21A1	2.5118
DHFRP6	0
RP3-445N2.1	0
RCC2P7	0
RP11-472M19.2	0.102816
RPL17P26	0.0840046
RNU6-626P	0
BEND6	0.67872
OSTCP6	0
FTH1P15	0
MRPL30P1	0
RP11-203B9.4	1.25157
PRIM2	4.28186
MIR548U	0
RP1-71H19.2	0
XXbac-BPGBPG55C20.1	1.97767
XXbac-BPGBPG55C20.3	0.816435
POM121L14P	0
XXbac-BPG55C20.7	0.308573
GAPDHP15	0.0685452
RP11-278J20.2	0
RBBP4P4	0
RP11-143A22.1	0
RP11-136G2.1	0
RP3-401D24.1	0
GAPDHP41	0
RP11-343D24.2	0
RP11-325M4.2	0
RBBP4P3	0
RP1-91N13.1	0
MTRNR2L9	0
RP1-240B8.3	3.14887
DHFRP5	0
RP11-448N11.2	0
RP11-448N11.3	0
RP11-184C23.1	0
FKBP1C	0.913483
