Name	Small Intestine - Terminal Ileum
EGFLAM	2.63351
EGFLAM-AS4	0
EGFLAM-AS3	0
EGFLAM-AS2	0
EGFLAM-AS1	0
CTD-2108O9.4	0
CTD-2263F21.1	0.180139
LIFR-AS1	0.454821
CTD-2196P11.2	0.0653152
OSMR-AS1	0.259517
RP11-122C5.2	0
RP11-122C5.3	0.453745
AIG1P1	0
GOLGA5P1	0.0392862
C9	0.037591
LINC02104	0.302751
CCDC11P1	0
INTS6P1	0
GCSHP1	0
LINC00603	0
KRT18P56	0
LINC00604	0
RNU1-150P	0
RP11-386E5.1	0.091629
TTC33	3.29627
SNORA63	0
SNORA57	0
SNORD72	0
RNU7-161P	0
RP11-301A5.2	0
MROH2B	0.0430996
C6	1.29361
PLCXD3	1.7382
CTD-2122P11.1	0
OXCT1-AS1	0.452069
CTD-2062O1.1	0
RPSAP38	0
Y_RNA	0
MTHFD2P6	0
RP11-112L7.1	0
GHR	3.59656
SERBP1P6	0.0648128
CTD-2265D6.2	0
RP11-116B13.1	0.168705
CTD-2325A15.3	0.27714
PRELID3BP4	0.0700236
PRELID3BP5	0
PRELID3BP6	0
PRELID3BP7	0
CTD-2201E18.5	1.03486
CTD-2201E18.3	2.0471
CTD-2035E11.3	0.312106
CTD-2035E11.4	1.44903
AC025171.1	2.72784
CTD-2035E11.5	2.28078
RP11-447H19.4	0
NIM1K	0.490933
RP11-447H19.3	0
RP11-447H19.2	0
RP11-447H19.1	0
CTD-2636A23.2	0.611486
RP11-159F24.2	0
CCL28	4.94088
RP11-159F24.3	0.900027
C5orf34	1.60393
EEF1A1P19	1.55706
RP11-159F24.6	0.517618
RP11-159F24.5	0.29632
NNT-AS1	4.08842
CTD-2210P15.3	0.173563
AMD1P3	0.111768
RPL29P12	0.384927
RP11-8L21.1	0
RNU6-381P	0
FGF10	2.63965
FGF10-AS1	0.136671
RP11-473L15.3	0
RP11-503D12.1	0
RN7SL383P	0
RP11-53O19.1	0.457372
RP11-53O19.2	0
RP11-357F12.1	0
HCN1	0.0175915
RP11-484L7.1	0
RP11-484L7.2	0
CTD-2013M15.1	0
RP11-269M20.2	0
RP11-269M20.1	0
RP11-269M20.3	0.219854
RP11-317O24.1	0
RP11-317O24.3	0
RP11-317O24.2	0
CTD-2089N3.1	0.122978
LINC02106	0
CTD-2089N3.3	0
RNU6-480P	0
CTD-2054H24.1	0
RNU6-1296P	0
CTD-2312P21.1	0
CTD-2314G24.2	0.0832321
ISL1	0.486936
HMGB1P47	0
CTD-2335O3.2	0
CTD-2335O3.3	0
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0.0714323
B3GNTL1P1	0
CTD-2207L17.1	1.51688
CTD-2175A23.1	0.271484
CTD-2366F13.2	1.38465
CTD-2366F13.1	1.14956
RP11-94D20.1	0
RP11-289K10.1	0
LINC02105	0
ASS1P9	0
CTD-2081C10.7	1.54289
RNU6-272P	0
MIR581	0
RN7SL801P	0
MIR4459	0
CTD-2081C10.5	0
LINC01033	0
RPL37P25	0
HSPB3	0.245168
CTD-2591A1.1	0.204757
AC112198.1	0
RP11-45H22.1	0
RP11-45H22.2	0
RP11-45H22.3	0
ESM1	0.351501
CTD-2313F11.1	0.0711579
Y_RNA	0
CTD-2313F11.2	0
CTD-2313F11.3	0
GZMAP1	0
CDC20B	0
MIR449A	0
MIR449B	0
MIR449C	0
MCIDAS	0.0200016
CCNO	0.731877
RP11-506H20.1	0.174355
RP11-506H20.2	0.07563
CTD-2315M5.2	0.106442
MIR5687	0
RNF138P1	0.407876
AK4P2	0
SLC38A9	3.34923
DDX4	0.0323694
RP11-175M2.1	0
RNA5SP183	0
HNRNPH1P3	0.018191
IL31RA	0.0475391
CTD-2031P19.4	0
FLJ31104	0.375772
snoU13	0
CTD-2227I18.1	0.127524
ANKRD55	0.572787
RNU6-299P	0
RPL17P22	0.0551267
RNA5SP184	0
C1GALT1P2	0
RNA5SP185	0
PSMC1P4	0
RNU6ATAC2P	0
RP11-155L15.1	0
HMGN1P17	0
LINC01948	0.312792
RPL26P19	4.1566
C5orf67	0.687925
AC022431.3	0.322512
AC008940.1	0.049789
AC008937.2	0
AC008937.3	0.114963
SETD9	3.48111
CTD-2310F14.1	0.949031
AC016644.1	0.181615
AC114973.1	0
RP11-101B14.4	0
RP11-101B14.1	0
Y_RNA	0
CTD-2516K3.3	0
CTD-2023N9.1	0.126968
SALL4P1	0
ACTBL2	0
CTD-2023N9.2	0
CTD-2023N9.3	0
RP11-772C9.1	0
RP11-478P10.1	0
LINC02101	0
PGAM1P1	0
GAPT	3.21951
CTD-2117L12.3	0
MIR548AE2	0
LINC02108	0
RAB3C	0.640359
RP11-479O16.1	0
RPL5P15	0
CTD-2176I21.2	0
PDE4D	4.5466
RP11-266N13.2	0.0426289
CTD-2146O16.1	0
NDUFB4P2	0
MIR582	0
CTD-2254N19.1	0
RNU6-806P	0
RP11-546M4.1	0
SETP21	0
PART1	0.0724664
DEPDC1B	2.81961
CAB39P1	0
KRT8P31	0.0257923
RP11-231G3.1	1.17864
ERCC8	3.55558
GNL3LP1	0
AC104113.3	0
CTC-436P18.4	0.0223968
CTC-436P18.5	1.01008
SMIM15-AS1	0.0836482
LINC02057	0.0549013
RP11-631M6.3	0.212741
RP11-631M6.2	0.216041
RPL3P6	0.144718
C5orf64	0.0838377
RP11-2O17.2	0
RNU6-913P	0
C5orf64-AS1	0
CTD-2244C20.1	0
CTD-2244C20.2	0
RN7SKP157	0
RNU6-661P	0
CKS1BP3	0
RP11-95I19.2	0
RP11-95I19.1	0.0949691
LRRC70	1.78886
ISCA1P1	0.0832625
RP11-586E1.1	0
CTD-2049O17.1	0
RP11-158J3.2	0
HTR1A	0
RNF180	1.28233
AC016561.1	0
RGS7BP	0.611537
RN7SL169P	0
RNU6-294P	0
MRPL49P1	0
FAM159B	0.0231772
RP11-307L14.1	0.813066
RP11-307L14.2	0.252901
Y_RNA	0
ADAMTS6	1.37713
CTD-2194F4.2	0
RPEP1	0
CTD-2375G15.1	0
CTD-2116N20.1	0.564376
CENPK	3.0742
RNU6-540P	0
CTC-534A2.2	3.53508
SGTB	3.58938
NLN	2.36397
CTD-2353N24.1	0
CTD-2033C11.1	1.43849
SNORA76	0
AC025442.3	0
LINC02065	0
RP11-305P14.1	0
RP11-5P22.3	0
RP11-5P22.1	0
RP11-287J9.1	0
MAST4-IT1	0
MAST4-AS1	0.634591
CD180	3.10233
CTD-2187J20.1	0.0736271
RP11-434D9.1	0.0643289
RP11-357D18.1	1.59641
RP11-83M16.1	0
RP11-83M16.5	0.0475586
BCL9P1	0
RP11-83M16.3	0.306998
RP11-83M16.4	0.74685
RP11-83M16.6	0.0885172
CTD-3066C23.1	0
RP11-434D9.2	0
CTD-2060F24.1	0
RNU6-1232P	0
EEF1B2P2	0.114345
LINC02219	0
CTD-2582M21.1	0
CTC-537E7.3	0.125608
CTC-537E7.1	0
CTC-537E7.2	0
CTC-340D7.1	0
VWA8P1	0
U8	0
RP11-141O11.1	0
RN7SKP251	0
LINC02198	0.0399311
CTC-498J12.1	0.087474
SUMO2P4	0
CTC-498J12.3	0
SNORA50	0
CTC-351M12.1	0.519085
CFL1P5	0.719895
CHCHD2P2	0.627904
NDUFB9P1	0
MARVELD2	4.44842
RPS27P14	0
RP11-241G9.3	0
RN7SL616P	0
OCLN	2.40922
RNU6-724P	0
GTF2H2C	1.03469
RP11-848G14.2	0.0701861
RP11-848G14.5	1.59547
GUSBP3	0.0288561
RP11-974F13.5	0
RP11-98J23.2	0.729472
RP11-98J23.1	0
CDH12P2	0
SERF1B	0.57167
SMN2	2.15845
RP11-1319K7.1	0.820584
CDH12P3	0
RP11-1415C14.4	1.42602
RP11-1415C14.3	4.26672
GTF2H2B	0.274937
RP11-497H16.9	0.0631433
RP11-497H16.7	0.243886
RP11-497H16.8	0
RP11-497H16.5	0
RP11-589F5.4	0
CDH12P1	0
SERF1A	0.0486343
SMN1	3.21103
NAIP	0.59369
GTF2H2	1.18826
RP11-195E2.1	1.48795
RP11-1280N14.3	0.865602
CDH12P4	0
GUSBP9	0.994539
RP11-1198D22.1	0.457502
LINC02197	0.0137037
RP11-136K7.3	0
PMCHL2	0
RP11-136K7.1	0
RP11-1174L13.2	0
HMGN1P12	0
CARTPT	0.22059
RP11-1315F8.2	0
MIR4803	0
RN7SL153P	0
PTCD2	2.28921
RP11-389C8.1	0.212526
YBX1P5	0
RP11-389C8.2	4.80546
ZNF366	1.54612
LINC02056	0
CTC-347C20.1	0
RPL7P22	0
AC063979.1	0
Y_RNA	0
CTD-2631K10.1	0
MIR4804	0
CTD-2339M3.1	0.0940303
CTD-2376I4.1	0.352118
CTD-2376I4.2	0.661439
CTC-250P20.2	0.0955603
CTC-250P20.1	0
RP11-232L2.2	0
RP11-232L2.1	0
TMEM174	0
RP11-60A8.1	0.015173
RP11-60A8.2	0
RP11-79P5.3	0
FOXD1	0.586615
LINC01385	0
LINC01386	0
RP11-79P5.9	1.19442
FUNDC2P1	0.30592
UTP15	4.8242
ARHGEF28	2.58234
CTC-575I10.1	0
CTD-2372A4.1	0
RNU7-196P	0
RP11-428C6.2	0
LINC02122	0
LINC01335	0
RN7SL814P	0
CTD-2275D24.1	0
LINC01333	0
LINC01332	0
LINC01331	0
RNU6-658P	0.270435
FAM169A	0.692032
CTD-2060C23.1	0
CTD-2377O17.1	0.0394268
SNORA40	0
CTD-2503O16.4	0.106034
CTD-2503O16.3	0
CTD-2503O16.1	0
RPL27AP5	0.123474
RP11-229C3.4	0
LINC01336	0.731684
ANKRD31	0.08826
SUMO2P5	0
CTD-2235C13.2	0
CTD-2235C13.3	0.71969
CTD-2235C13.1	2.8532
RNU7-175P	0
CTC-366B18.4	3.20032
ANKDD1B	1.36525
RNU6-680P	0
SLC25A5P9	0
RP11-524L6.4	0
RP11-524L6.3	0
BIN2P2	0
RP11-524L6.2	0
SAP18P1	0
CTC-235G5.2	0
CTC-235G5.3	0
SV2C	0.148302
RNA5SP186	0
AC113404.1	0.28545
RP11-466P24.5	0
HMGN2P4	0.651688
PDCD5P2	0
RP11-466P24.6	0
SNRPCP2	0
CTD-2275D10.2	0
CTD-2236F14.1	0.0485085
F2RL2	1.81992
CTD-2384B11.2	0.159279
NCRUPAR_1	0
NCRUPAR_2	0
RN7SL208P	0
S100Z	0.508267
RNU6ATAC36P	0
CRHBP	0.943945
ZBED3	4.42923
SNORA47	0.254582
ZBED3-AS1	0.330158
HMGB1P35	0
PDE8B	2.3609
ALDH7A1P1	0.0726811
RPS2P24	0
RPL7P23	0.551532
OTP	0
ACTBP2	0.657632
RP11-107N7.1	0
CTD-2179L22.1	0.0880568
ATP6V1G1P6	0
CTD-2037K23.1	0
RNU6-183P	0
Y_RNA	0
HMGB1P21	0.0750321
CTD-2073O6.1	0.137733
CTD-2045M21.1	0
ARSB	3.59469
DMGDH	0.351587
CTD-2299I21.1	0
BHMT2	3.9494
BHMT	0.170372
RNY3P1	0
CTC-422A18.1	0
SNORA18	0
CTC-422A18.2	0
CTC-451P13.1	1.43029
HOMER1	0.757289
RP11-342F17.1	0
RP11-342F17.2	0
Y_RNA	0
Y_RNA	0
CMYA5	0.976956
CTC-431G16.2	0
CTC-431G16.3	0
LINC01455	0
THBS4	1.10201
RP11-168A11.4	1.33543
TRMT112P2	0
CTD-2201I18.1	0.567859
CTC-458I2.2	0.311097
KRT18P45	0
CTC-512J14.7	0.108336
SNORA31	0
CTC-512J14.1	0
SPZ1	0
RBMX2P5	0
CTC-512J14.5	0.0908443
HNRNPA1P12	0.0752823
RNU6-211P	0
CTD-2015H6.3	1.98418
FAM151B	0.469649
RPS27AP9	0
RPL7P24	0.0413753
ANKRD34B	0.0160152
DBIP2	0
LINC01337	0.661873
CTC-325J23.2	0.598708
MTRNR2L2	0
RP11-241J12.3	0
RP11-241J12.1	0
RASGRF2-AS1	0.26818
RASGRF2	3.10331
CTD-2193P3.1	0
CTD-2193P3.2	0
CKMT2-AS1	4.36327
CKMT2	2.07651
CTD-2248H3.1	1.18447
ACOT12	0.213431
CTD-2249K22.1	0
SEM1P1	0
ATG10	2.03491
ATG10-IT1	0
PPIAP11	0.249781
ATG10-AS1	0
RN7SL378P	0
RPS23P5	0
ATP6AP1L	1.34501
CTD-2015A6.1	0
CTD-2015A6.2	0
CTD-2218K11.2	0
RPL5P16	0
CTD-2218K11.3	0
MIR3977	0
LINC01338	0
RP11-78C3.1	0
CTD-2227C6.3	0
ST13P12	0
CTD-2227C6.2	0.181213
RP11-343L5.2	2.33798
SCARNA18	0
XRCC4	4.22655
CTD-2110K23.1	0
COQ10BP2	0
FTH1P9	0
VCAN	4.17517
VCAN-AS1	0
HAPLN1	0.820073
RN7SKP295	0
RNU6-620P	0
CTC-484M2.1	0.11973
RNU4-11P	0
RP11-456A14.1	0
RNU6-448P	0
CTD-2269F5.1	0.482832
RP11-509M23.1	0
CTC-384G19.1	0
RBBP4P6	0
RP11-1072N2.2	0
RP11-1072N2.3	0
RP11-1072N2.4	0
CTD-2331D11.2	0
CTD-2331D11.3	0
CTD-2331D11.4	0
RPL5P17	0.210266
CTC-534B23.1	0
CTC-480C2.1	0
RPS2P25	0
CTD-2036A18.2	0
PTP4A1P4	0
NBPF22P	0
CTD-2123J17.2	0
CTC-261N6.3	0
CTC-261N6.1	0
CTC-261N6.2	0
CTD-2299E8.1	0
RNU6-804P	0
LINC02059	0
CTC-493L21.2	0
CTD-2161E19.1	0.451068
RP11-72L22.1	0
RN7SKP34	0
MIR4280	0
LINC01949	0
RN7SL629P	0
RNU6-606P	0
CTC-428H11.2	1.82203
RNU6-727P	0
CTD-2316B1.1	0
LINC02144	0
RNA5SP187	1.28089
RPS3AP22	0
SNORA70	0
CTC-498M16.3	0
LINC02060	0.0379577
CTC-498M16.4	0
LINC00461	0.0984
CTC-470C15.1	0
CTC-467M3.3	0
CTC-467M3.1	0
MEF2C-AS1	0.495638
CTD-2232E5.2	0
LINC02161	0
AC113167.1	0
AC113167.2	0
MIR3660	0
LINC01339	0
RP11-61G23.2	0
CTD-2373J6.1	0.358319
CETN3	4.82222
CTD-2373J6.2	0.0562519
MBLAC2	2.63102
POLR3G	1.60866
ADGRV1	0.056869
TMEM251P1	0
RP11-414H23.2	0
RP11-414H23.3	0
RNU4-90P	0
RP11-213H15.1	0.0623683
LUCAT1	0.113875
Metazoa_SRP	0
CTD-2061E19.1	0
CTD-2061E19.6	0
ARRDC3-AS1	0.578746
RAB5CP2	0
PCBP2P3	0
RP11-348J24.2	0
RP11-348J24.1	0
RP11-133F8.2	0
CTC-529L17.1	0
CTC-529L17.2	0
CTC-458G6.4	0
LDHBP3	0
CCT7P2	0
LINC02058	0
CTD-2091N23.1	0
POLD2P1	0
NR2F1-AS1	1.06276
RP11-65F13.3	0
NPM1P27	4.07606
POU5F2	0.0455485
RP11-185E12.2	0
RP11-549J18.1	0.816396
KIAA0825	0.395592
MTND5P12	0
MTND6P3	0.0592862
MTCYBP35	0
CTC-303L1.1	0.0676254
CTC-303L1.2	0.586455
SLF1	3.079
MCTP1	2.26865
CTC-484P3.3	0
RPL7P18	0
uc_338	0
CTC-558O19.1	0
FAM81B	0.0265032
CTD-2538A21.1	0
RNU6-308P	0
ARSK	2.644
GPR150	0.55812
RFESD	0.425458
SPATA9	0.488272
CTD-2154I11.2	0.296909
HSPD1P11	0.39634
AC008592.3	1.21924
AC008592.4	0.430178
AC008592.8	0.144896
LINC01554	0.523506
AC008592.5	0
AC008592.7	0
FABP5P5	0
MIR583HG	0.0567629
MIR583	0
RNU6-524P	0
RP11-254I22.3	0
RP11-254I22.2	0
CTD-2337A12.1	0.0285487
PCSK1	1.51174
CTC-506B8.1	0.358615
CTD-2260A17.3	0.718651
CTD-2260A17.2	1.64083
AC008850.3	0
Y_RNA	0
SETP22	0
LIX1-AS1	0.201758
LIX1	0.222248
RNU1-73P	0
CTD-2215E18.2	0
CTD-2215E18.3	0
CTD-2278B20.1	0
YTHDF1P1	0
RP11-155G15.3	0
LINC01340	0
MTCYBP40	0
RP11-72K17.1	0
RP11-455B3.1	0.0808919
AC008834.2	0
LINC01846	0
RP11-274E7.1	0
RP11-274E7.2	2.63487
CH17-12M21.1	0
KRT8P32	0.0822909
MRPS35P2	0
MTCO2P24	0
MTCO1P24	0
CTBP2P4	0.0832381
DDX18P4	0
RGMB-AS1	2.74665
CTC-463N11.4	1.99521
CSNK1A1P3	0
RNU6-402P	0
LINC02062	1.09184
Y_RNA	0
CTD-2007H13.1	0.0763639
RP11-93O17.1	0
RP11-93O17.2	0
GUSBP8	0
LINC02113	0
CTD-2151A2.2	0
CTD-2151A2.3	0
CTD-2160D9.1	0
EEF1A1P20	0
Y_RNA	0
MTCYBP22	0
MTND6P22	0.164703
MTND5P10	0
MTND4P35	0.521741
MTND4LP5	0
MTND3P19	0
MTCO3P22	0
MTATP6P2	0.475966
MTCO2P22	0.299583
MTCO1P22	0.149003
CTD-2012B7.1	0
RNU6-1119P	0
RP11-346J10.2	0
RP11-346J10.3	0
RP11-346J10.1	0
CTD-2001C12.1	0.0210384
CTC-293G12.1	0
RN7SKP62	0
ST8SIA4	4.50478
MIR548P	0
RN7SL802P	0
OR7H2P	0
RP11-1152B5.1	0
RNA5SP188	0
CTD-2333K2.1	0
SLCO4C1	0.299781
RN7SKP68	0
SLCO6A1	0
RP11-58B2.1	0
LINC00492	0
CTD-2340E1.2	0
LINC00491	0
EIF3KP1	0.187622
GIN1	2.84488
CTC-503K11.2	0
CTD-2154H6.1	0
PDZPH1P	0.016407
LINC02115	0
CTC-445B21.1	0
LINC02163	0
RNU1-140P	0
RN7SL255P	0
RP11-6N13.1	0
RP11-313L6.2	0
RNU6-334P	0
RP11-6N13.4	0
CTD-2374C24.1	0
RAB9BP1	0
RNA5SP189	0
CTC-278L1.1	0
CTD-2285G11.1	0
SNORA31	0
LINC01950	0
PSMC1P5	0
EFNA5	2.51378
RP11-252I13.2	0
RP11-252I13.1	0
RN7SL782P	0
RN7SKP122	0
RP11-120B7.1	0.475874
FER	2.84149
CTC-329H14.1	0
CTD-2197I11.1	0
Y_RNA	0
RP11-47F1.1	0
RNU6-47P	0
GJA1P1	0.0395416
CTD-2587M2.1	0.788535
CTD-2128F4.1	0
RP11-231G15.2	0
RP11-231G15.3	0
RP11-231G15.1	0
KRT18P42	0
CTC-332L22.1	0.710065
RN7SKP230	0
CTC-287O8.1	0.305703
LINC01848	0
PGAM5P1	0
TMEM232	0.175498
MIR548F3	0
SNORA51	0
CTD-2026D23.1	0
BCLAF1P1	0
CTC-551A13.1	0
CTD-2089O24.2	0
TSLP	0.745327
CTC-551A13.2	0
AC010468.3	0
AC010468.1	0.554919
CAMK4	2.61776
AC010468.2	0
CTC-499J9.1	0
STARD4-AS1	1.56831
HMGN1P13	0
CTD-2367A17.1	0
NREP	2.86332
RN7SKP57	0
HMGN1P14	0
NREP-AS1	0
EPB41L4A	2.48292
SNORA13	0.833682
CTC-459M5.1	0.0604949
CTC-459M5.2	0.089908
RP11-526F3.1	0
CTC-470E21.1	0
EPB41L4A-AS2	1.0389
HMGB3P16	0
RP11-159K7.1	0
LINC02200	0.104544
CBX3P3	0
RNU6-482P	0
XBP1P1	0.917729
ZRSR1	1.61403
CTC-487M23.5	1.96064
CTC-487M23.6	0.85071
CTC-487M23.7	0.838863
MCC	3.86991
CTD-2201G3.1	0.0237584
TSSK1B	0
RNU4ATAC13P	0
RP11-371M22.1	0
RN7SKP89	0
KCNN2	0.20649
RP11-492A10.1	0
LINC01957	0
RP11-438C19.2	0
RP11-438C19.1	0
TRIM36	4.48511
TRIM36-IT1	0.0678776
CTC-428G20.2	0.319634
CTC-428G20.6	0.586113
CTC-428G20.1	0.359204
HMGN1P15	0
CTNNA1P1	0.150563
AK3P4	0
CTB-161J7.1	0
CTB-161J7.2	0
CCT5P1	0.0314474
TICAM2	4.15061
AC010226.4	2.19305
CTC-505O3.3	0
CTC-505O3.2	0
CTC-505O3.1	0
RNU2-49P	0
CDO1	3.9246
LVRN	1.85758
DDX43P1	0
ARL14EPL	0.0268614
CTD-2287O16.4	0.778552
CTD-2287O16.5	3.49342
RNU6-644P	0
HMGN2P27	0
CTC-339F2.2	0.205346
SEMA6A-AS1	2.07321
RPS14P8	0.854048
SEMA6A-AS2	0.316563
RPS17P2	0.0978723
LINC02214	0
CTC-472C24.1	0
RP11-492L8.1	0
RP11-492L8.2	0
RPL35AP15	0
LINC00992	0.517097
RP11-74D3.2	0
RPL7L1P4	0
LINC02147	0.409376
LINC02148	0.105975
LINC02208	0
LINC02216	0
LINC02215	0
RNU7-34P	0
CTC-448D22.1	0
DTWD2	1.79416
PTMAP2	3.97608
MIR1244-2	3.2744
CTB-161M19.4	0.0611706
RNU6-373P	0
CTB-161M19.1	0.064685
CTB-161M19.2	0
RP11-950K24.2	0.067514
LAMTOR3P2	0.173756
RNU6-701P	0
MIR5706	0
RN7SL174P	0
RNA5SP190	0
CTD-2158P22.1	0
FABP5P6	0
FAM170A	0.0579822
CTD-2158P22.4	0
CTC-507E12.1	0
CTC-552D5.1	0
RNU6-718P	0
RP11-574H6.1	0
PRR16	4.40052
PRELID3BP8	0
RNU4-69P	0
CTD-2334D19.1	0.713777
AC008565.1	0
CTD-2613O8.1	0
CTD-2020P22.1	0
CTC-546K23.1	0
CTC-546K23.2	0
RPL23AP44	0
RP11-510I6.2	0
RP11-510I6.3	0
FTMT	0
SRFBP1	4.72971
CTC-441N14.2	0.289148
ZNF474	0.17934
CTC-441N14.1	0
CTC-441N14.4	0
CTD-2544H17.2	0
SNCAIP	1.40801
CTD-2544H17.1	0
CTD-2280E9.1	0
MGC32805	0.414335
LINC02201	0
ARGFXP1	0
CTB-36H16.2	2.13877
RN7SL689P	1.64848
RP11-359P5.1	0.167463
RN7SL711P	0
AC106786.1	0.618364
PRDM6	0.87987
CTD-2347I17.1	0
KRT8P33	3.34186
HMGB3P17	0
CTD-2169H9.1	0
KRT18P16	0
LINC01170	0
HMGB1P29	0
CTC-369A16.2	0
CTD-2308B18.4	0
CTD-2308B18.1	0
CTD-2308B18.2	0
CTD-2308B18.3	0
RP11-43D2.2	0
RP11-436H11.5	0
RP11-436H11.1	0.430628
RP11-284A20.3	0
RP11-284A20.2	0
RP11-284A20.1	0
RP11-257I8.2	0
RP11-257I8.1	0
RP11-508M8.1	0
HMGB1P22	0
RP11-395P13.7	0
RN7SKP117	0
RP11-395P13.4	0
RP11-756H20.1	0
CTC-394G3.1	0
CTC-394G3.2	0
RPSAP37	0
RP11-114J13.1	0
LINC02039	0
RP11-517I3.1	0.472281
RP11-517I3.2	4.47793
RNU6-290P	0
RP11-395C3.1	0.35388
TEX43	0.0817436
BOLA3P3	0.18719
HSPE1P10	0
RP11-434D11.4	0
RNU6-752P	0
MARCH3	3.74232
C5orf63	2.86062
AC005915.1	0
MRPS5P3	0
CTB-88F18.2	0
CTB-88F18.4	0
CTB-88F18.3	0
CTB-88F18.5	0.201914
MEGF10	0.148033
CTD-2195M15.1	0
CTD-2195M15.3	0
HNRNPKP1	0.167831
CTD-2195M15.4	0
CTXN3	0
CTC-548H10.2	0
CCDC192	0.353431
CUL1P1	0
CTC-228N24.2	0.136963
KDELC1P1	0.135853
FBN2	0.523814
Y_RNA	0
CTC-573M9.1	0
SLC27A6	1.29775
MIR4633	0
MIR4460	0
ADAMTS19-AS1	0.031138
ADAMTS19	0.139925
CTC-575N7.1	0
KIAA1024L	0
CHSY3	0.673937
RNU6ATAC10P	0
RNA5SP191	0
HSPA8P4	0.0635106
RNU7-53P	0
ARL2BPP4	0
AC005741.2	0
RP11-114H7.1	0
RP11-114H7.2	0
RP11-114H7.3	0
RP1-247F3.1	1.07318
uc_338	0
AC005593.2	0.117744
MEIKIN	0.061113
AC034228.4	0
ACSL6	0.885153
AC034228.3	0
AC034228.2	0
IL3	0
CSF2	0.0761375
snoZ6	0
AC063976.1	0
AC063976.2	0
AC063976.3	0
P4HA2-AS1	0
AC063976.7	0.319534
MIR6830	0
SLC22A4	3.73308
AC034220.3	4.28408
MIR3936	1.89103
AC116366.5	0.288498
Y_RNA	4.34418
IL5	0.0697819
TH2LCRR	0.142954
IL13	0.0565774
IL4	0.0661671
AC004237.1	0.154825
KIF3A	3.58236
CCNI2	3.00444
AC004775.5	0.150521
RNA5SP192	0
GDF9	0.487065
AC010240.2	0.070565
Y_RNA	0
ATP6V0E1P1	0
CTC-350I8.1	0.108621
AC010240.3	0
Y_RNA	0
RP11-485M7.1	1.04075
RP11-485M7.2	0.412052
RP11-485M7.3	0
CTB-49A3.2	0
CTB-49A3.1	0
FSTL4	0.103914
CTB-49A3.5	0
CTB-49A3.4	0
CTB-3M24.3	0
MIR1289-2	0
CTB-3M24.2	0
CTB-3M24.1	0
AC005178.1	0
WSPAR	0
CTB-113I20.2	4.24367
CTB-113I20.1	0
MIR3661	0
CTD-2410N18.3	0.402133
CTD-2410N18.1	0
CDKL3	0.841936
RP11-215P8.2	0.403023
RP11-215P8.3	0.384457
RP11-215P8.1	0.0881127
RP11-215P8.4	0.0516368
AC005355.1	0
RNU6-456P	0
LINC01843	3.13526
RN7SL541P	0.409174
AC005355.3	0.397732
RNU6-1311P	0
RNU6-1164P	0
RNU6-757P	0
CTB-2L9.1	0
AC006077.4	0
PCBD2	3.48874
MTCYBP18	1.12448
MTND6P4	2.679
MTND5P11	1.21935
MTND4LP30	2.12466
MTND3P25	0.198649
CATSPER3	1.35002
CTC-276P9.4	0.133851
C5orf66-AS1	1.09203
CTC-276P9.2	0
CTC-276P9.3	0
C5orf66-AS2	0
CTC-203F4.2	0.819747
DCANP1	0
TIFAB	0.553945
CTB-138E5.1	0
NEUROG1	0
CTC-321K16.1	0.178936
LINC01959	0.0163341
AC011431.1	0
MIR5692C1	0
RP11-119J18.1	0.11373
SLC25A48	0.547957
IL9	0
GS1-39E22.2	0
GS1-39E22.1	0
LECT2	0
FBXL21	0
VTRNA2-1	0
SMAD5-AS1	0
AC009014.3	4.14826
TRPC7	0.0834243
TRPC7-AS1	0.404337
TRPC7-AS2	0
AC063980.3	0
HSPD1P18	0
HNRNPA1P13	0
RP11-114H21.2	0
CTB-1I21.1	0
CTB-1I21.2	0
RNA5SP193	0
SPOCK1	1.9937
KLHL3	3.49743
MIR874	0
RP11-381K20.4	0.105193
RP11-381K20.2	0.73908
MYOT	4.26995
PKD2L2	0.0975519
RP11-325L7.1	0.100295
RP11-325L7.2	0.046285
RNU6-1148P	0
WNT8A	0
NME5	0.472672
RNU6-460P	0
RNU6-888P	0
KIF20A	2.36704
GFRA3	2.31048
RPS27AP18	0
CDC25C	1.45776
REEP2	2.68342
RP11-461O14.3	0
RPL7P19	0.111796
SNORD63	0
SNORD63	0
CTB-164L20.1	0
snoU13	0
AC034243.1	0.160666
LRRTM2	0.345622
RNA5SP194	0
CTB-46B19.2	0.0624408
RPL12P21	0
RNU6-572P	0
SNHG4	3.29805
SNORA74	0
SNORA74A	0
MATR3	4.29295
RNA5SP195	0
RN7SKP64	0
PROB1	2.67338
SPATA24	2.95843
DNAJC18	4.14289
RNU5B-4P	0
AC138517.6	0.47869
AC138517.5	0
NCOA4P4	0
Y_RNA	0
CTD-2062A1.2	0.233449
CTD-3224K15.3	0.399703
CXXC5-AS1	0.191717
CTB-35F21.1	0
RNU6-236P	0
PSD2-AS1	0
CTB-35F21.3	0.0830957
CTB-35F21.5	0
PSD2	0.204826
NRG2	0.819672
CTB-35F21.4	0
Y_RNA	0
LINC01024	1.63852
CTB-131B5.5	1.72076
CTB-131B5.2	0.0666338
CTC-329D1.3	0
SLC4A9	0.0628561
CTC-329D1.2	1.28618
RNU4-14P	0
