Name	Brain - Caudate (basal ganglia)
RP11-586D5.3	0
CEP170P1	0.0253678
RP11-384K6.6	2.72049
RNU6-1054P	0
CICP16	0.113518
SEPT14P4	0.139869
RP11-384K6.8	0.315857
METTL14	3.7584
SEC24D	1.22293
SYNPO2	3.17053
RP11-358D17.1	0
RP11-358D17.2	0.0847895
MYOZ2	0.339692
RP11-455G16.1	0.0441014
USP53	4.456
FABP2	0
KLHL2P1	0.337392
RNU4-33P	0
RP11-548H18.2	0.0945829
GTF2IP12	0.985328
RP11-33B1.4	0
RNU6-1217P	0
RP11-33B1.3	0.0112033
PDE5A	1.37099
SNORA11	0
LINC01365	0
RP11-96A1.4	0
RP11-700N1.1	0
Y_RNA	0
RP11-96A1.5	0
MAD2L1	1.53956
RP11-679C8.2	0.0524249
LTV1P1	0
SAR1P3	0
RP11-501E14.1	0
PRDM5	0.887583
RNU6-550P	0
SETP12	0
NDNF	0.318713
RN7SKP137	0
RP11-647P12.1	0
RP11-647P12.2	0
TNIP3	0
RNU6-948P	0
Y_RNA	0
QRFPR	0.0847493
RP11-364P2.2	0
TUBB4BP5	0
TMEM155	0.106922
PP12613	0
CCNA2	1.44076
RP11-63B13.1	0
TRPC3	2.35385
AC097533.1	0
RN7SL335P	0
ADAD1	0
IL2	0
IL21	0
IL21-AS1	0
CETN4P	1.07424
BBS12	2.97554
RP11-170N16.1	0
RP11-170N16.2	0
RP11-170N16.3	0.887638
NUDT6	2.22006
SPATA5	0.66236
CTB-51E13.1	0
SPRY1	3.45223
RP11-381N20.2	0
RP11-381N20.1	0
LINC01091	0.0136264
AC096732.2	0
RPL21P50	0
RP11-107E21.1	0
RP11-728C8.1	0
CTD-2325B11.1	0
RP11-93I21.2	0
TECRP2	0
RP11-93I21.3	0
ANKRD50	1.95902
FAT4	0.783815
Y_RNA	0
MIR2054	0
RP11-399F2.2	0
NUP58P1	0
TMEM248P1	0
RP11-318I4.1	0
RP11-318I4.2	0
RBM48P1	0
Y_RNA	0
RP11-810P8.1	0
RP11-125O18.1	0.0329436
RP11-18O11.1	0
RP11-18O11.2	0
INTU	4.03878
SLC25A31	0.0646021
HSPA4L	3.93662
RP11-50D9.4	0.186193
RP11-50D9.1	0.157097
RP11-50D9.3	0.137197
PLK4	0.633885
RNU6-583P	0
ABHD18	2.66908
LARP1B	2.74564
RP11-214O14.1	0
FOSL1P1	0.0864968
RP11-420A23.1	0.834949
RP11-130C6.1	0
RP11-184M15.1	0
RP11-184M15.2	0
JADRR	0
SCLT1	2.51947
RP11-209D20.2	0
AC093826.1	0
C4orf33	2.5939
RP11-392L5.2	0
ZSWIM5P3	0
RP11-378N18.1	0
RP11-419L4.1	0
RP11-519M16.1	0
RP11-422J15.1	0
EEF1GP8	0
RP11-521E5.1	0
PGBD4P4	0
GAPDHP56	0
RP11-401I19.2	0
RP11-401I19.1	0
RP11-488I4.2	0
RNU6-224P	0
RP11-314N14.1	0
RP11-758B24.1	0
RN7SL205P	0
SNORA70	0
RP11-614F17.1	0
RP11-614F17.2	0
RPL7AP28	0.172498
RP11-745L13.2	0
RP11-789C2.1	0
RP11-1E22.1	0
ELL2P2	0
RP11-62N21.1	0
LINC01256	0
AARSP1	0
RP11-404I7.2	0.049396
RP11-404I7.1	0
RP11-9G1.3	3.46639
R3HDM2P1	0.0379387
RP11-285A15.1	0
RP11-427M20.1	0
PABPC4L	0.123593
RP11-400D2.2	0.0429445
PES1P1	0.0218807
RP11-400D2.3	0
CTD-2012I17.1	0
RP11-192C21.2	0
RP11-192C21.3	0
RP11-192C21.1	0
RP11-553P9.1	0.0704715
RP11-553P9.2	0
RP11-553P9.3	0
U6	0
KRT18P54	0
TARS2P1	0
RP11-780O17.1	0
LINC00613	0
RNU1-89P	0
RP11-782E2.2	0
RP11-775H9.3	0
RP11-775H9.2	0
RP11-775H9.1	0
TERF1P3	0
RP11-625B21.1	0
RP11-138I17.1	0
RP11-785F11.1	0
SERF1AP1	0
STMN1P2	0
RPS23P2	0
PCDH18	1.39188
LINC02172	0.702969
RP13-884E18.2	0
RP13-884E18.4	0
RP11-793B23.1	0
LINC00616	0
SLC7A11-AS1	0.0346388
RP11-733C7.1	0
LINC00498	0.0463997
LINC00499	2.11148
LINC00500	0.45839
RP11-310A13.2	0
RP11-173E2.1	0.0584969
RP11-173E2.2	0.0219014
RP11-98O2.1	0.0453688
RP11-371F15.3	0
RP11-577B7.1	0
NOCT	1.21394
RNU6-531P	0
RN7SL382P	0
PPP1R14BP3	0.962759
Metazoa_SRP	0
RN7SL311P	0
Y_RNA	0
RNU6-506P	0
RNU6-1074P	0
MGARP	2.75686
NAA15	4.12371
RNU6-1214P	0
RP11-83A24.2	0.827795
RP11-83A24.1	0.0383913
ACA64	0
RAB33B	2.78533
FTH1P24	0
RP11-342I1.2	0.160874
RP11-308D13.3	0
MGST2	4.95638
RN7SKP237	0
H3F3AP6	0.177159
MAML3	1.05233
RN7SKP253	0
RP11-392B6.1	0
SCOC-AS1	1.40165
NDUFB4P9	0
RPL14P3	0.237577
CLGN	1.68471
MGAT4D	0.0128137
RP11-542P2.2	0
ELMOD2	3.91506
UCP1	0
RN7SL152P	0
RP11-5K16.3	0
TNRC18P1	0.0250851
RNY1P14	0
RP11-102N12.2	0
RP11-102N12.3	0.411186
Y_RNA	0
RNF150	4.56196
RP11-586L23.1	0
RP11-362F19.1	0.0542978
RP11-362F19.2	0
RP11-362F19.3	0
RP11-208N20.1	0
IL15	0.235206
INPP4B	1.16916
RPL5P13	0
LSM3P4	0
RP11-223C24.2	0
RP11-223C24.1	0
RP11-284M14.1	0.386907
RP11-54P19.1	0
USP38	3.40483
RP11-364L4.3	0.277038
Y_RNA	0
MIR3139	0
RP11-364L4.1	0.290266
RPSAP36	0.144658
RP11-58H15.3	0
SMARCA5-AS1	0
GUSBP5	0.175277
FREM3	0.0179042
RP13-578N3.3	0.100011
RP11-780M14.1	0
GYPE	0.137223
RP11-673E1.3	0.361647
RP11-673E1.1	0.151452
RP11-673E1.4	0.0289296
GYPB	0
GYPA	0.0829422
RP11-361D14.2	0
KRT18P51	0
HHIP-AS1	2.7972
HHIP	2.73324
HSPD1P5	0.013934
RP13-539F13.3	0
RP13-539F13.2	0
ANAPC10	4.19613
RN7SKP235	0
Y_RNA	0
RPS23P4	0
RP11-142A22.4	0.0475006
RTN3P1	0.267786
RP11-142A22.3	0.205507
NMNAT1P4	0
SMAD1	4.4266
SMAD1-AS2	0
SMAD1-AS1	0
RP11-557J10.5	0
MMAA	1.34962
NCOA4P3	0
RP11-557J10.4	0.0313807
C4orf51	0
RP11-181K12.1	0.0386813
RP11-181K12.2	0.0300899
Y_RNA	0
RP11-203B7.2	0
RP11-203B7.1	0
LINC01095	0
LSM6	3.05442
RP11-6L6.4	0.430514
RP11-6L6.2	0.306206
RP11-6L6.6	0
RP11-6L6.7	0
SLC10A7	0.969359
MIR7849	0
RNU1-44P	0
POU4F2	0
TTC29	0.14635
RP11-292D4.2	0
RP11-292D4.1	0
RP11-292D4.3	0
RP11-292D4.4	0
MIR548G	0
RP11-364M6.1	0
PRMT5P1	0
EDNRA	1.63123
RP11-752L20.3	0.0731174
GTF2F2P1	0
RP11-752L20.5	0
RP11-425A23.1	0.11433
PRMT9	3.33823
ARHGAP10	2.41102
RNA5SP165	0
MIR4799	0
RN7SL254P	0
RP11-315D13.1	0
RP11-76G10.1	0
ASS1P8	0
RNA5SP166	0
RP11-503L19.1	0
ATP5LP4	0
RP11-360A10.1	0
CTB-191D16.1	0
RNU7-197P	0
RP11-563M4.1	0.24817
RP11-342A1.1	0
RP11-24I21.1	0.0405955
RP11-526A4.1	0
RP11-707F2.1	0
AKIRIN2P1	0
RNA5SP167	0
RNU6-1230P	0
RP11-423J7.1	0
RNU7-194P	0
LRBA	2.94704
RP11-174F8.1	0
RP11-1336O20.2	0
MAB21L2	0.0886364
ZBTB8OSP1	0
RNA5SP168	0
AK4P6	0
SNORD73B	0
SNORD73A	0
RP11-372K14.2	1.59513
RP11-731D1.1	0
PRSS48	0.0748972
RP11-731D1.3	0
RNU6-1282P	0
RP11-731D1.4	0
RP11-610P16.1	0
FAM160A1	0.0440163
RN7SKP35	0
RP11-164P12.4	0
RP11-164P12.5	0.813307
RP11-164P12.3	0.288041
RP11-424M21.1	0
RP11-503L23.1	0
RP11-73G16.3	0
RP11-73G16.2	0
RP11-73G16.1	0.0205195
RNA5SP169	0
RP11-18H21.1	0.0353549
RP11-18H21.2	0
RP11-18H21.3	0
RN7SL446P	0
RP11-461L13.4	0
RP11-461L13.5	0.162068
RP11-461L13.3	0.544208
FBXW7-AS1	0
MIR3140	0
DKFZP434I0714	2.01616
RP11-555K12.1	0.111196
RP11-555K12.2	0
TMEM154	0.156715
RP11-768B22.2	0
TIGD4	0.525992
RP11-529H22.1	0
FAM192BP	0.263244
FHDC1	2.91375
RP11-285C1.2	0
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.169756
MND1	0.395032
RN7SL419P	0
KIAA0922	3.53756
RP11-153M7.3	0.12914
WDR45P1	0.13434
TLR2	1.89407
RP11-153M7.5	0
SFRP2	2.08162
RP11-290O12.2	0.0353238
DCHS2	1.24754
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGB	0.0153721
FGA	0.00678807
FGG	0.024231
LRAT	1.19188
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0.0165896
RNU2-66P	0
RNU2-44P	0
AC097467.2	0
RP11-92A5.2	0.0469706
NPY2R	0.0825281
RP11-27G13.1	0
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0.0671928
GUCY1A3	4.29118
ASIC5	0
TDO2	0.0321179
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
PDGFC	3.01249
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
RNU6-582P	0
RP11-392C20.1	0
RP11-364P22.1	0
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0.0916004
RP11-597D13.9	0.59928
NUDT19P5	0
RP11-597D13.7	4.78537
RXFP1	0.440926
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
C4orf46	1.45315
U3	0.707336
RNU6-128P	0
C4orf45	0.0258985
SNORD39	0
RP11-815N9.2	0.0550174
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0
RPS14P7	0
RP11-234O6.2	0.0170506
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.0355716
NAF1	2.95182
RP11-719L21.1	0
NPY5R	2.05438
RPL35AP12	0
TKTL2	0.0308933
TMA16	4.09476
MARCH1	3.14226
RP11-218F10.3	0.692619
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0326166
ANP32C	0.103755
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0
RNU6-668P	0
APELA	0
TRIM60P14	0
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0
NACA3P	0.437676
RP11-366M4.8	0
TRIM61	0.33414
FAM218A	2.21211
RP11-366M4.11	0.798202
RP11-366M4.12	0
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0
TRIM75P	0
TMEM192	3.85509
RNU4-87P	0
GK3P	0.0149263
MIR578	0
HADHAP1	0.264777
SCGB1D5P	0
NOL8P1	0
RP11-511B7.1	0
LINC01179	0
TLL1	0.227194
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
RN7SKP188	0
RP11-521F1.1	0
RP11-310I9.1	0
ANXA10	0
DDX60	1.75949
DDX60L	0.859846
SNORA51	0
BTF3L4P4	0
RP11-610J23.1	0
RNU6-1336P	0
RPL9P16	0
RP11-635L1.3	0.420093
RP11-635L1.2	0.179405
RNU6-853P	0
RNY4P17	0
RP11-483A20.3	0
RPL6P12	0
RP11-327O17.2	0
PTGES3P3	0.625819
RP11-205M3.1	0
RP11-205M3.3	0.0469634
RP11-6E9.5	0
RP11-6E9.4	0.151719
APOBEC3AP1	0
RP11-654F3.1	0
LINC01612	0
RP11-789C1.2	0
RP11-796L2.1	0
HSP90AA6P	0.0592989
RP11-322J23.1	0
RP11-213L8.1	0
RNU6ATAC13P	0
RP11-344G13.1	0
RP11-344G13.2	0
RP11-384D10.1	0
MIR6082	0
RP11-717H13.1	0
RP11-97E7.1	0
LINC02174	0
GALNTL6	0.907014
RP11-485C11.1	0
RP11-10K16.1	0.841005
RN7SL253P	0
MIR548T	0
RP11-798M19.3	0
RP11-798M19.6	2.74531
RPL5P11	0.0558141
RNU6-1096P	0
RP11-489G11.3	0.0118411
HAND2	0.0202438
HAND2-AS1	0.00629101
RP11-475B2.1	0
MORF4	0.049901
RANP6	0
RP11-161D15.2	0
RP11-161D15.1	0
RP11-161D15.3	0
RP11-148L24.1	0.10436
RP11-248N22.1	0
RP11-248N22.2	0
CEP44	2.9893
RP11-51M24.1	0
MIR4276	0
HPGD	0.341545
RP11-440I14.2	0
RP11-440I14.3	0
RP11-440I14.4	0
GLRA3	0.40787
ADAM29	0.0255507
RP13-577H12.3	0
RP13-577H12.2	0
RP11-391J13.1	0
RP11-287F9.1	0
RP11-287F9.2	0
RP11-598D14.1	0
TSEN2P1	0
ADAM20P2	0
RP11-806K15.1	0.783149
RP11-598O12.1	0
MARK2P4	0
WDR17	4.88531
SNORA51	0
SPATA4	0.404768
ASB5	0.303758
RP11-87F15.2	0.0759193
RP11-313E19.1	0
RP11-313E19.2	0
VEGFC	1.78511
RP11-624A4.1	0
RP11-765K14.1	0
RN7SKP136	0
RP11-487E13.1	0
NEIL3	0.0145082
RP11-376O6.2	0
RP11-130F10.1	0.443791
RNA5SP172	0
RP11-140M13.1	0
LINC01098	0
LINC01099	0.0857921
RNU1-45P	0
RP11-84H6.1	0
RNA5SP173	0
SNORD65	0
RP11-296L20.1	0
RP11-404J23.1	0
RP11-774G5.1	0
NDUFB5P1	0
RP11-460H9.1	0
LINC00290	2.34838
RP11-665C14.1	0
RP11-665C14.2	0.722542
RP11-433O3.1	0
RP11-540E16.2	0
RN7SKP13	0
AC108142.1	0.340363
CCNHP1	0
TENM3	4.09911
RP11-402C9.1	0
MIR1305	0
RNU2-34P	0
RN7SKP67	0
RP11-18D7.3	0
RP11-18D7.2	0
RP11-188P17.2	0.80366
RP11-335L23.2	0
FAM92A1P2	0
RP11-335L23.4	0
RP11-335L23.5	0.0756549
WWC2-AS2	0.103462
WWC2	3.61843
WWC2-AS1	0
CLDN24	0
RP11-451F20.1	0.0325891
RP11-692E14.1	0
VTI1BP2	0.070009
RP11-367N14.2	0.2931
RP11-367N14.3	1.82658
RWDD4	4.21633
RNU6-479P	0
RNU6-335P	0
RNU6-1053P	0
RP11-499F19.3	0.153355
RP11-739P1.2	0.129564
RP11-739P1.3	0.0475335
RP11-616K6.1	0.11476
ENPP6	1.72174
RP11-162O12.1	0
RN7SL28P	0
MYL12BP2	0
RP11-290F5.2	0.033949
RP11-290F5.1	0.097562
SNORD79	0
RP11-326I11.5	2.43876
RP11-326I11.3	1.87018
RP11-326I11.4	1.07852
RP11-326I11.1	0
RP11-242J7.1	0
PRIMPOL	3.57234
CENPU	0.593615
SLED1	0.134652
RP11-701P16.2	0
MIR3945HG	0
MIR3945	0
LINC01093	0
RP11-701P16.3	0
MIR4455	0
RP11-517M22.1	0
RP11-386B13.4	0
HELT	0
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	3.26904
RP11-714G18.1	0.560891
Y_RNA	0
CCDC110	0.778049
RP11-279O9.4	1.17671
RP11-301L8.2	0.256676
RP11-626E13.1	0.157997
Y_RNA	0
RP11-45I20.1	0
RNU4-64P	0
TLR3	0.521536
SNORA31	0
RPSAP70	1.71644
ORAOV1P1	1.19766
FLJ38576	0.860805
KLKB1	4.65961
F11	0.0599607
F11-AS1	0.245062
SLC25A5P6	0
RNU6-1055P	0
MTNR1A	0
RP11-11N5.1	0
RP11-11N5.3	0
MRPS36P2	0
RP11-217E13.1	0
RP11-696F12.1	0
RP11-308K2.1	0
RP11-138B4.1	0
RP11-91J3.2	0
RP11-91J3.3	0
RP11-91J3.1	0
RP11-237D3.1	0
RP11-565A3.2	0
RP11-565A3.1	0
ADAM20P3	0
RP11-713C19.2	0
ZFP42	0
TRIML2	0.375259
RP11-713C19.1	0
RNU6-173P	0
TRIML1	0
RP11-366H4.3	0
RP11-366H4.1	0
RP11-219G10.1	0
ICE2P1	0
LINC01060	0
RP11-756P10.1	0
RP11-756P10.7	0
RNU7-192P	0
RP11-756P10.3	0.228765
RP11-756P10.6	2.46175
RP11-756P10.4	0
RP11-756P10.5	0
RP11-756P10.2	0
RP11-818C3.1	0
RP11-706F1.1	0
RP11-706F1.2	0
HSP90AA4P	0.0330547
LINC01262	0
RP11-462G22.2	0.127398
RNU1-51P	0
AF146191.4	0.125169
LINC01596	0
MLLT10P2	0
AF146191.8	0
TUBB7P	0.0382689
RNA5SP174	0
RNA5SP175	0
DUX4L9	0
FRG2	0
RARRES2P4	0
AGGF1P1	0
CLUHP4	0
DBET	0
DUX4L8	0
DUX4L7	0
DUX4L6	0
DUX4L5	0
DUX4L4	0
DUX4L1	0
DUX4L3	0
DUX4L2	0
DUX4	0
RPL23AP84	0
RP11-811I15.1	0
PLEKHG4B	0.0885481
Y_RNA	0
LRRC14B	0.430077
CTD-2083E4.7	1.51887
CCDC127	3.74144
CTD-2083E4.6	1.45224
CTD-2083E4.5	0.0718791
AHRR	0.355162
CTD-2228K2.2	0
CTD-2228K2.1	0
PP7080	4.52881
SLC9A3	0.768075
RP11-310P5.2	0
MIR4456	0
RP11-310P5.1	0.0109054
CEP72	2.28338
CTD-2589H19.6	0.510423
BRD9P2	2.02819
ZDHHC11	3.25523
SPCS2P3	0.0570152
TRIP13	0.319084
RP11-661C8.2	0
RP11-661C8.3	0
RP11-43F13.3	0.0363385
RP11-43F13.4	0.0559021
NKD2	1.05692
MIR4635	0
CTD-3080P12.3	0.0351073
SLC6A19	0
SLC6A18	0
TERT	0.594192
MIR4457	0
LINC01511	0.100306
MTCO2P32	0
RP11-325I22.3	0.0919278
SLC6A3	0.0141843
MIR6075	0
CTD-2245E15.3	0.264308
SDHAP3	3.6345
CTD-2012J19.3	0.248903
CTD-2012J19.2	0.40883
RP11-43F13.1	4.65303
CTD-2012J19.1	0.0606891
MIR4277	0
CTD-2587M23.1	0
CTD-2194D22.1	0
LINC02116	0
CTD-2194D22.5	0
IRX4	0.011236
CTD-2194D22.3	0
CTD-2194D22.4	0
RP11-259O2.1	0.302703
RP11-259O2.2	0
RP11-259O2.3	0
Y_RNA	0
RP11-24P24.1	0
LSINCT5	0
RP11-129I19.2	0
IRX2	0.192211
C5orf38	0.274327
RP11-692C23.1	0
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0
LINC01019	0
LINC02162	0
LINC01017	0
IRX1	0.766506
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0.0275091
ADAMTS16	0.0422679
CTD-2297D10.1	0
ALG3P1	0
MTCO1P30	0
MTCO2P30	0
MTCO1P31	0
CTC-471C19.1	0.0874336
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	0.554988
CTD-2195M18.2	0
LINC01018	1.49398
SRD5A1	4.47588
LINC02102	0.101221
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0.0264978
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0.18382
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0.12051
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0.797415
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
RP11-711G10.1	0.150819
FASTKD3	3.3957
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0.0664512
RP11-480D4.5	0
RP11-480D4.2	0.298875
RP11-480D4.6	0.625875
MIR4458HG	3.72317
RP11-480D4.4	0
RP11-480D4.7	0.0939912
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0.67142
RP11-315A16.4	0
LINC02199	0.423003
RP11-143A12.1	0
CTD-2215L10.1	0
SEMA5A	3.36978
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0
CTD-2201E9.2	0
SNHG18	1.73705
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0.157881
LINC02112	0.0363682
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.537786
CTD-2256P15.1	0.074264
CTD-2256P15.4	0.330378
CTD-2256P15.5	0.0783408
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0.0634913
CTD-2256P15.2	1.39117
ROPN1L-AS1	0
ROPN1L	0.866804
MIR6131	0
LINC01513	0.167705
RPL30P7	0.0780519
RP11-1C1.6	0
LINC02212	0.0255872
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B	4.83683
ANKRD33B-AS1	0
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	1.68787
CTD-2154B17.1	0
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0
DNAH5	0.247938
CTB-51A17.1	0
FAM105A	1.07291
CTD-2165H16.3	0
CCT6P2	0.00404589
EEF1A1P13	0.958534
CTD-2165H16.4	0.781218
OTULIN	2.04514
RBBP4P1	0.10981
MIR4637	0
CTB-40H15.4	0.346985
UQCRBP3	0
HNRNPKP5	0.33478
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	1.43817
RP11-19O2.1	0
RP11-19O2.2	0.0853002
NACAP6	0
LINC02150	0.0325755
RP1-167G20.2	0.0539819
RP11-260E18.1	0.0802337
CTC-461F20.1	0.0789921
Y_RNA	0
RNA5SP179	0
RPS26P28	0
RNU6-660P	0
CTD-2228A4.1	0.809312
Y_RNA	0
AC091878.1	0.29882
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	0.663761
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0.724828
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0.638857
RPL36AP21	0
SNORD81	0
RN7SL58P	0
LINC02100	0
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0.941836
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0
GUSBP1	2.4587
RP11-823P9.3	0.0818146
RP11-823P9.4	0
RP11-360I2.1	0.502953
RP11-804N13.1	0.0454508
CDH12	0.593688
HSPD1P1	0.137841
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
CTD-2234B20.1	0
CTD-2272G21.3	0
Y_RNA	0
CTD-2272G21.2	0
CTD-2272G21.1	0
PRDM9	0
CTD-2351A8.1	0
RP11-197O8.1	0
C5orf17	0
SNORA40	0
CTD-2138O14.1	0
Y_RNA	0
CTD-2015B23.2	0.149557
CTD-2074D8.1	0
Metazoa_SRP	0
CDH10	4.47777
RP11-116O11.1	0
RP11-116O11.2	0
RP11-12P19.2	0
BTG4P1	0
SNORD29	0
RP11-730N24.1	0
RP11-730N24.2	0
Y_RNA	0
RP11-549K20.1	0
LINC02211	0
RP11-192H6.2	0
RP11-184E9.2	0
RP11-184E9.3	0
CTD-2306M5.1	0
RP11-184E9.4	0
RNU6-374P	0
CTD-2026A21.1	0
MSNP1	0.0320302
RNU4-43P	0
RP11-351N6.1	0
CTD-2533K21.3	0
CTD-2533K21.2	0
CTD-2533K21.1	0
CTD-2533K21.4	0
CCNB3P1	0
CDH9	2.20934
RNU6-738P	0
CTD-3007L5.1	0
LINC01021	0
RP11-560A7.1	0
LINC02103	0
RNU6-909P	0
CTD-2134P3.1	0
CTD-2134P3.2	0
CTD-2269E23.3	0
LSP1P3	0
CTD-2269E23.2	0
CTD-2269E23.4	0
SUCLG2P4	0
SNORA18	0
RP11-42L13.2	0
RP11-42L13.3	0
LINC02109	0
LINC02064	0
CTD-2345H1.1	0
UBL5P1	0
CTD-2011G17.1	0
CTD-2057J6.2	0
CTD-2057J6.1	0
RN7SKP207	0
CTD-2351A16.1	0
HPRT1P2	0
RP11-136H13.2	0
RPL19P11	0
CTD-2127O16.2	0
RP11-152K4.2	0
CDH6	4.74948
DUX4L51	0.0861071
Y_RNA	0
CTD-2008E3.1	2.67738
RNU6-363P	0
RP11-5N11.2	0.0498661
RP11-5N11.1	0
RP11-5N11.3	0
RP11-5N11.4	0
RP11-5N11.5	0
RP11-5N11.6	0
RP11-5N11.7	0
RNU6-358P	0
CTD-2290C23.1	0.253269
RNU6-760P	0
CTD-2290C23.2	0
RPL5P14	0.0880627
TPT1P5	0.182608
CTD-2206G10.2	0.19382
MIR4279	0
CTD-2152M20.2	0.486123
Y_RNA	0
