Name	Liver
AURKAPS1	0.269574
XRCC6P3	0
RP11-302I18.1	0.0315529
RP11-302I18.3	0
RP11-410C4.5	0
RP11-410C4.1	0
RP11-410C4.2	0
PRELID3BP1	0
RP11-410C4.4	0
MARK1	0.203446
RN7SL464P	0
HDAC1P2	0
RNU6ATAC35P	0.515704
RP11-295M18.6	0.335494
LINC01352	0.0972525
HLX-AS1	0
RP11-453O22.1	0
C1orf140	0.0202956
RP11-103C3.1	0
RP11-103C3.2	0
LINC01655	0
RNU6-403P	0
RP11-815M8.1	0
RP11-400N13.2	0
LINC01705	0.0721328
RP11-400N13.1	0
QRSL1P2	0
RP11-358H9.1	0
CICP13	0
RP11-378J18.9	0.250794
RNU6-791P	0
RP11-378J18.10	0
HHIPL2	0.0866199
TAF1A	0.995299
TAF1A-AS1	1.34827
RP11-378J18.6	0.128697
RP11-378J18.8	0.561007
AIDA	4.26769
FAM177B	0.0403778
RP11-452F19.3	3.2646
DISP1	1.72596
NDUFB1P2	0
TLR5	0.689268
RP11-239E10.2	0
RP11-239E10.3	0
SUSD4	0.936026
RNU4-57P	0
CCDC185	0
CAPN8	0.150499
SNRPEP10	0
RNU6-1248P	0
PHBP11	0.250545
ACTBP11	0.105395
CICP5	0
RNU6-1319P	0
RP11-504P24.3	1.30082
RP11-504P24.9	0.280308
RP11-504P24.5	0
RN7SKP49	0
RP11-365O16.1	0.231887
SNORA72	0
RP11-365O16.3	0.0350779
RP11-365O16.6	0.337255
NVL	3.7409
MIR320B2	0
RP11-365O16.5	0
RNU6-1008P	0
CNIH4	4.31866
MIR4742	0
CNIH3	0.226035
AKR1B1P1	0
RP11-100E13.1	0
RP11-100E13.3	0
RP11-3L21.2	0
RP11-449J1.1	0
DNAH14	0.466816
RP11-496N12.6	0
RP11-496N12.9	0
ENAH	2.03792
RP11-145A3.1	0
RP11-145A3.2	0
RNU6-1304P	0
RP11-145A3.4	0
LEFTY1	0.39058
MIR6741	0
RP4-559A3.6	0
LEFTY2	0.0211335
NDUFA3P3	0
RP11-396C23.4	0.1802
LINC01703	0.159911
RP11-396C23.3	0
ACBD3-AS1	0.0662671
RP11-275I14.2	0
MIXL1	0
LIN9	0.417292
YBX1P9	0
RP11-125A15.3	0
RP11-118H4.3	0
RP11-118H4.1	0
RN7SKP165	0
CDKN2AIPNLP1	0
STUM	0.104535
ITPKB	1.30701
ITPKB-IT1	0
ITPKB-AS1	0
RPS27P5	0
RP5-1087E8.2	0
RP11-1B20.1	0.0356673
RP11-211A18.2	0
RP11-211A18.1	0
LINC01641	0
NUCKS1P1	0
BTF3P9	0
RP11-275O4.4	0
FAM166AP5	0
TUBB8P10	0
TUBB8P9	0
FAM166AP4	0
RNA5SP77	0
ZNF678	0.732595
RP4-566D2.1	0
ZNF847P	0
SNAP47-AS1	0.0450655
PRSS38	0
WNT9A	0.148069
MIR5008	0
CICP26	0
SEPT14P17	0
WNT3A	0
RP5-881P19.7	0.0331449
C1orf35	4.72088
FAM96AP2	0
RP11-520H14.7	0.158519
RP11-520H14.1	0
GJC2	0.323877
IBA57-AS1	0.192094
IBA57	1.88207
C1orf145	0.095706
OBSCN	0.429409
RP5-1139B12.2	0.0200852
RP5-1139B12.3	0
RP5-1139B12.4	0.0473066
RP11-245P10.6	0
TRIM11	2.1149
RP11-245P10.4	0
TRIM17	0.0719044
HIST3H3	0
RPL23AP15	0
HIST3H2A	0.47912
HIST3H2BB	0.0504803
MIR4666A	0
HIST3H2BA	0
RP5-915N17.11	0.0239684
BTNL10	0
RNA5SP19	0
RNA5SP162	0
RNA5S1	0
RNA5S2	0
RNA5S3	0
RNA5S4	0
RNA5S5	0
RNA5S6	0
RNA5S7	0
RNA5S8	0
RNA5S9	0
RNA5S10	0
RNA5S11	0
RNA5S12	0
RNA5S13	0
RNA5S14	0
RNA5S15	0
RNA5S16	0
RNA5S17	0
RNA5SP18	0
DUSP5P1	0
SNORA51	0
FTH1P2	1.07003
RP4-799G3.1	0
RP4-799G3.2	0
RP5-1065P14.3	0
ISCA1P2	0
RP5-1065P14.2	0.314315
RP5-1061H20.5	0
TMEM78	0
RP5-1061H20.4	0.625226
RP5-1061H20.3	0
RP4-803J11.2	0.263155
CCSAP	1.17009
RNU6-180P	0
RN7SKP276	0
RP5-1068B5.1	0
ACTA1	1.96674
NUP133	4.77675
RP4-613A2.1	0
RNU4-21P	0
RNA5SP78	0
HMGN2P19	0
TAF5L	4.91481
URB2	1.39083
RP11-108F13.2	0.0428983
HMGB1P26	0
LINC01682	0
LINC01736	0.0740757
RP5-956O18.2	0.279255
PGBD5	1.18844
RP4-553F17.1	0
LINC01737	0
RP11-543E8.2	0
CAPN9	0.0225983
RP11-99J16__A.2	0
RNA5SP79	0
RP5-858B6.1	0
RP5-858B6.3	0.0945777
RN7SL837P	0
FAM89A	3.65854
RP11-423F24.3	0.286988
RP5-1097F14.1	0
TRIM67	0.0426651
RP5-1097F14.3	0
C1orf131	3.4342
RNA5SP80	0
EXOC8	3.70488
SPRTN	1.54471
SNRPD2P2	0
RP11-295G20.2	4.09775
LINC00582	0.0396344
DISC1	0.239864
RNU5A-5P	0
DISC2	0
DISC1-IT1	0
RP5-865N13.2	0
RP5-865N13.1	0
RP11-284L19.1	0
RN7SL299P	0
SIPA1L2	2.11012
RNU6-1211P	0
LINC01745	0
LINC01744	0.0559692
MAP10	1.29624
RNU1-74P	0
RP4-659I19.1	0
NTPCR	1.58583
PCNX2	0.236682
RPS7P3	0.0929126
RP5-862P8.3	0
MAP3K21	1.87651
RNU4-77P	0
KCNK1	3.3536
MIR4427	0
RP11-301G21.1	0
SLC35F3	0.0247436
RAC1P7	0
RP4-799P18.2	0
RP4-799P18.4	0
RP4-799P18.3	0
RP4-799P18.5	0
MIR4671	0
RP5-827C21.1	0.0907601
RP5-827C21.2	0
RP5-827C21.6	0.177449
RP5-827C21.4	2.2512
TARBP1	3.97679
LINC01354	0.169303
RP5-855F14.2	0
U8	0
LINC00184	0
RP4-781K5.9	0
RP4-781K5.4	0.0163041
RP4-781K5.5	0
RP4-781K5.6	0.137071
RP4-781K5.7	0.445784
LINC01132	0.0820779
RP11-400F1.1	0
RNY4P16	0
RN7SL668P	0
RP11-443B7.2	0
RP11-443B7.1	1.50922
RP11-443B7.3	0
RP4-597N16.1	0
RP4-597N16.4	0.174486
SNORA14B	0
RBM34	0.93648
MIR4753	0
RPL23AP23	0
GGPS1	4.36889
RP11-382D8.3	0.114744
RP11-382D8.5	0
RPS21P1	0
B3GALNT2	0.905839
MTCYBP14	0
MTND6P14	0
MTND5P19	0
MTND4P10	0
MTND4LP21	0
MTND3P8	0
MTCO3P46	0
GNG4	0.0220113
RP11-293G6__B.8	0
RP11-365D9.1	0
LYST	1.96734
LDHAP2	0.471638
LYST-AS1	0
MIR1537	0
RNU6-968P	0.216811
RP5-940F7.2	0.0918858
RP4-580N22.2	0.591865
Y_RNA	0
RP4-764D2.1	0
RNU2-70P	0
RP11-478H16.1	0
EDARADD	0.0594471
LGALS8-AS1	0.122751
RP11-385F5.5	1.27439
RP11-385F5.4	2.25004
HEATR1	3.2324
ACTN2	0.203601
MTR	4.32599
RPSAP21	0
RPL35P1	0.462862
MT1HL1	0.205198
RYR2	0.0685267
RN7SKP195	0
MIR4428	0
SNORA25	0
RP11-193H5.1	0
ZP4	0
RP11-193H5.9	0
RP11-193H5.8	0
RP11-193H5.7	0
MTRNR2L11	0
MTCYBP15	0
MTND6P15	0
MTND5P18	0
YWHAQP9	0
RP11-136B18.1	0
RP11-136B18.2	0
RNU6-725P	0
LINC01139	0.0405741
RP11-177F15.1	0
KRT18P32	0
MIPEPP2	0
RP11-307O1.1	0
RP11-544D21.2	0
CHRM3	0.103994
CHRM3-AS2	0.148034
CHRM3-AS1	0
RP11-35L17.3	0
RP11-438O11.1	0
RPS7P5	0
FMN2	0.00896249
RP11-567G24.1	0.0218972
Y_RNA	0
ADH5P3	0
RP11-567G24.3	0
Y_RNA	0
RP11-177F11.1	0
RP11-467I20.2	0.106933
RP11-467I20.4	0
RP11-467I20.6	0
RP11-467I20.3	0
RNU5F-8P	0
RP11-467I20.5	0
Y_RNA	0
RP11-80B9.4	0
RP11-80B9.1	0
THAP12P8	0
RGS7	0.022693
RFKP1	0
HNRNPA1P42	0
RP11-435F13.2	0
MIR3123	0
RP11-306K13.1	0
RP11-527D7.1	0
OPN3	2.81147
CHML	1.06494
WDR64	0.0266797
RP11-553N16.1	0
EXO1	0.0693422
RPL23AP20	0
BECN2	0
CFL1P4	0
MAP1LC3C	0.0574524
TUBB8P6	0
FAM166AP1	0
PLD5	0.0184965
RP11-561I11.4	0
RN7SKP12	0
RP11-561I11.3	0
RP11-513D4.3	0
RPL10AP5	0
RP11-513D4.1	0
RP11-435I3.1	0
RSL24D1P4	0
RP11-498M14.1	0
RP11-498M14.2	0
RP11-331N16.1	0
RP11-261C10.1	0
LINC01347	0
SEPT14P21	0
RP11-261C10.8	0
RP11-261C10.7	0.409899
LINC01347	0.298554
RNU6-747P	0
CEP170	1.78746
RP11-261C10.5	0.311936
RP11-261C10.4	0
SDCCAG8	2.93598
FCF1P7	0.0355344
MIR4677	0
AKT3	1.32599
RP11-269F20.1	0.0565785
FABP7P1	0
RP11-370K11.1	0
AKT3-IT1	0
RP11-278H7.1	0.024296
RP11-278H7.5	0
RP11-278H7.4	0
RN7SL148P	0
RP11-278H7.3	0.0876876
C1orf100	0.0648109
RP11-518L10.5	0
TGIF2P1	0
C1orf101	0.427904
CYCSP5	0
RP11-173A6.2	0.116699
RP11-173A6.4	0
RP11-173A6.3	0
COX20	1.55135
RP11-11N7.4	0
RN7SKP55	0
RNU6-947P	0
RP11-156E8.1	0.266307
EFCAB2	2.0447
RNU6-1089P	0
RNU6-999P	0
RNU1-132P	0
KIF26B	0.0948092
RP11-62I21.1	0
DNAJC19P8	0
RP11-522M21.2	0
RP11-522M21.3	0
SMYD3	1.02296
RP11-83A16.1	0
RP11-36N20.1	0
CHCHD4P5	0
RNU6-1283P	0
SMYD3-IT1	0
Y_RNA	0
RP11-690C23.4	0
LINC01743	0
RP11-690C23.5	0
RP11-690C23.3	0
RP11-1086F11.1	0.0158531
RP11-452J6.2	0
RP11-439E19.9	0.345216
RP11-439E19.7	0
RP11-439E19.6	0.0810489
KIF28P	0.170626
RP11-439E19.10	0.836887
LINC01341	1.32356
RP11-397A15.4	0
SNORA25	0
AHCTF1	4.99962
ZNF695	0
RP11-551G24.3	0
ZNF670	1.06614
RP11-551G24.2	0
RP11-107G24.3	0
ZNF669	0.726831
C1orf229	0.151443
FGFR3P6	0
ZNF124	0.534114
RP11-488L18.6	0.107616
RP11-488L18.3	0.0626748
RNA5SP82	0
RP11-488L18.8	0
RP11-488L18.1	0
VN1R17P	0
VN1R5	0
Y_RNA	0
ZNF496	1.81901
NLRP3	0.246078
OR2B11	0
OR2W5	0
GCSAML	0.0221683
GCSAML-AS1	0
OR2C3	0
RP11-978I15.10	0
OR2G2	0
OR2G3	0
U6	0
OR14L1P	0
RP11-634B7.4	0
OR3D1P	0
OR13G1	0
RP11-634B7.5	0
OR6F1	0
OR14A2	0
OR14K1	0
OR1C1	0
OR9H1P	0
OR14A16	0
HSD17B7P1	0
OR6R1P	0
OR11L1	0
TRIM58	0.0980253
OR2W3	0.0585954
OR2T8	0
OR2AJ1	0
CLK3P2	0
OR2X1P	0
OR2L8	0
OR2AK2	0
OR2L9P	0
OR2L1P	0
Y_RNA	0
OR2L6P	0
OR2L5	0
Y_RNA	0
OR2L2	0
Y_RNA	0
OR2L3	0
OR2T32P	0
OR2L13	0
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	0
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T7	0
OR2T2	0
OR2T3	0
RP11-407H12.8	0
OR2T5	0
OR2AS2P	0
OR2G6	0
RP11-438F14.3	0
OR2AS1P	0
OR2T29	0
OR2T34	0
OR2T10	0
Y_RNA	0
RP11-438F14.10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
XX-CR54.1	0
WI2-2118C23.2	0
LYPD8	0.0161697
AL672296.1	0
AL672294.1	0
PGBD2	3.2713
RNU6-1205P	0
RPL23AP25	0.353353
AC079779.7	0
SH3YL1	1.55686
ALKAL2	1.0494
AC079779.4	0
AC079779.5	0
RP11-356M6.1	0
LINC01865	0
AC105393.1	0
AC105393.2	0
LINC01874	0
RP11-625N16.1	0
LINC01875	0
AC093326.3	0
AC092159.2	0
RP11-455F15.1	0
AC092159.3	0
AC116609.1	0
LINC01115	0
AC116609.3	0
AC116609.2	0
LINC01115	0
LINC01939	0
AC113607.3	0
AC116614.1	0
SNTG2	0
AC114808.3	0
AC114808.2	0
AC108462.1	0
TPO	0.0797581
AC144450.1	0
AC141930.3	0
AC141930.2	0
AC144450.2	0
PXDN	4.79649
MYT1L	0.0114772
RP11-755H23.1	0
AC093390.1	0
MYT1L-AS1	0
AC018685.1	0
AC018685.2	0
AC011995.1	0
AC011995.3	0
LINC01250	0.0106149
AC019118.3	0
AC019118.4	0
TSSC1	3.95525
TSSC1-IT1	0.189886
TRAPPC12-AS1	1.14467
RP11-1293J14.1	2.54067
AC142528.1	0.387404
AC108488.4	2.49569
RNASEH1	4.75206
RNASEH1-AS1	2.38268
AC010907.2	0.102658
TMSB4XP2	0.136004
ALLC	1.70015
GAPDHP48	0.100012
AC010907.5	0
DCDC2C	0
LINC01304	0
AC012445.1	0
NPM1P48	0
LINC01249	0
SNORA31	0
RNU6-649P	0
AC073143.1	0
AC107057.1	0
LINC01248	0
AC108025.2	0
SOX11	0
AC010729.1	0
AC010729.2	0
LINC01810	0
LINC01105	0
MIR7158	0
AC017053.1	0
LINC01247	0
PIK3CDP1	0
LINC01824	0
MIR7515HG	0
LINC00487	0.105869
NRIR	0.432934
CMPK2	1.00351
RSAD2	0.528433
RP11-439M11.1	0
RNF144A-AS1	0.0314651
RNF144A	0.606148
AC019048.1	0
RN7SKP112	0
RP11-557L19.1	0
AC010904.1	0
AC013460.1	0
RNU6ATAC37P	0
AC092580.3	0
LINC01871	0.809812
AC092580.2	0
AC092580.1	0
AC007463.2	0
LINC00298	0.0599287
LINC00299	0.327054
U91324.1	3.61094
AC011747.3	0.133674
LINC01814	0.153799
AC011747.6	0.0896155
SNRPEP5	0
ID2-AS1	0.743172
KIDINS220	4.71851
MBOAT2	0.438713
HMGB1P25	0
RPL30P3	0
RP11-734K21.2	0
RP11-734K21.5	0
RP11-734K21.3	0
RP11-734K21.4	0
ASAP2	0.699282
EIF1P7	0
ADAM17	2.15341
RP11-400L8.2	0.181972
RP11-214N9.1	0.612845
Y_RNA	0
RP11-521D12.1	0
RP11-521D12.2	0
RNU4-73P	0
RP11-521D12.4	0
RP11-521D12.5	0
TAF1B	1.45822
RP11-95D17.1	1.1743
AC010969.1	0.350358
RP11-254F7.1	0.232417
RP11-254F7.3	0
CYS1	0.663137
AC104794.4	0
SNORA26	0
RP11-254F7.4	0.170685
RRM2	0.537272
C2orf48	0.117412
SNORA2	0
MIR4261	0
RN7SL66P	0
SNORA51	0
SNORA80B	0
RP11-320M2.1	0.959249
AC007249.3	1.4971
AC092687.5	0
RN7SL832P	0.219636
AC092687.3	0
ATP6V1C2	1.81518
RNU7-138P	0
RP11-791G15.2	0.679672
RNU7-176P	0
AC092687.4	0
RP11-245G13.1	0
LINC01954	0
KCNF1	0.0220821
RP11-345J13.1	0
AC062028.1	0.0117015
C2orf50	0
PQLC3	4.94256
RNU6-1081P	0
AC018463.4	0
AC018463.5	0
AC099344.2	0
AC099344.3	0
LINC00570	0.154411
E2F6	3.66131
GREB1	0.735828
RNA5SP84	0
MIR4429	0
RNU2-13P	0
RNA5SP85	0
RN7SL674P	0
NTSR2	0
AC110754.3	0
RP11-494G9.1	0
AC106875.1	0
AC012456.3	0.03168
AC012456.4	0.0682113
MIR548S	0
MIR4262	0
MIR3681HG	0
SNORD18	0
MIR3681	0
RNU6-843P	0
AC096559.2	0
RP11-333O1.1	0
MIR3125	0
AC064875.2	0.0338449
AC092635.1	0
LINC00276	0
AC016730.1	0
RNU6-1288P	0
Metazoa_SRP	0
AC011897.2	0
FAM84A	0.438252
AC068286.1	0
NBAS	3.99022
RP11-32P22.1	0
AC008278.2	0
AC008278.3	0
LINC01804	0
AC113608.1	0
RNU5E-7P	0
RP11-120J4.1	0
snoU13	0
MYCNUT	0
MYCNOS	0
MYCN	0.133618
RN7SL104P	0
AC010145.4	0
GACAT3	0
AC142119.1	0
WI2-2221J1.1	0
SNORA40	0
AC010745.1	0
AC010745.2	0
AC010745.3	0
AC010745.4	0
AC010880.1	0
AC104623.2	0
RP11-542H15.1	0
FAM49A	1.28508
AC008069.1	0
AC008069.2	0
LINC01866	0
RN7SKP168	0
ZFYVE9P2	0
PSMC1P10	0
RAD51AP2	0.126035
VSNL1	2.70726
GEN1	2.7718
MSGN1	0
KCNS3	1.59819
SNORA40	0
RP11-111J6.2	0.36653
NT5C1B	0.287501
RNU6-1215P	0
AC106053.1	0
LINC01376	0.144307
MIR4757	0
OSR1	0.190957
AC010096.1	0
LINC01808	0
AC019055.1	0
CISD1P1	0
LINC00954	0.0939404
TTC32	3.36999
RP11-79O8.1	0.103483
WDR35	1.11509
AC079145.4	0.0535804
MATN3	0.034582
RP11-644K8.1	0.0500918
AC098828.2	0.0906802
AC098828.3	0
RN7SL140P	0
RNU6-961P	0
AC007041.2	0.0555365
RNU7-113P	0
SLC7A15P	0
RNA5SP86	0
AC023137.2	0
Y_RNA	0
AC012065.4	0
RP11-130L8.3	0.345846
HS1BP3	4.47309
AC012065.5	0
GDF7	3.5564
LDAH	4.82658
AC012361.1	0
AC010872.1	0.577202
TDRD15	0.483389
RP11-79J24.1	0
AC067959.1	0.225187
AC011752.1	0.027527
NUTF2P8	0
AC009411.2	0
AC009411.1	0
LINC01822	0
RN7SL117P	0
LINC01830	0
AC068490.1	0
AC068044.1	0
AC099799.1	0
RNA5SP87	0
AC096570.2	0
LINC01884	0
RN7SKP27	0
AC016768.1	1.93943
AC012506.1	0
AC012506.2	0
AC012506.3	0
AC012506.4	0
KLHL29	1.04834
AC011239.1	0
AC011239.2	0
RP11-557N21.1	0.062458
ATAD2B	2.06188
PGAM1P6	0
AC066692.3	0
UBXN2A	2.34273
SDHCP3	0
RN7SL610P	0
MFSD2B	0.0802883
WDCP	2.83131
RNU6-370P	0
FKBP1B	3.47183
FAM228B	0.742779
PFN4	0.302015
AC008073.7	0.0211807
FAM228A	0.132164
AC008073.9	0.0435676
AC009228.1	0
SCARNA21	0
HMGN2P20	0
RPL36AP13	0
RNA5SP88	0
RNU6-936P	0
CENPO	1.47413
ADCY3	1.26767
RP11-443B20.1	0.402389
DNAJC27	1.48791
AC013267.1	0
SNORD14	0
DNAJC27-AS1	0.175904
Y_RNA	0
EFR3B	0.083507
RN7SL856P	0
SUCLA2P3	0
POMC	1.61565
LINC01381	0
DNMT3A	2.11609
MIR1301	0
AC012074.2	0.0835366
DTNB	2.41617
AC104699.1	0
Y_RNA	0
ASXL2	2.02225
TPM3P7	0
PTGES3P2	3.70618
AC010150.1	0.0629824
NDUFB4P4	0
KIF3C	0.321571
UQCRHP2	0
TRMT112P6	0.105555
RNU6-942P	0
RP11-214J9.1	0.0773334
AC011742.3	0
SMARCE1P6	0.0638859
AC011742.5	0
PPIL1P1	0
GAREM2	0.136047
ADGRF3	0.107218
DRC1	0.024765
OTOF	0.0228542
C2orf70	0
CIB4	0
AC015977.6	0
AC015977.5	0
KCNK3	0.279457
CENPA	0.109391
CDKN2AIPNLP2	0
DPYSL5	0.010477
AC013472.4	0
AC013472.3	0.0201191
AGBL5	3.17153
AGBL5-AS1	0
RP11-503P10.1	0.192083
AGBL5-IT1	0.562465
RP11-195B17.1	0.64991
CGREF1	3.11585
ABHD1	2.56354
PRR30	0.0124054
TCF23	0.0186052
AC013403.13	0
SLC30A3	0.0536379
DNAJC5G	0
TRIM54	0.0921433
UCN	3.68106
GTF3C2-AS1	0.202138
AC074117.10	4.98435
FTH1P3	0.338683
IFT172	3.01534
AC074117.13	0
RNU6-986P	0
C2orf16	0.364015
CCDC121	1.12065
SNORA36	0
LINC01460	0
RP11-674I16.1	0
MIR4263	0
RP11-674I16.2	0
uc_338	0
AC093690.1	0.19104
FLJ31356	0.0196217
RP11-373D23.2	2.56447
RP11-373D23.3	0.247394
AC104695.4	0
PLB1	0.185974
SNRPGP7	0
AC074011.2	0
RNA5SP89	0
AC097724.3	0.40748
SPDYA	0.225794
RP11-713D19.1	0
TRMT61B	4.85379
SNORD92	0
SNORD53	0
Y_RNA	0
SNORD53_SNORD92	0
TOGARAM2	0.114714
Y_RNA	0
C2orf71	0
AC105398.3	0
CLIP4	1.50983
ALK	0.010425
RN7SL516P	0
AC106870.1	0
AC106870.2	0
AC016907.3	0.0216383
AC016907.2	0
SNORA64	0
AC104698.2	0
LINC01936	0.0298476
RP11-182E7.1	0
LCLAT1	1.66457
RP11-523J2.1	0
CAPN13	0.0272863
AC092569.2	0
GALNT14	0.189968
AC009305.1	0
CAPN14	0.0516907
RNA5SP90	0
EHD3	3.24244
AL121657.4	0
AL133247.2	0.0568008
AL133247.3	0
LINC01946	0
KRT18P52	0
AK2P2	0
RP11-1057B6.1	0.14786
MEMO1	1.00494
CTC-336P14.1	0.744314
SPAST	3.70018
RP11-563N4.1	0.24192
SLC30A6	4.50058
DDX50P1	0.224868
RNU6-647P	0
NLRC4	0.660055
AL133245.2	0.0274663
BIRC6-AS1	0
AL133243.1	0.603386
AL133243.2	0.621414
MIR558	0
AL133243.3	0.112079
BIRC6-AS2	0.1156
AL133243.4	0.0289702
TTC27	3.68672
MIR4765	0
LINC00486	0
AL121656.5	0
Y_RNA	0
LTBP1	4.03749
AL133244.1	0
RNA5SP91	0
RNA5SP92	0
MIR4430	0
RASGRP3	1.4387
AC020594.5	0.880906
ATP6V0E1P3	0
HNRNPA1P61	0
LINC01317	0
MYADML	0
SLC25A5P2	0
LINC01318	0
AC073218.1	0
LINC01320	1.17949
RP11-529E15.1	0
AC073218.3	0.185257
AC012593.1	0
RN7SL602P	0
AC019064.1	0
AC013442.1	0
MIR548AD	0
RNU6-1117P	0
AC083939.1	0
MRPL50P1	0
AC009414.1	0
RP11-490M8.1	0.904752
CRIM1	3.42716
RP11-78I14.1	0
RP11-294L11.1	0
VIT	0.0213523
RP11-288C18.1	0.362805
STRN	2.90256
RNU6-577P	0
GPATCH11	2.69372
EIF2AK2	3.82633
AC007899.3	0
SULT6B1	0
AC007390.4	0
RP11-423P10.2	0.722911
PRKD3	3.95591
AC007391.2	0.0478681
RNU6-939P	0
QPCT	0.537918
RNU6-1116P	0
AC006369.2	0.183957
CDC42EP3	1.78827
AC006369.3	0
AC010878.3	0.0236187
LINC00211	0.0194166
RMDN2	3.31367
RMDN2-AS1	0.0636165
CYP1B1	2.5965
CYP1B1-AS1	0.13351
RP11-314C9.1	0
AC009229.6	0
RNU6-951P	0
RP11-314C9.2	0
AC009229.5	0
RPL7P12	0
GAPDHP25	0
AC016995.3	0.05046
LINC01883	0
RP11-541E12.1	0
HNRNPLL	3.1454
AC011247.3	0
AC074366.3	0
GEMIN6	3.46986
TTC39DP	0
AC018693.5	0
DHX57	2.36812
ASS1P2	0.820037
AC018693.6	0
RNU6-851P	0
ARHGEF33	0.115193
RN7SL96P	0
RP11-173C1.1	0.0907757
SOS1-IT1	0.632737
RNU6-198P	0
HSPE1P13	0
Y_RNA	0
CDKL4	0.0299332
SNORA67	0
RP11-449G16.1	0.263587
AC007246.3	1.57426
TMEM178A	4.27906
THUMPD2	3.98583
SLC8A1-AS1	0
AC007253.1	0
SLC8A1	0.210884
LINC01794	0
HNRNPA1P57	0
LDHAP3	0.111059
AC009413.2	0
Y_RNA	0
RNU4-63P	0
LINC01913	0
LINC01914	0.113374
C2orf91	0.00254213
AC013480.2	0
AC083949.1	0
SNORD75	0
KCNG3	0
VDAC1P13	0
AC025750.5	0
MTA3	2.16168
Metazoa_SRP	0
AC025750.7	0
AC074375.1	0
RNU6-137P	0
FTOP1	2.92843
AC098824.6	0
AC016735.1	0.310283
LINC01819	0.0338704
AC016735.3	0
RNU6-242P	0
AC093609.1	0.407464
LINC01126	0.572546
AC010883.5	2.54625
THADA	2.14231
RNU6-958P	0
RN7SL531P	0
Y_RNA	0
PLEKHH2	1.07246
C1GALT1C1L	0.0872407
AC011242.5	0
RN7SKP66	0
DYNC2LI1	2.13546
RNU6-1048P	0.23999
RN7SL455P	0
AC019129.1	0.113329
RNU6-566P	0
PDSS1P2	0
RP11-559M23.1	0
RPL12P19	0
SLC3A1	0.693405
CAMKMT	1.13263
LINC01833	0
RP11-89K21.2	0
Six3os1_1	0
Six3os1_2	0
Six3os1_4	0
Six3os1_5	0
Six3os1_7	0
SIX3-AS1	0
SIX3	0
AC012354.6	0
AC012354.8	0.0637611
SIX2	0
AC093702.1	0
LINC01121	0
AC009236.2	0
SRBD1	2.44123
RN7SL414P	0
PRKCE	2.08312
U51244.2	0
AC017078.1	0
AC017006.2	0
AC017006.3	0
AC016696.1	0
Metazoa_SRP	0
LINC01820	0
TMEM247	0
RN7SL817P	0
ATP6V1E2	0.737101
RP11-417F21.2	0
RP11-417F21.1	0.294596
PIGF	1.82121
RP11-536C12.1	0.213773
SOCS5	3.97979
RP11-333I13.1	0.158418
LINC01118	0.086356
LINC01119	0.237527
AC016722.3	0
AC016722.4	0.761959
RP11-15I20.1	0
AC093732.1	0
C2orf61	0.0142776
AC073283.7	0
C2orf61	0
AC073283.4	0.0709131
AC106869.2	0.095491
BCYRN1	0.194254
EPCAM	1.0551
RN7SKP119	0
MIR559	0
Metazoa_SRP	0
MSH2	1.91629
KCNK12	0.00989696
HCG2040054	0
AC079250.1	0.525886
MSH6	4.55002
AC006509.4	0
AC006509.7	0
U6	0
RPL36AP15	0.0903227
RPS27AP7	0
AC079807.2	1.39016
AC079807.1	0
AC079807.4	0
RP11-429P7.1	0
RN7SKP224	0
RNU4-49P	0
RP11-191L17.1	0.338457
RNU6-282P	0
STON1	0.847039
GTF2A1L	0.0955217
TPT1P11	0
LHCGR	0
STON1-GTF2A1L	0
ELOBP3	0
RP11-460M2.1	0
CTBP2P5	0
FSHR	0
MIR548BA	0
RP11-152D8.1	0
RNU6-439P	0
RP11-443F4.1	0
RPL7P13	0
SNORA75	0
NRXN1	0.0230843
MTCO1P42	0
RP11-358H12.1	0
MIR8485	0
AC007560.1	0
AC007682.1	0
KNOP1P3	0
CRYGGP	0
AC097463.2	0
AC097463.1	0
ZNF863P	0
Y_RNA	0
LINC01867	0
AC139712.1	0
AC139712.4	0
AC139712.2	0
FTH1P6	0
MIR4431	0
AC010967.2	0
AC010967.3	0
AC010967.1	0
SCARNA16	0
AC069157.1	0
ASB3	2.69454
RNU6-997P	0
CHAC2	2.27695
MIR3682	0
GPR75	0.811015
ACYP2	3.41685
AC008280.1	0
HMGB1P31	0.454115
RP11-477N3.1	1.44724
RNU7-172P	0
TSPYL6	0.0155075
C2orf73	0
AC092839.3	0
RPL23AP32	0.0843223
AC092839.4	0.0677588
EML6	0.538205
AC104781.1	0
RNU7-81P	0
RNU6-433P	0
CLHC1	0.635741
AC012358.7	0.0880095
AC012358.4	0.473061
PRORSD1P	1.44064
Y_RNA	0
CCDC88A	1.5656
AC012358.8	0.368712
BTF3P5	0
RNU6-775P	0
RNU6-221P	0
RNU6-634P	0
CFAP36	3.77688
SNORA12	0.236068
RP11-554J4.1	0.544771
EFEMP1	3.66118
RN7SKP208	0
RP11-481J13.1	0
MIR217HG	0
MIR217	0
MIR216A	0
MIR216B	0
LINC01813	0
