Name	Spleen
KIF3C	2.75715
UQCRHP2	0
TRMT112P6	0.229511
RNU6-942P	0
RP11-214J9.1	0.161978
AC011742.3	0.104837
SMARCE1P6	0.551657
AC011742.5	0.0674434
PPIL1P1	0
GAREM2	1.79157
ADGRF3	0.547439
DRC1	0.134238
OTOF	0.269125
C2orf70	0.0582253
CIB4	0
AC015977.6	0
AC015977.5	0
KCNK3	1.58644
CENPA	2.22161
CDKN2AIPNLP2	0
DPYSL5	0.0171369
AC013472.4	0
AC013472.3	0.0335978
AGBL5-AS1	0.168882
RP11-503P10.1	0.794695
AGBL5-IT1	1.87707
RP11-195B17.1	2.57705
KHK	3.62879
CGREF1	0.400011
ABHD1	0.999757
PRR30	0.0163171
TCF23	3.63958
AC013403.13	0
SLC30A3	0.167769
DNAJC5G	0.0173449
TRIM54	1.19597
GTF3C2-AS1	0.422032
FTH1P3	0.74939
AC074117.13	0.386657
RNU6-986P	0
GCKR	2.3026
C2orf16	0.25381
CCDC121	3.04581
SNORA36	0
LINC01460	0.108011
RBKS	1.68689
RP11-674I16.1	0
MIR4263	0
RP11-674I16.2	0
uc_338	0
AC093690.1	0.907168
FLJ31356	0.0622209
RP11-373D23.2	2.38004
RP11-373D23.3	3.52513
AC104695.4	0
SNRPGP7	0
AC074011.2	0.746778
RNA5SP89	0
AC097724.3	1.30315
SPDYA	0.765629
RP11-713D19.1	0.180168
SNORD92	0
SNORD53	0
Y_RNA	0
SNORD53_SNORD92	0
TOGARAM2	3.29937
Y_RNA	0
C2orf71	0.0155103
AC105398.3	0
ALK	0.0301427
RN7SL516P	0
AC106870.1	0
AC106870.2	0
AC016907.3	0.0667731
AC016907.2	0
SNORA64	0
AC104698.2	0
LINC01936	0.32617
RP11-182E7.1	0
LCLAT1	2.45229
RP11-523J2.1	0
CAPN13	0.168723
AC092569.2	0
GALNT14	2.58432
AC009305.1	0
CAPN14	1.04321
RNA5SP90	0
AL121657.4	0
XDH	0.00953319
SRD5A2	0.0382016
AL133247.2	0
AL133247.3	0
LINC01946	0
KRT18P52	0.0580686
AK2P2	0
RP11-1057B6.1	0.583732
MEMO1	1.98489
CTC-336P14.1	1.28453
RP11-563N4.1	1.62863
DDX50P1	0.468397
RNU6-647P	0
AL133245.2	0.319831
BIRC6-AS1	0
AL133243.1	0.93372
AL133243.2	1.62502
MIR558	0
AL133243.3	0.12318
BIRC6-AS2	0.206983
AL133243.4	0.0854941
MIR4765	0
LINC00486	0
AL121656.5	0
Y_RNA	0
AL133244.1	0
RNA5SP91	0
RNA5SP92	0
MIR4430	0
AC020594.5	2.34192
ATP6V0E1P3	0
HNRNPA1P61	0
LINC01317	0
MYADML	0
SLC25A5P2	0
LINC01318	0
AC073218.1	0
LINC01320	0
RP11-529E15.1	0
AC073218.3	0
AC012593.1	0
RN7SL602P	0
AC019064.1	0
AC013442.1	0
MIR548AD	0
RNU6-1117P	0
AC083939.1	0
MRPL50P1	0
AC009414.1	0
RP11-78I14.1	0.487669
RP11-294L11.1	0
VIT	0.0818933
RP11-288C18.1	2.50106
RNU6-577P	0
AC007899.3	0.122401
SULT6B1	0
AC007390.4	0
RP11-423P10.2	1.43292
AC007391.2	0.152163
RNU6-939P	0
RNU6-1116P	0
AC006369.2	2.23061
AC006369.3	0
AC010878.3	0.236897
LINC00211	0.426861
RMDN2-AS1	0.284487
CYP1B1-AS1	1.15452
RP11-314C9.1	0.0890257
AC009229.6	0.136137
RNU6-951P	0
RP11-314C9.2	0.459028
AC009229.5	0
RPL7P12	0
GAPDHP25	0
AC016995.3	0.184426
LINC01883	0
RP11-541E12.1	0
AC011247.3	0.540312
AC074366.3	0
TTC39DP	0
AC018693.5	0
ASS1P2	0.267766
AC018693.6	0
RNU6-851P	0
ARHGEF33	0.250006
RN7SL96P	0
RP11-173C1.1	0.33457
SOS1-IT1	2.00923
RNU6-198P	0
HSPE1P13	0
Y_RNA	0
CDKL4	0.0985712
SNORA67	0
RP11-449G16.1	0.361448
AC007246.3	1.37193
TMEM178A	2.56952
SLC8A1-AS1	0.0521345
AC007253.1	0
SLC8A1	2.35029
LINC01794	0
HNRNPA1P57	0
LDHAP3	0.0928225
AC009413.2	0.11455
Y_RNA	0
RNU4-63P	0
LINC01913	0
LINC01914	0.823269
C2orf91	0.118504
AC013480.2	0
AC083949.1	2.71777
SNORD75	0
KCNG3	0
VDAC1P13	0
AC025750.5	0
Metazoa_SRP	0
AC025750.7	0
AC074375.1	0
RNU6-137P	0
FTOP1	2.61768
AC098824.6	0.132155
AC016735.1	0
LINC01819	0.110486
AC016735.3	0
RNU6-242P	0
AC093609.1	0.540932
LINC01126	3.04437
RNU6-958P	0
RN7SL531P	0
Y_RNA	0
C1GALT1C1L	0.53904
AC011242.5	0
RN7SKP66	0
ABCG5	0.182742
ABCG8	0.0776142
RNU6-1048P	0.434776
RN7SL455P	0
AC019129.1	0
RNU6-566P	0
PDSS1P2	0
RP11-559M23.1	0.135542
RPL12P19	0.109678
SLC3A1	0.155504
CAMKMT	2.14135
LINC01833	0
RP11-89K21.2	0
Six3os1_1	0
Six3os1_2	0
Six3os1_4	0
Six3os1_5	0
Six3os1_7	0
SIX3-AS1	0
SIX3	0.0149974
AC012354.6	0
AC012354.8	0.162361
SIX2	0.0322231
AC093702.1	0
LINC01121	0
AC009236.2	0
RN7SL414P	0
PRKCE	2.82496
U51244.2	0
AC017078.1	0
AC017006.2	0
AC017006.3	0.177148
AC016696.1	0
Metazoa_SRP	0
LINC01820	0
TMEM247	0
RN7SL817P	0
ATP6V1E2	2.02956
RP11-417F21.2	0
RP11-417F21.1	1.6833
RP11-536C12.1	1.52585
RP11-333I13.1	1.33582
LINC01118	0.247621
LINC01119	0.741254
AC016722.3	0.0565988
AC016722.4	1.19339
RP11-15I20.1	0
AC093732.1	0.0735094
C2orf61	0.139511
AC073283.7	0.315999
C2orf61	0
AC073283.4	0.862928
AC106869.2	0
BCYRN1	0.633602
EPCAM	1.79328
RN7SKP119	0
MIR559	0
Metazoa_SRP	0
KCNK12	0.0905645
HCG2040054	0.0505434
AC079250.1	2.08144
AC006509.4	0
AC006509.7	0
U6	0
RPL36AP15	0.204302
RPS27AP7	0
AC079807.2	4.09911
AC079807.1	0
AC079807.4	0.0317289
RP11-429P7.1	0
RN7SKP224	0
RNU4-49P	0
RP11-191L17.1	0.583234
RNU6-282P	0
GTF2A1L	1.48129
TPT1P11	0
LHCGR	0.0177372
STON1-GTF2A1L	0.501062
ELOBP3	0
RP11-460M2.1	0.0610012
CTBP2P5	0
FSHR	0
MIR548BA	0
RP11-152D8.1	0
RNU6-439P	0
RP11-443F4.1	0
RPL7P13	0
SNORA75	0
NRXN1	0.0165281
MTCO1P42	0
RP11-358H12.1	0
MIR8485	0
AC007560.1	0
AC007682.1	0
KNOP1P3	0
CRYGGP	0
AC097463.2	0
AC097463.1	0
ZNF863P	0
Y_RNA	0
LINC01867	0
AC139712.1	0
AC139712.4	0
AC139712.2	0
FTH1P6	0
MIR4431	0
AC010967.2	0
AC010967.3	0
AC010967.1	0
SCARNA16	0
AC069157.1	0
RNU6-997P	0
MIR3682	0.357064
GPR75	1.78073
ACYP2	4.35066
AC008280.1	0
HMGB1P31	1.24958
RP11-477N3.1	2.30489
RNU7-172P	0
TSPYL6	0.0531816
C2orf73	0.14085
AC092839.3	0
RPL23AP32	0.58829
AC092839.4	0
AC104781.1	0
RNU7-81P	0
RNU6-433P	0
CLHC1	3.31545
AC012358.7	0.490007
AC012358.4	2.50987
Y_RNA	0.400512
AC012358.8	0.595138
BTF3P5	0.0919648
RNU6-775P	0
RNU6-221P	0
RNU6-634P	0
SNORA12	0.885977
RP11-554J4.1	1.65379
RN7SKP208	0
RP11-481J13.1	0.181263
MIR217HG	0
MIR217	0
MIR216A	0
MIR216B	0
LINC01813	0
AC007743.1	1.56717
CCDC85A	1.11087
RNA5SP93	0
AC008173.1	0
RP11-443I9.1	0
RP11-127H13.1	0
SNORD78	0
ACTG1P22	0.241579
RP11-334G22.1	0
EIF3FP3	3.02395
LINC01795	0
LINC01122	0
AC007238.1	0.225987
LINC01793	0
RP11-444A22.1	0
AC007131.2	0
AC007179.1	0
RP11-569H17.1	0
RNU6-508P	0
RNA5SP94	0
AC007381.3	0.31836
MIR4432HG	0.105075
RNU1-32P	0
MIR4432	0
AC009970.1	0.138858
RN7SL361P	0
RP11-416L21.2	0
RP11-416L21.1	0
RNU6-612P	0
ATP1B3P1	0
LINC01185	0.0222402
RN7SL632P	0
RPL21P33	0
REL	4.37918
RNU4-51P	0
NONOP2	4.52985
AC010733.5	4.5962
PUS10	3.16259
RNA5SP95	0
KIAA1841	2.21086
RP11-493E12.1	0.463324
RP11-493E12.2	1.49399
RP11-479F13.1	0
AC016894.1	0.0881425
SNORA70B	0
RP11-355B11.2	3.48117
RP11-355B11.1	0
RPS29P10	0
RNU6-1145P	0
AC108039.1	0
RPS24P7	0
AC108039.3	0
FAM161A	1.33036
RP11-681L4.1	0
RP11-681L4.2	0
AC107081.5	1.38422
Y_RNA	0
AC018462.2	0.0185722
RP11-270B14.1	0
MIR5192	0
RN7SL51P	0
RP11-642D6.1	0
AC093159.1	0.446207
RN7SL18P	0
TMEM17	1.05769
AC107083.1	0
AC092155.1	0.163596
PSAT1P2	0
RSL24D1P2	0
AC092155.4	0.317031
Y_RNA	0
AC007098.1	0
RP11-443F16.1	0
AC009501.4	1.49118
OTX1	0.174334
RP11-511I11.2	0
RP11-511I11.1	0
DBIL5P2	0.00968224
WDPCP	0.922925
Metazoa_SRP	0
AC074367.1	0
RP11-391A7.1	0
AC016734.2	0.846783
RPS4XP5	0
AC096664.1	0
AC096664.2	0
HNRNPA1P66	0
ACA59	0.689257
AC012368.1	0.401492
LINC00309	0
RP11-547M24.1	0
AC114752.1	0
AC114752.3	0.216655
MIR4433B	0
RPL23AP37	0.0734356
AC008074.3	0.424827
AC008074.5	0.284179
LINC01805	0
RP11-568N6.1	1.7147
MIR4434	0
RNU6-100P	0
AC007365.1	0
AC007365.3	0.364478
AC007365.4	0
RN7SL341P	0
Y_RNA	0
LINC01800	0.651884
AC007386.2	0.974392
RN7SL211P	0
AC007386.3	0.646668
RNU6-548P	0
SNORA74	0
RP11-420C9.1	0.326578
AC007318.5	1.02808
AC012370.2	0
AC074391.1	0.0219521
AC012370.3	0
AC007389.1	0
AC007389.2	0
RN7SL635P	0
VTRNA2-2P	0
AC007389.3	0
RP11-418H16.1	0.0684768
KRT18P33	0
RP11-340F16.2	0
AC118345.1	0
AC092669.6	0
MIR4778	0
LINC01873	0
MEIS1-AS3	0
MEIS1-AS2	0.325518
LINC01798	0.188371
LINC01797	0.33206
AC009474.1	0
AC009474.2	0
LINC01799	0
LINC01628	0
AC007403.3	0
LINC01828	0.0314816
LINC01829	0.0192492
AC023115.4	0
AC007422.1	0
AC010987.5	0
LINC01812	0
AC079112.1	0
AC017083.2	0
RP11-474G23.3	2.8003
AC015969.3	0.0681601
AC127383.1	0
FBXO48	2.23509
APLF	1.53705
AC130709.1	0
PROKR1	0.0733033
LINC01888	0.53679
LINC01890	0.131784
BMP10	0
GKN3P	0
GKN2	0.0339992
GKN1	0.345263
MIR3126	0
RNA5SP96	0
RNU6-1216P	0
RP11-85D18.1	0
Y_RNA	0
RN7SL604P	0
SNORA36C	0
RP11-77O7.1	0.13406
B3GALNT1P1	0
AC092431.3	0
RP11-401N16.2	0.0817944
RPL23AP92	0.128554
RN7SL470P	0
AC016700.2	0
AC016700.4	0
LINC01816	1.16684
MIR1285-2	0
AC016700.6	0.287613
BRD7P6	0
AC022201.4	0
TGFA	4.84757
TGFA-IT1	0
ADD2	0.97947
AC007395.3	0
FIGLA	0.117015
HMGN2P21	0
CLEC4F	4.66472
AC007395.4	0.173866
CD207	0.278131
LINC01143	0
Vax2os1_3	0
VAX2	0.0477983
ATP6V1B1	0.0950096
ELOCP21	0
RN7SL160P	0
ANKRD53	1.30323
AC007040.6	0.114289
AC007040.8	0
OR7E91P	0
OR7E46P	0
OR7E62P	0
RP11-467P9.1	0.667244
AC007881.4	0.132237
PAIP2B	2.08591
ZNF638-IT1	0.705976
RNU6-105P	0.763233
RPS20P10	0.439667
CYP26B1	3.95278
EXOC6B	4.30993
AC006461.2	0
RNU2-39P	0
SNORD78	0
EMX1	0.0172453
RP11-466M21.1	0
RP11-44N22.3	0.882989
NOTO	0
EGR4	0.0281918
RNU6-111P	0
RPSAP28	0
ALMS1	2.51105
ALMS1-IT1	0.449583
NAT8	1.27018
ALMS1P1	1.71967
NAT8B	1.52289
RP11-434P11.2	1.26945
RP11-434P11.1	0.202575
C2orf78	0
RP11-51I5.1	0
DGUOK-AS1	3.54034
RNA5SP97	0
AC073046.25	0.97734
RP11-711M9.2	0
FNBP1P1	0.694764
RP11-287D1.4	0.330025
BOLA3-AS1	1.80281
RP11-287D1.5	0
RP11-287D1.2	0
SLC4A5	1.11604
KRT18P26	0
RNU6-542P	0
NECAP1P2	0
TAF13P2	0
DCTN1-AS1	0.0603177
AC005041.11	0.0555669
C2orf81	4.8432
HMGA1P8	0.59022
LBX2	0.818072
RP11-523H20.3	1.00317
TLX2	0.0376498
DQX1	0.521853
M1AP	1.15679
AC005033.6	0
TVP23BP2	0
SEMA4F	3.11349
AC007387.2	0.399912
RP11-259N19.1	3.52756
LINC01291	1.90438
AC104135.2	0.555671
LINC01293	0.0700383
TACR1	0.0707738
MIR5000	0
RP11-355F16.1	0.730633
GAPDHP57	0
AC007099.2	0
snoU109	0
AC007099.1	0
AC005034.2	0
U3	0
SUPT4H1P1	0.0984477
RP11-342K6.2	1.47721
RP11-342K6.3	0.408592
RP11-342K6.4	0.292365
SUCLA2P2	0
AC073091.2	0
RP11-335E8.1	0
RN7SKP203	0
RN7SKP164	0
LRRTM4	0.0116352
RNA5SP98	0
AC079117.1	0
AC084149.2	0
AC084149.1	0
AC105399.2	0
LINC01851	0
AC012494.1	0
CYCSP6	0
RP11-601H16.1	0
AC092660.1	0
RNU6-827P	0
RNU6-812P	0
REG3G	0.154476
REG1B	2.14809
REG1CP	0.0546634
REG3A	0.402495
AC011754.1	0
CTNNA2	0.00678589
AC010975.1	0
RP11-191H23.1	0
AC010975.2	0
RNU6-561P	0
MIR4264	0
MIR8080	0
AC016716.2	0
AC016716.1	0
LRRTM1	0
AC008067.2	0
AC084193.1	0
AC105342.1	0
AC012075.1	0
LINC01815	0
RNA5SP99	0
AC013262.1	0
RN7SL201P	0
AC079896.1	0
LYARP1	0
Y_RNA	0
AC010105.1	0
AC109638.1	0
MTND4P25	0
MTND5P27	0
MTND6P7	0
MTCYBP7	0
DHFRP3	0
AC138623.1	0
LINC01809	0
RPL37P10	0
RNU6-1312P	0
AC016908.1	0
ST6GALNAC2P1	0
FUNDC2P2	0
AC106874.1	0
DNAH6	0.115326
DUXAP1	0
LDHAP7	0.0663404
TRABD2A	2.71127
RP11-241M13.2	0
RPL12P18	0
AC022210.2	1.81366
LINC01964	0
AC078974.2	0
LSM3P3	0
TCF7L1-IT1	0
RNU6-674P	0
AC093162.3	0
Y_RNA	0
PEBP1P2	0.33876
RP11-717A5.1	0
Y_RNA	0
RN7SL113P	0.79604
RP11-717A5.2	0
SH2D6	0.0933839
Y_RNA	0
RN7SL251P	0
Y_RNA	0
RPSAP22	0.639526
RN7SL126P	0
SFTPB	0.222678
AC012454.4	0
RNU1-38P	0
MIR6071	0
AC105053.3	0.188179
RN7SKP83	0
ST3GAL5-AS1	1.03734
RP11-548P2.2	1.34508
SNORD94	2.40823
Y_RNA	0
MIR4779	0
RP11-301O19.1	1.91
REEP1	2.48129
U8	0
SNORA19	0
RNU6-640P	0
AC015971.2	0.499067
ANAPC1P1	0.266769
AC111200.2	0
RGPD1	0.07498
AC111200.7	0.0897424
NDUFB4P5	0
PLGLB1	0.926512
AC125232.1	4.80826
AC092651.1	0
AC083899.3	1.70519
MIR4771-1	0
AC083899.1	0
LINC01955	0
RP11-223J6.1	0
IGKV3OR2-268	3.7179
AC068279.3	0
LINC01943	2.47632
RP11-1399P15.1	3.51956
AC133644.3	0
MIR4435-1	0
AC133965.1	0
AC093616.4	1.40708
PLGLB2	0.131003
RGPD2	0.357908
MTATP8P2	0.328767
NDUFB4P7	0
AC108479.2	0.182753
RP11-1378G18.1	0
RNU2-63P	0
SMYD1	0.0325615
MIR4780	0
FABP1	0.16745
MRPL45P1	0
U6	0
RNU6-1168P	0
RNU6-1007P	0
AC012671.2	0
FOXI3	0.0301873
TEX37	0
AC104134.2	0.0489228
AC062029.1	1.55052
ANKRD36BP2	4.25318
AC096579.13	0.995044
MIR4436A	0
PGBD4P5	0
IGKV2-4	0.567854
IGKV2-10	0.399896
IGKV2-14	0.274421
IGKV2-18	1.17672
IGKV2-19	0.164951
IGKV1-22	1.23402
IGKV2-23	0.100858
IGKV3-25	2.81196
RP11-421K23.1	0.122938
IGKV3-31	0.150992
IGKV1-32	0.15348
IGKV3-34	0.163086
IGKV1-35	0.914448
IGKV2-36	0
IGKV2-38	0
RP4-614C10.1	0.0289374
RP4-614C10.2	1.29878
5S_rRNA	0
RP4-614C10.3	0.0654659
RP4-614C10.5	0
RP4-614C10.4	0
IGKV2D-38	0
IGKV1D-37	1.13024
IGKV2D-36	0
IGKV1D-35	0.507269
IGKV3D-34	0
IGKV1D-32	0
IGKV3D-31	0
IGKV1D-27	2.84095
IGKV2D-26	1.03095
IGKV3D-25	0.162783
IGKV2D-23	0
IGKV1D-22	0.105691
IGKV2D-19	0
IGKV2D-18	0.409341
IGKV6D-41	0.857097
IGKV1D-17	2.91335
IGKV2D-14	0
IGKV2D-10	0
IGKV1D-42	1.50507
IGKV1D-43	2.45444
CH17-132F21.4	0
IGKV1OR2-118	1.57556
AC018696.1	0
CH17-132F21.5	0
AC018696.4	0
RP11-575H3.1	0.356048
AC116050.1	0
AC027612.6	0.407419
RNA5SP100	0
DRD5P1	0
AC027612.3	0
RP11-165D20.1	0
AC027612.4	0
AC027612.1	0.0337454
GGT8P	0
IGKV1OR2-1	0
ABCD1P5	0
AC127391.3	0
PABPC1P6	0
SLC9B1P2	0
ACTR3BP2	0
CHEK2P3	0
AC128677.3	0
IGKV1OR2-2	0
RP11-407P15.1	0
RP11-407P15.2	0
CNN2P11	0
AC073464.4	0.0707492
CNN2P8	0.117561
AC073464.6	0
CYP4F32P	0.100804
AC073464.7	0
SNX18P14	0
AC073464.11	0
ANKRD20A8P	0
RNU6-1320P	0
RP11-71B7.1	0
AC097374.2	0
TEKT4	0
MTCO1P48	0
MTCO3P45	0
RPS24P6	0
AC103563.2	0.449319
AC103563.3	0
AC103563.4	0
AC103563.5	2.05089
AC103563.6	0
AC103563.7	0
RN7SL575P	0
AC103563.8	0.72272
AC103563.9	0.46525
ZNF2	3.9122
SLC2AXP1	0
AC092835.2	0.228955
PROM2	1.4408
KCNIP3	2.64268
FABP7P2	0
AC009238.8	0
AC009238.7	0
UBTFL5	0
RP11-404J24.1	0
AC133104.2	0
TRIM43B	0
AC009237.4	0
AC009237.2	0
AC009237.5	0
AC009237.6	0
TRIM64FP	0
RP11-440D17.3	2.73337
AC009237.8	0.295104
AC009237.11	0.28619
RP11-440D17.4	0.702152
AC009237.10	0
OR7E102P	0.0487256
TRIM51JP	0
RP11-440D17.5	0
AC009237.13	0
TRIM43	0
AC009237.14	0
RP11-440D17.2	0
UBTFL3	0
RP11-440D17.6	0
AC009237.17	0
AC009237.16	0
AC008268.1	0
GPAT2P1	0.147379
ANKRD36C	1.20894
RN7SL210P	0
FAHD2CP	4.46389
ASTL	1.08988
AC012307.2	0
AC021188.4	2.21997
ITPRIPL1	2.8452
NCAPH	3.46962
NEURL3	0.696129
RP11-363D14.1	0.239429
FER1L5	0.109752
MIR3127	0
RP11-353K11.1	2.76398
FAM178B	3.52412
Metazoa_SRP	0
RNA5SP101	0
RP11-219H23.1	0
RP11-219H23.2	0
AC079395.1	0
TRIM43CP	0
AC018892.8	0
AC018892.3	0
IGKV2OR2-1	0.155451
IGKV2OR2-2	0.169823
IGKV1OR2-3	0.132826
GPAT2P2	0.202018
RP11-499E14.1	0.0393834
RN7SL313P	0
ANKRD36	2.08141
RP11-734K23.9	0.046008
AC159540.3	0
IGKV1OR2-9	0
IGKV2OR2-10	0
IGKV2OR2-7D	0
IGKV3OR2-5	0
IGKV1OR2-6	0.722905
IGKV2OR2-7	0
IGKV2OR2-8	0
IGKV1OR2-11	0.0633759
AC159540.1	0.491286
AC159540.2	0
ANKRD36B	0.871075
AC159540.14	0
UBTFL6	0.0832635
LINC01125	3.42298
RNU4-8P	0.201181
HMGN1P36	0.144623
RNU7-96P	0
VWA3B	0.0397014
ATP5BP1	0
AC092675.3	0
CNGA3	0
AC092675.4	0
YWHAQP5	0.0316862
AC109826.1	0.494927
RNU4-84P	0
KIAA1211L	1.83568
RNU7-46P	0
TSGA10	1.3619
AC019097.7	0.519683
C2orf15	1.39391
LYG2	0.164862
RP11-111H13.1	0.99176
RP11-527J8.1	4.27475
AC092667.2	0.147996
LINC01104	0.0145005
LONRF2	1.43131
RP11-292K15.2	0
RP11-292K15.1	0
AC012493.1	0
NMS	0
AC068538.2	0
HMGN2P22	0
LINC01849	0
NANOGNBP1	0
LINC01868	0
AC092168.4	0
AC092168.2	0
AC016738.3	0.037627
AC016738.4	1.25261
BBIP1P1	0.190625
TBC1D8-AS1	0.736348
MIR5696	0
CREG2	0.0460739
AC092570.1	0
RFX8	0.158163
LINC01870	0
AC092570.3	0
AC092570.4	0
AC007271.3	0
IL1RL2	0.195834
FAM183DP	0.367891
IL1RL1	1.06214
SDR42E1P5	0.280793
MIR4772	0
AC007278.2	1.31117
SLC9A4	0.0151059
SLC9A2	0.0365736
TMEM182	0.700791
LINC01796	0
LINC01935	0
AC108051.2	0
AC073987.1	0
AC073987.2	0
AC092568.1	0
AC018880.1	0
AC018880.2	0
AC013727.1	0
AC013727.2	0
LINC01965	0
DAOA-AS1_2	0
AC096554.1	0
AHCYP3	0
AC068535.2	0
LINC01831	0
LINC01102	0
LINC01103	0
AC013402.4	0
AC013402.3	0
AC013402.5	0
RPL23AP27	0
AC068057.1	0
CTD-2015C24.1	0
SNORA72	0
LINC01114	0
HMGB3P11	0
LINC01158	0
RP11-13J10.1	0
POU3F3	0.0273421
AC018730.4	0
LINC01159	0
AC010884.1	0
UTAT33	0
LINC01918	0.150883
GPR45	0.151037
RP11-332H14.1	1.32891
AC012360.4	0.101034
RP11-332H14.2	4.37529
AC012360.6	0.218746
AC009505.2	0.0921709
AC009505.4	0
AC018878.3	0
RP11-707E21.1	0
AC092106.2	0
AC092106.1	0
AC114755.2	0
AC114755.4	0
AC114755.3	0
AC114755.5	0
AC114755.7	0
PLGLA	0
RGPD3	0.445984
AC108868.3	0
CD8BP	0.535294
AC108868.5	0
AC108868.6	0
EEF1A1P12	0.671099
ST6GAL2	0.0273349
ST6GAL2-IT1	0
AC016994.2	0
PPP1R2P5	0
AC005040.3	0
LINC01789	0
AC096669.1	0
LINC01885	0
LINC01886	0
GACAT1	0
RGPD4-AS1	0
RGPD4	0.0274464
AC009963.3	0
AC009963.4	0
AC009963.5	0
AC009963.6	0
SLC5A7	0
LINC01593	0
ACTP1	0
LINC01594	0
SETD6P1	0
SULT1C3	0
WASF1P1	0
SULT1C2	0.280464
SULT1C2P2	0
SULT1C2P1	0
GMCL1P2	0
SULT1C4	0.733379
SMIM12P1	0
GCC2-AS1	0.301656
LIMS1-AS1	0.220697
AC010095.6	0
RPL10P5	0
CCDC138	1.48712
AC073415.2	0
EDAR	0.153818
Metazoa_SRP	0
SH3RF3-AS1	0.440677
SH3RF3	4.06106
MIR4265	0
SNRPGP9	0
MIR4266	0
RP11-537E18.1	0.511514
AC011753.5	0
SOWAHC	4.04197
AC011753.6	0
BMS1P19	0
AC109815.2	0
RPL22P11	0
RP11-506F3.1	0
RGPD5	0.00855145
LIMS3	0
AC013271.3	0.0558078
GPAA1P1	0.340751
ZBTB45P1	0
LINC01123	0.297844
AC013268.3	0
AC013268.4	0
RP11-1223D19.4	0
RP11-1223D19.5	0
MIR4267	0
MALL	0.335514
MIR4436B1	0
NPHP1	1.77041
AC092664.1	0
RP11-1223D19.1	0
RP11-1223D19.2	0.139213
MIR4436B2	0
RP11-1223D19.6	0
AC112229.6	0
AC112229.1	0.0283123
LINC01106	0.38975
ZBTB45P2	0
GPAA1P2	0.85393
RP13-1039J1.2	0.0433122
LIMS4	0.0843469
RP13-1039J1.3	0
AC108938.3	0
RGPD6	0.00520815
AC123886.2	0
AC114776.1	0.0816908
BUB1	4.6427
AC114776.3	0
ACOXL	0.341635
RPL5P9	0.158406
ACOXL-AS1	0.0735988
AC108463.1	0.337596
AC108463.2	1.24507
RP11-181E10.3	0.5826
AC068491.2	0
RP11-803D5.4	0.0964431
RPS14P4	0
MIR4435-2	0
RP11-803D5.1	0.269612
AC068491.3	0
RP11-68E19.2	0
AC017002.1	0.540156
AC017002.2	0.419066
RP11-68E19.1	0
AC017002.4	0
AC093166.1	0
AC093166.2	0
AC093166.3	0
MIR4771-2	0
AC093166.4	0
EEF1E1P1	0.118481
RN7SL297P	0
AC104651.2	0
AC104651.3	0
FBLN7	2.00773
RP11-399B17.1	0.960824
NDUFB4P6	0.201855
AC115115.4	0
RGPD8	0.832875
RP11-606M12.1	0
Y_RNA	0.759308
AC012442.6	0.487525
AC012442.5	1.34228
AC079922.2	0.580991
AC079922.3	3.83703
NT5DC4	1.37828
CKAP2L	0.83583
IL1A	0.506273
RP11-67L14.1	0
XIAPP3	0
IL37	0.0842812
CDK8P2	0
IL36G	0.0304207
HMGN2P23	0
AC016724.6	0
IL36A	0.052569
IL36B	0
IL36RN	0
IL1F10	0
RNU6-1180P	0
AC016683.5	0.249472
PAX8	1.01729
IGKV1OR2-108	4.30799
AC016745.3	0.0788365
RP11-480C16.1	0.0148513
FOXD4L1	0.206642
LINC01961	0.191726
PGM5P4-AS1	0.986305
PGM5P4	2.02515
FAM138B	0.440203
MIR1302-3	0
DDX11L2	4.81487
RP11-395L14.18	4.97169
RPL23AP7	3.3073
RP11-395L14.17	0.123065
RP11-395L14.13	0.109446
AC017074.1	0
AC017074.2	1.36386
RNU6-744P	0
MIR4782	0
AC024704.2	1.8499
AC104653.1	2.13003
RP11-141B14.1	0.564928
RP11-141B14.2	0.0604194
LINC01191	0.988696
AC110769.3	0.180392
U3	0.208386
AC010982.2	0
SEPHS1P7	0
RNU2-41P	0
DPP10	0.00544114
DPP10-AS3	0
DPP10-AS2	0
DPP10-AS1	0
RPSAP23	0
RP11-338I24.1	0
AC062016.1	0
MTCYBP39	0
AC062016.3	0
MTND1P28	0
MTND2P21	0
MTCO1P43	0
RNU7-190P	0
AC092170.1	0
AC009312.1	0
AC009404.2	2.17318
HTR5BP	0.090561
AC009303.3	0
AC009303.1	0.0154268
RP11-98C1.2	0
AC009303.2	2.47512
RN7SL111P	0
AC093901.1	0.470959
LINC01956	0
EN1	0
RP11-77A13.1	0
C1QL2	0
RN7SL468P	0
STEAP3	2.71085
STEAP3-AS1	0.120224
SCTR	0.274777
AC013275.2	0.0494142
CFAP221	0.0371649
TMEM177	3.83817
AC069154.4	0.0684106
PTPN4	4.14588
AC016691.2	0
EPB41L5	3.17603
Y_RNA	0
MTATP6P26	0.741843
MTCO3P43	0.478411
MTND3P10	0.178275
MTND4LP14	0.160651
MTND4P26	0.204857
MTND5P28	0.124196
AC012363.4	0
AC012363.13	0.0757752
INHBB	0.697526
LINC01101	0
AC073257.2	0.0497316
AC073257.1	0
Y_RNA	0
AC018866.1	0
GLI2	1.36721
RP11-297J22.1	0.124733
Y_RNA	0
AC067960.1	0
AC079988.3	0
TFCP2L1	3.39121
AC013399.3	0
RP11-204L24.2	0.864757
