Name	Pituitary
CTC-529L17.1	0
CTC-529L17.2	0.0754091
CTC-458G6.4	0
LDHBP3	0
CCT7P2	0.0583877
LINC02058	0
CTD-2091N23.1	0
POLD2P1	0
NR2F1-AS1	2.05526
RP11-65F13.3	0.0312422
NPM1P27	4.66497
POU5F2	0.070377
RP11-185E12.2	0
RP11-549J18.1	0.86641
KIAA0825	1.27109
MTND5P12	0.0585102
MTND6P3	0
MTCYBP35	0.0445295
CTC-303L1.1	0.461796
CTC-303L1.2	1.62549
SLF1	3.13606
MCTP1	2.66393
CTC-484P3.3	0.0185981
RPL7P18	0.101042
uc_338	0
CTC-558O19.1	0
FAM81B	2.79861
CTD-2538A21.1	0.06035
RNU6-308P	0
ARSK	3.82658
GPR150	1.19108
RFESD	0.891931
SPATA9	0.549948
CTD-2154I11.2	0.200215
HSPD1P11	0.40571
AC008592.3	0.437114
AC008592.4	0.241309
AC008592.8	0.18165
LINC01554	0.574528
AC008592.5	0.63394
AC008592.7	0
FABP5P5	0
MIR583HG	0.0657085
MIR583	0
RNU6-524P	0
RP11-254I22.3	0
RP11-254I22.2	0
CTD-2337A12.1	0.0914481
CTC-506B8.1	0.739766
CTD-2260A17.1	2.71077
CTD-2260A17.3	0.361644
AC008850.3	0
Y_RNA	0
SETP22	0
LIX1-AS1	0.0870451
LIX1	2.55172
RNU1-73P	0.156413
CTD-2215E18.2	0
CTD-2215E18.3	0
CTD-2278B20.1	0
YTHDF1P1	0
RP11-155G15.3	0
LINC01340	0.0575528
MTCYBP40	0
RP11-72K17.1	0
RP11-455B3.1	0.158254
AC008834.2	0
LINC01846	0
RP11-274E7.1	0
RP11-274E7.2	2.78516
CH17-12M21.1	0
KRT8P32	0
MRPS35P2	0
MTCO2P24	0
MTCO1P24	0
CTBP2P4	0.073002
DDX18P4	0
RGMB-AS1	1.30258
CTC-463N11.4	1.08758
CSNK1A1P3	0
RNU6-402P	0
LINC02062	2.85597
Y_RNA	0
CTD-2007H13.1	0.195165
RP11-93O17.1	0
RP11-93O17.2	0
GUSBP8	0
LINC02113	0
CTD-2151A2.2	0
CTD-2151A2.3	0
CTD-2160D9.1	0
EEF1A1P20	0
Y_RNA	0
MTCYBP22	0
MTND6P22	0
MTND5P10	0
MTND4P35	0.307869
MTND4LP5	0
MTND3P19	0
MTCO3P22	0
MTATP6P2	0.353978
MTCO2P22	0.249903
MTCO1P22	0.0319852
CTD-2012B7.1	0
RNU6-1119P	0
RP11-346J10.2	0.256521
RP11-346J10.3	0
RP11-346J10.1	0
CTD-2001C12.1	0.0637414
CTC-293G12.1	0
RN7SKP62	0
ST8SIA4	0.654269
MIR548P	0
RN7SL802P	0
OR7H2P	0
RP11-1152B5.1	0
RNA5SP188	0
CTD-2333K2.1	0
SLCO4C1	0.413319
RN7SKP68	0
SLCO6A1	0
RP11-58B2.1	0
LINC00492	0
CTD-2340E1.2	0
LINC00491	0
EIF3KP1	0.940102
GIN1	4.43938
CTC-503K11.2	0
CTD-2154H6.1	0
PDZPH1P	0
LINC02115	0.115665
CTC-445B21.1	0
LINC02163	0
RNU1-140P	0
RN7SL255P	0
RP11-6N13.1	0
RP11-313L6.2	0
RNU6-334P	0
RP11-6N13.4	0
CTD-2374C24.1	0
RAB9BP1	0
RNA5SP189	0
CTC-278L1.1	0
CTD-2285G11.1	0
SNORA31	0
LINC01950	0
PSMC1P5	0
RP11-252I13.2	0.225715
RP11-252I13.1	0
RN7SL782P	0
RN7SKP122	0
RP11-120B7.1	0.478989
FER	4.76637
CTC-329H14.1	0
CTD-2197I11.1	0
Y_RNA	0
RP11-47F1.1	0
RNU6-47P	0
GJA1P1	0.173011
CTD-2587M2.1	1.05159
CTD-2128F4.1	0
RP11-231G15.2	0
RP11-231G15.3	0
RP11-231G15.1	0
KRT18P42	0
CTC-332L22.1	1.05606
MAN2A1	2.33756
RN7SKP230	0
CTC-287O8.1	0.100108
LINC01848	0
PGAM5P1	0
TMEM232	1.97428
MIR548F3	0
SNORA51	0
CTD-2026D23.1	0
BCLAF1P1	0
CTC-551A13.1	0
CTD-2089O24.2	0
TSLP	0.43043
CTC-551A13.2	0
AC010468.3	0
AC010468.1	0.536148
CAMK4	0.998054
AC010468.2	0
CTC-499J9.1	0
STARD4-AS1	1.83886
HMGN1P13	0
CTD-2367A17.1	0
NREP	4.36033
RN7SKP57	0
HMGN1P14	0
NREP-AS1	0
EPB41L4A	2.05612
SNORA13	1.28506
CTC-459M5.1	0.0689997
CTC-459M5.2	0.0763284
RP11-526F3.1	0
CTC-470E21.1	0
EPB41L4A-AS2	1.05029
HMGB3P16	0
RP11-159K7.1	0
LINC02200	0.157582
CBX3P3	0.144935
RNU6-482P	0
XBP1P1	1.57177
ZRSR1	2.63665
CTC-487M23.5	4.2843
CTC-487M23.6	1.92985
CTC-487M23.7	1.52379
CTD-2201G3.1	0.0695432
TSSK1B	0
RNU4ATAC13P	0
RP11-371M22.1	0.340924
RN7SKP89	0
RP11-492A10.1	0
LINC01957	0
RP11-438C19.2	0
RP11-438C19.1	0
TRIM36-IT1	0.108752
CTC-428G20.2	0.269035
CTC-428G20.6	0.346247
CTC-428G20.1	0.276626
HMGN1P15	0
CTNNA1P1	0
AK3P4	0
CTB-161J7.1	0
CTB-161J7.2	0
CCT5P1	0
AC010226.4	3.82743
CTC-505O3.3	0
CTC-505O3.2	0
CTC-505O3.1	0
RNU2-49P	0
LVRN	0.362091
DDX43P1	0
ARL14EPL	0.059926
CTD-2287O16.4	1.46579
RNU6-644P	0
HMGN2P27	0
CTC-339F2.2	0.26994
SEMA6A-AS1	1.7851
RPS14P8	1.22467
SEMA6A-AS2	0.255528
RPS17P2	0.0928215
LINC02214	0
CTC-472C24.1	0
RP11-492L8.1	0
RP11-492L8.2	0
RPL35AP15	0
LINC00992	1.0775
RP11-74D3.2	0
RPL7L1P4	0
LINC02147	0.974451
LINC02148	0.3357
LINC02208	0.0502502
LINC02216	0
LINC02215	0
RNU7-34P	0
CTC-448D22.1	0.110169
DTWD2	1.5925
PTMAP2	1.90473
MIR1244-2	1.71991
CTB-161M19.4	0.320871
RNU6-373P	0
CTB-161M19.1	0.310355
CTB-161M19.2	0.162891
RP11-950K24.2	0.0519952
LAMTOR3P2	0.243536
RNU6-701P	0
MIR5706	0
TNFAIP8	0.509847
RN7SL174P	0
RNA5SP190	0
CTD-2158P22.1	0.101238
FABP5P6	0
FAM170A	0.0573925
CTD-2158P22.4	0
CTC-507E12.1	0
CTC-552D5.1	0
RNU6-718P	0
RP11-574H6.1	0
PRR16	1.8317
PRELID3BP8	0
RNU4-69P	0
CTD-2334D19.1	0.0821126
AC008565.1	0
CTD-2613O8.1	0
CTD-2020P22.1	0
CTC-546K23.1	0
CTC-546K23.2	0
RPL23AP44	0
RP11-510I6.2	0
RP11-510I6.3	0
FTMT	0
SRFBP1	3.5933
LOX	1.59959
CTC-441N14.2	0
ZNF474	0.309506
CTC-441N14.1	0
CTC-441N14.4	0
CTD-2544H17.2	0
SNCAIP	2.12496
CTD-2544H17.1	0
CTD-2280E9.1	0.0406942
MGC32805	0.135202
LINC02201	0
ARGFXP1	0.0802347
CTB-36H16.2	4.58645
RN7SL689P	0.678479
RP11-359P5.1	0.154463
RN7SL711P	0
AC106786.1	0.22825
PRDM6	0.373455
CTD-2347I17.1	0
KRT8P33	1.6524
HMGB3P17	0
CTD-2169H9.1	0
KRT18P16	0
LINC01170	0.0584464
HMGB1P29	0
CTC-369A16.2	0
CTD-2308B18.4	0
CTD-2308B18.1	0
CTD-2308B18.2	0
CTD-2308B18.3	0
RP11-43D2.2	0
RP11-436H11.5	0
RP11-436H11.1	0.38959
RP11-284A20.3	0
RP11-284A20.2	0
RP11-284A20.1	0
RP11-257I8.2	0
RP11-257I8.1	0
RP11-508M8.1	0
HMGB1P22	0
RP11-395P13.7	0
RN7SKP117	0
RP11-395P13.4	0
RP11-756H20.1	0
CTC-394G3.1	0
CTC-394G3.2	0
RPSAP37	0
RP11-114J13.1	0
LINC02039	0
RP11-517I3.1	0.387598
RP11-517I3.2	3.6195
RNU6-290P	0
RP11-395C3.1	0.100456
TEX43	0
BOLA3P3	0
HSPE1P10	0
RP11-434D11.4	0
RNU6-752P	0
LMNB1	3.30739
AC005915.1	0
MRPS5P3	0
CTB-88F18.2	0
CTB-88F18.4	0
CTB-88F18.3	0
CTB-88F18.5	1.58515
MEGF10	2.20041
CTD-2195M15.1	0.72303
CTD-2195M15.3	0
HNRNPKP1	0.205526
CTD-2195M15.4	0
CTC-548H10.2	0.0797644
CCDC192	0.667166
CUL1P1	0
CTC-228N24.2	0
KDELC1P1	0.153403
FBN2	1.11038
Y_RNA	0
CTC-573M9.1	0
SLC27A6	0.968593
MIR4633	0
MIR4460	0
ADAMTS19-AS1	0
ADAMTS19	0.0951462
CTC-575N7.1	0
KIAA1024L	0
CHSY3	0.346713
RNU6ATAC10P	0
RNA5SP191	0
HSPA8P4	0.0345635
RNU7-53P	0
ARL2BPP4	0
AC005741.2	0
RP11-114H7.1	0
RP11-114H7.2	0
RP11-114H7.3	0
RP1-247F3.1	0.648982
uc_338	0
AC005593.2	0.782293
MEIKIN	0.0676765
AC034228.4	0.0664415
AC034228.3	0
AC034228.2	0
IL3	0
CSF2	0
snoZ6	0
AC063976.1	0
AC063976.2	0
AC063976.3	0
P4HA2-AS1	0
AC063976.7	0.614315
MIR6830	0
SLC22A4	4.74049
AC116366.5	0.182897
Y_RNA	2.6652
AC116366.6	4.27441
IL5	0.135446
TH2LCRR	0.166856
IL13	0.0697857
IL4	0.660606
AC004237.1	0.795748
CCNI2	1.37933
SOWAHA	4.61916
AC004775.5	0.135591
RNA5SP192	0
GDF9	2.62311
LEAP2	3.2237
AC010240.2	0.144834
Y_RNA	0
ATP6V0E1P1	0
CTC-350I8.1	0.370989
AC010240.3	0
Y_RNA	0
RP11-485M7.1	0.82014
RP11-485M7.2	0.570159
RP11-485M7.3	0
CTB-49A3.2	0.0962569
CTB-49A3.1	0
FSTL4	3.4229
CTB-49A3.5	0
CTB-49A3.4	2.40283
CTB-3M24.3	0
MIR1289-2	0
CTB-3M24.2	0
CTB-3M24.1	0.173013
AC005178.1	0
WSPAR	0
CTB-113I20.1	0
TCF7	3.67599
MIR3661	0
CTD-2410N18.3	0.984547
CTD-2410N18.1	0
CDKL3	2.7569
RP11-215P8.2	0.712681
RP11-215P8.3	0.527629
RP11-215P8.1	0.120931
RP11-215P8.4	0.301208
AC005355.1	1.04588
RNU6-456P	0
LINC01843	0.0897881
RN7SL541P	0
AC005355.3	0.828554
RNU6-1311P	0
RNU6-1164P	0
RNU6-757P	0
CTB-2L9.1	0
AC006077.4	0
PCBD2	3.40752
MTCYBP18	0.90089
MTND6P4	0.881888
MTND5P11	0.576852
MTND4LP30	1.70286
MTND3P25	0
CATSPER3	1.89402
CTC-276P9.4	3.98839
CTC-276P9.2	0
CTC-276P9.3	0
C5orf66-AS2	0.0592238
CTC-203F4.2	4.36317
DCANP1	0
TIFAB	0.0321963
CTB-138E5.1	0
NEUROG1	0
CTC-321K16.1	0
CXCL14	3.28909
LINC01959	0
AC011431.1	0
MIR5692C1	0
RP11-119J18.1	0.0225669
SLC25A48	0.053598
IL9	0
GS1-39E22.2	0
GS1-39E22.1	0
LECT2	0
FBXL21	0.141197
VTRNA2-1	0
SMAD5-AS1	0
AC009014.3	0.0658602
TRPC7	0.835899
TRPC7-AS1	0.0651249
TRPC7-AS2	0
AC063980.3	0
HSPD1P18	0
HNRNPA1P13	0
RP11-114H21.2	0
CTB-1I21.1	0
CTB-1I21.2	0
RNA5SP193	0
MIR874	0
RP11-381K20.4	0.516311
NPY6R	0.742712
RP11-381K20.2	3.28525
MYOT	1.26637
PKD2L2	0.287863
RP11-325L7.1	0.344682
RP11-325L7.2	0.0909908
RNU6-1148P	0
WNT8A	0.0220276
RNU6-460P	0.426062
RNU6-888P	0
KIF20A	0.121973
GFRA3	2.93873
RPS27AP18	0
CDC25C	0.24799
RP11-461O14.3	0
RPL7P19	0.155093
SNORD63	0
SNORD63	0
CTB-164L20.1	0
snoU13	0
AC034243.1	1.87754
LRRTM2	0.796122
RNA5SP194	0
CTB-46B19.2	0.146474
RPL12P21	0
RNU6-572P	0
SNHG4	1.58032
SNORA74	0
SNORA74A	0
RNA5SP195	0
RN7SKP64	0
SLC23A1	0.724126
MZB1	0.791844
RNU5B-4P	0
AC138517.6	0
AC138517.5	0
NCOA4P4	0
Y_RNA	0
CTD-2062A1.2	0.283444
CTD-3224K15.3	0.934394
CXXC5-AS1	0.218038
CTB-35F21.1	0.639916
RNU6-236P	0
PSD2-AS1	0.177841
CTB-35F21.3	0.674928
CTB-35F21.5	0
PSD2	1.71757
CTB-35F21.4	1.16883
Y_RNA	0
LINC01024	4.50656
CTB-131B5.5	2.75016
CTB-131B5.2	0.145395
CTC-329D1.3	0.0656592
SLC4A9	0.568394
CTC-329D1.2	2.08407
RNU4-14P	0
SNORD45	0
MIR6831	0
AC011380.8	0.333319
SNORA27	0
HAUS1P1	0.104859
RP11-515C16.1	0
MIR3655	0
VTRNA1-1	0
VTRNA1-2	0
VTRNA1-3	0
RP11-515C16.7	0
AC005609.2	0
PCDHA1	1.32018
PCDHA2	2.12905
AC005609.16	0
PCDHA3	1.17753
PCDHA4	0.165435
PCDHA5	0.507965
PCDHA6	1.21774
PCDHA7	0.42609
PCDHA8	0.368221
PCDHA9	0.111661
PCDHA10	1.02094
PCDHA11	1.13256
PCDHA12	0.881333
AC005609.17	0
PCDHA13	0.317715
PCDHAC1	0.896691
CTC-270D5.2	0
PCDHAC2	2.16961
CTC-270D5.1	0.230274
PCDHB1	1.07621
CH17-140K24.1	0
PCDHB2	1.86938
AC005754.7	0.262469
PCDHB3	3.08217
AC005754.8	1.59984
PCDHB6	2.00804
PCDHB17P	0.78541
CH17-140K24.3	0.879307
PCDHB7	3.8641
PCDHB8	1.17255
PCDHB16	4.28461
CH17-140K24.5	0.409173
PCDHB9	3.15568
CH17-140K24.6	1.63012
PCDHB11	1.32343
PCDHB12	3.1118
PCDHB13	2.71051
PCDHB18P	1.94449
PCDHB19P	0.592027
CH17-140K24.2	0.297159
AC005752.10	0.667217
SLC25A2	0.456406
AC005618.6	3.99135
PCDHGA1	1.50878
PCDHGA2	3.93979
PCDHGA3	2.2514
PCDHGB1	1.81444
PCDHGA4	1.90216
PCDHGB2	1.63862
PCDHGA5	1.50121
PCDHGB3	1.42241
PCDHGA6	2.52804
PCDHGA7	1.49186
PCDHGB4	1.69899
PCDHGA8	0.35476
PCDHGB5	2.42383
PCDHGA9	1.6526
PCDHGB6	2.1248
PCDHGA10	1.03837
PCDHGB7	3.60568
PCDHGA11	1.09638
PCDHGB8P	0.61545
PCDHGA12	2.19325
PCDHGB9P	0.586063
CTD-2024I7.18	0.441469
RN7SL68P	0.163463
PCDHGC4	1.94503
PCDHGC5	2.25704
CTD-2024I7.13	0.0363377
RPS27AP10	0
AC008781.7	2.0657
AC005753.1	0.652182
AC005740.3	1.75982
AC005740.6	1.85637
AC005740.5	0
AC005740.4	0
CTC-463A16.1	2.66446
SPRY4-IT1	0.84456
AC005592.2	0.808102
RPS12P10	0
AC005592.3	0.741948
LINC01844	2.24348
ARHGAP26-AS1	0
ARHGAP26-IT1	0
RPL7P21	0.116451
RP11-278J6.5	0
RP11-278J6.4	0.962612
CTD-2050E21.1	0
RNU7-156P	0
CTD-2050E21.2	0
CTB-57H20.1	0.0502641
MIR5197	0
CTB-70D19.1	0
HMHB1	0
RN7SL87P	0
KCTD16	0.855459
CTC-218H9.1	0
CKS1BP5	0
CTB-85P21.1	0
RN7SKP246	0
NAMPTP2	0
CTC-367F4.1	0
ASS1P10	0.0405475
CTC-806A22.1	0.0786193
CTB-73N10.1	0
PRELID2	0.629483
CTB-78O21.1	0.123382
GRXCR2	0
SH3RF2	2.32817
AC005351.1	0
PLAC8L1	1.86069
RP11-118M9.3	0.408821
RP11-449H3.1	0
RP11-449H3.2	0
RNU7-180P	0
CTC-359M8.1	0
POU4F3	0.0771156
CTC-359M8.3	0
CTB-1H10.1	0
uc_338	0.660093
GPR151	0.0499102
CTB-99A3.1	0
RN7SL791P	0
KRT8P48	0.350135
PPP2R2B-IT1	0
CTC-255N20.1	0.594484
CTB-108O6.2	0.247573
JAKMIP2-AS1	0.228724
SPINK1	0.358568
CTC-327F10.1	0
SCGB3A2	0.0516141
C5orf46	0
CTC-327F10.5	0
CTC-327F10.4	0
EEF1GP2	0
SPINK5	0.644313
SPINK14	0
SPINK6	0
HMGN1P16	0
CTC-295J13.3	0.0467157
SPINK13	0.686216
RP11-373N22.3	1.137
PGBD4P3	0.22634
SPINK7	0.122854
SPINK9	0.188884
RP11-373N22.4	0
Metazoa_SRP	0
CTD-2283N19.1	0.564815
HTR4	0.858437
CTB-160O22.1	0.0889271
ADRB2	0.461902
SH3TC2	0.248312
RP11-44B19.1	0
RNU6-732P	0
MIR584	0
CTC-529P8.1	0.0123621
RN7SKP145	0
RP11-331K21.1	0
AC012613.2	0.0199633
GRPEL2-AS1	0.262034
IL17B	0.0932338
RP11-394O4.3	0.257469
CARMN	2.16479
MIR145	0
RPL29P14	0.894201
RNU6-588P	0
U3	0
RN7SL868P	0
PPARGC1B	1.05814
MIR378A	0
PDE6A	3.12217
AC008427.2	0.129845
Y_RNA	0
TIGD6	4.39325
AC011406.2	0
RPS20P4	1.32327
RPL7P1	3.6072
Y_RNA	0
CDX1	0.121234
SLC6A7	0.126966
CAMK2A	4.61722
ARSI	1.77735
NDST1-AS1	0.240535
CTB-140J7.2	0.0738286
MYOZ3	1.17408
IRGM	0.033562
ZNF300	4.474
ZNF300P1	3.48059
CTC-311G1.1	0
CTC-311G1.2	0
CTB-17P3.4	0.626841
SLC36A3	0
SLC36A2	0.0260101
CTC-224D3.1	0
CTB-23I7.1	0
CTB-23I7.2	0
CTB-23I7.3	0
RNA5SP197	0
FAT2	0.556624
CTC-251D13.1	0.802565
MIR6499	0
CTB-113P19.4	0.253411
CTB-113P19.1	0.0684682
RN7SKP232	0
CTB-113P19.5	4.80125
CTB-113P19.3	0.308405
RPLP1P6	3.00567
RP11-54C4.3	4.59487
GLRA1	0
RP11-54C4.2	0
RNA5SP198	0
LINC01933	0.573459
NMUR2	0.196772
CTC-550M4.1	0
LINC01470	0.0132507
GRIA1	1.64427
RN7SL177P	0
LINC01861	0
RP11-461L18.1	0
MFAP3	3.27885
SAP30L-AS1	1.02501
HNRNPA3P7	0
MIR1294	0
RN7SL655P	0
HAND1	0.0344735
CTB-158E9.1	0
CTB-158E9.2	0
CIR1P1	0
MIR3141	0
MIR1303	0
Y_RNA	0
RN7SL803P	0
CTC-209L16.1	0.0868833
Metazoa_SRP	0.425075
MIR378H	0
CTC-280C13.1	0
KIF4B	0
CTD-2311A18.1	0
CTC-447K7.1	0
CTB-95D12.1	0
RNA5SP199	0
SGCD	1.85699
CTB-56J15.1	0
CTC-340I23.2	0
RNU6-556P	0
PPP1R2P3	0.0270054
TIMD4	0.0569272
APOOP1	0
HAVCR1	0.0358258
HAVCR2	2.09606
CTB-120L21.1	0
FAM71B	0
ITK	0.449462
CTB-4E7.1	0
CTC-248O19.1	0.5583
CTB-109A12.1	0.160541
CTB-47B11.3	0.521384
ADAM19	2.74262
CTB-47B11.1	0
NIPAL4	0.412068
AC106801.1	0
RNU6-390P	0
AC008694.2	0
SOX30	0.15607
C5orf52	0
AC008694.3	0
LSM11	4.33231
CTC-370J7.1	0
RNU6-260P	0
CTB-47B8.1	0
RNU2-48P	0
MARK2P11	0
CTB-47B8.5	0
CTB-47B8.4	0
CTC-436K13.5	0
CTC-436K13.1	0
CTC-436K13.4	0
CTC-436K13.6	0
CTC-436K13.3	0
CTC-436K13.2	0
RP11-524N5.1	0
RP11-542A14.1	0
RP11-542A14.2	0
RP11-32D16.1	0
EBF1	3.80704
CTD-2363C16.1	0
CTD-2363C16.2	0
LINC02202	0.32758
RP11-175K6.2	0.366536
CTB-11I22.1	0
LINC01932	0
SNORA68	0
AC008697.1	0.237847
IL12B	0.770614
RNU4ATAC2P	0
LINC01845	0
CTB-76P12.1	0
AC008691.1	0
LINC01847	0.013575
ADRA1B	0.870033
GAPDHP40	0.134488
Y_RNA	0
AC068657.2	0.259064
FABP6	1.33759
CTB-127C13.1	0.0280683
RP11-34P1.1	0
CCNJL	4.29487
RP11-34P1.2	0.596125
RP11-34P1.4	0
C1QTNF2	0.906596
PTTG1	3.9842
MIR3142HG	0.105125
MIR3142	0
ATP10B	0.0445108
CTC-348L5.1	0
CTC-529G1.1	0
LINC02159	0
GABRB2	0.382474
GABRA6	0.0263442
RP11-348M17.2	0
GLRXP3	0
GABRA1	0.0748802
LINC01202	0
GABRG2	3.22363
RP11-96G10.1	0
RNU6-164P	0
RP11-167P20.1	0.0979831
ARL2BPP5	0
RP11-541P9.3	0.0823923
MRPL57P6	0
CTB-95B16.1	0
HMMR	0.297043
HMMR-AS1	0
RP11-756G12.1	0
RNU6-168P	0
CTC-320C6.1	0
LSM1P2	0
CTC-207P7.1	0
CTB-32P11.1	0
CTC-340A15.2	0.650487
LINC02143	0
RNU6-209P	0
LINC01938	0
CTC-535M15.2	0.540713
RN7SKP60	0
CTC-535M15.1	0
CTC-425K20.1	0
RPL7P20	0
RP11-67M9.1	0
CTB-63M22.1	4.03254
LINC01947	0
CTC-264O10.2	0
CTC-264O10.1	0
TENM2	0.774456
CTB-180C19.1	0
CTC-286N12.1	0
CTB-105L4.2	0
CTB-78F1.1	0
CTB-78F1.2	0
CTC-353G13.1	0
CTB-77H17.1	0
SNORA40	0
CTB-178M22.1	0
CTB-105N12.2	0
CTB-178M22.2	2.34828
MIR103A1	0
RPL10P9	2.72634
CTC-558O2.2	0.197467
CTC-558O2.1	0.0862249
MIR218-2	0
Y_RNA	0
CTB-174D11.2	0
CTB-174D11.3	0
CTB-174D11.1	0
MIR585	0
RNU6-477P	0
SPDL1	3.4634
DOCK2	2.32208
CTB-37A13.1	0
FAM196B	0.282898
MIR378E	0
FOXI1	0
KRT18P41	0
LINC01187	0
C5orf58	0.324141
LCP2	2.99792
CTB-114C7.4	0
LINC01366	0.0853214
KCNIP1	0.57737
KCNMB1	0.330744
CTD-2270F17.1	0.0350817
CTB-147C13.1	0.105833
CTC-265N9.1	0.0338709
CTC-455F18.1	0.177429
GABRP	2.29218
RANBP17	2.41886
RN7SL623P	0
CTC-455F18.3	0.104382
RP11-546B8.3	0.188853
RP11-546B8.6	0
TLX3	0.315758
RP11-546B8.1	0
RN7SL339P	0
RPSAP71	0
SNORA70	0
RPL10P8	0.128649
MIR3912	0
FGF18	2.31016
CTB-78H18.1	0
SMIM23	0
EFCAB9	0
SNORA57	0
KLF3P1	0
LINC01944	0
CTB-79E8.4	0.102793
CTB-79E8.3	3.91091
MIR5003	0
CTB-79E8.2	0
RP11-779O18.1	0.344157
RP11-779O18.2	0.440754
RP11-779O18.3	0.465532
Y_RNA	0
RP11-779O18.4	0
RP11-536N17.1	0
CTC-308K20.1	1.55495
CTC-308K20.2	0
CTC-308K20.3	0.183924
CTC-308K20.4	0
SNORA74B	0.179674
Y_RNA	0
CDC42P5	0.171495
CTC-209H22.3	0
RPL7AP33	0
NKX2-5	0.216726
Y_RNA	0
RNA5SP200	0
STC2	1.65352
MIR8056	0
RNU6-500P	0
CTB-32H22.1	0
CTB-164N12.1	0
CTB-33O18.1	0
CTB-33O18.2	0.272025
CTB-33O18.3	0.33611
LINC01863	0.883024
LINC01942	0
LINC01484	0.407979
LINC01485	0.147378
C5orf47	0.0504741
RPL12P22	0
RP11-619L12.3	0
RP11-619L12.4	0
CTC-229L21.1	0
CTC-430J12.2	0
LINC01411	0.00801376
GAPDHP71	0.0410537
SUMO2P6	0
RP11-267A15.3	0
HIGD1AP3	0
MSX2	0.144975
CTD-2532K18.1	0
MIR4634	0
CTD-2532K18.2	0
LINC01951	0
NIFKP2	0
CTC-281M20.3	0
CTC-281M20.4	0
ARL2BPP6	0
DRD1	0.240361
CTC-571O20.1	0
RN7SKP148	0
HRH2	0.948004
RNU6-226P	0
RP11-91H12.4	0.834434
THOC3	4.8306
RP11-91H12.3	0
OR1X1P	0
RP11-826N14.1	0
RP11-826N14.2	1.35537
RP11-844P9.1	0
RP11-826N14.4	0.783529
RP11-844P9.5	3.90527
RP11-844P9.6	2.4665
RP11-844P9.4	0
BRCC3P1	0.564742
RP11-843P14.2	1.93966
RP11-843P14.1	2.95491
MIR1271	0
CTB-162J7.1	0
CDHR2	0.943728
RN7SL684P	0.184787
Y_RNA	0
MIR4281	0
EIF4E1B	1.33727
RP11-375B1.1	0
RP11-375B1.2	0
LINC01574	4.71429
HK3	1.55315
ZNF346-IT1	1.83968
FGFR4	3.22956
CTD-2301A4.3	0.244098
PRMT1P1	0.26673
CTD-2301A4.1	0
SLC34A1	0
PFN3	0
F12	1.9216
PRR7-AS1	0.784696
RP11-1334A24.5	1.60806
RP11-1334A24.6	0.918729
DOK3	2.90095
RP11-1277A3.3	1.15946
RP11-1101H11.1	0.971578
RP11-1026M7.2	0.985379
RP11-1026M7.3	0
OR1X5P	0
RP11-423H2.5	0
RP11-1252I4.2	3.17631
RP11-423H2.4	3.14979
PROP1	2.02242
N4BP3	4.86879
RP11-889L3.4	0.0986893
GMCL1P1	0
COL23A1	1.63268
RP11-1259L22.2	0
RP11-1259L22.1	0
RN7SL646P	0
CTB-26E19.1	0
RN7SKP70	1.449
AACSP1	0.141439
RP11-21I4.3	0
RP11-21I4.2	0
RP11-21I4.4	0
RP11-281O15.2	0.318408
PIGFP1	0.210123
RP11-281O15.8	1.65835
ZNF454	4.73467
RP11-281O15.4	3.50217
GRM6	1.53268
RP11-281O15.5	0.0987482
ZNF879	3.37371
ZNF354C	2.17801
RP11-443C10.2	0
RP11-443C10.1	0
RP11-443C10.3	0
RP11-798K23.1	0
U4	0
RP11-798K23.4	0
RP11-798K23.3	0
RP11-798K23.5	3.72775
PRDX2P3	0.36229
RP11-1379J22.2	0.84008
Metazoa_SRP	0.176979
C5orf60	0.107877
RP11-1379J22.7	0
RP11-1379J22.5	0.394378
CBY3	1.31925
HMGB3P22	4.095
MIR1229	0
RN7SKP150	1.99192
Y_RNA	1.05045
CTC-241N9.1	3.83068
RPS15AP18	0
CTC-563A5.4	0.0744319
CTC-563A5.2	1.33115
MIR340	0
RP11-39H3.2	0.0330127
RP11-39H3.1	0
RASGEF1C	0.159882
RP11-252I14.1	0
RP11-252I14.2	0.283497
CTC-573N18.1	0
RNU6-525P	0
RP11-451H23.1	0
RP11-451H23.2	0
RP11-451H23.3	0
OR2AI1P	0
RNU1-17P	0
OR2Y1	0
CTC-205M6.1	3.5906
BTNL8	0.181562
Y_RNA	0
RPS29P12	0
CTD-2593A12.3	0
CTD-2593A12.2	0
CTD-2593A12.4	0
BTNL3	0.0655545
RNU6-1036P	0
MIR8089	0
CTB-14A14.1	0
FOXO1B	0
CTB-14A14.2	0
OR2V1	0
OR2V2	0
LINC01962	0
CTC-338M12.5	4.29478
TRIM7	4.47661
CTC-338M12.6	0.2794
CTC-338M12.1	1.9116
CTC-338M12.7	0.12415
SNORD96A	0.838246
CTC-338M12.9	0.319396
CTC-338M12.13	0.857517
RNU6-705P	0
AC138035.2	0.434982
AC138035.3	0
AC138035.1	0
OR4F3	0
WBP1LP4	0
RPL23AP45	0
WBP1LP12	0
OR4F1P	0
LINC00266-3	0
CICP18	0
RP3-416J7.1	0
RP3-416J7.4	0.0164044
RP3-416J7.5	0
IRF4	0.422899
RP1-20B11.2	0.23297
HUS1B	0.827
RP11-532F6.2	0.0354907
RP11-532F6.3	0.775697
RP11-532F6.4	0.408778
RP11-532F6.5	0.110825
RP11-284J1.1	0.141973
