Name	Muscle - Skeletal
PLD5	0.0491992
RP11-561I11.4	0
RN7SKP12	0
RP11-561I11.3	0
RP11-513D4.3	0
RPL10AP5	0
RP11-513D4.1	0
RP11-435I3.1	0
RSL24D1P4	0
RP11-498M14.1	0
RP11-498M14.2	0
RP11-331N16.1	0
RP11-261C10.1	0
LINC01347	0
SEPT14P21	0
RP11-261C10.8	0
RP11-261C10.7	0.0461434
LINC01347	0.189001
RNU6-747P	0
CEP170	4.49094
RP11-261C10.5	0.423639
RP11-261C10.4	0
SDCCAG8	4.94467
FCF1P7	0
MIR4677	0
AKT3	3.43849
RP11-269F20.1	0.122454
FABP7P1	0
RP11-370K11.1	0
AKT3-IT1	0
RP11-278H7.1	0
RP11-278H7.5	0
RP11-278H7.4	0
RN7SL148P	0
RP11-278H7.3	0
C1orf100	0.0411152
RP11-518L10.5	0
TGIF2P1	0
C1orf101	0.339051
CYCSP5	0
RP11-173A6.2	0.139051
RP11-173A6.4	0
RP11-173A6.3	0
COX20	4.67382
RP11-11N7.4	0.467054
RN7SKP55	0
RNU6-947P	0
RP11-156E8.1	2.22708
EFCAB2	2.5726
RNU6-1089P	0
RNU6-999P	0
RNU1-132P	0
KIF26B	0.0586638
RP11-62I21.1	0
DNAJC19P8	0
RP11-522M21.2	0
RP11-522M21.3	0
SMYD3	2.04314
RP11-83A16.1	0
RP11-36N20.1	0
CHCHD4P5	0
RNU6-1283P	0
SMYD3-IT1	0
Y_RNA	0
RP11-690C23.4	0
LINC01743	0
RP11-690C23.5	0
RP11-690C23.3	0
RP11-1086F11.1	0.0213097
RP11-452J6.2	0
RP11-439E19.9	0.221639
RP11-439E19.7	0.174706
RP11-439E19.6	0
KIF28P	0.0745992
RP11-439E19.10	0.791473
LINC01341	0.83551
RP11-397A15.4	0
SNORA25	0
ZNF695	0
RP11-551G24.3	0
ZNF670	0.759221
RP11-551G24.2	0
RP11-107G24.3	0
ZNF669	0.722404
C1orf229	0.340428
FGFR3P6	0
ZNF124	0.410502
RP11-488L18.6	0.199175
RP11-488L18.3	0.0715465
RP11-488L18.10	2.24188
RP11-488L18.4	4.22037
RNA5SP82	0
RP11-488L18.8	0
RP11-488L18.1	0.0304574
VN1R17P	0
VN1R5	0
Y_RNA	0
NLRP3	0.322917
OR2B11	0
OR2W5	0
GCSAML	0.0262107
GCSAML-AS1	0.0295696
OR2C3	0
RP11-978I15.10	0
OR2G2	0
OR2G3	0
U6	0
OR14L1P	0
RP11-634B7.4	0
OR3D1P	0
OR13G1	0
RP11-634B7.5	0
OR6F1	0
OR14A2	0
OR14K1	0
OR1C1	0
OR9H1P	0
OR14A16	0
HSD17B7P1	0
OR6R1P	0
OR11L1	0
TRIM58	0.0296437
OR2W3	0
OR2T8	0
OR2AJ1	0
CLK3P2	0
OR2X1P	0
OR2L8	0
OR2AK2	0
OR2L9P	0
OR2L1P	0
Y_RNA	0
OR2L6P	0
OR2L5	0
Y_RNA	0
OR2L2	0
Y_RNA	0
OR2L3	0
OR2T32P	0
OR2L13	0
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	0
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T7	0
OR2T2	0
OR2T3	0
RP11-407H12.8	0
OR2T5	0
OR2AS2P	0
OR2G6	0
RP11-438F14.3	0
OR2AS1P	0
OR2T29	0
OR2T34	0
OR2T10	0
Y_RNA	0
RP11-438F14.10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
XX-CR54.1	0
WI2-2118C23.2	0
LYPD8	0
AL672296.1	0
AL672294.1	0
PGBD2	0.631345
RNU6-1205P	0
RPL23AP25	0.0725399
FAM110C	0.0241312
AC079779.7	0
SH3YL1	1.8407
ALKAL2	0.25399
AC079779.4	0
AC079779.5	0
RP11-356M6.1	0
LINC01865	0
AC105393.1	0
AC105393.2	0
LINC01874	0
RP11-625N16.1	0
LINC01875	0
AC093326.3	0
AC092159.2	0.0997598
RP11-455F15.1	0
AC092159.3	0
AC116609.1	0
LINC01115	0
AC116609.3	0
AC116609.2	0
LINC01115	0
LINC01939	0
AC113607.3	0
AC116614.1	0.371996
SNTG2	0.214968
AC114808.3	0
AC114808.2	0
AC108462.1	0
TPO	1.87118
AC144450.1	0.0512585
AC141930.3	0.269072
AC141930.2	0
AC144450.2	0
PXDN	4.21092
MYT1L	0.0191089
RP11-755H23.1	0
AC093390.1	0.0706454
MYT1L-AS1	0
AC018685.1	0
AC018685.2	0
AC011995.1	0
AC011995.3	0
LINC01250	0
AC019118.3	0
AC019118.4	0
TSSC1	3.19213
TSSC1-IT1	0
TRAPPC12-AS1	0.617377
RP11-1293J14.1	0.694568
AC142528.1	0.110388
AC108488.4	2.88435
RNASEH1-AS1	4.05589
COLEC11	0.138288
AC010907.2	0
TMSB4XP2	0.133741
ALLC	0.0161312
GAPDHP48	0
AC010907.5	0
DCDC2C	0
LINC01304	0
AC012445.1	0
NPM1P48	0
LINC01249	0
SNORA31	0
RNU6-649P	0
AC073143.1	0
AC107057.1	0
LINC01248	0
AC108025.2	0
SOX11	0.0256441
AC010729.1	0
AC010729.2	0
LINC01810	0
LINC01105	0
MIR7158	0
AC017053.1	0
LINC01247	0
PIK3CDP1	0
LINC01824	0
MIR7515HG	0
LINC00487	0.0935318
NRIR	0.17812
CMPK2	0.869629
RSAD2	1.13948
RP11-439M11.1	0.180708
RNF144A-AS1	0.255009
RNF144A	3.83164
AC019048.1	0.0397095
RN7SKP112	0
RP11-557L19.1	0.0863443
AC010904.1	0
AC013460.1	0.0131181
RNU6ATAC37P	0
AC092580.3	0
LINC01871	0
AC092580.2	0
AC092580.1	0
AC007463.2	0
LINC00298	0
LINC00299	0
U91324.1	0
AC011747.3	0
LINC01814	0
AC011747.6	0
SNRPEP5	0
ID2-AS1	0.112608
MBOAT2	0.688878
HMGB1P25	0
RPL30P3	0
RP11-734K21.2	0
RP11-734K21.5	0
RP11-734K21.3	0
RP11-734K21.4	0
ASAP2	1.81674
EIF1P7	0.259348
ADAM17	4.98359
RP11-400L8.2	0.720714
RP11-214N9.1	0.495005
Y_RNA	0
RP11-521D12.1	0
RP11-521D12.2	0
RNU4-73P	0
RP11-521D12.4	0
RP11-521D12.5	0
TAF1B	1.60816
RP11-95D17.1	0.689186
GRHL1	0.656286
AC010969.1	0
RP11-254F7.1	0
RP11-254F7.2	4.20979
RP11-254F7.3	0
CYS1	0.230619
AC104794.4	0
SNORA26	0
RP11-254F7.4	0
RRM2	0.0772202
C2orf48	0
SNORA2	0
MIR4261	0
RN7SL66P	0
SNORA51	0
HPCAL1	4.64312
SNORA80B	0
RP11-320M2.1	0.26416
AC007249.3	0.123059
AC092687.5	0
RN7SL832P	0.0960521
AC092687.3	0
ATP6V1C2	0.415104
RNU7-138P	0
RP11-791G15.2	0.588646
RNU7-176P	0
AC092687.4	0
RP11-245G13.1	0
LINC01954	3.19722
KCNF1	0.0266867
RP11-345J13.1	0
AC062028.1	0
C2orf50	0
RNU6-1081P	0
AC018463.4	0
AC018463.5	0
AC099344.2	0
AC099344.3	0
LINC00570	0.02384
GREB1	1.18439
RNA5SP84	0
MIR4429	0
RNU2-13P	0
RNA5SP85	0
RN7SL674P	0
NTSR2	0.26807
AC110754.3	0
RP11-494G9.1	0
AC106875.1	0.127428
AC012456.3	0.0257146
AC012456.4	0.113489
MIR548S	0
MIR4262	0
MIR3681HG	0
SNORD18	0
MIR3681	0
RNU6-843P	0
AC096559.2	0
RP11-333O1.1	0.0413962
MIR3125	0
AC064875.2	0.0561665
AC092635.1	0
LINC00276	0
AC016730.1	0
RNU6-1288P	0
Metazoa_SRP	0
AC011897.2	0
FAM84A	0.32143
AC068286.1	0
RP11-32P22.1	0
AC008278.2	0
AC008278.3	0
LINC01804	0
AC113608.1	0
RNU5E-7P	0
RP11-120J4.1	0
snoU13	0
MYCNUT	0
MYCNOS	0
MYCN	0.0930327
RN7SL104P	0
AC010145.4	0
GACAT3	0
AC142119.1	0
WI2-2221J1.1	0
SNORA40	0
AC010745.1	0
AC010745.2	0
AC010745.3	0
AC010745.4	0
AC010880.1	0
AC104623.2	0
RP11-542H15.1	0
AC008069.1	0
AC008069.2	0
LINC01866	0
RN7SKP168	0
ZFYVE9P2	0
PSMC1P10	0
RAD51AP2	0.0095324
VSNL1	0.133885
GEN1	0.769897
MSGN1	0
SNORA40	0
RP11-111J6.2	0.808958
NT5C1B	0.0410546
RNU6-1215P	0
AC106053.1	0
LINC01376	0.269162
MIR4757	0
OSR1	1.70434
AC010096.1	0
LINC01808	0
AC019055.1	0
CISD1P1	0
LINC00954	0.0664352
RP11-79O8.1	0.0418451
WDR35	1.94199
AC079145.4	0
MATN3	0.201234
RP11-644K8.1	0
AC098828.2	0
AC098828.3	0
RN7SL140P	0
RNU6-961P	0
SDC1	0.228687
AC007041.2	0.0835801
RNU7-113P	0
SLC7A15P	0
RNA5SP86	0
AC023137.2	0
Y_RNA	0
AC012065.4	0
RP11-130L8.3	0.611866
HS1BP3	2.64551
RP11-130L8.2	0.146765
HS1BP3-IT1	0.0786502
AC012065.5	0
GDF7	0.0387957
LDAH	0.532091
AC012361.1	0
RP11-116D2.1	0
APOB	0.102066
AC010872.1	0
TDRD15	0
RP11-79J24.1	0
AC067959.1	0
AC011752.1	0
NUTF2P8	0
AC009411.2	0
AC009411.1	0
LINC01822	0
RN7SL117P	0
LINC01830	0
AC068490.1	0
AC068044.1	0
AC099799.1	0
RNA5SP87	0
AC096570.2	0
LINC01884	0
RN7SKP27	0
AC016768.1	0.0326795
AC012506.1	0
AC012506.2	0
AC012506.3	0
AC012506.4	0
AC011239.2	0.505248
RP11-557N21.1	0.252819
ATAD2B	2.55089
PGAM1P6	0
AC066692.3	0
SDHCP3	0
RN7SL610P	0
MFSD2B	0.0661322
WDCP	4.70723
RNU6-370P	0
FKBP1B	0.822195
FAM228B	2.03367
TP53I3	1.81682
PFN4	0.319658
AC008073.7	0.0654119
FAM228A	0.213773
AC008073.9	0.0483554
AC009228.1	0.133776
SCARNA21	0
HMGN2P20	0
RPL36AP13	0
RNA5SP88	0
RNU6-936P	0
CENPO	1.62958
ADCY3	4.7822
RP11-443B20.1	0.286017
DNAJC27	3.65686
AC013267.1	0
SNORD14	0
DNAJC27-AS1	0.236001
Y_RNA	0
EFR3B	0.609441
RN7SL856P	0
SUCLA2P3	0
POMC	1.65763
LINC01381	0
MIR1301	0
AC012074.2	0.102106
DTNB	1.50734
AC104699.1	0
Y_RNA	0
ASXL2	4.8895
TPM3P7	0.0891952
PTGES3P2	0
AC010150.1	0.633116
NDUFB4P4	0
KIF3C	0.959327
UQCRHP2	0
TRMT112P6	0.108455
RNU6-942P	0
RP11-214J9.1	0.0283539
AC011742.3	0
SMARCE1P6	0.0483296
AC011742.5	0
PPIL1P1	0
GAREM2	1.2283
ADGRF3	0.0615792
DRC1	0.0386689
OTOF	0.162726
C2orf70	0
CIB4	0
AC015977.6	0
AC015977.5	0
KCNK3	0.368533
CENPA	0.0439567
CDKN2AIPNLP2	0
DPYSL5	0.0524284
AC013472.4	0
AC013472.3	0.0443368
AGBL5	3.72068
AGBL5-AS1	0
RP11-503P10.1	0.461297
AGBL5-IT1	0.238002
RP11-195B17.1	0.448408
KHK	1.30334
CGREF1	1.96784
ABHD1	2.55849
PRR30	0
TCF23	0.0319703
AC013403.13	0
CAD	3.86701
SLC30A3	0.0566048
DNAJC5G	0.017976
UCN	4.27796
GTF3C2-AS1	0.0983667
AC074117.10	1.82294
FTH1P3	0.387992
KRTCAP3	0.991894
IFT172	4.96956
AC074117.13	0.0706656
RNU6-986P	0
FNDC4	2.73197
GCKR	0.0912584
C2orf16	0.0681604
CCDC121	1.40254
SNORA36	0
LINC01460	0.103217
RBKS	2.25379
RP11-674I16.1	0
MIR4263	0
RP11-674I16.2	0
uc_338	0
AC093690.1	0.179553
FLJ31356	0.236005
RP11-373D23.2	3.42412
AC104695.4	0.0631786
PLB1	0.935335
SNRPGP7	0
AC074011.2	0.0490513
RNA5SP89	0
AC097724.3	1.11618
SPDYA	0.134379
RP11-713D19.1	0
SNORD92	0
SNORD53	0
Y_RNA	0
SNORD53_SNORD92	0
TOGARAM2	2.87609
Y_RNA	0
C2orf71	0.128029
AC105398.3	0.0809829
ALK	0.0459979
RN7SL516P	0
AC106870.1	0
AC106870.2	0
AC016907.3	0.0380985
AC016907.2	0
SNORA64	0
AC104698.2	0
LINC01936	0.0812261
RP11-182E7.1	0
LCLAT1	1.30109
RP11-523J2.1	0
CAPN13	0.00484871
AC092569.2	0
GALNT14	0.0670792
AC009305.1	0
CAPN14	0.0247609
RNA5SP90	0
EHD3	1.26648
AL121657.4	0
XDH	0.0776557
SRD5A2	0.117264
AL133247.2	0
AL133247.3	0
LINC01946	0
KRT18P52	0
AK2P2	0
RP11-1057B6.1	0.0811003
MEMO1	2.66659
CTC-336P14.1	1.04766
RP11-563N4.1	0.872048
DDX50P1	0.134443
RNU6-647P	0
NLRC4	0.744206
AL133245.2	0.0452564
BIRC6-AS1	0
AL133243.1	0.446478
AL133243.2	0.372429
MIR558	0
AL133243.3	0
BIRC6-AS2	0.0987965
AL133243.4	0.0405995
MIR4765	0
LINC00486	0
AL121656.5	0
Y_RNA	0
AL133244.1	0
RNA5SP91	0
RNA5SP92	0
MIR4430	0
RASGRP3	4.65494
AC020594.5	0.898528
ATP6V0E1P3	0
HNRNPA1P61	0
LINC01317	0
MYADML	0
SLC25A5P2	0
LINC01318	0
AC073218.1	0
LINC01320	0
RP11-529E15.1	0
AC073218.3	0
AC012593.1	0
RN7SL602P	0
AC019064.1	0
AC013442.1	0
MIR548AD	0
RNU6-1117P	0
AC083939.1	0
MRPL50P1	0
AC009414.1	0
RP11-78I14.1	0.10811
RP11-294L11.1	0
RP11-288C18.1	0.888815
RNU6-577P	0
HEATR5B	3.86112
GPATCH11	1.99635
EIF2AK2	2.88821
AC007899.3	0
SULT6B1	0
AC007390.4	0
RP11-423P10.2	0.383007
AC007391.2	0.158238
RNU6-939P	0
QPCT	1.79332
RNU6-1116P	0
AC006369.2	0
AC006369.3	0
AC010878.3	0.0503221
LINC00211	0.00840336
RMDN2	1.0467
RMDN2-AS1	0.0137071
CYP1B1	1.72556
CYP1B1-AS1	0.107294
RP11-314C9.1	0.0176112
AC009229.6	0
RNU6-951P	0
RP11-314C9.2	0
AC009229.5	0
RPL7P12	0
GAPDHP25	0
AC016995.3	0.707233
LINC01883	0
RP11-541E12.1	0.0579052
AC011247.3	0
AC074366.3	0
GEMIN6	1.82956
TTC39DP	0
AC018693.5	0
ASS1P2	0.0892145
AC018693.6	0
RNU6-851P	0
ARHGEF33	0.156166
RN7SL96P	0
RP11-173C1.1	0.190496
SOS1-IT1	0.781103
RNU6-198P	0
HSPE1P13	0
Y_RNA	0
CDKL4	0.042246
SNORA67	0
RP11-449G16.1	0.377071
AC007246.3	1.11632
TMEM178A	1.33625
SLC8A1-AS1	0
AC007253.1	0
SLC8A1	0.124137
LINC01794	0
HNRNPA1P57	0
LDHAP3	0.24093
AC009413.2	0
Y_RNA	0
RNU4-63P	0
LINC01913	0
LINC01914	0.0894336
C2orf91	0
AC013480.2	0
AC083949.1	0
EML4	2.69509
SNORD75	0
KCNG3	0
VDAC1P13	0
AC025750.5	0
MTA3	3.13218
Metazoa_SRP	0
AC025750.7	0
AC074375.1	0
RNU6-137P	0
OXER1	0.472652
HAAO	1.29144
FTOP1	0.164144
AC098824.6	0
AC016735.1	0
LINC01819	0.130453
AC016735.3	0
RNU6-242P	0
AC093609.1	0.633051
LINC01126	0.620768
AC010883.5	1.44336
THADA	2.55632
RNU6-958P	0
RN7SL531P	0
Y_RNA	0
PLEKHH2	1.34311
C1GALT1C1L	0.258772
AC011242.5	0
RN7SKP66	0
DYNC2LI1	2.73335
ABCG5	0.0129137
ABCG8	0
RNU6-1048P	0.210597
RN7SL455P	0
AC019129.1	0
RNU6-566P	0
PDSS1P2	0
RP11-559M23.1	0
RPL12P19	0.111842
SLC3A1	0.0904329
CAMKMT	1.83374
LINC01833	0
RP11-89K21.2	0
Six3os1_1	0
Six3os1_2	0
Six3os1_4	0
Six3os1_5	0
Six3os1_7	0
SIX3-AS1	0
SIX3	0.0223979
AC012354.6	0
AC012354.8	0.107927
AC093702.1	0.601188
LINC01121	0.103975
AC009236.2	0
SRBD1	1.82386
RN7SL414P	0
PRKCE	2.96537
U51244.2	0
AC017078.1	0
AC017006.2	0
AC017006.3	0
AC016696.1	0
Metazoa_SRP	0
LINC01820	0
TMEM247	0
RN7SL817P	0
ATP6V1E2	1.37032
RP11-417F21.2	0
RP11-417F21.1	0.42422
PIGF	2.37001
RP11-536C12.1	0.217835
RP11-333I13.1	1.40128
LINC01118	0.173328
LINC01119	0.526368
AC016722.3	0
AC016722.4	0.411873
TTC7A	3.24472
RP11-15I20.1	0
AC093732.1	0
C2orf61	0
AC073283.7	0
C2orf61	0
AC073283.4	0.0539822
AC106869.2	0.114728
BCYRN1	0.781408
EPCAM	0.0901887
RN7SKP119	0
MIR559	0
Metazoa_SRP	0
MSH2	3.33224
KCNK12	0.043885
HCG2040054	0.029881
AC079250.1	1.26625
MSH6	3.73418
AC006509.4	0
AC006509.7	0
U6	0
RPL36AP15	0.182618
RPS27AP7	0
AC079807.2	0.544637
AC079807.1	0
AC079807.4	0.0125248
RP11-429P7.1	0
RN7SKP224	0
FOXN2	3.19387
RNU4-49P	0
RP11-191L17.1	0.283312
PPP1R21	4.85742
RNU6-282P	0
STON1	1.64216
GTF2A1L	0.154354
TPT1P11	0
LHCGR	0.0113968
STON1-GTF2A1L	0
ELOBP3	0
RP11-460M2.1	0
CTBP2P5	0
FSHR	0
MIR548BA	0
RP11-152D8.1	0
RNU6-439P	0
RP11-443F4.1	0
RPL7P13	0
SNORA75	0
NRXN1	0.0199354
MTCO1P42	0
RP11-358H12.1	0
MIR8485	0
AC007560.1	0.098565
AC007682.1	0
KNOP1P3	0
CRYGGP	0
AC097463.2	0
AC097463.1	0
ZNF863P	0
Y_RNA	0
LINC01867	0
AC139712.1	0
AC139712.4	0
AC139712.2	0
FTH1P6	0
MIR4431	0
AC010967.2	0
AC010967.3	0
AC010967.1	0
SCARNA16	0
AC069157.1	0
ASB3	1.51431
RNU6-997P	0
CHAC2	3.54246
MIR3682	0
GPR75	0.822533
AC008280.1	0
HMGB1P31	0.83871
RP11-477N3.1	0.35811
RNU7-172P	0
TSPYL6	0.0358243
C2orf73	0
AC092839.3	0
RPL23AP32	0
AC092839.4	0
EML6	0.636826
AC104781.1	0
RNU7-81P	0
RNU6-433P	0
CLHC1	0.556493
AC012358.7	0.0750112
AC012358.4	0.582879
PRORSD1P	1.61789
Y_RNA	0
CCDC88A	2.54248
AC012358.8	0.367428
BTF3P5	0.154612
RNU6-775P	0
RNU6-221P	0
RNU6-634P	0
SNORA12	0.239429
RP11-554J4.1	0.380275
RN7SKP208	0
RP11-481J13.1	0.317198
MIR217HG	0
MIR217	0
MIR216A	0
MIR216B	0
LINC01813	0
AC007743.1	1.68796
CCDC85A	2.2031
RNA5SP93	0
AC008173.1	0
RP11-443I9.1	0
RP11-127H13.1	0
SNORD78	0
ACTG1P22	0
FANCL	3.4537
RP11-334G22.1	0
EIF3FP3	3.11133
LINC01795	0
LINC01122	0
AC007238.1	0.259472
LINC01793	0
RP11-444A22.1	0
AC007131.2	0
AC007179.1	0
RP11-569H17.1	0
RNU6-508P	0
RNA5SP94	0
AC007381.3	0
MIR4432HG	0
RNU1-32P	0
MIR4432	0
BCL11A	0.0172427
AC009970.1	0
RN7SL361P	0
RP11-416L21.2	0
RP11-416L21.1	0
RNU6-612P	0
ATP1B3P1	0
PAPOLG	2.65856
LINC01185	0
RN7SL632P	0
RPL21P33	0
REL	1.00969
RNU4-51P	0
NONOP2	0.683863
AC010733.5	0.647659
PUS10	1.18454
RNA5SP95	0
KIAA1841	1.10747
AC016747.3	0.416138
RP11-493E12.1	0.0382302
RP11-493E12.2	0.326979
RP11-479F13.1	0
AC016894.1	0
SNORA70B	0
RP11-355B11.2	1.2551
RP11-355B11.1	0
RPS29P10	0
RNU6-1145P	0
AC108039.1	0
RPS24P7	0
AC108039.3	0
FAM161A	1.23577
RP11-681L4.1	0
RP11-681L4.2	0
AC107081.5	0.135625
Y_RNA	0
AC018462.2	0
RP11-270B14.1	0
B3GNT2	2.31351
MIR5192	0
RN7SL51P	0
RP11-642D6.1	0
AC093159.1	0
RN7SL18P	0
TMEM17	0.89415
AC107083.1	0
AC092155.1	0.0757115
PSAT1P2	0
RSL24D1P2	0
AC092155.4	0
EHBP1	4.7954
Y_RNA	0
AC007098.1	0
RP11-443F16.1	0
AC009501.4	0.391698
OTX1	0
RP11-511I11.2	0
RP11-511I11.1	0.120165
DBIL5P2	0.0503311
WDPCP	0.846757
Metazoa_SRP	0
AC074367.1	0
RP11-391A7.1	0
AC016734.2	0.202951
RPS4XP5	0.149087
AC096664.1	0.0517172
AC096664.2	0.043185
HNRNPA1P66	0.474531
ACA59	0.725893
AC012368.1	0
AC074289.1	0.434184
LINC00309	0
RP11-547M24.1	0
AC114752.1	0
AC114752.3	0
MIR4433B	0
RPL23AP37	0.071429
AC008074.3	0.618214
AC008074.5	0.05155
LINC01805	0
RP11-568N6.1	0.0889014
MIR4434	0
RNU6-100P	0
AC007365.1	0
AC007365.3	0.368201
AC007365.4	0
RN7SL341P	0
Y_RNA	0
LINC01800	0
AC007386.2	0
RN7SL211P	0
AC007386.3	0.173602
RNU6-548P	0
AC007386.4	0.0562789
SNORA74	0
RP11-420C9.1	0.345072
AC007318.5	3.27129
SPRED2	4.37591
AC012370.2	0
AC074391.1	0.121923
AC012370.3	0
AC007389.1	0
AC007389.2	0
RN7SL635P	0
VTRNA2-2P	0
AC007389.3	0
RP11-418H16.1	0.154516
KRT18P33	0
RP11-340F16.2	0
AC118345.1	0
AC092669.6	0
MIR4778	0
LINC01873	0
MEIS1-AS3	0
MEIS1	1.15224
MEIS1-AS2	0
LINC01798	0
LINC01797	0
AC009474.1	0
AC009474.2	0
LINC01799	0
LINC01628	0
AC007403.3	0
LINC01828	0
LINC01829	0
AC023115.4	0
ETAA1	2.79977
AC007422.1	0
AC010987.5	0
LINC01812	0
AC079112.1	0
WDR92	4.04199
AC017083.2	0
RP11-474G23.3	0.196579
CNRIP1	2.95328
AC015969.3	0
PLEK	1.11391
AC127383.1	0
FBXO48	0.954691
APLF	0.819479
AC130709.1	0
PROKR1	0.0326063
ARHGAP25	0.8325
LINC01888	0
LINC01890	0
BMP10	0.0194825
GKN3P	0
GKN2	0
GKN1	0
MIR3126	0
RNA5SP96	0
RNU6-1216P	0
RP11-85D18.1	0
Y_RNA	0
AAK1	3.69494
RN7SL604P	0
SNORA36C	0
RP11-77O7.1	0
B3GALNT1P1	0
AC092431.3	0
GMCL1	2.22823
RP11-401N16.2	0
RPL23AP92	0
MXD1	4.329
ASPRV1	1.80254
PCBP1-AS1	0.958897
RN7SL470P	0
AC016700.2	0
AC016700.4	0
LINC01816	0.669276
C2orf42	2.74555
MIR1285-2	0
AC016700.6	0.161874
BRD7P6	0
AC022201.4	0
TGFA	0.0705158
TGFA-IT1	0
ADD2	0.155074
AC007395.3	0
FIGLA	0
HMGN2P21	0
CLEC4F	0.0789888
AC007395.4	0
CD207	0.0377421
LINC01143	0
Vax2os1_3	0
VAX2	0.350657
ATP6V1B1	0.228933
ELOCP21	0
RN7SL160P	0
ANKRD53	0.348706
AC007040.6	0
AC007040.8	0
OR7E91P	0
OR7E46P	0
OR7E62P	0
RP11-467P9.1	0.345433
AC007881.4	0
ZNF638-IT1	0.289154
RNU6-105P	0
RPS20P10	0.236125
CYP26B1	1.76083
EXOC6B	4.24541
AC006461.2	0
RNU2-39P	0
SNORD78	0
EMX1	0.0377923
RP11-466M21.1	0
SFXN5	2.641
RP11-44N22.3	0.32588
NOTO	0
FBXO41	0.132912
EGR4	0
RNU6-111P	0
RPSAP28	0
ALMS1	1.23985
ALMS1-IT1	0.230174
NAT8	0.0422431
ALMS1P1	0.11728
NAT8B	0
RP11-434P11.2	0.125805
RP11-434P11.1	0
DUSP11	4.90971
C2orf78	0
RP11-51I5.1	0
ACTG2	2.59899
DGUOK-AS1	0.329341
RNA5SP97	0
AC073046.25	0.325752
TET3	1.00341
RP11-711M9.2	0
FNBP1P1	0.256646
RP11-287D1.4	0.144609
BOLA3-AS1	0.891411
RP11-287D1.5	0
RP11-287D1.2	0
SLC4A5	0.745663
KRT18P26	0
RNU6-542P	0
NECAP1P2	0
TAF13P2	0
DCTN1-AS1	0
AC005041.11	0
C2orf81	0.259718
HMGA1P8	0
WDR54	1.11556
RTKN	3.11291
MRPL53	1.1151
CCDC142	1.19578
LBX2	0.116606
RP11-523H20.3	0.0857036
LBX2-AS1	1.10312
TLX2	0
DQX1	0.0256622
LOXL3	0.737603
DOK1	0.776224
M1AP	0.0451781
AC005033.6	0
TVP23BP2	0
SEMA4F	0.670678
AC007387.2	0.28369
RP11-259N19.1	0.227065
LINC01291	0.258943
AC104135.2	0.0659909
LINC01293	0.0437784
TACR1	0.153704
MIR5000	0
RP11-355F16.1	0.102885
GAPDHP57	0
EVA1A	0.150627
AC007099.2	0
snoU109	0
AC007099.1	0
AC005034.2	0
U3	0
SUPT4H1P1	0
RP11-342K6.2	1.60573
RP11-342K6.3	0.440149
RP11-342K6.4	0.0777921
SUCLA2P2	0
AC073091.2	0
RP11-335E8.1	0
RN7SKP203	0
RN7SKP164	0
LRRTM4	0.150151
RNA5SP98	0
AC079117.1	0
AC084149.2	0
AC084149.1	0
AC105399.2	0
LINC01851	0
AC012494.1	0
CYCSP6	0
RP11-601H16.1	0
AC092660.1	0
RNU6-827P	0
RNU6-812P	0
REG3G	0
REG1B	0.0711248
REG1A	0.310272
REG1CP	0
REG3A	0
AC011754.1	0
CTNNA2	0.0266551
AC010975.1	0
RP11-191H23.1	0
AC010975.2	0
RNU6-561P	0
MIR4264	0
MIR8080	0
AC016716.2	0
AC016716.1	0
LRRTM1	0.0107632
AC008067.2	0
AC084193.1	0
AC105342.1	0
AC012075.1	0
LINC01815	0
RNA5SP99	0
AC013262.1	0
RN7SL201P	0
AC079896.1	0
LYARP1	0
Y_RNA	0
AC010105.1	0
AC109638.1	0
MTND4P25	0
MTND5P27	0
MTND6P7	0
MTCYBP7	0
DHFRP3	0
AC138623.1	0
LINC01809	0
RPL37P10	0
RNU6-1312P	0
AC016908.1	0
ST6GALNAC2P1	0
FUNDC2P2	0.0250061
AC106874.1	0
DNAH6	0.0148991
DUXAP1	0
LDHAP7	0.190212
TRABD2A	0.0550556
RP11-241M13.2	0
RPL12P18	0
AC022210.2	1.05664
LINC01964	0
AC078974.2	0
LSM3P3	0
TCF7L1-IT1	0
RNU6-674P	0
AC093162.3	0
AC093162.5	0.367516
Y_RNA	0
PEBP1P2	0.779687
RP11-717A5.1	0
Y_RNA	0
RN7SL113P	0.403386
RP11-717A5.2	0
CAPG	4.16186
SH2D6	0.078697
Y_RNA	0
RN7SL251P	0
Y_RNA	0
RPSAP22	0
RN7SL126P	0
SFTPB	0.218645
AC012454.4	0.0219163
GNLY	2.62495
RNU1-38P	0
MIR6071	0
AC105053.3	0.27215
RN7SKP83	0
ST3GAL5	3.63744
ST3GAL5-AS1	0.14544
RP11-548P2.2	0.16672
SNORD94	0.601903
Y_RNA	0
MIR4779	0
RP11-301O19.1	1.80397
U8	0
SNORA19	0
RNU6-640P	0
AC015971.2	0.361118
CD8A	0.11917
CD8B	0.105936
ANAPC1P1	0.0507692
AC111200.2	0
RGPD1	0.0151865
AC111200.7	0
NDUFB4P5	0
PLGLB1	0.208927
AC125232.1	2.84262
