Name	Heart - Atrial Appendage
AC114760.1	0
STK17B	2.90594
RP11-347P5.1	0.142611
HECW2	2.66819
AC020571.3	0.0555853
RN7SL820P	0
RP11-369J9.1	0
CCDC150	0.203203
SCARNA16	0
C2orf66	0.33778
RP11-84A12.1	0
PGAP1	2.69159
ANKRD44	2.38909
HNRNPA3P15	0
AC017035.2	0
AC013264.2	0
ANKRD44-IT1	0
ATP5G2P3	0
AC010746.3	0
NPM1P46	0.0519851
SNORA4	0
RNU6-1029P	0
AC020550.7	0
RFTN2	2.3576
AC011997.1	0
MARS2	1.74821
BOLL	0.00469118
AC109589.1	0
LINC01923	0
AC019330.1	0
AC018717.1	0
AC018717.2	0
RNU7-147P	0
SATB2	0.444791
RP11-486F17.1	0
SATB2-AS1	0
LINC01877	0
SEPHS1P6	0.0914425
FTCDNL1	0.841196
AC073043.1	0.0109474
AC108032.1	0
RN7SL717P	0
C2orf69	4.68691
TYW5	2.06774
RNY4P34	0
SGO2	0.419174
AOX3P	0.0488302
LINC01792	0
AOX2P	0.00876137
RNU1-133P	0
AC007163.6	0.0523395
RNU6-31P	0
BICD1P1	0
RNA5SP115	0
Y_RNA	0.927189
RNU6-312P	0.940771
RNU6-762P	0
AC005037.3	0.19571
FAM126B	3.06135
HNRNPA1P35	0.107175
RPL23AP30	0
RNU6-1206P	0
Metazoa_SRP	0
RP11-13J8.1	0
RPL17P10	0
IMPDH1P10	0
CFLAR-AS1	0.77182
RNU7-45P	0
CASP10	2.5152
MTND5P25	0.0406151
MTND4P23	0.0579082
MTND4LP13	0
CASP8	1.46364
ALS2CR12	1.59413
AC007256.5	0.138517
Y_RNA	0
ALS2CR11	0.344268
MTCO2P16	0.0946705
MTATP6P16	0.0790843
MTCO3P16	0
MTND3P16	0
MTND4LP16	0
MTND4P29	0
MTND5P31	0
MPP4	0.0515272
RNU6-651P	0
AC007279.2	0.112893
CDK15	0.106151
Y_RNA	0
UBE2V1P11	0
RNU6-440P	0
RP11-107N15.1	0.499293
KIAA2012	0.0103198
AC079354.3	0.0159453
AC079354.5	0
PSMA2P3	0
DAZAP2P1	0.0476799
AC079354.6	0
SNORD70	0
SNORD70	0
SNORD11B	0
SNORD11	0
RN7SL753P	0
AC064836.3	0.0777259
RP11-686O6.1	0.0712548
RN7SL40P	0.164833
RP11-686O6.2	1.34707
RP11-27M5.1	0
AC073410.1	1.37555
MTCO1P17	0
MTCO2P17	0
MTATP6P17	0
MTCO3P17	0
MTND3P17	0
MTND4LP17	0
MTND4P30	0
MTCO1P54	0
FAM117B	1.72767
ICA1L	2.47651
KRT8P15	0.0426809
WDR12	3.9964
CARF	2.02996
AC010900.2	0.0560944
RP11-544H14.1	0
NBEAL1	1.51837
RPL7P14	0.0709786
SNORA1	0
AC023271.1	0.180764
RPL23AP36	0
RPL12P16	3.04913
CYP20A1	3.07996
RN7SL670P	0
MRPL50P2	0
RP11-363J17.1	0.0724279
RAPH1	2.37668
AC125238.2	0
AC125238.3	0
CD28	0.239153
KRT18P39	0
NPM1P33	0
RNU6-474P	0
CTLA4	0.125142
ICOS	0.0639955
AC009965.1	0
AC009965.2	0
AC009498.1	0
DSTNP5	0
AC106901.1	0
AC016903.1	0
AC016903.2	0
PARD3B	3.05162
AC008171.1	0
NRP2	2.85497
AC007362.3	0.018673
RN7SKP178	0
AC007679.1	0
AC007679.3	0
INO80D	3.1928
Vault	0
Y_RNA	0
AC007679.4	0
AC007383.3	1.8873
uc_338	0
snoZ196	0
SNORD51	0
SNORA41	0.848778
GPR1	0.605435
GPR1-AS	0
RN7SKP200	0
AC007383.6	0
HMGN1P6	0
RN7SKP260	0
ZDBF2	2.24663
AC017081.2	0
HNRNPA1P51	0
AC010731.2	0.155631
AC010731.3	0
AC010731.4	0.153738
DYTN	0
AC010731.6	0
Y_RNA	0
MDH1B	0.989633
RP11-95H11.1	0
AC008269.2	0.0371253
CPO	0.478373
MIR2355	0
KLF7-IT1	0.351114
MIR7845	0
AC007879.1	0
AC007879.2	0.0995925
AC007879.4	0
AC007879.3	0
MYOSLID	0.146562
AC007879.5	0.0355087
LINC01802	0
MIR1302-4	0
CREB1	4.63155
METTL21A	1.72479
RPS29P9	0
LINC01857	0
RNU6-664P	0
PPP1R14BP2	0
Y_RNA	0
CCNYL1	3.23724
FZD5	1.32952
PLEKHM3	2.65494
AC083900.1	0.049175
RNU6-360P	0
AC093698.1	0
RNA5SP116	0
RPL12P17	0
CRYGEP	0
CRYGD	0
CRYGC	0
AC093698.4	0
CRYGB	0
CRYGA	0
C2orf80	0
RPSAP27	0
TPT1P2	0
IDH1-AS1	1.00136
MYL6BP1	0
PTH2R	0.0105265
AC012362.3	0
AC019185.2	0
AC019185.4	0
AC019185.3	0
RNA5SP117	0
HSPA8P6	0
CRYGFP	0
MEAF6P1	0
PKP4P1	0
MAP2	1.54857
RNA5SP118	0
UNC80	0.0386747
SNAI1P1	0
RP11-260M2.1	1.84128
AC007038.7	0.919457
AC006994.1	0.0916832
AC006994.2	0.0490806
ACADL	3.24007
Y_RNA	0
MYL1	0.569565
LANCL1-AS1	0.0610385
CPS1	0.987169
CPS1-IT1	0
RP11-212J19.1	0
AC013404.1	0
ERBB4	2.17049
RNA5SP119	0
MTND2P23	0
MTCO1P46	0
MIR548F2	0
AC079610.1	0
LINC01878	0
PCED1CP	0
AC108066.1	0
IKZF2	0.938455
RP11-105N14.1	0.952103
LINC01953	0
RP11-105N14.2	0
AC079610.2	0
SPAG16	2.23246
MIR4438	0
AC107218.3	0
RPL5P8	0
VWC2L	0.00636119
VWC2L-IT1	0
ENSAP3	0
BARD1	1.24
AC072062.1	0.0249595
SNORA70	0
RPL10P6	1.05965
ABCA12	0.0106053
AC072062.3	0
AC073284.4	0
AC012462.1	0
AC012462.2	0
AC012462.3	0
AC012668.1	0
AC012668.2	0
AC012668.3	0
LINC00607	0.175879
LINC01614	0.115139
AC093850.1	0
AC122136.2	0
AC093382.1	0
MREG	0.473275
PECR	1.68096
TMEM169	0.107345
POLHP1	0
AC012513.4	0
RP11-566E18.1	1.09545
LINC01963	2.98282
MARCH4	0.0226676
AC012513.6	0
AC069155.1	0
Y_RNA	0
AC098820.2	0
AC098820.3	0.152265
AC098820.4	0.0209642
LINC01280	0
AC073321.4	0
PSMB3P2	0
AC007563.5	0.0492214
AC007563.4	0
RNA5SP120	0
AC007563.3	0.0512053
FABP5P14	0
AC007557.4	0
TNP1	0.0796342
AC007557.2	0
AC007557.3	0
AC007563.1	0
LINC01921	0
RP11-574O16.1	0
RN7SKP43	0
DIRC3-AS1	0.034439
Pinc	0
DIRC3	0.307801
AC010886.2	0
RPL7L1P9	0.100246
MIR6809	0
AC010136.2	0.388471
RUFY4	0.0336868
CXCR2P1	0.0490181
CXCR2	0.356745
CXCR1	0.599979
HMGB1P9	0
RP11-378A13.1	0.790891
GPBAR1	2.00086
MIR6513	0
CATIP-AS2	0
MIR6810	0
AC021016.7	0.115557
CATIP	0.0828558
CATIP-AS1	0.723482
RP11-378A13.2	0
MIR26B	0
VIL1	0.0182097
USP37	1.02884
RN7SKP38	0
RNU6-136P	0
PLCD4	1.44557
RP11-548H3.1	2.00612
ZNF142	4.22224
TTLL4	4.75341
RP11-459I19.1	0.575481
PRKAG3	0.226878
MIR9500	0
RPL23AP31	0
WNT6	1.72199
WNT10A	0.0653349
LINC01494	0
RNU6-642P	0
AC097468.7	0
KRT8P30	0
CDK5R2	0.0459415
LINC00608	0.00505937
FEV	0.0323742
CRYBA2	0
MIR375	0
AC097468.4	0
CFAP65	0.0132067
IHH	0.0580354
MIR3131	0
RP11-33O4.1	1.14474
NHEJ1	3.44354
RN7SL764P	0
SLC23A3	0.894848
GLB1L	1.72755
TUBA4B	0.0332688
PTPRN	0.102804
MIR153-1	0
AC114803.3	0
RESP18	0
AC053503.2	0
AC053503.4	0.115758
AC053503.11	0.165584
RP11-316O14.1	0.471333
ASIC4	0.406472
TMEM198	3.52494
RP11-256I23.1	1.53206
MIR3132	0
RP11-256I23.2	0.596823
RN7SKP213	0
AC009955.8	0.514105
RP11-256I23.3	3.6162
AC009502.1	0
AC009502.4	0
RPL23P4	0
LINC01803	0
MIR4268	0
AC009310.1	0
AC114765.1	0
AC114765.2	0
AC067956.1	0
AC093843.1	0.187336
AC011233.2	0
TMEM256P2	0
CTD-2308L22.1	2.40701
AC079834.1	0
AC068489.1	0
AC009302.2	0
HSPA9P1	0.0513544
RPL23AP28	0
PAX3	0.0427782
CCDC140	0
RP11-384O8.1	0.910305
AC010980.2	0.47628
Y_RNA	0
SGPP2	1.48303
NANOGP2	0
RNU6-619P	0
GAPDHP49	0
RP11-16P6.1	0.423727
MOGAT1	0.142495
AC104772.1	0
AC016712.1	0
AC016712.2	0.10552
ATG12P2	0
AC097461.4	0.133888
RP11-525G12.1	0
RN7SL807P	0
HIGD1AP4	0
AC013448.1	0
AC013448.2	0
SCG2	0.681153
AC012512.1	0
AP1S3	0.150666
AC073641.2	0
AC019109.1	0
AC008072.1	0
FAM124B	0.572194
RP11-92F20.1	0
AC073052.1	0.581114
RP11-811O14.1	0
DOCK10	0.908597
MIR4439	0
NYAP2	0
AC016717.1	0
RP11-314B1.2	0
RP11-314B1.1	0
AC080002.1	0
AC068138.1	0
MIR5702	0
IRS1	4.10335
RP11-395N3.2	1.09971
RP11-395N3.1	0.0901158
RHBDD1	4.71486
SNORA48	0.294683
AC097662.2	0.36069
TM4SF20	0
MIR5703	0
C2orf83	0
AC064853.2	0
AC064853.3	0
SLC19A3	0.412502
RNA5SP121	0
SNRPGP8	0
AC073065.3	0
CCL20	0.0833098
TDGF1P2	0
DAW1	0.137515
SNORA25	0
RNU6-624P	0
AC074019.2	0
LINC01807	0.104383
AC074019.1	0
RPL7L1P10	0
AC007677.2	0
RN7SKP283	0
RNU7-9P	0
AC007559.1	0
RNU6-613P	0
FBXO36	0.930109
RNU6-964P	0
FBXO36-IT1	0
RNU6-1027P	0
SLC16A14	1.16445
RNY4P19	0
AC009950.2	0.571507
RP11-98F19.1	0
SP110	4.56863
SP140	0.225703
SP140L	3.38654
RP11-69J7.1	0.030202
RN7SL834P	0.711547
HMGB1P3	0
AC010149.4	0.0395369
TPM3P8	0.0554615
RP11-395A23.1	0
RNU6-451P	0
LINC01907	0.0367636
BANF1P3	0.204501
RNU6-268P	0
RP11-499P1.1	0
AC012507.3	0
GPR55	0.0201752
RP11-499P1.2	0
COX20P2	0
SPATA3-AS1	0
SPATA3	0
C2orf72	0.178247
RP11-223I10.1	0
HTR2B	2.66606
RNU1-93P	0
ARMC9	0.979399
AC018738.2	3.5067
MIR4777	0
AC017104.6	0.401578
B3GNT7	1.79173
ZBTB8OSP2	0
AC017104.4	0
AC017104.2	0
SNORA75	0.617767
SNORD20	0
SNORD82	0
RP11-562I5.1	0.577413
RP11-562I5.2	0.219109
RNU2-22P	0.148642
LINC00471	0.556334
NMUR1	0.638452
AC104634.3	0.0716049
RPL23AP26	0
TEX44	0
RN7SL499P	0
U4	4.86691
AC073476.1	0
RP11-690I21.1	1.66566
RP11-690I21.2	0.0621375
MIR1471	0
NPPC	0.941656
DIS3L2	3.91075
AC105461.1	0
MIR562	0
AC068134.10	1.46527
ECEL1P3	0
RP11-762N20.1	0
ALPP	0
AC068134.8	0
ECEL1P2	0
ALPPL2	0
ECEL1P1	0
AC068134.6	0
DIS3L2P1	0
ALPI	0
ECEL1	0.0990429
PRSS56	0.0667461
CHRND	0.0476164
CHRNG	0.00848034
TIGD1	2.62666
AC073254.1	0.168869
RN7SL359P	0
EEF1B2P7	0.0458224
AC064852.4	0
KCNJ13	0.0324053
RNU6-107P	0
Y_RNA	0
C2orf82	0.259019
NGEF	1.09664
AC106876.2	0
NEU2	0
INPP5D	4.10358
RN7SL32P	0
SCARNA5	0.104217
SCARNA6	0.362051
SAG	0
RP11-400N9.1	0
Y_RNA	0
RP11-289A15.1	0.0340783
UGT1A12P	0
UGT1A11P	0
UGT1A8	0
UGT1A10	0
UGT1A13P	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
AC114812.8	0
UGT1A5	0
UGT1A4	0
RPL17P11	0
UGT1A3	0
AC114812.9	0
DNAJB3	0
UGT1A2P	0
AC114812.10	0
AC114812.5	0
UGT1A1	0
MROH2A	0
HJURP	0.112948
MSL3P1	0.0799902
TRPM8	0
AC005538.5	0
SPP2	0
RP11-263G22.1	0
AC006037.2	0
RP11-309M7.1	0
AC097713.5	0
AC097713.3	0
LINC01891	0
HSPE1P9	0
ARL4C	3.90518
LINC01173	0
RP13-977E11.1	0
AC010148.1	0.0297803
AC114814.4	0.0443145
AC114814.2	0
AC114814.3	0
AGAP1	3.75235
AGAP1-IT1	0.145105
AC064874.1	0
TMSB10P1	0
RNU7-127P	0
RN7SL204P	0
Y_RNA	0
GBX2	0
AC079135.1	0.049291
ASB18	0.343638
RNU1-31P	0
IQCA1	0.294893
RP11-785G17.1	0
IQCA1-AS1	0
RPL3P5	0
AC011286.1	0
RNU6-1051P	0
AC105760.3	0
AC105760.2	0.440794
AC107079.1	0
AC112715.2	0.20151
AC112721.1	0
AC112721.2	0
MIR6811	0
RNU6-1140P	0
PRLH	0.249442
RAB17	1.25535
AC104667.3	0.106119
AC096574.5	0.4689
RBM44	0.296385
SNORD39	0
RNU6-1333P	0
SCLY	3.05225
ESPNL	0.374187
KLHL30-AS1	0.636418
ERFE	0.382614
AC016757.3	0.339361
AC096574.4	0.0413823
HES6	2.44101
PER2	3.71508
RP11-5O24.1	0
AC012485.2	0
TRAF3IP1	4.91054
RNU6-234P	0
AC016999.2	0
RP11-40B20.1	0
LINC01107	0
LINC01937	0
AC113618.2	0
AC144525.1	0
LINC01940	0.0170758
HDAC4	3.4361
MIR4440	0
MIR4441	0
MIR4269	0
MIR2467	0
AC062017.1	1.35922
AC079612.1	0
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0
MIR4786	0
OR6B2	0
PRR21	0
OR6B3	0
OR9S24P	0
OR5S1P	0
OTOS	0
AC124861.1	0
U3	0
PP14571	0.0770669
MIR149	0
ANKMY1	1.8636
DUSP28	3.26984
CAPN10-AS1	0.819291
GPR35	0.604435
RP11-118M12.1	0
AQP12B	0
AC011298.2	0
AQP12A	0
RP11-118M12.2	0
AGXT	0.0307177
C2orf54	0.0402095
CROCC2	0.0283936
AC104809.4	0.0784174
AC104809.2	0.0139841
AC093585.6	0.0508774
AC005237.4	0.14314
PASK	0.97296
AC005237.2	0
ANO7	0.296149
AC005104.3	4.00263
FARP2	2.59251
MIR3133	0
AC110299.5	0.102317
BOK-AS1	0
RP11-367H1.1	0.132329
RNA5SP122	0.294841
AC114730.11	2.40457
AC114730.8	0
AC114730.7	0
GAL3ST2	0.0745878
AC114730.5	0
AC114730.3	0.21322
NEU4	0.139915
AC114730.2	0.548824
RTP5	0.0654027
LINC01237	0.204436
AC131097.4	0.49346
LINC01238	0.366122
AC093642.1	0.0790155
AC093642.4	0
LINC01238	0.330957
LINC01881	1.56814
CICP10	0
SEPT14P2	0
RPL23AP88	0.0704431
LINC01986	0
AY269186.2	0
CHL1-AS2	2.09265
RNU6-1194P	0
RPS8P6	0
CHL1-AS1	0.132632
LINC01266	0.472024
RPSAP32	0
AC090044.2	1.4161
AC087430.1	0
RN7SL120P	0
CNTN6	0.0561351
CRB3P1	0
RPL23AP38	0
RPL23AP39	0
RPL21P17	0
RP11-204C23.1	0
RN7SKP144	0
CNTN4	1.03473
CNTN4-AS2	0
HINT2P1	0
DNAJC19P4	0
CNTN4-AS1	0.0373624
IL5RA	0.327667
SNORA43	0
TRNT1	3.76494
AC026188.1	0
SUMF1	3.6923
LRRN1	0.1419
PNPT1P1	0
MRPS10P2	0
ITPR1-AS1	0.691059
EGOT	0.0690085
AC018816.1	0
AC018816.3	1.32449
BHLHE40-AS1	0.908746
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.772162
RP11-572B2.1	0
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0.0122099
GRM7-AS3	0
AC024162.2	0
GRM7	0
MRPS36P1	0.136132
GRM7-AS2	0
GRM7-AS1	0
RP11-157E16.1	0
LMCD1-AS1	0.129302
AC018832.1	0
RNU4ATAC17P	0
AC023481.1	0
AC034187.2	0
SSUH2	0.496558
OR7E122P	0
OXTR	0.398578
RAD18	1.26799
SNORA43	0
SRGAP3	0.531686
SRGAP3-AS1	0
SRGAP3-AS2	0
SRGAP3-AS3	0
SRGAP3-AS4	0.214971
RP11-380O24.1	0.106136
PGAM1P4	0
THUMPD3-AS1	3.61309
LHFPL4	0.0260966
DUSP5P2	0.0268609
CPNE9	0.0765989
RP11-266J6.2	0.43931
CIDEC	0.849032
IL17RE	1.65863
RNU6-882P	0.313327
RP11-1020A11.1	0.521968
PRRT3	1.26075
PRRT3-AS1	2.9802
RP11-1020A11.2	1.04349
EMC3-AS1	0.440927
CYCSP10	0.480006
AC022007.5	1.08566
CIDECP	3.49145
FANCD2	0.413372
RNU6-670P	0
CYCSP11	0
FANCD2OS	0
IRAK2	1.42558
LINC00852	0.78717
GHRL	0.262293
GHRLOS	1.01325
ATP2B2	0.088204
MIR378B	0
MIR885	0
ATP2B2-IT1	0
ATP2B2-IT2	0
LINC00606	0
AC018495.3	0
SLC6A11	0.0236749
SLC6A1	3.11306
SLC6A1-AS1	0.228952
HRH1	0.645733
CHCHD4P4	0
ATG7	3.19983
AC083855.5	0
AC026185.1	0
RP11-169K17.2	0
RP11-169K17.4	0.0246394
RP11-169K17.3	0.068014
TAMM41	3.11507
FANCD2P2	0
CYCSP12	0
NUP210P2	0
MARK2P14	0
AC090958.5	0
RN7SL147P	0
SYN2	0.736296
ACTG1P12	0
MTCO1P5	0
GSTM5P1	0
AC091492.2	0
TSEN2	3.14439
RNA5SP123	0
RNU6-377P	0
MKRN2OS	0.211855
Metazoa_SRP	0.331639
CRIP1P1	0
TMEM40	1.35964
KRT18P17	0.0285866
RP11-767C1.2	1.16164
LINC02022	0
RP11-715I4.1	0
NUP210	2.34667
AC027124.3	0
AC027124.2	0
HDAC11-AS1	0
LINC00620	0
WNT7A	0
VN1R20P	0.200293
FGD5P1	0.0634351
TPRXL	0.0633148
VN1R21P	0
AC093495.4	1.0618
RP11-536I6.2	0
LINC01267	0.0604966
RNA5SP124	0
RNU6-905P	0
RHBDF1P1	0.0121353
RP11-588H7.1	0
AC090952.5	0
C3orf20	0.0343676
AC090957.2	0
LINC02011	0
AC090954.5	0
RPS3AP53	0
COL6A4P1	0.0232601
RNU6-454P	0
HMGN2P7	0
METTL6	1.38802
EAF1	4.59564
RNU6-1024P	0
EAF1-AS1	0.0749585
MIR4270	0
RN7SL110P	0
BTD	3.5781
ANKRD28	3.18057
MIR3134	0
RP11-44D5.2	0
RP11-44D5.1	0.127417
RN7SL4P	0.0704645
MIR563	0
IMPDH1P8	0.0727798
OXNAD1	2.39031
RP11-608O8.2	0
RP11-415F23.2	0.937258
RP11-415F23.3	0.56907
RP11-415F23.4	0.464797
RP11-194G10.3	0
LINC00690	0
DAZL	0
AC091493.2	0
CDYLP1	0
PLCL2-AS1	0.105733
AC090960.1	0
AC140076.1	0
RNU7-10P	0
AC104451.2	0
AC104297.1	0
PDCL3P3	0
AC132807.1	0
RP11-320G10.1	0
RP11-158G18.1	0
SATB1-AS1	0.00697475
RAD23BP1	0
RNU6-138P	0
KCNH8	0.256347
MIR4791	0
EFHB	0.115201
HSPA8P18	0
PP2D1	0.121825
RNU4-85P	0
SAP18P3	0
RPL39P18	0
MIR3135A	0
SGO1	0.0362602
SGO1-AS1	0.021683
RNU6-822P	0
RP11-669C19.1	0
RNU6-815P	0
RP11-901H12.1	0
VENTXP7	0
ZNF385D	0.430106
ZNF385D-AS1	0
ZNF385D-AS2	0
HMGB1P5	2.29237
AC092421.1	0
RP11-1037D22.1	0
RANP7	0
SALL4P5	0
RPL24P7	0.1111
UBE2E2-AS1	0
Y_RNA	0
AC121251.1	0
RNU6-922P	0
RNU6-788P	0
UBE2E1-AS1	0
ARL4AP4	0.23726
LINC00691	0
THRB	2.24808
RPL31P20	0
THRB-IT1	0
THRB-AS1	0.0368842
RP11-317L10.1	0
MIR4792	0
EIF3KP2	0
AC133680.1	0
RN7SL216P	0
RNA5SP125	0
CFL1P7	0
RNA5SP126	0
AC133141.1	0
SNORD5	0
uc_338	0.188397
MIR4442	0
CRIP1P2	0
AC092798.2	0.192372
TAF9BP1	0.0719493
LINC00692	0
RPEP2	0
HMGB3P12	0
VENTXP4	0
AC099754.1	0
LRRC3B	0.0518966
AC114877.3	0
NEK10	1.14135
MINOS1P3	0
RNU6-342P	0
RPS20P15	0
AC099535.4	0.24873
RNU1-96P	0
AC137675.1	0
Y_RNA	0
AC098614.1	0
AC098614.2	1.67343
RP11-222K16.1	0.505477
AC098614.3	0
LINC02084	0.193052
EOMES	0.212582
LINC01980	0
LINC01981	0
LINC01967	0
ZCWPW2	1.10929
FAM96AP1	0
AC093142.2	0
RBMS3	4.65652
MESTP4	0
RBMS3-AS3	2.74064
RPS12P5	0
RBMS3-AS2	0.25113
MTND4LP9	0
RBMS3-AS1	0.0705182
LINC01985	2.95823
AC116035.2	0
AC096921.2	0
RP11-1024P17.1	1.2481
GADL1	0.00919231
MIR466	0
CNN2P6	0
RNA5SP127	0
AC115283.1	0
THRAP3P1	0
OSBPL10	1.0227
OSBPL10-AS1	0
ZNF587P1	0
ZNF860	0.098347
RPL21P40	0
SNORA25	0
Y_RNA	0
NIFKP7	0
AC094019.4	0.358067
RPSAP11	0.145013
RP11-384L8.1	1.14443
RP11-384L8.2	0
KRT18P15	0.0911683
CMTM7	4.62595
MIR548AY	0
AC104306.1	0
AC104306.4	0
IGBP1P3	0
RPL30P4	0.158876
CNOT10-AS1	0
SUGT1P2	0.0922237
RPL23AP43	0.0646107
TRIM71	0.00186593
CCR4	0.104514
SEC13P1	0.0386555
SUMO2P10	0
TMPPE	0.238087
RN7SL296P	0
SUSD5	0.963896
AC123900.2	0
FBXL2	1.72431
RNU7-110P	0
RNA5SP128	0
COX6CP10	0.0940205
AC112220.2	0
SDAD1P3	0
RP11-10C24.2	0.784987
RP11-10C24.3	0.765005
RP11-10C24.1	0.69432
LINC01811	0
AC123023.1	0
AC018359.3	0
FECHP1	0
KRT8P18	0
RNU6-243P	0
ARPP21	0.0405241
ARPP21-AS1	0
MIR128-2	0
AC104308.2	0
RFC3P1	0
STAC	0.091628
NBPF21P	0
RN7SKP227	0
DCLK3	0.0617673
HSPD1P6	0.0250989
LINC02033	0.0222899
RP11-640L9.2	0.154064
TRANK1	4.82249
AC011816.1	0
RNU6ATAC4P	0
RP11-129K12.1	0.106569
PRADC1P1	0.345363
RPL29P11	1.29742
Y_RNA	0
UBE2D3P2	0
RNU6-1301P	0
UBE2FP1	1.46611
RP11-285J16.1	0.828921
AC097359.2	0.309163
RP11-259K5.1	0.0792823
RP11-259K5.2	2.92194
TCEA1P2	0.374682
RNA5SP129	0
C3orf35	0.292874
RNU7-73P	0
ITGA9-AS1	0.735709
RPL21P135	0.203812
NDUFAF4P3	0.417858
MIR26A1	0
VILL	4.77917
Y_RNA	0
DLEC1	0.367497
PPP2R2DP1	0
Y_RNA	0
SLC22A13	0.0432639
RP11-815I22.1	0
SLC22A14	0.108784
RNU6-235P	0
DLEC1P1	0
XYLB	0.302046
ACVR2B-AS1	0.481748
ACVR2B	1.13265
Y_RNA	0
DDTP1	0.307305
RPL18AP7	0.336922
SCN10A	0.0666701
RP11-134J21.1	0
SCN11A	0.0466061
RNU6-1227P	0
TTC21A	1.13811
MIR6822	0
RP11-331G2.7	0.115152
Metazoa_SRP	0
DSTNP4	0
CX3CR1	0.151913
RP11-331G2.6	0
CCR8	0
HNRNPA1P21	0
RP11-241K18.2	0
EEF1A1P24	0.0639566
SNORA62	1.61563
MOBP	0.0677141
NFU1P1	0
MYRIP	1.98496
RNU4-56P	0
EIF1B-AS1	0.478735
RN7SL411P	0
SNORA64	0
ENTPD3-AS1	1.11915
PGAM1P3	0
ENTPD3	0.200081
ZNF619	1.31299
RNU5B-2P	0.261802
ZNF620	0.738
ZNF621	4.02958
RPL5P10	0
EEF1GP3	0
RP11-528N21.1	0
HMGN2P24	0
RP11-761N21.2	1.60574
RP11-761N21.1	0
RP11-520A21.1	0
RP11-372H2.1	0
MRPS31P1	0
SCARNA21	0
RN7SKP58	0
ATP6V0E1P2	0
Y_RNA	0
U8	0
RPL36P20	0
GEMIN2P2	0
RP11-193I22.2	0
TPMTP2	0
RNU4-78P	0.152242
CCK	0.0503976
RP11-333B11.1	0
SALL4P6	0
EIF4BP4	0
LYZL4	0
RP11-219I21.1	0
VIPR1	3.91848
VIPR1-AS1	0.226391
RN7SL567P	0
KLHL40	0.964259
HHATL-AS1	0.42122
CCDC13	0.607339
CCDC13-AS1	0.229853
LINC02158	0.0651765
ACKR2	0.581512
RP11-70C1.3	0.0900322
RP11-141M3.6	0.238381
CYP8B1	0.112375
HNRNPA1P22	0.0364856
ZNF662	3.926
KRBOX1-AS1	0
KRBOX1	0.409553
FAM198A	1.65345
RP11-136C24.1	0
RP11-136C24.2	0.150945
RN7SL517P	0
RP11-188P20.3	1.42307
SNRK-AS1	0.294751
Y_RNA	0
RP11-353H3.1	0
RP4-672N11.1	0
RP4-555D20.3	0
RP4-555D20.4	0
RNU6-367P	0
MIR138-1	0
RP4-555D20.1	0.0312027
RP4-555D20.2	0.0465687
TOPAZ1	0
RP11-424N24.2	0.058334
TCAIM	3.70804
LINC00694	1.01753
LINC01988	0.0406826
ZNF445	2.53833
ZNF852	0.924587
EI24P3	0
RP11-944L7.6	0
ZKSCAN7	1.80226
RP11-944L7.4	0.920236
ZNF660	0.735792
MPRIPP1	0.470357
ZNF197	2.96597
ZNF197-AS1	0.454107
ZNF35	2.98067
RP11-348P10.2	1.87553
SOCS5P3	0
ZNF502	2.15217
ZNF501	1.01978
KIF15	0.199846
TGM4	0.0100958
RP11-272D20.2	0
RPL12P44	0.0479572
RNU5B-3P	0.151438
CDCP1	0.242218
RPS24P8	0.559244
TMEM158	0.200135
U3	0
LARS2-AS1	0.0303196
LIMD1	4.13635
LIMD1-AS1	0.195527
RN7SL145P	0.903453
RP11-697K23.3	0
SLC6A20	0.0138255
LZTFL1	3.07217
RP11-852E15.1	0
CCR9	0.0145439
Y_RNA	0
CXCR6	0.476047
XCR1	0.013663
NRBF2P2	0
FLT1P1	0
CCR3	0
CCR1	1.35128
UQCRC2P1	0
CCR2	0.215674
RP11-24F11.2	0.148657
CCR5	0.252901
CCRL2	0.814993
LINC02009	0.0900808
LTF	1.00019
RTP3	0
LRRC2-AS1	0.0388161
TDGF1	0.0260752
RP11-509I21.2	0
SNORD77	0
TMIE	0.582081
PRSS46	0.0907995
PRSS45	0.183252
RP11-427P5.2	0
PRSS44	0.601893
PRSS42	0.583822
RP11-427P5.3	0
NRADDP	0.0951668
MRPL57P3	0
KIF9-AS1	0.86112
KIF9	1.87001
SNORD13P3	0
RP11-447D11.3	0.429595
RP11-708J19.1	0.645086
RP11-708J19.3	0
BOLA2P2	0.335593
RN7SL870P	0
CSPG5	0.270067
RP11-717D12.1	0
RP11-395P16.1	0
uc_338	0
MIR1226	0
Y_RNA	0
VPS26BP1	0
RP11-1029M24.4	0
RN7SL664P	0
RP11-1029M24.1	0
CDC25A	0.358053
SNRPFP4	0
RNU7-128P	0
NDUFB1P1	0.182924
MIR4443	0
CAMP	0.879491
MRPS18AP1	0.409627
Y_RNA	0.193484
NME6	3.88622
SPINK8	0
MIR2115	0
FBXW12	0.0337591
RN7SL321P	0
CCDC51	4.69865
RP11-24C3.2	0.314022
ATRIP	3.10841
