Name	Cervix - Ectocervix
RP11-91K8.4	0
RP11-91K8.5	1.29713
RP11-91K8.2	0.536348
SNORA33	0
TFP1	0.814987
RNU6-678P	0
RNA5SP140	0
TF	2.37375
RP11-404G16.2	0.0519665
RAB6B	3.43639
C3orf36	0.567682
LINC02000	0
HMGB3P14	1.06496
LINC02004	0.184256
RP11-375I20.6	0.918627
RPL39P5	0.41352
MIR6827	0
HMGN1P9	0
HMGB3P13	0
RP11-445J14.1	0
EPHB1	2.84324
KY	0.986915
RNU6-1174P	0
RNA5SP141	0
RP11-657O9.1	0
RP11-237P21.1	0
NDUFS6P1	0
RP11-305O4.2	0.129971
RP11-305O4.3	0.404445
TDGF1P6	0
RP11-463H24.1	0
RNU6-1284P	0
HMGN1P10	0
RNU6-789P	0
RP11-102M11.1	0.539049
RP11-102M11.2	0.124883
RP11-731C17.1	0
RP11-731C17.2	2.18842
NCK1-AS1	2.36952
RAD51AP1P1	0
IL20RB	1.39428
IL20RB-AS1	0
RNA5SP142	0
RP11-575C1.1	0
NPM1P17	0
SOX14	0
LINC01210	0
RP11-2A4.4	0
HSPA8P9	0
CLDN18	1.04107
RP11-461M2.2	0.232087
KRT8P36	0.549011
A4GNT	0.1488
NME9	0.724996
ESYT3	1.32511
RP11-80P20.3	0.377859
RP11-79L9.2	0
GAPDHP39	0
RPL23AP40	0
EEF1A1P25	0.217066
ATP5G1P3	0.242975
LINC01391	2.64271
PRR23A	0.103141
PRR23B	0
PRR23C	0
RPL7L1P7	0
BPESC1	0
PISRT1	0
RP11-219D15.3	1.55739
U6	0
RP11-319G6.1	1.39396
RBP2	0.128216
RP11-319G6.3	0
ACTG1P1	0.869502
RP11-553K23.2	0.306523
RN7SKP124	0
RN7SL724P	0.557291
RP11-442N1.2	0
RP11-442N1.1	0
RP11-166D18.1	0
TRMT112P5	0
RP11-68L1.2	0
RP11-68L1.1	0
CLSTN2-AS1	0.0201155
RP11-13L2.1	0
TRIM42	0
RP11-691G17.1	0
RPL23AP41	0
RP11-231L11.3	1.16817
SPSB4	0.106545
RP11-231L11.1	0
PXYLP1	4.42223
RP11-764I5.1	0
RP11-438D8.2	0
RP11-789L4.1	0
KRT18P35	0
RASA2-IT1	0.123387
YWHAQP6	0.178195
RP11-340E6.1	0.0375357
TPT1P3	0
RP11-144C9.1	0
GRK7	0.139882
HMGN2P25	0
RNU6-509P	0
ATP1B3-AS1	3.9742
RP11-271K21.12	0
RP11-343B5.1	1.13862
RNU6-425P	0
RNU6-1294P	0
RNU1-100P	0.794961
RP11-383G6.3	0.287605
RPL6P9	0
RNA5SP143	0
PLS1	0.35913
PLS1-AS1	0
RN7SKP25	0
RNU7-47P	0
RP11-372E1.1	1.7379
RP11-372E1.4	0
PAQR9	0
RP11-372E1.7	0
PAQR9-AS1	0
RP11-91G21.1	0
RP11-80H8.3	0
RP11-80H8.4	1.03184
PBX2P1	0.368102
RP13-635I23.3	0
SLC9A9-AS1	0
SLC9A9-AS2	0
GAPDHP47	0.0982387
ST13P15	0.592451
RP11-501M7.1	0
RP11-8J23.1	0
RNA5SP144	0
RP11-42F12.1	0
LARP7P4	0
GM2AP1	0
RPL21P39	0.135785
RP11-88H10.2	0
RP11-88H10.3	0
RP11-274H2.5	3.46489
RP11-274H2.2	0.335633
LNCSRLR	0.534835
RP11-758I14.2	0
RP11-758I14.3	0
PLSCR2	0.10507
RP11-329N15.3	1.28952
RNU6-428P	0
PLSCR5	0
PLSCR5-AS1	0
RP11-649A16.1	0
LINC02010	0
RNU6-505P	0
RPL21P71	0
ZIC4	0
ZIC1	0.0113896
NPM1P28	0
RP11-78O22.1	0
RP11-71N10.1	0
LINC02032	0
RP11-501O2.1	0
RP11-501O2.3	0
HNRNPA1P20	0
LINC02045	0
LINC02046	0
RPL38P1	0
AGTR1	3.56676
CPB1	2.89525
HMGB1P30	0
RP11-680B3.2	0
UBQLN4P1	0.316637
Y_RNA	0
MED28P2	0
HLTF-AS1	0
CP	0.957329
CPHL1P	0.0191949
RP11-206M11.7	0
TM4SF18	3.91567
RP11-2G17.1	0
TM4SF1-AS1	0.264445
RP11-278L15.2	0
RP11-167H9.1	0
RP11-278L15.3	0
FKBP1AP4	0
RP11-278L15.4	0
TM4SF4	0.104721
RP11-278L15.6	0
RNU6-1098P	0.518853
WWTR1-IT1	0.365884
WWTR1-AS1	0.688743
ANKUB1	0.028965
RNU6-507P	0
RNU6-720P	0
NPM1P29	0.13127
RP11-651P23.5	0.104734
RP11-651P23.4	0.441577
RP11-651P23.2	0
HNRNPA1P24	0
RP11-167H9.4	0
RP11-63E16.1	0
LINC01998	0
RPL32P9	0
RP11-167H9.5	0
LINC01213	0
U2	0
LINC01214	0
RP11-392O18.2	0.17588
ERICH6	0.110104
ERICH6-AS1	4.55451
SNRPCP3	1.87094
SIAH2-AS1	0.783096
CLRN1-AS1	0.257291
MINDY4B	0.210608
RP11-166N6.2	0
CLRN1	0.0126572
MED12L	1.23658
RNA5SP145	0
GPR171	1.23734
P2RY14	2.67488
SETP11	0
GPR87	0.224621
P2RY13	0.342581
P2RY12	0.983463
IGSF10	1.12823
MRPL42P6	0
RP11-312P21.2	0
MIR5186	0
LINC02066	0
AADACL2	0
AADACL2-AS1	0.173243
RP11-64D22.1	0
AADACP1	0.0944771
RP11-64D22.5	0
AADAC	0.189586
SUCNR1	0.0722439
RP11-246A10.1	3.12902
TMEM14EP	0.53008
Y_RNA	1.00238
RP11-788A4.1	0
ATP5LP5	0
HMGN2P13	0
RP11-529G21.3	0
RP11-529G21.2	0.116893
RN7SL300P	0
RP11-292E2.1	0
RP11-292E2.2	0
LINC02006	0.0384738
LINC02083	0
RNU6-901P	0
C3orf79	0
Y_RNA	0
RP11-217E22.5	0
U8	0
RPL21P42	0
ARHGEF26-AS1	0.966543
snoU13	0
RP11-316N24.2	0.0337262
GPR149	0.0409143
DDX50P2	0
RP11-656A15.1	0
CTD-2501O3.2	0
DYNLL1P5	0
RPL9P15	0
RP11-439C8.1	0
RP11-439C8.2	0
MME	2.21937
MME-AS1	0
LINC01487	0
RP11-451G4.2	0
RP11-451G4.3	0
PABPC1P10	0
PLCH1	0.285355
RP11-639F1.2	0
RP11-639F1.3	0
RN7SL715P	0
PLCH1-AS1	0
PLCH1-AS2	0
RPL6P7	0
RP11-674E16.4	0
RP11-674E16.1	0.125645
SETP14	0.798785
VN2R1P	0
ALG1L15P	0.0663791
MRE11P1	0
RP11-118D22.3	0
KCNAB1-AS2	0
KCNAB1-AS1	0
TIPARP-AS1	0.741921
METTL15P1	0.414707
LINC00886	0.821689
PA2G4P4	0.832288
LEKR1	0.312972
KLF3P2	0
RP11-6F2.3	0
RN7SKP177	0
LINC00880	0.303332
LINC02029	0
LINC00881	0.186543
Y_RNA	0
KRT18P34	0.460013
RP11-555M1.3	0
RNA5SP146	0
RP11-550I24.2	0.944476
RP11-550I24.3	0
VEPH1	0.101177
PTX3	3.25458
PQLC2L	4.20594
RN7SKP46	0
RP11-290K4.1	0
RP11-290K4.2	0
RP11-113A11.1	0.162512
RP11-113A11.3	0
RP11-538P18.1	0
RP11-538P18.2	0
MTAPP1	0
RP11-79M21.3	0
RP11-379F4.7	1.77981
RP11-379F4.6	1.15837
RP11-379F4.4	1.31318
RP11-379F4.1	0.882761
RP11-379F4.9	0.468967
GPR79	0.109498
RP11-170K4.2	0.739624
IQCJ-SCHIP1	2.36224
IQCJ	0
MIR3919	0
RP11-441M10.1	0
RP11-564C24.1	0
IQCJ-SCHIP1-AS1	0.178058
RNU2-31P	0
SCHIP1	0.457572
IL12A-AS1	0
IL12A	0.442357
LINC01100	0
BRD7P2	0.233064
C3orf80	0.611215
RP11-432B6.1	0.178794
MIR15B	0
MIR16-2	0
TRIM59	0.678455
B3GAT3P1	0.0653909
RNU7-136P	0
SCARNA7	0.288012
RPL6P8	0
ARL14	0.0583562
SNORA72	0
RP11-16N11.2	2.57699
RP11-479I16.2	0
EEF1GP4	0
PSMC1P7	0
SPTSSB	0.814379
LINC02067	0.0348657
RP11-3P17.5	0
OTOL1	0
RP11-774I5.1	0
TOMM22P6	0
RP13-526J3.1	0
RP11-10O22.1	0
RPS6P4	0
LINC01192	0
RNU7-82P	0
RP11-418B12.1	0
RP11-208P4.1	0
MIR1263	0
LINC01323	0
LINC01324	0.0590165
SI	0
Y_RNA	0
LINC02023	0
SLITRK3	3.63208
LINC01322	0.0766483
MTND4P17	0
MTND4LP10	0
MTND3P7	0
MTCO3P38	0
RP11-12N13.2	0
RP11-12N13.1	0
LINC01326	0
RP11-450H5.4	0
RN7SKP298	0
PSAT1P4	0
RP11-450H5.3	0
CBX1P5	0
RP11-12K11.2	0
RP11-12K11.1	0
RP11-440K22.1	0
ZBBX	0.0438516
LINC01327	0
SERPINI2	0.121452
WDR49	0.0706671
HMGN1P8	0.910893
LRRC77P	0.0584982
RP11-298O21.3	0
MEMO1P3	0
RP11-603B13.1	0
HMGN2P26	0
EGFEM1P	0.0632077
RP11-637O11.2	0
RNU2-20P	0
MIR551B	0
RPSAP33	0
RPL21P43	0
LINC02082	0.148465
RP11-368I23.3	0
RP11-368I23.4	0
LINC01997	0
MECOM	4.72171
RP11-641D5.2	0.202509
RP11-641D5.1	4.63889
RP11-3K16.2	0
RP11-3K16.1	0
RNU6-637P	0
TERC	0
ACTRT3	1.828
RP11-816J6.3	0
RP11-362K14.5	0.768768
LRRC34	3.21372
RP11-362K14.7	0.77828
RP11-362K14.6	4.99951
LRRIQ4	0.115391
LRRC31	0.0160006
KRT18P43	0
SAMD7	0
RP11-379K17.2	0
RP11-379K17.4	0.0152402
SEC62-AS1	0.872981
GPR160	0.768025
RNU4-38P	0
RP11-379K17.9	0
RNU6-315P	0
Y_RNA	0
RP11-543D10.2	0
RP11-469J4.3	0.15003
CLDN11	4.66133
MIR6828	0
SLC7A14	0.0335146
KRT8P13	0
RP11-373E16.1	0
RP11-373E16.3	0.0153445
RP11-373E16.4	0
KLF7P1	0
RNU1-70P	0
SLC2A2	0
TNIK	2.49565
MIR569	0
Y_RNA	0
RP11-185E8.2	0.263446
RP11-185E8.1	0
RNU6-348P	0
RP11-263C16.2	0
TMEM212	0
TMEM212-AS1	0
TMEM212-IT1	0
RPS27AP8	0
RN7SL141P	0
RP11-423E7.2	0.471804
BZW1P1	0
GHSR	0
AC007919.18	0.229539
LINC02068	0.0431184
SLC31A1P1	0.0970097
NCEH1	4.57267
AC007919.19	0
RNU6-547P	0
ECT2	2.4741
SNORA72	0
RNU4-4P	0
ATP5G1P4	0.148717
RP11-816B4.1	0
SPATA16	0
RP11-324C10.1	0
NLGN1	2.59087
RP11-521A24.1	0
NLGN1-AS1	0
RN7SKP234	0
RP11-393N4.1	0
RP11-393N4.2	0.430343
NAALADL2	2.32439
RN7SKP40	0
EEF1B2P8	0
NAALADL2-AS3	0
NAALADL2-AS2	0
MIR4789	0
RNU6-1233P	0
RNU4-91P	0
RP11-744O11.2	0.114725
UBE2V1P2	0.12501
RNU6-1317P	0
NAALADL2-AS1	0
RP11-809F4.3	0
ACTG1P23	0.0610655
EI24P1	0
RP11-809F4.4	0
RP11-78E6.1	0
MIR7977	0
LINC01208	0
RP11-644C3.1	0
RNA5SP147	0
LINC01209	0
MTND5P15	0
TBL1XR1-AS1	0.295608
Y_RNA	0
RNU6-681P	0
LINC00501	0.0529532
ASS1P7	0
RP11-706D8.3	0
LINC00578	0.847231
RN7SKP52	0
RP11-114M1.2	0
SNORA18	0
RP11-114M1.1	0.187409
RP11-114M1.3	0.0902123
LINC02015	0
RP11-2L8.1	0
RP11-2L8.2	0
RNU6-1120P	0
RP11-33A14.1	0.0341393
KCNMB2	0.914073
LINC01014	0
RNA5SP148	0
RP11-33A14.3	0
KCNMB2-AS1	0.096105
Y_RNA	0
RP11-360P21.2	0
SNORA25	0
KCNMB3	1.78964
LRRFIP1P1	2.71652
RP11-255C15.3	0.4453
RP11-145M9.5	0.653978
RP11-145M9.2	0
MTHFD2P7	0
RP11-15L13.4	0.97162
RP11-145M9.6	0.468459
snoU13	0
RP11-473P24.2	0
PEX5L	0.172939
RP11-494H4.3	0.361872
PEX5L-AS1	0
PEX5L-AS2	0
RNA5SP149	0
RP11-657G5.2	0
GAPDHP36	0
RP11-420J11.1	0
LINC02053	0
U8	0
RP11-496B10.3	0
RNU6-486P	0
RP11-496B10.1	0
CCDC39-AS1	0.26683
RN7SL229P	0
RP11-259P15.4	0.530288
RP11-259P15.3	0
FLYWCH1P1	0
RP11-259P15.1	0
SOX2-OT	0.0830884
RP11-262M14.2	0.212425
RNU6-4P	0
FAUP2	0
RP11-275H4.1	0
RPL7AP25	0
RP11-4B14.3	0
SOX2	4.00348
RN7SL703P	0
RNA5SP150	0
RP11-252O18.2	0
RP11-252O18.3	0
LINC01206	0.00335963
RN7SKP265	0
RP11-416O18.2	0
RP11-338L18.1	0
LINC01994	0
EIF4EP3	0
LINC01995	0
RPL7L1P8	0
LINC02031	0
RP11-646E18.3	0
RP11-646E18.4	0
RP11-225N10.1	0
RP11-225N10.3	0.407907
RP11-531F16.3	0
MCCC1-AS1	4.84895
LAMP3	0.277039
MCF2L2	0.420787
B3GNT5	1.43303
RNA5SP151	0
LINC00888	3.08094
SNORA63	0
SNORA81	0.331234
SNORA63	0.827041
SNORA4	0.363483
RP11-393B14.2	0
KLHL6	0.644764
KLHL6-AS1	0
RP11-14I2.2	0
YEATS2-AS1	3.05714
MAP6D1	2.9373
RPSAP31	0.0450856
MIR4448	0
CYP2AB1P	0
ABCC5-AS1	0
EEF1A1P8	0.27202
HTR3D	0
HTR3C	0.0957652
RP11-778D9.9	0
Y_RNA	0
HTR3E-AS1	0
HTR3E	0.0231996
HSP90AA5P	0.200746
RP11-778D9.13	0.354868
RP11-778D9.12	0.5085
RP11-778D9.4	3.70048
VWA5B2	0.413934
MIR1224	0
ECE2	0.723115
CAMK2N2	0.0480505
SNORD66	0
LINC02054	1.29041
RP11-433C9.3	0.0739395
LINC01839	0
LINC01840	0
RP11-329B9.4	4.47255
RP11-329B9.3	3.50156
RP11-329B9.5	1.83168
LINC02069	0
C3orf70	4.94638
EHHADH-AS1	0
EHHADH	2.22005
EIF2S2P2	0
MIR5588	0
MAP3K13	4.96585
LIPH	0.115077
RP11-537I16.2	0.438691
IGF2BP2-AS1	0.0322135
MIR548AQ	0
NMRAL2P	0.10406
Metazoa_SRP	0
ETV5-AS1	0.193468
LINC02020	0
LINC02052	0
LINC02051	0
RP11-573D15.8	0.213423
RP11-134F2.7	1.68967
AHSG	0.0922492
Metazoa_SRP	0
FETUB	0.0489917
HRG	0.0412355
RP11-795A2.2	0
RP11-795A2.3	0
KNG1	0.0642087
PSMD10P2	0
RNU6-1105P	0
GPS2P2	0
RP11-573D15.9	1.13479
SNORD2	0
MIR1248	0
SNORA81	0
RP11-573D15.3	0
LINC02043	0.0887082
RP11-573D15.1	0.148698
ADIPOQ	0.0760912
ADIPOQ-AS1	0
RPS20P14	3.64357
RP11-42D20.1	0
RP11-208N14.4	0.0262697
RTP1	0
RP11-560F18.1	0
snoU13	0
LINC02041	0
SST	0.183284
RTP2	0
RP11-211G3.3	1.48972
RP11-30O15.1	0
RP11-44H4.1	0
LINC01991	0
RP11-132N15.1	0
RP11-132N15.2	0
RP11-430L16.1	0
LPP-AS2	1.76053
FLJ42393	0.125609
LPP-AS1	0
MIR28	0
TPRG1-AS1	0.411889
RP11-297K7.1	0.250374
TPRG1-AS2	0.164934
TP63	0.823349
RP11-600G3.1	0
MIR944	0
MTAPP2	0.363043
P3H2-AS1	0.405348
RNU6-1109P	0
NMNAT1P3	0
CLDN1	2.77003
CLDN16	0.0330342
TMEM207	0
IL1RAP	2.16534
GCNT1P3	0.342179
RN7SKP296	0.442891
LINC02013	0
CCT6P4	0
RP11-332P22.2	0
GMNC	0
OSTN	0.114618
OSTN-AS1	0
UTS2B	0.300112
PYDC2	0
RP11-197K6.1	0
Y_RNA	0
RP11-655G22.2	0
RP11-655G22.1	0
RN7SKP222	0
FGF12	0.283601
FGF12-AS1	0
FGF12-AS2	0
FGF12-AS3	0
snoU13	0
RNU1-20P	0
RP11-143P4.2	0
VEZF1P1	0
HRASLS	0.841544
ATP13A5	0.0268108
ATP13A5-AS1	0
ATP13A4	0.219647
ATP13A4-AS1	0
RP11-175P19.2	0.076162
OPA1-AS1	0.120889
Y_RNA	0
RN7SL447P	0
RP11-528A4.3	0
LINC02038	0
LINC02026	0.117783
RP11-699L21.2	0
DPPA2P3	0
LINC02028	0.0274752
RP11-407B7.3	0
RP11-135A1.3	0
RP11-135A1.2	0.810859
RN7SL215P	0
LINC02036	0
LINC02037	0
LINC02048	0.11904
LINC00887	0.599686
CPN2	0.0363306
LRRC15	0.398524
GP5	0.217901
RP11-384A12.1	0
LINC00884	0.346517
AC108676.1	0.0615427
RNU6-1101P	0
RPL23AP93	0
AC046143.3	2.00188
RP11-534C12.1	0.687556
AC106706.1	0
LINC01968	0
AC090505.5	0
LINC01972	0
AC090505.1	0
XXYLT1-AS1	0
MIR3137	0
RN7SL36P	0
XXYLT1-AS2	0.377429
RNU6-25P	0
ACAP2-IT1	1.9699
AC069213.4	0
Y_RNA	0
RNU6ATAC24P	0.704029
AC091633.3	0.0630013
RN7SL73P	0
AC091633.2	0.207047
AC090018.1	0
MUC20P1	3.17586
RP11-141C7.5	0
RP11-141C7.3	0.873904
AC069513.4	0.492002
MIR570	3.89242
MUC4	0.470965
LINC01983	0
KIF3AP1	0
MIR6829	0
TNK2-AS1	0.197051
AC124944.3	0.135736
RP11-352G9.1	0.539912
RNU2-11P	0.882425
AC024937.6	2.79316
RP11-480A16.1	4.45304
AC024937.4	0.303997
AC024937.2	0.276291
RNU7-18P	0
LINC00885	0.06018
ZDHHC19	0.385016
Y_RNA	0
SLC51A	1.91683
AC069257.8	0.440052
AC069257.6	1.39797
TM4SF19-AS1	0.686173
TM4SF19	0.174713
RNU6-910P	0
RNU6-1279P	0
RN7SL434P	0.194484
RN7SL738P	0.1852
AC083822.2	0
UBXN7-AS1	0
AC117490.2	0
CTD-2002J20.1	1.24592
SMCO1	0.0579991
AC092933.4	0.0399539
RPS29P3	0.277906
LINC01063	0.454354
CEP19	2.89892
RNU6-646P	0
RNU4-89P	0.396279
RNU6-42P	0
AC127904.2	0.668019
NCBP2-AS1	0.830166
RPSAP69	0.0995473
MIR4797	0
DLG1-AS1	0
AC128709.3	0
AC128709.4	0
AC128709.2	0
LINC02012	0.127547
BDH1	2.2505
AC132008.1	3.98786
RP11-496H1.1	3.01567
RP11-496H1.2	0.939603
AC024560.2	0.14957
RP11-803P9.1	0.471985
AC055764.1	0.145131
AC144530.1	1.26887
IQCG	4.2821
RNU6-858P	0
LMLN	4.2669
RNU6-621P	0
LMLN-AS1	0.202479
ANKRD18DP	0.0147813
RNU6-821P	0
FRG2FP	0
TUBB8P8	0
FAM166AP10	0
FAM157A	0.259902
RNU6-860P	0
CICP6	0
SEPT14P3	0
BNIP3P41	0
Z95704.3	0.0653226
ZNF718	4.52931
CH17-262A2.1	1.9223
RP11-1365D11.1	0.690361
ZNF876P	1.76548
RP11-478C6.6	3.6003
RP11-478C6.5	0.482032
ZNF732	1.25979
RP11-478C6.1	0.247956
RP11-478C6.2	0.715954
RP11-478C6.4	0.833533
MIR571	0
RP11-2H3.7	0.260665
ZNF519P4	0
RP11-2H3.6	0.898963
RP11-1263C18.1	0
RP11-1263C18.2	0
PDE6B	1.85759
RP11-1191J2.2	0.585655
RP11-1191J2.5	2.93661
RP11-1191J2.4	0.172479
RP11-440L14.4	2.05249
AC139887.4	1.5855
RP11-440L14.3	0
SLC26A1	2.55372
RP11-460I19.2	0
RNF212	2.68204
RP11-20I20.1	0.408498
RP11-20I20.2	0
TMED11P	0.290211
SNORA48	0
AC092535.3	0.434389
AC078852.1	0.186225
AC078852.2	0.37418
NKX1-1	0
RP13-1016M1.2	1.33229
FAM53A	1.80773
Y_RNA	0
SCARNA22	0
MIR943	0
C4orf48	4.12938
NAT8L	0.12951
POLN	1.40219
RP11-317B7.2	0.110958
RP11-317B7.3	0
COX6B1P5	0.263391
RP11-478C1.7	0
RN7SL589P	0
RP11-478C1.8	0
CFAP99	0.128606
RP11-503N18.4	0
RP11-503N18.5	0.468489
WI2-89927D4.1	0.177149
Y_RNA	0
GRK4	3.57343
RNU6-204P	0
HTT-AS	0
MSANTD1	0.408812
RP11-357G3.2	0.273181
RP11-357G3.1	0
HGFAC	2.28486
DOK7	1.30604
RP11-529E10.6	3.20874
RP11-529E10.7	0
LINC00955	0
RP3-368B9.2	0
LINC02171	0
OR7E163P	0
OR7E162P	0
RP11-718M20.5	0
AC226119.4	0.0994435
ALG1L7P	0.0826098
FAM86EP	2.59024
ENPP7P9	0.303171
RP11-489M13.1	0.067484
RP11-489M13.3	0
RP11-489M13.2	0
OR4D12P	0
UNC93B4	0.087797
OR7E99P	0.204753
OR7E43P	0
OTOP1	0
RP11-265O12.1	0.0335607
STX18-IT1	0
RPS7P15	0.70936
STX18-AS1	1.61546
RP11-326I19.2	0.95553
LINC01396	0
LDHAP1	0
RN7SKP113	0
Y_RNA	0
RN7SKP275	0.589842
LINC01587	0.139616
C4orf50	0.00973294
MIR378D1	0
JAKMIP1	0.31166
RP11-586D19.1	0.0191994
RP11-586D19.2	0
RP11-539L10.2	0.269469
RP11-539L10.4	0
S100P	2.34702
RP11-539L10.5	0.104974
AC097382.5	0.321638
RN7SKP292	0.157129
RP11-367J11.2	0.0565651
CCDC96	1.30068
RP11-367J11.3	0.858755
RN7SKP36	0
MIR4798	0
PSAPL1	0.0161352
MIR4274	0
AFAP1-AS1	0.2483
AC097381.1	0.0971901
ABLIM2	3.17668
MIR95	0
RP11-338K13.1	0
RP11-1258F18.1	0
GMPSP1	0.18712
SH3TC1	3.02225
RP11-774O3.2	0
RP11-774O3.1	0
RNA5SP152	0
RP11-689P11.3	0
RP11-689P11.2	4.04233
GPR78	0.142314
RP11-1338A24.1	0
HMX1	0
RP13-582L3.4	0
RP11-747H12.1	0
UNC93B8	0
RP11-747H12.3	0
RP11-747H12.4	0
RP11-747H12.7	0.371375
RP11-747H12.5	0.067484
SNRPCP16	0.179793
ENPP7P10	0.843528
FAM86KP	0
ALG1L14P	0
FAM90A26	0
USP17L10	0
USP17L11	0
USP17L12	0
USP17L13	0
USP17L14P	0
USP17L15	0
USP17L16P	0
USP17L17	0
USP17L18	0
USP17L19	0
USP17L20	0
USP17L21	0
USP17L22	0
USP17L23	0
USP17L24	0
USP17L25	0
USP17L26	0
USP17L5	0
USP17L27	0
USP17L28	0
USP17L29	0
USP17L9P	0
USP17L30	0
USP17L6P	0
RP11-1396O13.13	0
RP11-1396O13.14	0
RNA5SP153	0
RP11-1396O13.15	0
DEFB131	0
OR7E86P	0
OR7E85P	0
UNC93B7	0
OR7E83P	0
RP11-1396O13.22	0
RP11-1396O13.1	2.81044
MIR548I2	0.506798
RP11-1396O13.2	0.182777
SNRPCP13	0.285111
ENPP7P11	0.877265
FAM86MP	0
ALG1L3P	0
Metazoa_SRP	0
RP11-751L19.1	0
OR7E35P	0
SLC2A9	1.48731
DRD5	0.0421204
RNA5SP154	0
RP13-560N11.1	0
RP11-448G15.1	0.23604
MIR3138	0
RNA5SP155	0.426392
RP11-480G3.1	0
AC006499.7	0
AC006499.6	0
AC006499.9	0
RAF1P1	0
AC006499.5	0
AC006499.4	0
AC006499.3	0
AC006499.2	0
AC006499.1	0
RP11-136I13.1	0
RP11-136I13.2	0
CLNK	0.0339704
RP11-61G19.1	0
RP11-61G19.2	0
MIR572	0
RNPS1P1	0.575806
HS3ST1	3.44009
RNA5SP156	0
RP11-281P23.1	0.0294505
RP11-281P23.2	0
RP11-74M11.2	0
RP11-1J7.1	0
RP11-168E17.1	0
RNU6-578P	0
ECM1P2	0
RP11-352E6.2	0.155171
RP11-22A3.2	0.10584
RP11-22A3.1	0
U6	0
HSP90AB2P	0.227378
LINC01097	0
NKX3-2	0.943574
LINC01096	0.0896118
MIR5091	0
AC006445.7	0.111663
AC006445.6	0
LINC01182	0
AC007126.1	0
RP11-341G5.2	0
LINC01085	0.048655
KLF17P2	0
RP11-669M16.2	0
RP11-669M16.1	0
AC006296.1	0
AC006296.2	0
LINC00504	0.0977624
MTND2P31	0
SNORA63	0
CPEB2-AS1	0.153843
RP11-665G4.1	0.807702
RN7SKP170	0
RP11-484O2.1	0.218241
AC007016.3	0
RP11-799M12.2	1.89586
RP11-115L11.1	1.5692
RP11-442P12.2	0
CD38	1.07295
HPRT1P1	0
FGFBP1	0.318888
FGFBP2	0.696613
PROM1	0.124428
RP11-452J21.2	0.729593
TAPT1-AS1	3.23883
AC006427.2	0
ZEB2P1	0
RP11-446J8.1	0
RP11-141E13.1	0
MTND5P4	0
RP11-576E20.1	0
SNORA75	0
RPS7P6	0
CLRN2	0
NACAP5	0
AC006160.8	0
AC006160.5	0.597719
FAM184B	0.192096
NCAPG	0.271761
LCORL	1.8438
KRT18P63	0.393291
RP11-608B3.1	0
AC006840.1	0
RP11-3J1.1	0
RNA5SP157	0
RP11-84N19.1	0
RP11-608O21.1	0
RP11-94H6.1	0
RP13-585F24.1	0.32736
RP11-339D20.1	0
SLIT2-IT1	0.0984706
MIR218-1	0
RP11-362J17.1	0.486766
RP11-120A1.1	0
MIR7978	0
RP11-556G22.3	0.1462
RP11-556G22.1	0
RP11-556G22.2	0
KCNIP4-IT1	0.0289533
RP11-17E2.2	0.0699939
RNU6-420P	0
RP11-10G12.1	0.192432
RP11-10G12.2	0
GBA3	0
CDC42P6	0.797032
RP11-412P11.1	0
RP11-552M14.1	0
RP11-453O5.1	0
RFPL4AP3	0
RP11-380P13.1	0
ERVH-1	0
PPARGC1A	2.58835
RP13-497K6.1	0
MIR573	1.79336
RN7SL16P	0
ATP5LP3	0
RP11-496D24.2	0
AC006390.4	0
HNRNPA1P65	0
LGI2	2.0996
SEPSECS-AS1	1.06069
RP11-660M5.1	0
U2	0
RP11-206P5.1	0
RP11-206P5.2	0
RNU7-126P	0
RP11-302F12.3	0
RP11-302F12.2	0
SLC34A2	0.141585
RPS29P11	0
RP11-302F12.4	0
MTND4P9	0
MTND4LP22	0
MTND3P5	0
MTCO3P44	0
SEL1L3	2.33617
RP11-302F12.10	0
RP13-494C23.1	0
RP11-263J14.1	0
RP11-324H7.1	0
CCKAR	0
SNORD74	0
RP11-293A21.1	0.357929
RP11-293A21.2	0
RP11-415C15.1	0
AC024132.1	0
RP11-415C15.2	0
Y_RNA	0
RP11-415C15.3	0
IGBP1P5	0
AC007106.1	0
RP11-180C1.1	0
RP11-123O22.1	0
RN7SL101P	0
MIR4275	0
MESTP3	0
RP11-292B1.2	0
RP11-769N22.2	0
RP11-769N22.1	0
RP11-472K22.1	0
RP11-472K22.2	0
RP11-68D16.1	0
RP11-68D16.2	0
U6	0
EEF1A1P21	0
RP11-390C19.1	0
RPS3AP17	0
RP11-174E22.2	0
RP11-619J20.1	0
MTCYBP43	0
RP11-617I14.1	0
RP11-315A17.1	0
RP11-665I14.1	0
RP11-734I18.1	0.147605
RP11-240A16.1	0
RP11-141P6.1	0
RP11-638O6.1	0
RP11-802H3.1	0
RP11-802H3.2	0
RP11-79E3.3	0
RP11-79E3.2	0
RP11-79E3.1	0
RP11-548L20.1	0
RP11-725M22.1	0
RP11-768G3.1	0
snoU13	0
SEC63P2	0
RNU6-573P	0
ARAP2	2.17655
RP11-640B6.1	0
RP11-431M7.3	0
DTHD1	0.201619
RP11-431M7.2	0
MIR1255B1	0
RP11-722M1.1	0
RP11-698E18.1	0
RP11-103J17.2	0
RP11-103J17.1	0
MIR4801	0
NWD2	0.0126619
C4orf19	2.93952
RP11-36B15.1	2.07437
Y_RNA	0
