Name	Skin - Not Sun Exposed (Suprapubic)
RP11-18H21.2	0
RP11-18H21.3	0
RN7SL446P	0
RP11-461L13.4	0
RP11-461L13.5	0.172883
RP11-461L13.3	1.50913
FBXW7-AS1	0.481951
MIR3140	0
DKFZP434I0714	2.43301
RP11-555K12.1	1.70188
RP11-555K12.2	0.143771
RP11-768B22.2	0.123001
TIGD4	0.21598
RP11-529H22.1	0.109416
FAM192BP	0.528293
RP11-285C1.2	0.166758
RNU6-1196P	0
Y_RNA	0
ANXA2P1	0.393654
MND1	0.853125
RN7SL419P	0
RP11-153M7.3	0.086289
WDR45P1	0.0493629
RNF175	0.60526
RP11-153M7.5	0
RP11-290O12.2	0.282251
DCHS2	0.236772
RP11-9N12.2	0
RP11-9N12.3	0
RP11-290O12.1	0
RP11-158C21.2	0
RNU6-1285P	0
RP11-158C21.3	0
FGB	0.0367913
FGA	0.0257958
FGG	0.0646106
LRAT	0.123521
NDUFB2P1	0
RP11-21G20.3	0
RP11-21G20.4	0
RBM46	0
RNU2-66P	0
RNU2-44P	0
AC097467.2	0
RP11-92A5.2	0.104882
NPY2R	0.115781
RP11-27G13.1	0
MAP9	0.491983
YWHAEP4	0
RP11-27G13.4	0
RP11-27G13.5	0
MTCYBP17	0
MTND6P17	0
MTND5P9	0
MTND4P8	0
MTND3P3	0
MTCO3P9	0
MTATP6P9	0
MTCO2P9	0
MTCO1P9	0
MTND2P33	0
MTND1P22	0
RP13-487K5.1	0
GUCY1A3	2.22747
RP11-588K22.2	2.45457
GUCY1B3	3.44442
ASIC5	0
TDO2	0.0336538
FTH1P21	0
RP11-171N4.1	0
RP11-171N4.2	0
RP11-171N4.3	0
RP11-171N4.4	0
RP11-154F14.2	0
RP11-154F14.3	0
RP11-612J15.1	0
RP11-612J15.3	0
RPPH1-3P	0
Y_RNA	0
GLRB	1.38092
RNU6-582P	0
GRIA2	1.18333
RP11-392C20.1	0
RP11-364P22.1	0
RP11-364P22.2	0
Y_RNA	0
RP11-312A15.1	0
RP11-364P22.3	0
RP11-312A15.2	0
RP11-312A15.3	0
RP11-597D13.1	0
RP11-597D13.2	0.136549
FAM198B	4.75674
RP11-597D13.9	0.765798
NUDT19P5	0
TMEM144	1.58445
RP11-597D13.7	0.268279
RXFP1	0.0168638
RNU4-79P	0
RP11-781M16.1	0
RP11-781M16.2	0
C4orf46	2.8015
U3	3.45403
RNU6-128P	0
C4orf45	0.0904781
SNORD39	0
RP11-815N9.2	0.140443
FABP5P12	0
Y_RNA	0
MIR3688-1	0
RP11-138A23.1	0
RP11-138A23.2	0
RP11-6C14.1	0
RP11-502M1.1	0
RP11-502M1.2	0.0743418
RPS14P7	0
RP11-234O6.2	0
FSTL5	0.0266381
RP11-497K21.1	0
MTHFD2P4	0
TOMM22P4	0
AC005150.1	0
RP11-580J4.1	0
MIR4454	0
RP11-563E2.2	0.389682
RP11-719L21.1	0
NPY5R	0.585469
RPL35AP12	0
TKTL2	0
MARCH1	3.20286
RP11-218F10.3	3.23729
RN7SKP105	0
RP11-606P2.1	0
RP11-39C10.1	0.0445612
ANP32C	0
RP11-75A5.1	0
RNU6-284P	0
RP11-294O2.1	0
LINC01207	0
RNU6-668P	0
APELA	0.413856
TRIM60P14	0
RP11-366M4.2	0
FAM218BP	0
RP11-366M4.18	0
RP11-366M4.6	0
NACA3P	1.49812
RP11-366M4.8	0
TRIM61	0.0769553
FAM218A	0.611427
RP11-366M4.11	0.239603
RP11-366M4.12	0
RP11-366M4.13	0
RP11-366M4.14	0
RP11-366M4.1	0.152522
RP11-366M4.19	0
RP11-366M4.15	0
TRIM60	0
RP11-366M4.17	0
TRIM75P	0
TMEM192	3.99254
RNU4-87P	0
GK3P	0.0836991
MIR578	0
HADHAP1	0.160612
SCGB1D5P	0
NOL8P1	0.0169602
RP11-511B7.1	0
LINC01179	0
TLL1	2.17469
RNA5SP170	0
Y_RNA	0
RP11-217C7.1	0
SPOCK3	0.0260522
RNA5SP171	0
RP11-436A7.1	0
RN7SL776P	0
PHBP14	0
RN7SKP188	0
RP11-521F1.1	0
RP11-310I9.1	0
ANXA10	0
DDX60L	2.7661
SNORA51	0
BTF3L4P4	0
RP11-610J23.1	0
RNU6-1336P	0
RPL9P16	0
RP11-635L1.3	0.0991028
RP11-635L1.2	0.916047
RNU6-853P	0
RNY4P17	0
RP11-483A20.3	0
RPL6P12	0
RP11-327O17.2	0
NEK1	3.60139
PTGES3P3	1.06299
RP11-205M3.1	0
RP11-205M3.3	0
RP11-6E9.5	0
RP11-6E9.4	0.0746293
AADAT	1.78497
APOBEC3AP1	0
RP11-654F3.1	0
LINC01612	0.21068
RP11-789C1.2	0
RP11-796L2.1	0
HSP90AA6P	0
RP11-322J23.1	0
RP11-213L8.1	0
RNU6ATAC13P	0
RP11-344G13.1	0
RP11-344G13.2	0
RP11-384D10.1	0
MIR6082	0
RP11-717H13.1	0
RP11-97E7.1	0
LINC02174	0
GALNTL6	0.0893018
RP11-485C11.1	0
RP11-10K16.1	0.183109
RN7SL253P	0
GALNT7	3.90681
MIR548T	0
RP11-798M19.3	0
RP11-798M19.6	2.15224
SCRG1	0.362866
RPL5P11	0.150191
RNU6-1096P	0
RP11-489G11.3	0.0911179
HAND2	1.971
HAND2-AS1	0.585897
RP11-475B2.1	0.0674257
MORF4	0.0461853
RANP6	0
RP11-161D15.2	0
RP11-161D15.1	0
RP11-161D15.3	0
RP11-148L24.1	0.137487
RP11-248N22.1	0
RP11-248N22.2	0
RP11-51M24.1	0
MIR4276	0
RP11-440I14.2	0.616829
RP11-440I14.3	0.449694
RP11-440I14.4	0
GLRA3	0.013618
ADAM29	0
RP13-577H12.3	0
RP13-577H12.2	0
RP11-391J13.1	0
RP11-287F9.1	0
RP11-287F9.2	0
RP11-598D14.1	0
TSEN2P1	0
ADAM20P2	0
GPM6A	0.439956
RP11-806K15.1	0
RP11-598O12.1	0
MARK2P4	0
WDR17	0.311889
SNORA51	0
SPATA4	0.0354801
ASB5	0.0440895
RP11-87F15.2	0.61776
RP11-313E19.1	0
RP11-313E19.2	0
RP11-624A4.1	0
RP11-765K14.1	0
RN7SKP136	0
RP11-487E13.1	0
NEIL3	0.763365
RP11-376O6.2	0
RP11-130F10.1	0.616673
RNA5SP172	0
RP11-140M13.1	0
LINC01098	0
LINC01099	0
RNU1-45P	0
RP11-84H6.1	0
RNA5SP173	0
SNORD65	0
RP11-296L20.1	0
RP11-404J23.1	0
RP11-774G5.1	0
NDUFB5P1	0
RP11-460H9.1	0
LINC00290	0
RP11-665C14.1	0
RP11-665C14.2	0
RP11-433O3.1	0
RP11-540E16.2	0
RN7SKP13	0
AC108142.1	0.0259615
CCNHP1	0
TENM3	0.521732
RP11-402C9.1	0
MIR1305	0
RNU2-34P	0
RN7SKP67	0
RP11-18D7.3	0
RP11-18D7.2	0
RP11-188P17.2	0.182368
RP11-335L23.2	0
FAM92A1P2	0
RP11-335L23.4	0
RP11-335L23.5	0.159184
WWC2-AS2	0.461153
WWC2-AS1	0
CLDN24	0
RP11-451F20.1	0
RP11-692E14.1	0
VTI1BP2	0
RP11-367N14.2	0.145773
RP11-367N14.3	0.311994
RNU6-479P	0
RNU6-335P	0
RNU6-1053P	0.57335
RP11-499F19.3	0.0635791
STOX2	3.86021
RP11-739P1.2	0.174
RP11-739P1.3	0.291595
RP11-616K6.1	0
ENPP6	0.100838
RP11-162O12.1	0
RN7SL28P	0
MYL12BP2	0.599815
RP11-290F5.2	0.237302
RP11-290F5.1	0.110594
SNORD79	0
RP11-326I11.5	0.777657
RP11-326I11.3	2.48306
RP11-326I11.4	0.077012
RP11-326I11.1	0
RP11-242J7.1	0
SLED1	3.3853
RP11-701P16.2	0.3311
MIR3945HG	0.0476711
MIR3945	0
LINC01093	0.0525296
RP11-701P16.3	0
MIR4455	0
RP11-517M22.1	0.14752
HELT	1.47303
RP11-386B13.3	0
RP11-386B13.1	0
LRP2BP	1.37464
RP11-714G18.1	0.54206
Y_RNA	0.27194
C4orf47	1.01002
CCDC110	0.290059
RP11-279O9.4	0.692887
SORBS2	3.00072
RP11-301L8.2	0.357362
RP11-626E13.1	0.0825468
Y_RNA	0
RP11-45I20.1	0
RNU4-64P	0
TLR3	1.71689
FAM149A	1.26312
SNORA31	0
RPSAP70	0.752265
ORAOV1P1	0.135589
FLJ38576	0.111485
CYP4V2	4.49541
KLKB1	0.355154
F11	0
F11-AS1	0
SLC25A5P6	0
RNU6-1055P	0
MTNR1A	0
RP11-11N5.1	0.0972548
RP11-11N5.3	0
MRPS36P2	0
RP11-217E13.1	0
RP11-696F12.1	0.221622
RP11-308K2.1	0
RP11-138B4.1	0
RP11-91J3.2	0
RP11-91J3.3	0
RP11-91J3.1	0
RP11-237D3.1	0
RP11-565A3.2	0
RP11-565A3.1	0
ADAM20P3	0
RP11-713C19.2	0
ZFP42	0.0160999
TRIML2	0
RP11-713C19.1	0
RNU6-173P	0
TRIML1	0
RP11-366H4.3	0
RP11-366H4.1	0
RP11-219G10.1	0.135157
ICE2P1	0
LINC01060	0.0333725
RP11-756P10.1	0
RP11-756P10.7	0
RNU7-192P	0
RP11-756P10.3	0.308244
RP11-756P10.6	3.7109
RP11-756P10.4	0
RP11-756P10.5	0
RP11-756P10.2	0
RP11-818C3.1	0
RP11-706F1.1	0
RP11-706F1.2	0
HSP90AA4P	0.0175617
LINC01262	0
RP11-462G22.2	0.321673
RNU1-51P	0
AF146191.4	0.186015
LINC01596	0
MLLT10P2	0
AF146191.8	0
TUBB7P	0.03584
RNA5SP174	0
RNA5SP175	0
DUX4L9	0.0265539
FRG2	0
RARRES2P4	0
AGGF1P1	0
CLUHP4	0
DBET	0
DUX4L8	0
DUX4L7	0
DUX4L6	0
DUX4L5	0
DUX4L4	0
DUX4L1	0
DUX4L3	0
DUX4L2	0
DUX4	0
RPL23AP84	0
RP11-811I15.1	0
PLEKHG4B	0.337214
Y_RNA	0
LRRC14B	0.0385578
CTD-2083E4.7	0
CCDC127	4.43542
CTD-2083E4.6	0.179394
CTD-2083E4.5	1.0497
AHRR	4.35997
CTD-2228K2.2	0
CTD-2228K2.1	0.0530663
EXOC3-AS1	4.55728
RP11-310P5.2	0
MIR4456	0
RP11-310P5.1	0.0684733
CEP72	3.95411
CTD-2589H19.6	1.7223
BRD9P2	2.70838
ZDHHC11	2.92157
SPCS2P3	0
TRIP13	1.83737
RP11-661C8.2	0
RP11-661C8.3	0
RP11-43F13.3	0.0512054
RP11-43F13.4	0.879463
MIR4635	0
CTD-3080P12.3	0.108371
SLC6A19	0
SLC6A18	0
TERT	0.0952573
MIR4457	0
LINC01511	0
MTCO2P32	0
RP11-325I22.3	0.0613301
SLC6A3	0.10448
MIR6075	0
CTD-2245E15.3	0.207257
CTD-2012J19.3	0.45419
CTD-2012J19.2	0.338062
RP11-43F13.1	4.18589
CTD-2012J19.1	0.321239
MIR4277	0
CTD-2587M23.1	0
CTD-2194D22.1	0
LINC02116	0
CTD-2194D22.5	0
CTD-2194D22.3	2.63872
CTD-2194D22.4	0
RP11-259O2.1	2.4821
RP11-259O2.2	0.503317
RP11-259O2.3	0.169674
Y_RNA	0
RP11-24P24.1	0
LSINCT5	0.339587
RP11-129I19.2	0.375096
RP11-692C23.1	0
RP11-468D11.1	0
RP11-35O7.1	0
LINC01377	0
LINC01019	0
LINC02162	0
LINC01017	0
CTD-2287N17.1	0
CTD-2383I20.1	0
LINC02063	0
RP11-445O3.3	0
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0
ADAMTS16	0.0705439
CTD-2297D10.1	0
ALG3P1	0
MTCO1P30	0
MTCO2P30	0
MTCO1P31	0
CTC-471C19.1	0.0204005
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	0.572572
UBE2QL1	2.19103
CTD-2195M18.2	0
LINC01018	0.553058
LINC02102	0.164979
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
ADCY2	4.71182
RP11-711G10.1	0
C5orf49	0.629726
FASTKD3	4.63869
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0
RP11-480D4.5	0
RP11-480D4.2	0
RP11-480D4.6	0.0713064
MIR4458HG	3.32845
RP11-480D4.4	0
RP11-480D4.7	0.378705
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0
RP11-315A16.4	0
LINC02199	0
RP11-143A12.1	0
CTD-2215L10.1	0
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0.0399038
CTD-2201E9.2	0
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.287384
CTD-2256P15.1	0
CTD-2256P15.4	0.0537912
CTD-2256P15.5	0
CMBL	3.56573
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0
CTD-2256P15.2	1.93442
ROPN1L-AS1	0
ROPN1L	0.268753
MIR6131	0
LINC01513	0
RPL30P7	0
RP11-1C1.6	0
LINC02212	0
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B-AS1	0.0898777
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0.181374
CTD-2154B17.1	0
CTNND2	0.463761
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0.0403446
DNAH5	0.0697887
CTB-51A17.1	0
FAM105A	1.93569
CTD-2165H16.3	0
CCT6P2	0.026119
EEF1A1P13	3.40518
CTD-2165H16.4	0.648869
RBBP4P1	0.528879
MIR4637	0
CTB-40H15.4	0.198971
UQCRBP3	0.139178
HNRNPKP5	0.401732
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0.041199
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0
RP1-167G20.2	0
RP11-260E18.1	0.251325
CTC-461F20.1	0.103283
Y_RNA	0
RNA5SP179	0
RPS26P28	0.10371
RNU6-660P	0
CTD-2228A4.1	0
Y_RNA	0
AC091878.1	0.047497
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	0.66897
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0.0345256
RPL36AP21	0
SNORD81	0
RN7SL58P	0
LINC02100	0
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0.0552719
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0
GUSBP1	2.33411
RP11-823P9.3	0.245674
RP11-823P9.4	0
RP11-360I2.1	0.435604
RP11-804N13.1	0.843027
CDH12	0.436523
HSPD1P1	0.173249
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
CTD-2234B20.1	0
CTD-2272G21.3	0
Y_RNA	0
CTD-2272G21.2	0
CTD-2272G21.1	0
PRDM9	0
CTD-2351A8.1	0
RP11-197O8.1	0
C5orf17	0.0525282
SNORA40	0
CTD-2138O14.1	0
Y_RNA	0
CTD-2015B23.2	0.140479
CTD-2074D8.1	0
Metazoa_SRP	0
CDH10	0.0275661
RP11-116O11.1	0
RP11-116O11.2	0
RP11-12P19.2	0
BTG4P1	0
SNORD29	0
RP11-730N24.1	0
RP11-730N24.2	0
Y_RNA	0
RP11-549K20.1	0
LINC02211	0
RP11-192H6.2	0
RP11-184E9.2	0
RP11-184E9.3	0
CTD-2306M5.1	0
RP11-184E9.4	0
RNU6-374P	0
CTD-2026A21.1	0
MSNP1	0.0778226
RNU4-43P	0
RP11-351N6.1	0
CTD-2533K21.3	0
CTD-2533K21.2	0
CTD-2533K21.1	0
CTD-2533K21.4	0
CCNB3P1	0
CDH9	0
RNU6-738P	0
CTD-3007L5.1	0
LINC01021	0.0407781
RP11-560A7.1	0
LINC02103	0
RNU6-909P	0
CTD-2134P3.1	0
CTD-2134P3.2	0
CTD-2269E23.3	0
LSP1P3	0
CTD-2269E23.2	0
CTD-2269E23.4	0
SUCLG2P4	0
SNORA18	0
RP11-42L13.2	0
RP11-42L13.3	0
LINC02109	0
LINC02064	0
CTD-2345H1.1	0
UBL5P1	0
CTD-2011G17.1	0
CTD-2057J6.2	0
CTD-2057J6.1	0
RN7SKP207	0
CTD-2351A16.1	0
HPRT1P2	0
RP11-136H13.2	0
RPL19P11	0
CTD-2127O16.2	0
RP11-152K4.2	0
CDH6	0.681693
DUX4L51	0
Y_RNA	0
CTD-2008E3.1	0.446717
RNU6-363P	0
RP11-5N11.2	0
RP11-5N11.1	0
RP11-5N11.3	0
RP11-5N11.4	0
RP11-5N11.5	0
RP11-5N11.6	0
RP11-5N11.7	0
RNU6-358P	0
CTD-2290C23.1	0.0914499
RNU6-760P	0
CTD-2290C23.2	0
RPL5P14	0.050846
TPT1P5	0.155841
CTD-2206G10.2	0.238392
MIR4279	0
CTD-2152M20.2	1.36701
Y_RNA	0
CTD-2186M15.3	4.24189
CTD-2186M15.1	0
RNU6-1079P	0
RNU6-378P	0
MIR579	0
CTD-2290P7.1	0
LINC02061	0
NPR3	3.322
CTD-2218G20.1	0.187438
CTD-2066L21.3	0.214381
LINC02120	0
CTD-2066L21.1	0
CTD-2066L21.2	0
CTD-2017D15.1	0
LINC02160	0
CTD-2203K17.1	1.04349
CTD-2233C11.3	0
CTD-2233C11.2	0
ADAMTS12	0.853738
RNU6-923P	0
RXFP3	0
SLC45A2	0.389212
RP11-1084J3.1	0
AMACR	4.87697
RP11-1084J3.3	0
RP11-1250I15.2	0.0594075
RP11-1250I15.1	0
RP11-1250I15.3	0.0575833
RP11-1023L17.1	1.37489
RP11-1023L17.2	0.355724
RP11-1325J9.1	0
CTD-2024P10.2	0.298388
CTD-2024P10.1	0
CTD-2517O10.6	1.57393
TTC23L	0.522595
CTD-2517O10.5	0
RPL21P54	0.0999424
AGXT2	0.0310495
PRLR	3.26712
CTD-2046J7.1	0
U3	0
SPEF2	0.88166
RNU7-130P	0
CTD-2113L7.1	0
IL7R	2.32036
RP11-79C6.2	0
RP11-79C6.1	0
CAPSL	0
RP11-79C6.3	0
UGT3A1	0.0283558
CTD-2197M16.1	0
MIR580	0
RNU6-1305P	0
NADK2-AS1	0.96568
RANBP3L	0.273132
RNA5SP181	0
CTD-2282P23.1	0
CTD-2282P23.2	0
CTD-2353F22.1	0.15336
CTD-2353F22.2	1.00891
CTD-2653M23.3	0.150314
KRT18P31	0.216471
RPS4XP6	0.752825
C5orf42	3.80593
C8orf59P2	0
OFD1P17	0.147581
RN7SL37P	0
CTD-2124B8.2	3.5901
RNU7-75P	0
RP11-648M2.1	0
KCTD9P5	0
RNU6-1190P	0
RNU6-484P	0
GDNF-AS1	0.505076
GDNF	0.412878
LINC02117	0
CTD-2194L12.3	0
LINC02110	0
CTD-2130F23.1	0
LINC02107	0
LINC02119	0
CTD-2007F2.1	0
EGFLAM	3.51007
EGFLAM-AS4	0.0221691
EGFLAM-AS3	0
EGFLAM-AS2	0
EGFLAM-AS1	0
CTD-2108O9.4	0
CTD-2263F21.1	0.151467
LIFR-AS1	0.770599
CTD-2196P11.2	0.145588
OSMR-AS1	0.850901
RP11-122C5.2	0
RP11-122C5.3	0.153689
AIG1P1	0
FYB	1.35514
GOLGA5P1	0
C9	0.0839741
LINC02104	0.180585
CCDC11P1	0
INTS6P1	0.0136916
GCSHP1	0
LINC00603	0
KRT18P56	0
LINC00604	0
RNU1-150P	0
RP11-386E5.1	0
TTC33	2.65644
SNORA63	0
SNORA57	0
SNORD72	0.400719
CARD6	3.32598
RNU7-161P	0
RP11-301A5.2	0
MROH2B	0
C6	0.432636
PLCXD3	0.68308
CTD-2122P11.1	0
OXCT1-AS1	0.411404
CTD-2062O1.1	0
RPSAP38	0
Y_RNA	0
MTHFD2P6	0
RP11-112L7.1	0
SERBP1P6	0.190243
CTD-2265D6.2	0.0810089
RP11-116B13.1	0
CCDC152	2.14572
CTD-2325A15.5	4.60251
CTD-2325A15.3	0.078379
PRELID3BP4	0
PRELID3BP5	0
PRELID3BP6	0
PRELID3BP7	0
CTD-2201E18.5	0.323584
CTD-2201E18.3	0.888834
CTD-2035E11.3	0
CTD-2035E11.4	0.346751
ANXA2R	1.60323
AC025171.1	0.98821
CTD-2035E11.5	0.510745
RP11-447H19.4	0
NIM1K	0.665012
RP11-447H19.3	0
RP11-447H19.2	0
RP11-447H19.1	0
CTD-2636A23.2	3.6242
RP11-159F24.2	0.0504849
RP11-159F24.3	0.665729
C5orf34	2.18019
EEF1A1P19	2.15609
RP11-159F24.6	1.91557
RP11-159F24.5	0.978706
NNT-AS1	2.67314
CTD-2210P15.3	0.0928885
AMD1P3	0.0784949
RPL29P12	0.67682
RP11-8L21.1	0
RNU6-381P	0
FGF10	0.774207
FGF10-AS1	0.070815
RP11-473L15.3	0
RP11-503D12.1	0
RN7SL383P	0
RP11-53O19.1	2.28252
RP11-53O19.2	0
RP11-357F12.1	0
HCN1	0.0592072
RP11-484L7.1	0
RP11-484L7.2	0
CTD-2013M15.1	0
RP11-269M20.2	0
RP11-269M20.1	0
RP11-269M20.3	0
PARP8	4.85633
RP11-317O24.1	0
RP11-317O24.3	0
RP11-317O24.2	0
CTD-2089N3.1	0
LINC02106	0
CTD-2089N3.3	0
RNU6-480P	0
CTD-2054H24.1	0
RNU6-1296P	0
CTD-2312P21.1	0
CTD-2314G24.2	0.0838939
ISL1	0.516811
HMGB1P47	0
CTD-2335O3.2	0
CTD-2335O3.3	0
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0
ITGA1	3.48774
B3GNTL1P1	0
CTD-2207L17.1	0.221934
CTD-2175A23.1	0.106345
CTD-2366F13.2	1.75037
CTD-2366F13.1	0.523016
RP11-94D20.1	0
RP11-289K10.1	0
LINC02105	0
ASS1P9	0
CTD-2081C10.7	1.87842
RNU6-272P	0
MIR581	0
RN7SL801P	0
MIR4459	0
CTD-2081C10.5	0
LINC01033	0
RPL37P25	0
HSPB3	1.40589
CTD-2591A1.1	0.136654
AC112198.1	0.0146141
RP11-45H22.1	0
RP11-45H22.2	0
RP11-45H22.3	0
ESM1	0.0944083
CTD-2313F11.1	0
GZMK	0.323442
Y_RNA	0
CTD-2313F11.2	0
CTD-2313F11.3	0
GZMAP1	0
GZMA	0.667168
CDC20B	0
GPX8	4.72125
MIR449A	0
MIR449B	0
MIR449C	0
MCIDAS	0.0356927
CCNO	4.62483
RP11-506H20.1	0.513493
RP11-506H20.2	0.0864947
CTD-2315M5.2	0.0829973
MIR5687	0
RNF138P1	0.356393
AK4P2	0
SLC38A9	2.85393
DDX4	0.0111437
RP11-175M2.1	0
RNA5SP183	0
HNRNPH1P3	0.029417
IL31RA	0.477081
CTD-2031P19.4	0.507438
FLJ31104	0.130879
snoU13	0
CTD-2227I18.1	0
ANKRD55	0.0903993
RNU6-299P	0
RPL17P22	0.0687762
RNA5SP184	0
C1GALT1P2	0
RNA5SP185	0
PSMC1P4	0
RNU6ATAC2P	0
RP11-155L15.1	0
HMGN1P17	0
LINC01948	1.42213
C5orf67	0.349055
AC022431.3	0.158204
AC008940.1	0
AC008937.2	0.181113
AC008937.3	0
SETD9	2.93609
CTD-2310F14.1	0.58497
AC016644.1	0.230995
AC114973.1	0
RP11-101B14.4	0
RP11-101B14.1	0
Y_RNA	0
CTD-2516K3.3	0
CTD-2023N9.1	0.0939997
SALL4P1	0
ACTBL2	0
CTD-2023N9.2	0
CTD-2023N9.3	0
RP11-772C9.1	0
RP11-478P10.1	0
LINC02101	0
PGAM1P1	0
GAPT	0.271747
CTD-2117L12.3	0
MIR548AE2	0
LINC02108	0
RAB3C	0.139168
RP11-479O16.1	0
RPL5P15	0
CTD-2176I21.2	0
PDE4D	2.58573
RP11-266N13.2	0
CTD-2146O16.1	0
NDUFB4P2	0
MIR582	0
CTD-2254N19.1	0
RNU6-806P	0
RP11-546M4.1	0
SETP21	0
PART1	0.580364
DEPDC1B	1.31386
CAB39P1	0
KRT8P31	0.104052
RP11-231G3.1	0.837142
ERCC8	3.93298
GNL3LP1	0.242971
AC104113.3	0
CTC-436P18.4	0.0537991
CTC-436P18.5	0.597156
SMIM15-AS1	0.0895463
LINC02057	0
RP11-631M6.3	0.475682
RP11-631M6.2	0.170986
RPL3P6	0.226824
C5orf64	0.00761025
RP11-2O17.2	0
RNU6-913P	0
C5orf64-AS1	0
CTD-2244C20.1	0
CTD-2244C20.2	0
RN7SKP157	0
RNU6-661P	0
CKS1BP3	0
RP11-95I19.2	0.134314
RP11-95I19.1	0.609865
LRRC70	4.11947
ISCA1P1	0.0840924
RP11-586E1.1	0
CTD-2049O17.1	0
RP11-158J3.2	0
HTR1A	0
RNF180	3.55963
AC016561.1	0
RGS7BP	0.211973
RN7SL169P	0
RNU6-294P	0
MRPL49P1	0
FAM159B	0
RP11-307L14.1	0.922366
RP11-307L14.2	0.238238
Y_RNA	0
ADAMTS6	0.40426
CTD-2194F4.2	0
RPEP1	0
CTD-2375G15.1	0
CTD-2116N20.1	0.0686747
CENPK	1.12716
RNU6-540P	0
CTC-534A2.2	2.58421
SGTB	2.77282
NLN	4.33389
CTD-2353N24.1	0
CTD-2033C11.1	0.486417
SNORA76	0
AC025442.3	0
LINC02065	0
RP11-305P14.1	0
RP11-5P22.3	0
RP11-5P22.1	0
RP11-287J9.1	0
MAST4-IT1	0
MAST4-AS1	1.67364
CD180	0.0996477
