Name	Nerve - Tibial
AJ239322.1	0.122813
LINC01945	0.486215
AC093787.1	2.16561
RP11-629P16.1	0
AC098826.4	0
AC098826.5	0
ANKRD30BL	0
RNA5-8SP5	0
MIR663B	0
CDC27P1	0
AC097532.2	0
ZNF806	0.0863376
RP11-725P16.2	0.125156
FAM201B	0.151593
RNU6-175P	0
GPR39	0.0661333
YBX1P7	0
RN7SKP103	0
LYPD1	1.67722
AC010974.3	0
NCKAP5	1.43463
AC016909.2	0
AC016909.1	0.0133335
RP11-575M22.1	0.0616729
AC010890.1	0.230984
RNU6-579P	0
RN7SKP154	0
NCKAP5-IT1	0
AC011243.1	0
RN7SKP93	0
MIR3679	0
RNA5SP104	0
EDDM3CP	0
TMEM163	0.523478
CCNT2-AS1	2.03519
VDAC2P4	0
AC110620.1	0
ACMSD	0.0833936
MIR5590	0
MAP3K19	0.0295065
SNORA40	0
ZRANB3	1.63721
AC064850.4	0.14109
RNU6-512P	0
MIR128-1	0
LCT	0.0263869
Y_RNA	0
AC011893.3	0
AC011999.1	0
DARS-AS1	0.103214
AC068492.1	0
HNRNPKP2	0.272485
RP11-1193F23.1	0
UBBP1	0.0972678
RN7SKP141	0
SMC4P1	0
THSD7B	1.818
RNA5SP105	0
Y_RNA	0
LINC01832	0
AC097523.1	0.152868
YWHAEP5	0.169922
AC097523.3	0
AC097721.1	0
AC097721.2	0.69062
AC114763.1	0
AC092620.2	0
RP11-231E19.1	0.0336902
AC092620.3	0.0637565
NXPH2	0
RN7SKP286	0
YY1P2	0
AHCYP4	0
AC062021.1	0
AC016710.1	0
SNORA72	0
MRPS18BP2	0
AC012497.2	0
AC078851.1	0
RN7SL283P	0
LINC01853	0
MTCO1P44	0
MTND2P19	0
MTND1P27	0
LRP1B	0.448913
uc_338	0
MIR7157	0
AC117947.1	0
AC010740.1	0
Y_RNA	0
RNU6-904P	0
AC068287.1	0
AC078882.1	0
UBE2V1P14	0
AC013444.1	0.0356376
KYNU	0.429587
RP11-470B22.1	0
MTCYBP11	0
MTND6P11	0
MTND5P24	0
MTND4P22	0
MTND4LP12	0
MTND3P9	0
MTCO3P5	0
RP11-190J23.2	0
MTCO2P5	0
RP11-190J23.1	0
AC096558.1	0.0850567
RP11-570L15.2	0
RP11-570L15.1	0.645805
AC079584.3	3.4364
AC092652.1	0.220739
RP11-434H14.1	0.253582
CTD-2252P21.1	1.24722
AC079584.2	0
Y_RNA	0
AC016910.1	1.19798
RP11-107E5.4	0.0873057
RP11-107E5.3	0.707556
ZEB2-AS1	1.61844
LINC01412	0.563125
TEX41	0.355127
AC023128.1	0
VIS1	0
AC023128.2	0
LINC01966	0
AC064865.1	0
RPL6P5	0
AC092484.1	0
AC079163.1	0
AC079248.1	0
RP11-24J11.1	0
AC062031.1	0
RNU7-2P	0
RPL17P12	0
AC093084.1	0
PABPC1P2	0
RP11-638D14.1	0
LINC01911	0
AC062032.1	0
RNU6-692P	0
Y_RNA	0
RNU6-715P	0
RNA5SP106	0
AC009480.4	0
RNU6-1275P	0
AC009480.3	0
MBD5	2.74358
RP11-567F11.1	0.952351
RP11-567F11.2	0.475375
SNORA48	0
AC019070.1	0
RPS29P8	0
RNU2-9P	0
UBBP3	0
AC105402.4	0
AC105402.2	0
AC105402.3	0
LYPD6B	0.0336675
TXNP5	0
FAM8A3P	0
AC007394.3	0
AC144449.1	2.30318
RNU6-601P	0
LINC01931	0.0420691
LINC01818	0
LINC01817	0
LINC01920	0
AC104777.3	0
AC104777.1	0
AC104777.4	0
AC023469.2	0
AC023469.1	0
AC018731.3	0
FABP5P10	0
RN7SL124P	0
NEB	0.614883
CACNB4	1.03689
AC079790.2	0
RPL30P2	0.507234
Y_RNA	0
AC012066.1	0.535326
RP11-17G11.1	0
AC009969.1	0
UBQLN4P2	0
ATP5F1P4	0
AC011901.2	0
AC079150.2	0
LINC01850	0
RPL23AP29	0
AC012501.3	0
AC012501.2	0
SNORD56	0
RPRM	0.332931
DNAJA1P2	0
GALNT13	0.289973
PHBP4	0
AC009227.2	0
AC009227.3	0
RNA5SP107	0
AC061961.2	0
KCNJ3	1.7201
CBX3P6	0
AC092625.1	0
RNU6-1001P	0
MTCO1P45	0
MTND2P20	0
ATP5A1P2	0
MTND4P28	0
MTND5P30	0
MTND6P9	0
MTCYBP9	0
RNU6-546P	0
LINC01876	0.899763
AC073551.1	0
RP11-605B16.1	0.898539
LINC01958	0
RPLP0P7	0
CDK7P1	0
GALNT5	0.318142
RN7SKP281	0
ERMN	2.06996
FAM133DP	0.162628
ACVR1C	0.877547
AC019186.1	0.841854
UPP2	0.155693
RP11-546J1.1	1.50314
RNU6-436P	0
RP11-1152H14.1	0.501576
AC005539.2	0
RNU6-932P	0
PTP4A1P1	0
UPP2-IT1	0
CCDC148-AS1	0
CCDC148	0.759462
HNRNPDLP2	0
RN7SL393P	0
AC005042.2	0.290234
PKP4-AS1	1.31848
AC005042.5	0
AC005042.3	0
DAPL1	0.368851
OR7E89P	0
OR7E28P	0
OR7E90P	0
RNU2-21P	0
BTF3L4P2	0.47444
RNU6-580P	0
GSTM3P2	0
MIR6888	0
AC008277.1	0.266806
RP11-311B14.1	0.0554756
Y_RNA	0
AC009506.1	4.06127
AC009961.3	0.392293
AC009961.2	0.110023
LY75	3.44567
AC009961.5	0
ITGB6	0.103556
RP11-20F18.1	0
RN7SL423P	0
AC009313.2	0
AC009313.1	0
AC009299.2	0.366103
LINC01806	0.160941
AC009299.4	0
AC009299.5	1.89516
RNA5SP108	0
TBR1	0
AC009487.4	0
SLC4A10	0.0689654
AC009487.5	0
RP11-334E15.1	0
AC009487.6	0.250381
snoU13	0
AC062022.1	0
KRT18P46	0
RPEP5	0
AC008063.2	1.35417
TIMM8AP1	2.53321
EIF3EP2	0
AC008063.3	0
GCG	0
AC007750.5	0.137129
FAP	2.76178
KCNH7	0.0397087
RNA5SP109	0
AC007740.1	0
RPL7P61	0
RNU6-627P	0
AC092684.1	0
PRPS1P1	0
CYP2C56P	0
RP11-452N17.1	1.13895
SNORA70F	4.11669
AC013463.2	0.496334
RNA5SP110	0
RNA5SP111	0
SLC38A11	2.23048
SCN3A	1.68206
SCN2A	0.663461
MAPRE1P3	0
CSRNP3	1.5081
GALNT3	2.04717
AC009495.2	0.198843
AC009495.4	0.745521
AC009495.3	0.854213
TTC21B-AS1	0.065972
AC010127.3	0.0507036
SCN1A	0.0142365
Y_RNA	0
RN7SKP152	0
RP11-646I19.1	4.25294
XIRP2	0.341631
AC092601.1	0
XIRP2-AS1	0
AC074363.1	0
RNU7-148P	0
CTAGE14P	0
AC016723.4	0.0291065
B3GALT1	1.13384
AC067940.1	0
RN7SL813P	0
MIR4774	0
RNU6-766P	0
CERS6-AS1	0.0457968
SPC25	0.294078
G6PC2	0.0584072
ABCB11	0.0518041
DHRS9	0.35994
AC007556.3	0
UBE2V1P6	0
LRP2	0.0107088
KLHL41	3.1163
AC093899.3	0.270276
CCDC173	0.913117
AC016772.4	0
SNORA51	0
PTCHD3P2	0.0794118
AC009967.3	0.117606
AC092641.2	2.59802
RNU6-1006P	0
MYO3B	0.0915715
AC012594.1	0
HMGB1P4	0
AC007277.3	0.078378
uc_338	0
LINC01124	1.02326
SP5	2.21246
AC007405.4	0.226991
EIF2S2P4	0.618266
AC007405.6	3.15218
Y_RNA	0
ERICH2	3.13319
GAD1	0.17771
AC007405.8	0
AC008065.1	0
DAP3P2	0.284832
AC007969.4	0
RPL21P38	0
RNU6-182P	0
DLX1	0.67924
DLX2	0.158996
DLX2-AS1	0
AC104088.1	0
RP11-227L6.1	0.62128
AC078883.4	0.293453
AC078883.3	0.826836
PDK1	2.44024
Y_RNA	0
AC018712.2	0
RAPGEF4-AS1	0.00873235
snoU13	0
RAPGEF4	3.45868
ALDH7A1P2	0
MAP3K20-AS1	0.37799
RP11-1O7.1	0
AC092573.2	0
CDCA7	0.963666
AC073465.1	0
AC073465.2	0
AC073465.3	0
AC013410.1	0
AC013410.2	0
RP11-796E10.1	0
RPL5P7	0
AC106900.6	0
RP11-394I13.2	1.79641
RP11-394I13.3	0.54679
LINC01960	0.467125
RPSAP24	0
RP11-451F14.1	0
RN7SL65P	0
Y_RNA	0
AC013467.1	0
HNRNPA1P39	0.0488868
LINC01305	0.0703226
RP11-572N21.1	0
SP9	0
AC010894.3	1.40237
AC010894.4	0
RP11-483E17.1	0.122764
AC018890.6	0.238832
RNU6-5P	0
AC010894.5	0
CHRNA1	0.0500865
RNU6-763P	0
RNU6-1290P	0
RP11-6C10.1	0
uc_338	1.44705
MIR933	0
AC096649.2	0
AC096649.3	0
EXTL2P1	0
AC016751.3	0
AC016751.2	0
EVX2	0
HOXD13	0
HOXD12	0
HOXD11	0.294706
HOXD-AS2	3.1299
HOXD3	4.26594
MIR10B	0
RP11-387A1.5	0.345347
HAGLR	2.99379
HAGLROS	1.80192
HOXD1	0.913771
RP11-387A1.6	0
RPSAP25	0
AC073069.2	0
AC017048.1	0
AC017048.2	0
MIR1246	0
RP11-324L17.1	1.75994
LINC01117	0.669338
RNU6ATAC14P	0
AC092162.1	0.0959591
FUCA1P1	0.223151
AC092162.2	0.111828
RP11-632P5.1	1.9408
AC073636.1	0.0799153
RNU6-187P	0
AC079305.11	0.135757
RNA5SP112	0
AC079305.8	0
AC079305.5	0
Y_RNA	0
KRT8P40	0
MIR3128	0
AC079305.10	0.764105
AC074286.1	2.1333
RP11-337N6.2	0.470601
RP11-337N6.1	0.43085
MIR6512	0
RP11-337N6.3	2.11143
AC019080.1	0.0960399
snoU13	0
TTC30B	3.1671
AC073834.3	0
TTC30A	3.32701
PDE11A	0.134328
AC012499.1	0
AC011998.1	0
API5P2	0
AC011998.2	0
RNU6-629P	0
CYCTP	0
AC011998.4	0
RNU5E-9P	0
OSBPL6	1.24064
AC009948.7	0.881096
TTN-AS1	1.6398
TTN	0.736279
RP11-65L3.4	1.18134
RP11-65L3.2	1.37908
RP11-65L3.3	0.0606342
RP11-171I2.5	0
RP11-171I2.2	1.15737
RP11-171I2.4	1.66268
RP11-171I2.3	1.35275
RP11-171I2.1	0.182496
CCDC141	0.242373
RNU7-104P	0
RPS6P2	0
AC093911.1	0
AC068042.1	0
ZNF385B	1.32036
AC092642.1	0
MIR1258	0
SNORA43	0
RP11-512G4.1	0
AC009478.1	0
SCHLAP1	0
RP11-739A13.1	0
AC104076.2	0
AC104076.3	0.164858
AC068196.1	0.0842495
LINC01934	0.0264163
MIR4437	0
AC020595.1	0
ITGA4	3.06131
CERKL	2.7587
NEUROD1	0.0220858
AC013733.3	0
AC013733.4	0
SAP18P2	0
RNU6ATAC19P	0
RP11-366L5.1	0.512146
PPP1R1C	4.14268
KRT18P29	0
RNA5SP113	0
RN7SL267P	0
Y_RNA	0
RNU6-1122P	0
Y_RNA	0
SNORA77	0
KRT8P10	0
DUSP19	1.22157
AC064871.3	0
RP11-438L19.1	2.26512
LIN28AP1	0
CACYBPP2	0.711167
AC093639.1	0
MIR548AE1	0
RP11-363K21.1	0.155339
ZNF804A	0.0928338
RPL23AP33	0
AC080125.1	0
U8	0
AC007966.1	0.479166
FSIP2	0.652977
FSIP2-AS1	2.55089
RPL21P32	0.632886
LINC01473	2.72725
AC104058.1	0.258856
RPL23AP35	0
RP11-410E4.1	0.666209
MED28P3	0.338744
DPRXP1	0.0951703
AC017101.10	0
ZSWIM2	0
AC018735.1	0
RN7SKP42	0
AC007319.1	0.453517
RNU6-989P	0
GAPDHP59	0.203795
LINC01090	0.0376338
ST13P2	0
AC104131.1	0
RNA5SP114	0
MIR561	0
AC079613.1	0
DIRC1	0
MIR3606	0
AC133106.2	0.185888
MIR3129	0
KRT18P19	0
AC013439.4	0.056408
RP11-88L20.1	0
ANKAR	4.85632
RP11-455J20.3	1.34854
OSGEPL1-AS1	1.60942
AC019178.3	0
HNRNPCP2	4.29738
AC019178.2	0
MSTN	1.68613
RP11-647K16.1	1.87732
NEMP2	3.39372
AC093388.3	1.58556
RN7SKP179	0
RP11-284E5.1	0.956828
AC006460.2	0.110417
AC005540.3	0.205092
AC067945.3	0.0633431
AC067945.2	0
AC067945.4	0
STAT4	2.35744
RNU6-959P	0
RP11-317J9.1	0.416106
HMGB1P27	0.101213
AC092614.2	0.960452
RNU6-1045P	0
uc_338	0
AC098872.3	0
DNAJB1P1	0
AC098617.1	0.0788489
TMEFF2	0.0829372
AC013401.1	0
AC013401.2	0
PCGEM1	0
RPS17P8	0
AC092638.1	0
AC092638.2	0
AC074290.1	0
RP11-764E7.1	0
AC068135.1	0
GLULP6	0
HNRNPA1P47	0
LINC01821	0
AC106883.1	0
Metazoa_SRP	0
SNORD59	0
LINC01790	0
AC010983.1	0
AC064834.1	0
RP11-762E8.1	0
RNU6-169P	0
LINC01825	0
LINC01827	0
AHCYP5	0
RNU6-915P	0
DNAH7	0.444471
E2F3P2	0.103794
AC114760.1	0
RP11-347P5.1	0.657842
HECW2	2.03332
AC020571.3	0.0872025
RN7SL820P	0
RP11-369J9.1	0
CCDC150	1.12407
SCARNA16	0
C2orf66	0.423656
RP11-84A12.1	0
HNRNPA3P15	0.100634
AC017035.2	0
AC013264.2	0
ANKRD44-IT1	0.0705258
ATP5G2P3	0.150066
AC010746.3	0
NPM1P46	0.137513
SNORA4	0.326697
RNU6-1029P	0
AC020550.7	0
AC011997.1	0
MARS2	3.76963
BOLL	0
PLCL1	3.92055
AC109589.1	0
LINC01923	0
AC019330.1	0
AC018717.1	0
AC018717.2	0
RNU7-147P	0
SATB2	4.35306
RP11-486F17.1	0.155492
SATB2-AS1	0.0340518
LINC01877	0.0756885
SEPHS1P6	0.17588
FTCDNL1	0.83694
AC073043.1	0.0270835
AC108032.1	0
RN7SL717P	0
RNY4P34	0
SGO2	1.23296
AOX3P	0.269393
LINC01792	0
AOX2P	0.0774797
RNU1-133P	0
AC007163.6	0.137775
RNU6-31P	0
BICD1P1	0
RNA5SP115	0
Y_RNA	2.00539
RNU6-762P	0.523179
AC005037.3	0
HNRNPA1P35	0.289615
RPL23AP30	0
RNU6-1206P	0
Metazoa_SRP	0.55824
RP11-13J8.1	0.377431
RPL17P10	0
IMPDH1P10	0
CFLAR-AS1	1.06293
RNU7-45P	0
AC007283.4	1.66768
MTND5P25	0.0813077
MTND4P23	0.133122
MTND4LP13	0
CASP8	4.08227
ALS2CR12	0.922323
AC007256.5	0.224043
Y_RNA	0
ALS2CR11	0.531852
MTCO2P16	0.0693225
MTATP6P16	0
MTCO3P16	0
MTND3P16	0
MTND4LP16	0
MTND4P29	0
MTND5P31	0
MPP4	0.249887
RNU6-651P	0
AC007279.2	0.539634
CDK15	1.26889
Y_RNA	0
UBE2V1P11	0
RNU6-440P	0
RP11-107N15.1	3.15331
KIAA2012	0.0784667
AC079354.3	0.0694182
AC079354.5	0
PSMA2P3	0
DAZAP2P1	0.11333
AC079354.6	0
SNORD70	0
SNORD70	0
SNORD11B	0
SNORD11	0
RN7SL753P	0
AC064836.3	0.527434
RP11-686O6.1	0.486373
RN7SL40P	1.21736
RP11-686O6.2	4.90974
RP11-27M5.1	0
AC073410.1	2.62878
MTCO1P17	0
MTCO2P17	0
MTATP6P17	0
MTCO3P17	0
MTND3P17	0
MTND4LP17	0
MTND4P30	0
MTCO1P54	0
KRT8P15	0.124433
AC010900.2	0.114462
RP11-544H14.1	0
RPL7P14	0.195181
SNORA1	0
AC023271.1	0.854983
RPL23AP36	0
RN7SL670P	0
MRPL50P2	0.0936476
RP11-363J17.1	0.0685282
AC125238.2	0
AC125238.3	0
CD28	1.02364
KRT18P39	0
NPM1P33	0
RNU6-474P	0
CTLA4	0.676274
ICOS	0.11977
AC009965.1	0
AC009965.2	0
AC009498.1	0
DSTNP5	0
AC106901.1	0
AC016903.1	0
AC016903.2	0
AC008171.1	0
AC007362.3	0.304666
RN7SKP178	0
AC007679.1	0
AC007679.3	0
Vault	0
Y_RNA	0
AC007679.4	0
uc_338	0.838665
snoZ196	0
SNORD51	0
SNORA41	2.44291
GPR1	0.175965
GPR1-AS	0
RN7SKP200	0
AC007383.6	0
HMGN1P6	0
RN7SKP260	0
ZDBF2	4.85881
AC017081.2	0
HNRNPA1P51	0
AC010731.2	1.56589
AC010731.3	0
AC010731.4	0
DYTN	0.0634916
AC010731.6	0
Y_RNA	0
MDH1B	3.23448
RP11-95H11.1	0.0877573
AC008269.2	0.360553
CPO	3.63464
MIR2355	0
KLF7-IT1	1.21097
MIR7845	0
AC007879.1	0
AC007879.2	0.637205
AC007879.4	0.176582
AC007879.3	0.516906
MYOSLID	0.337652
AC007879.5	0.260313
LINC01802	0
MIR1302-4	0
METTL21A	3.57014
RPS29P9	0
LINC01857	0
RNU6-664P	0
PPP1R14BP2	0
Y_RNA	0
FZD5	4.53825
AC083900.1	0.192758
RNU6-360P	0
AC093698.1	0
RNA5SP116	0
RPL12P17	0.101992
CRYGEP	0
CRYGD	0
CRYGC	0
AC093698.4	0
CRYGB	0
CRYGA	0
C2orf80	0
RPSAP27	0
TPT1P2	0
IDH1-AS1	1.37487
MYL6BP1	0
PTH2R	0.139622
AC012362.3	0
AC019185.2	0
AC019185.4	0
AC019185.3	0
RNA5SP117	0
HSPA8P6	0
CRYGFP	0
MEAF6P1	0
PKP4P1	0.0175903
RNA5SP118	0.932328
UNC80	0.0890632
SNAI1P1	0
AC006994.1	0.647412
AC006994.2	0.404155
Y_RNA	0
MYL1	0.976521
LANCL1-AS1	0.500771
CPS1	2.68074
CPS1-IT1	0
RP11-212J19.1	0
AC013404.1	0
ERBB4	1.17867
RNA5SP119	0
MTND2P23	0
MTCO1P46	0
MIR548F2	0
AC079610.1	0
LINC01878	0
PCED1CP	0
AC108066.1	0
LINC01953	0
RP11-105N14.2	0
AC079610.2	0.239527
MIR4438	0
AC107218.3	0
RPL5P8	0
VWC2L	0.0357943
VWC2L-IT1	0
ENSAP3	0
AC072062.1	0.0436505
SNORA70	0
RPL10P6	2.90434
ABCA12	0.0266597
AC072062.3	0
AC073284.4	0
AC012462.1	0
AC012462.2	0
AC012462.3	0
AC012668.1	0
AC012668.2	0
AC012668.3	0
LINC00607	1.26361
LINC01614	0
AC093850.1	0
AC122136.2	0
AC093382.1	0.143213
MREG	4.07574
TMEM169	1.15405
POLHP1	0.172556
AC012513.4	0.111372
RP11-566E18.1	3.76151
MARCH4	0.0123081
AC012513.6	0
AC069155.1	0
Y_RNA	0
AC098820.2	0
AC098820.3	0.623148
AC098820.4	0.234275
LINC01280	0
AC073321.4	0
PSMB3P2	0
AC007563.5	0.0770547
AC007563.4	0
RNA5SP120	0
AC007563.3	0.0437838
FABP5P14	0
AC007557.4	0
TNP1	0.172155
AC007557.2	0
AC007557.3	0
AC007563.1	0
LINC01921	0
RP11-574O16.1	0
RN7SKP43	0
DIRC3-AS1	0.106387
Pinc	0
DIRC3	1.11926
AC010886.2	0.0368522
RPL7L1P9	0.243577
MIR6809	0
AC010136.2	1.48785
RUFY4	0.117857
CXCR2P1	0.0555106
CXCR2	0.223833
CXCR1	0.577669
HMGB1P9	0
RP11-378A13.1	2.47287
GPBAR1	1.8991
MIR6513	0
CATIP-AS2	0
MIR6810	0
AC021016.7	0.265431
CATIP	0.191173
CATIP-AS1	0.912362
RP11-378A13.2	0
MIR26B	0
VIL1	0.0412981
USP37	3.83361
RN7SKP38	0
RNU6-136P	0
RP11-459I19.1	3.00842
PRKAG3	0.13595
MIR9500	0
RPL23AP31	0
WNT10A	0.57796
LINC01494	0
RNU6-642P	0
AC097468.7	0
KRT8P30	0
CDK5R2	0.0372038
LINC00608	0
FEV	0.0475409
CRYBA2	0.591978
MIR375	0
AC097468.4	0
CFAP65	0.0391138
IHH	0.222533
MIR3131	0
RN7SL764P	0
SLC23A3	1.94111
TUBA4B	0.0274399
PTPRN	0.279385
MIR153-1	0
AC114803.3	0
RESP18	0
AC053503.2	0
AC053503.4	0.0908505
AC053503.6	0
AC053503.12	0.0640757
AC053503.11	0.112203
RP11-316O14.1	0.487534
ASIC4	0.806155
TMEM198	4.98106
RP11-256I23.1	0.850818
MIR3132	0
RP11-256I23.2	1.12754
INHA	3.5315
RN7SKP213	0
AC009955.8	0
RP11-256I23.3	0
AC009502.1	0
AC009502.4	0
RPL23P4	0
LINC01803	0
MIR4268	0
AC009310.1	0
AC114765.1	0
AC114765.2	0
AC067956.1	0
AC093843.1	0
AC011233.2	0
TMEM256P2	0
CTD-2308L22.1	0.294331
AC079834.1	0
AC068489.1	0
AC009302.2	0
HSPA9P1	0.0713767
RPL23AP28	0
PAX3	0.0122754
CCDC140	0
RP11-384O8.1	0
AC010980.2	0.0513914
Y_RNA	0
SGPP2	0.605789
NANOGP2	0
RNU6-619P	0
GAPDHP49	0
RP11-16P6.1	1.7618
MOGAT1	0.176841
AC104772.1	0
AC016712.1	0
AC016712.2	0.272075
ATG12P2	0.160408
AC097461.4	0.556416
RP11-525G12.1	0
RN7SL807P	0
HIGD1AP4	0
AC013448.1	0
AC013448.2	0
SCG2	1.53682
AC012512.1	0.394601
AP1S3	0.617049
AC073641.2	0.170303
AC019109.1	0
AC008072.1	0
FAM124B	3.41398
RP11-92F20.1	0
AC073052.1	2.57752
RP11-811O14.1	0
MIR4439	0
NYAP2	0.0142779
AC016717.1	0
RP11-314B1.2	0.0147799
RP11-314B1.1	0
AC080002.1	0
AC068138.1	0
MIR5702	0
RP11-395N3.2	1.20879
RP11-395N3.1	0.317178
SNORA48	0
COL4A4	1.91488
COL4A3	2.90816
AC097662.2	0.958829
TM4SF20	0.0293608
MIR5703	0
C2orf83	0
AC064853.2	0
AC064853.3	0
SLC19A3	3.79642
RNA5SP121	0
SNRPGP8	0
AC073065.3	0
CCL20	0.285199
TDGF1P2	0
DAW1	0.11694
SNORA25	0
SPHKAP	0.0374473
RNU6-624P	0
AC074019.2	0
LINC01807	0.313147
AC074019.1	0
RPL7L1P10	0
AC007677.2	0
RN7SKP283	0
DNER	1.17639
RNU7-9P	0
AC007559.1	0
RNU6-613P	0
FBXO36	4.10261
RNU6-964P	0
FBXO36-IT1	0
RNU6-1027P	0
RNY4P19	0
AC009950.2	3.33887
RP11-98F19.1	0
SP140	1.0604
RP11-69J7.1	0.0927734
RN7SL834P	3.15139
HMGB1P3	0
AC010149.4	0.1625
TPM3P8	0.0908316
RP11-395A23.1	0
RNU6-451P	0
LINC01907	0.391127
BANF1P3	0.352999
RNU6-268P	0
RP11-499P1.1	0
AC012507.3	0.483849
GPR55	0.145756
RP11-499P1.2	0
COX20P2	0
SPATA3-AS1	0
SPATA3	0
C2orf72	2.188
RP11-223I10.1	0.432257
HTR2B	0.423843
RNU1-93P	0
ARMC9	4.21632
MIR4777	0
AC017104.6	2.23824
B3GNT7	2.01356
ZBTB8OSP2	0
AC017104.4	0
AC017104.2	0
SNORA75	1.69577
SNORD20	0
SNORD82	0
RP11-562I5.1	2.03784
RP11-562I5.2	0.641564
RNU2-22P	0.569713
LINC00471	1.17371
NMUR1	1.51422
AC104634.3	0.274341
RPL23AP26	0
TEX44	0.0742882
RN7SL499P	0
AC073476.1	0
RP11-690I21.2	0.481463
MIR1471	0
NPPC	0.4173
AC105461.1	0
MIR562	0
AC068134.10	2.75769
ECEL1P3	0
RP11-762N20.1	0
ALPP	0
AC068134.8	0
ECEL1P2	0
ALPPL2	0
ECEL1P1	0
AC068134.6	0
DIS3L2P1	0
ALPI	0
ECEL1	2.71694
PRSS56	0
CHRND	0.0258043
CHRNG	0.0498169
AC073254.1	0.366897
RN7SL359P	0
EEF1B2P7	0.175959
AC064852.4	0
KCNJ13	0.297664
RNU6-107P	0
Y_RNA	0
AC106876.2	0
NEU2	0
RN7SL32P	0.152136
SCARNA5	0.384041
SCARNA6	1.81788
SAG	0
RP11-400N9.1	0
Y_RNA	0
RP11-289A15.1	0.175024
UGT1A12P	0
UGT1A11P	0
UGT1A8	0
UGT1A10	0
UGT1A13P	0
UGT1A9	0
UGT1A7	0
UGT1A6	0
AC114812.8	0
UGT1A5	0
UGT1A4	0
RPL17P11	0
UGT1A3	0
AC114812.9	0
DNAJB3	0
UGT1A2P	0
AC114812.10	0
AC114812.5	0
UGT1A1	0
MROH2A	0
HJURP	0.231723
MSL3P1	0
TRPM8	0
AC005538.5	0
SPP2	0
RP11-263G22.1	0
AC006037.2	0
RP11-309M7.1	0
AC097713.5	0
AC097713.3	0
LINC01891	0
HSPE1P9	0
LINC01173	0
RP13-977E11.1	0
AC010148.1	0
AC114814.4	0
AC114814.2	0
AC114814.3	0
AGAP1-IT1	0.825324
AC064874.1	0
TMSB10P1	0.659603
RNU7-127P	0
RN7SL204P	0
Y_RNA	0
GBX2	0
AC079135.1	0
ASB18	0
RNU1-31P	0
IQCA1	2.26436
RP11-785G17.1	0
IQCA1-AS1	0
RPL3P5	0
AC011286.1	0
RNU6-1051P	0
AC105760.3	0.0180689
AC105760.2	1.38447
AC107079.1	0.0843451
AC112715.2	0.784912
AC112721.1	0
AC112721.2	0
MIR6811	0
RNU6-1140P	0
PRLH	0
RAB17	0.587206
AC104667.3	0.026487
AC096574.5	0.127431
RBM44	0.881408
SNORD39	0
RNU6-1333P	0
ESPNL	0.44412
KLHL30	2.30123
KLHL30-AS1	0.379712
ERFE	0.353872
AC016757.3	4.40221
AC096574.4	0.101196
RP11-5O24.1	0.159389
AC012485.2	0
RNU6-234P	0
AC016999.2	0.132552
RP11-40B20.1	0
LINC01107	0.158665
LINC01937	0
AC113618.2	0
AC144525.1	0
LINC01940	0.0653077
MIR4440	0
MIR4441	0
MIR4269	0
MIR2467	0
AC062017.1	4.47052
AC079612.1	0
AC079612.2	0
RP11-315F22.1	0
AC093802.1	0
MIR4786	0
PRR21	0
OR9S24P	0
OR5S1P	0
OTOS	0
AC124861.1	0
U3	0
PP14571	0.629931
MIR149	0
CAPN10-AS1	4.71158
GPR35	2.51522
RP11-118M12.1	0
AQP12B	0
AC011298.2	0
AQP12A	0
RP11-118M12.2	0
AGXT	0.0458447
C2orf54	0.0558632
CROCC2	0.665703
AC104809.4	0.360048
AC104809.2	0.307113
AC093585.6	0.418712
AC005237.4	0.83649
PASK	4.30092
AC005237.2	0
ANO7	0.578018
MIR3133	0
AC110299.5	0.46771
BOK-AS1	0.21129
RP11-367H1.1	0.623797
RNA5SP122	0.656766
AC114730.8	0
AC114730.7	0
GAL3ST2	0.142463
AC114730.5	0.073999
AC114730.3	0.218524
NEU4	0.222366
AC114730.2	2.34015
PDCD1	0.963741
RTP5	0.24824
LINC01237	1.79531
AC131097.4	0.130071
LINC01238	4.0215
AC093642.1	3.59011
AC093642.4	0.0830644
LINC01880	0
LINC01238	1.82058
CICP10	0
SEPT14P2	0
RPL23AP88	0.289701
LINC01986	0
AY269186.2	0
RNU6-1194P	0
RPS8P6	0.43726
LINC01266	0.551134
RPSAP32	0
AC090044.2	2.26355
AC087430.1	0
RN7SL120P	0
CNTN6	0.23927
CRB3P1	0
RPL23AP38	0
RPL23AP39	0
RPL21P17	0.0621798
RP11-204C23.1	0
RN7SKP144	0
CNTN4-AS2	1.50479
HINT2P1	0.0837
DNAJC19P4	0
CNTN4-AS1	0.937555
IL5RA	0.0614778
SNORA43	0
AC026188.1	0.0965067
PNPT1P1	0.099637
MRPS10P2	0
ITPR1-AS1	1.64524
EGOT	0.115365
AC018816.1	0
AC018816.3	1.07118
BHLHE40-AS1	2.95639
RNF10P1	0
UBTFL8	0
Y_RNA	0
AC090955.5	0
AC026202.3	0.632151
RP11-572B2.1	0
MIR4790	0
RN7SL553P	0
AC026202.5	0
AC027119.1	0
AC026167.1	0
AC091069.1	0
AC069277.2	0
GRM7-AS3	0
AC024162.2	0
GRM7	0.0468423
MRPS36P1	0
GRM7-AS2	0
GRM7-AS1	0.0807217
RP11-157E16.1	0.135916
LMCD1-AS1	0.882994
