Name	Fallopian Tube
RP11-445O3.2	0
RP11-445O3.1	0
CTD-2318H23.1	0
LINC02114	0
CTD-2161F6.2	0
CTD-2161F6.1	0
CTD-2046I8.1	0
CTD-2247C11.2	0
CTD-2247C11.1	0
LINC01020	0
CTD-2247C11.4	0
LINC02121	0
RN7SKP73	0
CTD-2297D10.2	0.485578
ADAMTS16	0.616747
CTD-2297D10.1	0
ALG3P1	0
MTCO1P30	0
MTCO2P30	0
MTCO1P31	0
CTC-471C19.1	0.148902
CTC-471C19.2	0
CTD-2299N12.1	0
HMGB3P3	0
LINC02145	2.0535
UBE2QL1	1.74991
CTD-2195M18.2	0
LINC01018	1.62593
SRD5A1	2.56002
LINC02102	0.716471
RP11-332J15.3	0
RP11-332J15.4	0
RP11-332J15.1	0
MIR4278	0
RN7SKP79	0
RP11-332J15.2	0
LINC02196	0
RNA5SP176	0
Metazoa_SRP	0
RP11-404K5.3	0
RP11-404K5.1	0
RP11-404K5.2	0
RP11-404K5.4	0
CTD-2296D1.1	0
LINC02123	0
CTD-2296D1.3	0
CTD-2296D1.4	0
LINC02142	0
RP11-711G10.1	0
CTD-2072I24.1	0
RNU1-76P	0
RP11-334G8.1	0
RP11-215I16.2	0
RP11-215I16.1	0
RP11-480D4.1	0
RP11-480D4.5	0
RP11-480D4.2	0.14149
RP11-480D4.6	0.412842
RP11-480D4.4	0
RP11-480D4.7	0.150234
RP11-417J1.1	0
RP11-417J1.5	0
RP11-417J1.6	0
MTND6P2	0
MTCYBP37	0
RP11-417J1.7	0
RP11-417J1.8	0
RP11-417J1.4	0
RP11-315A16.2	0
RP11-315A16.3	0
RP11-315A16.1	0
RP11-315A16.4	0
LINC02199	0
RP11-143A12.1	0
CTD-2215L10.1	0
SEMA5A	4.44299
MIR4636	0
CTD-2201E9.4	0
CTD-2201E9.3	0
SEMA5A-AS1	0
CTD-2201E9.2	0
SNORD123	0
CTD-2001E22.1	0
TAS2R1	0
LINC02112	0
RNA5SP177	0
RP11-447B18.1	0
RP11-191F9.4	0
RP11-191F9.2	0
RP11-191F9.3	0
RP11-191F9.1	0
CTD-2199O4.1	0
CTD-2199O4.4	0
CTD-2199O4.5	0
CTD-2199O4.3	0
CTD-2199O4.6	0.383754
CTD-2256P15.1	0
CTD-2256P15.4	0.597553
CTD-2256P15.5	0.358466
Y_RNA	0
Y_RNA	0
CTD-2256P15.3	0
CTD-2256P15.2	1.42755
ROPN1L-AS1	0
ROPN1L	4.90051
MIR6131	0
LINC01513	2.38324
RPL30P7	0
RP11-1C1.6	0
LINC02212	0.0637732
LINC02213	0
RP11-54F2.9	0
RP11-54F2.8	0
ANKRD33B-AS1	0
RP11-215G15.4	0
CTD-2154B17.3	0
CTD-2154B17.2	0
CTD-2154B17.4	0
CTD-2154B17.1	0
CTNND2	0.225055
RNU6-429P	0
RNU6-679P	0
RP11-308B16.2	0
LINC01194	0
RP11-419C19.3	0
RP11-419C19.1	0
LINC02220	0
CTC-305H11.1	0
RPS23P5	0
NENFP3	0
CTC-232H10.1	0
DNAH5	1.0546
CTB-51A17.1	0
FAM105A	2.47239
CTD-2165H16.3	0.0523139
CCT6P2	0.0360206
EEF1A1P13	3.14421
CTD-2165H16.4	0.77978
RBBP4P1	0.450941
MIR4637	0
CTB-40H15.4	0.672985
UQCRBP3	0
HNRNPKP5	0.502205
SEPHS2P1	0
U8	0
RP1-251I12.1	0
LINC02149	0
MARK2P5	0
CTD-2313D3.1	0.0304654
CTD-2350J17.1	0
MIR887	0
RNA5SP178	0
MARCH11	0
RP11-19O2.1	0
RP11-19O2.2	0
NACAP6	0
LINC02150	0
RP1-167G20.2	0
RP11-260E18.1	0.0423322
CTC-461F20.1	0
Y_RNA	0
RNA5SP179	0
RPS26P28	0
RNU6-660P	0
CTD-2228A4.1	0
Y_RNA	0
AC091878.1	0.0354296
RNA5SP180	0
DCAF13P2	0
RNU6-1003P	0
CTD-2139B15.1	0
RN7SKP133	0
FTH1P10	1.2161
CTD-2139B15.2	0
CTD-2139B15.5	0
LINC02111	0
LINC02217	0
LINC02218	0
RP11-321E2.5	0
RP11-321E2.13	0
RP11-321E2.12	0
RP11-321E2.6	0
RP11-321E2.11	0
RP11-321E2.10	0
RP11-321E2.2	0
RP11-321E2.7	0
RP11-321E2.8	0
RP11-321E2.9	0
RP11-432M8.2	0
RP11-432M8.1	0
RP11-432M8.3	0
RP11-432M8.4	0
RP11-432M8.5	0
RP11-432M8.7	0
RP11-432M8.6	0
RP11-432M8.22	0
RP11-432M8.9	0
RP11-432M8.20	0
RP11-432M8.10	0
RP11-432M8.11	0
RP11-432M8.12	0
RP11-432M8.13	0
RP11-432M8.15	0
RP11-432M8.14	0
RP11-432M8.16	0
RP11-432M8.18	0
RP11-432M8.17	0
RP11-432M8.21	0
RP11-432M8.19	0
RP11-454P21.1	0
RPL36AP21	0
SNORD81	0
RN7SL58P	0
LINC02100	0
UBE2V1P12	0
CTD-2151L9.2	0
RP11-81B23.1	0
Metazoa_SRP	0
RP11-124N3.3	0
RP11-124N3.2	0
RPL32P14	0
HSPD1P15	0
CDH18	0.0264867
RP11-61K20.1	0
RP11-420O16.2	0
RP11-420O16.1	0
RP11-774D14.1	0
LINC02146	0
RP11-697E23.1	0
RP11-811J10.1	0
RP11-374A4.1	0.00942064
GUSBP1	4.1881
RP11-823P9.3	0.0798399
RP11-823P9.4	0
RP11-360I2.1	0.662578
RP11-804N13.1	0.0794533
CDH12	0.164959
HSPD1P1	0.254932
RP11-855C21.1	0
PMCHL1	0
GCNT1P2	0
CTD-2234B20.1	0
CTD-2272G21.3	0
Y_RNA	0
CTD-2272G21.2	0
CTD-2272G21.1	0
PRDM9	0
CTD-2351A8.1	0
RP11-197O8.1	0
C5orf17	0.0416116
SNORA40	0
CTD-2138O14.1	0
Y_RNA	0
CTD-2015B23.2	0.138163
CTD-2074D8.1	0
Metazoa_SRP	0
CDH10	0.0350794
RP11-116O11.1	0
RP11-116O11.2	0
RP11-12P19.2	0
BTG4P1	0
SNORD29	0
RP11-730N24.1	0
RP11-730N24.2	0
Y_RNA	0
RP11-549K20.1	0
LINC02211	0
RP11-192H6.2	0
RP11-184E9.2	0
RP11-184E9.3	0
CTD-2306M5.1	0
RP11-184E9.4	0
RNU6-374P	0
CTD-2026A21.1	0
MSNP1	0.186928
RNU4-43P	0
RP11-351N6.1	0
CTD-2533K21.3	0
CTD-2533K21.2	0
CTD-2533K21.1	0
CTD-2533K21.4	0
CCNB3P1	0
CDH9	0
RNU6-738P	0
CTD-3007L5.1	0
LINC01021	0.21674
RP11-560A7.1	0
LINC02103	0
RNU6-909P	0
CTD-2134P3.1	0
CTD-2134P3.2	0
CTD-2269E23.3	0
LSP1P3	0
CTD-2269E23.2	0
CTD-2269E23.4	0
SUCLG2P4	0
SNORA18	0
RP11-42L13.2	0
RP11-42L13.3	0
LINC02109	0
LINC02064	0
CTD-2345H1.1	0
UBL5P1	0
CTD-2011G17.1	0
CTD-2057J6.2	0
CTD-2057J6.1	0
RN7SKP207	0
CTD-2351A16.1	0
HPRT1P2	0
RP11-136H13.2	0
RPL19P11	0
CTD-2127O16.2	0
RP11-152K4.2	0
CDH6	3.66415
DUX4L51	0.193301
Y_RNA	0
CTD-2008E3.1	0.883194
RNU6-363P	0
PDZD2	4.14983
RP11-5N11.2	0
RP11-5N11.1	0
RP11-5N11.3	0
RP11-5N11.4	0
RP11-5N11.5	0
RP11-5N11.6	0
RP11-5N11.7	0
RNU6-358P	0
CTD-2290C23.1	0
RNU6-760P	0
CTD-2290C23.2	0
RPL5P14	0
TPT1P5	0.0649656
CTD-2206G10.2	0.322847
MIR4279	0
CTD-2152M20.2	1.38027
Y_RNA	0
CTD-2186M15.1	0
RNU6-1079P	0
RNU6-378P	0
MIR579	0
CTD-2290P7.1	0
LINC02061	0
NPR3	2.52281
CTD-2218G20.1	0
CTD-2066L21.3	0
LINC02120	0
CTD-2066L21.1	0
CTD-2066L21.2	0
CTD-2017D15.1	0
LINC02160	0
CTD-2203K17.1	1.57575
CTD-2233C11.3	0
CTD-2233C11.2	0
ADAMTS12	2.64888
RNU6-923P	0
RXFP3	0
SLC45A2	0.066616
RP11-1084J3.1	0
RP11-1084J3.3	0
RP11-1250I15.2	0
RP11-1250I15.1	0
RP11-1250I15.3	0
RP11-1023L17.1	1.14161
RP11-1023L17.2	0.0856812
RP11-1325J9.1	0
CTD-2024P10.2	0.297547
CTD-2024P10.1	0
CTD-2517O10.6	2.30091
TTC23L	0.705344
CTD-2517O10.5	0.120894
RPL21P54	0.26114
AGXT2	0.0281356
PRLR	4.40934
CTD-2046J7.1	0
U3	0
SPEF2	4.73045
RNU7-130P	0
CTD-2113L7.1	0
RP11-79C6.2	1.08332
RP11-79C6.1	0
CAPSL	3.63822
RP11-79C6.3	0
UGT3A1	0
UGT3A2	0.0502555
CTD-2197M16.1	0
MIR580	0
RNU6-1305P	0
NADK2-AS1	1.67361
RANBP3L	2.08974
RNA5SP181	0
CTD-2282P23.1	0
CTD-2282P23.2	0
CTD-2353F22.1	0.177733
CTD-2353F22.2	0.982257
CTD-2653M23.3	0.754165
KRT18P31	0.147513
RPS4XP6	0.637022
C8orf59P2	0
OFD1P17	0.106546
RN7SL37P	0
CTD-2124B8.2	3.5937
RNU7-75P	0
RP11-648M2.1	0
KCTD9P5	0
RNU6-1190P	0
RNU6-484P	0
GDNF-AS1	0.897231
GDNF	0.759934
LINC02117	0
CTD-2194L12.3	0
LINC02110	0
CTD-2130F23.1	0
LINC02107	0
LINC02119	0
CTD-2007F2.1	0
EGFLAM-AS4	0
EGFLAM-AS3	0
EGFLAM-AS2	0
EGFLAM-AS1	0
CTD-2108O9.4	0
CTD-2263F21.1	0.959646
LIFR-AS1	2.30851
CTD-2196P11.2	0.129867
OSMR-AS1	1.11812
RP11-122C5.2	0
RP11-122C5.3	0.449762
AIG1P1	0
FYB	3.20297
GOLGA5P1	0
C9	0.0489297
LINC02104	0.53682
CCDC11P1	0
INTS6P1	0.042656
GCSHP1	0
LINC00603	0
KRT18P56	0
LINC00604	0
RNU1-150P	0
RP11-386E5.1	0
SNORA63	0
SNORA57	0
SNORD72	0.65956
RNU7-161P	0
RP11-301A5.2	0.206921
MROH2B	0.0683772
CTD-2122P11.1	0
OXCT1-AS1	2.45237
CTD-2062O1.1	0
RPSAP38	0
Y_RNA	0
MTHFD2P6	0
RP11-112L7.1	0
SERBP1P6	0.113229
CTD-2265D6.2	0.0510984
RP11-116B13.1	0
CCDC152	4.36173
CTD-2325A15.3	0.205932
PRELID3BP4	0
PRELID3BP5	0
PRELID3BP6	0
PRELID3BP7	0
CTD-2201E18.5	2.2641
CTD-2201E18.3	2.49189
CTD-2035E11.3	0.34152
CTD-2035E11.4	1.3962
ANXA2R	4.87988
AC025171.1	4.77514
CTD-2035E11.5	3.87695
RP11-447H19.4	0
NIM1K	0.804325
RP11-447H19.3	0.065228
RP11-447H19.2	0
RP11-447H19.1	0
CTD-2636A23.2	0.607712
RP11-159F24.2	0.0925606
CCL28	2.9504
RP11-159F24.3	1.09341
C5orf34	2.29341
EEF1A1P19	2.23225
RP11-159F24.6	0.710079
RP11-159F24.5	0.618338
CTD-2210P15.3	0
AMD1P3	0.311852
RPL29P12	0.544145
RP11-8L21.1	0
RNU6-381P	0
FGF10-AS1	0.355869
RP11-473L15.3	0
RP11-503D12.1	0
RN7SL383P	0
RP11-53O19.1	1.57678
RP11-53O19.2	0
RP11-357F12.1	0
HCN1	0.0176838
RP11-484L7.1	0
RP11-484L7.2	0
CTD-2013M15.1	0
RP11-269M20.2	0
RP11-269M20.1	0
RP11-269M20.3	0.155708
RP11-317O24.1	0
RP11-317O24.3	0
RP11-317O24.2	0
CTD-2089N3.1	0
LINC02106	0
CTD-2089N3.3	0
RNU6-480P	0
CTD-2054H24.1	0
RNU6-1296P	0
CTD-2312P21.1	0
CTD-2314G24.2	0.014368
ISL1	0.0356559
HMGB1P47	0
CTD-2335O3.2	0
CTD-2335O3.3	0
RNA5SP182	0
KATNBL1P4	0
RP11-182I21.2	0
LINC02118	0
RPS17P11	0
MFSD4BP1	0
CTD-2288O8.1	0
B3GNTL1P1	0
CTD-2207L17.1	0.844716
CTD-2175A23.1	0.353256
ITGA2	4.1825
CTD-2366F13.2	1.94266
CTD-2366F13.1	1.24475
RP11-94D20.1	0
RP11-289K10.1	0
LINC02105	0
ASS1P9	0
CTD-2081C10.7	2.18512
RNU6-272P	0
MIR581	0
RN7SL801P	0
MIR4459	0
CTD-2081C10.5	0
LINC01033	0
RPL37P25	0
HSPB3	2.94912
CTD-2591A1.1	0.310752
AC112198.1	0.00967613
RP11-45H22.1	0
RP11-45H22.2	0
RP11-45H22.3	0
ESM1	0.0398075
CTD-2313F11.1	0.0225557
GZMK	2.70033
Y_RNA	0
CTD-2313F11.2	0
CTD-2313F11.3	0
GZMAP1	0
GZMA	4.67288
CDC20B	0.011428
MIR449A	0
MIR449B	0
MIR449C	0
MCIDAS	0.0504685
CCNO	2.42094
RP11-506H20.1	0.434875
RP11-506H20.2	0.0591665
CTD-2315M5.2	0
MIR5687	0
RNF138P1	1.27844
AK4P2	0
SLC38A9	3.65186
DDX4	0.0303159
RP11-175M2.1	0
RNA5SP183	0
HNRNPH1P3	0.0494568
IL31RA	0
CTD-2031P19.4	0.65872
FLJ31104	0.529354
snoU13	0
CTD-2227I18.1	0
ANKRD55	0.172595
RNU6-299P	0
RPL17P22	0
RNA5SP184	0
C1GALT1P2	0
RNA5SP185	0
PSMC1P4	0
RNU6ATAC2P	0
RP11-155L15.1	0
HMGN1P17	0
LINC01948	0.847336
C5orf67	0.414139
AC022431.3	0.0671143
AC008940.1	0
AC008937.2	0
AC008937.3	0.227762
SETD9	3.59812
CTD-2310F14.1	1.38076
AC016644.1	0.155648
AC114973.1	0
RP11-101B14.4	0
RP11-101B14.1	0
Y_RNA	0
CTD-2516K3.3	0
CTD-2023N9.1	0.0675413
SALL4P1	0
ACTBL2	0
CTD-2023N9.2	0
CTD-2023N9.3	0
RP11-772C9.1	0
RP11-478P10.1	0
LINC02101	0
PGAM1P1	0
GAPT	0.725456
CTD-2117L12.3	0
MIR548AE2	0
LINC02108	0
RAB3C	0.238423
RP11-479O16.1	0
RPL5P15	0
CTD-2176I21.2	0
PDE4D	4.60816
RP11-266N13.2	0
CTD-2146O16.1	0
NDUFB4P2	0
MIR582	0
CTD-2254N19.1	0
RNU6-806P	0
RP11-546M4.1	0
SETP21	0
PART1	1.23615
DEPDC1B	0.165303
CAB39P1	0
KRT8P31	0
RP11-231G3.1	1.10156
GNL3LP1	0
AC104113.3	0
CTC-436P18.4	0.0461607
CTC-436P18.5	0.483806
SMIM15-AS1	0.188738
LINC02057	0.101863
RP11-631M6.3	0.388364
RP11-631M6.2	0.216099
RPL3P6	0.0843366
C5orf64	0.0569254
RP11-2O17.2	0
RNU6-913P	0
C5orf64-AS1	0
CTD-2244C20.1	0
CTD-2244C20.2	0
RN7SKP157	0
RNU6-661P	0
CKS1BP3	0
RP11-95I19.2	0
RP11-95I19.1	0.600655
LRRC70	4.2405
ISCA1P1	0.138482
RP11-586E1.1	0
CTD-2049O17.1	0
RP11-158J3.2	0
HTR1A	0
AC016561.1	0
RGS7BP	2.77565
RN7SL169P	0
RNU6-294P	0
MRPL49P1	0
FAM159B	0.0425673
RP11-307L14.1	1.89927
RP11-307L14.2	0.420996
Y_RNA	0
ADAMTS6	1.94311
CTD-2194F4.2	0
RPEP1	0
CTD-2375G15.1	0.146043
CTD-2116N20.1	0.348103
CENPK	1.14125
RNU6-540P	0
CTC-534A2.2	3.13336
NLN	2.48797
CTD-2353N24.1	0
CTD-2033C11.1	1.16276
SNORA76	0
AC025442.3	0
LINC02065	0
RP11-305P14.1	0
RP11-5P22.3	0
RP11-5P22.1	0
RP11-287J9.1	0
MAST4-IT1	0
MAST4-AS1	2.33917
CD180	0.619842
CTD-2187J20.1	0
RP11-434D9.1	0.126889
RP11-357D18.1	0.6315
RP11-83M16.1	0
RP11-83M16.5	0.224482
BCL9P1	0.0448112
RP11-83M16.3	0.952149
RP11-83M16.4	0.73981
RP11-83M16.6	0.091851
CTD-3066C23.1	0
RP11-434D9.2	0
CTD-2060F24.1	0
RNU6-1232P	0
EEF1B2P2	0.200279
LINC02219	0
CTD-2582M21.1	0
CTC-537E7.3	0.125317
CTC-537E7.1	0
CTC-537E7.2	0.373699
CTC-340D7.1	0.308899
VWA8P1	0
U8	0
RP11-141O11.1	0.0862668
RN7SKP251	0.239465
LINC02198	0.640542
CTC-498J12.1	1.40768
SUMO2P4	0
CTC-498J12.3	0
SNORA50	0
CCNB1	3.94496
CTC-351M12.1	1.08825
CFL1P5	0.962175
CHCHD2P2	0.672397
NDUFB9P1	0
MARVELD2	0.937228
RPS27P14	0.404568
RP11-241G9.3	0
RN7SL616P	0
OCLN	0.653076
RNU6-724P	0
GTF2H2C	1.64447
RP11-848G14.2	0.053477
RP11-848G14.5	1.11966
GUSBP3	0.0885506
RP11-974F13.5	0
RP11-98J23.2	1.01532
RP11-98J23.1	0
CDH12P2	0
SERF1B	0.751438
SMN2	1.61585
RP11-1319K7.1	1.15982
CDH12P3	0
RP11-1415C14.4	3.25525
GTF2H2B	0.272206
RP11-497H16.9	0.141422
RP11-497H16.7	0.0651689
RP11-497H16.8	0
RP11-497H16.5	0
RP11-589F5.4	0
CDH12P1	0
SERF1A	0.0507986
NAIP	0.917667
GTF2H2	1.74891
RP11-195E2.1	2.36786
RP11-1280N14.3	1.82752
CDH12P4	0
GUSBP9	1.44893
RP11-1198D22.1	0.560117
LINC02197	0.0439413
RP11-136K7.3	0
PMCHL2	0.0212279
RP11-136K7.1	0
RP11-1174L13.2	0
HMGN1P12	0
CARTPT	0.0556696
RP11-1315F8.2	0
MIR4803	0
RN7SL153P	0
PTCD2	3.30768
RP11-389C8.1	0.599554
YBX1P5	0
ZNF366	2.76737
LINC02056	0.251248
CTC-347C20.1	0.0560449
RPL7P22	0
AC063979.1	0
Y_RNA	0
CTD-2631K10.1	0.283239
MIR4804	0
CTD-2339M3.1	0.226247
CTD-2376I4.1	0.473317
CTD-2376I4.2	1.17091
CTC-250P20.2	0.14213
CTC-250P20.1	0
TMEM171	0.0882009
RP11-232L2.2	0
RP11-232L2.1	0
TMEM174	0
RP11-60A8.1	0.103173
RP11-60A8.2	0
RP11-79P5.3	0
FOXD1	0.909182
LINC01385	0
LINC01386	0
RP11-79P5.9	2.50214
FUNDC2P1	0.85031
CTC-575I10.1	0.0608761
CTD-2372A4.1	0.398583
RNU7-196P	0
RP11-428C6.2	0
LINC02122	0
LINC01335	0
RN7SL814P	0
CTD-2275D24.1	0
LINC01333	0
LINC01332	0
LINC01331	0
ENC1	3.37463
RNU6-658P	0.599329
FAM169A	1.15549
CTD-2060C23.1	0
CTD-2377O17.1	0.0935585
SNORA40	0
CTD-2503O16.4	0.0623698
CTD-2503O16.3	0
CTD-2503O16.1	0
RPL27AP5	0
RP11-229C3.4	0
GCNT4	2.72034
LINC01336	0.940669
ANKRD31	0.188849
SUMO2P5	0
CTD-2235C13.2	0
CTD-2235C13.3	0.110958
CTD-2235C13.1	3.99788
RNU7-175P	0
CTC-366B18.4	4.68418
ANKDD1B	2.68845
RNU6-680P	0
SLC25A5P9	0
RP11-524L6.4	0
RP11-524L6.3	0
BIN2P2	0
RP11-524L6.2	0
SAP18P1	0
CTC-235G5.2	0
CTC-235G5.3	0
SV2C	0.134661
RNA5SP186	0
AC113404.1	0.337777
RP11-466P24.5	0
HMGN2P4	1.27212
PDCD5P2	0
RP11-466P24.6	0
SNRPCP2	0
IQGAP2	3.58975
CTD-2275D10.2	0
CTD-2236F14.1	0
F2RL2	0.217539
CTD-2384B11.2	0
NCRUPAR_1	0
NCRUPAR_2	0
F2RL1	0.963253
RN7SL208P	0
S100Z	0.103932
RNU6ATAC36P	0
CRHBP	1.83376
SNORA47	0.465725
ZBED3-AS1	2.04023
HMGB1P35	0
ALDH7A1P1	0.336874
RPS2P24	0
RPL7P23	0.776992
OTP	0
ACTBP2	1.30113
RP11-107N7.1	0
CTD-2179L22.1	0.0609461
ATP6V1G1P6	0
CTD-2037K23.1	0
RNU6-183P	0
Y_RNA	0
HMGB1P21	0
CTD-2073O6.1	0.259824
CTD-2045M21.1	0
DMGDH	1.65505
CTD-2299I21.1	0
BHMT	0.613226
RNY3P1	0
CTC-422A18.1	0
SNORA18	0
CTC-422A18.2	0
CTC-451P13.1	2.74887
HOMER1	2.26909
RP11-342F17.1	0
RP11-342F17.2	0
Y_RNA	0
Y_RNA	0
CTC-431G16.2	0
CTC-431G16.3	0
LINC01455	0
THBS4	2.55282
RP11-168A11.4	3.62296
TRMT112P2	0
CTD-2201I18.1	0.536615
CTC-458I2.2	0.318958
KRT18P45	0
CTC-512J14.7	0.110054
SNORA31	0
CTC-512J14.1	0
SPZ1	0
RBMX2P5	0
CTC-512J14.5	0.367826
HNRNPA1P12	0.106931
RNU6-211P	0
CTD-2015H6.3	2.94162
FAM151B	0.823196
RPS27AP9	0
RPL7P24	0.0478368
ANKRD34B	0.0262251
DBIP2	0
LINC01337	0.137692
DHFR	3.99584
CTC-325J23.2	0.292856
MTRNR2L2	0
RP11-241J12.3	0
RP11-241J12.1	0
RASGRF2-AS1	0.203137
RASGRF2	3.28283
CTD-2193P3.1	0
CTD-2193P3.2	0
CTD-2248H3.1	2.55026
ACOT12	0.0623048
CTD-2249K22.1	0
SEM1P1	0.252463
ATG10	2.87702
ATG10-IT1	0
PPIAP11	0.130365
ATG10-AS1	0
RN7SL378P	0
RPS23P5	0
ATP6AP1L	3.22933
CTD-2015A6.1	0
CTD-2015A6.2	0
CTD-2218K11.2	0
RPL5P16	0
CTD-2218K11.3	0
MIR3977	0
LINC01338	0
RP11-78C3.1	0
CTD-2227C6.3	0
ST13P12	0
CTD-2227C6.2	0.0872079
RP11-343L5.2	1.48741
SCARNA18	0
XRCC4	4.35848
CTD-2110K23.1	0
COQ10BP2	0
FTH1P9	0
VCAN-AS1	0
HAPLN1	0.00770451
RN7SKP295	0
RNU6-620P	0
CTC-484M2.1	0.100639
RNU4-11P	0
RP11-456A14.1	0
RNU6-448P	0
CTD-2269F5.1	0.686786
RP11-509M23.1	0
CTC-384G19.1	0
RBBP4P6	0
RP11-1072N2.2	0
RP11-1072N2.3	0
RP11-1072N2.4	0
CTD-2331D11.2	0
CTD-2331D11.3	0
CTD-2331D11.4	0
RPL5P17	0.46869
CTC-534B23.1	0
CTC-480C2.1	0
RPS2P25	0
CTD-2036A18.2	0
PTP4A1P4	0
NBPF22P	0.075589
CTD-2123J17.2	0
CTC-261N6.3	0
CTC-261N6.1	0
CTC-261N6.2	0
CTD-2299E8.1	0
RNU6-804P	0
LINC02059	0
CTC-493L21.2	0
CTD-2161E19.1	0.70514
RP11-72L22.1	0
RN7SKP34	0
MIR4280	0
LINC01949	0
RN7SL629P	0.201336
RNU6-606P	0
CTC-428H11.2	3.36549
RNU6-727P	0
CTD-2316B1.1	0
LINC02144	0
RNA5SP187	0
RPS3AP22	0
SNORA70	0
CTC-498M16.3	0
LINC02060	0.141506
CTC-498M16.4	0.164306
LINC00461	0.229719
CTC-470C15.1	0
CTC-467M3.3	0
CTC-467M3.1	0
MEF2C-AS1	1.35061
CTD-2232E5.2	0
LINC02161	0
AC113167.1	0
AC113167.2	0
MIR3660	0
LINC01339	0
RP11-61G23.2	0
CTD-2373J6.1	0.93249
CTD-2373J6.2	0.180849
MBLAC2	4.63109
POLR3G	1.98242
ADGRV1	0.0576562
TMEM251P1	0
RP11-414H23.2	0
RP11-414H23.3	0
RNU4-90P	0
RP11-213H15.1	0.109715
LUCAT1	0.386868
Metazoa_SRP	0
CTD-2061E19.1	0
CTD-2061E19.6	0
ARRDC3-AS1	0.631018
RAB5CP2	0
PCBP2P3	0
RP11-348J24.2	0.0152809
RP11-348J24.1	0
RP11-133F8.2	0.047271
CTC-529L17.1	0
CTC-529L17.2	0
CTC-458G6.4	0
LDHBP3	0
CCT7P2	0.0706742
LINC02058	0
CTD-2091N23.1	0
POLD2P1	0
RP11-65F13.3	0.0165307
POU5F2	0.0408338
RP11-185E12.2	0
RP11-549J18.1	1.23681
KIAA0825	0.939898
MTND5P12	0.035459
MTND6P3	0.211737
MTCYBP35	0
CTC-303L1.1	0.059955
CTC-303L1.2	0.621309
SLF1	2.86667
MCTP1	2.08773
CTC-484P3.3	0.0185429
RPL7P18	0
uc_338	0
CTC-558O19.1	0
FAM81B	1.27312
CTD-2538A21.1	0.163866
RNU6-308P	0
GPR150	0.646056
RFESD	0.601616
SPATA9	0.685001
CTD-2154I11.2	0.556464
HSPD1P11	0.522564
AC008592.3	0.485843
AC008592.4	0.164376
AC008592.8	0.247511
LINC01554	0.707548
AC008592.5	0
AC008592.7	0
FABP5P5	0
MIR583HG	0.0596571
MIR583	0
RNU6-524P	0
RP11-254I22.3	0
RP11-254I22.2	0
CTD-2337A12.1	0.0395184
PCSK1	0.285399
CTC-506B8.1	0.316148
CTD-2260A17.1	4.75534
CTD-2260A17.3	0.948328
CTD-2260A17.2	2.23519
AC008850.3	0
Y_RNA	0
SETP22	0
LIX1-AS1	0.0338236
LIX1	0.0294457
RNU1-73P	0
CTD-2215E18.2	0
CTD-2215E18.3	0
CTD-2278B20.1	0
YTHDF1P1	0
RP11-155G15.3	0
LINC01340	0
MTCYBP40	0
RP11-72K17.1	0
RP11-455B3.1	0
AC008834.2	0
LINC01846	0
RP11-274E7.1	0
RP11-274E7.2	2.47057
CH17-12M21.1	0
KRT8P32	0
MRPS35P2	0
MTCO2P24	0
MTCO1P24	0
CTBP2P4	0.110371
DDX18P4	0
RGMB-AS1	0.754159
CTC-463N11.4	0.32119
CSNK1A1P3	0
RNU6-402P	0
LINC02062	1.47902
Y_RNA	0
CTD-2007H13.1	0.185121
RP11-93O17.1	0
RP11-93O17.2	0
GUSBP8	0
LINC02113	0
CTD-2151A2.2	0
CTD-2151A2.3	0
CTD-2160D9.1	0
EEF1A1P20	0
Y_RNA	0
MTCYBP22	0
MTND6P22	0.0986183
MTND5P10	0
MTND4P35	0.139013
MTND4LP5	0
MTND3P19	0
MTCO3P22	0
MTATP6P2	0.199688
MTCO2P22	0.232444
MTCO1P22	0.0264509
CTD-2012B7.1	0
RNU6-1119P	0
RP11-346J10.2	0.0706357
RP11-346J10.3	0
RP11-346J10.1	0
CTD-2001C12.1	0.0669945
CTC-293G12.1	0
RN7SKP62	0
ST8SIA4	1.68571
MIR548P	0
RN7SL802P	0
OR7H2P	0
RP11-1152B5.1	0
RNA5SP188	0
CTD-2333K2.1	0
SLCO4C1	0.0269766
RN7SKP68	0
SLCO6A1	0
RP11-58B2.1	0
LINC00492	0
CTD-2340E1.2	0
LINC00491	0
EIF3KP1	0.329024
CTC-503K11.2	0
CTD-2154H6.1	0
PDZPH1P	0.0281475
LINC02115	0.235049
CTC-445B21.1	0
LINC02163	0
RNU1-140P	0
RN7SL255P	0
RP11-6N13.1	0
RP11-313L6.2	0
RNU6-334P	0
RP11-6N13.4	0
CTD-2374C24.1	0
RAB9BP1	0
RNA5SP189	0
CTC-278L1.1	0
CTD-2285G11.1	0
SNORA31	0
LINC01950	0
PSMC1P5	0
EFNA5	4.34682
RP11-252I13.2	0
RP11-252I13.1	0
RN7SL782P	0
RN7SKP122	0
RP11-120B7.1	0.942816
CTC-329H14.1	0
CTD-2197I11.1	0
Y_RNA	0
RP11-47F1.1	0
RNU6-47P	0
GJA1P1	0.222323
CTD-2587M2.1	0.741942
CTD-2128F4.1	0
RP11-231G15.2	0
RP11-231G15.3	0
RP11-231G15.1	0
KRT18P42	0
CTC-332L22.1	0.962559
RN7SKP230	0
CTC-287O8.1	0.203118
