Name	Cervix - Endocervix
RP11-295G20.2	2.56127
LINC00582	0.282278
DISC1	2.59833
RNU5A-5P	0
DISC2	0
DISC1-IT1	0
RP5-865N13.2	0
RP5-865N13.1	0
RP11-284L19.1	0
RN7SL299P	0
RNU6-1211P	0
LINC01745	0
LINC01744	0
MAP10	2.3806
RNU1-74P	0
RP4-659I19.1	0
RPS7P3	0.2047
RP5-862P8.3	0
MAP3K21	0.794707
RNU4-77P	0
MIR4427	0
RP11-301G21.1	0
SLC35F3	0.467601
RAC1P7	0
RP4-799P18.2	0
RP4-799P18.4	0
RP4-799P18.3	0
RP4-799P18.5	0
MIR4671	0
RP5-827C21.1	0.254909
RP5-827C21.2	0.142113
RP5-827C21.6	0.310782
LINC01354	3.16679
RP5-855F14.2	0
U8	0
LINC00184	0.0756574
RP4-781K5.9	0
RP4-781K5.4	0
RP4-781K5.5	0
RP4-781K5.6	0.0113007
RP4-781K5.7	0.0191868
LINC01132	0.251931
RP11-400F1.1	0
RNY4P16	0
RN7SL668P	0
RP11-443B7.2	0
RP11-443B7.1	0.37595
RP11-443B7.3	0.242385
LINC01348	0.5416
RP4-597N16.1	0
RP4-597N16.4	0.506691
SNORA14B	0
RBM34	2.61579
MIR4753	0
RPL23AP23	0
RP11-382D8.3	0.393297
RP11-382D8.5	0.0590944
RPS21P1	0.682332
MTCYBP14	0
MTND6P14	0
MTND5P19	0
MTND4P10	0
MTND4LP21	0
MTND3P8	0
MTCO3P46	0
RP11-293G6__B.8	0
RP11-365D9.1	0
LDHAP2	1.45655
LYST-AS1	0.377214
MIR1537	0
RNU6-968P	0
RP5-940F7.2	0
RP4-580N22.2	0.57041
Y_RNA	0
RP4-764D2.1	0
RNU2-70P	0
RP11-478H16.1	0
EDARADD	0.37297
LGALS8-AS1	0.179637
ACTN2	0.686588
RPSAP21	0
RPL35P1	1.54786
MT1HL1	0
RYR2	1.90381
RN7SKP195	0
MIR4428	0
SNORA25	0
RP11-193H5.1	0
ZP4	0
RP11-193H5.9	0
RP11-193H5.8	0
RP11-193H5.7	0
MTRNR2L11	0
MTCYBP15	0
MTND6P15	0
MTND5P18	0
YWHAQP9	0
RP11-136B18.1	0
RP11-136B18.2	0
RNU6-725P	0
RP11-177F15.1	0.0310286
KRT18P32	0
MIPEPP2	0
RP11-307O1.1	0
RP11-544D21.2	0
CHRM3	0.241808
CHRM3-AS2	0.39141
CHRM3-AS1	0
RP11-35L17.3	0
RP11-438O11.1	0
RPS7P5	0
FMN2	0.221197
RP11-567G24.1	0.0576751
Y_RNA	0
ADH5P3	0
RP11-567G24.3	0
Y_RNA	0
RP11-177F11.1	0
GREM2	0.771688
RP11-467I20.2	0
RP11-467I20.4	0
RP11-467I20.6	0
RP11-467I20.3	0
RNU5F-8P	0
RP11-467I20.5	0
Y_RNA	0
RP11-80B9.4	0
RP11-80B9.1	0
THAP12P8	0
RGS7	0.133392
RFKP1	0
HNRNPA1P42	0
RP11-435F13.2	0.238999
MIR3123	0
RP11-306K13.1	0
RP11-527D7.1	0
KMO	0.194181
OPN3	1.65885
WDR64	0.0571095
RP11-553N16.1	0.144576
EXO1	0.166925
RPL23AP20	0
BECN2	0
CFL1P4	0
MAP1LC3C	0.381679
TUBB8P6	0
FAM166AP1	0
PLD5	0.465743
RP11-561I11.4	0
RN7SKP12	0
RP11-561I11.3	0
RP11-513D4.3	0
RPL10AP5	0
RP11-513D4.1	0
RP11-435I3.1	0
RSL24D1P4	0
RP11-498M14.1	0
RP11-498M14.2	0
RP11-331N16.1	0
RP11-261C10.1	0
LINC01347	0
SEPT14P21	0
RP11-261C10.8	0
RP11-261C10.7	0.389882
LINC01347	0.698795
RNU6-747P	0
RP11-261C10.5	2.17047
RP11-261C10.4	0
FCF1P7	0.284759
MIR4677	0
RP11-269F20.1	0.751106
FABP7P1	0.0782816
RP11-370K11.1	0
AKT3-IT1	0.297843
RP11-278H7.1	0.0615721
RP11-278H7.5	0
RP11-278H7.4	0
RN7SL148P	0
RP11-278H7.3	0
C1orf100	0.266986
RP11-518L10.5	0
TGIF2P1	0
C1orf101	1.00463
CYCSP5	0
RP11-173A6.2	0.545632
RP11-173A6.4	0
RP11-173A6.3	0.151785
RP11-11N7.4	0.227102
RN7SKP55	0
RNU6-947P	0
RP11-156E8.1	2.78174
RNU6-1089P	0
RNU6-999P	0
RNU1-132P	0.277728
KIF26B	0.711931
RP11-62I21.1	0
DNAJC19P8	0
RP11-522M21.2	0
RP11-522M21.3	0.169382
SMYD3	4.96393
RP11-83A16.1	0
RP11-36N20.1	0
CHCHD4P5	0
RNU6-1283P	0
SMYD3-IT1	0
Y_RNA	0
RP11-690C23.4	0
LINC01743	0
RP11-690C23.5	0
RP11-690C23.3	0
RP11-1086F11.1	0.0457919
RP11-452J6.2	0
RP11-439E19.9	0.272516
RP11-439E19.7	0
RP11-439E19.6	0.184357
KIF28P	0.22474
RP11-439E19.10	2.68838
LINC01341	4.171
RP11-397A15.4	0
SNORA25	0
ZNF695	0.0424476
RP11-551G24.3	0
ZNF670	3.68386
RP11-551G24.2	0.0169566
RP11-107G24.3	0
ZNF669	4.32226
C1orf229	2.10997
FGFR3P6	0
ZNF124	2.31234
RP11-488L18.6	1.70733
RP11-488L18.3	0.811357
RNA5SP82	0
RP11-488L18.8	0.245624
RP11-488L18.1	0.0234659
VN1R17P	0
VN1R5	0.0979486
Y_RNA	0.474262
NLRP3	1.03711
OR2B11	0
OR2W5	0
GCSAML	0.238813
GCSAML-AS1	0.27597
OR2C3	0.0175598
RP11-978I15.10	0
OR2G2	0
OR2G3	0
U6	0
OR14L1P	0
RP11-634B7.4	0.0513614
OR3D1P	0
OR13G1	0.0325444
RP11-634B7.5	0
OR6F1	0
OR14A2	0
OR14K1	0
OR1C1	0
OR9H1P	0.087103
OR14A16	0
HSD17B7P1	0
OR6R1P	0
OR11L1	0
TRIM58	0.693157
OR2W3	0.433784
OR2T8	0.0751975
OR2AJ1	0
CLK3P2	0
OR2X1P	0
OR2L8	0
OR2AK2	0
OR2L9P	0
OR2L1P	0.0959306
Y_RNA	0
OR2L6P	0
OR2L5	0
Y_RNA	0
OR2L2	0
Y_RNA	0
OR2L3	0.0313828
OR2T32P	0
OR2L13	0.0778407
OR2M1P	0
OR2M5	0
OR2M2	0
OR2M3	0
OR2M4	0
OR2T33	0
OR2T12	0
OR2M7	0
OR14C36	0
OR2T4	0
OR2T6	0
OR2T1	0
OR2T7	0
OR2T2	0
OR2T3	0
RP11-407H12.8	0
OR2T5	0
OR2AS2P	0
OR2G6	0
RP11-438F14.3	0
OR2AS1P	0
OR2T29	0
OR2T34	0
OR2T10	0
Y_RNA	0
RP11-438F14.10	0
OR2T11	0
OR2T35	0
OR2T27	0
OR14I1	0
XX-CR54.1	0
WI2-2118C23.2	0
LYPD8	0
AL672296.1	0
AL672294.1	0
RNU6-1205P	0
RPL23AP25	0.901235
FAM110C	1.03631
AC079779.7	0
ALKAL2	3.14924
AC079779.4	0.117823
AC079779.5	0
RP11-356M6.1	0
LINC01865	0
AC105393.1	0
AC105393.2	0
LINC01874	0
RP11-625N16.1	0
LINC01875	0
AC093326.3	0.184823
AC092159.2	0.0700633
RP11-455F15.1	0.0732288
AC092159.3	0
AC116609.1	0
LINC01115	0
AC116609.3	0
AC116609.2	0
LINC01115	0
LINC01939	0
AC113607.3	0
AC116614.1	4.40555
SNTG2	1.01562
AC114808.3	0
AC114808.2	0.151556
AC108462.1	0
TPO	0.0963711
AC144450.1	0
AC141930.3	0.131782
AC141930.2	0
AC144450.2	0
MYT1L	0.0132427
RP11-755H23.1	0.334477
AC093390.1	0.884898
MYT1L-AS1	0
AC018685.1	0
AC018685.2	0
AC011995.1	0
AC011995.3	0
LINC01250	0.0107991
AC019118.3	0
AC019118.4	0
TSSC1-IT1	0
TRAPPC12-AS1	2.87016
RP11-1293J14.1	0.976015
AC142528.1	1.38647
COLEC11	1.62178
AC010907.2	0
TMSB4XP2	0.966591
ALLC	0.102795
GAPDHP48	0
AC010907.5	0.0453638
DCDC2C	0.363879
LINC01304	0
AC012445.1	0
NPM1P48	0
LINC01249	0
SNORA31	0
RNU6-649P	0
AC073143.1	0
AC107057.1	0
LINC01248	0
AC108025.2	0
SOX11	0.0256701
AC010729.1	0
AC010729.2	0
LINC01810	0
LINC01105	0.0073344
MIR7158	0
AC017053.1	0
LINC01247	0
PIK3CDP1	0
LINC01824	0
MIR7515HG	0
LINC00487	0.123736
NRIR	0.476428
CMPK2	2.57348
RSAD2	4.23589
RP11-439M11.1	2.88663
RNF144A-AS1	3.50957
AC019048.1	0.468482
RN7SKP112	0
RP11-557L19.1	0.90343
AC010904.1	0
AC013460.1	0.383841
RNU6ATAC37P	0
AC092580.3	0
LINC01871	1.70886
AC092580.2	0
AC092580.1	0
AC007463.2	0
LINC00298	0.101959
LINC00299	0.168581
U91324.1	0
AC011747.3	0
LINC01814	0.0468473
AC011747.6	0.0716259
SNRPEP5	0
ID2-AS1	0.83023
HMGB1P25	0
RPL30P3	0
RP11-734K21.2	0
RP11-734K21.5	0.00615274
RP11-734K21.3	0
RP11-734K21.4	0
EIF1P7	0.410827
RP11-400L8.2	1.85864
RP11-214N9.1	3.45886
Y_RNA	0
RP11-521D12.1	0.122463
RP11-521D12.2	0
RNU4-73P	0
RP11-521D12.4	0
RP11-521D12.5	0.0829424
RP11-95D17.1	4.69094
GRHL1	1.53111
AC010969.1	0
RP11-254F7.1	0
RP11-254F7.3	0
AC104794.4	0
SNORA26	0
RP11-254F7.4	0
RRM2	0.629302
C2orf48	0.0524015
SNORA2	0
MIR4261	0
RN7SL66P	0
SNORA51	0
SNORA80B	0
RP11-320M2.1	1.26668
AC007249.3	0.531147
AC092687.5	0.121621
RN7SL832P	0.525813
AC092687.3	0
RNU7-138P	0
RP11-791G15.2	2.5436
RNU7-176P	0
AC092687.4	0
RP11-245G13.1	0
LINC01954	0
KCNF1	0.0444233
RP11-345J13.1	0
AC062028.1	0
C2orf50	0.276859
RNU6-1081P	0
AC018463.4	0
AC018463.5	0
AC099344.2	0
AC099344.3	0
LINC00570	0.0545351
RNA5SP84	0
MIR4429	0
RNU2-13P	0
RNA5SP85	0.41686
RN7SL674P	1.98586
NTSR2	0
AC110754.3	0
RP11-494G9.1	0
AC106875.1	0
AC012456.3	0
AC012456.4	0
MIR548S	0
MIR4262	0
MIR3681HG	0.0279978
SNORD18	0
MIR3681	0
RNU6-843P	0
AC096559.2	0
RP11-333O1.1	0.146643
MIR3125	0
AC064875.2	0.221077
AC092635.1	0
LINC00276	0
AC016730.1	0
RNU6-1288P	0
Metazoa_SRP	0
AC011897.2	0
FAM84A	3.64526
AC068286.1	0
RP11-32P22.1	0
AC008278.2	0
AC008278.3	0
LINC01804	0
AC113608.1	0
RNU5E-7P	0
RP11-120J4.1	0
snoU13	0
MYCNUT	0
MYCNOS	0.14075
MYCN	1.07623
RN7SL104P	0
AC010145.4	0
GACAT3	0
AC142119.1	0
WI2-2221J1.1	0
SNORA40	0
AC010745.1	0
AC010745.2	0
AC010745.3	0
AC010745.4	0
AC010880.1	0
AC104623.2	0
RP11-542H15.1	0.0444727
AC008069.1	0
AC008069.2	0
LINC01866	0
RN7SKP168	0
ZFYVE9P2	0
PSMC1P10	0
RAD51AP2	0.120803
VSNL1	0.434574
GEN1	1.9819
MSGN1	0
SNORA40	0
RP11-111J6.2	2.64047
NT5C1B	0.179694
RNU6-1215P	0
AC106053.1	0
LINC01376	0.813893
MIR4757	0
AC010096.1	0
LINC01808	0
AC019055.1	0
CISD1P1	0
LINC00954	1.6947
RP11-79O8.1	0.237015
AC079145.4	0.345465
RP11-644K8.1	0.189615
AC098828.2	0
AC098828.3	0
RN7SL140P	0
RNU6-961P	0
AC007041.2	0.0348709
RNU7-113P	0
SLC7A15P	0
RNA5SP86	0
AC023137.2	0.292152
Y_RNA	0
AC012065.4	0
RP11-130L8.3	0.761145
RP11-130L8.2	3.39963
HS1BP3-IT1	1.51356
AC012065.5	0.423722
AC012361.1	0
RP11-116D2.1	0
APOB	0.217237
AC010872.1	0.269215
TDRD15	0.0285768
RP11-79J24.1	0
AC067959.1	0
AC011752.1	0
NUTF2P8	0
AC009411.2	0
AC009411.1	0
LINC01822	0
RN7SL117P	0
LINC01830	0
AC068490.1	0
AC068044.1	0
AC099799.1	0
RNA5SP87	0
AC096570.2	0
LINC01884	0
RN7SKP27	0
AC016768.1	0.0974099
AC012506.1	0
AC012506.2	0
AC012506.3	0
AC012506.4	0.0722499
AC011239.1	0.187608
AC011239.2	1.2409
RP11-557N21.1	1.10101
PGAM1P6	0.087438
AC066692.3	0
SDHCP3	0
RN7SL610P	0.224697
MFSD2B	0.29672
RNU6-370P	0
PFN4	2.08166
AC008073.7	0.380376
FAM228A	0.853105
AC008073.9	0.255175
AC009228.1	1.07819
SCARNA21	0
HMGN2P20	0
RPL36AP13	0.220014
RNA5SP88	0
RNU6-936P	0
RP11-443B20.1	1.97883
AC013267.1	0
SNORD14	0
DNAJC27-AS1	1.15798
Y_RNA	0
EFR3B	0.905216
RN7SL856P	0
SUCLA2P3	0
POMC	2.98681
LINC01381	0
MIR1301	0
AC012074.2	1.5979
AC104699.1	0
Y_RNA	0
TPM3P7	0
PTGES3P2	1.20075
AC010150.1	0
NDUFB4P4	0
UQCRHP2	0
TRMT112P6	0.398636
RNU6-942P	0
RP11-214J9.1	0.659475
AC011742.3	0
SMARCE1P6	0.136638
AC011742.5	0
PPIL1P1	0
GAREM2	3.60116
ADGRF3	0.264661
DRC1	0.156136
OTOF	0.188494
C2orf70	0.742889
CIB4	0.638334
AC015977.6	0.309204
AC015977.5	0
CENPA	0.268803
CDKN2AIPNLP2	0
DPYSL5	0.0300832
AC013472.4	0
AC013472.3	0.0454921
AGBL5-AS1	0.470952
RP11-503P10.1	0.918839
AGBL5-IT1	1.82777
RP11-195B17.1	2.55202
CGREF1	3.96641
ABHD1	1.17941
PRR30	0.0146755
AC013403.13	0
SLC30A3	0.394871
DNAJC5G	0.198512
TRIM54	0.679797
GTF3C2-AS1	0.720314
FTH1P3	0.662197
AC074117.13	1.22275
RNU6-986P	0
GCKR	0.62719
C2orf16	0.547523
SNORA36	0
LINC01460	0.328831
RBKS	3.36516
RP11-674I16.1	0
MIR4263	0
RP11-674I16.2	0.357365
uc_338	0
AC093690.1	0.839137
FLJ31356	0.268045
AC104695.4	0
PLB1	3.28326
SNRPGP7	0
AC074011.2	0.255237
RNA5SP89	0
SPDYA	1.25011
RP11-713D19.1	0.153324
SNORD92	0
SNORD53	0
Y_RNA	0
SNORD53_SNORD92	0
TOGARAM2	0.669151
Y_RNA	0
C2orf71	0.113253
AC105398.3	0.148108
ALK	0.106823
RN7SL516P	0
AC106870.1	0
AC106870.2	0
AC016907.3	0.171307
AC016907.2	0
SNORA64	0
AC104698.2	0
LINC01936	1.37606
RP11-182E7.1	0
LCLAT1	4.44117
RP11-523J2.1	0
CAPN13	0.298734
AC092569.2	0
GALNT14	0.816666
AC009305.1	0
CAPN14	0.370853
RNA5SP90	0
AL121657.4	0
XDH	0.085751
SRD5A2	0.670922
AL133247.2	0
AL133247.3	0
LINC01946	0
KRT18P52	0.100019
AK2P2	0
RP11-1057B6.1	1.2245
MEMO1	3.05043
CTC-336P14.1	2.55556
RP11-563N4.1	1.70176
DDX50P1	1.10796
RNU6-647P	0
NLRC4	1.0669
AL133245.2	0.163397
BIRC6-AS1	0
AL133243.1	3.61885
AL133243.2	1.87612
MIR558	0
AL133243.3	0
BIRC6-AS2	0.523327
AL133243.4	0.0776438
MIR4765	0
LINC00486	0.0638364
AL121656.5	0
Y_RNA	0
AL133244.1	0
RNA5SP91	0
RNA5SP92	0
MIR4430	0
RASGRP3	2.22369
AC020594.5	1.46534
ATP6V0E1P3	0
HNRNPA1P61	0.027395
LINC01317	0
MYADML	0
SLC25A5P2	0
LINC01318	0
AC073218.1	0
LINC01320	0.183887
RP11-529E15.1	0.0335615
AC073218.3	0
AC012593.1	0
RN7SL602P	0
AC019064.1	0
AC013442.1	0
MIR548AD	0
RNU6-1117P	0
AC083939.1	0
MRPL50P1	0
AC009414.1	0
RP11-78I14.1	0.201592
RP11-294L11.1	0
VIT	4.78438
RP11-288C18.1	3.76259
RNU6-577P	0
AC007899.3	0.297671
SULT6B1	0
AC007390.4	0
RP11-423P10.2	2.97636
AC007391.2	0.518958
RNU6-939P	0
RNU6-1116P	0
AC006369.2	0.284597
AC006369.3	0
AC010878.3	0.0486577
LINC00211	0.0471286
RMDN2	3.67678
RMDN2-AS1	0.342095
CYP1B1-AS1	1.92552
RP11-314C9.1	0.17588
AC009229.6	0.308769
RNU6-951P	0.470486
RP11-314C9.2	1.46401
AC009229.5	0.174468
RPL7P12	0.213869
GAPDHP25	0
AC016995.3	1.00596
LINC01883	0
RP11-541E12.1	0.361559
AC011247.3	0.330439
AC074366.3	0
TTC39DP	0
AC018693.5	0
ASS1P2	0.694285
AC018693.6	0
RNU6-851P	0
ARHGEF33	1.58638
RN7SL96P	0
RP11-173C1.1	4.31211
SOS1-IT1	3.52933
RNU6-198P	0
HSPE1P13	0
Y_RNA	0
CDKL4	0.126426
SNORA67	1.06339
RP11-449G16.1	1.52083
AC007246.3	2.06126
SLC8A1-AS1	0.0297537
AC007253.1	0
SLC8A1	3.99403
LINC01794	0
HNRNPA1P57	0
LDHAP3	0.0292346
AC009413.2	0.165046
Y_RNA	0
RNU4-63P	0
LINC01913	0
LINC01914	1.75281
C2orf91	0.0616828
AC013480.2	0
AC083949.1	0
SNORD75	0
KCNG3	0.0422426
VDAC1P13	0
AC025750.5	0
Metazoa_SRP	0
AC025750.7	0
AC074375.1	0
RNU6-137P	0
FTOP1	4.20181
AC098824.6	0.134796
AC016735.1	0.0849701
LINC01819	0.209641
AC016735.3	0
RNU6-242P	0
AC093609.1	0.436592
LINC01126	2.74067
RNU6-958P	0
RN7SL531P	0
Y_RNA	0
AC011242.5	0.118089
RN7SKP66	0
ABCG5	0.148903
ABCG8	0
RNU6-1048P	1.46253
RN7SL455P	0
AC019129.1	0
RNU6-566P	0
PDSS1P2	0
RP11-559M23.1	0
RPL12P19	0.169168
SLC3A1	0.339856
CAMKMT	3.55921
LINC01833	0
RP11-89K21.2	0
Six3os1_1	0
Six3os1_2	0
Six3os1_4	0
Six3os1_5	0
Six3os1_7	0
SIX3-AS1	0
SIX3	0.0391842
AC012354.6	0.0491472
AC012354.8	0.1177
SIX2	3.05459
AC093702.1	0.872526
LINC01121	0.116247
AC009236.2	0
RN7SL414P	0
PRKCE	4.97702
U51244.2	0
AC017078.1	0
AC017006.2	0
AC017006.3	0
AC016696.1	0
Metazoa_SRP	0
LINC01820	0
TMEM247	0
RN7SL817P	0
ATP6V1E2	2.4257
RP11-417F21.2	0
RP11-417F21.1	2.08074
RP11-536C12.1	3.72738
RP11-333I13.1	1.35589
LINC01118	0.211886
LINC01119	1.17524
AC016722.3	0
AC016722.4	2.31681
RP11-15I20.1	0.268491
AC093732.1	0.300876
C2orf61	0.15536
AC073283.7	0.144661
C2orf61	0
AC073283.4	1.29978
AC106869.2	0
BCYRN1	2.88308
EPCAM	0.650463
RN7SKP119	0
MIR559	0
Metazoa_SRP	0
KCNK12	0.0713427
HCG2040054	0.107895
AC079250.1	2.88219
AC006509.4	0
AC006509.7	0
U6	0
RPL36AP15	0.382274
RPS27AP7	0
AC079807.2	3.37914
AC079807.1	0
AC079807.4	0
RP11-429P7.1	0
RN7SKP224	0
RNU4-49P	0
RP11-191L17.1	0.68345
RNU6-282P	0
TPT1P11	0
LHCGR	0.0795982
STON1-GTF2A1L	2.13197
ELOBP3	0
RP11-460M2.1	0.198551
CTBP2P5	0
FSHR	0.00658472
MIR548BA	0
RP11-152D8.1	0
RNU6-439P	0
RP11-443F4.1	0
RPL7P13	0
SNORA75	0
NRXN1	0.819842
MTCO1P42	0
RP11-358H12.1	0
MIR8485	0
AC007560.1	0.251222
AC007682.1	0
KNOP1P3	0
CRYGGP	0
AC097463.2	0
AC097463.1	0
ZNF863P	0
Y_RNA	0
LINC01867	0
AC139712.1	0
AC139712.4	0
AC139712.2	0
FTH1P6	0
MIR4431	0
AC010967.2	0
AC010967.3	0
AC010967.1	0
SCARNA16	0
AC069157.1	0
RNU6-997P	0
CHAC2	1.51042
MIR3682	0
GPR75	2.34183
AC008280.1	0.050664
HMGB1P31	1.49296
RP11-477N3.1	3.19422
RNU7-172P	0
TSPYL6	0.0515028
C2orf73	0.526098
AC092839.3	0
RPL23AP32	0.593563
AC092839.4	0
EML6	0.576384
AC104781.1	0
RNU7-81P	0
RNU6-433P	0
AC012358.7	0.767683
AC012358.4	3.18222
Y_RNA	0
AC012358.8	0.709141
BTF3P5	0.255569
RNU6-775P	0
RNU6-221P	0
RNU6-634P	0
SNORA12	1.51087
RP11-554J4.1	1.42341
RN7SKP208	0
RP11-481J13.1	0.673378
MIR217HG	0
MIR217	0
MIR216A	0
MIR216B	0
LINC01813	0
AC007743.1	4.29678
CCDC85A	4.34102
RNA5SP93	0
AC008173.1	0
RP11-443I9.1	0
RP11-127H13.1	0
SNORD78	0
ACTG1P22	0.119966
RP11-334G22.1	0
EIF3FP3	4.83539
LINC01795	0
LINC01122	0.256734
AC007238.1	0.331091
LINC01793	0
RP11-444A22.1	0
AC007131.2	0
AC007179.1	0
RP11-569H17.1	0
RNU6-508P	0
RNA5SP94	0
AC007381.3	0
MIR4432HG	0
RNU1-32P	0
MIR4432	0
BCL11A	1.0474
AC009970.1	0
RN7SL361P	0
RP11-416L21.2	0
RP11-416L21.1	0
RNU6-612P	0
ATP1B3P1	0
LINC01185	0.00997256
RN7SL632P	0
RPL21P33	0
REL	3.84974
RNU4-51P	0
NONOP2	2.85565
AC010733.5	2.88417
PUS10	3.33301
RNA5SP95	0
KIAA1841	4.27411
AC016747.3	2.99193
RP11-493E12.1	0.204342
RP11-493E12.2	2.1464
RP11-479F13.1	0
AC016894.1	0.142302
SNORA70B	0
RP11-355B11.2	4.87356
RP11-355B11.1	0
RPS29P10	0
RNU6-1145P	0
AC108039.1	0.0685503
RPS24P7	0
AC108039.3	0
RP11-681L4.1	0.136928
RP11-681L4.2	0
AC107081.5	2.06358
Y_RNA	0
AC018462.2	0.0193111
RP11-270B14.1	0
MIR5192	0
RN7SL51P	0
RP11-642D6.1	0
AC093159.1	0.215467
RN7SL18P	0
TMEM17	3.97168
AC107083.1	0
AC092155.1	0.127058
PSAT1P2	0
RSL24D1P2	0
AC092155.4	0.0157205
Y_RNA	0
AC007098.1	0
RP11-443F16.1	0.137072
OTX1	0.0335167
RP11-511I11.2	0
RP11-511I11.1	0.0963816
DBIL5P2	0.0285081
WDPCP	2.22406
Metazoa_SRP	0.118824
AC074367.1	0.107418
RP11-391A7.1	0
AC016734.2	0.600315
RPS4XP5	0
AC096664.1	0
AC096664.2	0
HNRNPA1P66	0
ACA59	1.38268
AC012368.1	0
LINC00309	0
RP11-547M24.1	0
AC114752.1	0
AC114752.3	0
MIR4433B	0
RPL23AP37	0.168966
AC008074.3	0.438926
AC008074.5	0.18827
LINC01805	0
RP11-568N6.1	0.257954
MIR4434	0
RNU6-100P	0.562361
AC007365.1	0
AC007365.3	0.30704
AC007365.4	0.0968388
RN7SL341P	0
Y_RNA	0
LINC01800	0.0203722
AC007386.2	0
RN7SL211P	0
AC007386.3	0.347807
RNU6-548P	0.175112
AC007386.4	0.133312
SNORA74	0
RP11-420C9.1	0.338337
AC007318.5	1.46455
AC012370.2	0
AC074391.1	0.120482
AC012370.3	0.0408261
AC007389.1	0
AC007389.2	0
RN7SL635P	0
VTRNA2-2P	0
AC007389.3	0
RP11-418H16.1	0.302682
KRT18P33	0
RP11-340F16.2	0
AC118345.1	0
AC092669.6	0
MIR4778	0
LINC01873	0
MEIS1-AS3	0.526518
MEIS1-AS2	0.992117
LINC01798	1.33798
LINC01797	1.96329
AC009474.1	0
AC009474.2	0
LINC01799	0.289758
LINC01628	0
AC007403.3	0.215695
LINC01828	0.245608
LINC01829	0.159427
AC023115.4	0.093356
AC007422.1	0
AC010987.5	0
LINC01812	0
AC079112.1	0
AC017083.2	0
RP11-474G23.3	2.59522
AC015969.3	0
AC127383.1	0
FBXO48	1.81174
APLF	2.67956
AC130709.1	0
PROKR1	0.155478
LINC01888	0
LINC01890	0
BMP10	0.0127742
GKN3P	0
GKN2	0.0364692
GKN1	0.0494789
MIR3126	0
RNA5SP96	0
RNU6-1216P	0
RP11-85D18.1	0
Y_RNA	0
RN7SL604P	0
SNORA36C	0
RP11-77O7.1	0.238094
B3GALNT1P1	0
AC092431.3	0.0978759
RP11-401N16.2	0.386898
RPL23AP92	0.277976
RN7SL470P	0
AC016700.2	0
AC016700.4	0
LINC01816	1.24875
MIR1285-2	0
AC016700.6	0.129089
BRD7P6	0
AC022201.4	0
TGFA	0.699405
TGFA-IT1	0
ADD2	0.523269
AC007395.3	0
FIGLA	0.327606
HMGN2P21	0
CLEC4F	3.00571
AC007395.4	0.105612
CD207	0.470615
LINC01143	0.131237
Vax2os1_3	0.33428
VAX2	2.37817
ATP6V1B1	4.45409
ELOCP21	0.401709
RN7SL160P	0
ANKRD53	4.56165
AC007040.6	0.0635266
AC007040.8	0
OR7E91P	0
OR7E46P	0
OR7E62P	0
RP11-467P9.1	0.469849
AC007881.4	0
ZNF638-IT1	1.52714
RNU6-105P	1.15794
RPS20P10	0.649927
AC006461.2	0
RNU2-39P	0
SNORD78	0
EMX1	0.0145887
RP11-466M21.1	0
RP11-44N22.3	1.82181
NOTO	0
FBXO41	4.24561
EGR4	0
RNU6-111P	0
RPSAP28	0
ALMS1-IT1	1.66907
NAT8	0.829569
ALMS1P1	1.42772
NAT8B	0.985744
RP11-434P11.2	1.9131
RP11-434P11.1	0.164525
C2orf78	0
RP11-51I5.1	0
DGUOK-AS1	2.85723
RNA5SP97	0
AC073046.25	0.926533
TET3	4.08922
RP11-711M9.2	0
FNBP1P1	0.82377
RP11-287D1.4	0.367196
RP11-287D1.5	0
RP11-287D1.2	0
SLC4A5	2.45442
KRT18P26	0
RNU6-542P	0
NECAP1P2	0
TAF13P2	0
DCTN1-AS1	0.0596661
AC005041.11	0
HMGA1P8	0.623932
LBX2	0.687013
RP11-523H20.3	0.623802
LBX2-AS1	3.91829
TLX2	0
DQX1	0.247605
M1AP	0.619933
AC005033.6	0
TVP23BP2	0
AC007387.2	0
RP11-259N19.1	0.517669
HK2	2.49208
LINC01291	3.67543
AC104135.2	0.942188
LINC01293	0.330842
MIR5000	0
RP11-355F16.1	3.41301
GAPDHP57	0
AC007099.2	0
snoU109	0
AC007099.1	0
AC005034.2	0
U3	0
SUPT4H1P1	0.178538
RP11-342K6.2	2.34655
RP11-342K6.3	1.65804
RP11-342K6.4	0.53587
SUCLA2P2	0
AC073091.2	0
RP11-335E8.1	0
RN7SKP203	0
RN7SKP164	0
LRRTM4	0.350287
RNA5SP98	0
AC079117.1	0
AC084149.2	0
AC084149.1	0
AC105399.2	0
LINC01851	0
AC012494.1	0
CYCSP6	0
RP11-601H16.1	0
AC092660.1	0
RNU6-827P	0
RNU6-812P	0
REG3G	0.21034
REG1B	1.2055
REG1A	4.28291
REG1CP	0.015013
REG3A	0.099786
AC011754.1	0
CTNNA2	0.113369
AC010975.1	0
RP11-191H23.1	0
AC010975.2	0
RNU6-561P	0
MIR4264	0
MIR8080	0
AC016716.2	0
AC016716.1	0
LRRTM1	2.13516
AC008067.2	0
AC084193.1	0
AC105342.1	0
AC012075.1	0
LINC01815	0
RNA5SP99	0
AC013262.1	0
RN7SL201P	0
AC079896.1	0
LYARP1	0
Y_RNA	0
AC010105.1	0
AC109638.1	0
MTND4P25	0
MTND5P27	0
MTND6P7	0
MTCYBP7	0
DHFRP3	0
